YAL002W	YLR396C
YBR060C	YLL004W
YBR060C	YPR162C
YBR065C	YER172C
YBR065C	YHR165C
YBR081C	YDR448W
YBR081C	YGL066W
YBR081C	YGR274C
YBR081C	YMR223W
YBR081C	YMR236W
YBR081C	YOL148C
YBR081C	YPL011C
YBR087W	YOR144C
YBR122C	YCR046C
YBR122C	YDR116C
YBR122C	YDR237W
YBR122C	YDR462W
YBR122C	YML025C
YBR142W	YDL014W
YBR142W	YDR060W
YBR142W	YDR496C
YBR142W	YGL076C
YBR142W	YGR085C
YBR142W	YHR052W
YBR142W	YJR145C
YBR142W	YLL008W
YBR142W	YLR029C
YBR142W	YML073C
YBR142W	YMR049C
YBR142W	YMR229C
YBR142W	YNL061W
YBR142W	YOL041C
YBR142W	YOR272W
YBR142W	YPL043W
YBR142W	YPL131W
YBR142W	YPL198W
YBR160W	YPL256C
YBR189W	YBR247C
YBR189W	YCL011C
YBR189W	YCL037C
YBR189W	YCR031C
YBR189W	YDL014W
YBR189W	YDL060W
YBR189W	YDL148C
YBR189W	YDR382W
YBR189W	YER074W
YBR189W	YGL030W
YBR189W	YGL031C
YBR189W	YGL103W
YBR189W	YGR085C
YBR189W	YHL015W
YBR189W	YIL133C
YBR189W	YJL190C
YBR189W	YJR123W
YBR189W	YJR145C
YBR189W	YKL180W
YBR189W	YLR029C
YBR189W	YLR075W
YBR189W	YLR197W
YBR189W	YLR340W
YBR189W	YLR441C
YBR189W	YML056C
YBR189W	YML073C
YBR189W	YMR194W
YBR189W	YNL069C
YBR189W	YNL132W
YBR189W	YOL040C
YBR189W	YOL127W
YBR189W	YOR096W
YBR189W	YOR145C
YBR189W	YPL012W
YBR189W	YPL090C
YBR189W	YPL131W
YBR189W	YPL266W
YBR193C	YDL005C
YBR193C	YDR308C
YBR193C	YGL025C
YBR193C	YHR041C
YBR193C	YHR058C
YBR193C	YLR071C
YBR193C	YMR112C
YBR193C	YNR010W
YBR193C	YOL051W
YBR193C	YOL135C
YBR193C	YPR070W
YBR221C	YER178W
YBR221C	YFL018C
YBR231C	YDR190C
YBR231C	YGR002C
YBR231C	YLR085C
YBR231C	YLR385C
YBR231C	YPL235W
YBR234C	YDL029W
YBR234C	YIL062C
YBR247C	YDL014W
YBR247C	YDL060W
YBR247C	YDL148C
YBR247C	YGR145W
YBR247C	YHR148W
YBR247C	YJR145C
YBR247C	YKL143W
YBR247C	YNL132W
YBR247C	YOR096W
YBR247C	YPL012W
YBR247C	YPL266W
YBR247C	YPR144C
YBR251W	YGL129C
YBR251W	YNR037C
YBR251W	YPL118W
YBR257W	YNL221C
YBR279W	YGL019W
YBR279W	YGL244W
YBR279W	YML069W
YBR279W	YOL145C
YBR279W	YOR123C
YBR282W	YCR046C
YBR282W	YDR116C
YBR282W	YDR237W
YCL011C	YCL037C
YCL011C	YDL014W
YCL011C	YDL084W
YCL011C	YGL120C
YCL011C	YGR162W
YCL011C	YHR167W
YCL011C	YJR145C
YCL011C	YMR125W
YCL011C	YOL139C
YCL037C	YDL014W
YCL037C	YGL120C
YCL037C	YGR162W
YCL037C	YJL190C
YCL037C	YJR145C
YCL037C	YML056C
YCL037C	YMR125W
YCL037C	YMR230W
YCL037C	YOL139C
YCL037C	YOR096W
YCL037C	YPL131W
YCL054W	YDL031W
YCL054W	YGL111W
YCL054W	YKL172W
YCL054W	YLL008W
YCL054W	YNL061W
YCL054W	YNL110C
YCL054W	YPL093W
YCR012W	YHR174W
YCR012W	YKL060C
YCR014C	YDL147W
YCR020W-B	YDR303C
YCR020W-B	YFR037C
YCR020W-B	YGR056W
YCR020W-B	YGR275W
YCR020W-B	YLR033W
YCR020W-B	YMR091C
YCR031C	YDL014W
YCR031C	YDL148C
YCR031C	YDR382W
YCR031C	YER074W
YCR031C	YFR031C-A
YCR031C	YGL030W
YCR031C	YGL031C
YCR031C	YGL076C
YCR031C	YGL103W
YCR031C	YGL123W
YCR031C	YGR085C
YCR031C	YHL015W
YCR031C	YIL133C
YCR031C	YJL190C
YCR031C	YJL191W
YCR031C	YJR123W
YCR031C	YKL180W
YCR031C	YLR029C
YCR031C	YLR075W
YCR031C	YLR340W
YCR031C	YLR441C
YCR031C	YLR448W
YCR031C	YML073C
YCR031C	YMR142C
YCR031C	YMR194W
YCR031C	YNL069C
YCR031C	YNL132W
YCR031C	YOL127W
YCR031C	YOR096W
YCR031C	YPL090C
YCR031C	YPL143W
YCR042C	YPL129W
YCR046C	YDR116C
YCR046C	YDR237W
YCR046C	YDR462W
YCR046C	YML025C
YCR060W	YPL235W
YCR063W	YDL030W
YCR063W	YHR165C
YCR072C	YER126C
YCR072C	YLR106C
YCR072C	YLR325C
YCR072C	YNL182C
YCR072C	YNR053C
YCR072C	YPL093W
YCR072C	YPR016C
YDL002C	YDR190C
YDL002C	YER092W
YDL002C	YFL013C
YDL002C	YNL215W
YDL002C	YPL129W
YDL002C	YPL235W
YDL005C	YDR308C
YDL005C	YGL025C
YDL005C	YHR041C
YDL005C	YHR058C
YDL005C	YLR071C
YDL005C	YMR112C
YDL005C	YNR010W
YDL005C	YOL051W
YDL005C	YOL135C
YDL005C	YPR070W
YDL014W	YDL148C
YDL014W	YDR060W
YDL014W	YDR299W
YDL014W	YDR324C
YDL014W	YDR496C
YDL014W	YGL030W
YDL014W	YGL120C
YDL014W	YGR085C
YDL014W	YGR128C
YDL014W	YGR145W
YDL014W	YHR148W
YDL014W	YIL133C
YDL014W	YJL033W
YDL014W	YJL109C
YDL014W	YJL190C
YDL014W	YJR145C
YDL014W	YKR060W
YDL014W	YLL008W
YDL014W	YLL011W
YDL014W	YLR029C
YDL014W	YLR075W
YDL014W	YLR197W
YDL014W	YMR229C
YDL014W	YNL061W
YDL014W	YNL069C
YDL014W	YNL132W
YDL014W	YNL308C
YDL014W	YOL077C
YDL014W	YOR096W
YDL014W	YOR206W
YDL014W	YPL012W
YDL014W	YPL126W
YDL014W	YPL131W
YDL014W	YPL198W
YDL014W	YPR137W
YDL014W	YPR144C
YDL029W	YIL062C
YDL030W	YDR416W
YDL030W	YER172C
YDL030W	YGR074W
YDL030W	YHR165C
YDL030W	YLR147C
YDL030W	YML046W
YDL030W	YMR125W
YDL030W	YMR240C
YDL031W	YDR060W
YDL031W	YDR087C
YDL031W	YDR496C
YDL031W	YER126C
YDL031W	YFR001W
YDL031W	YGL111W
YDL031W	YGR103W
YDL031W	YHR052W
YDL031W	YHR088W
YDL031W	YKL172W
YDL031W	YLL008W
YDL031W	YLR002C
YDL031W	YLR029C
YDL031W	YMR049C
YDL031W	YNL061W
YDL031W	YNL110C
YDL031W	YNL182C
YDL031W	YOL077C
YDL031W	YOL127W
YDL031W	YOR206W
YDL031W	YOR272W
YDL031W	YPL043W
YDL031W	YPL093W
YDL031W	YPL131W
YDL031W	YPL198W
YDL031W	YPR016C
YDL060W	YER074W
YDL060W	YJR145C
YDL060W	YKL143W
YDL060W	YOR096W
YDL060W	YPL012W
YDL060W	YPL266W
YDL081C	YDR382W
YDL084W	YHR167W
YDL111C	YDR280W
YDL111C	YGR095C
YDL111C	YGR158C
YDL111C	YGR195W
YDL111C	YOL142W
YDL111C	YOR001W
YDL111C	YOR076C
YDL116W	YGL100W
YDL140C	YER139C
YDL140C	YGR005C
YDL140C	YGR186W
YDL140C	YOL005C
YDL140C	YOR151C
YDL140C	YOR210W
YDL140C	YOR224C
YDL140C	YPL129W
YDL140C	YPR093C
YDL145C	YIL076W
YDL145C	YNL287W
YDL147W	YDL216C
YDL147W	YFR010W
YDL147W	YHR200W
YDL147W	YOR261C
YDL148C	YDR299W
YDL148C	YDR324C
YDL148C	YGR128C
YDL148C	YGR145W
YDL148C	YHR148W
YDL148C	YJL109C
YDL148C	YJR145C
YDL148C	YKR060W
YDL148C	YLL011W
YDL148C	YLR197W
YDL148C	YMR229C
YDL148C	YNL132W
YDL148C	YNL308C
YDL148C	YOR096W
YDL148C	YPL012W
YDL148C	YPL126W
YDL148C	YPR144C
YDL160C	YDR378C
YDL188C	YMR273C
YDL201W	YDR165W
YDL208W	YMR310C
YDR060W	YDR087C
YDR060W	YDR496C
YDR060W	YGL076C
YDR060W	YGL111W
YDR060W	YGR103W
YDR060W	YHR052W
YDR060W	YHR088W
YDR060W	YIL133C
YDR060W	YKL172W
YDR060W	YLL008W
YDR060W	YLR002C
YDR060W	YLR029C
YDR060W	YMR049C
YDR060W	YMR229C
YDR060W	YNL061W
YDR060W	YOL041C
YDR060W	YOL077C
YDR060W	YOR206W
YDR060W	YOR272W
YDR060W	YPL012W
YDR060W	YPL043W
YDR060W	YPL093W
YDR060W	YPL131W
YDR071C	YER089C
YDR075W	YNL201C
YDR087C	YDR496C
YDR087C	YGL111W
YDR087C	YGR085C
YDR087C	YHR052W
YDR087C	YHR088W
YDR087C	YLL008W
YDR087C	YMR049C
YDR087C	YNL061W
YDR087C	YOL077C
YDR087C	YOR206W
YDR087C	YOR272W
YDR087C	YPR016C
YDR091C	YLR192C
YDR091C	YMR146C
YDR091C	YOR096W
YDR091C	YPR041W
YDR116C	YDR237W
YDR116C	YDR462W
YDR116C	YML025C
YDR127W	YKL104C
YDR137W	YLR039C
YDR156W	YJR063W
YDR156W	YNL113W
YDR156W	YOR210W
YDR156W	YOR341W
YDR156W	YPR010C
YDR156W	YPR110C
YDR190C	YER092W
YDR190C	YFL013C
YDR190C	YGR002C
YDR190C	YLR085C
YDR190C	YLR385C
YDR190C	YMR072W
YDR190C	YNL215W
YDR190C	YOR304W
YDR190C	YPL129W
YDR190C	YPL235W
YDR195W	YDR301W
YDR195W	YKL018W
YDR195W	YKL059C
YDR195W	YLR277C
YDR195W	YLR448W
YDR195W	YNL222W
YDR195W	YNL317W
YDR195W	YOR179C
YDR195W	YPR107C
YDR201W	YGL061C
YDR201W	YGR113W
YDR237W	YDR462W
YDR237W	YML025C
YDR280W	YGR095C
YDR280W	YGR158C
YDR280W	YGR195W
YDR280W	YOL142W
YDR280W	YOR001W
YDR280W	YOR076C
YDR295C	YNL021W
YDR299W	YER127W
YDR299W	YGR145W
YDR299W	YHR148W
YDR299W	YJL033W
YDR299W	YJR145C
YDR299W	YKR060W
YDR299W	YNL132W
YDR299W	YNL308C
YDR299W	YNR054C
YDR299W	YOR096W
YDR299W	YPL126W
YDR299W	YPR144C
YDR301W	YKL018W
YDR301W	YKL059C
YDR301W	YLR277C
YDR301W	YNL222W
YDR301W	YNL317W
YDR301W	YPR107C
YDR303C	YFR037C
YDR303C	YGR056W
YDR303C	YGR275W
YDR303C	YLR033W
YDR303C	YMR091C
YDR308C	YGL025C
YDR308C	YHR041C
YDR308C	YHR058C
YDR308C	YLR071C
YDR308C	YMR112C
YDR308C	YNR010W
YDR308C	YOL051W
YDR308C	YOL135C
YDR308C	YPR070W
YDR311W	YLR005W
YDR318W	YDR383C
YDR318W	YPR046W
YDR324C	YEL055C
YDR324C	YGR128C
YDR324C	YHR148W
YDR324C	YJL069C
YDR324C	YJL109C
YDR324C	YKR060W
YDR324C	YLL011W
YDR324C	YLR197W
YDR324C	YNL075W
YDR324C	YNL132W
YDR324C	YOR145C
YDR324C	YPL126W
YDR324C	YPL266W
YDR324C	YPR137W
YDR324C	YPR144C
YDR349C	YLR430W
YDR378C	YER146W
YDR378C	YER172C
YDR378C	YHR165C
YDR378C	YLR147C
YDR382W	YER074W
YDR382W	YFR031C-A
YDR382W	YFR032C-A
YDR382W	YGL030W
YDR382W	YGL076C
YDR382W	YGL103W
YDR382W	YGR085C
YDR382W	YIL133C
YDR382W	YJL190C
YDR382W	YJR123W
YDR382W	YKL180W
YDR382W	YLR029C
YDR382W	YLR075W
YDR382W	YLR340W
YDR382W	YLR441C
YDR382W	YLR448W
YDR382W	YML073C
YDR382W	YMR194W
YDR382W	YNL069C
YDR382W	YOL039W
YDR382W	YOL127W
YDR382W	YOR096W
YDR382W	YPL131W
YDR382W	YPL220W
YDR407C	YDR472W
YDR407C	YGR166W
YDR407C	YML077W
YDR407C	YMR218C
YDR416W	YER172C
YDR416W	YGL120C
YDR416W	YHR165C
YDR448W	YGL066W
YDR448W	YGR274C
YDR448W	YHR041C
YDR448W	YHR058C
YDR448W	YMR223W
YDR448W	YMR236W
YDR448W	YOL135C
YDR448W	YOL148C
YDR448W	YPL011C
YDR448W	YPR070W
YDR462W	YML025C
YDR472W	YGR166W
YDR472W	YML077W
YDR472W	YMR218C
YDR477W	YGL115W
YDR477W	YGL208W
YDR496C	YGL030W
YDR496C	YGL076C
YDR496C	YGL111W
YDR496C	YHR052W
YDR496C	YHR088W
YDR496C	YIL133C
YDR496C	YJR145C
YDR496C	YKL014C
YDR496C	YLL008W
YDR496C	YLR002C
YDR496C	YLR029C
YDR496C	YLR197W
YDR496C	YML073C
YDR496C	YMR049C
YDR496C	YMR229C
YDR496C	YNL061W
YDR496C	YNL110C
YDR496C	YOL077C
YDR496C	YOL127W
YDR496C	YOR206W
YDR496C	YOR272W
YDR496C	YPL012W
YDR496C	YPL043W
YDR496C	YPL093W
YDR496C	YPL131W
YDR496C	YPL198W
YDR496C	YPL220W
YDR496C	YPR016C
YEL022W	YGR218W
YEL022W	YJR077C
YEL036C	YGR231C
YEL036C	YJL183W
YEL036C	YJR075W
YEL054C	YGL030W
YEL054C	YJR145C
YEL054C	YPR102C
YEL055C	YGR128C
YEL055C	YPL126W
YER008C	YPR055W
YER050C	YGL129C
YER050C	YPL118W
YER074W	YFR031C-A
YER074W	YFR032C-A
YER074W	YGL014W
YER074W	YGL030W
YER074W	YGL076C
YER074W	YGL103W
YER074W	YGR085C
YER074W	YGR118W
YER074W	YIL133C
YER074W	YJL190C
YER074W	YJR123W
YER074W	YJR145C
YER074W	YKL180W
YER074W	YLR029C
YER074W	YLR075W
YER074W	YLR340W
YER074W	YLR441C
YER074W	YLR448W
YER074W	YML073C
YER074W	YMR142C
YER074W	YMR194W
YER074W	YNL069C
YER074W	YOL040C
YER074W	YOL127W
YER074W	YOR096W
YER074W	YPL090C
YER074W	YPL198W
YER092W	YFL013C
YER092W	YPL129W
YER092W	YPL235W
YER107C	YMR047C
YER126C	YLR325C
YER126C	YMR049C
YER126C	YNL110C
YER126C	YNR053C
YER126C	YPL093W
YER126C	YPR016C
YER127W	YGR145W
YER146W	YHR165C
YER148W	YGR274C
YER164W	YGL019W
YER165W	YGL120C
YER165W	YGR162W
YER165W	YML117W
YER165W	YMR125W
YER165W	YOL139C
YER165W	YPL190C
YER172C	YGL120C
YER172C	YGR074W
YER172C	YHR165C
YER172C	YLR147C
YER172C	YML046W
YER172C	YMR125W
YER172C	YMR240C
YER172C	YPR182W
YFL013C	YNL215W
YFL013C	YPL129W
YFL013C	YPL235W
YFL022C	YLR060W
YFL023W	YLR200W
YFL024C	YGR002C
YFL024C	YHR090C
YFL024C	YJR082C
YFL024C	YNL136W
YFL024C	YOR244W
YFL024C	YPR023C
YFL034W	YHL019C
YFL037W	YGR218W
YFR001W	YHR052W
YFR001W	YLL008W
YFR001W	YLR002C
YFR001W	YNL061W
YFR001W	YPL093W
YFR001W	YPR016C
YFR010W	YHR200W
YFR010W	YOR261C
YFR031C-A	YGL014W
YFR031C-A	YGL030W
YFR031C-A	YGL031C
YFR031C-A	YGL076C
YFR031C-A	YGL103W
YFR031C-A	YGL123W
YFR031C-A	YGR085C
YFR031C-A	YIL133C
YFR031C-A	YJL190C
YFR031C-A	YJL191W
YFR031C-A	YJR123W
YFR031C-A	YJR145C
YFR031C-A	YKL180W
YFR031C-A	YLR029C
YFR031C-A	YLR075W
YFR031C-A	YLR340W
YFR031C-A	YLR441C
YFR031C-A	YLR448W
YFR031C-A	YML073C
YFR031C-A	YMR142C
YFR031C-A	YMR194W
YFR031C-A	YNL069C
YFR031C-A	YOL040C
YFR031C-A	YOL127W
YFR031C-A	YOR096W
YFR031C-A	YPL090C
YFR031C-A	YPL143W
YFR031C-A	YPL198W
YFR031C-A	YPL220W
YFR032C-A	YGL014W
YFR032C-A	YGL031C
YFR032C-A	YGL103W
YFR032C-A	YGL189C
YFR032C-A	YGR085C
YFR032C-A	YGR118W
YFR032C-A	YLR029C
YFR032C-A	YLR448W
YFR032C-A	YMR194W
YFR032C-A	YOL040C
YFR032C-A	YOL127W
YFR037C	YGL133W
YFR037C	YGR056W
YFR037C	YGR275W
YFR037C	YLR033W
YFR037C	YMR072W
YFR037C	YMR091C
YFR037C	YNR003C
YFR037C	YOR304W
YGL011C	YMR314W
YGL011C	YOL038W
YGL014W	YGL103W
YGL014W	YLR448W
YGL014W	YML073C
YGL014W	YMR194W
YGL014W	YOL040C
YGL014W	YOL127W
YGL019W	YGL244W
YGL019W	YML069W
YGL019W	YOL145C
YGL019W	YOR123C
YGL022W	YJL002C
YGL025C	YHR041C
YGL025C	YHR058C
YGL025C	YLR071C
YGL025C	YMR112C
YGL025C	YNR010W
YGL025C	YOL051W
YGL025C	YOL135C
YGL025C	YPR070W
YGL030W	YGL031C
YGL030W	YGL076C
YGL030W	YGL103W
YGL030W	YGR085C
YGL030W	YGR103W
YGL030W	YHR052W
YGL030W	YIL133C
YGL030W	YJL190C
YGL030W	YJR123W
YGL030W	YKL180W
YGL030W	YLR029C
YGL030W	YLR075W
YGL030W	YLR325C
YGL030W	YLR441C
YGL030W	YLR448W
YGL030W	YML073C
YGL030W	YMR142C
YGL030W	YMR194W
YGL030W	YNL069C
YGL030W	YNL110C
YGL030W	YNL132W
YGL030W	YOL077C
YGL030W	YOL127W
YGL030W	YOR096W
YGL030W	YPL093W
YGL030W	YPL220W
YGL030W	YPR016C
YGL031C	YGL076C
YGL031C	YGL103W
YGL031C	YGR085C
YGL031C	YGR118W
YGL031C	YJR123W
YGL031C	YKL180W
YGL031C	YLR075W
YGL031C	YLR441C
YGL031C	YML073C
YGL031C	YMR194W
YGL031C	YNL069C
YGL031C	YOL127W
YGL044C	YOR250C
YGL061C	YGR113W
YGL066W	YGR274C
YGL066W	YMR223W
YGL066W	YMR236W
YGL066W	YOL148C
YGL066W	YPL011C
YGL076C	YGL103W
YGL076C	YGL111W
YGL076C	YGR085C
YGL076C	YGR103W
YGL076C	YHR088W
YGL076C	YIL133C
YGL076C	YJL190C
YGL076C	YJR123W
YGL076C	YJR145C
YGL076C	YKL180W
YGL076C	YLR002C
YGL076C	YLR029C
YGL076C	YLR075W
YGL076C	YLR441C
YGL076C	YLR448W
YGL076C	YML056C
YGL076C	YML073C
YGL076C	YMR142C
YGL076C	YMR194W
YGL076C	YNL069C
YGL076C	YNL132W
YGL076C	YOL041C
YGL076C	YOL127W
YGL076C	YOR096W
YGL076C	YOR206W
YGL076C	YPL093W
YGL076C	YPL198W
YGL076C	YPL220W
YGL098W	YGL145W
YGL098W	YLR268W
YGL098W	YLR440C
YGL098W	YOR075W
YGL099W	YHR170W
YGL099W	YMR194W
YGL103W	YGL123W
YGL103W	YGR085C
YGL103W	YGR118W
YGL103W	YHL015W
YGL103W	YHR052W
YGL103W	YIL133C
YGL103W	YJL190C
YGL103W	YJR123W
YGL103W	YJR145C
YGL103W	YKL172W
YGL103W	YKL180W
YGL103W	YLR029C
YGL103W	YLR075W
YGL103W	YLR325C
YGL103W	YLR340W
YGL103W	YLR406C
YGL103W	YLR441C
YGL103W	YLR448W
YGL103W	YML073C
YGL103W	YMR142C
YGL103W	YMR194W
YGL103W	YNL069C
YGL103W	YNL110C
YGL103W	YOL040C
YGL103W	YOL127W
YGL103W	YOR096W
YGL103W	YPL012W
YGL103W	YPL090C
YGL103W	YPL093W
YGL103W	YPL198W
YGL103W	YPL220W
YGL105W	YGL245W
YGL106W	YOR326W
YGL111W	YGR103W
YGL111W	YHR052W
YGL111W	YHR088W
YGL111W	YKL172W
YGL111W	YLL008W
YGL111W	YLR002C
YGL111W	YMR049C
YGL111W	YNL061W
YGL111W	YNL110C
YGL111W	YOL077C
YGL111W	YOL127W
YGL111W	YOR206W
YGL111W	YOR272W
YGL111W	YPL043W
YGL111W	YPL093W
YGL111W	YPL131W
YGL111W	YPR016C
YGL115W	YGL208W
YGL120C	YHR165C
YGL120C	YJL190C
YGL120C	YJR145C
YGL120C	YLR197W
YGL120C	YNL132W
YGL120C	YNL224C
YGL120C	YOR096W
YGL120C	YPL131W
YGL123W	YGR085C
YGL123W	YJR123W
YGL123W	YKL180W
YGL123W	YLR441C
YGL123W	YML073C
YGL123W	YOL040C
YGL125W	YPL023C
YGL129C	YNR037C
YGL129C	YPL118W
YGL133W	YOR304W
YGL145W	YLR268W
YGL145W	YLR440C
YGL145W	YOR075W
YGL155W	YKL019W
YGL171W	YGR145W
YGL171W	YHR148W
YGL237C	YOR358W
YGL244W	YML069W
YGL244W	YOL145C
YGL244W	YOR123C
YGL245W	YPR010C
YGR002C	YHR090C
YGR002C	YJR082C
YGR002C	YLR085C
YGR002C	YLR385C
YGR002C	YNL136W
YGR002C	YOR244W
YGR002C	YPL235W
YGR002C	YPR023C
YGR005C	YGR186W
YGR005C	YOL005C
YGR005C	YOR151C
YGR005C	YOR210W
YGR005C	YOR224C
YGR005C	YPL129W
YGR056W	YGR275W
YGR056W	YLR033W
YGR056W	YMR091C
YGR074W	YHR165C
YGR074W	YKL012W
YGR074W	YLR147C
YGR074W	YLR298C
YGR074W	YML046W
YGR074W	YMR125W
YGR074W	YMR240C
YGR074W	YPR182W
YGR078C	YJL179W
YGR078C	YLR200W
YGR085C	YHL015W
YGR085C	YIL133C
YGR085C	YJL190C
YGR085C	YJR123W
YGR085C	YJR145C
YGR085C	YKL180W
YGR085C	YLR029C
YGR085C	YLR075W
YGR085C	YLR340W
YGR085C	YLR441C
YGR085C	YLR448W
YGR085C	YML073C
YGR085C	YMR142C
YGR085C	YMR194W
YGR085C	YNL061W
YGR085C	YNL069C
YGR085C	YNL112W
YGR085C	YNL132W
YGR085C	YOL040C
YGR085C	YOL127W
YGR085C	YOR096W
YGR085C	YPL090C
YGR085C	YPL093W
YGR085C	YPL131W
YGR085C	YPL143W
YGR085C	YPL198W
YGR085C	YPL220W
YGR095C	YGR158C
YGR095C	YGR195W
YGR095C	YOL142W
YGR095C	YOR001W
YGR095C	YOR076C
YGR103W	YHR052W
YGR103W	YHR088W
YGR103W	YLL008W
YGR103W	YLR002C
YGR103W	YLR029C
YGR103W	YLR106C
YGR103W	YMR049C
YGR103W	YNL061W
YGR103W	YNL110C
YGR103W	YNL182C
YGR103W	YNR053C
YGR103W	YOL077C
YGR103W	YOL127W
YGR103W	YOR206W
YGR103W	YOR272W
YGR103W	YPL043W
YGR103W	YPL093W
YGR103W	YPL131W
YGR103W	YPR016C
YGR118W	YLR441C
YGR118W	YML073C
YGR118W	YMR194W
YGR118W	YOL040C
YGR118W	YOL127W
YGR128C	YHR148W
YGR128C	YJL109C
YGR128C	YLL011W
YGR128C	YLR197W
YGR128C	YNL132W
YGR128C	YPL012W
YGR128C	YPL126W
YGR128C	YPR144C
YGR134W	YNL288W
YGR134W	YNR052C
YGR145W	YHR148W
YGR145W	YJL033W
YGR145W	YKR060W
YGR145W	YLL011W
YGR145W	YMR194W
YGR145W	YNL132W
YGR145W	YNR054C
YGR145W	YOR096W
YGR145W	YPL126W
YGR145W	YPR144C
YGR158C	YGR195W
YGR158C	YOL142W
YGR158C	YOR001W
YGR158C	YOR076C
YGR162W	YJL138C
YGR162W	YJL190C
YGR162W	YMR125W
YGR162W	YOL139C
YGR166W	YML077W
YGR166W	YMR218C
YGR186W	YOL005C
YGR186W	YOR151C
YGR186W	YOR210W
YGR186W	YOR224C
YGR186W	YPL129W
YGR192C	YKL060C
YGR195W	YOL142W
YGR195W	YOR001W
YGR195W	YOR076C
YGR206W	YLR119W
YGR218W	YJR077C
YGR231C	YJL183W
YGR274C	YML098W
YGR274C	YMR236W
YGR274C	YPL011C
YGR275W	YLR033W
YGR275W	YMR091C
YGR275W	YOR290C
YGR283C	YMR310C
YHL011C	YKL181W
YHL015W	YJL190C
YHL015W	YJR123W
