YMR056C	YNR056C
YNL315C	YDL165W
YJL180C	YLR295C
YJL180C	YBL099W
YJL180C	YHR114W
YLR295C	YBL099W
YLR295C	YIL124W
YLR295C	YIL004C
YLR295C	YMR238W
YLR295C	YDL045C
YLR295C	YKL060C
YLR295C	YNL009W
YLR295C	YKL103C
YLR295C	YJL100W
YLR295C	YMR153W
YLR295C	YKL127W
YLR295C	YJL001W
YLR295C	YJL078C
YLR295C	YJL166W
YLR295C	YJL140W
YLR295C	YGL048C
YLR295C	YER116C
YLR295C	YML058W
YLR295C	YDR510W
YLR295C	YML034W
YLR295C	YPR086W
YLR295C	YNL066W
YLR295C	YJR102C
YLR295C	YJR133W
YLR295C	YAR060C
YLR295C	YAR035W
YLR295C	YDR319C
YLR295C	YDR445C
YLR295C	YDR455C
YLR295C	YFR043C
YLR295C	YGL250W
YLR295C	YHR138C
YLR295C	YHR140W
YLR295C	YNL263C
YLR295C	YIL032C
YLR295C	YIL059C
YLR295C	YMR152W
YLR295C	YIR036C
YLR295C	YJR083C
YLR295C	YJR120W
YLR295C	YJR141W
YLR295C	YLR460C
YLR295C	YML079W
YLR295C	YMR090W
YLR295C	YMR141C
YLR295C	YMR144W
YLR295C	YNL324W
YLR295C	YOR324C
YLR295C	YPR118W
YDL004W	YBL099W
YDR377W	YBL099W
YDR377W	YPL078C
YDR377W	Q0085
YBL099W	YPL078C
YBL099W	Q0085
YBL099W	Q0130
YPL078C	Q0085
YPL078C	YER100W
YPL078C	YMR284W
YNL259C	YDR270W
YOR079C	YFL062W
YOR079C	YGR295C
YOR079C	YPR086W
YKL004W	YFL062W
YKL004W	YGR295C
YKL004W	YHL048W
YKL004W	YBR044C
YMR068W	YKL203C
YMR068W	YGL250W
YMR068W	YIL105C
YMR068W	YNL047C
YOR134W	YDR192C
YBR068C	YJR001W
YJL020C	YPR184W
YJL020C	YMR032W
YJL020C	YKL129C
YJL020C	YMR109W
YJL020C	YBL105C
YJL020C	YGR048W
YJL095W	YHR082C
YJL095W	YKL129C
YJL095W	YMR109W
YIL033C	YIL035C
YIL033C	YJR017C
YIL033C	YMR022W
YIL033C	YPR086W
YIL033C	YJL164C
YIL033C	YPL203W
YIL033C	YNL093W
YDL070W	YOL131W
YPL115C	YPL161C
YPL115C	YDR141C
YPL115C	YIL055C
YPL115C	YML109W
YPL161C	YLL038C
YPL161C	YHR061C
YPL161C	YPR165W
YPL161C	YKR055W
YPL161C	YER047C
YPL161C	YLR049C
YIL004C	YDL145C
YIL004C	YPR181C
YIL004C	YIL109C
YIL004C	YDR238C
YKR068C	YDR108W
YKR068C	YDR246W
YCL029C	YER016W
YCL029C	YKL103C
YCL029C	YML085C
YER016W	YML085C
YNR056C	YDR456W
YDR099W	YLR267W
YDR099W	YNL042W
YDR099W	YDR130C
YDR099W	YBR001C
YDR099W	YNL267W
YDR099W	YGR123C
YDR099W	YAL017W
YDR099W	YBR050C
YDR099W	YLR453C
YLR267W	YDR328C
YNL042W	YOR014W
YGR246C	YBR123C
YBL097W	YLR373C
YER172C	YMR240C
YER172C	YJR022W
YER172C	YNR053C
YER172C	YHR165C
YGL247W	YOR103C
YGR188C	YOR047C
YLR074C	YLL050C
YLR074C	YDR225W
YLR074C	YDR224C
YLR074C	YEL034W
YLR074C	YDL051W
YLR074C	YPL013C
YLR074C	YPL093W
YLR074C	YNR053C
YLR074C	YER006W
YLR074C	YGL120C
YLR074C	YNL002C
YLR074C	YDR175C
YLR074C	YBL004W
YLR074C	YBL044W
YLR074C	YCR072C
YLR074C	YFL006W
YCR063W	YHR165C
YCL014W	YPR119W
YCL014W	YPR086W
YCR038C	YEL061C
YCR038C	YDR532C
YGR041W	YBR298C
YHR114W	YPL111W
YHR114W	YJL065C
YHR114W	YGL222C
YHR114W	YJR090C
YHR114W	YEL017W
YHR114W	YJL159W
YHR114W	YKL129C
YHR114W	YMR109W
YHR114W	YPL174C
YHR114W	YNL078W
YHR114W	YDL213C
YHR114W	YCR044C
YHR114W	YJL117W
YHR114W	YJL203W
YHR114W	YPL152W
YHR114W	YER125W
YHR114W	YJL047C
YHR114W	YJL151C
YHR114W	YPL057C
YHR114W	YDR416W
YHR114W	YDL015C
YHR114W	YIL008W
YHR114W	YGL104C
YHR114W	YDR319C
YHR114W	YFL012W
YHR114W	YGR110W
YHR114W	YHL044W
YHR114W	YKR032W
YHR114W	YMR253C
YHR114W	YOR059C
YHR114W	YOR175C
YHR114W	YKL175W
YNL278W	YLR216C
YER048C	YDR342C
YFL029C	YPR161C
YIL034C	YDL165W
YIL034C	YCL035C
YIL034C	YCL009C
YIL034C	YAL014C
YIL034C	YBR173C
YIL034C	YBR096W
YIL034C	YBR277C
YIL034C	YBR264C
YPL111W	YKL104C
YPL111W	YEL034W
YPL111W	YBR011C
YPL111W	YML064C
YPL111W	YFL012W
YLR438W	YLR186W
YLR438W	YJR017C
YLR438W	YIR005W
YLR438W	YLL019C
YLR438W	YGR010W
YLR438W	YPR165W
YLR438W	YPL150W
YML042W	YMR038C
YOR125C	YBL045C
YOR125C	YGL192W
YOR125C	YDR456W
YMR280C	YOR047C
YPL178W	YDL087C
YPL178W	YPL190C
YPL178W	YML117W
YPL178W	YHR086W
YPL178W	YNL251C
YPL178W	YML049C
YJR060W	YMR094W
YJR060W	YDR318W
YJR060W	YKL089W
YKL011C	YDL101C
YKL011C	YNL014W
YKL011C	YBR010W
YKL011C	YDR224C
YKL011C	YMR201C
YKL011C	YEL024W
YKL011C	YIL066C
YKL011C	YGR184C
YPR025C	YDR508C
YPR025C	YPL031C
YPR025C	YBR081C
YPR025C	YDR460W
YPR025C	YLR373C
YMR038C	YER083C
YDR188W	YGL190C
YDR188W	YDR142C
YDR188W	YDR030C
YDR188W	YOR229W
YDR188W	YDR128W
YLR110C	YLR453C
YFR028C	YNL014W
YFR028C	YDR171W
YFR028C	YGL115W
YFR028C	YML064C
YFR028C	YBR126C
YFR028C	YDR453C
YAR019C	YGR092W
YAR019C	YML064C
YAR019C	YDL185W
YKL022C	YHR166C
YKL022C	YFR036W
YKL022C	YDR386W
YKL022C	YDR369C
YGL116W	YPR119W
YGL116W	YJL030W
YGL116W	YJL013C
YHR166C	YFR036W
YHR166C	YPR119W
YHR166C	YEL034W
YHR166C	YDR260C
YLR310C	YJL005W
YLR310C	YNL098C
YLR310C	YMR139W
YLR310C	YBR225W
YLR310C	YLL017W
YFR036W	YLL051C
YDR054C	YDL132W
YDR054C	YDR328C
YDL165W	YCR093W
YDL165W	YER068W
YDL165W	YPR072W
YDL165W	YDR443C
YDL165W	YNL025C
YDL165W	YLR125W
YDR168W	YJR032W
YDR168W	YOR027W
YCR093W	YDL145C
YCR093W	YER068W
YCR093W	YPR072W
YCR093W	YNR052C
YCR093W	YDR443C
YCR093W	YNL025C
YCR093W	YML015C
YCR093W	YJL141C
YLR274W	YBR202W
YLR274W	YOR080W
YLR274W	YBL023C
YBR202W	YGL001C
YDL126C	YKL213C
YDL126C	YDR337W
YDL126C	YBR170C
YDL126C	YBL058W
YDL126C	YGR048W
YDL132W	YPL256C
YDL132W	YOR080W
YDL132W	YJR090C
YDL132W	YLR097C
YDL132W	YIL046W
YDL132W	YDL006W
YDL132W	YDR139C
YDL132W	YLR079W
YDL132W	YDR328C
YDL132W	YBR280C
YDL132W	YDR306C
YDL132W	YDR285W
YPR019W	YDR143C
YGL190C	YOR349W
YGL190C	YMR109W
YGL190C	YLR373C
YGL190C	YDR381W
YGL190C	YML109W
YMR001C	YDR052C
YMR001C	YDR386W
YMR001C	YJL187C
YLR115W	YKL059C
YLR115W	YAL043C
YLR115W	YGR156W
YLR115W	YDR195W
YLR115W	YNL222W
YLR115W	YDL094C
YGL206C	YGR167W
YER164W	YIL035C
YER164W	YOR039W
YER164W	YKR001C
YBR274W	YKL104C
YBR274W	YJL036W
YBR274W	YLR152C
YBR274W	YNL234W
YER026C	YBR036C
YER026C	YLR214W
YER026C	YMR153W
YER026C	YDR307W
YER026C	YHR140W
YNL192W	YHR082C
YNL192W	YHR048W
YJL099W	YPL242C
YJL099W	YDR079W
YOR349W	YER007W
YOR028C	YGR167W
YOR028C	YJL057C
YOR028C	YLR373C
YOR028C	YLR247C
YOR028C	YLR446W
YEL061C	YLR453C
YEL061C	YLR454W
YEL061C	YMR124W
YDR022C	YLR288C
YIL035C	YOR039W
YIL035C	YMR290C
YIL035C	YBR010W
YIL035C	YDR225W
YIL035C	YPL093W
YIL035C	YER006W
YIL035C	YML069W
YIL035C	YDL195W
YIL035C	YOL004W
YIL035C	YGL115W
YIL035C	YJL087C
YIL035C	YGL104C
YIL035C	YOR229W
YIL035C	YPL110C
YIL035C	YDR381W
YOR039W	YOR303W
YOR039W	YFR024C-A
YOR039W	YPL174C
YOR039W	YPL093W
YOR039W	YOR302W
YLR133W	YJR022W
YLR133W	YMR139W
YPR119W	YNL135C
YPR119W	YDR386W
YPR119W	YKR048C
YPR119W	YBR024W
YPR119W	YJL187C
YPR119W	YER111C
YPR119W	YHR035W
YPR119W	YNR022C
YLR210W	YER093C
YLR210W	YGR205W
YPR120C	YDR130C
YPR120C	YDR122W
YPR120C	YER105C
YPR120C	YJL048C
YPL256C	YEL030W
YPL256C	YJL157C
YPL256C	YJR090C
YPL256C	YDR328C
YPL256C	YER111C
YOR250C	YDL195W
YMR012W	YJL157C
YMR012W	YER095W
YMR012W	YIR001C
YMR012W	YML064C
YMR012W	YCR084C
YMR012W	YDR266C
YMR012W	YGR067C
YMR012W	YPR015C
YML057W	YKL190W
YML057W	YHR082C
YML057W	YPR108W
YML057W	YNL047C
YKL190W	YMR211W
YAL058W	YOR236W
YNL225C	YOR373W
YNL225C	YKL042W
YLL050C	YJL005W
YLL050C	YOR080W
YLL050C	YJR090C
YLL050C	YLR059C
YLL050C	YLR453C
YLL050C	YNL138W
YLL050C	YML064C
YGL005C	YGR119C
YGL005C	YLR453C
YDL145C	YJL157C
YDL145C	YJL117W
YDL145C	YDR238C
YDL145C	YJL187C
YDL145C	YOL087C
YDL145C	YPL222W
YBR003W	YJR022W
YNR041C	YML123C
YNR041C	YLR373C
YML110C	YGL115W
YBL045C	YNL118C
YBL045C	YDL179W
YBL045C	YPR191W
YBL045C	YDR388W
YBL045C	YML064C
YNR075W	YML123C
YNR075W	YJR001W
YGL263W	YJR095W
YGL263W	YJR020W
YBR302C	YML129C
YFL062W	YCR068W
YFL062W	YML048W
YFL062W	YDR307W
YFL062W	YJL059W
YFL062W	YOR071C
YJR161C	YJL219W
YGR295C	YML048W
YGR295C	YDL128W
YHL048W	YMR264W
YHL048W	YML048W
YHL048W	YHL003C
YHL048W	YJL117W
YHL048W	YKL079W
YHL048W	YPL092W
YHL048W	YPR156C
YHL048W	YDL015C
YHL048W	YAR023C
YHL048W	YKL065C
YHL048W	YHR140W
YHL048W	YPR028W
YHL048W	YBR183W
YDL067C	YDR318W
YOR303W	YDR260C
YGR247W	YOR327C
YHR057C	YLR373C
YHR057C	YKL023W
YLR216C	YJR017C
YLR216C	YKL057C
YLR216C	YNR032W
YLR216C	YDR394W
YLR216C	YKL117W
YLR216C	YDR353W
YLR216C	YDR398W
YLR216C	YDR128W
YLR216C	YOR220W
YNR028W	YJL045W
YNL027W	YHR207C
YNR010W	YDL005C
YNR010W	YBL093C
YBR036C	YEL027W
YBR036C	YHR110W
YBR036C	YML048W
YBR036C	YJL214W
YBR036C	YHL003C
YBR036C	YCL052C
YBR036C	YDL015C
YBR036C	YBR161W
YBR036C	YDR307W
YBR036C	YKL065C
YBR036C	YHR140W
YBR036C	YPL264C
YNL232W	YDL111C
YNL232W	YDR280W
YNL232W	YOR076C
YPL200W	YOR035C
YDR256C	YMR314W
YMR094W	YDR328C
YLR381W	YAR035W
YPL181W	YGR252W
YPL181W	YDR176W
YPL181W	YDR388W
YPL181W	YDL076C
YPL181W	YOL004W
YPL181W	YDR392W
YPL181W	YPL139C
YCR054C	YMR032W
YCR054C	YDL097C
YDR371W	YIR038C
YMR264W	YBR298C
YMR264W	YGL104C
YML101C	YJR102C
YHR053C	YKL023W
YGL166W	YJL154C
YGL166W	YKR011C
YGL166W	YOR220W
YEL027W	YBR298C
YEL027W	YKL065C
YMR240C	YGL035C
YMR240C	YJL203W
YMR240C	YML049C
YMR240C	YER029C
YMR240C	YBR152W
YCR068W	YER019W
YNL245C	YIL046W
YJR048W	YLR288C
YOR037W	YPR086W
YJL005W	YGR092W
YJL005W	YNL098C
YJL005W	YJL026W
YJL005W	YNL138W
YJR152W	YPR003C
YNL314W	YOR047C
YPR111W	YOR136W
YGR092W	YOR317W
YGR092W	YNR052C
YGR092W	YDR394W
YGR092W	YDL185W
YGR092W	YBR126C
YDR052C	YBL023C
YNL118C	YOL151W
YNL118C	YGL173C
YNL118C	YJR022W
YNL118C	YMR080C
YNL118C	YKR031C
YNL118C	YOR124C
YNL118C	YBL054W
YNL118C	YCR076C
YNL118C	YIR014W
YNL118C	YJR023C
YNL118C	YOR093C
YER143W	YJR141W
YER143W	YNR071C
YKL054C	YCR079W
YMR238W	YHR061C
YMR238W	YOL131W
YOR245C	YBL050W
YDL160C	YNL147W
YDL160C	YNR052C
YDL160C	YER125W
YDL160C	YLR373C
YMR316W	YER125W
YOR080W	YBL023C
YOR080W	YPL012W
YOR080W	YDR328C
YOR080W	YCL054W
YOR080W	YJL141C
YDL024C	YEL017W
YPR082C	YNL147W
YDR403W	YKR053C
YER179W	YPR102C
YER179W	YML064C
YER179W	YIL105C
YER179W	YNL013C
YER179W	YOR285W
YMR211W	YGR133W
YMR211W	YDR510W
YOR005C	YDR225W
YOR005C	YIL125W
YOR005C	YDR198C
YOR005C	YPL110C
YKL213C	YHL002W
YKL213C	YBL058W
YDR273W	YFR052W
YIL010W	YLR288C
YER088C	YDL076C
YDR284C	YBR298C
YDR284C	YPR079W
YDR284C	YPL147W
YDR284C	YHL017W
YMR276W	YHR027C
YMR276W	YIL075C
YMR276W	YDR427W
YDL101C	YJL092W
YDL101C	YDL200C
YDL101C	YBR035C
YDL101C	YMR105C
YDL101C	YDR030C
YDL101C	YER125W
YDL101C	YML058W
YDL101C	YNL088W
YDL101C	YLR234W
YDL101C	YOR332W
YDL101C	YDR051C
YDL101C	YFL030W
YDL101C	YMR226C
YBR208C	YBR221C
YDR424C	YDR488C
YEL030W	YIL095W
YEL030W	YDL059C
YEL030W	YML058W
YEL030W	YCR084C
YDR446W	YDR510W
YBL001C	YDR510W
YBL001C	YPL068C
YBL101C	YJL203W
YHL030W	YHR200W
YHL030W	YFR004W
YHL030W	YFR052W
YHL030W	YDL097C
YHL030W	YOR261C
YHL030W	YKL145W
YHL030W	YDR388W
YHL030W	YDL052C
YLR436C	YDR388W
YBR176W	YML064C
YBL047C	YDR192C
YBL047C	YCR030C
YBL047C	YOL087C
YMR212C	YJL137C
YLR186W	YPL004C
YDR516C	YCL040W
YDR516C	YNL032W
YLR080W	YFL048C
YLR080W	YOL131W
YFL048C	YKL065C
YFL048C	YBR183W
YFL048C	YPR003C
YNL084C	YPL174C
YGR254W	YBL105C
YGR254W	YNR036C
YLL038C	YPL242C
YJL167W	YDR369C
YJL167W	YDL186W
YHR190W	YIR038C
YHR190W	YMR153W
YHR190W	YLR453C
YHR190W	YOR075W
YHR190W	YNL083W
YML130C	YML067C
YML130C	YLR208W
YHR110W	YML048W
YHR110W	YHL003C
YHR110W	YBR069C
YHR110W	YKL065C
YML067C	YML048W
YML067C	YPL234C
YML067C	YBR183W
YOR244W	YDR359C
YOR244W	YKR021W
YJR017C	YNL014W
YJR017C	YDR343C
YJR017C	YHR027C
YJR017C	YPR086W
YJR017C	YGR186W
YJR017C	YDR457W
YJL085W	YDR388W
YJL085W	YLR247C
YBR102C	YHR165C
YBR102C	YGL233W
YBR102C	YER008C
YBR102C	YPR055W
YOR317W	YLR373C
YOR317W	YBR064W
YOR317W	YBR239C
YOR317W	YCR079W
YMR246W	YOL126C
YMR246W	YDR129C
YMR246W	YML064C
YMR246W	YNL088W
YMR246W	YDR398W
YJL157C	YDR394W
YJL157C	YNR031C
YMR052W	YLR453C
YMR052W	YDR200C
YLR377C	YPL169C
YLR377C	YML064C
YFL041W	YBR207W
YFL041W	YOL044W
YFL041W	YML123C
YFL041W	YJL117W
YFL041W	YPR156C
YFL041W	YBR183W
YFL041W	YPL264C
YFL041W	YKL175W
YBR040W	YCL040W
YIL065C	YJL112W
YIL065C	YLR321C
YDR236C	YDR398W
YMR020W	YHR178W
YMR020W	YOR075W
YGR267C	YJR090C
YGR267C	YML064C
YGR267C	YKL210W
YGR267C	YPL003W
YGR267C	YOL087C
YNL135C	YIL149C
YNL135C	YDR129C
YNL135C	YKL203C
YNL135C	YMR315W
YLR449W	YLR453C
YLR449W	YER041W
YLR214W	YMR054W
YLR214W	YFL040W
YLR214W	YKR104W
YKL220C	YDR508C
YOR381W	YBR139W
YNR060W	YLR241W
YBL042C	YNL121C
YPL262W	YML095C
YPL262W	YPR165W
YPL262W	YMR291W
YAL035W	YIR001C
YAL035W	YGR102C
YAL035W	YLR241W
YAL034C	YOL004W
YIL097W	YCL039W
YGR196C	YBR260C
YOL051W	YPL248C
YOL051W	YDL005C
YOL051W	YDR335W
YOL051W	YBL093C
YOL051W	YGR104C
YOL051W	YCR081W
YOL051W	YKL028W
YBR020W	YML051W
YDR009W	YML051W
YPL248C	YML051W
YPL248C	YDR296W
YPL248C	YOR259C
YPL248C	YGL048C
YPL248C	YGR104C
YPL248C	YPR086W
YER027C	YGL208W
YER027C	YGL115W
YHR089C	YDL051W
YHR089C	YJR022W
YHR089C	YDL213C
YHR089C	YPL012W
YHR089C	YBL004W
YEL009C	YPL038W
YEL009C	YDR176W
YEL009C	YDL097C
YGR252W	YBR081C
YPR184W	YER054C
YPR184W	YJL141C
YKL104C	YER095W
YKL104C	YHR200W
YKL104C	YBR238C
YKL104C	YKL161C
YCL036W	YDR388W
YHR061C	YMR032W
YHR061C	YCL032W
YHR061C	YML109W
YCL039W	YMR135C
YCL039W	YDR342C
YCL039W	YDR255C
YCL039W	YDL225W
YCL039W	YDL185W
YCL039W	YPL139C
YCL039W	YIL017C
YBR045C	YER054C
YBR045C	YBL105C
YEL011W	YPR086W
YMR311C	YPL031C
YMR311C	YDR436W
YDL207W	YDR192C
YDR508C	YLR373C
YDR508C	YMR279C
YER020W	YDL035C
YHR188C	YBR296C
YHR188C	YHL017W
YHR188C	YJR015W
YKL026C	YFL051C
YOL151W	YGR111W
YJR090C	YMR032W
YJR090C	YDR328C
YJR090C	YBR284W
YML048W	YIR038C
YML048W	YHR094C
YML048W	YHR096C
YML048W	YJL214W
YML048W	YJL219W
YML048W	YBR298C
YML048W	YLL061W
YML048W	YML123C
YML048W	YBR069C
YML048W	YPR156C
YML048W	YDL015C
YML048W	YDL210W
YML048W	YGL104C
YML048W	YJL222W
YML048W	YDR307W
YML048W	YHR140W
YML048W	YLL023C
YML048W	YBR183W
YML048W	YPL264C
YOR185C	YJR074W
YOR185C	YER009W
YGR163W	YGR203W
YIR038C	YEL017W
YIR038C	YOL065C
YIR038C	YDL089W
YIR038C	YGR149W
YIR038C	YJL097W
YIR038C	YNL234W
YGL084C	YNL058C
YMR192W	YCR009C
YMR192W	YDR388W
YPL249C	YDR388W
YFL027C	YKL195W
YPR008W	YDR335W
YMR290C	YKL103C
YMR290C	YDL213C
YMR290C	YML064C
YPL001W	YBL023C
YCR065W	YCR041W
YBR138C	YIL046W
YNL014W	YDL200C
YNL014W	YCR079W
YBL032W	YML117W
YBL032W	YML105C
YOR176W	YGR123C
YPL127C	YDR386W
YBR010W	YDR225W
YBR010W	YDR224C
YBR010W	YPL209C
YBR010W	YKL103C
YBR010W	YDL200C
YBR010W	YJL168C
YBR010W	YCR084C
YBL008W	YOR038C
YBL008W	YBR289W
YBL008W	YJL176C
YOR038C	YDR225W
YOR038C	YBR289W
YOR038C	YJL176C
YJR140C	YNL312W
YJR140C	YML058W
YML075C	YOL013C
YML075C	YLL005C
YML075C	YGL104C
YML075C	YPL264C
YCR097W	YCR096C
YCR096C	YMR043W
YCR096C	YLR288C
YCR096C	YCR084C
YBR034C	YJR022W
YBR034C	YNL078W
YMR032W	YBR260C
YMR032W	YHL027W
YMR032W	YER047C
YMR032W	YER144C
YMR032W	YGR250C
YMR032W	YOR324C
YJR139C	YDR388W
YER062C	YDL059C
YER062C	YML058W
YER062C	YPL201C
YPR193C	YCL032W
YPR193C	YML064C
YJL092W	YIR009W
YJL092W	YPR181C
YJL092W	YFL045C
YJL092W	YDR078C
YJL092W	YDR510W
YLR097C	YDR328C
YOR311C	YDL049C
YHL002W	YNL239W
YHL002W	YMR109W
YHL002W	YOR076C
YHL002W	YNR006W
YHL002W	YDR259C
YHL002W	YPR115W
YOR020C	YLR259C
YOR020C	YNL173C
YOR020C	YML064C
YJL159W	YBL044W
YJL159W	YBR064W
YJL159W	YDL023C
YDR171W	YNL216W
YDR171W	YBR069C
YDR225W	YDR224C
YDR225W	YKR048C
YDR225W	YLR247C
YBL003C	YOL004W
YDR224C	YKL103C
YDR224C	YDL200C
YDR224C	YDL213C
YDR224C	YGL058W
YDR224C	YNL312W
YDR224C	YIL066C
YDR224C	YBR289W
YDR224C	YBR083W
YGL168W	YLR288C
YER039C	YOR297C
YER039C	YPL264C
YFL011W	YMR004W
YFL011W	YJL222W
YHR094C	YKL065C
YHR096C	YDR483W
YHR096C	YDL095W
YHR096C	YLL020C
YDR343C	YOL100W
YDR343C	YER125W
YDR343C	YKL193C
YDR343C	YNL032W
YDR342C	YOL100W
YDR342C	YLR340W
YJL214W	YLR093C
YJL214W	YHR140W
YEL034W	YLR340W
YEL034W	YDR394W
YEL034W	YMR284W
YOR136W	YBL022C
YOR136W	YGL158W
YOR136W	YDR394W
YOR136W	YGL208W
YOR136W	YHR014W
YOR136W	YJL015C
YFL013C	YLR453C
YFL013C	YPR086W
YJL057C	YMR153W
YLR355C	YDR388W
YCL009C	YLR288C
YML056C	YBR088C
YCR046C	YDL049C
YOL065C	YMR153W
YOL065C	YJL117W
YPL209C	YBR156C
YBR011C	YMR267W
YBR011C	YGL120C
YDR072C	YDR107C
YPL242C	YML064C
YPL242C	YLR428C
YKR019C	YAR060C
