YFL056C	YOL018C
YNL242W	YJR022W
YNL223W	YAR019C
YNL223W	YML085C
YNL315C	YJR121W
YNL315C	YDL165W
YLR295C	YJR121W
YLR295C	YIL004C
YLR295C	YLR215C
YLR295C	YER157W
YLR295C	YDL045C
YLR295C	YKL060C
YLR295C	YML121W
YLR295C	YIL020C
YLR295C	YNL009W
YLR295C	YKL103C
YLR295C	YBR193C
YLR295C	YMR153W
YLR295C	YKL127W
YLR295C	YJL001W
YLR295C	YIL117C
YLR295C	YGL048C
YLR295C	YLR141W
YLR295C	YGR009C
YLR295C	YER116C
YLR295C	YML058W
YLR295C	YML034W
YLR295C	YIL143C
YLR295C	YPR086W
YLR295C	YNL066W
YLR295C	YJR009C
YLR295C	YDR007W
YLR295C	YKL080W
YLR295C	YML007W
YLR295C	YAR035W
YLR295C	YDR445C
YLR295C	YFR017C
YLR295C	YGL047W
YLR295C	YGL250W
YLR295C	YGR122W
YLR295C	YHR127W
YLR295C	YNL263C
YLR295C	YIL032C
YLR295C	YMR152W
YLR295C	YJR037W
YLR295C	YJR083C
YLR295C	YML079W
YLR295C	YMR181C
YLR295C	YNL194C
YLR295C	YNL205C
YLR295C	YNL324W
YLR295C	YOR324C
YLR295C	YPR118W
YPL271W	YJR121W
YJR121W	YBR039W
YJR121W	YDR298C
YJR121W	Q0085
YJR121W	YLR453C
YJR121W	YBR271W
YBR039W	YML058W
YBR039W	YOL087C
YDR298C	Q0085
YIL033C	YMR022W
YIL033C	YBL106C
YIL033C	YPR086W
YIL033C	YJL164C
YIL033C	YNL093W
YDL070W	YOL131W
YBR200W	YJL157C
YBR200W	YOR181W
YBR200W	YGL233W
YBR200W	YDR103W
YPL115C	YGR270W
YPL115C	YML109W
YIL004C	YLR078C
YIL004C	YFR051C
YIL004C	YDR238C
YIL004C	YGL137W
YIL004C	YAR027W
YIL004C	YDR100W
YML077W	YBR093C
YDR299W	YGR145W
YFL007W	YML092C
YFL007W	YDR227W
YFL007W	YML109W
YJR025C	YLR288C
YNL271C	YLR319C
YNL271C	YDR021W
YNL271C	YMR032W
YNL271C	YMR109W
YNL271C	YML109W
YLR267W	YAL062W
YLR267W	YDR328C
YLR078C	YFR051C
YLR078C	YDR238C
YLR078C	YGL137W
YLR078C	YBL007C
YLR078C	YML055W
YLR078C	YFL038C
YLR015W	YBR272C
YLR015W	YHR119W
YLR015W	YAR003W
YLR015W	YBR175W
YNR051C	YDR259C
YBR290W	YJL196C
YBR290W	YGR284C
YBR290W	YML048W
YBR290W	YJL117W
YBR290W	YBR106W
YBR290W	YLR372W
YBR290W	YDL015C
YBR290W	YAL018C
YBR290W	YKL065C
YBR290W	YGL051W
YBR290W	YPR028W
YBR290W	YBR183W
YOR026W	YJL013C
YOR026W	YDL193W
YMR014W	YOR264W
YFL023W	YLR243W
YCR063W	YMR213W
YCL014W	YBL038W
YCL014W	YIL104C
YCL014W	YPR086W
YCR038C	YHR119W
YLR319C	YLR362W
YLR319C	YGL015C
YER159C	YDR397C
YER048C	YDR342C
YML042W	YMR038C
YML042W	YDR244W
YML042W	YNL046W
YGR174C	YDL054C
YGR174C	YLL028W
YPR025C	YBR081C
YPR025C	YDR460W
YAL021C	YDR188W
YAL021C	YDL165W
YAL021C	YCR093W
YAL021C	YGR155W
YAL021C	YGR086C
YAL021C	YDR443C
YAL021C	YOR027W
YAL021C	YGR184C
YMR038C	YJR104C
YDR188W	YGL190C
YDR188W	YNL317W
YDR188W	YLR196W
YDR188W	YDR030C
YDR188W	YGL137W
YDR188W	YLL011W
YDR188W	YDR128W
YLR110C	YLR453C
YBR131W	YPL045W
YLR215C	YLR447C
YLR215C	YNL116W
YAR019C	YHR169W
YAR019C	YML064C
YGL116W	YJL013C
YGL116W	YDR113C
YGL116W	YDR212W
YHR166C	YGL003C
YHR166C	YGL240W
YHR166C	YEL034W
YHR166C	YBR270C
YLR310C	YPL240C
YLR310C	YOR101W
YLR310C	YMR139W
YLR310C	YAL005C
YLR310C	YBR225W
YLR310C	YLL017W
YOR257W	YDR356W
YDL165W	YCR093W
YDL165W	YGL127C
YDL165W	YDR443C
YCR093W	YPL235W
YCR093W	YGL137W
YCR093W	YDR443C
YCR093W	YPL011C
YCR093W	YOR110W
YCR093W	YJL141C
YDR364C	YMR213W
YDR364C	YAL032C
YDR364C	YKL095W
YLR103C	YER088C
YCR094W	YGL090W
YDL132W	YLR097C
YDL132W	YIL046W
YDL132W	YLR134W
YDL132W	YGR087C
YDL132W	YNL055C
YDL132W	YEL060C
YDL132W	YLR079W
YDL132W	YDR328C
YDL132W	YJL149W
YDL132W	YLR352W
YDL132W	YDR285W
YDL132W	YGL249W
YPR019W	YIL150C
YGL190C	YMR109W
YGL190C	YDL134C
YGL190C	YDR212W
YGL190C	YAL016W
YGL190C	YBL104C
YGL190C	YHR033W
YGL190C	YDR381W
YGL190C	YML109W
YMR001C	YGL003C
YMR001C	YDR386W
YMR001C	YNL175C
YMR001C	YFL008W
YMR001C	YAL047C
YGL003C	YKR048C
YGL003C	YMR304W
YMR213W	YLR117C
YMR213W	YGR278W
YMR213W	YNR011C
YMR213W	YGL120C
YMR213W	YAL032C
YMR213W	YML049C
YMR213W	YPR101W
YMR213W	YKL173W
YGL130W	YAL035W
YGL130W	YBR221C
YGL130W	YGL120C
YGL130W	YKR001C
YDR301W	YLR115W
YDR301W	YKL059C
YDR301W	YDR228C
YDR301W	YNL317W
YDR301W	YAL043C
YDR301W	YGR156W
YDR301W	YLR277C
YDR301W	YPR107C
YLR115W	YKL059C
YLR115W	YDR228C
YLR115W	YNL317W
YLR115W	YAL043C
YLR115W	YGR156W
YLR115W	YLR277C
YLR115W	YPR107C
YGL206C	YOR181W
YGL206C	YBR169C
YGL206C	YDR320C
YGL206C	YHR161C
YER164W	YKR001C
YBR274W	YKL104C
YBR274W	YDR113C
YBR274W	YJL036W
YBR274W	YLR152C
YNL192W	YHR082C
YNL192W	YHR048W
YOR028C	YLR447C
YOR028C	YLR446W
YDR022C	YLR288C
YNR001C	YLR447C
YLR117C	YBR244W
YLR117C	YGL120C
YLR117C	YAL032C
YLR117C	YML049C
YLR117C	YBL050W
YLR117C	YPR101W
YLR117C	YKL173W
YLR117C	YBR270C
YLR117C	YKL095W
YBR109C	YOL016C
YBR109C	YML057W
YBR109C	YLL050C
YBR109C	YDR231C
YBR109C	YMR250W
YBR109C	YGL141W
YBR109C	YEL034W
YBR109C	YGL106W
YBR109C	YMR109W
YBR109C	YJR073C
YBR109C	YDR032C
YBR109C	YBR229C
YBR109C	YKR025W
YBR109C	YGL229C
YBR109C	YOR035C
YBR109C	YJR104C
YBR109C	YDR356W
YBR109C	YNL066W
YBR109C	YNL079C
YBR109C	YFR054C
YBR109C	YGR050C
YBR109C	YKL175W
YOL016C	YGL127C
YOL016C	YML055W
YML057W	YKL190W
YML057W	YHR082C
YML057W	YPR108W
YBR155W	YLL026W
YBR155W	YPL240C
YBR155W	YLR355C
YBR155W	YDR463W
YLL050C	YLR429W
YLL050C	YOR181W
YLL050C	YLR453C
YLL050C	YML064C
YER157W	YDL005C
YER157W	YFL038C
YNL051W	YJR082C
YNR041C	YML123C
YNR075W	YML123C
YGL263W	YJR020W
YJR161C	YJL219W
YGR295C	YNL130C
YGR295C	YML048W
YGR295C	YLR372W
YGR295C	YDL128W
YGR295C	YGL051W
YGR295C	YMR221C
YLL009C	YBL050W
YNL130C	YHR110W
YNL130C	YNL125C
YNL130C	YBR106W
YOR100C	YBR195C
YLR429W	YDL195W
YLR429W	YDR328C
YLR429W	YAL047C
YLR429W	YBR143C
YNL232W	YDR280W
YNL232W	YGR095C
YNL232W	YOR001W
YCR086W	YGR155W
YCR086W	YOR264W
YCR086W	YER106W
YCR086W	YPL093W
YCR086W	YDL214C
YCR086W	YML095C
YCR086W	YFL008W
YCR086W	YKL077W
YCR086W	YML109W
YPL200W	YOR035C
YLR381W	YAR035W
YPR135W	YMR201C
YPR135W	YLR416C
YHR175W	YLR288C
YLR411W	YDL015C
YMR264W	YGR060W
YMR264W	YBR298C
YMR264W	YLL028W
YMR264W	YAR027W
YMR264W	YHL042W
YOR042W	YFR024C-A
YGR003W	YLR297W
YEL027W	YBR298C
YEL027W	YDL054C
YEL027W	YBR106W
YEL027W	YLL028W
YEL027W	YKL065C
YPL177C	YGR184C
YNL286W	YDL043C
YCR068W	YER019W
YOL082W	YDR122W
YOL082W	YKL103C
YOL082W	YPL070W
YOL082W	YER007W
YOL082W	YML092C
YOL082W	YDR311W
YGR278W	YAL032C
YGR278W	YKL095W
YNL245C	YIL046W
YPL064C	YGL127C
YML054C	YPL063W
YOR037W	YPR086W
YBR112C	YGL035C
YBR112C	YDR043C
YBR112C	YNL167C
YBR112C	YCR084C
YGR155W	YML064C
YPR111W	YOR210W
YNL112W	YMR080C
YNL112W	YDL195W
YHR169W	YIL125W
YHR169W	YHR027C
YHR169W	YDR238C
YHR169W	YDL086W
YNL118C	YLL001W
YNL118C	YKR054C
YNL118C	YEL015W
YNL118C	YOL151W
YNL118C	YGL173C
YNL118C	YJR022W
YNL118C	YMR080C
YNL118C	YCR077C
YNL118C	YKR031C
YPL194W	YLR288C
YMR173W	YBR101C
YMR173W	YBR233W
YMR173W	YPR096C
YOR245C	YGL053W
YOR245C	YBL050W
YDL160C	YEL015W
YDL160C	YNL147W
YDL160C	YCR077C
YDL160C	YER125W
YDL160C	YGL137W
YDL160C	YDR170C
YKL078W	YGL137W
YDL024C	YEL017W
YPL049C	YDR480W
YPL049C	YBL016W
YPL049C	YML064C
YDR480W	YBL016W
YER179W	YFL016C
YER179W	YNL055C
YER179W	YCR027C
YER179W	YOR191W
YER179W	YPL235W
YER179W	YML064C
YIL150C	YGL201C
YIL150C	YLR288C
YOR005C	YIL125W
YOR005C	YGL090W
YOR005C	YAL025C
YOR005C	YNL061W
YOR005C	YGL111W
YOR005C	YGL146C
YOR005C	YPL110C
YLL001W	YJL141C
YKL213C	YOR341W
YKL213C	YBL058W
YDR069C	YBR221C
YDR069C	YAR003W
YIL010W	YGL181W
YIL010W	YLR288C
YBR278W	YMR290C
YBR278W	YLR181C
YKR071C	YMR304W
YLL008W	YNL175C
YLL008W	YNL061W
YER124C	YEL015W
YER124C	YML109W
YOR264W	YBR193C
YOR264W	YGL153W
YOR264W	YHR067W
YOR264W	YFR022W
YOR264W	YGR058W
YOR264W	YIL060W
YOR264W	YKL146W
YOR264W	YLR334C
YOR264W	YOR324C
YMR276W	YHR027C
YMR276W	YIL075C
YNL258C	YFR051C
YNL258C	YLR440C
YBR252W	YPL070W
YBR252W	YML064C
YBR252W	YLL037W
YKR054C	YFL008W
YKR054C	YMR117C
YPR023C	YDL138W
YJR082C	YNL004W
YJR082C	YOL129W
YJR082C	YOL105C
YJR082C	YLR217W
YJR082C	YPR096C
YLR284C	YPL070W
YLR284C	YGL153W
YLR284C	YML064C
YHR132C	YNL291C
YHR132C	YLR447C
YHL030W	YML092C
YHL030W	YBL056W
YHL030W	YFR052W
YHL030W	YDR388W
YHL030W	YBR143C
YBR176W	YPL070W
YBR176W	YGL127C
YBR176W	YML064C
YHL043W	YMR232W
YER035W	YDR318W
YEL015W	YER032W
YEL015W	YJR140C
YEL015W	YGL173C
YEL015W	YJR022W
YEL015W	YIL046W
YEL015W	YLR082C
YEL015W	YML064C
YDR036C	YNL137C
YJL196C	YHR110W
YJL196C	YBR106W
YJL196C	YGL053W
YJL196C	YLR372W
YJL196C	YDL015C
YJL196C	YDR307W
YJL196C	YKL065C
YJL196C	YNL044W
YJL196C	YPR028W
YMR312W	YLR327C
YLR080W	YOL131W
YDR039C	YBR183W
YHR174W	YLR265C
YHR174W	YLR196W
YHR174W	YEL031W
YBR247C	YNL075W
YBR247C	YBL056W
YBR247C	YPL012W
YBR247C	YLL011W
YBR247C	YDL060W
YBR247C	YMR093W
YBR247C	YBL004W
YGR145W	YMR304W
YDL161W	YOR181W
YDL161W	YOR111W
YLR206W	YBL106C
YJR125C	YOR111W
YGR175C	YGR060W
YGR175C	YGR289C
YGR060W	YGR284C
YGR060W	YML048W
YGR060W	YML075C
YGR060W	YDR113C
YGR060W	YJL117W
YGR060W	YBR106W
YGR060W	YEL017C-A
YGR060W	YLR372W
YGR060W	YLL028W
YGR060W	YDL015C
YGR060W	YAR027W
YGR060W	YGR105W
YGR060W	YKL065C
YGR060W	YGL051W
YGR060W	YJL202C
YGR060W	YPR028W
YGR060W	YBR183W
YML008C	YCL023C
YHR190W	YIR038C
YHR190W	YMR153W
YHR190W	YLR453C
YHR190W	YNL083W
YML130C	YDR021W
YML130C	YLR208W
YHR110W	YGR284C
YHR110W	YML048W
YHR110W	YLR372W
YHR110W	YBR069C
YHR110W	YKL065C
YML012W	YLR208W
YML012W	YDL195W
YML012W	YLR124W
YGR284C	YGR289C
YGR284C	YEL017C-A
YGR284C	YBR069C
YGR284C	YDL015C
YGR284C	YAR027W
YGR284C	YLL023C
YGR284C	YBR183W
YNL125C	YNR059W
YNL125C	YBR106W
YNL125C	YLR196W
YNL125C	YAR027W
YMR219W	YDR227W
YDR363W	YDR275W
YJL085W	YDR388W
YBR102C	YGL233W
YBR102C	YER008C
YBR102C	YPR055W
YDL045C	YGL127C
YJL157C	YDR394W
YJL157C	YMR304W
YMR052W	YJL184W
YMR052W	YLR453C
YMR052W	YDR200C
YMR052W	YDL133W
YLR377C	YML121W
YLR377C	YPL169C
YLR377C	YML064C
YBR101C	YJL117W
YBR101C	YKL171W
YBR101C	YPL136W
YDR130C	YER032W
YDR130C	YBR049C
YER032W	YMR093W
YER032W	YDR259C
YER032W	YLR456W
YDR534C	YPR191W
YDR534C	YGL127C
YGR267C	YML064C
YGR267C	YPL003W
YGR267C	YOL087C
YNL135C	YMR205C
YNL135C	YJR104C
YNL135C	YDR311W
YNL135C	YKL203C
YNL135C	YMR087W
YNL135C	YMR315W
YLR449W	YNL061W
YLR449W	YJL023C
YLR449W	YLR196W
YLR449W	YLR453C
YLR214W	YMR026C
YLR214W	YAR027W
YLR214W	YKR104W
YPL262W	YML095C
YAL035W	YER142C
YAL035W	YDR496C
YAL035W	YIR001C
YAL035W	YLR427W
YAL022C	YDR497C
YAL022C	YGL132W
YMR232W	YCR009C
YBL016W	YGL158W
YBL016W	YLR362W
YBL016W	YDR103W
YBL016W	YDL159W
YBL016W	YGL057C
YIL097W	YCL039W
YNL133C	YLR453C
YGR196C	YDL080C
YDR140W	YAR003W
YOR178C	YBR045C
YOR178C	YOL054W
YOR178C	YDR006C
YLR081W	YOR181W
YPL248C	YOR259C
YPL248C	YGL048C
YPL248C	YGR104C
YPL248C	YPR086W
YBR018C	YGL137W
YKR039W	YBR106W
YKR039W	YGL051W
YNL062C	YPR086W
YDR211W	YNL265C
YDR211W	YPL237W
YDR283C	YPL240C
YDR283C	YGR091W
YDR283C	YPR178W
YDR283C	YKL173W
YPR184W	YER054C
YPR184W	YJL141C
YPR184W	YFR017C
YJR040W	YAR027W
YJR040W	YGL212W
YKL104C	YER095W
YKL104C	YDR170C
YKL104C	YDR311W
YKL104C	YBR238C
YCL036W	YDR388W
YCL039W	YDR342C
YCL039W	YDR255C
YCL039W	YBR105C
YCL039W	YGL227W
YIL130W	YLR337C
YBR045C	YER054C
YBR045C	YBL105C
YBR045C	YDR103W
YJL137C	YFR015C
YJL184W	YPL174C
YER020W	YOR371C
YER020W	YDL035C
YKR067W	YFR051C
YKR067W	YGL137W
YOL151W	YLR196W
YOL151W	YGR111W
YML048W	YIR038C
YML048W	YMR011W
YML048W	YJL214W
YML048W	YJL219W
YML048W	YBR298C
YML048W	YML123C
YML048W	YEL017C-A
YML048W	YPR198W
YML048W	YLR372W
YML048W	YBR069C
YML048W	YLL028W
YML048W	YDL015C
YML048W	YDR307W
YML048W	YHL042W
YML048W	YLL023C
YML048W	YBR183W
YOR185C	YOR171C
YOR185C	YMR235C
YOR185C	YDL193W
YFR015C	YDR259C
YGL181W	YBR272C
YGL181W	YLL019C
YGL181W	YIL122W
YGL181W	YPL156C
YGL181W	YDR388W
YGL181W	YBL007C
YGL181W	YOR333C
YGL181W	YER063W
YGL181W	YJL141C
YGL181W	YAL004W
YGL181W	YGR241C
YGL181W	YDR259C
YGL181W	YIL057C
YGL181W	YOR331C
YIR038C	YEL017W
YIR038C	YGR121C
YIR038C	YGR149W
YEL017W	YGR121C
YEL017W	YGL098W
YEL017W	YKL063C
YPL189W	YCR021C
YPL189W	YBR106W
YPL189W	YFL026W
YPL249C	YDR388W
YFL027C	YER078C
YMR290C	YKL103C
YMR290C	YBR142W
YMR290C	YNL061W
YMR290C	YML064C
YMR290C	YLR427W
YPL001W	YEL056W
YPL001W	YBR272C
YEL056W	YBR272C
YEL056W	YDR233C
YLR192C	YML064C
YNL021W	YHL006C
YNL021W	YCR084C
YOR176W	YDR499W
YOR176W	YDL134C
YOR176W	YLR196W
YPL254W	YOL148C
YPL254W	YBR081C
YJR140C	YNL312W
YJR140C	YML058W
YML075C	YOL013C
YML075C	YLR207W
YML075C	YBR106W
YML075C	YLR372W
YBR034C	YJR022W
YBR034C	YGR165W
YMR032W	YOR181W
YMR032W	YHL027W
YMR032W	YER144C
YMR032W	YLR337C
YMR032W	YGR250C
YMR032W	YOR324C
YNR055C	YBR106W
YER062C	YML058W
YER062C	YPL201C
YPR193C	YPL070W
YPR193C	YCL032W
YPR193C	YML064C
YEL066W	YPL070W
YEL066W	YML064C
YBR215W	YLR453C
YNL004W	YBR270C
YOL013C	YLR207W
YLR207W	YEL031W
YLR207W	YNL095C
YLR097C	YDR328C
YOR311C	YDL049C
YBR272C	YEL034W
YBR272C	YOL054W
YBR272C	YFR052W
YBR272C	YDR394W
YBR272C	YGL048C
YBR272C	YBL050W
YBR272C	YGL004C
YLL026W	YJR062C
YLL026W	YOR027W
YCR021C	YLR453C
YCR021C	YJL068C
YPL240C	YOR036W
YPL240C	YKL117W
YPL240C	YDR328C
YPL240C	YAL005C
YPL240C	YLR362W
YPL240C	YOR027W
YOL068C	YBR103W
YOL068C	YDR310C
YBL003C	YOL054W
YOL012C	YLR288C
YOL012C	YKR048C
YFL011W	YMR004W
YNL318C	YML019W
YMR011W	YGL051W
YDR342C	YOR181W
YDR342C	YBR106W
YJL214W	YLR093C
YJL214W	YPR198W
YJL214W	YLR372W
YJL219W	YLR447C
YJL219W	YAR028W
YKL189W	YFL016C
YKL189W	YKL010C
YEL034W	YDR394W
YEL034W	YOR043W
YEL034W	YMR284W
YPR006C	YLR447C
YLR174W	YNR065C
YJL146W	YDL043C
YLR052W	YDL002C
YLR223C	YCL032W
YLR355C	YDR499W
YLR355C	YDR388W
YCL009C	YLR288C
YCL009C	YER094C
YJR094C	YMR139W
YMR035W	YDL138W
YPL209C	YOR084W
YER019W	YPR065W
YNL265C	YGR095C
YNL265C	YPL237W
YNL265C	YGR194C
YBR086C	YPR086W
YBR086C	YNL194C
YDR497C	YLL028W
YKL217W	YIL166C
YNL227C	YJR022W
YNL227C	YNL093W
YPL125W	YGL172W
YMR065W	YLR454W
YGL173C	YJR022W
YGL173C	YCR077C
YIL125W	YMR235C
YIL125W	YML064C
YKL168C	YJR061W
YKL168C	YLR012C
YLL019C	YOL054W
YLL019C	YIL113W
YDL041W	YDR318W
YNL308C	YDR386W
YNL308C	YNL175C
YNL308C	YEL017C-A
YNL308C	YLR427W
YHR082C	YAL016W
YOR099W	YJL117W
YKL103C	YML064C
YKL103C	YDR311W
YKL103C	YOR332W
YKL103C	YFL034W
YOR181W	YHR156C
YOR181W	YGR136W
YOR181W	YFR024C-A
YOR181W	YMR109W
YOR181W	YML123C
YOR181W	YFR052W
YOR181W	YHR027C
YOR181W	YER125W
YOR181W	YCR009C
YOR181W	YDR388W
YOR181W	YBL007C
YOR181W	YNL243W
YOR181W	YJL151C
YOR181W	YLR447C
YOR181W	YLR337C
YOR181W	YNR065C
YNL071W	YBR221C
YMR296C	YIL104C
YJL134W	YGL053W
YOR171C	YHR178W
YDR499W	YBR136W
YDL051W	YPR088C
YGL090W	YLR288C
YGL090W	YLR265C
YHR156C	YMR235C
YLR011W	YLR288C
YLR011W	YLR447C
YCL051W	YPR086W
YHR081W	YGR095C
YHR081W	YOR001W
YGR136W	YER125W
YGR136W	YGR058W
YFR024C-A	YMR302C
YFR024C-A	YBL007C
YFR024C-A	YMR304W
YNL147W	YJR022W
YNL147W	YCR077C
YNL147W	YPR178W
YNL147W	YKL173W
YJR022W	YDR277C
YJR022W	YCR077C
YJR022W	YDR228C
YJR022W	YNL329C
YJR022W	YMR205C
YJR022W	YGR091W
YJR022W	YDR473C
YJR022W	YPR178W
YJR022W	YPR191W
YJR022W	YFR052W
YJR022W	YLR430W
YJR022W	YKL173W
YJR022W	YJL004C
YJR022W	YBR044C
YJR022W	YGL096W
YJR022W	YEL023C
YJR022W	YGL117W
YJR022W	YHR034C
YJR022W	YJL021C
YJR022W	YKR021W
YJR022W	YKR104W
YJR022W	YLR269C
YPL004C	YDR200C
YPL004C	YPL150W
YPL004C	YPL157W
YDL087C	YML049C
YDL087C	YKL173W
YDL087C	YDR080W
YDL131W	YLR427W
YJL013C	YGL229C
YKL029C	YGL137W
YKL029C	YLR447C
YBR142W	YPL093W
YBR142W	YNL061W
YBR142W	YGL111W
YBR142W	YDR496C
YBR142W	YNL002C
YBR142W	YDR170C
YBR142W	YLR398C
YBR142W	YMR163C
YGR289C	YBR106W
YGR289C	YLR372W
YGR289C	YPR028W
YBR298C	YBR106W
YBR298C	YLR372W
YBR298C	YKL065C
YBR298C	YGL051W
YBR298C	YHL042W
YDL054C	YBR106W
YDL054C	YMR013C
YDL054C	YLR372W
YDL054C	YDR307W
YDL054C	YGL051W
YDR318W	YDR328C
YDR318W	YDL026W
YDR318W	YDL050C
YDR318W	YDL110C
YDR318W	YDR542W
YDR318W	YER084W
YDR318W	YFR054C
YDR318W	YGL239C
YDR318W	YGR146C
YDR318W	YHL042W
YDR318W	YIL141W
YDR318W	YLL037W
YGL201C	YPL093W
YGL201C	YMR216C
YOL126C	YCL043C
YFL016C	YDR128W
YAL010C	YPL235W
YML104C	YDL030W
YHR194W	YGL102C
YGL197W	YBR225W
YBR136W	YAR007C
YBR136W	YOR027W
YBR136W	YBR143C
