YAL013W	YBR095C
YBL093C	YDL005C
YBL093C	YER022W
YBL093C	YGL127C
YBL093C	YGR104C
YBL093C	YHR041C
YBL093C	YNL236W
YBL093C	YNR010W
YBL093C	YOR174W
YBL098W	YJL197W
YBL098W	YNL147W
YBL105C	YHR070W
YBL105C	YIL143C
YBR001C	YBR127C
YBR001C	YDR171W
YBR001C	YDR388W
YBR001C	YNL106C
YBR001C	YOL016C
YBR006W	YGR086C
YBR006W	YNL137C
YBR011C	YBR247C
YBR011C	YJL033W
YBR011C	YJL047C
YBR011C	YKR043C
YBR011C	YLR371W
YBR011C	YML056C
YBR011C	YMR288W
YBR011C	YPL022W
YBR011C	YPL028W
YBR011C	YPR080W
YBR017C	YBR189W
YBR017C	YKL009W
YBR017C	YLR426W
YBR017C	YOR374W
YBR019C	YCL040W
YBR019C	YLR170C
YBR020W	YDR533C
YBR023C	YDR129C
YBR024W	YLL004W
YBR026C	YIL148W
YBR034C	YFR004W
YBR044C	YJR010C-A
YBR044C	YLR435W
YBR054W	YDL013W
YBR057C	YDL076C
YBR057C	YLL040C
YBR057C	YLR347C
YBR058C	YBR112C
YBR058C	YBR234C
YBR058C	YDL215C
YBR058C	YDR129C
YBR058C	YDR388W
YBR058C	YDR397C
YBR058C	YER012W
YBR058C	YFR034C
YBR058C	YGL070C
YBR058C	YIL148W
YBR058C	YKR049C
YBR058C	YLR177W
YBR058C	YLR226W
YBR058C	YML072C
YBR058C	YMR108W
YBR058C	YMR304W
YBR058C	YNL317W
YBR058C	YOL006C
YBR058C	YOR046C
YBR058C	YOR261C
YBR058C	YPL084W
YBR058C	YPR042C
YBR058C	YPR127W
YBR062C	YMR083W
YBR065C	YPL004C
YBR065C	YPL240C
YBR065C	YPR080W
YBR088C	YJL204C
YBR088C	YMR232W
YBR088C	YOR174W
YBR094W	YEL015W
YBR094W	YJL050W
YBR094W	YKR009C
YBR094W	YNL041C
YBR095C	YDL076C
YBR095C	YIL084C
YBR095C	YNL097C
YBR095C	YNL330C
YBR097W	YDR388W
YBR101C	YBR115C
YBR101C	YDL215C
YBR101C	YGL070C
YBR103W	YCR033W
YBR103W	YJR009C
YBR103W	YLR347C
YBR103W	YOR028C
YBR107C	YBR193C
YBR107C	YDL215C
YBR107C	YDR254W
YBR107C	YDR318W
YBR107C	YPL018W
YBR107C	YPR046W
YBR107C	YPR049C
YBR108W	YDR388W
YBR108W	YGR086C
YBR108W	YPL004C
YBR112C	YLR015W
YBR112C	YLR435W
YBR115C	YPL070W
YBR122C	YPR161C
YBR126C	YCL040W
YBR126C	YLR215C
YBR126C	YML100W
YBR126C	YMR261C
YBR127C	YDR202C
YBR127C	YGR092W
YBR127C	YJR033C
YBR127C	YKL010C
YBR127C	YLR225C
YBR127C	YMR229C
YBR127C	YNL239W
YBR127C	YPL151C
YBR127C	YPR036W
YBR131W	YER095W
YBR131W	YGL124C
YBR131W	YPR030W
YBR136W	YHR114W
YBR136W	YMR259C
YBR136W	YOR181W
YBR137W	YOL111C
YBR139W	YDR416W
YBR139W	YER062C
YBR142W	YER035W
YBR142W	YMR229C
YBR142W	YNL061W
YBR142W	YOL064C
YBR142W	YPR161C
YBR146W	YNL137C
YBR149W	YDR229W
YBR149W	YGL040C
YBR149W	YJL034W
YBR149W	YLR454W
YBR149W	YPR075C
YBR151W	YML028W
YBR152W	YER029C
YBR152W	YGL127C
YBR152W	YGR075C
YBR154C	YDL115C
YBR154C	YDL140C
YBR154C	YGL043W
YBR154C	YGL070C
YBR154C	YGR005C
YBR154C	YGR186W
YBR154C	YJL148W
YBR154C	YKR025W
YBR154C	YNL113W
YBR154C	YNL248C
YBR154C	YNR003C
YBR154C	YPR133C
YBR169C	YDR171W
YBR169C	YGR241C
YBR169C	YKL210W
YBR169C	YPL012W
YBR170C	YDL126C
YBR170C	YGR048W
YBR170C	YKL117W
YBR176W	YPR080W
YBR180W	YKL117W
YBR189W	YDL134C
YBR189W	YIL043C
YBR189W	YJR010C-A
YBR189W	YPL037C
YBR189W	YPR161C
YBR193C	YER022W
YBR193C	YER095W
YBR193C	YGL127C
YBR193C	YGR104C
YBR193C	YHR041C
YBR193C	YMR112C
YBR193C	YNL236W
YBR193C	YNR010W
YBR193C	YOR174W
YBR193C	YOR192C
YBR212W	YDR099W
YBR212W	YIR037W
YBR212W	YNL135C
YBR212W	YPL037C
YBR221C	YDL239C
YBR221C	YJL131C
YBR221C	YNL071W
YBR223C	YGL082W
YBR231C	YDR334W
YBR231C	YJL081C
YBR231C	YLL007C
YBR234C	YDL002C
YBR234C	YDL029W
YBR234C	YDR127W
YBR234C	YGR149W
YBR234C	YIL062C
YBR234C	YJR065C
YBR234C	YKL013C
YBR234C	YLR370C
YBR234C	YMR276W
YBR234C	YOR141C
YBR235W	YER095W
YBR235W	YNR047W
YBR238C	YLR435W
YBR239C	YGR104C
YBR241C	YBR279W
YBR247C	YDR319C
YBR247C	YIL150C
YBR247C	YKL143W
YBR257W	YIR015W
YBR258C	YLR015W
YBR264C	YOR261C
YBR269C	YDL103C
YBR269C	YMR229C
YBR278W	YCL032W
YBR278W	YDR388W
YBR278W	YKL104C
YBR279W	YDR388W
YBR279W	YEL015W
YBR279W	YLL063C
YBR279W	YML069W
YBR279W	YOL034W
YBR279W	YOL145C
YBR279W	YPL009C
YBR279W	YPL084W
YBR279W	YPL150W
YBR289W	YMR228W
YBR289W	YOR290C
YBR289W	YPL016W
YCL010C	YDR145W
YCL010C	YDR448W
YCL010C	YGL112C
YCL010C	YOL148C
YCL010C	YPL254W
YCL014W	YDR099W
YCL014W	YDR288W
YCL014W	YDR388W
YCL014W	YGL245W
YCL014W	YJL052W
YCL014W	YKL191W
YCL014W	YML010W
YCL014W	YPR161C
YCL024W	YJL033W
YCL024W	YJL138C
YCL024W	YOL097C
YCL032W	YGL157W
YCL032W	YHL024W
YCL032W	YLR362W
YCL032W	YPL001W
YCL040W	YCR052W
YCL040W	YFL013C
YCL040W	YJL155C
YCL040W	YLR231C
YCL040W	YPL061W
YCL050C	YKL191W
YCL050C	YPL022W
YCL068C	YHR027C
YCR016W	YGL213C
YCR016W	YGR237C
YCR016W	YJL050W
YCR016W	YLR022C
YCR016W	YLR175W
YCR016W	YNL061W
YCR016W	YPL009C
YCR048W	YJL050W
YCR052W	YGR275W
YCR052W	YML010W
YCR052W	YML127W
YCR052W	YPL090C
YCR060W	YDR388W
YCR060W	YGR237C
YCR060W	YIL095W
YCR060W	YJR009C
YCR060W	YKR081C
YCR060W	YKR092C
YCR060W	YNL106C
YCR063W	YPR101W
YCR073C	YLR006C
YCR076C	YOR157C
YCR093W	YDR127W
YCR093W	YDR427W
YCR093W	YFL013C
YCR093W	YOL100W
YDL002C	YFL013C
YDL002C	YJL081C
YDL002C	YOR141C
YDL005C	YER022W
YDL005C	YGL127C
YDL005C	YGR104C
YDL005C	YHR041C
YDL005C	YNL236W
YDL005C	YOR174W
YDL006W	YJL128C
YDL007W	YDL036C
YDL007W	YDR394W
YDL007W	YDR427W
YDL007W	YFR004W
YDL007W	YGL048C
YDL007W	YHR027C
YDL007W	YHR200W
YDL007W	YKL145W
YDL007W	YLR421C
YDL007W	YOR261C
YDL007W	YPR108W
YDL013W	YGR078C
YDL013W	YPR045C
YDL013W	YPR108W
YDL013W	YPR161C
YDL019C	YDR129C
YDL019C	YDR184C
YDL019C	YGR258C
YDL019C	YJR009C
YDL019C	YKR081C
YDL019C	YPL146C
YDL019C	YPR055W
YDL022W	YIL148W
YDL028C	YDR427W
YDL029W	YJL033W
YDL029W	YJR065C
YDL029W	YLR370C
YDL029W	YMR229C
YDL029W	YPL022W
YDL030W	YGR104C
YDL030W	YJL203W
YDL030W	YLR147C
YDL030W	YOR261C
YDL031W	YDR388W
YDL031W	YGL245W
YDL036C	YHR200W
YDL051W	YPL243W
YDL051W	YPR178W
YDL055C	YDR254W
YDL055C	YDR294C
YDL055C	YDR466W
YDL055C	YIL151C
YDL055C	YJL034W
YDL055C	YKL004W
YDL055C	YLR243W
YDL055C	YLR424W
YDL055C	YNL225C
YDL055C	YOL138C
YDL055C	YOR380W
YDL059C	YGR252W
YDL068W	YEL012W
YDL070W	YGR086C
YDL070W	YIL036W
YDL076C	YER011W
YDL076C	YIL084C
YDL076C	YJL081C
YDL076C	YLR347C
YDL076C	YOR244W
YDL076C	YPL004C
YDL076C	YPR023C
YDL087C	YGR074W
YDL087C	YIL061C
YDL087C	YLR147C
YDL087C	YLR275W
YDL103C	YGL245W
YDL103C	YPR133C
YDL108W	YGR040W
YDL108W	YLR005W
YDL108W	YML024W
YDL108W	YPR056W
YDL111C	YER011W
YDL111C	YOR076C
YDL115C	YDL140C
YDL115C	YDR288W
YDL115C	YGL070C
YDL115C	YGR005C
YDL115C	YGR186W
YDL115C	YML010W
YDL115C	YNL127W
YDL121C	YGL173C
YDL125C	YDR388W
YDL126C	YDL215C
YDL126C	YDR330W
YDL126C	YFL044C
YDL126C	YGR048W
YDL126C	YGR104C
YDL126C	YHR194W
YDL126C	YKL204W
YDL126C	YKL213C
YDL126C	YKR083C
YDL126C	YLR347C
YDL126C	YLR362W
YDL126C	YLR377C
YDL126C	YML064C
YDL126C	YNL031C
YDL126C	YNL041C
YDL126C	YNL255C
YDL126C	YOR174W
YDL130W	YLR380W
YDL134C	YER032W
YDL134C	YFR004W
YDL134C	YGL190C
YDL134C	YGL251C
YDL134C	YKL203C
YDL134C	YKR081C
YDL134C	YLR106C
YDL134C	YML109W
YDL134C	YMR167W
YDL134C	YMR273C
YDL134C	YOR386W
YDL134C	YPL004C
YDL134C	YPL146C
YDL134C	YPL242C
YDL140C	YGL043W
YDL140C	YGL070C
YDL140C	YGR005C
YDL140C	YGR186W
YDL140C	YJR017C
YDL140C	YML010W
YDL144C	YKR025W
YDL161W	YDR229W
YDL173W	YLR382C
YDL175C	YGL120C
YDL175C	YJL050W
YDL175C	YLR347C
YDL179W	YGR275W
YDL197C	YLR442C
YDL203C	YER012W
YDL215C	YDR171W
YDL215C	YDR240C
YDL215C	YDR254W
YDL215C	YGL120C
YDL215C	YGR104C
YDL215C	YLR082C
YDL215C	YLR347C
YDL215C	YML126C
YDL215C	YMR108W
YDL215C	YMR237W
YDL215C	YMR259C
YDL215C	YMR284W
YDL215C	YMR304W
YDL215C	YNL031C
YDL215C	YNL061W
YDL215C	YOL034W
YDL215C	YOL126C
YDL215C	YOR243C
YDR005C	YKR025W
YDR011W	YOR157C
YDR016C	YER047C
YDR019C	YDR533C
YDR021W	YJL138C
YDR028C	YER027C
YDR028C	YER177W
YDR028C	YNL009W
YDR028C	YNR034W
YDR028C	YOL038W
YDR028C	YOR124C
YDR036C	YJL128C
YDR036C	YPL137C
YDR046C	YDR301W
YDR046C	YIL148W
YDR046C	YLR115W
YDR046C	YNL317W
YDR046C	YPR107C
YDR053W	YMR108W
YDR069C	YDR207C
YDR069C	YEL041W
YDR069C	YJR001W
YDR069C	YKL028W
YDR069C	YOR177C
YDR073W	YOR290C
YDR075W	YJL138C
YDR075W	YML010W
YDR092W	YGL087C
YDR092W	YMR140W
YDR099W	YDR219C
YDR099W	YDR294C
YDR099W	YDR490C
YDR099W	YDR505C
YDR099W	YEL061C
YDR099W	YER027C
YDR099W	YER053C
YDR099W	YER086W
YDR099W	YER105C
YDR099W	YER177W
YDR099W	YFL013C
YDR099W	YGL035C
YDR099W	YGR097W
YDR099W	YGR225W
YDR099W	YHR161C
YDR099W	YIL008W
YDR099W	YIL095W
YDR099W	YIL148W
YDR099W	YIR003W
YDR099W	YJL033W
YDR099W	YJL084C
YDR099W	YLR135W
YDR099W	YLR231C
YDR099W	YLR345W
YDR099W	YLR347C
YDR099W	YML006C
YDR099W	YMR031C
YDR099W	YMR288W
YDR099W	YMR291W
YDR099W	YNR034W
YDR099W	YNR047W
YDR099W	YPL001W
YDR099W	YPL074W
YDR099W	YPL260W
YDR099W	YPR049C
YDR107C	YGR104C
YDR108W	YDR427W
YDR108W	YHR027C
YDR108W	YHR200W
YDR108W	YML069W
YDR108W	YOR261C
YDR108W	YPR078C
YDR109C	YDR427W
YDR117C	YPR161C
YDR118W	YHR166C
YDR118W	YKL022C
YDR118W	YLR102C
YDR120C	YPR023C
YDR128W	YDR311W
YDR128W	YKL010C
YDR129C	YDR388W
YDR129C	YER105C
YDR129C	YIL129C
YDR129C	YJL138C
YDR129C	YLR142W
YDR129C	YLR310C
YDR129C	YLR347C
YDR129C	YML093W
YDR129C	YMR104C
YDR129C	YMR229C
YDR129C	YPL012W
YDR129C	YPL022W
YDR136C	YGR104C
YDR137W	YLR039C
YDR137W	YNL307C
YDR137W	YPR080W
YDR141C	YGL245W
YDR141C	YML010W
YDR141C	YPL037C
YDR142C	YJR012C
YDR145W	YDR448W
YDR145W	YGL112C
YDR145W	YGR130C
YDR145W	YMR227C
YDR145W	YNR010W
YDR145W	YOL148C
YDR145W	YPL011C
YDR145W	YPL254W
YDR150W	YJL138C
YDR150W	YOL038W
YDR150W	YOR014W
YDR153C	YGL213C
YDR153C	YJL033W
YDR153C	YKL023W
YDR153C	YKR081C
YDR153C	YPL146C
YDR160W	YLR015W
YDR168W	YGL006W
YDR168W	YHL025W
YDR168W	YKL038W
YDR168W	YPL240C
YDR169C	YPR080W
YDR171W	YER053C
YDR171W	YER095W
YDR171W	YIL148W
YDR171W	YJR148W
YDR171W	YMR104C
YDR171W	YNL031C
YDR171W	YOL164W
YDR171W	YOR086C
YDR198C	YNL097C
YDR198C	YOR244W
YDR202C	YJR033C
YDR204W	YMR304W
YDR207C	YGR275W
YDR207C	YIL084C
YDR207C	YLR175W
YDR207C	YPL137C
YDR219C	YJL052W
YDR219C	YJR009C
YDR219C	YLR347C
YDR227W	YGL087C
YDR227W	YLR278C
YDR227W	YLR442C
YDR229W	YGL124C
YDR229W	YMR304W
YDR233C	YPL154C
YDR240C	YER029C
YDR240C	YFL027C
YDR240C	YGL111W
YDR240C	YGR074W
YDR240C	YIL061C
YDR240C	YLR147C
YDR240C	YLR275W
YDR240C	YLR347C
YDR240C	YMR001C
YDR240C	YOR036W
YDR252W	YGR134W
YDR252W	YJR011C
YDR254W	YER012W
YDR254W	YGR068C
YDR254W	YGR111W
YDR254W	YJL105W
YDR254W	YNR062C
YDR255C	YEL012W
YDR258C	YGL161C
YDR266C	YLR175W
YDR283C	YML010W
YDR283C	YML057W
YDR283C	YMR255W
YDR283C	YNR051C
YDR288W	YDR388W
YDR288W	YDR507C
YDR288W	YEL019C
YDR288W	YGR237C
YDR288W	YOL034W
YDR288W	YOR352W
YDR288W	YPL004C
YDR288W	YPL146C
YDR299W	YJL033W
YDR299W	YNL132W
YDR301W	YLR106C
YDR301W	YLR115W
YDR301W	YNL222W
YDR301W	YNL317W
YDR301W	YPR107C
YDR311W	YLR005W
YDR311W	YMR228W
YDR311W	YPR056W
YDR318W	YGR006W
YDR318W	YPL018W
YDR318W	YPR046W
YDR320C	YGR078C
YDR320C	YNL031C
YDR320C	YPR045C
YDR320C	YPR108W
YDR322C-A	YGL070C
YDR330W	YGL245W
YDR330W	YGR048W
YDR334W	YER178W
YDR334W	YGR086C
YDR334W	YJL081C
YDR334W	YLR085C
YDR334W	YML056C
YDR334W	YNL071W
YDR334W	YNL265C
YDR353W	YKR014C
YDR353W	YML047C
YDR357C	YEL005C
YDR357C	YKL061W
YDR359C	YNL097C
YDR359C	YPR023C
YDR372C	YLR149C
YDR379W	YKR009C
YDR379W	YNL307C
YDR383C	YPR046W
YDR388W	YDR416W
YDR388W	YDR507C
YDR388W	YER086W
YDR388W	YER125W
YDR388W	YFL034W
YDR388W	YGL070C
YDR388W	YGL087C
YDR388W	YGL175C
YDR388W	YGL206C
YDR388W	YGR047C
YDR388W	YGR086C
YDR388W	YGR250C
YDR388W	YHL007C
YDR388W	YHR111W
YDR388W	YIL148W
YDR388W	YJL033W
YDR388W	YJL084C
YDR388W	YJR122W
YDR388W	YKL022C
YDR388W	YKL028W
YDR388W	YKL124W
YDR388W	YKL127W
YDR388W	YKL129C
YDR388W	YKR036C
YDR388W	YLL011W
YDR388W	YLR015W
YDR388W	YLR039C
YDR388W	YLR189C
YDR388W	YLR274W
YDR388W	YLR288C
YDR388W	YML010W
YDR388W	YMR086W
YDR388W	YMR116C
YDR388W	YMR222C
YDR388W	YMR229C
YDR388W	YMR304W
YDR388W	YNL082W
YDR388W	YNL103W
YDR388W	YNL244C
YDR388W	YOL109W
YDR388W	YOR091W
YDR388W	YOR124C
YDR388W	YOR181W
YDR388W	YOR195W
YDR388W	YPL022W
YDR388W	YPL059W
YDR388W	YPL207W
YDR388W	YPL249C
YDR388W	YPR161C
YDR394W	YDR427W
YDR394W	YFR004W
YDR394W	YGL048C
YDR394W	YGR232W
YDR394W	YHR027C
YDR394W	YHR200W
YDR394W	YOR261C
YDR394W	YPR108W
YDR397C	YER159C
YDR398W	YJL109C
YDR398W	YKR092C
YDR398W	YNR051C
YDR407C	YKR068C
YDR416W	YGR129W
YDR416W	YLR117C
YDR416W	YLR147C
YDR416W	YMR213W
YDR419W	YER027C
YDR420W	YJL033W
YDR420W	YKL028W
YDR420W	YPL111W
YDR425W	YJL036W
YDR425W	YJR031C
YDR425W	YLR082C
YDR427W	YFR004W
YDR427W	YGL048C
YDR427W	YGR104C
YDR427W	YGR232W
YDR427W	YHR027C
YDR427W	YHR200W
YDR427W	YJR149W
YDR427W	YKL145W
YDR427W	YLR421C
YDR427W	YOR261C
YDR427W	YPL004C
YDR427W	YPR108W
YDR443C	YER022W
YDR443C	YPL042C
YDR444W	YEL034W
YDR444W	YJL023C
YDR444W	YPL240C
YDR448W	YGL112C
YDR448W	YGR252W
YDR448W	YOL148C
YDR448W	YPL254W
YDR452W	YHR161C
YDR452W	YKL028W
YDR452W	YKR092C
YDR453C	YGR185C
YDR453C	YML028W
YDR475C	YOR289W
YDR490C	YGR086C
YDR490C	YKL206C
YDR490C	YPL004C
YDR499W	YJR096W
YDR505C	YMR229C
YDR506C	YFL008W
YDR507C	YLR175W
YDR507C	YMR139W
YDR507C	YNL246W
YDR507C	YOR124C
YDR507C	YPR160W
YDR507C	YPR161C
YDR516C	YMR229C
YDR519W	YGL014W
YDR519W	YOL088C
YDR519W	YOR261C
YDR533C	YFL014W
YEL005C	YGL079W
YEL005C	YKL061W
YEL005C	YNL086W
YEL012W	YGL013C
YEL012W	YGL173C
YEL012W	YIL017C
YEL012W	YIL152W
YEL012W	YLR410W
YEL012W	YMR140W
YEL015W	YER035W
YEL015W	YER112W
YEL015W	YKL104C
YEL015W	YLR419W
YEL015W	YNL118C
YEL015W	YNL147W
YEL019C	YOL034W
YEL022W	YHR027C
YEL034W	YFL013C
YEL034W	YIL148W
YEL034W	YJL128C
YEL034W	YJR047C
YEL034W	YKL047W
YEL034W	YKL191W
YEL034W	YLR231C
YEL034W	YML056C
YEL034W	YNL041C
YEL034W	YNL248C
YEL034W	YNR051C
YEL034W	YOR261C
YEL034W	YOR319W
YEL034W	YPL001W
YEL034W	YPL022W
YEL044W	YJL081C
YEL044W	YOR141C
YEL054C	YGL120C
YEL056W	YER006W
YEL056W	YGR104C
YEL056W	YHR041C
YEL056W	YLL004W
YEL056W	YML028W
YEL056W	YML065W
YEL056W	YNL031C
YEL056W	YOR386W
YEL056W	YPL001W
YEL056W	YPR014C
YEL060C	YNL106C
YEL061C	YER012W
YEL061C	YOL038W
YER006W	YGL206C
YER006W	YGL213C
YER006W	YKL117W
YER006W	YLR022C
YER006W	YLR371W
YER006W	YML065W
YER006W	YMR229C
YER006W	YMR237W
YER006W	YNR053C
YER006W	YOL097C
YER006W	YPL240C
YER011W	YGL127C
YER011W	YGR180C
YER011W	YGR202C
YER011W	YGR218W
YER011W	YJR007W
YER011W	YJR031C
YER011W	YJR041C
YER011W	YLR347C
YER011W	YML093W
YER011W	YMR290C
YER011W	YNL321W
YER011W	YOR098C
YER011W	YOR124C
YER011W	YPR023C
YER012W	YFR050C
YER012W	YJL001W
YER012W	YJL148W
YER012W	YKL206C
YER012W	YLR290C
YER012W	YMR314W
YER012W	YOL038W
YER012W	YOR157C
YER012W	YOR362C
YER015W	YGL070C
YER015W	YKL216W
YER022W	YER095W
YER022W	YGL127C
YER022W	YGR086C
YER022W	YGR104C
YER022W	YHR041C
YER022W	YHR202W
YER022W	YJL052W
YER022W	YKL035W
YER022W	YLR347C
YER022W	YLR380W
YER022W	YMR112C
YER022W	YNL236W
YER022W	YNR010W
YER022W	YOR174W
YER022W	YPL042C
YER022W	YPL210C
YER025W	YIR026C
YER025W	YJL033W
YER025W	YJR007W
YER025W	YLR215C
YER025W	YOR360C
YER025W	YPR008W
YER025W	YPR135W
YER029C	YGR074W
YER029C	YLR147C
YER029C	YLR275W
YER029C	YPR101W
YER029C	YPR178W
YER033C	YHR027C
YER035W	YGL120C
YER035W	YHL034C
YER035W	YJL033W
YER035W	YLR196W
YER035W	YMR290C
YER035W	YNL132W
YER035W	YNL248C
YER040W	YNL103W
YER040W	YNL229C
YER053C	YGL120C
YER053C	YHR027C
YER062C	YJL033W
YER062C	YKL069W
YER062C	YLR231C
YER062C	YML096W
YER064C	YGR074W
YER064C	YGR196C
YER064C	YJL070C
YER064C	YKR036C
YER064C	YKR038C
YER064C	YLR370C
YER064C	YML065W
YER064C	YMR068W
YER086W	YGL245W
YER086W	YGR126W
YER086W	YIL148W
YER086W	YJL052W
YER086W	YJL148W
YER086W	YJR009C
YER086W	YLR347C
YER086W	YLR355C
YER086W	YMR297W
YER088C	YNL246W
YER088C	YPL001W
YER088C	YPL004C
YER095W	YJR009C
YER095W	YKR081C
YER095W	YML109W
YER095W	YMR105C
YER095W	YNR010W
YER095W	YOR174W
YER095W	YOR211C
YER095W	YPL022W
YER105C	YIL071C
YER105C	YPL004C
YER109C	YKL129C
YER111C	YPL160W
YER112W	YGL173C
YER112W	YLR147C
YER112W	YLR196W
YER112W	YNL147W
YER112W	YPR178W
YER125W	YJL084C
YER125W	YMR275C
YER125W	YOR124C
YER125W	YOR322C
YER125W	YPR108W
YER125W	YPR161C
YER132C	YMR304W
YER136W	YOR089C
YER153C	YNL274C
YER159C	YLR355C
YER166W	YKL129C
YER166W	YPL160W
YER177W	YGL181W
YER177W	YGR097W
YER177W	YIR003W
YER177W	YLR256W
YER177W	YMR086W
YER177W	YNR047W
YER177W	YOR220W
YER178W	YNL071W
YFL008W	YJR065C
YFL008W	YLL050C
YFL008W	YML127W
YFL013C	YGR086C
YFL013C	YJL034W
YFL013C	YJL081C
YFL013C	YJL138C
YFL013C	YOR141C
YFL014W	YFR034C
YFL016C	YKL010C
YFL016C	YPR161C
YFL034W	YLR170C
YFL042C	YML070W
YFL054C	YKL142W
YFL054C	YML006C
YFR004W	YGL048C
YFR004W	YGR232W
YFR004W	YHR027C
YFR004W	YHR200W
YFR004W	YKL145W
YFR004W	YOR261C
YFR004W	YPL004C
YFR004W	YPR108W
YFR008W	YKR025W
YFR014C	YOL016C
YFR029W	YMR049C
YFR032C	YKL058W
YFR034C	YGL245W
YFR034C	YHR008C
YFR034C	YKL035W
YFR034C	YNL015W
YFR036W	YHR166C
YFR036W	YKL022C
YFR036W	YNL172W
YFR043C	YLR170C
YFR050C	YJL001W
YFR050C	YMR314W
YFR050C	YOL038W
YFR050C	YOR157C
YFR050C	YOR362C
YGL006W	YHR104W
YGL008C	YIL043C
YGL008C	YJR010C-A
YGL013C	YMR297W
YGL014W	YGL070C
YGL014W	YIL043C
YGL014W	YJL109C
YGL014W	YJR010C-A
YGL014W	YLR015W
YGL014W	YLR022C
YGL014W	YLR117C
YGL014W	YLR435W
YGL014W	YNL112W
YGL014W	YNL317W
YGL014W	YOR124C
YGL014W	YOR195W
YGL017W	YPL090C
YGL043W	YGL070C
YGL043W	YML069W
YGL043W	YPR008W
YGL048C	YGR232W
YGL048C	YHR004C
YGL048C	YHR027C
YGL048C	YHR135C
YGL048C	YHR200W
YGL048C	YIL148W
YGL048C	YKL145W
YGL048C	YLR421C
YGL048C	YOR261C
YGL048C	YPL004C
YGL048C	YPR108W
YGL048C	YPR133C
YGL056C	YMR304W
YGL070C	YGR005C
YGL070C	YGR161C
YGL070C	YGR186W
YGL070C	YJL194W
YGL070C	YML010W
YGL070C	YOR174W
YGL070C	YPL090C
YGL073W	YJL194W
YGL073W	YLR355C
YGL073W	YLR419W
YGL079W	YKL061W
YGL087C	YMR140W
YGL111W	YNL082W
YGL111W	YOR380W
YGL112C	YGR252W
YGL112C	YLR055C
YGL112C	YML098W
YGL112C	YMR227C
YGL112C	YOL148C
YGL112C	YPL011C
YGL112C	YPL254W
YGL116W	YML056C
YGL116W	YMR268C
YGL116W	YPL004C
YGL120C	YGL128C
YGL120C	YGL173C
YGL120C	YHR018C
YGL120C	YHR082C
YGL120C	YJL033W
