YAL007C	YML012W
YDR101C	YKR081C
YDR101C	YLR106C
YDR101C	YNL002C
YDR101C	YNL182C
YDR101C	YNR053C
YDR101C	YPL093W
YDR108W	YDR472W
YDR108W	YKR068C
YDR108W	YML077W
YDR108W	YMR218C
YDR108W	YOR115C
YDR108W	YOR259C
YDR138W	YML062C
YDR138W	YNL004W
YDR148C	YFL018C
YDR152W	YGR173W
YDR167W	YDR176W
YDR167W	YDR392W
YDR167W	YDR448W
YDR167W	YGL112C
YDR167W	YGR252W
YDR167W	YGR274C
YDR167W	YLR055C
YDR167W	YMR223W
YDR167W	YMR227C
YDR167W	YPL254W
YDR175C	YDR337W
YDR175C	YGR084C
YDR175C	YGR215W
YDR175C	YHL004W
YDR175C	YKL155C
YDR175C	YMR188C
YDR175C	YNL081C
YDR175C	YNL306W
YDR175C	YNR037C
YDR175C	YOR158W
YDR175C	YPL118W
YDR176W	YDR392W
YDR176W	YDR448W
YDR176W	YGL112C
YDR176W	YGR252W
YDR176W	YGR274C
YDR176W	YHR099W
YDR176W	YLR055C
YDR176W	YMR223W
YDR176W	YMR227C
YDR176W	YPL254W
YDR179C	YIL071C
YDR179C	YOL117W
YDR190C	YDR485C
YDR190C	YFL013C
YDR190C	YFL039C
YDR190C	YGL150C
YDR190C	YJL081C
YDR190C	YLR385C
YDR190C	YML041C
YDR190C	YOR141C
YDR207C	YIL084C
YDR224C	YGL133W
YDR224C	YIL126W
YDR224C	YOR116C
YDR228C	YGL044C
YDR228C	YHR216W
YDR228C	YMR061W
YDR237W	YDR296W
YDR237W	YDR322W
YDR237W	YGR220C
YDR237W	YJL063C
YDR237W	YKL167C
YDR237W	YKR085C
YDR237W	YLR439W
YDR237W	YMR193W
YDR237W	YNL005C
YDR237W	YNL252C
YDR237W	YOR150W
YDR238C	YER122C
YDR238C	YFR051C
YDR238C	YIL076W
YDR240C	YGR074W
YDR240C	YLR147C
YDR240C	YMR125W
YDR240C	YPL178W
YDR240C	YPR182W
YDR244W	YMR177W
YDR245W	YGR132C
YDR245W	YLR342W
YDR254W	YDR318W
YDR254W	YDR383C
YDR254W	YGR179C
YDR254W	YJR135C
YDR254W	YLR315W
YDR254W	YLR381W
YDR254W	YPL018W
YDR292C	YKL154W
YDR296W	YDR322W
YDR296W	YGR220C
YDR296W	YJL063C
YDR296W	YKL167C
YDR296W	YKR085C
YDR296W	YLR439W
YDR296W	YMR193W
YDR296W	YNL005C
YDR296W	YNL177C
YDR296W	YNL252C
YDR296W	YOR150W
YDR299W	YER127W
YDR299W	YGR145W
YDR299W	YJL033W
YDR299W	YJR002W
YDR299W	YLR186W
YDR299W	YNL132W
YDR299W	YNL308C
YDR299W	YNR054C
YDR299W	YPL217C
YDR301W	YGR156W
YDR301W	YKL059C
YDR301W	YMR061W
YDR301W	YPR107C
YDR308C	YDR443C
YDR308C	YER022W
YDR308C	YGL151W
YDR308C	YHR058C
YDR308C	YLR071C
YDR308C	YMR112C
YDR308C	YNR010W
YDR308C	YOL051W
YDR308C	YOL135C
YDR308C	YOR174W
YDR308C	YPL042C
YDR308C	YPR168W
YDR318W	YDR383C
YDR318W	YGR179C
YDR318W	YJR135C
YDR318W	YLR315W
YDR318W	YLR381W
YDR318W	YPL018W
YDR322W	YGR220C
YDR322W	YJL063C
YDR322W	YKL167C
YDR322W	YKR085C
YDR322W	YLR439W
YDR322W	YMR193W
YDR322W	YNL005C
YDR322W	YNL252C
YDR322W	YOR150W
YDR337W	YGR084C
YDR337W	YGR215W
YDR337W	YHL004W
YDR337W	YKL155C
YDR337W	YMR188C
YDR337W	YNL306W
YDR337W	YNR037C
YDR337W	YOR158W
YDR337W	YPL118W
YDR362C	YGR047C
YDR365C	YGR145W
YDR365C	YJL033W
YDR365C	YNR054C
YDR382W	YDR418W
YDR382W	YDR471W
YDR382W	YER074W
YDR382W	YFR031C-A
YDR382W	YGR085C
YDR382W	YHL001W
YDR382W	YIL133C
YDR382W	YJL177W
YDR382W	YKL180W
YDR382W	YLR340W
YDR382W	YML063W
YDR382W	YMR194W
YDR382W	YMR242C
YDR382W	YNL069C
YDR382W	YNL096C
YDR382W	YOL039W
YDR382W	YPL131W
YDR382W	YPL220W
YDR383C	YGR179C
YDR383C	YJR135C
YDR383C	YLR315W
YDR383C	YPL018W
YDR388W	YPL249C
YDR392W	YDR448W
YDR392W	YGL112C
YDR392W	YGR252W
YDR392W	YHR099W
YDR392W	YLR055C
YDR392W	YMR223W
YDR392W	YPL254W
YDR398W	YEL055C
YDR398W	YGR128C
YDR398W	YHR196W
YDR398W	YJL109C
YDR404C	YGR005C
YDR404C	YIL021W
YDR404C	YML010W
YDR404C	YOR210W
YDR404C	YOR224C
YDR404C	YPR187W
YDR418W	YDR471W
YDR418W	YFR031C-A
YDR418W	YGL123W
YDR418W	YGL147C
YDR418W	YGR085C
YDR418W	YHL001W
YDR418W	YHL033C
YDR418W	YHR010W
YDR418W	YIL133C
YDR418W	YJL177W
YDR418W	YKL180W
YDR418W	YLR150W
YDR418W	YLR340W
YDR418W	YML063W
YDR418W	YMR194W
YDR418W	YMR242C
YDR418W	YNL069C
YDR418W	YNL178W
YDR418W	YPL131W
YDR418W	YPL220W
YDR432W	YGL049C
YDR432W	YMR125W
YDR432W	YPL178W
YDR443C	YER022W
YDR443C	YGL151W
YDR443C	YHR058C
YDR443C	YLR071C
YDR443C	YMR112C
YDR443C	YNR010W
YDR443C	YOL051W
YDR443C	YOL135C
YDR443C	YOR174W
YDR443C	YPL042C
YDR443C	YPR168W
YDR448W	YGL112C
YDR448W	YGL151W
YDR448W	YGR252W
YDR448W	YGR274C
YDR448W	YHR058C
YDR448W	YHR099W
YDR448W	YLR055C
YDR448W	YMR223W
YDR448W	YOL135C
YDR448W	YPL254W
YDR449C	YGR090W
YDR449C	YGR128C
YDR449C	YGR145W
YDR449C	YHR196W
YDR449C	YJL109C
YDR449C	YJR002W
YDR449C	YLL011W
YDR449C	YLR129W
YDR449C	YLR186W
YDR449C	YLR222C
YDR449C	YLR409C
YDR449C	YMR128W
YDR449C	YNL075W
YDR449C	YNL132W
YDR449C	YOR145C
YDR449C	YPL217C
YDR449C	YPL266W
YDR460W	YLR005W
YDR471W	YER074W
YDR471W	YFR031C-A
YDR471W	YGL014W
YDR471W	YGL031C
YDR471W	YGL147C
YDR471W	YGR085C
YDR471W	YHL001W
YDR471W	YHL033C
YDR471W	YIL133C
YDR471W	YJL177W
YDR471W	YKL180W
YDR471W	YKR081C
YDR471W	YLR150W
YDR471W	YLR406C
YDR471W	YML063W
YDR471W	YMR194W
YDR471W	YMR242C
YDR471W	YNL069C
YDR471W	YNL096C
YDR471W	YNL112W
YDR471W	YNL178W
YDR471W	YOL077C
YDR471W	YPL093W
YDR471W	YPL198W
YDR471W	YPL220W
YDR472W	YGR166W
YDR472W	YKR068C
YDR472W	YML077W
YDR472W	YMR218C
YDR472W	YOR115C
YDR473C	YER172C
YDR473C	YGR074W
YDR473C	YGR075C
YDR473C	YGR091W
YDR473C	YJL203W
YDR473C	YLR147C
YDR473C	YMR288W
YDR473C	YOR308C
YDR473C	YPR082C
YDR477W	YER129W
YDR477W	YGL115W
YDR489W	YOL146W
YEL002C	YMR149W
YEL003W	YNL153C
YEL015W	YNL118C
YEL018W	YFL039C
YEL018W	YHR090C
YEL018W	YHR099W
YEL018W	YJL081C
YEL018W	YJR082C
YEL018W	YNL136W
YEL018W	YOR244W
YEL018W	YPR023C
YEL022W	YJR077C
YEL022W	YMR012W
YEL053C	YPR051W
YEL054C	YHR010W
YEL054C	YML063W
YEL055C	YGR128C
YEL055C	YHR196W
YEL056W	YLL022C
YEL056W	YNL031C
YEL058W	YNL218W
YER008C	YLR166C
YER008C	YPR055W
YER012W	YER021W
YER012W	YER094C
YER012W	YFL007W
YER012W	YFR050C
YER012W	YJL001W
YER012W	YML092C
YER012W	YOL038W
YER012W	YOR362C
YER012W	YPR103W
YER017C	YMR089C
YER021W	YFR010W
YER021W	YGL048C
YER021W	YGR232W
