YFL056C	YOL018C
YHR013C	YMR116C
YHR013C	YBR084W
YHR013C	YHR023W
YHR013C	YDL040C
YCR048W	YCL026C-A
YDL192W	YDL137W
YDL192W	YPR176C
YDL192W	YLR078C
YDL192W	YMR094W
YDL192W	YAL026C
YDL192W	YHR188C
YDL192W	YDL200C
YDL192W	YLR268W
YDL192W	YDR477W
YDL137W	YHR188C
YDL137W	YGR052W
YER069W	YLR214W
YDR173C	YMR043W
YGL148W	YOL107W
YDR421W	YDL030W
YDL029W	YBR039W
YDL029W	YNL161W
YDL029W	YJL008C
YDL029W	YBR202W
YDL029W	YBR208C
YDL029W	YLR309C
YDL029W	YGL016W
YDL029W	YOR181W
YDL029W	YKL129C
YDL029W	YMR109W
YDL029W	YPR178W
YDL029W	YDR032C
YDL029W	YAR007C
YDL029W	YIL066C
YDL029W	YDR394W
YDL029W	YOR259C
YDL029W	YDR190C
YDL029W	YDL225W
YDL029W	YDL047W
YDL029W	YHR030C
YDL029W	YDR523C
YDL029W	YOR212W
YJL081C	YBR010W
YJL081C	YDR225W
YJL081C	YJL098W
YJL081C	YDR146C
YJL081C	YHR099W
YMR033W	YBR289W
YPR199C	YMR325W
YPR201W	YEL027W
YPR201W	YAL007C
YPR201W	YBR159W
YPR201W	YLR171W
YMR116C	YAR014C
YMR116C	YGR145W
YMR116C	YAR018C
YMR116C	YNL308C
YMR116C	YCL059C
YMR116C	YDL040C
YMR116C	YOR056C
YMR116C	YGL120C
YMR116C	YAR007C
YMR116C	YOR116C
YMR116C	YJL080C
YMR116C	YLR197W
YMR116C	YGR162W
YMR116C	YJR014W
YMR116C	YGR285C
YJL170C	YGL070C
YNL159C	YER022W
YNL008C	YJR091C
YNL008C	YNL260C
YGR124W	YDR034C
YDR321W	YGL095C
YLR155C	YLR295C
YLR155C	YNL070W
YDR184C	YGL070C
YOR377W	YGL127C
YPR049C	YGR113W
YBR128C	YER081W
YBR128C	YDL185W
YBR128C	YPL120W
YLR423C	YPR105C
YLR423C	YMR025W
YLR423C	YGR113W
YLR423C	YDR052C
YLR423C	YKL002W
YLR423C	YHR043C
YLR423C	YLR291C
YLR423C	YPR179C
YLR423C	YMR032W
YLR423C	YER092W
YLR423C	YDR148C
YLR423C	YER127W
YLR423C	YHR023W
YLR423C	YDR176W
YLR423C	YNL078W
YLR423C	YDR383C
YLR423C	YGR119C
YLR423C	YJL061W
YLR423C	YJL117W
YLR423C	YDR473C
YLR423C	YAL032C
YLR423C	YPR165W
YLR423C	YHR197W
YLR423C	YJL036W
YLR423C	YGL127C
YLR423C	YPL124W
YLR423C	YBL106C
YLR423C	YDR311W
YLR423C	YGL212W
YLR423C	YML041C
YLR423C	YBR270C
YLR423C	YCL063W
YLR423C	YDR357C
YLR423C	YMR124W
YLR423C	YMR204C
YLR423C	YOR164C
YLR423C	YPL159C
YFR021W	YNL242W
YFR021W	YNR058W
YFR021W	YJR140C
YFR021W	YDR034C
YFR021W	YER162C
YFR021W	YBL103C
YFR021W	YFR040W
YFR021W	YDL047W
YFR021W	YLR222C
YFR021W	YCL063W
YNR007C	YBL078C
YNL223W	YBL078C
YNL223W	YAR019C
YNL223W	YFL037W
YDL149W	YKL064W
YDR384C	YMR009W
YNL315C	YDL165W
YLR295C	YJL058C
YLR295C	YMR138W
YLR295C	YER157W
YLR295C	YIL111W
YLR295C	YMR238W
YLR295C	YKL002W
YLR295C	YHR193C
YLR295C	YIL005W
YLR295C	YDL045C
YLR295C	YNL009W
YLR295C	YKL103C
YLR295C	YJL100W
YLR295C	YBR193C
YLR295C	YIL051C
YLR295C	YKL127W
YLR295C	YJL166W
YLR295C	YJL140W
YLR295C	YGR148C
YLR295C	YDL081C
YLR295C	YIL076W
YLR295C	YGR081C
YLR295C	YML058W
YLR295C	YDR510W
YLR295C	YPR182W
YLR295C	YPL124W
YLR295C	YPR086W
YLR295C	YNL066W
YLR295C	YKL080W
YLR295C	YJR102C
YLR295C	YJR133W
YLR295C	YML007W
YLR295C	YAR060C
YLR295C	YAR035W
YLR295C	YDL172C
YLR295C	YDL233W
YLR295C	YDR445C
YLR295C	YDR455C
YLR295C	YFR043C
YLR295C	YGL047W
YLR295C	YGL250W
YLR295C	YGR035C
YLR295C	YGR122W
YLR295C	YHR140W
YLR295C	YNL263C
YLR295C	YIL059C
YLR295C	YIL157C
YLR295C	YMR152W
YLR295C	YIR036C
YLR295C	YJL067W
YLR295C	YJL225C
YLR295C	YJR083C
YLR295C	YJR100C
YLR295C	YJR141W
YLR295C	YLR168C
YLR295C	YLR455W
YLR295C	YML079W
YLR295C	YMR003W
YLR295C	YMR141C
YLR295C	YMR144W
YLR295C	YMR181C
YLR295C	YNL324W
YLR295C	YOL008W
YLR295C	YOR324C
YLR295C	YGR285C
YDR377W	YPL078C
YDR377W	YKL016C
YPR020W	YER048C
YPR020W	YPR194C
YPR020W	YPR086W
YBR039W	YDL145C
YBR039W	YJR068W
YBR039W	YHR197W
YBR039W	YDL047W
YBR039W	YML058W
YBR039W	YDR523C
YBR039W	YMR106C
YBR039W	YOL087C
YPL078C	YMR284W
YDR298C	YKL016C
YML116W	YDR034C
YML116W	YBL107C
YNL259C	YDR270W
YBL078C	YLR093C
YBL078C	YOR106W
YGR224W	YLR080W
YOR134W	YDR192C
YBR068C	YJR001W
YKR099W	YLR058C
YKR099W	YGR229C
YKR099W	YGL242C
YJL020C	YDR155C
YJL020C	YNL023C
YJL020C	YER032W
YJL020C	YLR258W
YJL020C	YMR032W
YJL020C	YOL133W
YJL020C	YOR181W
YJL020C	YKL129C
YJL020C	YMR109W
YJL020C	YOR156C
YJL020C	YDR409W
YJL020C	YGR048W
YJL020C	YLR337C
YJL020C	YIR003W
YPL255W	YMR199W
YPL255W	YGL075C
YPL255W	YEL062W
YPL255W	YHL006C
YPL255W	YPL124W
YPL255W	YBR270C
YPL255W	YLR392C
YDR361C	YJR091C
YIL033C	YIL035C
YIL033C	YJR017C
YIL033C	YER133W
YIL033C	YMR022W
YIL033C	YBL106C
YIL033C	YPR086W
YIL033C	YJL164C
YIL033C	YHR135C
YIL033C	YNL093W
YLR399C	YOR338W
YNL039W	YER148W
YNL039W	YGR047C
YNL039W	YOL115W
YNL039W	YGL250W
YBR200W	YBL085W
YBR200W	YGR134W
YBR200W	YAL041W
YBR200W	YJL157C
YBR200W	YOR181W
YBR200W	YGR152C
YBR200W	YEL043W
YML077W	YBR093C
YJR053W	YLR078C
YJR053W	YNL238W
YJR053W	YLR389C
YDR299W	YGR145W
YDR299W	YCL059C
YDR299W	YER127W
YGR282C	YDL225W
YGR282C	YDL047W
YCL029C	YER016W
YCL029C	YPL155C
YCL029C	YKL103C
YCL029C	YPL124W
YER016W	YFR050C
YNR058W	YCR092C
YJR089W	YGR140W
YJL058C	YIL046W
YJL058C	YML098W
YJL058C	YLR373C
YJL058C	YNL092W
YER177W	YDL117W
YER177W	YLR258W
YER177W	YDR017C
YER177W	YGL115W
YER177W	YDR006C
YER177W	YIL028W
YNL233W	YER133W
YBL085W	YMR032W
YBL085W	YNL078W
YBL085W	YER158C
YPL221W	YBR012C
YNL042W	YIL131C
YLR078C	YDL145C
YLR078C	YPL010W
YLR078C	YLR268W
YLR078C	YPR181C
YLR078C	YIL109C
YLR078C	YDR238C
YLR078C	YIL076W
YLR078C	YDR189W
YLR078C	YML055W
YLR078C	YFL038C
YLR015W	YGL058W
YLR015W	YDL140C
YLR015W	YDR469W
YLR015W	YHR119W
YLR015W	YPL138C
YLR015W	YBR175W
YBL097W	YLR373C
YGL247W	YOR103C
YOL077C	YNL061W
YOL077C	YPL043W
YOL077C	YLR196W
YPR171W	YKL007W
YPR171W	YHL002W
YFL025C	YCR034W
YAR014C	YER133W
YAR014C	YLR096W
YAR014C	YIL045W
YAR014C	YNL333W
YAR014C	YHR064C
YAR014C	YER158C
YAR014C	YMR071C
YAR014C	YGR285C
YLR074C	YDR155C
YLR074C	YNL038W
YLR074C	YDR174W
YLR074C	YDR225W
YLR074C	YHR085W
YLR074C	YDL051W
YLR074C	YBL026W
YLR074C	YKL085W
YLR074C	YLR106C
YLR074C	YPL013C
YLR074C	YKL009W
YLR074C	YPL093W
YLR074C	YNR053C
YLR074C	YOL041C
YLR074C	YGR103W
YLR074C	YER126C
YLR074C	YER006W
YLR074C	YGL120C
YLR074C	YDR496C
YLR074C	YLR196W
YLR074C	YHR197W
YLR074C	YKL081W
YLR074C	YBL004W
YLR074C	YBL044W
YLR074C	YIR003W
YCR047C	YNL282W
YCR047C	YLR339C
YFL023W	YER133W
YFL023W	YCL017C
YCR063W	YHR165C
YGR041W	YDR119W
YGR041W	YDR316W
YGR041W	YPL251W
YML111W	YER125W
YNL278W	YLR216C
YGR134W	YNL288W
YGR134W	YAL021C
YGR134W	YCR093W
YGR134W	YER068W
YNL288W	YAL021C
YNL288W	YDL165W
YNL288W	YCR093W
YNL288W	YGR092W
YNL288W	YER068W
YNL288W	YER022W
YNL288W	YPR086W
YER048C	YDR342C
YER048C	YPL205C
YKL007W	YIL034C
YKL007W	YER071C
YKL007W	YIR003W
YIL034C	YDL165W
YIL034C	YBR291C
YIL034C	YCL035C
YIL034C	YCL009C
YIL034C	YOR181W
YIL034C	YBR119W
YIL034C	YBR188C
YIL034C	YBR173C
YIL034C	YCL022C
YIL034C	YCL056C
YIL034C	YBR264C
YOR125C	YGL192W
YOR125C	YDR243C
YOR125C	YJL068C
YGR036C	YDR318W
YGR140W	YMR094W
YGR140W	YPL018W
YLR175W	YBR247C
YLR175W	YMR290C
YLR175W	YJL033W
YLR175W	YCL059C
YLR175W	YDL208W
YLR175W	YMR309C
YLR175W	YDL014W
YLR175W	YPL043W
YLR175W	YLR134W
YLR175W	YDR496C
YLR175W	YPL012W
YLR175W	YLR197W
YLR175W	YER022W
YLR175W	YGR162W
YNL161W	YIL106W
YNL161W	YEL060C
YNL161W	YIL076W
YNL161W	YMR304W
YNL161W	YIR016W
YER168C	YHR174W
YER168C	YPL022W
YLR220W	YOR085W
YLR220W	YER029C
YPR025C	YOR173W
YPR025C	YDR508C
YPR025C	YKR086W
YPR025C	YBR081C
YPR025C	YDR460W
YPR025C	YLR373C
YKR066C	YJR048W
YKR066C	YGR101W
YKR066C	YMR089C
YAL021C	YDL165W
YAL021C	YCR093W
YAL021C	YGR155W
YAL021C	YGR092W
YAL021C	YGL195W
YAL021C	YER068W
YAL021C	YGL178W
YAL021C	YCL028W
YAL021C	YDR190C
YAL021C	YNL025C
YAL021C	YGR184C
YJL014W	YDR142C
YJL014W	YDR075W
YJL014W	YLR196W
YJL014W	YLL011W
YJL014W	YOR212W
YJL014W	YOR230W
YJL014W	YDL156W
YJL014W	YMR106C
YJL111W	YMR028W
YJL008C	YAL041W
YJL008C	YOR117W
YJL008C	YJL074C
YJR076C	YMR012W
YJR076C	YPL018W
YJR076C	YDR507C
YJR076C	YCL024W
YJR076C	YOR156C
YJR076C	YCL043C
YJR076C	YDL225W
YJR076C	YDR409W
YJR076C	YGR162W
YJR076C	YMR304W
YJR076C	YOR084W
YAR019C	YGR092W
YAR019C	YHR169W
YAR019C	YDL185W
YKL022C	YFR036W
YKL022C	YBL084C
YAL041W	YLR206W
YAL041W	YJL157C
YAL041W	YLR357W
YAL041W	YGR152C
YAL041W	YGL127C
YAL041W	YOR212W
YAL041W	YGR221C
YAL041W	YGR268C
YAL041W	YMR298W
YFR036W	YBL084C
YFR036W	YLL051C
YFR036W	YJR091C
YDL102W	YJR006W
YDR054C	YFL009W
YDR054C	YOL133W
YDR054C	YGL070C
YDR054C	YNL236W
YDR054C	YIL148W
YDL165W	YCR093W
YDL165W	YKL002W
YDL165W	YER068W
YDL165W	YGL127C
YDL165W	YER148W
YDL165W	YNL025C
YCR093W	YDL145C
YCR093W	YOL133W
YCR093W	YER068W
YCR093W	YPL235W
YCR093W	YNL025C
YCR093W	YDR167W
YCR093W	YPL011C
YCR093W	YMR005W
YCR093W	YJL141C
YGL155W	YKL019W
YBR202W	YGL001C
YBR202W	YEL032W
YFL009W	YOL133W
YCR094W	YJR091C
YCR094W	YGL090W
YLR418C	YBR279W
YLR418C	YOR151C
YLR418C	YDL140C
YLR418C	YML010W
YLR418C	YPR086W
YLR459W	YOL120C
YDL164C	YLR276C
YLR245C	YLR291C
YBR029C	YCR061W
YDR301W	YJR093C
YDR301W	YER133W
YDR301W	YKL059C
YDR301W	YKR002W
YDR301W	YGR240C
YDR301W	YAL043C
YDR301W	YGR156W
YDR301W	YDL140C
YDR301W	YPR107C
YGL029W	YNL243W
YGL206C	YGR167W
YGL206C	YOR181W
YGL206C	YBR169C
YGL206C	YDR320C
YER164W	YIL035C
YER164W	YGL019W
YER164W	YOR039W
YER164W	YOR304W
YER164W	YOR207C
YBR274W	YMR255W
YBR274W	YLR258W
YBR274W	YJL124C
YBR274W	YDR217C
YBR274W	YER081W
YBR274W	YJL036W
YPL008W	YOL150C
YBR038W	YHR123W
YBR038W	YPR106W
YBR038W	YCL022C
YBR023C	YHR123W
YBR023C	YER039C
YBR023C	YJR117W
YJL099W	YPL242C
YJL099W	YJR091C
YJL099W	YER031C
YHR142W	YJL196C
YHR142W	YGR284C
YHR142W	YCR034W
YHR142W	YML048W
YHR142W	YDR318W
YHR142W	YCL052C
YHR142W	YKL127W
YHR142W	YJL117W
YHR142W	YKL154W
YHR142W	YJR117W
YHR142W	YGR260W
YHR142W	YBR159W
YHR142W	YJL131C
YMR198W	YMR012W
YMR138W	YOR070C
YMR138W	YBR284W
YEL061C	YAL047C
YEL061C	YLR454W
YEL061C	YMR124W
YCR005C	YKL085W
YIL035C	YGL019W
YIL035C	YOR039W
YIL035C	YNL112W
YIL035C	YGR145W
YIL035C	YIL131C
YIL035C	YMR290C
YIL035C	YBR010W
YIL035C	YMR172W
YIL035C	YDR225W
YIL035C	YNL132W
YIL035C	YNL308C
YIL035C	YDR116C
YIL035C	YLR002C
YIL035C	YPL093W
YIL035C	YOL041C
YIL035C	YNL061W
YIL035C	YPL043W
YIL035C	YGR103W
YIL035C	YER006W
YIL035C	YCL043C
YIL035C	YDR496C
YIL035C	YLR196W
YIL035C	YNL330C
YIL035C	YJL080C
YIL035C	YLR403W
YIL035C	YLR197W
YIL035C	YOL004W
YIL035C	YKL108W
YIL035C	YGL115W
YIL035C	YHR066W
YIL035C	YGR162W
YIL035C	YJL087C
YIL035C	YOR229W
YIL035C	YER084W
YIL035C	YHL035C
YIL035C	YDR381W
YGL019W	YOR039W
YGL019W	YIL131C
YGL019W	YNL061W
YGL019W	YOL004W
YGL019W	YGL115W
YGL019W	YGL127C
YGL019W	YGR068C
YOR039W	YIL131C
YOR039W	YGL254W
YOR039W	YMR172W
YOR039W	YMR309C
YOR039W	YPL093W
YOR039W	YGR103W
YOR039W	YNL330C
YOR039W	YBR079C
YOR039W	YPL235W
YOR039W	YER022W
YOR039W	YER103W
YOR039W	YDR429C
YOR039W	YOR302W
YNL298W	YHR061C
YNL298W	YNL243W
YGR108W	YPL124W
YPR119W	YNL135C
YPR119W	YKR048C
YPR119W	YBR024W
YPR119W	YER111C
YPR119W	YIL148W
YPR119W	YDR412W
YPR119W	YHR035W
YPR119W	YNR022C
YDL155W	YDR034C
YDL155W	YPL124W
YGR167W	YDR320C
YLR117C	YMR240C
YLR117C	YBR065C
YLR117C	YCL027W
YLR117C	YBR188C
YLR117C	YGL120C
YLR117C	YAL032C
YLR117C	YHR165C
YLR117C	YFL017W-A
YLR117C	YDR416W
YLR117C	YBR270C
YMR199W	YPL049C
YMR199W	YDR480W
YMR199W	YJL157C
YMR199W	YJR090C
YMR199W	YJR091C
YMR199W	YMR105C
YMR199W	YIL148W
YMR012W	YJL157C
YMR012W	YER133W
YMR012W	YDR148C
YMR012W	YBR142W
YMR012W	YDL043C
YMR012W	YER095W
YMR012W	YBR143C
YMR012W	YOL006C
YMR012W	YCR084C
YMR012W	YBL039C
YMR012W	YGR067C
YMR012W	YMR106C
YBR109C	YFR014C
YBR109C	YOL016C
YBR109C	YML057W
YBR109C	YDR155C
YBR109C	YHR028C
YBR109C	YBL047C
YBR109C	YLL051C
YBR109C	YGL141W
YBR109C	YBL076C
YBR109C	YBR011C
YBR109C	YPL242C
YBR109C	YGL106W
YBR109C	YFL003C
YBR109C	YOR326W
YBR109C	YKL129C
YBR109C	YAL029C
YBR109C	YMR109W
YBR109C	YJR073C
YBR109C	YMR105C
YBR109C	YER023W
YBR109C	YDR032C
YBR109C	YGR253C
YBR109C	YMR200W
YBR109C	YBR229C
YBR109C	YIL021W
YBR109C	YGL229C
YBR109C	YBR130C
YBR109C	YNL066W
YBR109C	YGR144W
YBR109C	YNL079C
YBR109C	YKL210W
YBR109C	YMR111C
YBR109C	YOR029W
YOL016C	YGL127C
YOL016C	YML055W
YML057W	YNL037C
YML057W	YLR096W
YML057W	YPR108W
YML057W	YKL081W
YML057W	YNL047C
YNL225C	YOR373W
YNL225C	YKL042W
YBR155W	YMR186W
YBR155W	YLL026W
YBR155W	YPL240C
YBR155W	YLR355C
YBR155W	YJR091C
YBR155W	YER081W
YBR155W	YGR234W
YGL223C	YER157W
YGL223C	YNL041C
YGL223C	YDR034C
YER157W	YPR105C
YER157W	YNL041C
YER157W	YDL005C
YER157W	YLR268W
YER157W	YFL038C
YPR105C	YGL153W
YPR105C	YMR181C
YPR105C	YOR164C
YPR105C	YOR331C
YNL041C	YJL191W
YNL041C	YLR386W
YNL041C	YDR115W
YNL041C	YDR229W
YGL005C	YGR119C
YDL145C	YJL157C
YDL145C	YNL284C
YDL145C	YJL117W
YDL145C	YEL060C
YDL145C	YDL043C
YDL145C	YPL010W
YDL145C	YLR268W
YDL145C	YDR238C
YDL145C	YIL076W
YDL145C	YKL108W
YDL145C	YIL147C
YDL145C	YGL081W
YDL145C	YMR106C
YDL145C	YOL087C
YNL336W	YNL130C
YBR302C	YML129C
YBR302C	YHR026W
YBR302C	YDR311W
YBR302C	YBR159W
YBR302C	YPL105C
YBR302C	YPR063C
YBR302C	YBR054W
YPL132W	YDR178W
YGL187C	YGL213C
YIL111W	YAR027W
YHR051W	YNL061W
YDR155C	YDL101C
YDR155C	YJR090C
YDR155C	YIL112W
YDR155C	YOL068C
YDR155C	YKL103C
YDR155C	YDL200C
YDR155C	YML095C
YDR155C	YPL235W
YDR155C	YER081W
YDR155C	YBR103W
YDR155C	YDR510W
YDR155C	YCR033W
YDR155C	YKR105C
YHR057C	YJR091C
YHR057C	YLR373C
YLR216C	YJR017C
YLR216C	YMR186W
YLR216C	YPL240C
YLR216C	YKL057C
YLR216C	YNR032W
YLR216C	YNL330C
YLR216C	YDR394W
YLR216C	YKL117W
YLR216C	YHR030C
YLR216C	YDR523C
YLR216C	YDR353W
YLR216C	YOR220W
YNR028W	YJR082C
YNR028W	YGL127C
YNR028W	YIL092W
YNR028W	YNL187W
YNL130C	YHR123W
YNL130C	YAL007C
YNL130C	YNL125C
YNL130C	YER039C
YNL130C	YIL114C
YNL130C	YBR159W
YGR218W	YMR180C
YGR218W	YDR016C
YGR218W	YOL149W
YGR218W	YNL118C
YGR218W	YEL015W
YGR218W	YOR371C
YGR218W	YLR293C
YGR218W	YLL060C
YGR218W	YOL133W
YGR218W	YDR499W
YGR218W	YOR177C
YGR218W	YML117W
YGR218W	YOR098C
YGR218W	YDR192C
YGR218W	YGR119C
YGR218W	YCR077C
YGR218W	YLR151C
YGR218W	YDL065C
YGR218W	YJL210W
YGR218W	YKL045W
YGR218W	YJR134C
YGR218W	YBL031W
YGR218W	YNL196C
YGR218W	YAL047C
YGR218W	YGL170C
YGR218W	YER022W
YGR218W	YGL097W
YGR218W	YPL120W
YGR218W	YML007W
YGR218W	YDR102C
YGR218W	YDR229W
YGR218W	YEL043W
YGR218W	YER004W
YGR218W	YFL068W
YGR218W	YJR061W
YGR218W	YJR083C
YGR218W	YMR124W
YGR218W	YDR002W
YOR031W	YGR035C
YGL238W	YLR293C
YGL238W	YDR170C
YGL238W	YNL236W
YKL049C	YPL018W
YMR025W	YDL216C
YNL232W	YGR158C
YNL232W	YDL111C
YNL232W	YCR035C
YNL232W	YDR280W
YNL232W	YHR069C
YNL232W	YGR195W
YCR086W	YGR155W
YCR086W	YLR291C
YCR086W	YHR061C
YCR086W	YPL093W
YCR086W	YOR098C
YCR086W	YDL214C
YCR086W	YML095C
YCR086W	YGL175C
YCR086W	YHR152W
YIL132C	YBL026W
YJR084W	YFL017W-A
YJR084W	YPR182W
YMR094W	YPL240C
YMR094W	YDR034C
YMR094W	YOR359W
YMR078C	YHR191C
YMR078C	YJR068W
YMR078C	YOL094C
YMR078C	YBR087W
YPL018W	YBR107C
YPL018W	YDR318W
YHR191C	YJR068W
YHR191C	YOL094C
YHR191C	YBR087W
YPL181W	YBR112C
YPL181W	YDR176W
YPL181W	YNL330C
YPL181W	YOL004W
YKL139W	YJL006C
YKL139W	YML112W
YKL139W	YNL132W
YKL139W	YDR432W
YKL139W	YLR403W
YKL139W	YDL047W
YKL139W	YBR169C
YJL006C	YML112W
YML112W	YNL118C
YML112W	YDR190C
YML112W	YDR169C
YML112W	YKL210W
YMR180C	YNL154C
YBR291C	YHR096C
YHR175W	YLR288C
YLR411W	YDR414C
YLR411W	YBR126C
YCR054C	YMR032W
YDR371W	YIR038C
YMR264W	YPL076W
YMR264W	YLR018C
YMR264W	YGL083W
YMR264W	YJR010C-A
YMR264W	YBR283C
YMR264W	YAR027W
YGR003W	YOL133W
YGR003W	YDR139C
YGR003W	YLR297W
YEL027W	YDR331W
YEL027W	YDL054C
YEL027W	YHR026W
YEL027W	YKL065C
YPL177C	YGR184C
YMR240C	YBR112C
YMR240C	YGL035C
YMR240C	YDL043C
YMR240C	YPL151C
YMR240C	YDL030W
YMR240C	YOR117W
YMR240C	YER029C
YMR240C	YFL017W-A
YMR240C	YPR182W
YMR240C	YBR152W
YMR240C	YMR125W
YMR240C	YPL016W
YNL286W	YDL043C
YDR482C	YJR091C
YDR482C	YAL016W
YGL128C	YGL120C
YGL128C	YAL032C
YGL128C	YHR165C
YNL245C	YIL046W
YDL209C	YAL032C
YDL209C	YHR165C
YDL209C	YPR182W
YDL209C	YLR426W
YCL007C	YER071C
YML054C	YNR017W
YML054C	YPL063W
YJR048W	YLR288C
YJR048W	YHR098C
YOR037W	YML026C
YOR037W	YLR268W
YOR037W	YPR086W
YOR037W	YCL056C
YBR112C	YGL035C
YBR112C	YDR043C
YBR112C	YNL167C
YBR112C	YCR084C
YDR430C	YDR171W
YDR430C	YNL071W
