YMR056C	YNR056C
YLR074C	YDR225W
YLR074C	YKL085W
YLR074C	YOL041C
YLR074C	YFL006W
YOR299W	YOR049C
YOR299W	YPR054W
YOR299W	YGL095C
YOR299W	YNL246W
YOR299W	YGR294W
YOR299W	YKL082C
YOR299W	YKR070W
YLR353W	YMR047C
YLR353W	YBR027C
YLR353W	YKL082C
YHR114W	YPL111W
YHR114W	YJL065C
YHR114W	YDR069C
YHR114W	YGL222C
YHR114W	YER032W
YHR114W	YJR090C
YHR114W	YML121W
YHR114W	YEL017W
YHR114W	YGL018C
YHR114W	YDR148C
YHR114W	YBR205W
YHR114W	YFL018C
YHR114W	YKL129C
YHR114W	YPL174C
YHR114W	YOR281C
YHR114W	YGL037C
YHR114W	YML092C
YHR114W	YDR529C
YHR114W	YPR094W
YHR114W	YBR192W
YHR114W	YGL189C
YHR114W	YGR215W
YHR114W	YER125W
YHR114W	YJL047C
YHR114W	YBL007C
YHR114W	YDR515W
YHR114W	YOL018C
YHR114W	YDL015C
YHR114W	YIL156W
YHR114W	YDL037C
YHR114W	YDL172C
YHR114W	YDR056C
YHR114W	YDR319C
YHR114W	YJL152W
YHR114W	YKR032W
YHR114W	YLR064W
YHR114W	YLR112W
YHR114W	YNL092W
YNL278W	YLR216C
YFL028C	YDR443C
YJR122W	YHR158C
YNL288W	YGR092W
YNL288W	YIL038C
YNL288W	YDR443C
YNL288W	YPR086W
YKR036C	YIL142W
YKR036C	YDR188W
YKR036C	YGR092W
YKR036C	YDR443C
YKR036C	YPL042C
YKR036C	YDR212W
YER048C	YDR342C
YER048C	YPL205C
YFL029C	YPR161C
YFL029C	YPR054W
YIL034C	YCL009C
YIL034C	YBR119W
YIL034C	YBR173C
YIL034C	YBR096W
YIL034C	YCL022C
YIL034C	YBR264C
YPL111W	YKL104C
YPL111W	YBR011C
YPL111W	YGR136W
YPL111W	YKL085W
YPL111W	YMR235C
YPL111W	YML064C
YLR438W	YJR017C
YLR438W	YIR005W
YLR438W	YLL019C
YLR438W	YLR328W
YLR438W	YMR059W
YLR438W	YHL025W
YOR125C	YBL045C
YOR125C	YGL192W
YOR125C	YJL068C
YPL178W	YDL087C
YPL178W	YDR034C
YPL178W	YBR119W
YPL178W	YPL190C
YPL178W	YHR086W
YPL178W	YNL251C
YPL178W	YML049C
YPL178W	YLR275W
YNL161W	YBR018C
YNL161W	YIL106W
YNL161W	YDR293C
YNL161W	YMR304W
YGR174C	YDL054C
YKL011C	YDR155C
YKL011C	YBR278W
YKL011C	YDL101C
YKL011C	YMR201C
YKL011C	YEL024W
YKL011C	YGL137W
YKL011C	YGR184C
YKL011C	YHR033W
YPR025C	YOR173W
YPR025C	YDR508C
YPR025C	YPL031C
YPR025C	YLR373C
YKR066C	YJR048W
YIL142W	YGL116W
YIL142W	YGL190C
YIL142W	YGL003C
YIL142W	YJL106W
YIL142W	YDR142C
YIL142W	YDR030C
YIL142W	YGL137W
YIL142W	YMR054W
YIL142W	YBR198C
YIL142W	YDR212W
YDL143W	YDL052C
YDR188W	YGL190C
YDR188W	YMR049C
YDR188W	YDR142C
YDR188W	YPL151C
YDR188W	YDR030C
YDR188W	YGL137W
YDR188W	YMR028W
YDR188W	YDR128W
YJL111W	YMR028W
YLR110C	YLR453C
YLR215C	YNL116W
YFR028C	YGL003C
YFR028C	YMR049C
YFR028C	YJR091C
YFR028C	YKL150W
YFR028C	YGL115W
YFR028C	YPR069C
YFR028C	YML064C
YFR028C	YBR126C
YAR019C	YGR092W
YAR019C	YML064C
YAR019C	YDL185W
YKL022C	YFR036W
YKL022C	YGL003C
YKL022C	YDR386W
YKL022C	YDR369C
YGL116W	YPR119W
YGL116W	YJL030W
YGL116W	YJL013C
YGL116W	YKL085W
YGL116W	YDR212W
YOR074C	YPR086W
YLR310C	YJL005W
YLR310C	YLL017W
YFR036W	YJR091C
YDR054C	YFL009W
YDR054C	YDL132W
YDR054C	YGL070C
YDR054C	YNL236W
YLR314C	YDR409W
YLR103C	YER088C
YLR103C	YBL023C
YLR103C	YNL330C
YLR274W	YBR202W
YLR274W	YBL023C
YFL009W	YDL132W
YFL009W	YLR079W
YDL132W	YJR090C
YDL132W	YLR368W
YDL132W	YIL046W
YDL132W	YLR079W
YDL132W	YPL258C
YDL132W	YBR280C
YDL132W	YDR306C
YDL132W	YJL149W
YDL132W	YLR352W
YDL132W	YDR285W
YGL190C	YJR138W
YGL190C	YDR212W
YGL190C	YLR373C
YGL190C	YHR033W
YGL190C	YDR381W
YGL190C	YMR273C
YGL190C	YML109W
YMR001C	YGL003C
YMR001C	YDR052C
YMR001C	YDR386W
YMR001C	YJL187C
YMR001C	YNL092W
YDL164C	YHR178W
YDL164C	YOR378W
YGL003C	YPR119W
YGL003C	YMR304W
YMR168C	YPL018W
YLR098C	YDR034C
YLR098C	YDL076C
YBR274W	YKL104C
YBR274W	YMR255W
YBR274W	YJL036W
YBR274W	YNL234W
YER026C	YBR036C
YER026C	YMR215W
YER026C	YJR010C-A
YER026C	YDR307W
YJL099W	YPL242C
YJL099W	YJR091C
YJL099W	YDR079W
YJL099W	YLR424W
YEL061C	YLR453C
YEL061C	YLR454W
YDR022C	YGL237C
YDR022C	YGL070C
YNR001C	YKL085W
YPR001W	YER103W
YPR119W	YDR386W
YPR119W	YBR024W
YPR119W	YJL187C
YPR119W	YER111C
YLR210W	YGR205W
YLR117C	YBR065C
YLR117C	YLL036C
YLR117C	YAL032C
YLR117C	YML049C
YLR117C	YBL050W
YLR117C	YKL173W
YLR117C	YGR129W
YLR117C	YBR190W
YMR199W	YDR480W
YMR199W	YJR090C
YMR199W	YJR091C
YMR199W	YPL031C
YAL040C	YJL013C
YAL040C	YPL014W
YMR012W	YBR017C
YMR012W	YDR148C
YMR012W	YBR136W
YMR012W	YBR055C
YMR012W	YMR059W
YMR012W	YIR001C
YMR012W	YBR143C
YMR012W	YGR274C
YMR012W	YML064C
YMR012W	YBL039C
YMR012W	YGR067C
YML057W	YNL290W
YML057W	YPR108W
YML057W	YNL047C
YLR433C	YLR453C
YLR433C	YDR388W
YLR433C	YDL186W
YLR433C	YNL047C
YLR433C	YOR324C
YLL050C	YJL005W
YLL050C	YJR090C
YLL050C	YLR453C
YLL050C	YMR059W
YLL050C	YNL138W
YLL050C	YML064C
YLL050C	YGL179C
YPR105C	YLR026C
YPR105C	YMR181C
YPR105C	YOR331C
YGL005C	YGR119C
YGL005C	YLR453C
YNR041C	YLR222C
YNR041C	YLR373C
YML110C	YGL115W
YBL045C	YNL118C
YBL045C	YMR047C
YBL045C	YDL179W
YBL045C	YDR388W
YBL045C	YGL137W
YBL045C	YMR059W
YBL045C	YLR442C
YBL045C	YPR054W
YBL045C	YML064C
YNR075W	YJR001W
YNL336W	YNL130C
YBR302C	YHR026W
YBR302C	YBR159W
YBR302C	YOR192C
YBR302C	YPL105C
YBR302C	YPR063C
YFL062W	YCR075C
YFL062W	YMR306W
YFL062W	YML048W
YFL062W	YBR159W
YFL062W	YDR307W
YFL062W	YGL042C
YFL062W	YJL059W
YJR161C	YBR159W
YPL132W	YDR178W
YHR051W	YDL067C
YDL067C	YDR318W
YDR155C	YDL101C
YDR155C	YJR090C
YDR155C	YGL194C
YDR155C	YIR005W
YDR155C	YDL200C
YDR155C	YMR059W
YDR155C	YDR510W
YDR155C	YOR290C
YDR155C	YML064C
YDR155C	YKR105C
YDR155C	YNL157W
YHR057C	YJR091C
YHR057C	YLR373C
YHR057C	YKL023W
YML078W	YML064C
YLR216C	YJR017C
YLR216C	YIR037W
YLR216C	YKL057C
YLR216C	YNR032W
YLR216C	YNL330C
YLR216C	YKL117W
YLR216C	YGL137W
YLR216C	YDR353W
YLR216C	YDR128W
YNR028W	YJL045W
YNL130C	YHR110W
YNL130C	YBR159W
YOR031W	YGR035C
YNR010W	YDL005C
YNR010W	YOR174W
YNR010W	YBL093C
YBR036C	YJL196C
YBR036C	YHR110W
YBR036C	YGR284C
YBR036C	YMR306W
YBR036C	YMR215W
YBR036C	YML048W
YBR036C	YCL052C
YBR036C	YHR026W
YBR036C	YDL015C
YBR036C	YBR159W
YBR036C	YLL048C
YBR036C	YDR307W
YBR036C	YKL065C
YBR036C	YPL264C
YMR048W	YLR368W
YMR048W	YER063W
YMR048W	YNL273W
YMR048W	YLR373C
YMR048W	YOL131W
YPL018W	YCL039W
YPL018W	YDR318W
YHR191C	YJR068W
YHR191C	YNL290W
YPL181W	YGR252W
YPL181W	YNL330C
YPL181W	YDR388W
YPL181W	YDL076C
YPL181W	YDR392W
YHR109W	YGR071C
YDR371W	YIR038C
YDL209C	YAL032C
YML054C	YPL063W
YJL005W	YGR092W
YJL005W	YMR059W
YJL005W	YNL138W
YOR065W	YHR195W
YDR016C	YKR037C
YIR032C	YBR126C
YJR152W	YPR003C
YNL314W	YJR066W
YLR037C	YJR091C
YPR111W	YPR160W
YPR111W	YIL106W
YGR092W	YPR160W
YGR092W	YIL106W
YGR092W	YGL137W
YGR092W	YPL042C
YGR092W	YDL185W
YGR092W	YBR126C
YGR092W	YLR424W
YDR052C	YBL023C
YOR180C	YFL018C
YNL118C	YKR054C
YNL118C	YEL015W
YNL118C	YPR160W
YNL118C	YOL151W
YNL118C	YGL173C
YNL118C	YER112W
YNL118C	YMR080C
YNL118C	YKR031C
YNL118C	YCR076C
YNL118C	YKL133C
YNL118C	YOR093C
YLR270W	YLR081W
YOR173W	YHR152W
YER143W	YJR141W
YER143W	YNR071C
YMR173W	YPR096C
YIL049W	YLR373C
YOR245C	YGL053W
YOR245C	YBL050W
YKL078W	YGL137W
YDL024C	YEL017W
YDR403W	YKR053C
YER179W	YFL016C
YER179W	YBR073W
YER179W	YOR191W
YER179W	YML064C
YER179W	YIL105C
YER179W	YOR285W
YOR005C	YDR225W
YOR005C	YIL125W
YOR005C	YDR198C
YOR005C	YGL146C
YOR005C	YPL110C
YDR069C	YBR221C
YDR069C	YBL064C
YER088C	YDL076C
YBR278W	YMR290C
YBR278W	YJR091C
YBR278W	YNL262W
YBR278W	YLR181C
YBR278W	YIL006W
YDR284C	YBR298C
YDR284C	YPL147W
YDR284C	YHL017W
YDR284C	YKR088C
YMR276W	YHR027C
YMR276W	YIL075C
YMR276W	YDR427W
YPR017C	YMR246W
YPR017C	YFL038C
YDL101C	YJL092W
YDL101C	YPL269W
YDL101C	YBR205W
YDL101C	YDL200C
YDL101C	YBR035C
YDL101C	YDR030C
YDL101C	YER125W
YDL101C	YJR104C
YDL101C	YOR332W
YDL101C	YFL030W
YDL101C	YMR226C
YBR208C	YBR221C
YKR054C	YDL181W
YKR054C	YHR158C
YKR054C	YMR117C
YKL204W	YGL137W
YBL001C	YDR510W
YBL001C	YER067W
YHL030W	YBR017C
YHL030W	YNL132W
YHL030W	YML092C
YHL030W	YBL056W
YHL030W	YHR200W
YHL030W	YOR261C
YHL030W	YKL145W
YHL030W	YDR388W
YHL030W	YDL052C
YHL030W	YBR143C
YBR065C	YLL036C
YBR065C	YPL151C
YLR436C	YDR388W
YLR436C	YMR304W
YER176W	YER122C
YBR076W	YJR091C
YGL222C	YJR091C
YER035W	YDR318W
YEL015W	YER032W
YEL015W	YGL173C
YEL015W	YIL046W
YEL015W	YER105C
YEL015W	YBL066C
YEL015W	YLR082C
YEL015W	YML064C
YEL015W	YOR285W
YJL196C	YHR110W
YJL196C	YMR215W
YJL196C	YGL053W
YJL196C	YJR010C-A
YJL196C	YDL015C
YJL196C	YBR159W
YJL196C	YDR307W
YJL196C	YKL065C
YJL196C	YPR028W
YDR516C	YCL040W
YDR516C	YJR091C
YFL048C	YGL212W
YFL048C	YBR159W
YFL048C	YKL065C
YFL048C	YPR003C
YNL084C	YHR158C
YNL084C	YPL174C
YNL084C	YIR006C
YNL084C	YBL007C
YDL161W	YIR006C
YMR049C	YLR300W
YMR049C	YMR290C
YMR049C	YDR342C
YMR049C	YJR091C
YMR049C	YDR386W
YMR049C	YER120W
YMR049C	YLR369W
YMR049C	YPL258C
YLR246W	YOL110W
YLR246W	YKL146W
YPL028W	YBR055C
YPL028W	YGR223C
YHR007C	YKL201C
YHR007C	YNL070W
YHR007C	YLL048C
YML126C	YJR091C
YML126C	YMR059W
YGR175C	YGR289C
YGR175C	YDR086C
YJL167W	YBR055C
YJL167W	YDR369C
YJL167W	YDL186W
YER044C	YDR034C
YGL012W	YMR215W
YHR190W	YIR038C
YHR190W	YLR453C
YHR190W	YNL083W
YAR002C-A	YML012W
YAR002C-A	YJR091C
YAR002C-A	YGR132C
YHR110W	YGR284C
YHR110W	YML048W
YHR110W	YAR031W
YHR110W	YBR069C
YHR110W	YBR159W
YHR110W	YKL065C
YML012W	YGL142C
YML012W	YLR208W
YML012W	YIL109C
YML012W	YDL195W
YML012W	YMR054W
YML012W	YLR124W
YGR284C	YMR215W
YGR284C	YOL132W
YGR284C	YGR289C
YGR284C	YCR024C-A
YGR284C	YHR026W
YGR284C	YJR010C-A
YGR284C	YBR283C
YGR284C	YBR069C
YGR284C	YPR156C
YGR284C	YDL015C
YGR284C	YPL264C
YPR037C	YPR156C
YMR219W	YDR227W
YJR017C	YLL026W
YJR017C	YDR343C
YJR017C	YHR027C
YJR017C	YPR086W
YJR017C	YGR186W
YJR017C	YDR457W
YJR017C	YHR033W
YLR233C	YNL132W
YLR233C	YPL012W
YLR233C	YDR087C
YLR233C	YKL020C
YLR300W	YOL126C
YJL085W	YDR388W
YJL085W	YIL068C
YJL085W	YLR247C
YMR246W	YOL126C
YMR246W	YDR129C
YMR246W	YML064C
YNL127W	YMR052W
YNL127W	YGL251C
YNL127W	YLR371W
YNL127W	YDR050C
YNL127W	YDR200C
YMR052W	YJR091C
YMR052W	YLR453C
YMR052W	YDR200C
YMR052W	YDL133W
YMR052W	YLR200W
YLR377C	YML121W
YLR377C	YML064C
YJL155C	YER112W
YER032W	YHR152W
YER032W	YDR259C
YER032W	YLR456W
YER032W	YJR110W
YIL065C	YJR091C
YIL065C	YLR321C
YER109C	YGL070C
YKL220C	YDR508C
YBR207W	YOL132W
YBR207W	YER110C
YBR207W	YOR068C
YAL035W	YER142C
YAL035W	YIR001C
YAL035W	YLR241W
YIL097W	YCL039W
YPR136C	YDR034C
YNL133C	YLR453C
YGR196C	YLR200W
YBR179C	YDR142C
YBR019C	YOL150C
YBR018C	YGL137W
YBR018C	YPR054W
YKR039W	YBR159W
YMR215W	YML048W
YMR215W	YBR283C
YMR215W	YPL234C
YMR215W	YPR156C
YMR215W	YDL015C
YMR215W	YBR159W
YMR215W	YKL065C
YMR215W	YGL198W
YMR215W	YPR028W
YOL132W	YML048W
YOL132W	YOR099W
YOL132W	YBR199W
YOL132W	YJL041W
YOL132W	YDL232W
YOL132W	YCR024C-A
YOL132W	YMR274C
YOL132W	YIR022W
YOL132W	YOL018C
YOL132W	YBR058C
YOL132W	YBR159W
YCL011C	YDR138W
YCL011C	YDR381W
YDR283C	YBR055C
YDR283C	YKL173W
YEL009C	YDR308C
YEL009C	YPL042C
YEL009C	YGR274C
YEL009C	YBR198C
YGR252W	YCL010C
YGR252W	YHR099W
YGR252W	YMR223W
YOR120W	YBR055C
YOR355W	YJL092W
YOR355W	YNL236W
YOR355W	YDR207C
YKL104C	YHR200W
YKL104C	YDR170C
YKL104C	YLR058C
YKL104C	YBR238C
YKL104C	YGL081W
YKL104C	YKL161C
YHR061C	YDR309C
YHR061C	YMR032W
YHR061C	YCL032W
YHR061C	YKL082C
YHR061C	YMR273C
YHR061C	YML109W
YDR309C	YCL032W
YDR309C	YKL082C
YDR309C	YMR273C
YDR309C	YML109W
YCL039W	YDR342C
YCL039W	YMR047C
YCL039W	YDR255C
YCL039W	YDL185W
YCL039W	YBR105C
YCL039W	YIL017C
YBR045C	YER054C
YER054C	YPR160W
YER054C	YKL085W
YLR094C	YMR047C
YLR094C	YLR453C
YML006C	YDR477W
YJL137C	YFR015C
YER122C	YJL030W
YER122C	YGL137W
YDL171C	YBL023C
YDL171C	YMR117C
YDL171C	YPR086W
YGR256W	YMR059W
YDR508C	YOR123C
YDR508C	YLR373C
YDR508C	YBR159W
YDR508C	YMR279C
YER020W	YAL056W
YER020W	YNL124W
YOL059W	YBR058C
YPR160W	YBR055C
YPR160W	YAL017W
YPR160W	YGL115W
YKL026C	YFL051C
YOL151W	YGR111W
YJR090C	YMR032W
YJR090C	YBR284W
YPL059W	YMR032W
YPL059W	YIL105C
YPL059W	YJL162C
YPL059W	YNL047C
YML048W	YIR038C
YML048W	YHR094C
YML048W	YMR011W
YML048W	YHR096C
YML048W	YBR298C
YML048W	YJR010C-A
YML048W	YBR283C
YML048W	YBR069C
YML048W	YPR156C
YML048W	YDL015C
YML048W	YDL210W
YML048W	YJL222W
YML048W	YBR159W
YML048W	YDR307W
YML048W	YPL264C
YOR185C	YBR017C
YOR185C	YJR074W
YOR185C	YER009W
YOR185C	YMR235C
YOR185C	YDL193W
YFR015C	YDR259C
YFR015C	YGL081W
YML121W	YGR163W
YGR163W	YCR015C
YGR163W	YGR203W
YIR038C	YEL017W
YIR038C	YLR026C
YIR038C	YDL089W
YIR038C	YNL234W
YLR289W	YPL170W
YGL084C	YJR091C
YGL084C	YNL058C
YPL189W	YDR086C
YPL189W	YBR159W
YMR192W	YDR388W
YPL249C	YDR388W
YJL044C	YDR407C
YJL044C	YMR218C
YFL027C	YKL195W
YPR008W	YDR335W
YGL237C	YBR011C
YGL237C	YPR069C
YGL237C	YGR146C
YGL237C	YPL166W
YGL237C	YDR381W
YMR290C	YML064C
YEL056W	YBR272C
YDR295C	YOL090W
YDR295C	YJR112W
YDR295C	YMR117C
YPR179C	YOL090W
YOR176W	YBR017C
YPL127C	YER142C
YPL127C	YDR386W
YOR038C	YDR225W
YOR038C	YOR290C
YOR038C	YJL176C
YML075C	YLR207W
YML075C	YLL005C
YML075C	YBR159W
YML075C	YNR009W
YML075C	YOR102W
YML075C	YPL264C
YLR205C	YJR091C
YDL125C	YJR091C
YDL125C	YER075C
YMR032W	YJL039C
YMR032W	YLR337C
YMR032W	YOR324C
YLR113W	YMR172W
YLR113W	YOR208W
YLR113W	YER075C
YLR113W	YLR362W
YLR113W	YDR359C
YJR139C	YDR388W
YGL194C	YMR273C
YPR193C	YCL032W
YPR193C	YML064C
YJL092W	YDR510W
YLR207W	YGL042C
YOR267C	YGL115W
YOL123W	YBR017C
YOL123W	YFL018C
YOL123W	YMR080C
YOL123W	YMR047C
YOL123W	YCL032W
YOL123W	YDR350C
YHL002W	YNL239W
YHL002W	YNL015W
YHL002W	YCL008C
YHL002W	YIL156W
YHL002W	YDR259C
YHL002W	YNR005C
YHL002W	YPR115W
YBR133C	YBR055C
YBR133C	YJL187C
YBR272C	YOR261C
YBR272C	YDR427W
YBR272C	YBL050W
YLL026W	YJR062C
YLL026W	YMR047C
YLL026W	YGR119C
YLL026W	YGR205W
YLL026W	YKL215C
YOR020C	YLR259C
YOR020C	YNL173C
YOR020C	YMR047C
YOR020C	YML092C
YOR020C	YBL056W
YOR020C	YML064C
YBR072W	YML064C
YDR225W	YLR442C
YDR225W	YLR222C
YDR225W	YLR247C
YBL003C	YBR017C
YOL012C	YBR114W
YOR284W	YDR388W
YOR284W	YBL007C
YOR284W	YNL243W
YOR284W	YML064C
YFL011W	YMR004W
YFL011W	YJL222W
YHR094C	YKL065C
YHR096C	YDL095W
YHR096C	YLL020C
YDR343C	YER125W
YDR343C	YKL193C
YDR342C	YDR034C
