YAL001C	YGR047C
YCL059C	YDL014W
YCL059C	YDL213C
YCL059C	YJR145C
YCL059C	YLR186W
YCL059C	YLR197W
YCL059C	YMR229C
YCL059C	YMR290C
YCL059C	YNL132W
YCL059C	YPL217C
YCR020W-B	YFR037C
YCR020W-B	YGR275W
YCR020W-B	YIL126W
YCR020W-B	YKR008W
YCR020W-B	YLR357W
YCR020W-B	YML127W
YCR020W-B	YMR091C
YCR020W-B	YPR034W
YCR033W	YGL194C
YCR057C	YDL014W
YCR057C	YDR064W
YCR057C	YDR324C
YCR057C	YDR449C
YCR057C	YGR090W
YCR057C	YGR128C
YCR057C	YHR196W
YCR057C	YJL069C
YCR057C	YJL109C
YCR057C	YJR145C
YCR057C	YLR129W
YCR057C	YLR186W
YCR057C	YLR197W
YCR057C	YMR093W
YCR057C	YNL075W
YCR057C	YNL132W
YCR057C	YOR145C
YCR057C	YPL126W
YCR057C	YPL217C
YCR057C	YPL266W
YCR057C	YPR137W
YCR060W	YPL235W
YCR063W	YDL030W
YCR063W	YHR165C
YCR063W	YLL036C
YCR063W	YML049C
YCR063W	YMR213W
YCR063W	YPL151C
YCR063W	YPR101W
YCR071C	YDR296W
YCR071C	YDR322W
YCR071C	YGR220C
YCR071C	YJL063C
YCR071C	YKL167C
YCR071C	YKR006C
YCR071C	YLR439W
YCR071C	YML025C
YCR071C	YMR024W
YCR071C	YNL252C
YCR071C	YOR150W
YCR093W	YGR134W
YCR093W	YNR052C
YDL002C	YDR190C
YDL002C	YER092W
YDL002C	YFL039C
YDL002C	YPL235W
YDL005C	YDR308C
YDL005C	YER022W
YDL005C	YGL025C
YDL005C	YGL127C
YDL005C	YLR071C
YDL005C	YNL236W
YDL005C	YOL135C
YDL005C	YPR070W
YDL005C	YPR168W
YDL014W	YDL082W
YDL014W	YDR064W
YDL014W	YDR324C
YDL014W	YDR449C
YDL014W	YGL030W
YDL014W	YGL120C
YDL014W	YGR085C
YDL014W	YGR090W
YDL014W	YGR128C
YDL014W	YJL033W
YDL014W	YJL109C
YDL014W	YJR145C
YDL014W	YLL045C
YDL014W	YLR075W
YDL014W	YLR129W
YDL014W	YLR186W
YDL014W	YLR197W
YDL014W	YMR093W
YDL014W	YMR229C
YDL014W	YMR290C
YDL014W	YMR309C
YDL014W	YNL069C
YDL014W	YNL132W
YDL014W	YOR096W
YDL014W	YOR206W
YDL014W	YPL012W
YDL014W	YPL126W
YDL014W	YPL217C
YDL014W	YPR137W
YDL030W	YDL043C
YDL030W	YDL098C
YDL030W	YER029C
YDL030W	YER172C
YDL030W	YHR165C
YDL030W	YLL036C
YDL030W	YML049C
YDL030W	YMR240C
YDL030W	YMR288W
YDL030W	YOR308C
YDL030W	YOR319W
YDL030W	YPL151C
YDL030W	YPL213W
YDL030W	YPR082C
YDL030W	YPR101W
YDL040C	YHR013C
YDL043C	YER029C
YDL043C	YHR165C
YDL043C	YML049C
YDL043C	YMR240C
YDL043C	YMR288W
YDL043C	YOR319W
YDL043C	YPL213W
YDL044C	YLR139C
YDL051W	YDL092W
YDL051W	YML105C
YDL051W	YPL210C
YDL051W	YPL243W
YDL051W	YPR088C
YDL060W	YDR064W
YDL060W	YGR054W
YDL060W	YGR081C
YDL060W	YJR145C
YDL060W	YNL207W
YDL060W	YOR096W
YDL060W	YPL012W
YDL060W	YPL266W
YDL075W	YDL082W
YDL075W	YDR012W
YDL075W	YDR064W
YDL075W	YDR101C
YDL075W	YFR031C-A
YDL075W	YGL030W
YDL075W	YGL076C
YDL075W	YGL103W
YDL075W	YGR085C
YDL075W	YGR103W
YDL075W	YJL177W
YDL075W	YJR123W
YDL075W	YKL180W
YDL075W	YLL045C
YDL075W	YLR075W
YDL075W	YLR287C-A
YDL075W	YLR340W
YDL075W	YLR367W
YDL075W	YLR448W
YDL075W	YML073C
YDL075W	YMR194W
YDL075W	YNL002C
YDL075W	YNL069C
YDL075W	YNL301C
YDL075W	YOL127W
YDL075W	YOR096W
YDL075W	YPL012W
YDL075W	YPL090C
YDL076C	YIL084C
YDL076C	YNL097C
YDL076C	YOL004W
YDL076C	YPL139C
YDL077C	YDR080W
YDL077C	YLR148W
YDL077C	YLR396C
YDL077C	YMR231W
YDL077C	YPL045W
YDL082W	YDR012W
YDL082W	YDR064W
YDL082W	YEL054C
YDL082W	YFR031C-A
YDL082W	YGL030W
YDL082W	YGL076C
YDL082W	YGL103W
YDL082W	YGR085C
YDL082W	YGR103W
YDL082W	YHL033C
YDL082W	YHR010W
YDL082W	YHR216W
YDL082W	YJL177W
YDL082W	YJR123W
YDL082W	YJR145C
YDL082W	YKL172W
YDL082W	YKL180W
YDL082W	YLL045C
YDL082W	YLR075W
YDL082W	YLR287C-A
YDL082W	YLR340W
YDL082W	YLR441C
YDL082W	YLR448W
YDL082W	YML073C
YDL082W	YMR194W
YDL082W	YMR290C
YDL082W	YNL069C
YDL082W	YNL178W
YDL082W	YNL301C
YDL082W	YOL041C
YDL082W	YOL127W
YDL082W	YOR096W
YDL082W	YOR272W
YDL082W	YPL090C
YDL082W	YPL093W
YDL087C	YER029C
YDL087C	YHR165C
YDL087C	YIL061C
YDL087C	YKL012W
YDL087C	YLR298C
YDL087C	YML049C
YDL092W	YML105C
YDL092W	YPL210C
YDL092W	YPL243W
YDL092W	YPR088C
YDL098C	YDR378C
YDL098C	YER029C
YDL098C	YER172C
YDL098C	YHR165C
YDL098C	YML049C
YDL098C	YMR240C
YDL098C	YMR268C
YDL098C	YMR288W
YDL098C	YNL147W
YDL098C	YOR308C
YDL098C	YPL213W
YDL098C	YPR082C
YDL102W	YJR006W
YDL102W	YJR043C
YDL108W	YDR460W
YDL112W	YKL182W
YDL116W	YGL100W
YDL116W	YKL057C
YDL116W	YLR208W
YDL131W	YDL182W
YDL143W	YGL195W
YDL143W	YIL142W
YDL143W	YOR281C
YDL145C	YDR238C
YDL145C	YFR051C
YDL145C	YIL076W
YDL145C	YPL010W
YDL147W	YDR363W-A
YDL147W	YER021W
YDL147W	YFR052W
YDL147W	YGR232W
YDL147W	YHL030W
YDL147W	YIL071C
YDL147W	YMR191W
YDL150W	YDR045C
YDL150W	YJL011C
YDL150W	YKR025W
YDL150W	YNL113W
YDL150W	YNL151C
YDL150W	YNR003C
YDL150W	YOR116C
YDL150W	YOR207C
YDL150W	YOR210W
YDL150W	YOR224C
YDL150W	YPR110C
YDL150W	YPR187W
YDL155W	YLR079W
YDL160C	YDR378C
YDL160C	YER112W
YDL160C	YJL124C
YDL160C	YNL147W
YDL160C	YOR308C
YDL160C	YPR082C
YDL165W	YPR072W
YDL188C	YML109W
YDL188C	YMR273C
YDL188C	YOR014W
YDR001C	YDR099W
YDR012W	YFR031C-A
YDR012W	YGL103W
YDR012W	YGR085C
YDR012W	YHL033C
YDR012W	YJL177W
YDR012W	YJR123W
YDR012W	YJR145C
YDR012W	YKL180W
YDR012W	YLL045C
YDR012W	YLR340W
YDR012W	YLR441C
YDR012W	YLR448W
YDR012W	YML073C
YDR012W	YMR194W
YDR012W	YMR290C
YDR012W	YNL069C
YDR012W	YNL178W
YDR012W	YNL301C
YDR012W	YOL041C
YDR012W	YOL127W
YDR012W	YOR096W
YDR012W	YPL090C
YDR016C	YDR201W
YDR016C	YKL052C
YDR022C	YLR423C
YDR027C	YDR484W
YDR027C	YJL029C
YDR036C	YDR175C
YDR036C	YDR347W
YDR036C	YJR101W
YDR036C	YKL155C
YDR036C	YMR188C
YDR036C	YNL137C
YDR036C	YNL306W
YDR036C	YPL118W
YDR045C	YJL011C
YDR045C	YKR025W
YDR045C	YNL113W
YDR045C	YNL151C
YDR045C	YNR003C
YDR045C	YOR116C
YDR045C	YOR207C
YDR045C	YOR224C
YDR064W	YDR449C
YDR064W	YFR031C-A
YDR064W	YGL030W
YDR064W	YGL103W
YDR064W	YGL120C
YDR064W	YGR054W
YDR064W	YGR085C
YDR064W	YGR090W
YDR064W	YHL015W
YDR064W	YHL034C
YDR064W	YJL177W
YDR064W	YJR123W
YDR064W	YJR145C
YDR064W	YKL180W
YDR064W	YLL045C
YDR064W	YLR075W
YDR064W	YLR129W
YDR064W	YLR186W
YDR064W	YLR197W
YDR064W	YLR287C-A
YDR064W	YLR367W
YDR064W	YLR432W
YDR064W	YLR441C
YDR064W	YLR448W
YDR064W	YML026C
YDR064W	YML073C
YDR064W	YMR093W
YDR064W	YMR116C
YDR064W	YMR194W
YDR064W	YMR230W
YDR064W	YNL069C
YDR064W	YNL132W
YDR064W	YNL178W
YDR064W	YNL207W
YDR064W	YNL301C
YDR064W	YOL127W
YDR064W	YOR096W
YDR064W	YOR145C
YDR064W	YPL012W
YDR064W	YPL090C
YDR064W	YPL126W
YDR064W	YPL217C
YDR064W	YPL266W
YDR064W	YPR189W
YDR073W	YJL176C
YDR080W	YLR148W
YDR080W	YLR396C
YDR080W	YMR231W
YDR080W	YPL045W
YDR087C	YGL111W
YDR087C	YGR085C
YDR087C	YHR088W
YDR087C	YMR049C
YDR087C	YMR290C
YDR087C	YNL002C
YDR087C	YOR206W
YDR087C	YOR272W
YDR087C	YPL211W
YDR087C	YPR016C
YDR091C	YMR146C
YDR091C	YMR309C
YDR091C	YOR096W
YDR091C	YPR041W
YDR099W	YGL252C
YDR101C	YGL030W
YDR101C	YGL099W
YDR101C	YGL103W
YDR101C	YGR103W
YDR101C	YGR245C
YDR101C	YLL045C
YDR101C	YLR106C
YDR101C	YNL002C
YDR101C	YNL182C
YDR101C	YPL093W
YDR101C	YPL211W
YDR101C	YPR016C
YDR118W	YKL022C
YDR118W	YLR127C
YDR118W	YNL172W
YDR127W	YMR186W
YDR145W	YDR167W
YDR145W	YDR176W
YDR145W	YDR448W
YDR145W	YER148W
YDR145W	YGR274C
YDR145W	YHR099W
YDR145W	YML015C
YDR145W	YMR005W
YDR145W	YOL148C
YDR152W	YGR173W
YDR167W	YDR176W
YDR167W	YDR448W
YDR167W	YGR274C
YDR167W	YML015C
YDR167W	YMR005W
YDR167W	YMR223W
YDR167W	YOL148C
YDR175C	YDR347W
YDR175C	YGR165W
YDR175C	YGR215W
YDR175C	YJR101W
YDR175C	YKL155C
YDR175C	YMR188C
YDR175C	YNL137C
YDR175C	YNL306W
YDR175C	YOR158W
YDR175C	YPL013C
YDR175C	YPL118W
YDR176W	YDR448W
YDR176W	YGR274C
YDR176W	YHR099W
YDR176W	YMR223W
YDR176W	YOL148C
YDR190C	YER092W
YDR190C	YFL039C
YDR190C	YLR085C
YDR190C	YMR072W
YDR190C	YOR304W
YDR190C	YPL235W
YDR195W	YGR156W
YDR195W	YJR093C
YDR195W	YKL018W
YDR195W	YKR002W
YDR195W	YLR277C
YDR195W	YLR448W
YDR195W	YNL222W
YDR195W	YOR179C
YDR195W	YPR107C
YDR201W	YKL052C
YDR201W	YKR083C
YDR202C	YJR033C
YDR211W	YER025W
YDR211W	YGR083C
YDR211W	YJR007W
YDR211W	YOR260W
YDR214W	YGL195W
YDR225W	YLR357W
YDR238C	YFR051C
YDR238C	YIL076W
YDR238C	YPL010W
YDR254W	YDR383C
YDR254W	YJR135C
YDR254W	YLR315W
YDR254W	YLR381W
YDR255C	YIL017C
YDR255C	YMR135C
YDR264C	YOR212W
YDR296W	YDR322W
YDR296W	YGR220C
YDR296W	YHR147C
YDR296W	YJL063C
YDR296W	YKL167C
YDR296W	YKR006C
YDR296W	YLR439W
YDR296W	YML025C
YDR296W	YMR024W
YDR296W	YNL177C
YDR296W	YNL252C
YDR296W	YOR150W
YDR308C	YER022W
YDR308C	YGL025C
YDR308C	YGL127C
YDR308C	YLR071C
YDR308C	YNL236W
YDR308C	YOL135C
YDR308C	YPL042C
YDR308C	YPR070W
YDR308C	YPR168W
YDR311W	YPR056W
YDR322W	YGR220C
YDR322W	YHR147C
YDR322W	YJL063C
YDR322W	YKL167C
YDR322W	YKR006C
YDR322W	YLR439W
YDR322W	YML025C
YDR322W	YMR024W
YDR322W	YNL252C
YDR322W	YOR150W
YDR324C	YDR449C
YDR324C	YGR090W
YDR324C	YGR128C
YDR324C	YHR196W
YDR324C	YJL069C
YDR324C	YJL109C
YDR324C	YLR129W
YDR324C	YLR186W
YDR324C	YLR197W
YDR324C	YMR093W
YDR324C	YNL075W
YDR324C	YNL132W
YDR324C	YOR145C
YDR324C	YPL126W
YDR324C	YPL217C
YDR324C	YPL266W
YDR324C	YPR137W
YDR325W	YFR031C
YDR347W	YGR165W
YDR347W	YGR215W
YDR347W	YJR101W
YDR347W	YKL155C
YDR347W	YMR188C
YDR347W	YNL137C
YDR347W	YNL306W
YDR347W	YOR158W
YDR347W	YPL013C
YDR347W	YPL118W
YDR349C	YLR430W
YDR353W	YHR106W
YDR357C	YKL061W
YDR363W-A	YER021W
YDR363W-A	YFR052W
YDR363W-A	YMR191W
YDR365C	YJL033W
YDR365C	YNR054C
YDR378C	YER029C
YDR378C	YER112W
YDR378C	YER172C
YDR378C	YHR165C
YDR378C	YJL124C
YDR378C	YJR022W
YDR378C	YMR268C
YDR378C	YNL147W
YDR378C	YOR308C
YDR378C	YPR082C
YDR381W	YNL004W
YDR383C	YJR135C
YDR383C	YLR315W
YDR404C	YGR005C
YDR404C	YGR186W
YDR404C	YIL021W
YDR404C	YOL005C
YDR404C	YOR210W
YDR404C	YOR224C
YDR404C	YPR187W
YDR422C	YER027C
YDR422C	YER129W
YDR425W	YJL036W
YDR429C	YMR146C
YDR429C	YMR309C
YDR429C	YPR041W
YDR448W	YGR274C
YDR448W	YHR099W
YDR448W	YML015C
YDR448W	YMR223W
YDR448W	YNL236W
YDR448W	YOL135C
YDR448W	YOL148C
YDR448W	YPR070W
YDR449C	YGL171W
YDR449C	YGR090W
YDR449C	YGR128C
YDR449C	YHR196W
YDR449C	YJL069C
YDR449C	YJL109C
YDR449C	YJR145C
YDR449C	YLR129W
YDR449C	YLR186W
YDR449C	YLR197W
YDR449C	YMR093W
YDR449C	YNL075W
YDR449C	YNL132W
YDR449C	YOR096W
YDR449C	YOR145C
YDR449C	YPL126W
YDR449C	YPL217C
YDR449C	YPL266W
YDR449C	YPR137W
YDR460W	YPR025C
YDR460W	YPR056W
YDR472W	YGR166W
YDR472W	YKR068C
YDR472W	YML077W
YDR472W	YOR115C
YDR484W	YJL029C
YDR517W	YIL109C
YEL003W	YGR078C
YEL003W	YLR200W
YEL003W	YNL153C
YEL036C	YGR132C
YEL036C	YGR231C
YEL036C	YJR075W
YEL036C	YPL050C
YEL051W	YKL080W
YEL051W	YOR332W
YEL054C	YGL030W
YEL054C	YHR010W
YEL054C	YJR145C
YEL056W	YLL022C
YEL056W	YOL054W
YER007C-A	YJR014W
YER012W	YER021W
YER012W	YFL007W
YER012W	YFR052W
YER012W	YGL011C
YER012W	YJL001W
YER012W	YMR314W
YER012W	YOR157C
YER012W	YOR362C
YER012W	YPR103W
YER018C	YOL069W
YER021W	YFR052W
YER021W	YGR232W
YER021W	YHL030W
YER021W	YMR191W
YER021W	YMR314W
YER022W	YGL025C
YER022W	YGL127C
YER022W	YLR071C
YER022W	YNL236W
YER022W	YOL135C
YER022W	YPL042C
YER022W	YPR070W
YER022W	YPR168W
YER025W	YGR083C
YER025W	YJR007W
YER025W	YLR215C
YER025W	YMR146C
YER025W	YMR309C
YER025W	YOR260W
YER025W	YPR041W
YER027C	YER129W
YER029C	YER112W
YER029C	YER172C
YER029C	YGL120C
YER029C	YHR165C
YER029C	YIL061C
YER029C	YJR022W
YER029C	YKL012W
YER029C	YLR298C
YER029C	YML049C
YER029C	YMR240C
YER029C	YMR288W
YER029C	YNL147W
YER029C	YOR308C
YER029C	YPL151C
YER029C	YPL213W
YER029C	YPR082C
YER029C	YPR101W
YER043C	YFL028C
YER050C	YOR158W
YER050C	YPL118W
YER071C	YKL007W
YER090W	YKL211C
YER092W	YPL235W
YER107C	YJL061W
YER107C	YMR047C
YER112W	YER172C
YER112W	YHR165C
YER112W	YJL124C
YER112W	YLR438C-A
YER112W	YNL147W
YER112W	YOR308C
YER112W	YPR082C
YER120W	YHL020C
YER131W	YLR150W
YER131W	YMR194W
YER148W	YGR274C
YER164W	YGL019W
YER164W	YIL035C
YER164W	YOR039W
YER165W	YGL120C
YER165W	YHL034C
YER165W	YOL139C
YER172C	YGL120C
YER172C	YGR278W
YER172C	YHR165C
YER172C	YJL124C
YER172C	YLL036C
YER172C	YML049C
YER172C	YMR213W
YER172C	YMR240C
YER172C	YMR288W
YER172C	YNL147W
YER172C	YOR308C
YER172C	YPL151C
YER172C	YPL213W
YER172C	YPR082C
YER172C	YPR101W
YFL007W	YGL011C
YFL007W	YJL001W
YFL007W	YKL168C
YFL007W	YMR314W
YFL007W	YOR362C
YFL007W	YPR103W
YFL008W	YJL074C
YFL023W	YLR200W
YFL037W	YGR218W
YFL039C	YHR090C
YFL039C	YKL007W
YFL039C	YMR072W
YFL039C	YNL138W
YFL039C	YPL235W
YFL039C	YPR171W
YFR002W	YGL172W
YFR002W	YGR119C
YFR009W	YGL195W
YFR024C-A	YNL243W
YFR031C	YLR272C
YFR031C-A	YGL030W
YFR031C-A	YGL076C
YFR031C-A	YGL103W
YFR031C-A	YGR085C
YFR031C-A	YHL033C
YFR031C-A	YHR010W
YFR031C-A	YJL177W
YFR031C-A	YJR123W
YFR031C-A	YJR145C
YFR031C-A	YKL180W
YFR031C-A	YLL045C
YFR031C-A	YLR075W
YFR031C-A	YLR150W
YFR031C-A	YLR287C-A
YFR031C-A	YLR340W
YFR031C-A	YLR367W
YFR031C-A	YLR441C
YFR031C-A	YLR448W
YFR031C-A	YML073C
YFR031C-A	YMR194W
YFR031C-A	YNL069C
YFR031C-A	YNL178W
YFR031C-A	YNL301C
YFR031C-A	YOL127W
YFR031C-A	YOR096W
YFR031C-A	YPL090C
YFR037C	YGR275W
YFR037C	YIL126W
YFR037C	YKR001C
YFR037C	YKR008W
YFR037C	YLR357W
YFR037C	YML127W
YFR037C	YMR072W
YFR037C	YMR091C
YFR037C	YNR003C
YFR037C	YOR304W
YFR037C	YPR034W
YFR051C	YIL076W
YFR051C	YPL010W
YFR052W	YGR232W
YFR052W	YHL030W
YFR052W	YMR191W
YFR052W	YMR314W
YGL005C	YGR120C
YGL005C	YML071C
YGL005C	YNL041C
YGL005C	YPR105C
YGL011C	YJL001W
YGL011C	YMR314W
YGL011C	YOR157C
YGL011C	YOR362C
YGL011C	YPR103W
YGL019W	YGL207W
YGL019W	YGL244W
YGL019W	YGR090W
YGL019W	YIL035C
YGL019W	YLR418C
YGL019W	YOL145C
YGL019W	YOR039W
YGL019W	YOR123C
YGL025C	YGL127C
YGL025C	YLR071C
YGL025C	YNL236W
YGL025C	YOL135C
YGL025C	YPL042C
YGL025C	YPR070W
YGL025C	YPR168W
YGL030W	YGL076C
YGL030W	YGL103W
YGL030W	YGR085C
YGL030W	YGR103W
YGL030W	YHL033C
YGL030W	YHR010W
YGL030W	YJL177W
YGL030W	YJR123W
YGL030W	YKL180W
YGL030W	YLL045C
YGL030W	YLR075W
YGL030W	YLR150W
YGL030W	YLR287C-A
YGL030W	YLR367W
YGL030W	YLR441C
YGL030W	YLR448W
YGL030W	YML073C
YGL030W	YMR194W
YGL030W	YNL002C
YGL030W	YNL069C
YGL030W	YNL132W
YGL030W	YOL127W
YGL030W	YOR096W
YGL030W	YPL093W
YGL030W	YPR016C
YGL043W	YGR005C
YGL043W	YGR186W
YGL043W	YIL021W
YGL043W	YOL005C
YGL076C	YGL103W
YGL076C	YGL111W
YGL076C	YGR085C
YGL076C	YGR103W
YGL076C	YHL033C
YGL076C	YHR088W
YGL076C	YJL177W
YGL076C	YJR123W
YGL076C	YJR145C
YGL076C	YKL180W
YGL076C	YLL045C
YGL076C	YLR002C
YGL076C	YLR075W
YGL076C	YLR432W
YGL076C	YLR441C
YGL076C	YLR448W
YGL076C	YML073C
YGL076C	YMR194W
YGL076C	YMR290C
YGL076C	YNL069C
YGL076C	YNL132W
YGL076C	YNL178W
YGL076C	YNL301C
YGL076C	YOL041C
YGL076C	YOL127W
YGL076C	YOR096W
YGL076C	YOR206W
YGL076C	YPL093W
YGL099W	YHR170W
YGL099W	YLL045C
YGL099W	YMR194W
YGL100W	YKL057C
YGL100W	YLR208W
YGL103W	YGR085C
YGL103W	YGR118W
YGL103W	YHL015W
YGL103W	YHL033C
YGL103W	YHR010W
YGL103W	YJL177W
YGL103W	YJR123W
YGL103W	YJR145C
YGL103W	YKL172W
