T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12
YJR121W	1	1	1	1	0	0	0	0	1	1	1	1
YDR404C	0	1	1	1	1	1	0	1	1	1	0	0
YKR068C	1	0	1	0	1	1	0	1	1	1	1	1
YBL099W	1	1	1	1	0	0	0	0	0	1	1	1
YOR299W	1	1	0	0	0	0	0	1	1	1	1	1
YLR291C	0	0	0	1	1	1	1	1	1	1	1	1
YNL030W	1	1	1	1	0	0	0	0	0	1	1	1
YDR432W	1	0	0	1	0	1	1	1	1	1	1	1
YBL035C	1	0	0	0	0	0	0	0	1	1	1	1
YLR439W	1	1	0	0	0	0	0	0	1	1	1	1
YDR365C	0	1	1	1	1	1	1	1	1	1	1	1
YHR064C	1	0	0	0	0	0	0	1	1	1	1	1
YBL058W	1	1	1	1	1	1	1	0	0	1	0	0
YMR142C	0	0	1	1	0	0	1	1	1	1	1	1
YFL007W	1	1	1	1	1	1	1	1	0	0	0	0
YKL088W	1	1	0	1	1	1	0	1	1	1	1	1
YLR079W	1	1	1	1	1	1	1	0	1	0	0	0
YER029C	0	1	1	1	1	1	0	1	1	1	0	1
YHR089C	1	0	0	0	0	0	1	1	1	1	1	1
YJL138C	1	0	0	0	1	1	1	1	1	1	1	1
YOR117W	1	1	1	1	1	1	1	1	0	0	0	0
YML095C	0	0	1	1	1	0	1	1	0	1	1	1
YLR360W	1	1	1	1	1	1	1	0	0	0	1	1
YDR383C	1	1	1	1	1	1	1	1	0	1	1	1
YCR020W-B	0	0	0	1	1	1	1	1	1	1	1	1
YDR121W	0	1	1	0	0	0	0	1	1	1	1	1
YER146W	1	1	1	0	0	0	0	1	1	1	1	1
YLR314C	1	1	1	1	0	0	0	0	1	1	1	1
YCR030C	1	1	1	1	1	1	1	0	0	0	0	0
YNL113W	0	0	1	1	1	1	1	1	1	0	1	1
YOR303W	0	1	1	1	1	1	1	1	0	0	0	0
YDL209C	0	0	1	1	1	1	1	1	1	0	1	0
YGL189C	1	0	1	1	1	0	1	1	1	1	1	0
YPR010C	0	0	1	0	1	1	1	1	1	1	1	1
YLR127C	1	1	0	1	0	1	0	1	1	0	1	1
YPL042C	1	1	1	1	1	0	0	1	1	1	1	1
YNL064C	0	0	0	1	1	1	1	1	1	1	1	0
YPL002C	1	0	0	1	1	1	1	0	1	1	0	1
YLL004W	0	1	1	1	1	1	1	1	1	1	1	1
YML109W	1	1	1	0	0	0	1	0	1	1	1	1
YNR006W	1	1	1	1	0	1	1	1	1	0	0	0
YPL045W	1	0	1	1	1	1	0	1	0	1	1	1
YAL002W	0	1	1	1	1	1	1	0	1	0	1	1
YGR030C	1	1	1	1	1	1	1	1	0	0	0	0
YKL168C	1	1	1	1	1	1	1	0	0	0	1	0
YNL243W	1	1	1	1	1	0	0	0	1	1	1	1
YOR310C	0	0	0	0	0	1	1	1	1	1	1	1
YPR018W	1	0	0	0	0	0	1	1	1	1	1	1
YKL173W	0	1	1	1	1	1	0	1	1	0	0	0
YBR125C	1	0	1	1	0	1	0	1	1	1	1	1
YLR312W-A	1	1	0	0	0	0	0	0	1	1	1	1
YBR245C	1	1	0	0	0	0	0	1	1	1	1	1
YKL019W	1	1	0	0	0	0	1	1	1	1	0	1
YHR102W	1	0	0	0	1	1	1	0	0	1	1	1
YGR245C	0	0	0	1	1	1	1	1	1	1	1	1
YJL164C	1	1	1	1	1	1	1	0	0	0	0	0
YGL240W	0	0	0	1	1	1	1	1	1	1	0	0
YFL017W-A	0	1	0	1	1	1	0	1	1	0	1	1
YLR417W	1	1	1	1	1	1	1	0	0	0	1	1
YOL146W	1	1	1	1	0	0	0	1	1	1	1	1
YGR027C	0	0	0	1	0	1	0	1	1	1	1	1
YMR304W	1	1	1	1	1	1	1	0	0	0	0	0
YAL003W	1	0	0	0	1	1	1	1	1	1	1	1
YBL097W	1	1	1	1	0	0	0	1	1	0	1	1
YPR107C	1	1	1	1	1	1	1	0	1	1	1	1
YJL061W	0	0	1	0	1	1	0	1	1	1	1	1
YPR070W	0	0	1	1	0	1	0	1	1	1	0	0
YDL108W	0	0	0	1	1	1	1	1	1	1	1	1
YPR191W	1	1	1	1	0	0	0	0	1	1	1	1
YGL173C	1	1	1	1	1	1	1	0	0	1	1	0
YLR249W	1	0	0	0	0	0	1	1	1	1	1	1
YPR179C	0	1	1	1	1	1	1	1	1	1	1	1
YNL261W	0	1	0	0	1	1	0	1	1	1	1	1
YOL021C	0	0	0	1	1	1	1	1	1	1	1	1
YBL045C	1	1	1	1	0	0	0	0	1	1	1	1
YKL129C	1	1	1	1	1	1	1	0	0	0	0	0
YMR223W	0	1	1	1	1	1	0	1	1	1	1	1
YLR028C	1	1	1	1	1	1	1	1	0	0	0	0
YLL034C	0	0	0	1	1	1	1	1	1	1	1	1
YGL022W	1	1	1	0	0	0	1	1	1	1	1	1
YDR449C	0	0	0	1	1	1	1	1	1	1	1	1
YEL026W	0	0	1	0	0	1	1	1	1	1	1	1
YKL155C	1	1	0	0	0	0	0	1	1	1	1	1
YGR081C	0	0	0	1	1	1	1	1	1	1	1	1
YJL053W	1	1	1	1	1	1	1	0	1	1	0	0
YML092C	0	1	1	1	1	1	1	1	0	0	0	0
YOL117W	1	1	1	1	1	1	1	0	0	1	0	1
YDL175C	1	1	1	1	1	1	1	0	1	0	1	1
YAL043C	1	1	1	1	0	1	1	1	1	1	0	0
YNL207W	0	0	0	1	1	1	1	1	1	1	1	1
YOR290C	1	1	1	1	1	1	1	0	1	0	0	0
YNL002C	0	0	1	1	1	1	1	1	1	1	1	1
YDL188C	0	1	1	1	1	1	1	0	1	0	0	0
YPL016W	1	1	1	1	1	1	0	0	1	0	1	1
YPR149W	1	1	1	1	1	1	1	1	0	0	0	0
YDR075W	1	0	1	1	1	1	1	1	1	1	1	1
YPL082C	0	1	1	1	1	1	1	1	1	0	0	0
YLR150W	1	0	0	0	1	0	1	1	1	1	1	1
YJL002C	1	0	0	0	1	0	1	1	1	1	1	1
YGR253C	0	1	1	1	1	1	1	0	0	1	1	1
YER147C	1	1	1	1	1	1	1	1	1	0	0	0
YPL154C	1	1	1	1	1	1	1	1	0	0	0	0
YOR173W	1	1	1	1	1	1	1	1	0	0	0	0
YKL211C	1	1	1	0	1	1	1	1	1	0	0	1
YLR340W	1	0	1	1	0	0	1	1	1	1	1	1
YLR178C	1	1	1	1	1	1	1	1	0	0	0	0
YBR154C	0	0	1	1	1	1	1	1	1	1	1	1
YAR075W	1	0	0	0	0	0	1	1	1	1	1	1
YOR332W	1	1	1	1	0	0	0	1	1	1	1	1
YHR196W	0	0	0	0	1	1	1	1	1	1	1	1
YLR192C	1	0	1	1	1	0	1	1	1	1	1	0
YBR107C	1	1	1	0	1	1	1	1	1	1	0	0
YLL045C	0	0	0	1	1	1	1	1	1	1	1	1
YER043C	1	1	0	0	0	0	0	1	1	1	1	1
YDR231C	1	1	1	1	1	1	1	0	1	0	0	0
YDL013W	1	0	1	0	1	1	1	1	1	1	1	0
YDR233C	1	0	1	1	1	1	1	1	1	1	0	0
YJL069C	0	0	1	1	1	1	1	1	1	1	1	1
YBR225W	1	1	1	1	1	1	1	0	0	0	0	0
YGL227W	1	1	1	1	1	1	1	0	0	1	0	0
YAR007C	1	1	1	0	1	0	1	0	1	1	1	1
YIL143C	1	1	1	1	1	1	1	0	1	1	1	0
YML071C	1	0	0	0	0	0	1	1	1	1	1	1
YJL024C	0	0	1	0	1	1	1	1	1	1	1	1
YOR212W	0	1	1	1	1	1	1	1	1	0	0	0
YDR369C	1	1	1	1	1	1	1	0	0	0	1	0
YPL166W	0	1	1	1	1	1	1	0	0	0	0	0
YDR390C	1	1	1	1	1	1	0	0	0	1	1	1
YBL014C	0	0	1	1	1	1	1	1	1	0	1	1
YHR024C	1	1	0	0	0	0	0	0	1	1	1	1
YKR072C	0	1	1	1	1	1	1	1	1	0	0	0
YDL143W	1	0	1	1	0	0	1	1	1	1	1	1
YOR158W	1	1	1	1	0	0	0	0	1	1	1	1
YPL259C	0	0	1	1	0	1	0	0	1	1	1	1
YPL220W	1	0	1	1	1	1	1	1	1	1	1	1
YOL072W	0	0	1	1	1	1	1	1	0	0	1	0
YNL051W	1	1	1	1	1	1	1	0	0	0	0	0
YBL090W	1	1	0	0	0	0	0	0	1	1	1	1
YBR065C	0	1	1	1	1	1	1	1	1	1	1	1
YLL002W	1	1	1	0	0	0	0	0	1	1	1	1
YER022W	0	1	1	1	1	1	0	1	1	1	0	1
YDR129C	1	1	1	1	1	1	0	0	0	0	0	1
YDR289C	0	1	1	1	1	0	0	0	1	1	1	1
YCR024C	1	1	1	0	0	0	0	0	1	1	1	1
YGR254W	1	1	0	1	1	1	1	1	0	0	1	0
YER129W	1	1	1	1	1	1	1	0	1	0	0	0
YMR089C	1	1	0	0	0	0	0	0	1	1	1	1
YOR174W	1	1	0	0	0	0	0	0	1	1	1	1
YNL246W	1	1	1	1	1	1	1	1	0	0	1	1
YHR197W	1	0	0	0	1	1	1	1	1	1	1	1
YJL184W	1	0	0	1	1	1	1	1	1	1	1	1
YGR063C	1	1	1	0	0	0	0	1	1	1	1	1
YGL245W	0	1	0	0	1	1	1	1	1	1	1	1
YBR122C	1	1	1	0	0	0	0	0	1	1	1	1
YNL288W	0	1	1	1	0	0	1	1	1	1	0	0
YOR039W	0	1	1	1	1	1	1	1	1	1	1	0
YNL215W	0	1	1	1	1	0	1	0	1	1	0	0
YNL325C	1	1	1	1	1	1	0	0	0	1	0	1
YNL031C	1	1	1	1	1	0	0	0	0	1	1	1
YIL071C	1	1	1	1	1	1	1	0	0	1	1	0
YDR074W	1	1	1	1	1	1	1	0	0	0	0	0
YOL005C	1	1	1	1	0	1	0	0	1	1	1	1
YGL112C	0	0	1	1	1	1	1	1	1	1	1	0
YDL043C	0	0	1	1	1	1	1	1	1	1	1	0
YDR489W	0	1	0	0	0	0	0	1	1	1	1	1
YPL043W	0	0	1	1	1	1	1	1	1	1	1	1
YJR113C	1	1	1	0	0	0	0	0	1	1	1	1
YJR104C	1	1	1	1	1	1	1	0	1	0	0	0
YLR048W	1	0	1	0	0	1	1	1	1	1	1	1
YBR084W	1	0	0	0	1	1	1	1	1	1	1	1
YCL008C	1	1	1	1	1	1	1	1	0	0	0	0
YBR119W	0	1	1	1	1	1	1	1	1	0	0	0
YJR002W	0	0	0	1	1	1	1	1	1	0	1	1
YGL171W	1	0	0	0	0	1	1	1	1	1	1	1
YHL029C	1	0	0	0	1	1	1	1	1	1	1	0
YKR025W	1	1	1	1	1	1	1	1	1	1	1	1
YLR337C	1	1	1	1	1	1	1	0	1	0	0	0
YPL120W	1	1	1	1	1	1	1	0	1	0	0	0
YBL093C	1	1	1	1	1	1	1	1	1	1	0	0
YLR347C	0	0	1	1	1	1	1	1	1	1	1	0
YLR357W	1	0	1	1	0	0	0	1	1	1	1	1
YER008C	1	1	1	1	0	1	1	1	1	0	1	0
YKL180W	1	0	1	0	1	1	1	1	1	1	1	1
YLR430W	1	0	1	0	1	1	1	1	1	1	1	1
YPL046C	0	0	1	1	1	1	1	1	1	1	0	0
YMR268C	0	1	1	1	1	1	1	1	1	0	0	1
YGR252W	1	1	1	0	1	0	1	0	1	1	1	1
YNL244C	0	0	1	0	1	1	1	1	1	0	1	1
YER007C-A	1	0	0	0	0	1	1	1	1	1	1	1
YGL014W	0	1	1	1	0	0	1	1	1	1	1	0
YDL102W	1	1	0	0	0	0	0	0	1	1	1	1
YIL097W	1	1	1	1	1	1	1	0	0	1	0	0
YDR064W	1	0	0	0	1	1	1	1	1	1	1	1
YHL001W	0	0	0	0	1	1	1	1	1	1	1	1
YPL010W	1	0	0	0	1	1	0	0	1	1	1	1
YPL081W	0	0	0	0	0	0	1	1	1	1	1	1
YER107C	1	1	1	1	0	0	1	0	1	1	1	1
YGL098W	1	0	0	0	0	1	1	1	1	1	1	1
YBL018C	0	0	0	0	1	1	1	1	1	1	1	1
YNL147W	0	0	1	1	1	1	1	1	0	1	1	1
YCL048W	1	1	1	1	1	1	1	0	0	1	1	1
YNL177C	1	1	1	0	0	0	0	0	1	1	1	1
YOR142W	1	1	1	1	1	1	1	0	0	0	1	0
YCR092C	1	0	0	0	0	0	0	1	1	1	1	1
YLR262C	1	1	1	1	0	1	0	1	1	0	1	1
YHR147C	1	1	0	1	0	0	0	0	0	1	1	1
YOL145C	1	1	1	1	1	0	0	1	1	1	1	1
YFL018C	1	1	1	1	0	0	0	0	1	1	1	1
YNL306W	1	1	0	1	0	0	0	0	1	1	1	1
YBR211C	1	1	1	1	1	1	0	0	1	1	1	1
YKL029C	1	1	1	1	1	1	1	1	1	1	1	1
YGR005C	1	1	0	0	0	0	0	1	1	1	1	1
YDR485C	0	1	1	1	1	1	1	1	1	0	0	0
YNL138W	1	1	1	1	1	1	0	0	0	1	1	1
YNL222W	1	1	1	1	1	0	0	0	1	1	1	1
YKL007W	1	0	1	1	1	1	1	1	0	1	1	1
YPL022W	0	0	1	1	0	1	1	1	1	1	0	0
YMR012W	1	1	1	0	0	0	0	1	1	1	1	1
YER162C	1	1	1	1	1	1	1	1	1	0	0	0
YLR421C	0	1	1	1	1	1	0	0	1	0	0	0
YGR119C	0	1	1	1	0	0	1	1	1	1	1	0
YJR063W	0	0	1	0	1	1	1	1	1	1	1	1
YER122C	1	1	0	0	0	0	0	1	1	1	1	1
YBL103C	0	0	1	1	1	1	1	1	1	1	1	1
YCR009C	0	0	1	1	1	1	1	1	1	1	0	0
YPL146C	1	1	1	1	1	1	1	1	1	1	1	1
YLR418C	0	0	0	1	1	1	1	1	1	1	1	1
YLR208W	1	1	1	1	1	1	1	1	0	0	0	0
YLR060W	1	0	1	1	0	0	0	1	1	1	1	1
YOR056C	0	0	0	1	0	1	1	1	1	1	1	1
YML056C	1	1	1	1	1	1	1	1	1	1	1	1
YNL023C	0	0	0	1	1	1	1	1	1	0	1	1
YMR158W	1	1	0	0	0	0	0	0	1	1	1	1
YMR218C	1	1	0	1	1	0	0	1	1	1	0	1
YLR200W	0	0	1	1	0	1	0	1	1	1	1	1
YEL037C	0	0	1	1	1	1	1	1	1	1	1	0
YMR191W	1	1	1	1	1	1	1	1	0	0	0	0
YCR063W	1	0	1	1	1	1	1	1	1	1	0	1
YGL172W	1	1	1	0	0	0	1	1	1	1	1	0
YGR078C	1	0	1	0	0	0	1	1	1	1	1	1
YNL107W	0	0	1	1	1	1	1	1	1	1	0	0
YEL018W	1	1	0	0	1	0	0	1	1	1	1	1
YEL053C	1	0	0	0	0	1	0	1	1	1	1	1
YBL084C	0	1	1	1	1	1	1	0	1	0	0	0
YBL027W	1	0	0	0	0	0	1	1	1	1	1	1
YJL179W	0	0	1	0	1	1	1	1	1	1	1	1
YLR035C	1	1	1	1	1	0	1	1	0	0	1	0
YML062C	0	0	0	0	1	0	1	1	1	1	1	1
YPL047W	1	0	0	1	1	1	1	1	1	0	0	0
YML065W	1	1	0	0	1	1	1	1	1	1	1	1
YJR148W	1	1	1	1	1	1	1	0	0	0	0	0
YKL182W	0	1	1	1	1	1	1	1	0	0	1	0
YJR092W	1	1	1	1	1	0	0	0	0	0	1	1
YKR026C	0	0	0	0	1	1	1	1	1	1	1	1
YHR086W	1	1	1	0	0	0	1	0	0	1	1	1
YOL148C	1	1	1	1	1	1	1	1	1	0	0	0
YBR167C	1	1	1	1	1	1	1	1	0	0	0	0
YHR118C	1	1	1	0	1	0	1	1	0	0	1	0
YGR285C	1	0	0	0	0	0	1	1	1	1	1	1
YLR015W	1	0	1	1	1	1	1	1	1	0	0	1
YNL273W	1	0	0	0	0	1	1	1	1	1	1	1
YNR037C	1	1	1	0	0	0	0	0	1	1	1	1
YDL111C	1	1	1	1	0	1	1	1	1	1	1	1
YCR020C-A	0	0	0	1	1	1	1	1	1	1	1	1
YJL076W	1	1	0	0	0	1	0	1	1	1	1	1
YNL287W	1	1	0	0	0	0	1	1	1	1	1	1
YGL244W	0	1	1	0	1	1	1	1	1	1	1	0
YOL087C	1	1	1	1	1	1	1	0	0	0	0	0
YKR085C	1	1	0	0	0	0	0	0	1	1	1	1
YCR071C	1	1	0	0	0	0	0	0	1	1	1	1
YOL004W	0	1	1	1	0	1	0	0	1	1	1	1
YPR133C	0	0	1	1	1	1	1	1	1	1	0	0
YLR310C	1	1	1	1	1	0	1	1	0	0	1	1
YDR357C	1	1	1	1	1	1	1	0	0	0	0	0
YGL194C	1	1	1	1	0	1	1	1	0	0	0	0
YMR033W	1	0	0	0	1	0	0	1	1	1	1	1
YFR050C	1	1	1	1	1	1	1	0	0	1	0	0
YDR138W	0	1	1	1	0	1	0	0	1	1	1	1
YLR367W	1	0	0	0	0	0	0	1	1	1	1	1
YGR120C	1	0	0	0	0	0	1	1	1	1	1	1
YPR103W	0	1	1	1	1	1	1	1	0	1	0	0
YOR154W	0	0	0	1	1	1	1	1	1	0	0	1
YDL185W	0	1	1	1	1	1	0	1	1	0	0	0
YOR014W	0	1	1	1	1	1	1	1	0	1	0	0
YMR242C	0	0	1	1	1	1	0	1	1	1	1	1
YJR145C	1	0	1	1	1	0	1	1	1	1	1	1
YOR260W	0	0	1	1	0	1	1	1	1	1	1	1
YKR038C	1	1	1	0	1	0	1	1	1	1	1	1
YJL203W	1	0	0	0	1	1	1	1	1	1	0	0
YER083C	1	0	0	0	1	1	1	1	1	1	0	0
YER006W	1	0	1	1	1	1	1	1	1	1	1	1
YLR396C	1	1	1	1	1	1	1	0	1	0	1	1
YGL200C	1	1	1	0	0	0	0	0	1	1	1	1
YHR167W	1	0	0	0	0	0	1	0	1	1	1	1
YGL207W	0	1	1	1	1	1	1	0	0	1	1	0
YOR249C	1	1	0	1	1	0	0	0	1	1	1	1
YEL036C	0	0	1	1	0	1	1	1	1	1	1	1
YIL075C	1	1	1	1	1	1	1	0	0	1	1	0
YGR175C	0	1	1	1	1	1	1	1	1	0	1	0
YPR031W	1	1	1	1	0	1	1	0	1	0	0	1
YOL012C	1	1	1	1	0	0	0	0	0	1	1	1
YHR085W	0	0	0	0	1	1	1	1	1	1	1	1
YER081W	0	0	0	0	0	0	0	1	1	1	1	1
YPR052C	1	1	1	1	1	0	0	0	0	0	1	1
YBR142W	1	0	1	1	1	1	1	1	1	1	1	1
YDL030W	0	1	1	1	1	1	1	1	1	0	0	0
YLR102C	1	1	1	1	1	1	1	0	0	0	0	0
YKL058W	1	1	1	1	1	1	0	0	1	1	1	1
YJL148W	0	0	1	1	1	1	1	1	1	1	1	1
YPR066W	1	1	1	1	1	1	1	0	0	1	1	0
YPL190C	0	1	1	1	1	1	1	0	1	0	1	0
YKL148C	1	1	1	1	1	0	0	0	1	1	1	1
YOR124C	0	1	1	1	1	1	1	0	0	1	1	0
YNL062C	0	0	0	1	1	1	1	1	1	1	1	1
YDR427W	0	1	1	1	1	1	1	0	1	1	0	0
YIL126W	1	1	0	0	0	1	1	1	1	1	1	1
YMR193W	1	1	0	0	0	0	0	0	1	1	1	1
YIL144W	1	1	0	1	1	1	1	0	0	1	1	1
YPR016C	0	0	1	1	1	0	1	1	1	1	1	1
YDL005C	1	1	1	1	1	1	1	0	1	0	0	1
YPL018W	1	1	1	1	1	1	1	0	0	1	0	0
YLR423C	1	1	1	1	1	1	0	0	0	1	1	1
YCL010C	1	1	1	1	1	1	1	1	0	0	0	0
YHR193C	1	1	0	1	1	0	0	1	1	1	1	1
YDR166C	0	1	1	1	1	1	1	0	1	0	0	0
YGL115W	1	1	1	0	0	0	0	0	1	1	1	1
YLR215C	0	0	0	1	1	1	1	1	1	1	1	1
YFL049W	0	1	1	1	0	1	0	1	1	1	1	1
YJL190C	1	0	0	0	0	0	1	1	1	1	1	1
YOR069W	0	1	1	1	1	1	0	1	1	1	1	0
YOL115W	0	1	1	1	1	1	1	1	1	1	1	1
YHR121W	1	1	0	0	0	0	0	0	1	1	1	1
YBR196C	1	1	0	1	1	1	1	1	0	0	1	1
YJR082C	0	0	1	1	1	1	1	1	1	0	0	0
YOR132W	1	1	1	1	1	1	1	0	1	1	0	0
YDL031W	0	0	1	1	1	1	1	1	1	0	1	1
YLR196W	1	0	1	1	1	1	1	1	1	1	1	1
YPL169C	0	1	1	1	1	0	1	1	1	1	1	1
YOL069W	0	1	1	1	1	1	0	0	0	1	1	1
YER012W	1	1	1	1	1	1	1	0	0	1	1	0
YNR054C	0	0	1	1	1	1	1	1	1	1	1	1
YGR234W	1	1	0	0	0	0	0	1	1	1	1	1
YHL030W	1	1	1	1	1	1	1	0	0	1	1	0
YDL112W	1	0	0	0	1	1	1	1	1	1	1	1
YPL178W	1	1	1	1	1	0	0	1	1	1	1	0
YLR325C	1	0	0	1	1	1	0	1	1	1	1	1
YGL130W	1	1	1	1	0	1	0	1	1	0	0	1
YOR116C	1	0	1	0	1	1	1	1	1	1	1	1
YNL224C	0	0	1	1	1	1	1	1	1	1	1	0
YGR178C	1	1	0	0	0	0	1	1	1	1	1	0
YDR092W	1	0	1	1	1	1	1	1	1	1	1	0
YGR262C	1	0	0	0	0	1	0	1	1	1	1	1
YBR095C	1	1	1	1	1	1	1	1	1	0	1	0
YDR254W	1	1	1	1	1	1	0	0	0	1	1	1
YOL062C	1	1	1	0	0	0	0	0	1	1	1	1
YHR164C	1	1	0	0	1	1	1	0	0	1	1	1
YOL135C	0	1	1	0	0	0	1	1	1	1	1	0
YLR436C	1	1	1	1	1	0	0	0	0	1	1	1
YDL155W	1	1	1	1	0	0	1	1	1	1	1	1
YDL208W	0	0	1	0	1	1	1	1	1	1	1	1
YML007W	0	1	1	1	1	1	1	0	0	0	0	0
YMR078C	1	0	0	0	0	0	0	0	1	1	1	1
YPL139C	1	1	1	1	0	0	0	0	1	1	0	1
YNL085W	0	1	1	1	0	0	0	1	1	1	1	1
YHR179W	1	0	0	0	0	1	1	1	1	1	1	1
YHR099W	1	1	0	0	1	0	0	0	1	1	1	1
YHL025W	1	1	1	1	0	0	1	1	1	1	1	0
YML025C	1	1	1	0	0	0	0	0	1	1	1	1
YKR062W	1	1	0	1	1	1	0	1	1	1	0	1
YLR223C	1	0	1	1	1	1	1	1	1	1	1	1
YPR069C	0	1	1	1	1	1	0	1	1	1	0	1
YCR052W	1	0	1	0	0	0	1	1	1	1	1	1
YOR267C	1	1	1	1	1	0	1	1	1	0	0	0
YCR095C	0	1	1	1	1	1	1	0	0	0	0	1
YLR119W	1	1	1	1	1	1	1	1	0	0	0	0
YJL140W	1	1	1	1	1	1	0	1	0	1	0	1
YGR283C	0	0	0	0	1	1	1	1	1	1	1	1
YDR407C	1	0	1	1	1	1	1	0	0	1	1	1
YNL097C	0	1	1	1	1	1	1	0	1	1	0	0
YJR052W	0	1	1	1	1	1	1	1	1	0	0	0
YMR186W	0	1	1	1	1	1	1	1	0	0	1	0
YOR207C	1	0	0	0	1	1	1	1	1	1	1	1
YPR168W	0	1	1	1	1	1	1	1	1	0	0	0
YFR024C-A	1	1	1	1	0	1	1	0	0	1	1	1
YIL128W	1	1	0	0	0	1	0	0	1	1	1	1
YKL014C	1	0	0	0	0	1	1	1	1	1	1	1
YJR006W	1	1	1	0	0	0	0	0	1	1	1	1
YBR280C	1	1	1	1	1	1	1	0	0	0	0	0
YNL049C	1	0	1	1	1	0	0	1	1	1	1	1
YBR128C	1	1	1	1	1	1	1	0	0	0	0	0
YDR179C	0	0	0	1	1	1	0	1	0	1	1	1
YGL019W	1	1	0	0	0	0	1	1	1	1	1	1
YER178W	1	1	1	1	1	1	1	1	0	0	0	0
YLR328W	1	1	1	0	0	0	0	1	1	0	1	1
YJL050W	1	0	0	0	1	1	1	1	1	1	1	1
YBR135W	1	1	1	0	0	0	0	1	1	0	1	0
YBR072W	0	1	1	1	1	1	1	1	0	0	0	0
YKL145W	1	1	1	1	1	1	1	1	0	0	0	0
YLL022C	1	1	0	0	0	0	1	1	0	1	1	1
YGL049C	1	1	0	0	0	0	0	1	1	1	1	1
YGL153W	1	1	1	1	1	1	1	0	0	0	0	0
YPR178W	1	1	1	1	1	1	1	1	1	0	0	0
YJL001W	1	1	1	1	1	1	1	1	0	0	0	0
YNL021W	1	0	1	0	0	0	1	1	1	1	1	1
YGR233C	1	0	0	0	0	1	1	1	1	1	1	1
