T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12
YBL088C	1	1	1	1	1	1	1	0	0	1	0	0
YER131W	1	0	0	0	0	1	1	1	1	1	1	1
YML010W	1	1	1	1	1	1	1	1	1	0	0	0
YOR264W	0	1	1	1	1	1	1	1	0	0	0	0
YHR008C	1	1	1	1	1	1	1	0	0	0	0	0
YOR309C	0	0	1	1	0	1	1	1	1	1	1	1
YGR198W	1	1	0	0	0	0	0	1	1	1	1	1
YBR088C	1	0	1	0	0	0	0	0	1	1	1	1
YKR007W	1	0	1	0	1	1	1	0	1	1	1	1
YIL027C	1	1	0	1	1	1	1	0	0	1	1	1
YHR060W	1	1	0	0	1	0	0	1	1	1	1	1
YDR136C	1	1	1	0	1	0	1	0	1	1	0	0
YBL005W	1	0	0	0	1	1	1	1	1	1	0	1
YKL074C	0	1	1	1	1	1	1	1	1	0	0	0
YNL061W	0	0	1	1	1	1	1	1	1	1	1	1
YML123C	1	1	1	1	0	0	0	1	1	1	1	1
YBL002W	1	1	1	0	0	0	0	0	1	1	1	1
YDR523C	1	1	0	0	0	1	1	0	1	1	1	1
YOL103W	0	1	1	0	0	0	1	1	1	1	1	1
YPR165W	0	1	1	1	0	1	0	0	1	1	1	1
YJL210W	1	1	1	1	1	1	1	1	0	0	0	0
YPR102C	1	0	1	1	0	1	1	1	1	1	1	1
YLR181C	1	1	1	1	1	1	1	1	0	0	1	0
YBL108W	1	1	1	1	1	0	0	0	1	0	1	0
YHR110W	1	1	1	1	1	1	1	0	0	1	1	0
YGR028W	1	1	0	0	1	0	0	0	1	1	1	1
YDR103W	1	1	1	1	1	1	1	1	1	0	0	1
YJL154C	0	1	1	1	1	1	1	1	0	0	0	0
YBR188C	0	0	1	1	1	1	1	1	1	1	1	1
YHR033W	1	1	1	1	1	1	1	0	1	1	1	1
YFR010W	0	0	1	1	1	1	1	0	0	1	1	1
YEL024W	1	1	1	1	0	0	0	0	1	1	1	1
YKR082W	1	0	1	0	0	0	1	1	1	1	1	1
YAL045C	1	1	0	1	1	1	1	1	1	1	0	0
YPL151C	0	1	1	1	1	1	1	1	1	0	0	0
YLR121C	1	0	1	0	1	0	1	1	1	1	1	1
YFL056C	1	1	1	1	0	1	1	0	0	0	1	1
YBR155W	0	0	1	1	1	1	1	1	1	1	1	1
YOR190W	0	1	1	1	1	1	0	0	1	1	0	1
YMR260C	0	0	0	1	0	1	0	1	1	1	1	1
YDR164C	1	1	0	1	0	1	1	1	0	1	0	1
YIR014W	1	1	1	1	1	1	1	0	0	0	0	0
YHR130C	1	1	0	1	1	1	0	0	1	1	1	1
YDR332W	1	1	1	1	0	0	0	0	1	1	1	1
YOR076C	1	1	1	1	1	1	1	1	1	0	0	0
YLR180W	1	0	0	0	0	0	0	1	1	1	1	1
YHR018C	1	1	1	1	1	1	1	1	0	0	1	1
YCR005C	1	1	1	0	0	0	0	0	1	1	1	1
YIL137C	1	1	0	1	1	0	0	0	1	1	1	1
YDL173W	1	1	1	1	1	1	1	0	0	0	0	0
YMR179W	1	1	1	0	0	0	0	0	1	1	1	1
YOR088W	1	1	1	1	1	1	0	0	0	1	1	1
YIR024C	1	1	0	0	1	0	1	0	1	1	1	1
YOR292C	1	1	1	1	1	1	1	0	0	1	0	0
YCR061W	1	1	1	1	1	1	1	1	0	0	0	0
YPL112C	1	1	1	0	0	0	1	1	1	1	1	1
YIL079C	0	0	1	1	1	1	1	1	1	1	1	1
YGR003W	1	0	0	1	1	1	1	1	1	0	1	0
YBR029C	1	1	1	1	0	0	0	1	0	1	1	1
YBR200W	1	1	1	1	0	1	0	1	1	0	1	1
YGR145W	1	0	0	1	1	1	1	1	1	1	1	1
YHR051W	1	1	1	1	1	0	0	0	0	1	1	1
YML016C	1	1	1	0	1	1	0	0	1	1	1	1
YHL020C	1	1	1	1	1	1	1	1	0	0	1	1
YDR214W	0	1	1	1	1	1	1	1	0	1	0	0
YGR167W	1	1	1	1	0	1	0	0	1	1	1	1
YOR353C	0	1	1	1	1	1	0	0	1	1	1	1
YGL147C	0	0	0	1	0	1	1	1	1	1	1	1
YCR079W	1	1	1	1	1	1	1	0	0	1	0	0
YDR505C	1	1	1	1	1	1	1	0	0	0	1	1
YOL147C	1	1	1	1	1	1	1	1	0	0	0	0
YER159C	0	1	1	1	1	1	1	1	1	0	0	0
YNL005C	1	1	0	0	0	0	0	0	1	1	1	1
YPL066W	0	1	1	1	1	1	0	0	0	1	0	1
YIR010W	1	1	1	0	0	0	0	1	1	1	1	1
YFL067W	1	1	0	1	1	1	0	1	0	1	0	1
YJL207C	1	1	0	1	1	1	0	0	1	1	0	1
YDR387C	1	1	1	0	1	0	1	0	1	1	1	1
YLR453C	1	1	1	1	0	1	1	1	0	0	1	1
YKR010C	1	0	1	0	0	0	1	0	1	1	1	1
YMR135C	1	1	1	1	1	1	0	0	1	0	1	0
YNR058W	1	0	1	0	0	0	1	1	1	1	1	1
YJR067C	0	0	0	0	1	1	1	1	1	1	1	1
YMR102C	0	1	1	1	1	1	1	1	0	0	0	0
YNR069C	1	0	1	1	1	1	1	1	0	1	0	0
YDR322W	1	1	0	0	0	0	0	0	1	1	1	1
YIL002C	1	1	0	1	1	1	1	0	0	1	1	1
YPL258C	1	1	0	0	0	0	0	0	1	1	1	1
YML036W	1	0	1	0	0	0	0	1	1	1	1	1
YDR085C	1	1	1	1	1	1	1	0	0	0	0	0
YDL015C	1	0	1	1	1	1	0	1	1	1	1	1
YDL216C	0	1	1	1	1	1	1	0	0	0	1	1
YGR210C	1	0	0	0	0	0	1	1	1	1	1	1
YKL085W	1	1	1	0	0	0	0	0	1	1	1	1
YOL058W	0	1	1	1	1	1	1	1	1	0	0	0
YJR010W	1	0	0	0	0	0	0	1	1	1	1	1
YDL047W	1	0	1	1	1	0	0	1	1	1	1	1
YJR121W	1	1	1	1	0	0	0	0	1	1	1	1
YPL105C	0	1	1	1	0	1	1	1	1	0	0	1
YPR045C	1	1	1	1	1	1	1	0	1	0	1	1
YDR404C	0	1	1	1	1	1	0	1	1	1	0	0
YDR509W	1	1	0	1	1	1	1	1	1	1	0	1
YER087W	1	1	0	0	0	0	0	0	1	1	1	1
YKR068C	1	0	1	0	1	1	0	1	1	1	1	1
YDR389W	1	1	1	0	0	0	0	0	0	0	1	1
YOR090C	1	1	1	1	1	1	1	0	0	0	0	0
YOR172W	1	1	1	1	0	1	1	0	1	1	0	1
YHR149C	1	0	0	0	0	0	0	1	1	1	1	1
YOR297C	0	1	1	1	0	0	0	1	1	1	1	1
YBL099W	1	1	1	1	0	0	0	0	0	1	1	1
YMR276W	1	1	1	1	1	1	1	0	0	0	0	0
YOR037W	1	1	1	1	0	0	0	0	1	1	1	1
YIL054W	1	1	1	1	1	1	1	0	0	0	1	0
YAR008W	1	1	1	0	0	0	0	0	1	1	1	1
YNL229C	1	0	1	0	0	0	1	1	1	0	1	1
YNL145W	1	0	1	0	1	0	1	1	1	0	1	1
YDR082W	0	0	1	1	1	1	1	0	0	1	1	1
YOR299W	1	1	0	0	0	0	0	1	1	1	1	1
YLR291C	0	0	0	1	1	1	1	1	1	1	1	1
YPR096C	1	1	1	1	1	1	1	0	1	1	1	0
YDR229W	1	1	1	1	1	1	1	0	0	0	0	0
YMR004W	1	1	1	1	1	1	1	1	0	1	1	1
YPL071C	0	0	1	1	1	1	1	1	1	1	0	1
YBR293W	1	0	1	0	0	1	1	0	1	1	1	1
YMR022W	1	1	1	1	1	0	0	0	1	1	0	0
YGR065C	1	1	0	0	1	0	0	0	1	1	1	1
YDR432W	1	0	0	1	0	1	1	1	1	1	1	1
YOL154W	1	1	1	1	1	1	1	1	0	0	0	0
YPL175W	0	0	1	0	0	1	1	1	1	1	1	1
YBL035C	1	0	0	0	0	0	0	0	1	1	1	1
YLR439W	1	1	0	0	0	0	0	0	1	1	1	1
YDR365C	0	1	1	1	1	1	1	1	1	1	1	1
YHR064C	1	0	0	0	0	0	0	1	1	1	1	1
YBL058W	1	1	1	1	1	1	1	0	0	1	0	0
YPL029W	1	0	1	0	0	0	0	0	1	1	1	1
YAL005C	0	1	1	1	1	1	1	0	1	1	0	0
YMR184W	1	0	1	1	1	0	1	1	0	1	1	1
YMR142C	0	0	1	1	0	0	1	1	1	1	1	1
YIL163C	1	1	0	1	0	0	1	0	1	1	1	0
YHR070W	1	0	1	1	1	1	1	1	1	1	1	1
YGR139W	1	1	1	1	1	0	0	1	1	1	1	1
YDL146W	1	1	1	1	0	1	1	0	1	1	1	1
YLR457C	0	1	1	0	1	1	1	0	1	1	1	1
YJR110W	1	1	1	1	1	1	0	0	0	0	1	1
YMR154C	1	1	1	1	1	0	1	0	0	0	1	1
YGL143C	1	1	0	0	0	0	0	0	1	1	1	1
YDL059C	1	0	1	1	0	0	0	1	1	1	1	1
YKL102C	1	1	1	1	1	0	1	0	1	1	0	1
YFL007W	1	1	1	1	1	1	1	1	0	0	0	0
YKL088W	1	1	0	1	1	1	0	1	1	1	1	1
YKR101W	0	1	1	1	1	1	1	0	0	0	1	1
YDR098C	1	0	0	0	0	0	0	1	1	1	1	1
YLR079W	1	1	1	1	1	1	1	0	1	0	0	0
YER029C	0	1	1	1	1	1	0	1	1	1	0	1
YFL030W	1	1	1	1	0	0	1	0	0	1	1	1
YHR089C	1	0	0	0	0	0	1	1	1	1	1	1
YJL025W	1	1	1	0	1	1	1	1	1	1	1	1
YGL104C	1	1	1	1	1	1	1	0	0	1	1	0
YJL138C	1	0	0	0	1	1	1	1	1	1	1	1
YOR117W	1	1	1	1	1	1	1	1	0	0	0	0
YHR026W	1	1	0	1	1	0	1	1	1	1	1	1
YIL066C	0	1	0	1	1	1	1	1	0	0	0	0
YLR001C	1	1	1	1	1	1	1	0	1	0	0	0
YPL227C	0	0	1	0	0	0	0	1	1	1	1	1
YOR209C	1	0	0	0	0	0	1	1	1	1	1	1
YDL193W	1	1	1	1	1	1	1	0	0	0	0	0
YOR072W	1	1	1	1	1	1	1	0	0	0	0	0
YML095C	0	0	1	1	1	0	1	1	0	1	1	1
YDR383C	1	1	1	1	1	1	1	1	0	1	1	1
YBR300C	1	1	1	1	1	0	1	1	1	1	1	0
YPL257W	1	1	1	1	1	1	1	0	0	0	0	0
YDL106C	1	1	1	1	1	1	0	0	0	0	1	1
YLR183C	1	1	0	0	0	0	0	0	1	1	1	1
YDR516C	1	1	1	1	1	0	0	0	1	1	1	1
YGL258W	1	0	0	1	1	1	1	1	1	1	0	0
YPL214C	1	0	0	0	0	0	1	1	1	1	1	1
YAR019C	1	1	1	1	1	1	1	0	1	0	0	0
YDR327W	1	1	1	1	1	1	1	0	1	0	0	0
YOL143C	1	1	1	1	1	1	1	1	0	0	0	0
YDR339C	0	0	0	0	1	1	1	1	1	1	1	1
YCL052C	1	1	1	1	1	1	1	0	1	1	0	0
YDR370C	0	0	1	1	1	1	1	1	1	0	1	1
YDR121W	0	1	1	0	0	0	0	1	1	1	1	1
YBR255W	0	1	1	1	1	1	1	1	0	0	0	1
YLR056W	1	0	0	0	0	1	1	1	1	1	1	1
YLR420W	1	0	0	1	0	0	1	1	1	1	1	1
YPL152W	1	1	1	1	1	1	1	0	0	0	0	0
YAR069C	1	1	1	1	0	0	0	0	1	0	0	1
YER146W	1	1	1	0	0	0	0	1	1	1	1	1
YDR494W	1	1	1	1	0	0	0	0	1	1	1	1
YKL183W	1	1	1	1	1	0	1	1	1	0	0	1
YCR067C	1	1	1	0	0	0	0	1	1	1	1	1
YMR294W	1	1	1	1	1	1	1	1	0	0	0	1
YPL274W	1	0	0	0	0	0	1	1	1	1	1	1
YGR148C	1	0	0	0	1	0	1	1	1	1	1	1
YML054C	1	1	1	1	1	1	1	0	0	0	0	0
YGR174C	1	1	1	1	1	1	1	0	0	1	1	1
YJL044C	0	1	1	1	1	1	1	1	1	0	0	0
YBR201W	0	0	0	0	1	1	1	1	1	1	1	1
YJL218W	1	1	1	0	0	0	0	0	1	1	1	1
YLR314C	1	1	1	1	0	0	0	0	1	1	1	1
YHR053C	1	1	1	1	1	0	1	1	1	0	0	0
YOR314W	0	1	1	1	1	1	1	0	1	1	0	0
YKL205W	0	0	1	0	1	1	0	1	1	1	1	1
YJL089W	0	1	1	1	1	1	1	0	0	0	0	0
YLR256W	0	1	1	1	1	1	1	1	1	0	0	0
YCR030C	1	1	1	1	1	1	1	0	0	0	0	0
YGR069W	1	1	1	1	1	1	1	0	0	1	1	1
YFL016C	1	1	0	1	0	1	1	0	1	1	1	1
YBR202W	1	1	1	1	1	0	1	1	1	1	0	0
YHL003C	1	1	0	1	1	1	0	0	1	1	1	1
YNL140C	1	0	0	1	1	1	0	1	1	1	1	1
YNL300W	1	1	0	0	0	0	0	0	1	1	1	1
YNL113W	0	0	1	1	1	1	1	1	1	0	1	1
YOR303W	0	1	1	1	1	1	1	1	0	0	0	0
YLR333C	0	0	1	1	1	1	1	1	1	1	1	1
YDL209C	0	0	1	1	1	1	1	1	1	0	1	0
YER001W	1	0	0	0	0	0	0	1	1	1	1	1
YGL189C	1	0	1	1	1	0	1	1	1	1	1	0
YLR067C	1	1	1	0	1	0	0	0	1	1	1	1
YMR079W	0	0	1	0	0	0	1	1	1	1	1	1
YPR010C	0	0	1	0	1	1	1	1	1	1	1	1
YOL118C	0	0	1	1	1	1	1	0	1	1	0	0
YIR022W	1	1	0	1	1	0	1	1	0	1	1	0
YGR006W	1	1	1	1	1	1	1	1	1	1	0	0
YLR127C	1	1	0	1	0	1	0	1	1	0	1	1
YLL027W	1	0	1	0	1	1	1	1	1	1	1	0
YBR028C	1	0	0	0	0	0	0	1	1	1	1	1
YNR036C	1	1	1	1	0	0	0	0	1	1	1	1
YGL010W	0	1	1	1	1	1	1	0	1	0	0	0
YGR122W	1	1	1	1	1	1	1	0	1	0	0	1
YOL011W	1	1	1	1	1	1	1	0	1	1	0	0
YPL042C	1	1	1	1	1	0	0	1	1	1	1	1
YIL001W	1	1	1	1	1	1	1	0	1	1	1	0
YNL064C	0	0	0	1	1	1	1	1	1	1	1	0
YPL177C	0	1	1	1	1	1	1	1	1	0	0	0
YPL002C	1	0	0	1	1	1	1	0	1	1	0	1
YLL004W	0	1	1	1	1	1	1	1	1	1	1	1
YJR038C	1	1	1	1	1	1	1	0	1	0	0	0
YDR253C	0	0	0	0	1	0	1	1	1	1	1	1
YML109W	1	1	1	0	0	0	1	0	1	1	1	1
YBR080C	1	0	1	1	0	1	1	0	1	1	1	1
YPL244C	1	0	0	0	0	0	1	1	1	1	1	1
YNR006W	1	1	1	1	0	1	1	1	1	0	0	0
YPL183W-A	1	1	0	0	0	0	0	0	1	1	1	1
YER040W	0	1	1	1	1	1	1	1	0	1	0	1
YPL045W	1	0	1	1	1	1	0	1	0	1	1	1
YAL002W	0	1	1	1	1	1	1	0	1	0	1	1
YGR030C	1	1	1	1	1	1	1	1	0	0	0	0
YKL168C	1	1	1	1	1	1	1	0	0	0	1	0
YNL243W	1	1	1	1	1	0	0	0	1	1	1	1
YFR054C	1	1	1	0	0	0	1	0	0	1	1	1
YAL067C	1	1	1	1	1	0	1	0	1	1	0	0
YJR066W	1	1	1	1	1	1	0	0	1	1	0	1
YLL056C	0	1	1	1	1	1	1	1	0	0	0	0
YJL212C	1	1	1	1	1	1	1	1	1	1	0	1
YOR310C	0	0	0	0	0	1	1	1	1	1	1	1
YBR144C	0	1	1	1	1	1	1	1	1	1	0	0
YPR194C	1	1	0	0	0	0	0	0	1	1	1	1
YPR018W	1	0	0	0	0	0	1	1	1	1	1	1
YBR115C	1	0	0	0	1	1	1	1	1	1	1	1
YGR209C	1	1	1	1	1	1	1	1	0	1	1	0
YHR159W	1	1	1	1	1	1	1	0	0	1	1	1
YJL120W	1	0	1	1	1	1	1	1	1	0	1	0
YKL173W	0	1	1	1	1	1	0	1	1	0	0	0
YFR026C	1	1	1	0	0	0	0	0	1	1	1	1
YJR120W	1	1	1	1	1	1	1	0	1	0	0	0
YDR213W	0	0	1	1	1	1	1	1	1	1	0	0
YGR168C	1	1	1	1	1	1	1	0	0	0	1	0
YBR125C	1	0	1	1	0	1	0	1	1	1	1	1
YPL135W	1	1	1	1	1	1	1	0	0	0	0	0
YLR312W-A	1	1	0	0	0	0	0	0	1	1	1	1
YDL127W	0	1	1	0	1	0	0	0	1	1	1	1
YBR245C	1	1	0	0	0	0	0	1	1	1	1	1
YOR271C	1	1	1	0	0	0	1	1	1	1	1	1
YJR134C	1	1	1	0	1	1	0	1	1	1	0	1
YER045C	1	1	0	1	1	0	1	1	1	1	0	1
YKL019W	1	1	0	0	0	0	1	1	1	1	0	1
YNL027W	0	1	1	1	1	1	0	0	1	0	0	1
YHR102W	1	0	0	0	1	1	1	0	0	1	1	1
YGR245C	0	0	0	1	1	1	1	1	1	1	1	1
YOR251C	0	1	1	1	1	1	1	1	0	0	0	0
YJL164C	1	1	1	1	1	1	1	0	0	0	0	0
YAR031W	1	1	1	1	1	1	1	0	0	1	0	0
YIL078W	1	0	0	0	1	0	0	1	1	1	1	1
YOR246C	1	0	0	0	0	0	1	1	1	1	1	1
YJL149W	1	0	1	1	1	1	1	0	1	0	0	0
YGL240W	0	0	0	1	1	1	1	1	1	1	0	0
YFL017W-A	0	1	0	1	1	1	0	1	1	0	1	1
YPL267W	1	0	0	0	0	0	1	0	1	1	1	1
YJR037W	1	0	1	1	1	1	1	0	1	0	0	0
YHR040W	0	0	1	1	1	1	1	1	1	1	1	1
YLR417W	1	1	1	1	1	1	1	0	0	0	1	1
YNL125C	1	1	1	1	1	1	1	1	0	0	0	0
YKL095W	1	0	1	1	1	1	1	1	1	1	0	0
YOR351C	0	1	1	0	1	1	0	0	1	1	1	1
YOL146W	1	1	1	1	0	0	0	1	1	1	1	1
YOR263C	0	1	1	1	1	1	1	1	1	0	0	0
YMR304W	1	1	1	1	1	1	1	0	0	0	0	0
YLL060C	0	1	1	1	1	1	1	1	0	0	1	0
YCL033C	1	1	1	1	1	1	1	1	0	1	0	0
YOR189W	1	0	0	1	0	1	0	1	1	1	1	1
YBR108W	1	1	1	1	1	1	1	0	1	0	0	0
YBR217W	0	1	1	1	1	1	1	0	0	0	0	0
YAL003W	1	0	0	0	1	1	1	1	1	1	1	1
YBL097W	1	1	1	1	0	0	0	1	1	0	1	1
YPR107C	1	1	1	1	1	1	1	0	1	1	1	1
YJL061W	0	0	1	0	1	1	0	1	1	1	1	1
YPR070W	0	0	1	1	0	1	0	1	1	1	0	0
YGL142C	1	1	0	1	1	1	1	0	1	1	1	0
YPL248C	1	1	1	1	1	1	1	0	0	1	1	0
YKL138C	1	1	1	0	0	0	0	0	1	1	1	1
YML068W	0	0	0	1	1	1	1	0	0	1	1	1
YIL016W	1	0	0	1	1	1	0	1	0	1	1	1
YDL108W	0	0	0	1	1	1	1	1	1	1	1	1
YDR504C	1	1	1	1	1	1	1	0	0	0	0	0
YPR191W	1	1	1	1	0	0	0	0	1	1	1	1
YLR351C	1	1	0	1	1	0	0	1	1	1	1	1
YHL021C	1	1	1	1	1	1	0	0	1	1	1	1
YKL090W	1	1	0	1	1	1	0	0	1	0	1	1
YGL173C	1	1	1	1	1	1	1	0	0	1	1	0
YFL031W	1	1	0	1	0	1	1	0	1	1	1	1
YLR249W	1	0	0	0	0	0	1	1	1	1	1	1
YOR051C	0	0	1	1	1	1	1	1	1	1	1	1
YPR179C	0	1	1	1	1	1	1	1	1	1	1	1
YNL261W	0	1	0	0	1	1	0	1	1	1	1	1
YOL021C	0	0	0	1	1	1	1	1	1	1	1	1
YLR455W	1	1	1	0	0	0	0	1	1	1	1	1
YBL045C	1	1	1	1	0	0	0	0	1	1	1	1
YEL008W	0	1	1	1	1	1	1	1	0	0	0	0
YKL129C	1	1	1	1	1	1	1	0	0	0	0	0
YDR275W	1	1	1	1	1	1	1	0	0	1	0	0
YBR056W	0	1	1	1	1	1	1	1	0	0	0	0
YJR051W	1	1	0	1	0	1	0	1	1	1	1	1
YMR223W	0	1	1	1	1	1	0	1	1	1	1	1
YLR274W	0	1	1	1	1	0	1	1	1	1	1	0
YMR069W	0	1	1	1	1	1	1	1	1	0	1	1
YDR003W	1	1	1	1	1	1	1	0	0	0	0	0
YJL139C	0	0	1	1	1	1	1	1	1	1	0	0
YLR028C	1	1	1	1	1	1	1	1	0	0	0	0
YLL034C	0	0	0	1	1	1	1	1	1	1	1	1
YLR038C	1	1	1	1	1	0	0	0	1	0	1	1
YAR027W	1	1	1	1	1	1	1	0	0	1	0	0
YER059W	0	1	1	1	1	1	1	0	0	0	1	1
YGL022W	1	1	1	0	0	0	1	1	1	1	1	1
YDL080C	1	0	0	0	0	1	1	1	1	1	1	1
YDR449C	0	0	0	1	1	1	1	1	1	1	1	1
YEL026W	0	0	1	0	0	1	1	1	1	1	1	1
YKL155C	1	1	0	0	0	0	0	1	1	1	1	1
YOR389W	1	1	1	1	1	1	1	1	0	0	0	0
YGR081C	0	0	0	1	1	1	1	1	1	1	1	1
YJL053W	1	1	1	1	1	1	1	0	1	1	0	0
YGR021W	1	1	0	0	0	0	0	0	1	1	1	1
YML092C	0	1	1	1	1	1	1	1	0	0	0	0
YOL117W	1	1	1	1	1	1	1	0	0	1	0	1
YMR159C	1	1	1	1	1	1	1	1	0	0	0	0
YNR013C	1	0	0	0	1	1	1	1	1	1	1	1
YDL046W	1	1	1	1	1	1	1	0	0	0	0	0
YDR135C	1	0	0	0	1	1	1	1	1	1	1	1
YDL175C	1	1	1	1	1	1	1	0	1	0	1	1
YHL032C	1	1	1	1	1	1	1	0	0	0	0	0
YOL050C	1	0	1	1	1	1	1	1	1	1	0	0
YGL259W	1	1	0	1	1	0	1	0	0	1	1	1
YAL043C	1	1	1	1	0	1	1	1	1	1	0	0
YCL044C	0	1	1	1	1	1	1	1	0	0	0	0
YGR267C	1	1	0	1	0	1	0	1	1	1	1	1
YNL173C	1	1	1	1	1	1	1	1	0	0	0	0
YNL207W	0	0	0	1	1	1	1	1	1	1	1	1
YDR283C	1	1	1	1	1	1	1	0	0	0	0	1
YOR290C	1	1	1	1	1	1	1	0	1	0	0	0
YER019C-A	1	1	1	1	1	1	0	1	1	1	0	0
YNL002C	0	0	1	1	1	1	1	1	1	1	1	1
YNL190W	0	0	1	1	1	1	1	1	1	0	1	0
YDR038C	1	1	0	0	1	1	1	1	1	1	0	0
YNL048W	1	0	1	0	1	0	1	1	1	1	1	1
YHR044C	1	1	1	1	1	1	1	0	0	1	1	1
YOL085C	0	1	1	1	1	1	1	0	1	0	0	0
