YAL001C	YDR362C
YBL092W	YGL103W
YBL092W	YGL147C
YBL092W	YGR085C
YBL092W	YJL177W
YBL092W	YML063W
YBL092W	YML073C
YBL092W	YMR194W
YBL092W	YOL040C
YBL092W	YOL127W
YBL092W	YOR096W
YBR010W	YEL056W
YBR017C	YJR077C
YBR017C	YOR160W
YBR048W	YCR031C
YBR048W	YDL014W
YBR048W	YDL060W
YBR048W	YDL148C
YBR048W	YDR012W
YBR048W	YDR064W
YBR048W	YDR299W
YBR048W	YDR365C
YBR048W	YDR418W
YBR048W	YER025W
YBR048W	YER074W
YBR048W	YFR031C-A
YBR048W	YGL076C
YBR048W	YGR085C
YBR048W	YJL177W
YBR048W	YJL190C
YBR048W	YJR145C
YBR048W	YLL045C
YBR048W	YLR367W
YBR048W	YML063W
YBR048W	YML073C
YBR048W	YMR194W
YBR048W	YMR229C
YBR048W	YMR242C
YBR048W	YMR290C
YBR048W	YNL308C
YBR048W	YOL127W
YBR048W	YOR096W
YBR048W	YOR204W
YBR048W	YPL012W
YBR048W	YPL081W
YBR048W	YPL217C
YBR052C	YDR032C
YBR055C	YBR152W
YBR055C	YCR077C
YBR055C	YDR378C
YBR055C	YDR473C
YBR055C	YER112W
YBR055C	YGR013W
YBR055C	YGR091W
YBR055C	YHR165C
YBR055C	YLR147C
YBR055C	YML046W
YBR055C	YML049C
YBR055C	YMR240C
YBR055C	YMR268C
YBR055C	YMR288W
YBR055C	YPL213W
YBR055C	YPR082C
YBR061C	YMR259C
YBR065C	YHR165C
YBR065C	YPL151C
YBR065C	YPR101W
YBR079C	YDR064W
YBR079C	YER025W
YBR079C	YLR192C
YBR079C	YMR146C
YBR079C	YMR309C
YBR079C	YOR096W
YBR079C	YOR361C
YBR079C	YPL081W
YBR079C	YPL237W
YBR079C	YPR041W
YBR081C	YCL010C
YBR081C	YDR145W
YBR081C	YDR167W
YBR081C	YGL112C
YBR081C	YGR252W
YBR081C	YGR274C
YBR081C	YHR099W
YBR081C	YMR223W
YBR081C	YMR227C
YBR081C	YMR236W
YBR081C	YOL148C
YBR081C	YPL011C
YBR087W	YNL290W
YBR087W	YOL094C
YBR087W	YOR217W
YBR103W	YCR033W
YBR103W	YOL068C
YBR105C	YDL082W
YBR105C	YIL017C
YBR105C	YIL097W
YBR122C	YCR046C
YBR122C	YCR071C
YBR122C	YDR116C
YBR122C	YDR296W
YBR122C	YDR322W
YBR122C	YGR220C
YBR122C	YKL167C
YBR122C	YLR439W
YBR122C	YML025C
YBR122C	YMR024W
YBR122C	YNL005C
YBR122C	YNL252C
YBR122C	YOR150W
YBR127C	YEL051W
YBR127C	YGR020C
YBR127C	YKL080W
YBR130C	YKL130C
YBR142W	YDL014W
YBR142W	YDR060W
YBR142W	YDR496C
YBR142W	YGL076C
YBR142W	YGR085C
YBR142W	YHR052W
YBR142W	YJR145C
YBR142W	YLL008W
YBR142W	YLL045C
YBR142W	YML073C
YBR142W	YMR049C
YBR142W	YMR229C
YBR142W	YMR290C
YBR142W	YNL061W
YBR142W	YOL041C
YBR142W	YOR272W
YBR142W	YPL043W
YBR142W	YPL211W
YBR142W	YPL249C-A
YBR143C	YDR172W
YBR143C	YPL237W
YBR146W	YBR251W
YBR146W	YDR036C
YBR146W	YDR041W
YBR146W	YDR337W
YBR146W	YGR165W
YBR146W	YGR215W
YBR146W	YHL004W
YBR146W	YIL093C
YBR146W	YJR113C
YBR146W	YKL003C
YBR146W	YKL155C
YBR146W	YMR188C
YBR146W	YNL081C
YBR146W	YNL306W
YBR146W	YOR204W
YBR146W	YPL013C
YBR152W	YDR473C
YBR152W	YGR091W
YBR171W	YLR292C
YBR171W	YOR254C
YBR191W	YCR031C
YBR191W	YDL075W
YBR191W	YDL082W
YBR191W	YDR418W
YBR191W	YER074W
YBR191W	YFR031C-A
YBR191W	YFR032C-A
YBR191W	YGL014W
YBR191W	YGL103W
YBR191W	YGL147C
YBR191W	YGR085C
YBR191W	YJL177W
YBR191W	YML073C
YBR191W	YMR194W
YBR191W	YMR242C
YBR191W	YOL127W
YBR196C	YOL086C
YBR215W	YJR140C
YBR221C	YGR193C
YBR229C	YDR221W
YBR251W	YDR041W
YBR251W	YDR337W
YBR251W	YGR165W
YBR251W	YGR215W
YBR251W	YHL004W
YBR251W	YIL093C
YBR251W	YJR113C
YBR251W	YKL003C
YBR251W	YKL155C
YBR251W	YMR188C
YBR251W	YNL306W
YBR251W	YPL013C
YBR253W	YDR308C
YBR253W	YGL025C
YBR253W	YGL151W
YBR253W	YGR104C
YBR253W	YHR041C
YBR253W	YMR112C
YBR253W	YNL236W
YBR253W	YNR010W
YBR253W	YOL135C
YBR253W	YOR174W
YBR253W	YPL042C
YBR253W	YPR070W
YBR253W	YPR168W
YBR254C	YDR246W
YBR254C	YGR166W
YBR254C	YML077W
YBR254C	YMR218C
YBR254C	YOR115C
YBR258C	YDR469W
YBR258C	YHR119W
YBR258C	YKL018W
YBR258C	YPL138C
YBR289W	YHL025W
YBR289W	YMR033W
YBR289W	YNR023W
YCL010C	YDR145W
YCL010C	YDR167W
YCL010C	YGL112C
YCL010C	YGR252W
YCL010C	YHR099W
YCL010C	YMR223W
YCL010C	YMR236W
YCL010C	YOL148C
YCL016C	YHR191C
YCL048W	YCR024C
YCR002C	YDL225W
YCR002C	YJR092W
YCR009C	YFL039C
YCR028C-A	YJL173C
YCR028C-A	YML032C
YCR028C-A	YNL312W
YCR031C	YDL014W
YCR031C	YDL075W
YCR031C	YDL082W
YCR031C	YDL148C
YCR031C	YDR064W
YCR031C	YDR382W
YCR031C	YDR418W
YCR031C	YER074W
YCR031C	YFR031C-A
YCR031C	YGL076C
YCR031C	YGL103W
YCR031C	YGL147C
YCR031C	YGR085C
YCR031C	YJL177W
YCR031C	YJL190C
YCR031C	YJL191W
YCR031C	YLL045C
YCR031C	YML063W
YCR031C	YML073C
YCR031C	YMR194W
YCR031C	YMR242C
YCR031C	YNL302C
YCR031C	YOL127W
YCR031C	YOR096W
YCR031C	YOR204W
YCR031C	YPL143W
YCR031C	YPL249C-A
YCR046C	YCR071C
YCR046C	YDR116C
YCR046C	YDR296W
YCR046C	YDR322W
YCR046C	YGR220C
YCR046C	YKL167C
YCR046C	YLR439W
YCR046C	YML025C
YCR046C	YMR024W
YCR046C	YNL005C
YCR046C	YNL252C
YCR046C	YOR150W
YCR052W	YDR303C
YCR052W	YFR037C
YCR052W	YGR056W
YCR052W	YKR008W
YCR052W	YLR033W
YCR052W	YLR321C
YCR052W	YLR357W
YCR052W	YML127W
YCR052W	YMR033W
YCR052W	YMR091C
YCR071C	YDR116C
YCR071C	YDR296W
YCR071C	YDR322W
YCR071C	YGR220C
YCR071C	YKL167C
YCR071C	YLR439W
YCR071C	YML025C
YCR071C	YMR024W
YCR071C	YNL005C
YCR071C	YNL252C
YCR071C	YOR150W
YCR072C	YDR101C
YCR072C	YGR245C
YCR072C	YHR197W
YCR072C	YLR074C
YCR072C	YNL182C
YCR072C	YNR053C
YCR072C	YPL093W
YCR072C	YPR016C
YCR076C	YER094C
YCR077C	YDR378C
YCR077C	YDR473C
YCR077C	YER112W
YCR077C	YGL173C
YCR077C	YGR091W
YCR077C	YHR165C
YCR077C	YLR147C
YCR077C	YLR438C-A
YCR077C	YMR268C
YCR077C	YPR082C
YCR092C	YOL090W
YDL002C	YDR190C
YDL002C	YFL013C
YDL002C	YFL039C
YDL002C	YNL059C
YDL002C	YPL129W
YDL014W	YDL082W
YDL014W	YDL148C
YDL014W	YDR060W
YDL014W	YDR064W
YDL014W	YDR299W
YDL014W	YDR324C
YDL014W	YDR449C
YDL014W	YDR496C
YDL014W	YGL120C
YDL014W	YGR085C
YDL014W	YGR128C
YDL014W	YHR148W
YDL014W	YJL033W
YDL014W	YJL109C
YDL014W	YJL190C
YDL014W	YJR145C
YDL014W	YLL008W
YDL014W	YLL011W
YDL014W	YLL045C
YDL014W	YLR175W
YDL014W	YLR197W
YDL014W	YLR222C
YDL014W	YML063W
YDL014W	YMR229C
YDL014W	YMR290C
YDL014W	YMR309C
YDL014W	YNL061W
YDL014W	YNL308C
YDL014W	YOL077C
YDL014W	YOR096W
YDL014W	YOR206W
YDL014W	YOR310C
YDL014W	YPL012W
YDL014W	YPL126W
YDL014W	YPL217C
YDL014W	YPR137W
YDL018C	YML012W
YDL031W	YDR060W
YDL031W	YDR087C
YDL031W	YDR101C
YDL031W	YDR496C
YDL031W	YFL002C
YDL031W	YGL111W
YDL031W	YGR103W
YDL031W	YHR052W
YDL031W	YHR088W
YDL031W	YHR197W
YDL031W	YKL172W
YDL031W	YKR081C
YDL031W	YLL008W
YDL031W	YLL045C
YDL031W	YLR449W
YDL031W	YMR049C
YDL031W	YMR290C
YDL031W	YNL061W
YDL031W	YNL110C
YDL031W	YNL182C
YDL031W	YOL077C
YDL031W	YOL127W
YDL031W	YOR206W
YDL031W	YOR272W
YDL031W	YPL043W
YDL031W	YPL093W
YDL031W	YPL211W
YDL031W	YPR016C
YDL044C	YLR139C
YDL045W-A	YIL093C
YDL045W-A	YJR113C
YDL045W-A	YNL306W
YDL047W	YFR040W
YDL047W	YGR161C
YDL047W	YJL098W
YDL047W	YKR028W
YDL060W	YDR064W
YDL060W	YER074W
YDL060W	YJR145C
YDL060W	YKL143W
YDL060W	YNL207W
YDL060W	YOR096W
YDL060W	YPL012W
YDL060W	YPL266W
YDL075W	YDL082W
YDL075W	YDR012W
YDL075W	YDR064W
YDL075W	YDR101C
YDL075W	YDR382W
YDL075W	YDR418W
YDL075W	YER074W
YDL075W	YFR031C-A
YDL075W	YFR032C-A
YDL075W	YGL014W
YDL075W	YGL076C
YDL075W	YGL103W
YDL075W	YGL147C
YDL075W	YGR085C
YDL075W	YGR103W
YDL075W	YJL177W
YDL075W	YJL190C
YDL075W	YLL045C
YDL075W	YLR367W
YDL075W	YML063W
YDL075W	YML073C
YDL075W	YMR194W
YDL075W	YMR242C
YDL075W	YNL110C
YDL075W	YOL040C
YDL075W	YOL127W
YDL075W	YOR096W
YDL075W	YPL012W
YDL075W	YPL220W
YDL075W	YPL249C-A
YDL075W	YPR067W
YDL081C	YDR382W
YDL082W	YDR012W
YDL082W	YDR064W
YDL082W	YDR382W
YDL082W	YDR418W
YDL082W	YEL054C
YDL082W	YER074W
YDL082W	YFR031C-A
YDL082W	YFR032C-A
YDL082W	YGL014W
YDL082W	YGL076C
YDL082W	YGL103W
YDL082W	YGL147C
YDL082W	YGR085C
YDL082W	YGR103W
YDL082W	YJL177W
YDL082W	YJL190C
YDL082W	YJL191W
YDL082W	YJR145C
YDL082W	YKL172W
YDL082W	YLL045C
YDL082W	YML063W
YDL082W	YML073C
YDL082W	YMR194W
YDL082W	YMR242C
YDL082W	YMR290C
YDL082W	YNL110C
YDL082W	YOL041C
YDL082W	YOL077C
YDL082W	YOL120C
YDL082W	YOL127W
YDL082W	YOR096W
YDL082W	YOR272W
YDL082W	YPL093W
YDL082W	YPL220W
YDL082W	YPL249C-A
YDL084W	YDR138W
YDL084W	YDR381W
YDL084W	YML062C
YDL084W	YNL004W
YDL087C	YDR235W
YDL087C	YGR013W
YDL087C	YHR165C
YDL087C	YKL012W
YDL087C	YLR147C
YDL087C	YML046W
YDL087C	YML049C
YDL087C	YPL178W
YDL090C	YKL019W
YDL099W	YDR517W
YDL100C	YER083C
YDL111C	YDR280W
YDL111C	YGR095C
YDL111C	YGR158C
YDL111C	YHR081W
YDL111C	YNL189W
YDL111C	YNL232W
YDL111C	YPR189W
YDL116W	YGL100W
YDL116W	YKL057C
YDL134C	YGL190C
YDL134C	YML109W
YDL134C	YMR273C
YDL145C	YER122C
YDL145C	YFR051C
YDL145C	YGL137W
YDL145C	YIL076W
YDL145C	YNL287W
YDL145C	YPL010W
YDL147W	YDR179C
YDL147W	YDR363W-A
YDL147W	YDR427W
YDL147W	YFR004W
YDL147W	YFR010W
YDL147W	YFR052W
YDL147W	YGL048C
YDL147W	YIL071C
YDL147W	YOR259C
YDL148C	YDR064W
YDL148C	YDR299W
YDL148C	YDR324C
YDL148C	YDR449C
YDL148C	YGR128C
YDL148C	YHR148W
YDL148C	YJL109C
YDL148C	YJR145C
YDL148C	YLL011W
YDL148C	YLR197W
YDL148C	YMR229C
YDL148C	YNL308C
YDL148C	YOL010W
YDL148C	YOR096W
YDL148C	YOR310C
YDL148C	YPL012W
YDL148C	YPL126W
YDL148C	YPL217C
YDL150W	YKL144C
YDL150W	YNL113W
YDL150W	YNL151C
YDL150W	YOR116C
YDL150W	YOR207C
YDL150W	YOR210W
YDL150W	YOR224C
YDL155W	YLR079W
YDL156W	YJL173C
YDL156W	YNL312W
YDL165W	YPR072W
YDL201W	YDR165W
YDL208W	YLR175W
YDL208W	YMR310C
YDR005C	YOR116C
YDR012W	YDR382W
YDR012W	YDR418W
YDR012W	YDR496C
YDR012W	YER074W
YDR012W	YFR031C-A
YDR012W	YGL103W
YDR012W	YGL147C
YDR012W	YGR085C
YDR012W	YJL177W
YDR012W	YJR145C
YDR012W	YKR081C
YDR012W	YLL045C
YDR012W	YML063W
YDR012W	YML073C
YDR012W	YMR194W
YDR012W	YMR242C
YDR012W	YMR290C
YDR012W	YNL061W
YDR012W	YOL041C
YDR012W	YOL120C
YDR012W	YOL127W
YDR012W	YOR096W
YDR012W	YPL220W
YDR013W	YOL146W
YDR016C	YKL052C
YDR028C	YDR477W
YDR028C	YGL115W
YDR036C	YDR041W
YDR036C	YDR337W
YDR036C	YHL004W
YDR036C	YIL093C
YDR036C	YJR113C
YDR036C	YKL155C
YDR036C	YMR188C
YDR036C	YNL306W
YDR041W	YDR337W
YDR041W	YGR165W
YDR041W	YGR215W
YDR041W	YHL004W
YDR041W	YIL093C
YDR041W	YJR113C
YDR041W	YKL155C
YDR041W	YMR188C
YDR041W	YNL306W
YDR041W	YOR204W
YDR041W	YPL013C
YDR050C	YOL086C
YDR054C	YJL047C
YDR060W	YDR087C
YDR060W	YDR496C
YDR060W	YFL002C
YDR060W	YGL076C
YDR060W	YGL111W
YDR060W	YGR103W
YDR060W	YHR052W
YDR060W	YHR088W
YDR060W	YKL172W
YDR060W	YKR081C
YDR060W	YLL008W
YDR060W	YLL045C
YDR060W	YMR049C
YDR060W	YMR229C
YDR060W	YMR290C
YDR060W	YNL061W
YDR060W	YOL041C
YDR060W	YOL077C
YDR060W	YOR206W
YDR060W	YOR272W
YDR060W	YPL012W
YDR060W	YPL043W
YDR060W	YPL093W
YDR060W	YPL211W
YDR062W	YMR296C
YDR064W	YDR382W
YDR064W	YDR418W
YDR064W	YDR449C
YDR064W	YER074W
YDR064W	YFR031C-A
YDR064W	YGL014W
YDR064W	YGL103W
YDR064W	YGL120C
YDR064W	YGL147C
YDR064W	YGR085C
YDR064W	YHR148W
YDR064W	YJL177W
YDR064W	YJL190C
YDR064W	YJL191W
YDR064W	YJR145C
YDR064W	YLL011W
YDR064W	YLL045C
YDR064W	YLR197W
YDR064W	YLR367W
YDR064W	YML026C
YDR064W	YML063W
YDR064W	YML073C
YDR064W	YMR116C
YDR064W	YMR194W
YDR064W	YMR230W
YDR064W	YMR242C
YDR064W	YNL207W
YDR064W	YNL308C
YDR064W	YOL040C
YDR064W	YOL127W
YDR064W	YOR096W
YDR064W	YOR145C
YDR064W	YOR310C
YDR064W	YPL012W
YDR064W	YPL081W
YDR064W	YPL126W
YDR064W	YPL217C
YDR064W	YPL220W
YDR064W	YPL249C-A
YDR064W	YPL266W
YDR064W	YPR189W
YDR074W	YML100W
YDR074W	YMR261C
YDR087C	YDR496C
YDR087C	YFL002C
YDR087C	YGL111W
YDR087C	YGR085C
YDR087C	YHR052W
YDR087C	YHR088W
YDR087C	YKR081C
YDR087C	YLL008W
YDR087C	YMR049C
YDR087C	YMR290C
YDR087C	YNL061W
YDR087C	YOL077C
YDR087C	YOR206W
YDR087C	YOR272W
YDR087C	YPL211W
YDR087C	YPR016C
YDR101C	YGL103W
YDR101C	YGR103W
YDR101C	YGR245C
YDR101C	YHR052W
YDR101C	YHR197W
YDR101C	YKR081C
YDR101C	YLL045C
YDR101C	YNL110C
YDR101C	YNL182C
YDR101C	YNR053C
YDR101C	YPL093W
YDR101C	YPL211W
YDR101C	YPL249C-A
YDR101C	YPR016C
YDR116C	YDR296W
YDR116C	YDR322W
YDR116C	YGR220C
YDR116C	YKL167C
YDR116C	YLR439W
YDR116C	YML025C
YDR116C	YMR024W
YDR116C	YNL005C
YDR116C	YNL252C
YDR116C	YOR150W
YDR118W	YLR127C
YDR121W	YGL133W
YDR121W	YJL065C
YDR121W	YOR304W
YDR129C	YFL039C
YDR138W	YDR381W
YDR138W	YML062C
YDR138W	YNL004W
YDR138W	YNL253W
YDR141C	YNL297C
YDR145W	YDR167W
YDR145W	YER148W
YDR145W	YGL112C
YDR145W	YGR252W
YDR145W	YGR274C
YDR145W	YHR099W
YDR145W	YMR227C
YDR145W	YMR236W
YDR145W	YOL148C
YDR145W	YPL011C
YDR152W	YGR173W
YDR156W	YJL148W
YDR156W	YNL113W
YDR156W	YNL248C
YDR156W	YOR210W
YDR156W	YOR340C
YDR156W	YOR341W
YDR156W	YPR010C
YDR166C	YER008C
YDR166C	YGL233W
YDR166C	YJL085W
YDR167W	YGL112C
YDR167W	YGR252W
YDR167W	YGR274C
YDR167W	YMR223W
YDR167W	YMR227C
YDR167W	YMR236W
YDR167W	YOL148C
YDR167W	YPL011C
YDR171W	YOR151C
YDR171W	YPR035W
YDR174W	YJL177W
YDR174W	YMR242C
YDR179C	YIL071C
YDR180W	YER147C
YDR188W	YIL142W
YDR188W	YKL029C
YDR190C	YDR334W
YDR190C	YFL013C
YDR190C	YFL039C
YDR190C	YGR002C
YDR190C	YML041C
YDR190C	YMR072W
YDR190C	YNL059C
YDR190C	YNL107W
YDR190C	YOR304W
YDR190C	YPL129W
YDR195W	YDR301W
YDR195W	YGR156W
YDR195W	YKL018W
YDR195W	YMR242C
YDR195W	YOR179C
YDR207C	YIL084C
YDR211W	YER025W
YDR211W	YKR026C
YDR211W	YLR291C
YDR211W	YOR260W
YDR211W	YPL237W
YDR211W	YPR010C
YDR225W	YLR357W
YDR228C	YMR061W
YDR235W	YGR013W
YDR235W	YKL012W
YDR235W	YLR147C
YDR235W	YML046W
YDR235W	YML049C
YDR235W	YPL178W
YDR245W	YEL036C
YDR245W	YGR132C
YDR245W	YJL183W
YDR245W	YJR075W
YDR245W	YLR342W
YDR245W	YPL050C
YDR246W	YGR166W
YDR246W	YML077W
YDR246W	YMR218C
YDR246W	YOR115C
YDR254W	YJR135C
YDR254W	YLR381W
YDR264C	YOR212W
YDR267C	YIL128W
YDR280W	YGR095C
YDR280W	YGR158C
YDR280W	YHR081W
YDR280W	YNL189W
YDR280W	YNL232W
YDR280W	YPR189W
YDR289C	YOR048C
YDR296W	YDR322W
YDR296W	YGR220C
YDR296W	YKL167C
YDR296W	YLR439W
YDR296W	YML025C
YDR296W	YMR024W
YDR296W	YNL005C
YDR296W	YNL252C
YDR296W	YOR150W
YDR299W	YER127W
YDR299W	YHR148W
YDR299W	YJL033W
YDR299W	YJR145C
YDR299W	YNL308C
YDR299W	YOR096W
YDR299W	YPL126W
YDR299W	YPL217C
YDR301W	YGR156W
YDR301W	YKL018W
YDR301W	YMR061W
YDR303C	YFR037C
YDR303C	YGR056W
YDR303C	YKR001C
YDR303C	YKR008W
YDR303C	YLR033W
YDR303C	YLR321C
YDR303C	YLR357W
YDR303C	YML127W
YDR303C	YMR033W
YDR303C	YMR091C
YDR308C	YGL025C
YDR308C	YGL151W
YDR308C	YGR104C
YDR308C	YHR041C
YDR308C	YMR112C
YDR308C	YNL236W
YDR308C	YNR010W
YDR308C	YOL135C
YDR308C	YOR174W
YDR308C	YPL042C
YDR308C	YPR070W
YDR308C	YPR168W
YDR322W	YGR220C
YDR322W	YKL167C
YDR322W	YLR439W
YDR322W	YML025C
YDR322W	YMR024W
YDR322W	YNL005C
YDR322W	YNL252C
YDR322W	YNL284C
YDR322W	YOR150W
YDR324C	YDR398W
YDR324C	YDR449C
YDR324C	YGR128C
YDR324C	YHR148W
YDR324C	YJL069C
YDR324C	YJL109C
YDR324C	YLL011W
YDR324C	YLR197W
YDR324C	YLR222C
YDR324C	YNL075W
YDR324C	YOR145C
YDR324C	YPL126W
YDR324C	YPL217C
YDR324C	YPL266W
YDR324C	YPR137W
YDR334W	YFL039C
YDR334W	YGR002C
YDR334W	YNL107W
YDR337W	YGR165W
YDR337W	YGR215W
YDR337W	YHL004W
YDR337W	YIL093C
YDR337W	YJR113C
YDR337W	YKL155C
YDR337W	YMR188C
YDR337W	YNL306W
YDR337W	YPL013C
YDR349C	YLR430W
YDR363W-A	YDR427W
YDR363W-A	YFR004W
YDR363W-A	YFR010W
YDR363W-A	YFR052W
YDR363W-A	YGL048C
YDR363W-A	YOR259C
YDR364C	YDR416W
YDR364C	YGR278W
YDR364C	YPL151C
YDR364C	YPR101W
YDR365C	YJL033W
YDR378C	YDR473C
YDR378C	YER112W
YDR378C	YGL173C
YDR378C	YGR091W
YDR378C	YHR165C
YDR378C	YLR147C
YDR378C	YMR268C
YDR378C	YPR082C
YDR381W	YML062C
YDR381W	YNL004W
YDR382W	YDR418W
YDR382W	YER074W
YDR382W	YFR031C-A
YDR382W	YFR032C-A
YDR382W	YGL076C
YDR382W	YGL103W
YDR382W	YGR085C
YDR382W	YJL177W
YDR382W	YJL190C
YDR382W	YLL045C
YDR382W	YML063W
YDR382W	YML073C
YDR382W	YMR194W
YDR382W	YMR242C
YDR382W	YOL127W
YDR382W	YOR096W
YDR382W	YPL220W
YDR382W	YPL249C-A
YDR398W	YGR128C
YDR398W	YJL109C
YDR398W	YPL126W
YDR404C	YGL070C
YDR404C	YGR063C
YDR404C	YOL005C
YDR404C	YOR151C
YDR404C	YOR210W
YDR404C	YOR224C
YDR404C	YPL129W
YDR416W	YGL120C
YDR416W	YGR278W
YDR416W	YHR165C
YDR416W	YJR050W
YDR416W	YML049C
YDR416W	YMR213W
YDR416W	YMR288W
YDR416W	YPL151C
YDR416W	YPL213W
YDR416W	YPR101W
YDR418W	YFR031C-A
YDR418W	YGL076C
YDR418W	YGL103W
YDR418W	YGL147C
YDR418W	YGR085C
YDR418W	YJL177W
YDR418W	YJL190C
YDR418W	YLL045C
YDR418W	YML063W
YDR418W	YML073C
YDR418W	YMR194W
YDR418W	YMR242C
YDR418W	YOL127W
YDR418W	YOR096W
YDR418W	YPL220W
YDR418W	YPL249C-A
YDR422C	YDR477W
YDR422C	YER129W
YDR422C	YGL115W
YDR427W	YFR004W
YDR427W	YFR010W
YDR427W	YFR052W
YDR427W	YGL048C
YDR427W	YOR259C
YDR432W	YGL049C
YDR432W	YPL178W
YDR449C	YGR128C
YDR449C	YHR148W
YDR449C	YJL069C
YDR449C	YJL109C
YDR449C	YJR145C
YDR449C	YLL011W
YDR449C	YLR197W
YDR449C	YLR222C
YDR449C	YNL075W
YDR449C	YOR096W
YDR449C	YOR145C
YDR449C	YPL126W
YDR449C	YPL217C
YDR449C	YPL266W
YDR449C	YPR137W
YDR460W	YPR025C
YDR460W	YPR056W
YDR469W	YHR119W
YDR469W	YKL018W
YDR469W	YPL138C
YDR473C	YER112W
YDR473C	YGR091W
YDR473C	YHR165C
YDR473C	YLR147C
YDR473C	YML049C
YDR473C	YMR240C
YDR473C	YMR288W
YDR473C	YPR082C
YDR477W	YER129W
YDR477W	YGL115W
YDR478W	YHR062C
YDR489W	YOL146W
YDR496C	YFL002C
YDR496C	YGL076C
YDR496C	YGL111W
YDR496C	YGL173C
YDR496C	YHR052W
YDR496C	YHR088W
YDR496C	YJR145C
YDR496C	YKR081C
YDR496C	YLL008W
YDR496C	YLL045C
YDR496C	YLR175W
YDR496C	YLR197W
YDR496C	YLR449W
YDR496C	YML073C
YDR496C	YMR049C
YDR496C	YMR229C
YDR496C	YMR242C
YDR496C	YMR290C
YDR496C	YNL061W
YDR496C	YNL110C
YDR496C	YOL077C
YDR496C	YOL127W
YDR496C	YOR206W
YDR496C	YOR272W
