YAL001C	YPL007C
YCR012W	YHR174W
YCR020W-B	YDR303C
YCR020W-B	YFR037C
YCR020W-B	YGR056W
YCR020W-B	YKR008W
YCR020W-B	YML127W
YCR033W	YIL112W
YCR046C	YCR071C
YCR046C	YDR116C
YCR046C	YDR322W
YCR046C	YDR462W
YCR046C	YKR006C
YCR046C	YLR312W-A
YCR046C	YML025C
YCR046C	YNL005C
YCR046C	YNL177C
YCR066W	YGL058W
YCR071C	YDR116C
YCR071C	YDR322W
YCR071C	YDR405W
YCR071C	YDR462W
YCR071C	YKR006C
YCR071C	YLR312W-A
YCR071C	YML025C
YCR071C	YNL005C
YCR072C	YDR101C
YCR072C	YER006W
YCR072C	YER126C
YCR072C	YGR245C
YCR072C	YHR197W
YCR072C	YKL009W
YCR072C	YLR074C
YCR072C	YLR106C
YCR072C	YLR325C
YCR072C	YNR053C
YCR077C	YDR378C
YCR077C	YER146W
YCR077C	YGR091W
YCR077C	YHR165C
YCR077C	YKL173W
YCR077C	YMR268C
YCR077C	YPR178W
YCR081W	YDR308C
YCR081W	YER022W
YCR081W	YGL151W
YCR081W	YHR041C
YCR081W	YLR071C
YCR081W	YNL236W
YCR081W	YNR010W
YCR081W	YOL135C
YCR081W	YPL042C
YCR081W	YPR070W
YCR088W	YDR129C
YCR088W	YLR429W
YCR092C	YOL090W
YDL002C	YDR190C
YDL002C	YJL081C
YDL002C	YNL059C
YDL002C	YPL129W
YDL002C	YPL235W
YDL003W	YJL074C
YDL005C	YDR308C
YDL005C	YER022W
YDL005C	YGL151W
YDL005C	YHR041C
YDL005C	YLR071C
YDL005C	YNL236W
YDL005C	YNR010W
YDL005C	YOL135C
YDL005C	YPR070W
YDL007W	YDL097C
YDL007W	YDL147W
YDL007W	YDR427W
YDL007W	YFR052W
YDL007W	YGL048C
YDL007W	YHR200W
YDL007W	YOR259C
YDL013W	YOR259C
YDL014W	YDL082W
YDL014W	YDL083C
YDL014W	YDL148C
YDL014W	YDR060W
YDL014W	YDR064W
YDL014W	YDR324C
YDL014W	YDR496C
YDL014W	YGL120C
YDL014W	YGR085C
YDL014W	YGR090W
YDL014W	YGR128C
YDL014W	YGR145W
YDL014W	YHR148W
YDL014W	YIL133C
YDL014W	YJL109C
YDL014W	YJR002W
YDL014W	YJR145C
YDL014W	YKR060W
YDL014W	YLL045C
YDL014W	YLR029C
YDL014W	YLR197W
YDL014W	YLR222C
YDL014W	YML063W
YDL014W	YMR093W
YDL014W	YMR229C
YDL014W	YMR290C
YDL014W	YMR309C
YDL014W	YNL069C
YDL014W	YNL308C
YDL014W	YOL077C
YDL014W	YOR096W
YDL014W	YOR206W
YDL014W	YOR310C
YDL014W	YPL012W
YDL014W	YPL126W
YDL014W	YPL131W
YDL014W	YPL198W
YDL014W	YPR137W
YDL040C	YHR013C
YDL040C	YPL198W
YDL042C	YJL076W
YDL043C	YHR165C
YDL043C	YKL173W
YDL043C	YMR240C
YDL043C	YMR288W
YDL043C	YOR319W
YDL043C	YPL213W
YDL043C	YPR178W
YDL045W-A	YDR175C
YDL045W-A	YNL306W
YDL053C	YHR121W
YDL060W	YDR064W
YDL060W	YGR054W
YDL060W	YGR081C
YDL060W	YJR145C
YDL060W	YKL143W
YDL060W	YNL207W
YDL060W	YOR096W
YDL060W	YPL012W
YDL060W	YPL204W
YDL060W	YPL266W
YDL075W	YDL082W
YDL075W	YDL083C
YDL075W	YDR064W
YDL075W	YDR101C
YDL075W	YDR418W
YDL075W	YDR471W
YDL075W	YER006W
YDL075W	YGL014W
YDL075W	YGR085C
YDL075W	YHL001W
YDL075W	YIL133C
YDL075W	YJL177W
YDL075W	YJR123W
YDL075W	YKL180W
YDL075W	YLL045C
YDL075W	YLR029C
YDL075W	YLR340W
YDL075W	YLR448W
YDL075W	YML063W
YDL075W	YML073C
YDL075W	YMR194W
YDL075W	YMR242C
YDL075W	YNL002C
YDL075W	YNL069C
YDL075W	YNL096C
YDL075W	YNL301C
YDL075W	YOL127W
YDL075W	YOR096W
YDL075W	YOR234C
YDL075W	YPL012W
YDL075W	YPL090C
YDL075W	YPL131W
YDL075W	YPL198W
YDL075W	YPL220W
YDL075W	YPR067W
YDL076C	YIL084C
YDL076C	YMR263W
YDL076C	YPL139C
YDL076C	YPL181W
YDL077C	YDR080W
YDL077C	YLR148W
YDL077C	YLR396C
YDL082W	YDL083C
YDL082W	YDR064W
YDL082W	YDR418W
YDL082W	YDR471W
YDL082W	YEL054C
YDL082W	YGL014W
YDL082W	YGR085C
YDL082W	YHL001W
YDL082W	YHL033C
YDL082W	YHR010W
YDL082W	YIL133C
YDL082W	YJL177W
YDL082W	YJR123W
YDL082W	YJR145C
YDL082W	YKL172W
YDL082W	YKL180W
YDL082W	YLL045C
YDL082W	YLR029C
YDL082W	YLR340W
YDL082W	YLR441C
YDL082W	YLR448W
YDL082W	YML063W
YDL082W	YML073C
YDL082W	YMR142C
YDL082W	YMR194W
YDL082W	YMR242C
YDL082W	YMR290C
YDL082W	YNL069C
YDL082W	YNL096C
YDL082W	YNL178W
YDL082W	YNL301C
YDL082W	YOL041C
YDL082W	YOL077C
YDL082W	YOL127W
YDL082W	YOR096W
YDL082W	YOR234C
YDL082W	YOR272W
YDL082W	YPL090C
YDL082W	YPL198W
YDL082W	YPL220W
YDL083C	YDR064W
YDL083C	YDR418W
YDL083C	YDR471W
YDL083C	YEL026W
YDL083C	YGL120C
YDL083C	YGR085C
YDL083C	YGR118W
YDL083C	YHL001W
YDL083C	YHL033C
YDL083C	YIL133C
YDL083C	YJL177W
YDL083C	YJR123W
YDL083C	YJR145C
YDL083C	YKL180W
YDL083C	YLL045C
YDL083C	YLR029C
YDL083C	YLR340W
YDL083C	YLR441C
YDL083C	YLR448W
YDL083C	YML063W
YDL083C	YML073C
YDL083C	YMR142C
YDL083C	YMR194W
YDL083C	YMR242C
YDL083C	YNL069C
YDL083C	YNL096C
YDL083C	YNL178W
YDL083C	YNL301C
YDL083C	YOL127W
YDL083C	YOR096W
YDL083C	YOR204W
YDL083C	YPL081W
YDL083C	YPL131W
YDL087C	YGR013W
YDL087C	YGR074W
YDL087C	YHR086W
YDL087C	YHR165C
YDL087C	YIL061C
YDL087C	YKL173W
YDL087C	YML046W
YDL087C	YPL178W
YDL092W	YPL210C
YDL097C	YDL147W
YDL097C	YDR427W
YDL097C	YFR052W
YDL097C	YGL048C
YDL097C	YHR200W
YDL097C	YOR259C
YDL098C	YDR378C
YDL098C	YGR074W
YDL098C	YGR091W
YDL098C	YHR165C
YDL098C	YKL173W
YDL098C	YMR240C
YDL098C	YMR268C
YDL098C	YMR288W
YDL098C	YPL213W
YDL098C	YPR178W
YDL099W	YDR517W
YDL111C	YDR280W
YDL111C	YGR095C
YDL111C	YGR195W
YDL111C	YHR069C
YDL111C	YNL232W
YDL111C	YOL021C
YDL111C	YOL142W
YDL111C	YPR189W
YDL116W	YKL057C
YDL134C	YDL188C
YDL134C	YMR273C
YDL145C	YFR051C
YDL145C	YIL076W
YDL145C	YNL287W
YDL145C	YPL010W
YDL147W	YDR427W
YDL147W	YFR052W
YDL147W	YGL048C
YDL147W	YHR200W
YDL147W	YIL071C
YDL147W	YOR259C
YDL148C	YDR064W
YDL148C	YDR324C
YDL148C	YGR090W
YDL148C	YGR128C
YDL148C	YGR145W
YDL148C	YHR148W
YDL148C	YJL109C
YDL148C	YJR002W
YDL148C	YJR145C
YDL148C	YKR060W
YDL148C	YLR197W
YDL148C	YMR093W
YDL148C	YMR229C
YDL148C	YNL308C
YDL148C	YOL010W
YDL148C	YOR096W
YDL148C	YOR310C
YDL148C	YPL012W
YDL148C	YPL126W
YDL150W	YJL011C
YDL150W	YKL144C
YDL150W	YNL151C
YDL150W	YOR207C
YDL150W	YOR210W
YDL150W	YOR224C
YDL150W	YPR190C
YDL155W	YLR079W
YDL175C	YJL050W
YDL175C	YLR430W
YDL175C	YPL190C
YDL185W	YEL051W
YDL185W	YFR009W
YDL185W	YGR020C
YDL185W	YJR033C
YDL188C	YMR273C
YDL201W	YDR165W
YDL225W	YHR107C
YDL225W	YLR314C
YDR001C	YER177W
YDR013W	YJL072C
YDR013W	YOL146W
YDR041W	YDR175C
YDR041W	YER050C
YDR041W	YGL129C
YDR041W	YGR084C
YDR041W	YGR165W
YDR041W	YGR215W
YDR041W	YHL004W
YDR041W	YJR101W
YDR041W	YKL155C
YDR041W	YMR188C
YDR041W	YNL306W
YDR041W	YNR037C
YDR041W	YOR204W
YDR041W	YPL118W
YDR060W	YDR087C
YDR060W	YDR496C
YDR060W	YER006W
YDR060W	YHR088W
YDR060W	YIL133C
YDR060W	YKL172W
YDR060W	YKR081C
YDR060W	YLL034C
YDR060W	YLL045C
YDR060W	YLR002C
YDR060W	YLR029C
YDR060W	YLR276C
YDR060W	YMR229C
YDR060W	YMR290C
YDR060W	YNL002C
YDR060W	YNL301C
YDR060W	YOL041C
YDR060W	YOL077C
YDR060W	YOR206W
YDR060W	YOR272W
YDR060W	YPL012W
YDR060W	YPL043W
YDR060W	YPL131W
YDR060W	YPL211W
YDR064W	YDR418W
YDR064W	YDR471W
YDR064W	YGL014W
YDR064W	YGL120C
YDR064W	YGR054W
YDR064W	YGR085C
YDR064W	YGR090W
YDR064W	YGR145W
YDR064W	YHL001W
YDR064W	YHR148W
YDR064W	YIL133C
YDR064W	YJL177W
YDR064W	YJR002W
YDR064W	YJR123W
YDR064W	YJR145C
YDR064W	YKL180W
YDR064W	YLL045C
YDR064W	YLR029C
YDR064W	YLR197W
YDR064W	YLR264W
YDR064W	YLR432W
YDR064W	YLR441C
YDR064W	YLR448W
YDR064W	YML026C
YDR064W	YML063W
YDR064W	YML073C
YDR064W	YMR093W
YDR064W	YMR116C
YDR064W	YMR142C
YDR064W	YMR194W
YDR064W	YMR242C
YDR064W	YNL069C
YDR064W	YNL096C
YDR064W	YNL178W
YDR064W	YNL207W
YDR064W	YNL301C
YDR064W	YNL308C
YDR064W	YOL127W
YDR064W	YOR096W
YDR064W	YOR145C
YDR064W	YOR310C
YDR064W	YPL012W
YDR064W	YPL081W
YDR064W	YPL090C
YDR064W	YPL126W
YDR064W	YPL131W
YDR064W	YPL198W
YDR064W	YPL220W
YDR064W	YPL266W
YDR064W	YPR189W
YDR080W	YLR148W
YDR080W	YLR396C
YDR087C	YDR496C
YDR087C	YER006W
YDR087C	YGR085C
YDR087C	YHR088W
YDR087C	YKL009W
YDR087C	YKR081C
YDR087C	YLL034C
YDR087C	YMR290C
YDR087C	YNL002C
YDR087C	YOL077C
YDR087C	YOR206W
YDR087C	YOR272W
YDR087C	YPL211W
YDR101C	YER006W
YDR101C	YER126C
YDR101C	YGL099W
YDR101C	YGR245C
YDR101C	YHR197W
YDR101C	YKL009W
YDR101C	YKR081C
YDR101C	YLL045C
YDR101C	YLR106C
YDR101C	YNL002C
YDR101C	YNR053C
YDR101C	YPL211W
YDR108W	YML077W
YDR108W	YOR259C
YDR116C	YDR322W
YDR116C	YDR405W
YDR116C	YDR462W
YDR116C	YKR006C
YDR116C	YLR312W-A
YDR116C	YML025C
YDR116C	YNL005C
YDR121W	YJL065C
YDR121W	YOR304W
YDR127W	YGR240C
YDR127W	YKL104C
YDR127W	YLR180W
YDR127W	YMR186W
YDR129C	YLR429W
YDR148C	YIL125W
YDR156W	YOR210W
YDR156W	YOR340C
YDR156W	YOR341W
YDR159W	YOL072W
YDR167W	YDR392W
YDR167W	YML015C
YDR167W	YML098W
YDR167W	YMR223W
YDR167W	YMR236W
YDR167W	YOL148C
YDR167W	YPL254W
YDR171W	YPR035W
YDR174W	YJL177W
YDR174W	YMR242C
YDR175C	YGL129C
YDR175C	YGR084C
YDR175C	YGR165W
YDR175C	YGR215W
YDR175C	YHL004W
YDR175C	YJR101W
YDR175C	YKL155C
YDR175C	YMR188C
YDR175C	YNL306W
YDR175C	YNR037C
YDR175C	YPL118W
YDR188W	YFR009W
YDR188W	YJL111W
YDR188W	YKL104C
YDR190C	YDR334W
YDR190C	YJL081C
YDR190C	YLR085C
YDR190C	YLR385C
YDR190C	YLR399C
YDR190C	YML041C
YDR190C	YMR072W
YDR190C	YNL059C
YDR190C	YOR304W
YDR190C	YPL129W
YDR190C	YPL235W
YDR195W	YDR301W
YDR195W	YER133W
YDR195W	YJR093C
YDR195W	YLR277C
YDR195W	YLR448W
YDR195W	YMR242C
YDR195W	YNL222W
YDR195W	YOR179C
YDR195W	YPR107C
YDR201W	YGL061C
YDR201W	YKR037C
YDR201W	YKR083C
YDR207C	YIL084C
YDR211W	YER025W
YDR211W	YKR026C
YDR211W	YLR291C
YDR211W	YOR260W
YDR211W	YPL237W
YDR224C	YDR303C
YDR224C	YGL241W
YDR224C	YOR304W
YDR245W	YEL036C
YDR245W	YGR231C
YDR245W	YJL183W
YDR245W	YJR075W
YDR254W	YGR179C
YDR254W	YJR135C
YDR254W	YLR381W
YDR254W	YPL018W
YDR264C	YOR212W
YDR267C	YIL128W
YDR280W	YGR095C
YDR280W	YGR195W
YDR280W	YHR069C
YDR280W	YNL232W
YDR280W	YOL021C
YDR280W	YOL142W
YDR280W	YPR189W
YDR292C	YKL154W
YDR301W	YER133W
YDR301W	YJR093C
YDR301W	YLR277C
YDR301W	YNL222W
YDR301W	YPR107C
YDR303C	YFR037C
YDR303C	YGR056W
YDR303C	YKR001C
YDR303C	YKR008W
YDR303C	YML127W
YDR308C	YER022W
YDR308C	YGL151W
YDR308C	YHR041C
YDR308C	YLR071C
YDR308C	YNL236W
YDR308C	YNR010W
YDR308C	YOL135C
YDR308C	YPL042C
YDR308C	YPR070W
YDR322W	YDR405W
YDR322W	YDR462W
YDR322W	YKR006C
YDR322W	YLR312W-A
YDR322W	YML025C
YDR322W	YNL005C
YDR322W	YNL284C
YDR324C	YDR398W
YDR324C	YGR090W
YDR324C	YGR128C
YDR324C	YHR148W
YDR324C	YJL109C
YDR324C	YJR002W
YDR324C	YKR060W
YDR324C	YLR197W
YDR324C	YLR222C
YDR324C	YMR093W
YDR324C	YNL075W
YDR324C	YOR145C
YDR324C	YPL126W
YDR324C	YPL266W
YDR324C	YPR137W
YDR334W	YJL081C
YDR334W	YLR085C
YDR334W	YLR385C
YDR334W	YLR399C
YDR334W	YPL235W
YDR349C	YLR430W
YDR359C	YEL018W
YDR359C	YHR099W
YDR359C	YJL081C
YDR359C	YNL136W
YDR364C	YGR278W
YDR364C	YKL173W
YDR364C	YLL036C
YDR364C	YLR117C
YDR364C	YPL151C
YDR364C	YPR101W
YDR369C	YMR224C
YDR378C	YER146W
YDR378C	YGR091W
YDR378C	YHR165C
YDR378C	YJR022W
YDR378C	YKL173W
YDR378C	YMR268C
YDR378C	YPR178W
YDR392W	YHR099W
YDR392W	YMR223W
YDR392W	YMR236W
YDR392W	YOL148C
YDR392W	YPL254W
YDR398W	YGR128C
YDR398W	YJL109C
YDR398W	YMR093W
YDR398W	YPL126W
YDR405W	YKR006C
YDR405W	YML025C
YDR405W	YNL005C
YDR418W	YDR471W
YDR418W	YGR085C
YDR418W	YHL001W
YDR418W	YHL033C
YDR418W	YHR010W
YDR418W	YIL133C
YDR418W	YJL177W
YDR418W	YJR123W
YDR418W	YKL180W
YDR418W	YLL045C
YDR418W	YLR150W
YDR418W	YLR340W
YDR418W	YLR441C
YDR418W	YLR448W
YDR418W	YML063W
YDR418W	YML073C
YDR418W	YMR194W
YDR418W	YMR242C
YDR418W	YNL069C
YDR418W	YNL178W
YDR418W	YOL127W
YDR418W	YOR096W
YDR418W	YPL131W
YDR418W	YPL220W
YDR422C	YDR477W
YDR422C	YER027C
YDR427W	YFR052W
YDR427W	YGL048C
YDR427W	YHR200W
YDR427W	YOR259C
YDR462W	YKR006C
YDR462W	YML025C
YDR462W	YNL005C
YDR462W	YNL284C
YDR471W	YDR496C
YDR471W	YER006W
YDR471W	YGL014W
YDR471W	YGR085C
YDR471W	YHL001W
YDR471W	YHL033C
YDR471W	YIL133C
YDR471W	YJL177W
YDR471W	YJR123W
YDR471W	YJR145C
YDR471W	YKL180W
YDR471W	YKR081C
YDR471W	YLL045C
YDR471W	YLR029C
YDR471W	YLR150W
YDR471W	YLR441C
YDR471W	YLR448W
YDR471W	YML063W
YDR471W	YML073C
YDR471W	YMR142C
YDR471W	YMR194W
YDR471W	YMR242C
YDR471W	YMR290C
YDR471W	YNL069C
YDR471W	YNL096C
YDR471W	YNL112W
YDR471W	YNL178W
YDR471W	YNL301C
YDR471W	YOL077C
YDR471W	YOL127W
YDR471W	YOR096W
YDR471W	YPL090C
YDR471W	YPL198W
YDR471W	YPL211W
YDR471W	YPL220W
YDR477W	YER027C
YDR489W	YOL146W
YDR496C	YER006W
YDR496C	YHR088W
YDR496C	YIL133C
YDR496C	YJR145C
YDR496C	YKL009W
YDR496C	YKR081C
YDR496C	YLL034C
YDR496C	YLL045C
YDR496C	YLR002C
YDR496C	YLR029C
YDR496C	YLR197W
YDR496C	YLR276C
YDR496C	YLR449W
YDR496C	YML073C
YDR496C	YMR229C
YDR496C	YMR242C
YDR496C	YMR290C
YDR496C	YNL002C
YDR496C	YOL077C
YDR496C	YOL127W
YDR496C	YOR206W
YDR496C	YOR272W
YDR496C	YPL012W
YDR496C	YPL043W
YDR496C	YPL131W
YDR496C	YPL198W
YDR496C	YPL211W
YDR496C	YPL220W
YDR498C	YGL098W
YDR498C	YGL145W
YDR498C	YLR440C
YDR507C	YKR048C
YDR517W	YPR181C
YEL002C	YMR149W
YEL003W	YJL179W
YEL003W	YLR200W
YEL003W	YML094W
YEL003W	YNL153C
YEL015W	YNL118C
YEL018W	YHR099W
YEL018W	YJL081C
YEL018W	YNL136W
YEL022W	YGR218W
YEL022W	YHR020W
YEL022W	YJR077C
YEL036C	YGR231C
YEL036C	YJL183W
YEL036C	YJR075W
YEL051W	YGR020C
YEL054C	YHR010W
YEL054C	YJR145C
YEL054C	YML063W
YEL056W	YLL022C
YEL056W	YNL030W
YEL056W	YPL001W
YER006W	YER126C
YER006W	YGR085C
YER006W	YGR245C
YER006W	YHR010W
YER006W	YHR088W
YER006W	YHR197W
YER006W	YKL009W
YER006W	YKL172W
YER006W	YKR081C
YER006W	YLL034C
YER006W	YLL045C
YER006W	YLR002C
YER006W	YLR106C
YER006W	YLR276C
YER006W	YLR325C
YER006W	YLR449W
YER006W	YMR290C
YER006W	YNL002C
YER006W	YNR053C
YER006W	YOL077C
YER006W	YOL127W
YER006W	YOR206W
YER006W	YOR272W
YER006W	YPL043W
YER006W	YPL131W
YER006W	YPL198W
YER006W	YPL211W
YER012W	YFR052W
YER012W	YGL011C
YER012W	YGR135W
YER012W	YJL001W
YER012W	YOR157C
YER022W	YGL151W
YER022W	YHR041C
YER022W	YLR071C
YER022W	YNL236W
YER022W	YNR010W
YER022W	YOL135C
YER022W	YPL042C
YER022W	YPR070W
YER025W	YKR026C
YER025W	YLR291C
YER025W	YMR146C
YER025W	YMR309C
YER025W	YOR260W
YER025W	YPL237W
YER025W	YPR041W
YER050C	YGL129C
YER050C	YPL118W
YER107C	YJL061W
YER107C	YMR047C
YER120W	YHL020C
YER126C	YGR245C
YER126C	YHR197W
YER126C	YKL009W
YER126C	YKR081C
YER126C	YLR074C
YER126C	YLR325C
YER126C	YMR290C
YER126C	YNL002C
YER126C	YNR053C
YER127W	YGR145W
YER133W	YER177W
YER133W	YJR093C
YER133W	YLR028C
YER133W	YLR277C
YER133W	YNL222W
YER133W	YPR107C
YER146W	YHR165C
YER146W	YJR022W
YER146W	YKL173W
YER146W	YPR178W
YER151C	YNR051C
YER157W	YGL005C
YER157W	YGL223C
YER157W	YML071C
YER157W	YPR105C
YER164W	YIL035C
YER165W	YGL049C
YER165W	YGL120C
YER165W	YML117W
YER165W	YPL190C
YER177W	YLR028C
YER178W	YNL071W
YFL017W-A	YGR074W
YFL023W	YLR200W
YFL045C	YGL195W
YFR009W	YGL195W
YFR009W	YKL104C
YFR009W	YLR180W
YFR037C	YGR056W
YFR037C	YKR001C
YFR037C	YKR008W
YFR037C	YML127W
YFR037C	YMR072W
YFR037C	YNL030W
YFR037C	YOR304W
YFR051C	YIL076W
YFR051C	YNL287W
YFR051C	YPL010W
YFR052W	YGL048C
YFR052W	YHR200W
YFR052W	YOR259C
YGL005C	YGL223C
YGL005C	YML071C
YGL005C	YPR105C
YGL011C	YGR135W
YGL011C	YJL001W
YGL011C	YOR157C
YGL014W	YHL001W
YGL014W	YJL177W
