YAL001C	YGR047C
YBR279W	YML069W
YBR279W	YOL145C
YBR279W	YOR039W
YBR279W	YOR123C
YCL017C	YER048W-A
YCL031C	YGR090W
YCL043C	YHR204W
YCL059C	YDL148C
YCL059C	YDL213C
YCL059C	YDR299W
YCL059C	YHR148W
YCL059C	YLR175W
YCL059C	YLR186W
YCL059C	YLR197W
YCL059C	YMR128W
YCL059C	YMR229C
YCR002C	YDL225W
YCR002C	YLR314C
YCR020C-A	YPR051W
YCR033W	YIL112W
YCR035C	YDL111C
YCR035C	YDR280W
YCR035C	YGR158C
YCR035C	YNL232W
YCR035C	YOR001W
YCR060W	YPL235W
YCR063W	YDL030W
YCR063W	YHR165C
YCR063W	YLL036C
YCR063W	YML049C
YCR063W	YMR213W
YCR063W	YPL151C
YCR063W	YPR101W
YCR071C	YDR237W
YCR071C	YDR296W
YCR071C	YDR462W
YCR071C	YKL167C
YCR071C	YKR085C
YCR071C	YLR312W-A
YCR071C	YML025C
YCR071C	YMR024W
YCR071C	YOR150W
YCR072C	YDR101C
YCR072C	YER126C
YCR072C	YGR245C
YCR072C	YHR197W
YCR072C	YKL009W
YCR072C	YNL182C
YCR072C	YNR053C
YCR072C	YPL093W
YCR072C	YPR016C
YCR077C	YDL160C
YCR077C	YER112W
YCR077C	YGL173C
YCR077C	YGR091W
YCR077C	YHR165C
YCR077C	YJL124C
YCR077C	YLR147C
YCR077C	YLR275W
YCR077C	YNL147W
YCR077C	YOR308C
YCR077C	YPR082C
YCR081W	YDR308C
YCR081W	YGL127C
YCR081W	YGL151W
YCR081W	YHR041C
YCR081W	YOL135C
YCR081W	YPR070W
YCR081W	YPR168W
YCR092C	YOL090W
YDL002C	YFL039C
YDL002C	YLR052W
YDL002C	YNL059C
YDL002C	YNL215W
YDL002C	YOR141C
YDL002C	YPL129W
YDL002C	YPL235W
YDL005C	YDR308C
YDL005C	YGL127C
YDL005C	YGL151W
YDL005C	YHR041C
YDL005C	YOL135C
YDL005C	YPR070W
YDL005C	YPR168W
YDL013W	YFR004W
YDL013W	YKL145W
YDL013W	YLR421C
YDL030W	YDL043C
YDL030W	YDL098C
YDL030W	YDR416W
YDL030W	YGR091W
YDL030W	YHR165C
YDL030W	YLL036C
YDL030W	YLR147C
YDL030W	YLR275W
YDL030W	YML046W
YDL030W	YML049C
YDL030W	YMR288W
YDL030W	YOR308C
YDL030W	YOR319W
YDL030W	YPL151C
YDL030W	YPL213W
YDL030W	YPR082C
YDL030W	YPR101W
YDL043C	YHR165C
YDL043C	YLR147C
YDL043C	YLR275W
YDL043C	YML049C
YDL043C	YMR288W
YDL043C	YOR319W
YDL043C	YPL213W
YDL045W-A	YDR175C
YDL045W-A	YJR113C
YDL047W	YGR161C
YDL047W	YJL098W
YDL051W	YML105C
YDL051W	YNL262W
YDL051W	YPR088C
YDL053C	YHR121W
YDL077C	YLR148W
YDL077C	YLR396C
YDL077C	YMR231W
YDL084W	YHR167W
YDL084W	YML062C
YDL097C	YDR363W-A
YDL097C	YER021W
YDL097C	YFR004W
YDL097C	YFR010W
YDL097C	YHL030W
YDL097C	YHR200W
YDL097C	YIL075C
YDL097C	YKL145W
YDL097C	YLR421C
YDL097C	YOR261C
YDL098C	YGR091W
YDL098C	YHR165C
YDL098C	YLR147C
YDL098C	YLR275W
YDL098C	YML049C
YDL098C	YMR288W
YDL098C	YNL147W
YDL098C	YOR308C
YDL098C	YPL213W
YDL098C	YPR082C
YDL100C	YER083C
YDL108W	YDR460W
YDL111C	YDR280W
YDL111C	YGR158C
YDL111C	YNL232W
YDL111C	YOR001W
YDL111C	YPR189W
YDL112W	YKL182W
YDL143W	YDR188W
YDL143W	YGL195W
YDL143W	YIL142W
YDL143W	YOR281C
YDL145C	YDR238C
YDL145C	YGL137W
YDL145C	YIL076W
YDL148C	YDR299W
YDL148C	YDR324C
YDL148C	YDR449C
YDL148C	YGR090W
YDL148C	YGR128C
YDL148C	YHR148W
YDL148C	YJL109C
YDL148C	YLR186W
YDL148C	YLR197W
YDL148C	YMR128W
YDL148C	YMR229C
YDL148C	YOL010W
YDL148C	YPL012W
YDL148C	YPL126W
YDL150W	YDR045C
YDL150W	YJL011C
YDL150W	YKR025W
YDL150W	YNL151C
YDL150W	YNR003C
YDL150W	YOR116C
YDL150W	YOR207C
YDL150W	YOR224C
YDL150W	YPR110C
YDL150W	YPR187W
YDL150W	YPR190C
YDL160C	YER112W
YDL160C	YGL173C
YDL160C	YGR091W
YDL160C	YJL124C
YDL160C	YNL147W
YDL160C	YOR308C
YDL160C	YPR082C
YDL185W	YJR033C
YDL185W	YJR121W
YDL185W	YKL080W
YDL185W	YPR036W
YDL195W	YLR208W
YDL208W	YHR089C
YDL208W	YLR175W
YDL208W	YMR310C
YDL225W	YLR314C
YDR001C	YDR099W
YDR005C	YOR116C
YDR012W	YDR418W
YDR012W	YDR471W
YDR012W	YGR085C
YDR012W	YHL033C
YDR012W	YIL133C
YDR012W	YJL177W
YDR012W	YKL180W
YDR012W	YLL045C
YDR012W	YLR340W
YDR012W	YLR441C
YDR012W	YML073C
YDR012W	YNL061W
YDR012W	YNL069C
YDR012W	YNL178W
YDR012W	YOL041C
YDR012W	YOL127W
YDR012W	YPL220W
YDR028C	YER027C
YDR028C	YER133W
YDR036C	YDR041W
YDR036C	YDR175C
YDR036C	YDR347W
YDR036C	YGL129C
YDR036C	YHL004W
YDR036C	YJR101W
YDR036C	YJR113C
YDR036C	YMR188C
YDR036C	YNL137C
YDR041W	YDR175C
YDR041W	YDR347W
YDR041W	YER050C
YDR041W	YGL129C
YDR041W	YGR215W
YDR041W	YHL004W
YDR041W	YJR101W
YDR041W	YJR113C
YDR041W	YMR188C
YDR041W	YNL137C
YDR041W	YOR158W
YDR041W	YPL013C
YDR045C	YJL011C
YDR045C	YKR025W
YDR045C	YNL151C
YDR045C	YNR003C
YDR045C	YOR116C
YDR045C	YOR207C
YDR045C	YOR224C
YDR045C	YPR190C
YDR073W	YJL176C
YDR091C	YLR192C
YDR091C	YMR146C
YDR091C	YMR309C
YDR101C	YER126C
YDR101C	YGL030W
YDR101C	YGL099W
YDR101C	YGR103W
YDR101C	YGR245C
YDR101C	YHR052W
YDR101C	YHR197W
YDR101C	YKL009W
YDR101C	YLL045C
YDR101C	YNL110C
YDR101C	YNL182C
YDR101C	YNR053C
YDR101C	YPL093W
YDR101C	YPL211W
YDR101C	YPR016C
YDR108W	YDR472W
YDR108W	YML077W
YDR108W	YMR218C
YDR121W	YGL133W
YDR121W	YJL065C
YDR121W	YNL262W
YDR129C	YFL039C
YDR137W	YLR039C
YDR145W	YDR167W
YDR145W	YDR176W
YDR145W	YER148W
YDR145W	YGR274C
YDR145W	YML098W
YDR145W	YMR005W
YDR145W	YMR227C
YDR145W	YOL148C
YDR145W	YPL254W
YDR152W	YGR173W
YDR167W	YDR176W
YDR167W	YGR274C
YDR167W	YML098W
YDR167W	YMR005W
YDR167W	YMR223W
YDR167W	YMR227C
YDR167W	YOL148C
YDR167W	YPL254W
YDR174W	YJL177W
YDR175C	YDR347W
YDR175C	YGL129C
YDR175C	YGR215W
YDR175C	YHL004W
YDR175C	YJR101W
YDR175C	YJR113C
YDR175C	YMR188C
YDR175C	YNL081C
YDR175C	YNL137C
YDR175C	YOR158W
YDR175C	YPL013C
YDR176W	YGR274C
YDR176W	YMR223W
YDR176W	YMR227C
YDR176W	YOL148C
YDR176W	YPL254W
YDR188W	YIL142W
YDR188W	YKL104C
YDR188W	YOR281C
YDR201W	YGR113W
YDR201W	YKR037C
YDR201W	YKR083C
YDR211W	YGR083C
YDR211W	YLR291C
YDR211W	YPL237W
YDR224C	YGL133W
YDR224C	YLR357W
YDR224C	YOR116C
YDR225W	YLR357W
YDR228C	YGL044C
YDR228C	YHR216W
YDR228C	YOR250C
YDR235W	YHR086W
YDR235W	YLR147C
YDR235W	YLR275W
YDR235W	YML046W
YDR235W	YML049C
YDR235W	YPR182W
YDR237W	YDR296W
YDR237W	YDR462W
YDR237W	YKL167C
YDR237W	YKR085C
YDR237W	YLR312W-A
YDR237W	YML025C
YDR237W	YMR024W
YDR237W	YNL284C
YDR237W	YOR150W
YDR238C	YGL137W
YDR238C	YIL076W
YDR264C	YOR212W
YDR280W	YGR158C
YDR280W	YNL232W
YDR280W	YOR001W
YDR280W	YPR189W
YDR292C	YKL154W
YDR295C	YNL021W
YDR296W	YDR462W
YDR296W	YKL167C
YDR296W	YKR085C
YDR296W	YLR312W-A
YDR296W	YML025C
YDR296W	YMR024W
YDR296W	YNL177C
YDR296W	YOR150W
YDR299W	YHR148W
YDR299W	YJL033W
YDR299W	YLR186W
YDR299W	YPL126W
YDR301W	YER133W
YDR301W	YGR156W
YDR301W	YJR093C
YDR301W	YKL018W
YDR301W	YKL059C
YDR301W	YKR002W
YDR301W	YNL222W
YDR301W	YPR107C
YDR308C	YGL127C
YDR308C	YGL151W
YDR308C	YHR041C
YDR308C	YOL135C
YDR308C	YPR070W
YDR308C	YPR168W
YDR324C	YDR449C
YDR324C	YEL055C
YDR324C	YGR090W
YDR324C	YGR128C
YDR324C	YHR148W
YDR324C	YHR196W
YDR324C	YJL109C
YDR324C	YLR186W
YDR324C	YLR197W
YDR324C	YLR222C
YDR324C	YMR128W
YDR324C	YNL075W
YDR324C	YPL126W
YDR334W	YFL039C
YDR334W	YGR002C
YDR334W	YLR385C
YDR334W	YLR399C
YDR334W	YNL107W
YDR334W	YPL235W
YDR347W	YGL129C
YDR347W	YGR215W
YDR347W	YHL004W
YDR347W	YJR101W
YDR347W	YJR113C
YDR347W	YMR188C
YDR347W	YNL137C
YDR347W	YOR158W
YDR347W	YPL013C
YDR359C	YEL018W
YDR359C	YGR002C
YDR359C	YNL107W
YDR359C	YNL136W
YDR359C	YOR244W
YDR361C	YPL208W
YDR363W-A	YER021W
YDR363W-A	YFR004W
YDR363W-A	YFR010W
YDR363W-A	YHR200W
YDR363W-A	YIL075C
YDR363W-A	YKL145W
YDR363W-A	YLR421C
YDR363W-A	YOR261C
YDR365C	YJL033W
YDR369C	YMR224C
YDR383C	YPL018W
YDR390C	YPR180W
YDR416W	YGL120C
YDR416W	YGR278W
YDR416W	YHR165C
YDR416W	YLL036C
YDR416W	YML049C
YDR416W	YMR213W
YDR416W	YMR288W
YDR416W	YPL151C
YDR416W	YPL213W
YDR416W	YPR101W
YDR418W	YDR471W
YDR418W	YGL030W
YDR418W	YGL076C
YDR418W	YGR085C
YDR418W	YHL033C
YDR418W	YHR010W
YDR418W	YIL133C
YDR418W	YJL177W
YDR418W	YKL180W
YDR418W	YLL045C
YDR418W	YLR340W
YDR418W	YLR441C
YDR418W	YML073C
YDR418W	YNL069C
YDR418W	YNL178W
YDR418W	YOL127W
YDR418W	YPL131W
YDR418W	YPL220W
YDR422C	YER027C
YDR429C	YLR192C
YDR429C	YMR146C
YDR429C	YMR309C
YDR429C	YNL244C
YDR449C	YGR090W
YDR449C	YGR128C
YDR449C	YHR148W
YDR449C	YHR196W
YDR449C	YJL109C
YDR449C	YLR186W
YDR449C	YLR197W
YDR449C	YLR222C
YDR449C	YMR128W
YDR449C	YNL075W
YDR449C	YPL126W
YDR460W	YLR005W
YDR460W	YPR025C
YDR460W	YPR056W
YDR462W	YKL167C
YDR462W	YKR085C
YDR462W	YML025C
YDR462W	YMR024W
YDR462W	YNL284C
YDR462W	YOR150W
YDR471W	YGL030W
YDR471W	YGL076C
YDR471W	YGR085C
YDR471W	YHL033C
YDR471W	YIL133C
YDR471W	YJL177W
YDR471W	YKL180W
YDR471W	YLL045C
YDR471W	YLR344W
YDR471W	YLR441C
YDR471W	YML073C
YDR471W	YMR142C
YDR471W	YNL061W
YDR471W	YNL069C
YDR471W	YNL096C
YDR471W	YNL110C
YDR471W	YNL178W
YDR471W	YOL127W
YDR471W	YPL093W
YDR471W	YPL211W
YDR471W	YPL220W
YDR472W	YGR166W
YDR472W	YML077W
YDR472W	YMR218C
YDR484W	YJL029C
YDR498C	YLR440C
YDR498C	YNL258C
YDR498C	YOR075W
YDR502C	YLR180W
YDR507C	YKR048C
YDR517W	YPR181C
YEL002C	YMR149W
YEL018W	YFL039C
YEL018W	YGR002C
YEL018W	YNL107W
YEL018W	YNL136W
YEL018W	YOR244W
YEL054C	YGL030W
YEL054C	YHR010W
YEL055C	YGR128C
YEL055C	YHR196W
YEL055C	YPL126W
YEL056W	YLL022C
YEL056W	YNL030W
YEL056W	YNL031C
YER012W	YER021W
YER012W	YJL001W
YER012W	YML092C
YER012W	YOR157C
YER012W	YPR103W
YER021W	YFR004W
YER021W	YFR010W
YER021W	YHL030W
YER021W	YHR200W
YER021W	YIL075C
YER021W	YKL145W
YER021W	YLR421C
YER021W	YOR261C
YER050C	YGL129C
YER050C	YOR158W
YER071C	YIR003W
YER081W	YIL074C
YER086W	YGL245W
YER086W	YOR133W
YER112W	YGL173C
YER112W	YGR091W
YER112W	YHR165C
YER112W	YJL124C
YER112W	YLR147C
YER112W	YLR275W
YER112W	YNL147W
YER112W	YOR308C
YER112W	YPR082C
YER120W	YHL020C
YER126C	YGR245C
YER126C	YHR197W
YER126C	YKL009W
YER126C	YNL110C
YER126C	YNR053C
YER126C	YPL093W
YER126C	YPR016C
YER133W	YGR156W
YER133W	YJR093C
YER133W	YKL018W
YER133W	YKL059C
YER133W	YKR002W
YER133W	YMR311C
YER133W	YNL222W
YER133W	YPR107C
YER140W	YOR154W
YER148W	YGR274C
YER165W	YGL120C
YER165W	YHL034C
YER165W	YOL139C
YER178W	YNL071W
YFL018C	YGR193C
YFL018C	YIL125W
YFL039C	YGR002C
YFL039C	YLR052W
YFL039C	YML041C
YFL039C	YNL059C
YFL039C	YNL107W
YFL039C	YNL138W
YFL039C	YOR141C
YFL039C	YOR244W
YFL039C	YPL129W
YFL039C	YPL235W
YFL039C	YPR171W
YFL045C	YGL195W
YFR001W	YHR052W
YFR001W	YLL045C
YFR001W	YNL061W
YFR001W	YPL093W
YFR001W	YPR016C
YFR004W	YFR010W
YFR004W	YHL030W
YFR004W	YHR200W
YFR004W	YIL075C
YFR004W	YKL145W
YFR004W	YLR421C
YFR004W	YOR261C
YFR010W	YHL030W
YFR010W	YHR200W
YFR010W	YIL075C
YFR010W	YKL145W
YFR010W	YLR421C
YFR010W	YOR261C
YFR013W	YGL133W
YFR024C-A	YNL243W
YGL005C	YGL223C
YGL005C	YGR120C
YGL005C	YML071C
YGL005C	YNL051W
YGL019W	YGL207W
YGL019W	YGL244W
YGL019W	YGR090W
YGL019W	YIL035C
YGL019W	YML069W
YGL019W	YOL145C
YGL019W	YOR039W
YGL019W	YOR123C
YGL030W	YGL076C
YGL030W	YGR085C
YGL030W	YGR103W
YGL030W	YHL033C
YGL030W	YHR010W
YGL030W	YHR052W
YGL030W	YIL133C
YGL030W	YJL177W
YGL030W	YKL180W
YGL030W	YLL045C
YGL030W	YLR367W
YGL030W	YLR441C
YGL030W	YML073C
YGL030W	YMR142C
YGL030W	YNL069C
YGL030W	YNL110C
YGL030W	YOL127W
YGL030W	YPL093W
YGL030W	YPL220W
YGL030W	YPR016C
YGL043W	YGL070C
YGL043W	YGR186W
YGL043W	YOR151C
YGL044C	YOR250C
YGL070C	YGR063C
YGL070C	YGR186W
YGL070C	YJL140W
YGL070C	YOR151C
YGL070C	YOR224C
YGL070C	YPL129W
YGL070C	YPR187W
YGL076C	YGR085C
YGL076C	YGR103W
YGL076C	YHL033C
YGL076C	YIL133C
YGL076C	YJL177W
YGL076C	YKL180W
YGL076C	YLL045C
YGL076C	YLR441C
YGL076C	YML073C
YGL076C	YMR142C
YGL076C	YNL069C
YGL076C	YNL178W
YGL076C	YOL041C
YGL076C	YOL127W
YGL076C	YOR206W
YGL076C	YPL093W
YGL076C	YPL220W
YGL097W	YLR293C
YGL099W	YLL045C
YGL120C	YGL173C
YGL120C	YHR165C
YGL120C	YLL036C
YGL120C	YLR197W
YGL120C	YMR128W
YGL120C	YNL224C
YGL120C	YPL131W
YGL120C	YPL151C
YGL120C	YPR101W
YGL127C	YGL151W
YGL127C	YHR041C
YGL127C	YOL135C
YGL127C	YPR070W
YGL127C	YPR168W
YGL129C	YGR215W
YGL129C	YHL004W
YGL129C	YJR101W
YGL129C	YJR113C
YGL129C	YKL003C
YGL129C	YMR188C
YGL129C	YNL137C
YGL129C	YOR158W
YGL129C	YPL013C
YGL133W	YJL065C
YGL133W	YKR001C
YGL137W	YGL245W
YGL137W	YIL076W
YGL151W	YHR041C
YGL151W	YOL135C
YGL151W	YPR070W
YGL151W	YPR168W
YGL173C	YGR054W
YGL173C	YGR086C
YGL173C	YHL034C
YGL173C	YJL124C
YGL173C	YKL023W
YGL173C	YLR175W
YGL173C	YNL147W
YGL173C	YOL139C
YGL173C	YPR140W
YGL190C	YML109W
YGL190C	YMR273C
YGL195W	YKL104C
YGL195W	YLR180W
YGL195W	YOR136W
YGL197W	YJL098W
YGL200C	YOR016C
YGL206C	YGR167W
YGL207W	YGL244W
YGL207W	YIL035C
YGL207W	YML069W
YGL207W	YOL145C
YGL207W	YOR039W
YGL207W	YOR123C
YGL213C	YPR189W
YGL223C	YGR120C
YGL223C	YML071C
YGL223C	YNL051W
YGL242C	YMR109W
YGL244W	YIL035C
YGL244W	YML069W
YGL244W	YOL145C
YGL244W	YOR039W
YGL244W	YOR123C
YGL246C	YLL045C
YGR002C	YLR385C
YGR002C	YLR399C
YGR002C	YNL107W
YGR002C	YNL136W
YGR002C	YOR244W
YGR002C	YPL235W
YGR010W	YLR328W
YGR054W	YNL207W
YGR056W	YLR321C
YGR056W	YLR357W
YGR056W	YML127W
YGR063C	YGR186W
YGR063C	YJL140W
YGR063C	YOR151C
YGR063C	YPR187W
YGR081C	YPL012W
YGR083C	YLR291C
YGR083C	YPL237W
YGR085C	YHL033C
YGR085C	YIL133C
YGR085C	YJL177W
YGR085C	YKL180W
YGR085C	YLL045C
YGR085C	YLR340W
YGR085C	YLR367W
YGR085C	YLR441C
YGR085C	YML073C
YGR085C	YMR142C
YGR085C	YNL061W
YGR085C	YNL069C
YGR085C	YNL096C
YGR085C	YNL178W
YGR085C	YOL127W
YGR085C	YPL093W
YGR085C	YPL131W
YGR085C	YPL220W
YGR086C	YKL142W
YGR090W	YGR128C
YGR090W	YHR148W
YGR090W	YIL035C
YGR090W	YJL109C
YGR090W	YLR186W
YGR090W	YLR197W
YGR090W	YLR222C
YGR090W	YLR223C
YGR090W	YMR128W
YGR090W	YMR229C
YGR090W	YOR039W
YGR090W	YPL012W
YGR090W	YPL126W
YGR091W	YHR165C
YGR091W	YJL124C
YGR091W	YLR147C
YGR091W	YLR275W
YGR091W	YML046W
YGR091W	YML049C
YGR091W	YMR288W
YGR091W	YNL147W
YGR091W	YOR308C
YGR091W	YPL213W
YGR091W	YPR082C
YGR103W	YGR245C
YGR103W	YHR052W
YGR103W	YHR197W
YGR103W	YKL009W
YGR103W	YLL045C
YGR103W	YNL061W
YGR103W	YNL110C
YGR103W	YNL182C
YGR103W	YNR053C
YGR103W	YOL127W
YGR103W	YOR206W
YGR103W	YPL093W
YGR103W	YPL131W
YGR103W	YPL211W
YGR103W	YPR016C
YGR118W	YJL177W
YGR118W	YLR441C
YGR118W	YML073C
YGR118W	YOL127W
YGR120C	YML071C
YGR120C	YNL051W
YGR124W	YPR145W
YGR128C	YHR148W
YGR128C	YHR196W
YGR128C	YJL109C
YGR128C	YLR186W
YGR128C	YLR197W
YGR128C	YLR222C
YGR128C	YMR128W
YGR128C	YPL012W
YGR128C	YPL126W
YGR130C	YMR031C
YGR156W	YHL033C
YGR156W	YJR093C
YGR156W	YKL018W
YGR156W	YKL059C
YGR156W	YKR002W
YGR156W	YNL222W
YGR156W	YPR107C
YGR158C	YNL232W
YGR158C	YOR001W
YGR158C	YPR189W
YGR161C	YJL098W
YGR166W	YML077W
YGR166W	YMR218C
YGR178C	YHR121W
YGR186W	YJL140W
YGR186W	YOR151C
YGR186W	YOR224C
YGR186W	YPL129W
YGR186W	YPR187W
YGR214W	YLR048W
YGR215W	YHL004W
YGR215W	YJR101W
YGR215W	YJR113C
YGR215W	YKL003C
YGR215W	YMR188C
YGR215W	YNL137C
YGR215W	YOR158W
YGR218W	YHR020W
YGR218W	YJR077C
YGR218W	YKL145W
YGR218W	YLR180W
YGR240C	YLR180W
YGR240C	YMR205C
YGR245C	YHR197W
YGR245C	YKL009W
YGR245C	YKR048C
