YAL003W	YKL081W
YCR031C	YGL103W
YCR031C	YGL123W
YCR031C	YGL147C
YCR031C	YGR085C
YCR031C	YHL001W
YCR031C	YHL015W
YCR031C	YHL033C
YCR031C	YIL133C
YCR031C	YJL177W
YCR031C	YJL190C
YCR031C	YJR123W
YCR031C	YLL045C
YCR031C	YLR029C
YCR031C	YNL069C
YCR031C	YNL301C
YCR031C	YNL302C
YCR031C	YOR063W
YCR052W	YFR037C
YCR052W	YIL126W
YCR052W	YKR008W
YCR052W	YLR357W
YCR052W	YMR033W
YCR063W	YHR165C
YCR071C	YDR116C
YCR071C	YDR237W
YCR071C	YDR296W
YCR071C	YKL167C
YCR071C	YKR006C
YCR071C	YKR085C
YCR071C	YLR312W-A
YCR071C	YLR439W
YCR071C	YMR024W
YCR071C	YNL252C
YCR072C	YER006W
YCR072C	YGR245C
YCR072C	YHR197W
YCR072C	YLR106C
YCR072C	YNR053C
YCR072C	YPL093W
YCR072C	YPR016C
YDL003W	YFL008W
YDL040C	YPL198W
YDL047W	YFR040W
YDL047W	YJL098W
YDL056W	YLR182W
YDL060W	YDR064W
YDL060W	YGR054W
YDL060W	YGR081C
YDL060W	YJR145C
YDL060W	YKL143W
YDL060W	YPL012W
YDL060W	YPL266W
YDL081C	YDR382W
YDL082W	YDL083C
YDL082W	YDR064W
YDL082W	YDR382W
YDL082W	YDR471W
YDL082W	YEL054C
YDL082W	YFR032C-A
YDL082W	YGL103W
YDL082W	YGL147C
YDL082W	YGR085C
YDL082W	YGR103W
YDL082W	YHL001W
YDL082W	YHL033C
YDL082W	YHR216W
YDL082W	YIL133C
YDL082W	YJL177W
YDL082W	YJL190C
YDL082W	YJR123W
YDL082W	YJR145C
YDL082W	YLL045C
YDL082W	YLR029C
YDL082W	YNL069C
YDL082W	YNL110C
YDL082W	YNL301C
YDL082W	YOL041C
YDL082W	YOL077C
YDL082W	YOL120C
YDL082W	YOR063W
YDL082W	YOR272W
YDL082W	YPL093W
YDL082W	YPL198W
YDL083C	YDR064W
YDL083C	YDR382W
YDL083C	YDR471W
YDL083C	YFR032C-A
YDL083C	YGL103W
YDL083C	YGL120C
YDL083C	YGL123W
YDL083C	YGL147C
YDL083C	YGR027C
YDL083C	YGR085C
YDL083C	YHL001W
YDL083C	YHL015W
YDL083C	YHL033C
YDL083C	YIL133C
YDL083C	YJL177W
YDL083C	YJL190C
YDL083C	YJR123W
YDL083C	YJR145C
YDL083C	YLL045C
YDL083C	YLR029C
YDL083C	YNL069C
YDL083C	YNL301C
YDL083C	YOR063W
YDL083C	YPL081W
YDL083C	YPL131W
YDL084W	YDR138W
YDL084W	YHR167W
YDL084W	YNL004W
YDL092W	YML105C
YDL092W	YPR088C
YDL098C	YHR165C
YDL098C	YLR147C
YDL098C	YMR240C
YDL098C	YMR288W
YDL111C	YGR095C
YDL111C	YGR158C
YDL111C	YNL232W
YDL111C	YOL021C
YDL111C	YOR001W
YDL131W	YDL182W
YDL145C	YDR238C
YDL145C	YER122C
YDL145C	YFR051C
YDL145C	YIL076W
YDL145C	YNL287W
YDL148C	YDR064W
YDL148C	YDR299W
YDL148C	YDR449C
YDL148C	YGR090W
YDL148C	YGR128C
YDL148C	YGR145W
YDL148C	YHR148W
YDL148C	YJR145C
YDL148C	YLR129W
YDL148C	YOR310C
YDL148C	YPL012W
YDL148C	YPL217C
YDL148C	YPR144C
YDL150W	YJL011C
YDL150W	YKL144C
YDL150W	YKR025W
YDL150W	YOR116C
YDL150W	YOR210W
YDL150W	YOR224C
YDL150W	YPR110C
YDL150W	YPR190C
YDL156W	YNL312W
YDL201W	YDR165W
YDL208W	YHR089C
YDL208W	YMR310C
YDL225W	YHR107C
YDL225W	YJR076C
YDR041W	YDR175C
YDR041W	YDR337W
YDR041W	YDR347W
YDR041W	YER050C
YDR041W	YGL129C
YDR041W	YGR084C
YDR041W	YGR165W
YDR041W	YGR215W
YDR041W	YIL093C
YDR041W	YJR101W
YDR041W	YKL155C
YDR041W	YMR158W
YDR041W	YNL137C
YDR041W	YOR158W
YDR041W	YPL013C
YDR041W	YPL118W
YDR064W	YDR382W
YDR064W	YDR449C
YDR064W	YDR471W
YDR064W	YGL103W
YDR064W	YGL120C
YDR064W	YGL147C
YDR064W	YGR054W
YDR064W	YGR085C
YDR064W	YGR090W
YDR064W	YGR145W
YDR064W	YHL001W
YDR064W	YHL015W
YDR064W	YHR148W
YDR064W	YIL133C
YDR064W	YJL177W
YDR064W	YJL190C
YDR064W	YJR123W
YDR064W	YJR145C
YDR064W	YLL045C
YDR064W	YLR029C
YDR064W	YLR129W
YDR064W	YML026C
YDR064W	YMR116C
YDR064W	YNL069C
YDR064W	YNL301C
YDR064W	YOR063W
YDR064W	YOR145C
YDR064W	YOR310C
YDR064W	YPL012W
YDR064W	YPL081W
YDR064W	YPL131W
YDR064W	YPL198W
YDR064W	YPL217C
YDR064W	YPL266W
YDR064W	YPR144C
YDR087C	YDR496C
YDR087C	YER006W
YDR087C	YGR085C
YDR087C	YKR081C
YDR087C	YLL034C
YDR087C	YMR049C
YDR087C	YNL002C
YDR087C	YNL061W
YDR087C	YOL077C
YDR087C	YOR272W
YDR087C	YPR016C
YDR116C	YDR237W
YDR116C	YDR296W
YDR116C	YKL167C
YDR116C	YKR006C
YDR116C	YKR085C
YDR116C	YLR312W-A
YDR116C	YLR439W
YDR116C	YMR024W
YDR116C	YNL252C
YDR138W	YHR167W
YDR138W	YNL004W
YDR156W	YJL148W
YDR156W	YOR210W
YDR156W	YOR340C
YDR156W	YOR341W
YDR156W	YPR010C
YDR156W	YPR110C
YDR170C	YLR342W
YDR174W	YJL177W
YDR175C	YDR337W
YDR175C	YDR347W
YDR175C	YGL129C
YDR175C	YGR084C
YDR175C	YGR165W
YDR175C	YGR215W
YDR175C	YIL093C
YDR175C	YJR101W
YDR175C	YKL155C
YDR175C	YMR158W
YDR175C	YNL081C
YDR175C	YNL137C
YDR175C	YOR158W
YDR175C	YPL013C
YDR175C	YPL118W
YDR201W	YKR083C
YDR211W	YER025W
YDR211W	YLR291C
YDR211W	YOR260W
YDR211W	YPL237W
YDR211W	YPR010C
YDR228C	YGL044C
YDR228C	YHR216W
YDR228C	YMR061W
YDR228C	YOR250C
YDR235W	YGR013W
YDR235W	YLR147C
YDR237W	YDR296W
YDR237W	YKL167C
YDR237W	YKR006C
YDR237W	YKR085C
YDR237W	YLR312W-A
YDR237W	YLR439W
YDR237W	YMR024W
YDR237W	YNL252C
YDR237W	YNL284C
YDR238C	YER122C
YDR238C	YFR051C
YDR238C	YIL076W
YDR238C	YNL287W
YDR267C	YIL128W
YDR279W	YNL072W
YDR296W	YKL167C
YDR296W	YKR006C
YDR296W	YKR085C
YDR296W	YLR312W-A
YDR296W	YLR439W
YDR296W	YMR024W
YDR296W	YNL252C
YDR299W	YER127W
YDR299W	YGR145W
YDR299W	YHR148W
YDR299W	YJR145C
YDR299W	YNR054C
YDR299W	YPL217C
YDR299W	YPR144C
YDR301W	YLR277C
YDR301W	YMR061W
YDR308C	YOR174W
YDR337W	YDR347W
YDR337W	YGL129C
YDR337W	YGR084C
YDR337W	YGR165W
YDR337W	YGR215W
YDR337W	YIL093C
YDR337W	YJR101W
YDR337W	YKL155C
YDR337W	YMR158W
YDR337W	YNL137C
YDR337W	YOR158W
YDR337W	YPL013C
YDR337W	YPL118W
YDR347W	YGL129C
YDR347W	YGR084C
YDR347W	YGR165W
YDR347W	YGR215W
YDR347W	YIL093C
YDR347W	YJR101W
YDR347W	YKL155C
YDR347W	YMR158W
YDR347W	YNL137C
YDR347W	YOR158W
YDR347W	YPL013C
YDR347W	YPL118W
YDR365C	YGR145W
YDR365C	YNR054C
YDR382W	YDR471W
YDR382W	YFR032C-A
YDR382W	YGL103W
YDR382W	YGR085C
YDR382W	YHL001W
YDR382W	YIL133C
YDR382W	YJL177W
YDR382W	YJL190C
YDR382W	YJR123W
YDR382W	YLL045C
YDR382W	YLR029C
YDR382W	YNL069C
YDR382W	YNL301C
YDR382W	YOL039W
YDR382W	YOR063W
YDR382W	YPL131W
YDR398W	YEL055C
YDR398W	YGR128C
YDR398W	YHR196W
YDR429C	YMR146C
YDR429C	YOR361C
YDR449C	YGR090W
YDR449C	YGR128C
YDR449C	YGR145W
YDR449C	YHR148W
YDR449C	YHR196W
YDR449C	YJL069C
YDR449C	YJR145C
YDR449C	YLR129W
YDR449C	YLR409C
YDR449C	YNL075W
YDR449C	YOR145C
YDR449C	YPL217C
YDR449C	YPL266W
YDR449C	YPR137W
YDR449C	YPR144C
YDR471W	YDR496C
YDR471W	YER006W
YDR471W	YFR032C-A
YDR471W	YGL103W
YDR471W	YGL147C
YDR471W	YGR085C
YDR471W	YHL001W
YDR471W	YHL015W
YDR471W	YHL033C
YDR471W	YIL133C
YDR471W	YJL177W
YDR471W	YJL190C
YDR471W	YJR123W
YDR471W	YJR145C
YDR471W	YKR081C
YDR471W	YLL045C
YDR471W	YLR029C
YDR471W	YLR406C
YDR471W	YNL061W
YDR471W	YNL069C
YDR471W	YNL110C
YDR471W	YNL112W
YDR471W	YNL301C
YDR471W	YOL077C
YDR471W	YOR063W
YDR471W	YPL093W
YDR471W	YPL198W
YDR472W	YOR115C
YDR496C	YER006W
YDR496C	YIL133C
YDR496C	YJR145C
YDR496C	YKR081C
YDR496C	YLL034C
YDR496C	YLL045C
YDR496C	YLR002C
YDR496C	YLR029C
YDR496C	YLR276C
YDR496C	YLR449W
YDR496C	YMR049C
YDR496C	YNL002C
YDR496C	YNL061W
YDR496C	YNL110C
YDR496C	YOL077C
YDR496C	YOR063W
YDR496C	YOR272W
YDR496C	YPL012W
YDR496C	YPL093W
YDR496C	YPL131W
YDR496C	YPL198W
YDR496C	YPR016C
YEL003W	YJL179W
YEL003W	YLR200W
YEL015W	YOL149W
YEL018W	YGR002C
YEL018W	YHR099W
YEL018W	YNL136W
YEL022W	YER110C
YEL054C	YJR145C
YEL054C	YOR063W
YEL054C	YPR102C
YEL055C	YGR128C
YEL055C	YHR196W
YER006W	YGR085C
YER006W	YGR103W
YER006W	YGR245C
YER006W	YHR197W
YER006W	YKR081C
YER006W	YLL034C
YER006W	YLL045C
YER006W	YLR002C
YER006W	YLR106C
YER006W	YLR276C
YER006W	YLR406C
YER006W	YLR449W
YER006W	YMR049C
YER006W	YNL002C
YER006W	YNL061W
YER006W	YNL110C
YER006W	YNR053C
YER006W	YOL077C
YER006W	YOR063W
YER006W	YOR272W
YER006W	YPL093W
YER006W	YPL131W
YER006W	YPL198W
YER006W	YPR016C
YER025W	YLR215C
YER025W	YLR291C
YER025W	YMR146C
YER025W	YOR260W
YER025W	YPL237W
YER050C	YGL129C
YER050C	YOR158W
YER050C	YPL118W
YER092W	YPL129W
YER092W	YPL235W
YER107C	YJL061W
YER107C	YMR047C
YER110C	YJR123W
YER110C	YLR335W
YER122C	YNL287W
YER127W	YGR145W
YER157W	YNL041C
YER164W	YGL019W
YFL018C	YIL125W
YFL023W	YLR200W
YFL049W	YMR033W
YFL049W	YNR023W
YFR032C-A	YGL103W
YFR032C-A	YGR085C
YFR032C-A	YJL177W
YFR032C-A	YKL046C
YFR032C-A	YLR029C
YFR037C	YGL133W
YFR037C	YIL126W
YFR037C	YKR008W
YFR037C	YLR357W
YFR037C	YMR033W
YFR037C	YOR304W
YFR051C	YIL076W
YFR051C	YNL287W
YGL019W	YGR090W
YGL019W	YML069W
YGL044C	YMR061W
YGL044C	YOR250C
YGL049C	YGR162W
YGL049C	YIR001C
YGL049C	YJL190C
YGL049C	YOL139C
YGL070C	YGR063C
YGL070C	YIL021W
YGL070C	YOR151C
YGL070C	YOR210W
YGL070C	YOR224C
YGL070C	YPL129W
YGL098W	YNL258C
YGL099W	YHR170W
YGL099W	YLL045C
YGL099W	YOR063W
YGL103W	YGL123W
YGL103W	YGL147C
YGL103W	YGR085C
YGL103W	YHL001W
YGL103W	YHL015W
YGL103W	YHL033C
YGL103W	YIL133C
YGL103W	YJL177W
YGL103W	YJL190C
YGL103W	YJR123W
YGL103W	YJR145C
YGL103W	YKR081C
YGL103W	YLL045C
YGL103W	YLR029C
YGL103W	YLR342W
YGL103W	YLR406C
YGL103W	YNL069C
YGL103W	YNL110C
YGL103W	YNL301C
YGL103W	YNL302C
YGL103W	YOR063W
YGL103W	YPL012W
YGL103W	YPL093W
YGL103W	YPL198W
YGL120C	YHR165C
YGL120C	YJL190C
YGL120C	YJR145C
YGL120C	YOR063W
YGL120C	YOR310C
YGL120C	YPL131W
YGL123W	YGR085C
YGL123W	YHL001W
YGL123W	YJL177W
YGL123W	YJR123W
YGL123W	YOR063W
YGL129C	YGR084C
YGL129C	YGR165W
YGL129C	YGR215W
YGL129C	YIL093C
YGL129C	YJR101W
YGL129C	YKL003C
YGL129C	YKL155C
YGL129C	YMR158W
YGL129C	YNL137C
YGL129C	YOR158W
YGL129C	YPL013C
YGL129C	YPL118W
YGL133W	YIL126W
YGL133W	YOR304W
YGL147C	YGR085C
YGL147C	YHL001W
YGL147C	YHL015W
YGL147C	YHL033C
YGL147C	YIL133C
YGL147C	YJL177W
YGL147C	YJL190C
YGL147C	YJR123W
YGL147C	YLL045C
YGL147C	YLR029C
YGL147C	YLR406C
YGL147C	YNL069C
YGL147C	YOR063W
YGL147C	YPL093W
YGL147C	YPL131W
YGL147C	YPL198W
YGL147C	YPR016C
YGL200C	YML012W
YGL200C	YOR016C
YGR002C	YNL136W
YGR002C	YPL235W
YGR013W	YHR165C
YGR013W	YLR147C
YGR027C	YJL177W
YGR027C	YJR123W
YGR054W	YOR063W
YGR063C	YIL021W
YGR063C	YOR151C
YGR081C	YPL012W
YGR084C	YGR165W
YGR084C	YGR215W
YGR084C	YIL093C
YGR084C	YJR101W
YGR084C	YKL003C
YGR084C	YKL155C
YGR084C	YMR158W
YGR084C	YNL137C
YGR084C	YOR158W
YGR084C	YPL013C
YGR084C	YPL118W
YGR085C	YHL001W
YGR085C	YHL015W
YGR085C	YHL033C
YGR085C	YIL133C
YGR085C	YJL177W
YGR085C	YJL190C
YGR085C	YJR123W
YGR085C	YJR145C
YGR085C	YKR081C
YGR085C	YLL045C
YGR085C	YLR029C
YGR085C	YNL061W
YGR085C	YNL069C
YGR085C	YNL112W
YGR085C	YNL301C
YGR085C	YOR063W
YGR085C	YPL093W
YGR085C	YPL131W
YGR085C	YPL198W
YGR090W	YGR128C
YGR090W	YHR148W
YGR090W	YJR145C
YGR090W	YLR129W
YGR090W	YLR223C
YGR090W	YLR409C
YGR090W	YOR063W
YGR090W	YPL012W
YGR090W	YPL217C
YGR090W	YPR144C
YGR095C	YGR158C
YGR095C	YNL232W
YGR095C	YOL021C
YGR095C	YOR001W
YGR103W	YGR245C
YGR103W	YHR197W
YGR103W	YKR081C
YGR103W	YLL045C
YGR103W	YLR002C
YGR103W	YLR029C
YGR103W	YLR106C
YGR103W	YMR049C
YGR103W	YNL002C
YGR103W	YNL061W
YGR103W	YNL110C
YGR103W	YNR053C
YGR103W	YOL077C
YGR103W	YOR063W
YGR103W	YOR272W
YGR103W	YPL093W
YGR103W	YPL131W
YGR103W	YPR016C
YGR128C	YHR148W
YGR128C	YHR196W
YGR128C	YLR129W
YGR128C	YPL012W
YGR128C	YPL217C
YGR128C	YPR144C
YGR145W	YHR148W
YGR145W	YLR129W
YGR145W	YLR409C
YGR145W	YNR054C
YGR145W	YPL217C
YGR145W	YPR144C
YGR158C	YNL232W
YGR158C	YOL021C
YGR158C	YOR001W
YGR162W	YJL138C
YGR162W	YJL190C
YGR162W	YOL139C
YGR165W	YIL093C
YGR165W	YJR101W
YGR165W	YKL155C
YGR165W	YMR158W
YGR165W	YNL137C
YGR165W	YOR158W
YGR165W	YPL013C
YGR165W	YPL118W
YGR179C	YLR381W
YGR200C	YMR312W
YGR215W	YIL093C
YGR215W	YJR101W
YGR215W	YKL003C
YGR215W	YKL155C
YGR215W	YMR158W
YGR215W	YNL137C
YGR215W	YOR158W
YGR215W	YPL118W
YGR234W	YNL085W
YGR245C	YHR197W
YGR245C	YLR106C
YGR245C	YNL002C
YGR245C	YNL110C
YGR245C	YNR053C
YGR245C	YOR063W
YGR245C	YPL093W
YGR245C	YPR016C
YGR252W	YHR099W
YGR262C	YKR038C
YGR262C	YML036W
YHL001W	YHL033C
YHL001W	YIL133C
YHL001W	YJL177W
YHL001W	YJL190C
YHL001W	YJR123W
YHL001W	YLL045C
YHL001W	YNL069C
YHL001W	YOR063W
YHL001W	YPL198W
YHL015W	YJL190C
YHL015W	YJR123W
YHL033C	YIL133C
YHL033C	YJL177W
YHL033C	YJL190C
YHL033C	YJR123W
YHL033C	YJR145C
YHL033C	YLL045C
YHL033C	YLR029C
YHL033C	YNL069C
YHL033C	YOR063W
YHL033C	YPL198W
YHR024C	YLR163C
YHR089C	YLR029C
YHR107C	YJR076C
YHR148W	YHR196W
YHR148W	YJL069C
YHR148W	YJR145C
YHR148W	YLR129W
YHR148W	YLR409C
YHR148W	YNL075W
YHR148W	YOR145C
YHR148W	YPL217C
YHR148W	YPR137W
YHR148W	YPR144C
YHR165C	YJL124C
YHR165C	YLR147C
YHR165C	YMR240C
YHR165C	YMR288W
YHR167W	YNL004W
YHR193C	YNL112W
YHR196W	YLR129W
YHR196W	YPL217C
YHR196W	YPR137W
YHR196W	YPR144C
YHR197W	YKR081C
YHR197W	YLL034C
YHR197W	YLR002C
YHR197W	YLR106C
YHR197W	YMR049C
YHR197W	YNL002C
YHR197W	YNL061W
YHR197W	YNL110C
YHR197W	YNR053C
YHR197W	YOL077C
YHR197W	YOR063W
YHR197W	YOR272W
YHR197W	YPL093W
YHR197W	YPR016C
YHR216W	YML056C
YHR216W	YOR250C
YIL021W	YOR151C
YIL021W	YOR210W
YIL021W	YOR224C
YIL021W	YPL129W
YIL076W	YNL287W
YIL093C	YJR101W
YIL093C	YKL155C
YIL093C	YMR158W
YIL093C	YNL081C
YIL093C	YNL137C
YIL093C	YOR158W
YIL093C	YPL013C
YIL093C	YPL118W
YIL098C	YJL180C
YIL126W	YKR008W
YIL126W	YLR357W
YIL126W	YMR033W
YIL126W	YOR304W
YIL133C	YJL177W
YIL133C	YJL190C
YIL133C	YJR123W
YIL133C	YJR145C
YIL133C	YLL045C
YIL133C	YLR029C
YIL133C	YML026C
YIL133C	YNL069C
YIL133C	YNL301C
YIL133C	YOL041C
YIL133C	YOL077C
YIL133C	YOL120C
YIL133C	YOR063W
YIL133C	YPL131W
YIL133C	YPL198W
YIR010W	YPL233W
YJL011C	YKL144C
YJL011C	YKR025W
YJL011C	YOR116C
YJL011C	YOR224C
YJL011C	YPR110C
YJL011C	YPR190C
YJL069C	YLR129W
YJL069C	YLR409C
YJL124C	YLR147C
YJL124C	YLR438C-A
YJL138C	YOL139C
YJL148W	YOR210W
YJL148W	YOR340C
YJL148W	YOR341W
YJL148W	YPR010C
YJL148W	YPR110C
YJL177W	YJL190C
YJL177W	YJR123W
YJL177W	YLL045C
YJL177W	YLR029C
YJL177W	YNL069C
YJL177W	YNL301C
YJL177W	YNL302C
YJL177W	YOR063W
YJL177W	YPL198W
YJL179W	YLR200W
YJL183W	YJR075W
YJL183W	YPL050C
YJL184W	YKR038C
YJL184W	YML036W
YJL190C	YJR123W
YJL190C	YJR145C
YJL190C	YLL045C
YJL190C	YLR029C
YJL190C	YMR116C
YJL190C	YNL069C
YJL190C	YOL139C
YJL190C	YOR063W
YJL190C	YPL081W
YJL190C	YPL131W
YJL190C	YPL146C
YJL190C	YPL198W
YJL208C	YKR079C
YJR005W	YOL062C
YJR041C	YOL144W
YJR075W	YPL050C
YJR101W	YKL155C
YJR101W	YMR158W
YJR101W	YNL081C
YJR101W	YNL137C
YJR101W	YOR158W
YJR101W	YPL013C
YJR101W	YPL118W
YJR123W	YJR145C
YJR123W	YLL045C
YJR123W	YLR029C
YJR123W	YMR116C
YJR123W	YNL069C
YJR123W	YNL301C
YJR123W	YNL302C
YJR123W	YOR063W
YJR123W	YPL131W
YJR123W	YPL266W
YJR140C	YOR038C
YJR145C	YLL045C
YJR145C	YLR029C
YJR145C	YML056C
YJR145C	YMR116C
YJR145C	YNL069C
YJR145C	YOL120C
YJR145C	YOR063W
YJR145C	YPL012W
YJR145C	YPL081W
YJR145C	YPL131W
YJR145C	YPL198W
YJR145C	YPL217C
YJR145C	YPR144C
YKL003C	YPL013C
YKL003C	YPL118W
YKL045W	YNL102W
YKL143W	YPL266W
YKL144C	YKR025W
YKL144C	YOR116C
YKL144C	YOR224C
YKL144C	YPR110C
YKL144C	YPR190C
YKL155C	YMR158W
YKL155C	YNL137C
YKL155C	YOR158W
YKL155C	YPL013C
YKL155C	YPL118W
YKL167C	YKR006C
YKL167C	YKR085C
YKL167C	YLR312W-A
YKL167C	YLR439W
YKL167C	YMR024W
YKL167C	YNL252C
YKR006C	YKR085C
YKR006C	YLR312W-A
YKR006C	YLR439W
YKR006C	YMR024W
YKR006C	YNL252C
YKR008W	YLR357W
YKR008W	YMR033W
YKR025W	YOR116C
YKR025W	YOR210W
YKR025W	YOR224C
YKR025W	YPR110C
YKR025W	YPR190C
YKR027W	YLR330W
YKR027W	YMR237W
YKR038C	YML036W
YKR081C	YLL045C
YKR081C	YLR002C
YKR081C	YLR029C
YKR081C	YLR276C
YKR081C	YNL002C
YKR081C	YNL061W
YKR081C	YNL110C
YKR081C	YNR053C
YKR081C	YOL077C
YKR081C	YOR063W
YKR081C	YPL093W
YKR081C	YPL131W
YKR081C	YPL198W
YKR081C	YPR016C
YKR085C	YLR312W-A
YKR085C	YLR439W
YKR085C	YMR024W
YKR085C	YNL252C
YLL034C	YLR002C
YLL034C	YLR449W
YLL034C	YMR049C
YLL034C	YNL002C
YLL034C	YNL061W
YLL034C	YOL077C
YLL034C	YOR063W
YLL034C	YOR272W
YLL034C	YPL093W
YLL045C	YLR002C
YLL045C	YLR029C
YLL045C	YNL002C
YLL045C	YNL061W
YLL045C	YNL069C
YLL045C	YNL112W
YLL045C	YNL301C
YLL045C	YOL041C
YLL045C	YOL077C
YLL045C	YOL120C
YLL045C	YOR063W
YLL045C	YOR272W
YLL045C	YPL012W
YLL045C	YPL093W
YLL045C	YPL131W
YLL045C	YPL198W
YLL045C	YPR016C
YLR002C	YLR029C
YLR002C	YLR449W
