YAL007C	YML012W
YDL140C	YPR187W
YDL145C	YER122C
YDL145C	YFR051C
YDL145C	YNL287W
YDL147W	YDL216C
YDL147W	YDR179C
YDL147W	YDR427W
YDL147W	YFR010W
YDL147W	YFR052W
YDL147W	YHR027C
YDL147W	YIL075C
YDL147W	YOL117W
YDL148C	YDR299W
YDL148C	YDR324C
YDL148C	YDR449C
YDL148C	YGR090W
YDL148C	YGR145W
YDL148C	YHR148W
YDL148C	YJR002W
YDL148C	YJR145C
YDL148C	YKR060W
YDL148C	YLR129W
YDL148C	YLR186W
YDL148C	YMR093W
YDL148C	YMR128W
YDL148C	YMR229C
YDL148C	YNL132W
YDL148C	YNL308C
YDL148C	YOR310C
YDL148C	YPL012W
YDL148C	YPL126W
YDL156W	YNL312W
YDL165W	YPR072W
YDL175C	YLR430W
YDL175C	YOL115W
YDL175C	YPL190C
YDL201W	YDR165W
YDL208W	YHR089C
YDL208W	YMR310C
YDL216C	YDR179C
YDL216C	YOL117W
YDL225W	YHR107C
YDL225W	YJR076C
YDL225W	YLR314C
YDR005C	YOR116C
YDR041W	YDR175C
YDR041W	YDR347W
YDR041W	YHL004W
YDR041W	YJR113C
YDR041W	YMR158W
YDR041W	YMR188C
YDR041W	YNL137C
YDR041W	YNL306W
YDR041W	YOR204W
YDR041W	YPL118W
YDR067C	YHL029C
YDR073W	YHL025W
YDR074W	YML100W
YDR097C	YOL090W
YDR101C	YGL030W
YDR101C	YGR103W
YDR101C	YHR197W
YDR101C	YKL009W
YDR101C	YLL045C
YDR101C	YNL002C
YDR101C	YOR063W
YDR101C	YPL093W
YDR116C	YDR237W
YDR116C	YDR405W
YDR116C	YGR220C
YDR116C	YJL063C
YDR116C	YKR085C
YDR116C	YLR439W
YDR116C	YMR024W
YDR116C	YMR193W
YDR118W	YHR166C
YDR118W	YNL172W
YDR121W	YGL133W
YDR121W	YJL065C
YDR121W	YPR175W
YDR127W	YKL104C
YDR127W	YLR180W
YDR152W	YGR173W
YDR156W	YJL148W
YDR156W	YNL113W
YDR156W	YNL248C
YDR156W	YOR210W
YDR156W	YPR110C
YDR156W	YPR187W
YDR167W	YDR392W
YDR167W	YDR448W
YDR167W	YGR252W
YDR167W	YML098W
YDR167W	YMR236W
YDR167W	YPL254W
YDR174W	YJL177W
YDR175C	YDR347W
YDR175C	YHL004W
YDR175C	YJR113C
YDR175C	YMR158W
YDR175C	YMR188C
YDR175C	YNL081C
YDR175C	YNL137C
YDR175C	YNL306W
YDR175C	YPL118W
YDR179C	YOL117W
YDR190C	YDR334W
YDR190C	YER092W
YDR190C	YGR002C
YDR190C	YLR385C
YDR190C	YNL059C
YDR190C	YOR141C
YDR190C	YPL235W
YDR201W	YGR113W
YDR201W	YKR037C
YDR201W	YKR083C
YDR207C	YIL084C
YDR237W	YDR405W
YDR237W	YGR220C
YDR237W	YJL063C
YDR237W	YKR085C
YDR237W	YLR439W
YDR237W	YMR024W
YDR237W	YMR193W
YDR237W	YNL284C
YDR264C	YOR212W
YDR280W	YGR095C
YDR280W	YGR158C
YDR280W	YGR195W
YDR280W	YHR081W
YDR280W	YNL232W
YDR280W	YOL021C
YDR280W	YOL142W
YDR280W	YOR001W
YDR280W	YPR189W
YDR288W	YOL034W
YDR289C	YOR048C
YDR295C	YNL021W
YDR295C	YPR179C
YDR299W	YER127W
YDR299W	YGR145W
YDR299W	YHR148W
YDR299W	YJL033W
YDR299W	YJR002W
YDR299W	YJR145C
YDR299W	YKR060W
YDR299W	YLR186W
YDR299W	YNL132W
YDR299W	YNL308C
YDR299W	YNR054C
YDR299W	YPL126W
YDR308C	YER022W
YDR308C	YGL025C
YDR308C	YGL127C
YDR308C	YHR041C
YDR308C	YHR058C
YDR308C	YMR112C
YDR308C	YNL236W
YDR308C	YOL135C
YDR308C	YOR174W
YDR308C	YPR070W
YDR324C	YDR449C
YDR324C	YEL055C
YDR324C	YGR090W
YDR324C	YHR148W
YDR324C	YHR196W
YDR324C	YJL069C
YDR324C	YJR002W
YDR324C	YKR060W
YDR324C	YLR129W
YDR324C	YLR186W
YDR324C	YLR409C
YDR324C	YMR093W
YDR324C	YMR128W
YDR324C	YNL075W
YDR324C	YNL132W
YDR324C	YPL126W
YDR324C	YPR137W
YDR334W	YGR002C
YDR334W	YLR385C
YDR334W	YPL235W
YDR347W	YHL004W
YDR347W	YJR113C
YDR347W	YMR158W
YDR347W	YMR188C
YDR347W	YNL137C
YDR347W	YNL306W
YDR347W	YPL118W
YDR364C	YER172C
YDR364C	YKL173W
YDR364C	YLL036C
YDR364C	YLR117C
YDR364C	YPR101W
YDR365C	YGR145W
YDR365C	YJL033W
YDR365C	YNR054C
YDR381W	YLR249W
YDR383C	YJR135C
YDR392W	YDR448W
YDR392W	YGR252W
YDR392W	YHR099W
YDR392W	YMR236W
YDR392W	YPL254W
YDR404C	YGR005C
YDR404C	YIL021W
YDR404C	YOL005C
YDR404C	YOR151C
YDR404C	YOR210W
YDR404C	YPR187W
YDR405W	YLR439W
YDR405W	YMR024W
YDR415C	YKL210W
YDR427W	YFR010W
YDR427W	YFR052W
YDR427W	YHR027C
YDR427W	YIL075C
YDR427W	YMR314W
YDR429C	YOR204W
YDR429C	YOR361C
YDR432W	YGL049C
YDR448W	YGR252W
YDR448W	YHR041C
YDR448W	YHR058C
YDR448W	YHR099W
YDR448W	YMR236W
YDR448W	YNL236W
YDR448W	YOL135C
YDR448W	YPL254W
YDR448W	YPR070W
YDR449C	YGL171W
YDR449C	YGR090W
YDR449C	YGR145W
YDR449C	YHR148W
YDR449C	YHR196W
YDR449C	YJL069C
YDR449C	YJR002W
YDR449C	YJR145C
YDR449C	YKR060W
YDR449C	YLR129W
YDR449C	YLR186W
YDR449C	YLR409C
YDR449C	YMR093W
YDR449C	YMR128W
YDR449C	YNL075W
YDR449C	YNL132W
YDR449C	YPL126W
YDR449C	YPR137W
YDR469W	YHR119W
YDR471W	YDR496C
YDR471W	YER074W
YDR471W	YGL014W
YDR471W	YGL030W
YDR471W	YGL076C
YDR471W	YHL001W
YDR471W	YIL133C
YDR471W	YJL177W
YDR471W	YJL190C
YDR471W	YJR123W
YDR471W	YJR145C
YDR471W	YKL180W
YDR471W	YLL045C
YDR471W	YLR029C
YDR471W	YLR150W
YDR471W	YLR344W
YDR471W	YLR406C
YDR471W	YLR441C
YDR471W	YLR448W
YDR471W	YML073C
YDR471W	YMR290C
YDR471W	YNL069C
YDR471W	YNL112W
YDR471W	YNL301C
YDR471W	YOL040C
YDR471W	YOL077C
YDR471W	YOR063W
YDR471W	YPL093W
YDR471W	YPL198W
YDR472W	YKR068C
YDR472W	YML077W
YDR478W	YHR062C
YDR478W	YNL221C
YDR496C	YFL002C
YDR496C	YGL030W
YDR496C	YGL076C
YDR496C	YGL173C
YDR496C	YIL133C
YDR496C	YJR145C
YDR496C	YKL009W
YDR496C	YKL014C
YDR496C	YLL034C
YDR496C	YLL045C
YDR496C	YLR029C
YDR496C	YLR276C
YDR496C	YLR449W
YDR496C	YML073C
YDR496C	YMR229C
YDR496C	YMR290C
YDR496C	YNL002C
YDR496C	YOL077C
YDR496C	YOR063W
YDR496C	YPL012W
YDR496C	YPL043W
YDR496C	YPL093W
YDR496C	YPL198W
YDR498C	YGL145W
YDR498C	YOR075W
YDR517W	YIL109C
YDR517W	YPR181C
YEL015W	YNL118C
YEL015W	YOL149W
YEL018W	YGR002C
YEL018W	YHR099W
YEL018W	YNL136W
YEL018W	YOR244W
YEL022W	YER110C
YEL022W	YGR218W
YEL022W	YMR012W
YEL036C	YGR231C
YEL036C	YJL183W
YEL036C	YLR342W
YEL036C	YPL050C
YEL053C	YPR051W
YEL054C	YGL030W
YEL054C	YHR010W
YEL054C	YJR145C
YEL054C	YOR063W
YEL055C	YHR196W
YEL055C	YMR093W
YEL055C	YPL126W
YEL056W	YNL030W
YEL056W	YOL054W
YER008C	YIL068C
YER018C	YOL069W
YER022W	YGL025C
YER022W	YGL127C
YER022W	YHR041C
YER022W	YHR058C
YER022W	YMR112C
YER022W	YNL236W
YER022W	YOL135C
YER022W	YOR174W
YER022W	YPR070W
YER043C	YFL028C
YER074W	YGL014W
YER074W	YGL030W
YER074W	YGL076C
YER074W	YGR118W
YER074W	YHL001W
YER074W	YIL133C
YER074W	YJL177W
YER074W	YJL190C
YER074W	YJR123W
YER074W	YJR145C
YER074W	YKL180W
YER074W	YLL045C
YER074W	YLR029C
YER074W	YLR150W
YER074W	YLR340W
YER074W	YLR441C
YER074W	YLR448W
YER074W	YML073C
YER074W	YNL069C
YER074W	YNL301C
YER074W	YOL040C
YER074W	YOR063W
YER074W	YOR234C
YER074W	YPL198W
YER086W	YGL245W
YER092W	YOR141C
YER092W	YPL235W
YER094C	YFR050C
YER094C	YJL001W
YER094C	YML092C
YER094C	YMR314W
YER094C	YOR157C
YER094C	YOR362C
YER110C	YGL195W
YER110C	YJR123W
YER110C	YLR347C
YER110C	YLR441C
YER112W	YER146W
YER112W	YER172C
YER112W	YGL173C
YER112W	YHR165C
YER112W	YKL173W
YER112W	YLR438C-A
YER112W	YOR308C
YER112W	YPR178W
YER122C	YNL287W
YER125W	YOR124C
YER125W	YOR138C
YER127W	YGR145W
YER133W	YGR156W
YER133W	YJR093C
YER133W	YKR002W
YER133W	YLR115W
YER133W	YLR277C
YER133W	YNL222W
YER133W	YPL137C
YER146W	YGL173C
YER146W	YHR165C
YER146W	YJR022W
YER146W	YKL173W
YER146W	YPR178W
YER149C	YLL021W
YER164W	YGL019W
YER164W	YOR039W
YER164W	YOR061W
YER172C	YGL120C
YER172C	YGR074W
YER172C	YGR075C
YER172C	YHR165C
YER172C	YJL203W
YER172C	YKL173W
YER172C	YLL036C
YER172C	YLR117C
YER172C	YML046W
YER172C	YMR240C
YER172C	YOR308C
YER172C	YPL213W
YER172C	YPR101W
YER172C	YPR178W
YER178W	YNL071W
YFL002C	YGR103W
YFL002C	YHR197W
YFL002C	YKL009W
YFL002C	YLL034C
YFL002C	YLR449W
YFL002C	YMR290C
YFL002C	YNL002C
YFL002C	YOL077C
YFL002C	YOR063W
YFL002C	YPL093W
YFL008W	YJL074C
YFL017W-A	YGR074W
YFL037W	YGR218W
YFL049W	YHL025W
YFL049W	YMR033W
YFL049W	YNR023W
YFL049W	YPL016W
YFR009W	YGL195W
YFR009W	YKL104C
YFR009W	YLR180W
YFR010W	YFR052W
YFR010W	YHR027C
YFR010W	YIL075C
YFR013W	YGL133W
YFR050C	YJL001W
YFR050C	YML092C
YFR050C	YMR314W
YFR050C	YOR157C
YFR050C	YOR362C
YFR051C	YNL287W
YFR052W	YHR027C
YFR052W	YIL075C
YFR052W	YMR314W
YGL005C	YGR120C
YGL005C	YNL041C
YGL005C	YPR105C
YGL014W	YHL001W
YGL014W	YJL177W
YGL014W	YLR448W
YGL014W	YML073C
YGL014W	YNL301C
YGL014W	YOL040C
YGL019W	YGL207W
YGL019W	YGL244W
YGL019W	YGR090W
YGL019W	YLR418C
YGL019W	YML069W
YGL019W	YMR172W
YGL019W	YOR039W
YGL019W	YOR061W
YGL019W	YOR123C
YGL025C	YGL127C
YGL025C	YHR041C
YGL025C	YHR058C
YGL025C	YMR112C
YGL025C	YNL236W
YGL025C	YOL135C
YGL025C	YOR174W
YGL025C	YPR070W
YGL030W	YGL076C
YGL030W	YGR103W
YGL030W	YHL001W
YGL030W	YHR010W
YGL030W	YIL133C
YGL030W	YJL177W
YGL030W	YJL190C
YGL030W	YJR123W
YGL030W	YKL180W
YGL030W	YLL045C
YGL030W	YLR029C
YGL030W	YLR150W
YGL030W	YLR367W
YGL030W	YLR441C
YGL030W	YLR448W
YGL030W	YML073C
YGL030W	YNL002C
YGL030W	YNL069C
YGL030W	YNL132W
YGL030W	YOL077C
YGL030W	YOR063W
YGL030W	YOR204W
YGL030W	YPL093W
YGL043W	YGR005C
YGL043W	YIL021W
YGL043W	YOL005C
YGL043W	YOR151C
YGL044C	YMR061W
YGL049C	YGL173C
YGL049C	YGR162W
YGL049C	YIR001C
YGL049C	YJL190C
YGL049C	YML117W
YGL049C	YPL190C
YGL076C	YGR103W
YGL076C	YHL001W
YGL076C	YIL133C
YGL076C	YJL177W
YGL076C	YJL190C
YGL076C	YJR123W
YGL076C	YJR145C
YGL076C	YKL180W
YGL076C	YLL045C
YGL076C	YLR029C
YGL076C	YLR432W
YGL076C	YLR441C
YGL076C	YLR448W
YGL076C	YML073C
YGL076C	YMR290C
YGL076C	YNL069C
YGL076C	YNL132W
YGL076C	YNL301C
YGL076C	YOL041C
YGL076C	YOL120C
YGL076C	YOR063W
YGL076C	YPL093W
YGL076C	YPL198W
YGL086W	YJL030W
YGL092W	YJR042W
YGL092W	YLR208W
YGL115W	YGL208W
YGL120C	YGL173C
YGL120C	YGR159C
YGL120C	YHR165C
YGL120C	YJL190C
YGL120C	YJR145C
YGL120C	YKL173W
YGL120C	YLL036C
YGL120C	YLR117C
YGL120C	YMR128W
YGL120C	YNL132W
YGL120C	YNL224C
YGL120C	YOR063W
YGL120C	YOR310C
YGL120C	YPR101W
YGL123W	YHL001W
YGL123W	YJL177W
YGL123W	YJR123W
YGL123W	YKL180W
YGL123W	YLR441C
YGL123W	YML073C
YGL123W	YOL040C
YGL123W	YOR063W
YGL125W	YPL023C
YGL127C	YHR041C
YGL127C	YHR058C
YGL127C	YNL236W
YGL127C	YOL135C
YGL127C	YOR174W
YGL127C	YPR070W
YGL133W	YJL065C
YGL133W	YKR001C
YGL145W	YOR075W
YGL171W	YGR145W
YGL171W	YHR148W
YGL171W	YLR129W
YGL171W	YLR186W
YGL173C	YGR054W
YGL173C	YGR162W
YGL173C	YJR145C
YGL173C	YMR290C
YGL173C	YNL118C
YGL173C	YPL004C
YGL173C	YPR178W
YGL194C	YKR029C
YGL195W	YIL094C
YGL195W	YKL104C
YGL195W	YLR180W
YGL195W	YOR136W
YGL206C	YGR167W
YGL207W	YGL244W
YGL207W	YLR418C
YGL207W	YML069W
YGL207W	YOL054W
YGL207W	YOR039W
YGL207W	YOR061W
YGL207W	YOR123C
YGL213C	YLR398C
YGL213C	YPR189W
YGL237C	YOR358W
YGL240W	YHR166C
YGL241W	YOL012C
YGL242C	YMR109W
YGL244W	YLR418C
YGL244W	YML069W
YGL244W	YOR039W
YGL244W	YOR061W
YGL244W	YOR123C
YGL245W	YGR264C
YGL246C	YLL045C
YGL246C	YOR048C
YGR002C	YLR385C
YGR002C	YNL136W
YGR002C	YOR244W
YGR002C	YPL235W
YGR005C	YIL021W
YGR005C	YOL005C
YGR005C	YOR151C
YGR005C	YOR210W
YGR005C	YPR187W
YGR020C	YLR447C
YGR020C	YOR332W
YGR020C	YPR036W
YGR030C	YHR062C
YGR030C	YNL221C
YGR047C	YOR110W
YGR047C	YPL007C
YGR054W	YMR290C
YGR054W	YNL207W
YGR054W	YOR063W
YGR074W	YHR165C
YGR074W	YIL061C
YGR074W	YJL203W
YGR074W	YJR022W
YGR074W	YKL173W
YGR074W	YML046W
YGR074W	YMR240C
YGR074W	YOR308C
