YAL001C	YOR110W
YBR122C	YNL252C
YBR142W	YDR060W
YBR142W	YDR496C
YBR142W	YJR145C
YBR142W	YLL008W
YBR142W	YLL045C
YBR142W	YLR029C
YBR142W	YMR049C
YBR142W	YMR229C
YBR142W	YMR290C
YBR142W	YNL002C
YBR142W	YNL061W
YBR142W	YOL041C
YBR142W	YOR063W
YBR142W	YOR272W
YBR142W	YPL198W
YBR142W	YPL211W
YBR152W	YGR075C
YBR152W	YOR308C
YBR152W	YPR178W
YBR154C	YDL150W
YBR154C	YDR045C
YBR154C	YDR156W
YBR154C	YDR404C
YBR154C	YGL070C
YBR154C	YGR063C
YBR154C	YJL011C
YBR154C	YJL148W
YBR154C	YJR063W
YBR154C	YNL248C
YBR154C	YOL005C
YBR154C	YOR116C
YBR154C	YOR151C
YBR154C	YOR207C
YBR154C	YPR010C
YBR154C	YPR190C
YBR160W	YDL155W
YBR171W	YLR292C
YBR171W	YOR254C
YBR171W	YPL094C
YBR175W	YKL018W
YBR189W	YBR247C
YBR189W	YCL011C
YBR189W	YCL037C
YBR189W	YCR031C
YBR189W	YDL060W
YBR189W	YDL148C
YBR189W	YDR418W
YBR189W	YDR449C
YBR189W	YGL030W
YBR189W	YGL031C
YBR189W	YGL103W
YBR189W	YGR081C
YBR189W	YGR090W
YBR189W	YJR002W
YBR189W	YJR123W
YBR189W	YJR145C
YBR189W	YKL180W
YBR189W	YLL045C
YBR189W	YLR029C
YBR189W	YLR075W
YBR189W	YLR186W
YBR189W	YLR264W
YBR189W	YML056C
YBR189W	YMR242C
YBR189W	YNL132W
YBR189W	YNL178W
YBR189W	YNL301C
YBR189W	YOL040C
YBR189W	YOL127W
YBR189W	YOR063W
YBR189W	YOR145C
YBR189W	YPL090C
YBR189W	YPL266W
YBR215W	YJR140C
YBR221C	YFL018C
YBR221C	YGR193C
YBR247C	YDL060W
YBR247C	YDL148C
YBR247C	YDR449C
YBR247C	YHR148W
YBR247C	YJR002W
YBR247C	YJR145C
YBR247C	YLR186W
YBR247C	YMR128W
YBR247C	YNL132W
YBR247C	YNL178W
YBR247C	YPL204W
YBR247C	YPL266W
YBR247C	YPR144C
YBR251W	YDR175C
YBR251W	YDR347W
YBR251W	YGR165W
YBR251W	YIL093C
YBR251W	YJR113C
YBR251W	YKL003C
YBR251W	YMR158W
YBR251W	YMR188C
YBR251W	YNL137C
YBR251W	YPL118W
YBR258C	YKL018W
YBR279W	YGL019W
YBR279W	YGL244W
YBR279W	YIL035C
YBR279W	YLR418C
YBR279W	YML069W
YBR279W	YOR039W
YBR279W	YOR061W
YBR282W	YDR237W
YBR282W	YDR296W
YBR282W	YMR193W
YBR282W	YNL252C
YBR288C	YPL195W
YCL011C	YCL037C
YCL011C	YDL084W
YCL011C	YDR138W
YCL011C	YDR381W
YCL011C	YGL049C
YCL011C	YGL120C
YCL011C	YJR145C
YCL011C	YLL045C
YCL011C	YOL139C
YCL024W	YDR507C
YCL037C	YGL049C
YCL037C	YGL120C
YCL037C	YJR145C
YCL037C	YLR175W
YCL037C	YML056C
YCL037C	YMR230W
YCL037C	YMR290C
YCL037C	YOL139C
YCL048W	YCR024C
YCL054W	YER006W
YCL054W	YGL111W
YCL054W	YLL008W
YCL054W	YMR290C
YCL054W	YNL002C
YCL054W	YNL061W
YCL054W	YNL110C
YCL054W	YPL093W
YCL054W	YPL211W
YCR002C	YHR107C
YCR002C	YJR076C
YCR002C	YJR092W
YCR002C	YLR314C
YCR020C-A	YEL053C
YCR020C-A	YPR051W
YCR031C	YDL075W
YCR031C	YDL148C
YCR031C	YDR418W
YCR031C	YFR031C-A
YCR031C	YGL030W
YCR031C	YGL031C
YCR031C	YGL103W
YCR031C	YJL177W
YCR031C	YJL191W
YCR031C	YJR123W
YCR031C	YKL180W
YCR031C	YLL045C
YCR031C	YLR029C
YCR031C	YLR075W
YCR031C	YLR150W
YCR031C	YLR287C-A
YCR031C	YLR448W
YCR031C	YMR142C
YCR031C	YMR242C
YCR031C	YNL132W
YCR031C	YNL178W
YCR031C	YNL301C
YCR031C	YOL127W
YCR031C	YOR063W
YCR031C	YOR234C
YCR031C	YPL090C
YCR031C	YPL143W
YCR052W	YDR303C
YCR052W	YFR037C
YCR052W	YGR056W
YCR052W	YKR008W
YCR052W	YLR033W
YCR052W	YLR321C
YCR052W	YLR357W
YCR052W	YMR091C
YCR057C	YDL148C
YCR057C	YDR449C
YCR057C	YER082C
YCR057C	YGR090W
YCR057C	YHR148W
YCR057C	YHR196W
YCR057C	YJR002W
YCR057C	YJR145C
YCR057C	YLL011W
YCR057C	YLR186W
YCR057C	YMR128W
YCR057C	YNL132W
YCR057C	YOR145C
YCR057C	YPL126W
YCR057C	YPL266W
YCR057C	YPR144C
YCR072C	YDR101C
YCR072C	YER006W
YCR072C	YER126C
YCR072C	YKL009W
YCR072C	YLR074C
YCR072C	YLR106C
YCR072C	YLR325C
YCR072C	YNR053C
YCR072C	YPL093W
YCR072C	YPR016C
YCR081W	YDR308C
YCR081W	YER022W
YCR081W	YHR041C
YCR081W	YHR058C
YCR081W	YNL236W
YCR081W	YNR010W
YCR095C	YHL029C
YCR095C	YNL099C
YDL002C	YER092W
YDL002C	YFL013C
YDL002C	YPL235W
YDL007W	YFR010W
YDL007W	YHL030W
YDL007W	YHR027C
YDL007W	YHR200W
YDL007W	YPR108W
YDL018C	YHR110W
YDL018C	YML012W
YDL042C	YDR227W
YDL042C	YJL076W
YDL043C	YKL173W
YDL043C	YLR147C
YDL043C	YMR240C
YDL043C	YOR319W
YDL043C	YPR178W
YDL047W	YFR040W
YDL051W	YKL122C
YDL051W	YNL262W
YDL051W	YPR088C
YDL056W	YLR182W
YDL060W	YGR081C
YDL060W	YJR145C
YDL060W	YPL204W
YDL060W	YPL266W
YDL066W	YJL034W
YDL075W	YDR012W
YDL075W	YDR101C
YDL075W	YDR418W
YDL075W	YER006W
YDL075W	YFR031C-A
YDL075W	YGL014W
YDL075W	YGL030W
YDL075W	YGL103W
YDL075W	YGR103W
YDL075W	YJL177W
YDL075W	YJR123W
YDL075W	YKL180W
YDL075W	YLL045C
YDL075W	YLR029C
YDL075W	YLR075W
YDL075W	YLR287C-A
YDL075W	YLR448W
YDL075W	YMR242C
YDL075W	YNL002C
YDL075W	YNL110C
YDL075W	YNL301C
YDL075W	YOL040C
YDL075W	YOL127W
YDL075W	YOR063W
YDL075W	YOR234C
YDL075W	YPL090C
YDL075W	YPL198W
YDL075W	YPL220W
YDL084W	YDR138W
YDL084W	YDR381W
YDL102W	YJR006W
YDL102W	YJR043C
YDL111C	YGR195W
YDL111C	YHR081W
YDL111C	YNL232W
YDL111C	YOR001W
YDL111C	YPR189W
YDL116W	YGL092W
YDL116W	YGL100W
YDL126C	YDR049W
YDL143W	YDR188W
YDL143W	YKL029C
YDL145C	YDR238C
YDL145C	YFR051C
YDL145C	YGL137W
YDL145C	YPL010W
YDL148C	YDR449C
YDL148C	YER082C
YDL148C	YGR090W
YDL148C	YHR148W
YDL148C	YJR002W
YDL148C	YJR145C
YDL148C	YLL011W
YDL148C	YLR186W
YDL148C	YMR128W
YDL148C	YMR229C
YDL148C	YNL132W
YDL148C	YNL308C
YDL148C	YOL010W
YDL148C	YOR310C
YDL148C	YPL126W
YDL148C	YPR144C
YDL150W	YDR045C
YDL150W	YJL011C
YDL150W	YOR116C
YDL150W	YOR207C
YDL150W	YPR190C
YDL156W	YNL312W
YDL175C	YLR430W
YDL175C	YNL251C
YDL208W	YLR175W
YDL208W	YMR310C
YDL209C	YDR416W
YDL209C	YGL120C
YDL209C	YGR278W
YDL209C	YKL173W
YDL209C	YLL036C
YDL209C	YPR101W
YDR012W	YDR418W
YDR012W	YDR496C
YDR012W	YFR031C-A
YDR012W	YGL103W
YDR012W	YJL177W
YDR012W	YJR123W
YDR012W	YJR145C
YDR012W	YKL180W
YDR012W	YKR081C
YDR012W	YLL045C
YDR012W	YLR029C
YDR012W	YLR448W
YDR012W	YMR242C
YDR012W	YMR290C
YDR012W	YNL061W
YDR012W	YNL178W
YDR012W	YNL301C
YDR012W	YOL041C
YDR012W	YOL127W
YDR012W	YOR063W
YDR012W	YPL090C
YDR012W	YPL198W
YDR012W	YPL220W
YDR013W	YJL072C
YDR016C	YDR201W
YDR027C	YDR484W
YDR028C	YER027C
YDR045C	YJL011C
YDR045C	YOR116C
YDR045C	YOR207C
YDR045C	YPR190C
YDR060W	YDR087C
YDR060W	YDR496C
YDR060W	YER006W
YDR060W	YGL111W
YDR060W	YGR103W
YDR060W	YKR081C
YDR060W	YLL008W
YDR060W	YLL034C
YDR060W	YLL045C
YDR060W	YLR002C
YDR060W	YLR029C
YDR060W	YMR049C
YDR060W	YMR229C
YDR060W	YMR290C
YDR060W	YNL002C
YDR060W	YNL061W
YDR060W	YNL301C
YDR060W	YOL041C
YDR060W	YOL077C
YDR060W	YOR063W
YDR060W	YOR206W
YDR060W	YOR272W
YDR060W	YPL093W
YDR060W	YPL211W
YDR087C	YDR496C
YDR087C	YER006W
YDR087C	YGL111W
YDR087C	YKL009W
YDR087C	YKR081C
YDR087C	YLL008W
YDR087C	YLL034C
YDR087C	YMR049C
YDR087C	YMR290C
YDR087C	YNL002C
YDR087C	YNL061W
YDR087C	YOL077C
YDR087C	YOR206W
YDR087C	YOR272W
YDR087C	YPL211W
YDR087C	YPR016C
YDR091C	YLR192C
YDR101C	YER006W
YDR101C	YER126C
YDR101C	YGL030W
YDR101C	YGL099W
YDR101C	YGL103W
YDR101C	YGR103W
YDR101C	YKL009W
YDR101C	YKR081C
YDR101C	YLL045C
YDR101C	YLR106C
YDR101C	YNL002C
YDR101C	YNL110C
YDR101C	YNR053C
YDR101C	YOR063W
YDR101C	YPL093W
YDR101C	YPL211W
YDR101C	YPR016C
YDR108W	YDR407C
YDR108W	YML077W
YDR118W	YOR249C
YDR121W	YNL262W
YDR121W	YOR304W
YDR127W	YKL104C
YDR127W	YLR180W
YDR138W	YDR381W
YDR141C	YNL297C
YDR145W	YDR167W
YDR145W	YDR392W
YDR145W	YER148W
YDR145W	YML015C
YDR145W	YMR236W
YDR145W	YPL011C
YDR156W	YJL148W
YDR156W	YJR063W
YDR156W	YNL248C
YDR156W	YPR010C
YDR167W	YDR392W
YDR167W	YML015C
YDR167W	YMR236W
YDR167W	YPL011C
YDR174W	YJL177W
YDR174W	YMR242C
YDR175C	YDR347W
YDR175C	YGR165W
YDR175C	YIL093C
YDR175C	YJR113C
YDR175C	YMR158W
YDR175C	YMR188C
YDR175C	YNL081C
YDR175C	YNL137C
YDR175C	YPL118W
YDR188W	YKL029C
YDR188W	YKL104C
YDR201W	YGR113W
YDR211W	YER025W
YDR211W	YGR083C
YDR211W	YOR260W
YDR211W	YPR010C
YDR224C	YDR303C
YDR224C	YGL241W
YDR224C	YLR357W
YDR224C	YOR116C
YDR224C	YOR304W
YDR228C	YHR216W
YDR228C	YMR061W
YDR237W	YDR296W
YDR237W	YDR405W
YDR237W	YDR462W
YDR237W	YGR220C
YDR237W	YJL063C
YDR237W	YKR006C
YDR237W	YML025C
YDR237W	YMR193W
YDR237W	YNL252C
YDR238C	YFR051C
YDR238C	YGL137W
YDR238C	YPL010W
YDR240C	YGR074W
YDR240C	YHR086W
YDR240C	YKL012W
YDR240C	YLR147C
YDR279W	YNL072W
YDR289C	YOR048C
YDR295C	YNL021W
YDR295C	YPR179C
YDR296W	YDR405W
YDR296W	YDR462W
YDR296W	YGR220C
YDR296W	YJL063C
YDR296W	YKR006C
YDR296W	YML025C
YDR296W	YMR193W
YDR296W	YNL252C
YDR301W	YGR156W
YDR301W	YKL018W
YDR301W	YMR061W
YDR301W	YNL317W
YDR301W	YPR107C
YDR303C	YFR037C
YDR303C	YGR056W
YDR303C	YKR001C
YDR303C	YKR008W
YDR303C	YLR033W
YDR303C	YLR321C
YDR303C	YLR357W
YDR303C	YMR091C
YDR308C	YER022W
YDR308C	YHR041C
YDR308C	YHR058C
YDR308C	YNL236W
YDR308C	YNR010W
YDR311W	YLR005W
YDR311W	YPR056W
YDR347W	YGR165W
YDR347W	YIL093C
YDR347W	YJR113C
YDR347W	YMR158W
YDR347W	YMR188C
YDR347W	YNL137C
YDR347W	YPL118W
YDR392W	YMR236W
YDR398W	YHR196W
YDR398W	YPL126W
YDR404C	YGL070C
YDR404C	YGR063C
YDR404C	YOL005C
YDR404C	YOR151C
YDR405W	YKR006C
YDR405W	YML025C
YDR407C	YML077W
YDR416W	YGL120C
YDR416W	YGR278W
YDR416W	YJR050W
YDR416W	YKL173W
YDR416W	YLL036C
YDR416W	YPR101W
YDR418W	YFR031C-A
YDR418W	YGL030W
YDR418W	YGL103W
YDR418W	YJL177W
YDR418W	YJR123W
YDR418W	YKL180W
YDR418W	YLL045C
YDR418W	YLR075W
YDR418W	YLR150W
YDR418W	YLR448W
YDR418W	YMR242C
YDR418W	YNL178W
YDR418W	YOL127W
YDR418W	YOR063W
YDR418W	YPL220W
YDR422C	YER027C
YDR449C	YER082C
YDR449C	YGL171W
YDR449C	YGR090W
YDR449C	YHR148W
YDR449C	YHR196W
YDR449C	YJR002W
YDR449C	YJR145C
YDR449C	YLL011W
YDR449C	YLR186W
YDR449C	YMR128W
YDR449C	YNL132W
YDR449C	YOR145C
YDR449C	YPL126W
YDR449C	YPL266W
YDR449C	YPR144C
YDR462W	YGR220C
YDR462W	YJL063C
YDR462W	YKR006C
YDR462W	YML025C
YDR462W	YNL252C
YDR478W	YHR062C
YDR478W	YNL221C
YDR496C	YER006W
YDR496C	YGL030W
YDR496C	YGL111W
YDR496C	YJR145C
YDR496C	YKL009W
YDR496C	YKR081C
YDR496C	YLL008W
YDR496C	YLL034C
YDR496C	YLL045C
YDR496C	YLR002C
YDR496C	YLR029C
YDR496C	YLR175W
YDR496C	YLR449W
YDR496C	YMR049C
YDR496C	YMR229C
YDR496C	YMR242C
YDR496C	YMR290C
YDR496C	YNL002C
YDR496C	YNL061W
YDR496C	YNL110C
YDR496C	YOL077C
YDR496C	YOL127W
YDR496C	YOR063W
YDR496C	YOR206W
YDR496C	YOR272W
YDR496C	YPL093W
YDR496C	YPL198W
YDR496C	YPL211W
YDR496C	YPL220W
YDR496C	YPR016C
YDR498C	YGL098W
YDR498C	YGL145W
YDR498C	YLR440C
YDR498C	YNL258C
YDR502C	YLR180W
YDR517W	YIL109C
YEL003W	YJL179W
YEL003W	YLR200W
YEL003W	YML094W
YEL036C	YJR075W
YEL036C	YLR342W
YEL036C	YPL050C
YEL037C	YER162C
YEL053C	YPR051W
YER006W	YER126C
YER006W	YGL030W
YER006W	YGL111W
YER006W	YGR103W
YER006W	YKL009W
YER006W	YKR081C
YER006W	YLL008W
YER006W	YLL034C
YER006W	YLL045C
YER006W	YLR002C
YER006W	YLR106C
YER006W	YLR325C
YER006W	YLR449W
YER006W	YMR049C
YER006W	YMR290C
YER006W	YNL002C
YER006W	YNL061W
YER006W	YNL110C
YER006W	YNR053C
YER006W	YOL077C
YER006W	YOL127W
YER006W	YOR063W
YER006W	YOR206W
YER006W	YOR272W
YER006W	YPL093W
YER006W	YPL198W
YER006W	YPL211W
YER006W	YPR016C
YER008C	YGL233W
YER008C	YJL085W
YER008C	YPR055W
YER022W	YHR041C
YER022W	YHR058C
YER022W	YNL236W
YER022W	YNR010W
YER025W	YGR083C
YER025W	YLR215C
YER025W	YOR260W
YER071C	YKL007W
YER082C	YGR090W
YER082C	YHR148W
YER082C	YHR196W
YER082C	YJR002W
YER082C	YLL011W
YER082C	YLR186W
YER082C	YMR128W
YER082C	YNL132W
YER082C	YPL126W
YER082C	YPL266W
YER082C	YPR144C
YER092W	YFL013C
YER092W	YPL235W
YER111C	YLR182W
YER112W	YER146W
YER112W	YJL124C
YER112W	YKL173W
YER112W	YLR147C
YER112W	YOR308C
YER112W	YPR178W
YER126C	YKL009W
YER126C	YKR081C
YER126C	YLR074C
YER126C	YLR325C
YER126C	YMR049C
YER126C	YMR290C
YER126C	YNL002C
YER126C	YNL110C
YER126C	YNR053C
YER126C	YOR063W
YER126C	YPL093W
YER126C	YPR016C
YER136W	YLR262C
YER146W	YJL124C
YER146W	YKL173W
YER146W	YPR178W
YER149C	YLL021W
YER151C	YNR051C
YER157W	YNL051W
YER157W	YPR105C
YER164W	YGL019W
YER164W	YIL035C
YER164W	YOR039W
YER164W	YOR061W
YER165W	YGL049C
YER165W	YGL120C
YER165W	YML117W
YER165W	YOL139C
YFL013C	YPL235W
YFL018C	YFR049W
YFL018C	YGR193C
YFL018C	YIL125W
YFR010W	YHL030W
YFR010W	YHR027C
YFR010W	YHR200W
YFR010W	YPR108W
YFR024C-A	YNL243W
YFR031C-A	YGL014W
YFR031C-A	YGL030W
YFR031C-A	YGL031C
YFR031C-A	YGL103W
YFR031C-A	YJL177W
YFR031C-A	YJL191W
YFR031C-A	YJR123W
YFR031C-A	YJR145C
YFR031C-A	YKL180W
YFR031C-A	YLL045C
YFR031C-A	YLR029C
YFR031C-A	YLR075W
YFR031C-A	YLR150W
YFR031C-A	YLR287C-A
YFR031C-A	YLR448W
YFR031C-A	YMR142C
YFR031C-A	YMR242C
YFR031C-A	YNL178W
YFR031C-A	YNL301C
YFR031C-A	YOL040C
YFR031C-A	YOL127W
YFR031C-A	YOR063W
YFR031C-A	YPL090C
YFR031C-A	YPL143W
YFR031C-A	YPL198W
YFR031C-A	YPL220W
YFR037C	YGR056W
YFR037C	YKR001C
YFR037C	YKR008W
YFR037C	YLR033W
YFR037C	YLR321C
YFR037C	YLR357W
YFR037C	YMR091C
YFR037C	YOR304W
YFR051C	YGL137W
YFR051C	YPL010W
YGL014W	YGL103W
YGL014W	YJL177W
YGL014W	YLR287C-A
YGL014W	YLR448W
YGL014W	YMR242C
YGL014W	YNL301C
YGL014W	YOL040C
YGL014W	YOL127W
YGL019W	YGL244W
YGL019W	YGR090W
YGL019W	YIL035C
YGL019W	YLR418C
YGL019W	YML069W
YGL019W	YOR039W
YGL019W	YOR061W
YGL030W	YGL031C
YGL030W	YGL103W
YGL030W	YGR103W
YGL030W	YJL177W
YGL030W	YJR123W
YGL030W	YKL180W
YGL030W	YLL045C
YGL030W	YLR029C
YGL030W	YLR075W
YGL030W	YLR150W
YGL030W	YLR287C-A
YGL030W	YLR325C
YGL030W	YLR448W
YGL030W	YMR142C
YGL030W	YMR242C
YGL030W	YNL002C
YGL030W	YNL110C
YGL030W	YNL132W
YGL030W	YOL077C
YGL030W	YOL127W
YGL030W	YOR063W
YGL030W	YPL093W
YGL030W	YPL220W
YGL030W	YPR016C
YGL031C	YGL103W
YGL031C	YJL177W
YGL031C	YJR123W
YGL031C	YKL180W
YGL031C	YLR075W
YGL031C	YLR342W
YGL031C	YMR242C
YGL031C	YOL127W
YGL031C	YOR063W
YGL043W	YGL070C
YGL043W	YOL005C
YGL043W	YOR151C
YGL049C	YLR175W
YGL049C	YML117W
YGL049C	YNL251C
YGL049C	YOL139C
YGL070C	YGR063C
YGL070C	YOL005C
YGL070C	YOR151C
YGL092W	YGL100W
YGL098W	YGL145W
YGL098W	YLR440C
YGL098W	YNL258C
YGL099W	YHR170W
YGL099W	YLL045C
YGL099W	YOR063W
YGL103W	YJL177W
YGL103W	YJR123W
YGL103W	YJR145C
YGL103W	YKL180W
YGL103W	YKR081C
YGL103W	YLL045C
YGL103W	YLR029C
YGL103W	YLR075W
YGL103W	YLR287C-A
YGL103W	YLR325C
YGL103W	YLR342W
YGL103W	YLR448W
YGL103W	YMR142C
YGL103W	YMR242C
YGL103W	YNL110C
YGL103W	YNL178W
YGL103W	YNL301C
YGL103W	YOL040C
YGL103W	YOL127W
YGL103W	YOR063W
YGL103W	YPL090C
YGL103W	YPL093W
YGL103W	YPL198W
YGL103W	YPL220W
YGL105W	YGL245W
YGL105W	YGR264C
YGL111W	YGR103W
YGL111W	YKL009W
YGL111W	YLL008W
YGL111W	YLL034C
YGL111W	YLR002C
YGL111W	YMR049C
YGL111W	YMR290C
YGL111W	YNL002C
YGL111W	YNL061W
YGL111W	YNL110C
YGL111W	YOL077C
YGL111W	YOL127W
YGL111W	YOR063W
YGL111W	YOR206W
YGL111W	YOR272W
YGL111W	YPL093W
YGL111W	YPL211W
YGL111W	YPR016C
YGL120C	YJR145C
YGL120C	YKL173W
YGL120C	YLL036C
YGL120C	YMR128W
YGL120C	YNL132W
YGL120C	YNL224C
YGL120C	YOR063W
YGL120C	YOR310C
YGL120C	YPR101W
YGL137W	YGL245W
YGL137W	YPL010W
YGL145W	YLR440C
YGL145W	YNL258C
YGL171W	YHR148W
YGL171W	YLR186W
YGL200C	YML012W
YGL200C	YOR016C
YGL206C	YGR167W
YGL213C	YLR398C
YGL213C	YPR189W
YGL233W	YJL085W
YGL244W	YIL035C
YGL244W	YLR418C
YGL244W	YML069W
YGL244W	YOR039W
YGL244W	YOR061W
YGL245W	YGR264C
YGL245W	YPR010C
YGR002C	YLR385C
YGR002C	YNL107W
YGR002C	YPL235W
YGR056W	YKR008W
YGR056W	YLR033W
YGR056W	YLR321C
YGR056W	YLR357W
YGR056W	YMR091C
YGR063C	YOL005C
YGR063C	YOR151C
YGR074W	YHR086W
YGR074W	YKL012W
YGR074W	YKL173W
YGR074W	YLR147C
YGR074W	YMR240C
YGR074W	YOR308C
YGR074W	YPR178W
YGR075C	YKL173W
YGR075C	YOR308C
YGR075C	YPR178W
YGR081C	YMR308C
YGR083C	YOR260W
YGR090W	YHR148W
YGR090W	YIL035C
YGR090W	YJR002W
YGR090W	YJR145C
YGR090W	YLR186W
YGR090W	YMR128W
YGR090W	YMR229C
YGR090W	YMR290C
YGR090W	YNL132W
YGR090W	YOR039W
YGR090W	YOR061W
YGR090W	YOR063W
YGR090W	YPL126W
YGR090W	YPR144C
YGR103W	YKL009W
YGR103W	YKR081C
YGR103W	YLL008W
YGR103W	YLL045C
YGR103W	YLR002C
YGR103W	YLR029C
YGR103W	YLR106C
YGR103W	YMR049C
YGR103W	YMR290C
YGR103W	YNL002C
YGR103W	YNL061W
YGR103W	YNL110C
YGR103W	YNR053C
YGR103W	YOL077C
YGR103W	YOL127W
YGR103W	YOR063W
YGR103W	YOR206W
YGR103W	YOR272W
YGR103W	YPL093W
YGR103W	YPL211W
YGR103W	YPR016C
YGR134W	YNR052C
YGR156W	YKL018W
YGR156W	YLR448W
YGR156W	YMR061W
YGR156W	YNL317W
YGR156W	YOR179C
YGR156W	YPR107C
YGR165W	YIL093C
YGR165W	YJR113C
YGR165W	YMR158W
YGR165W	YMR188C
YGR165W	YNL137C
YGR165W	YPL118W
YGR195W	YHR081W
YGR195W	YNL232W
YGR195W	YOR001W
YGR200C	YPL086C
YGR220C	YJL063C
YGR220C	YKR006C
YGR220C	YML025C
YGR220C	YMR193W
YGR220C	YNL252C
YGR238C	YHR158C
YGR262C	YKR038C
YGR278W	YKL173W
YGR278W	YLL036C
YHL029C	YNL099C
YHL030W	YHR027C
YHL030W	YHR200W
YHL030W	YPR108W
YHR012W	YJL154C
YHR023W	YOR326W
YHR027C	YHR200W
YHR027C	YPR108W
YHR041C	YHR058C
YHR041C	YNL236W
YHR041C	YNR010W
YHR058C	YNL236W
YHR058C	YNR010W
YHR062C	YNL221C
YHR062C	YNL282W
YHR081W	YNL232W
YHR081W	YOR001W
YHR085W	YKL009W
YHR085W	YLR106C
YHR085W	YNR053C
YHR085W	YPL093W
YHR086W	YKL012W
YHR086W	YLR147C
YHR107C	YJR076C
YHR107C	YLR314C
YHR143W-A	YPR010C
YHR148W	YHR196W
YHR148W	YJR002W
YHR148W	YJR145C
YHR148W	YLL011W
YHR148W	YLR186W
