YAL003W	YLR249W
YBR081C	YMR227C
YBR081C	YMR236W
YBR084W	YDR471W
YBR084W	YFR031C-A
YBR084W	YHR010W
YBR084W	YLR340W
YBR087W	YNL290W
YBR087W	YOR144C
YBR087W	YOR217W
YBR095C	YNL097C
YBR095C	YNL330C
YBR097W	YLR360W
YBR097W	YPL120W
YBR102C	YER008C
YBR102C	YGL233W
YBR102C	YIL068C
YBR105C	YDL082W
YBR123C	YGR047C
YBR125C	YDR071C
YBR142W	YDR496C
YBR142W	YGL076C
YBR142W	YGR085C
YBR142W	YHR052W
YBR142W	YJR145C
YBR142W	YLL045C
YBR142W	YMR049C
YBR142W	YMR229C
YBR142W	YMR290C
YBR142W	YOR272W
YBR142W	YPL131W
YBR142W	YPL198W
YBR142W	YPL249C-A
YBR191W	YCR031C
YBR191W	YDL082W
YBR191W	YDR471W
YBR191W	YFR031C-A
YBR191W	YGL030W
YBR191W	YGL103W
YBR191W	YGL147C
YBR191W	YGR085C
YBR191W	YHL033C
YBR191W	YJR123W
YBR191W	YKL180W
YBR191W	YLR441C
YBR191W	YLR448W
YBR191W	YMR194W
YBR191W	YMR242C
YBR191W	YNL096C
YBR195C	YML102W
YBR195C	YPR018W
YBR211C	YDR383C
YBR211C	YGR179C
YBR211C	YLR381W
YBR215W	YJR140C
YBR215W	YOR038C
YBR221C	YFL018C
YBR221C	YNL071W
YBR245C	YCR052W
YBR245C	YFR013W
YBR245C	YGL133W
YBR245C	YLR033W
YBR245C	YLR357W
YBR245C	YNL030W
YBR245C	YOL017W
YBR254C	YDR108W
YBR254C	YDR407C
YBR254C	YGR166W
YBR254C	YKR068C
YBR254C	YML077W
YBR254C	YMR218C
YBR254C	YOR115C
YBR257W	YDR478W
YBR257W	YNL221C
YBR267W	YDR101C
YBR267W	YHR170W
YBR279W	YGL019W
YBR279W	YIL035C
YBR279W	YLR418C
YBR279W	YML069W
YBR279W	YOR061W
YBR280C	YNL141W
YCL010C	YDR167W
YCL010C	YDR176W
YCL010C	YDR392W
YCL010C	YGL112C
YCL010C	YGR252W
YCL010C	YHR099W
YCL010C	YMR236W
YCL017C	YER048W-A
YCL054W	YER006W
YCL054W	YKL172W
YCL054W	YMR290C
YCL059C	YDL148C
YCL059C	YDL213C
YCL059C	YDR299W
YCL059C	YER082C
YCL059C	YGR145W
YCL059C	YHR148W
YCL059C	YJR145C
YCL059C	YLR197W
YCL059C	YMR229C
YCL059C	YMR290C
YCL059C	YNL132W
YCL059C	YNL308C
YCL059C	YPL217C
YCL059C	YPR144C
YCR002C	YJR076C
YCR002C	YLR314C
YCR020C-A	YEL053C
YCR020W-B	YCR052W
YCR020W-B	YGR275W
YCR020W-B	YLR033W
YCR020W-B	YLR321C
YCR020W-B	YLR357W
YCR020W-B	YML127W
YCR020W-B	YMR033W
YCR028C-A	YML032C
YCR028C-A	YNL312W
YCR031C	YDL082W
YCR031C	YDL148C
YCR031C	YDR064W
YCR031C	YDR382W
YCR031C	YDR471W
YCR031C	YFR031C-A
YCR031C	YGL030W
YCR031C	YGL076C
YCR031C	YGL103W
YCR031C	YGL147C
YCR031C	YGR085C
YCR031C	YHL015W
YCR031C	YHL033C
YCR031C	YJR123W
YCR031C	YKL180W
YCR031C	YLL045C
YCR031C	YLR150W
YCR031C	YLR340W
YCR031C	YLR441C
YCR031C	YLR448W
YCR031C	YML063W
YCR031C	YMR142C
YCR031C	YMR194W
YCR031C	YMR242C
YCR031C	YNL096C
YCR031C	YNL132W
YCR031C	YNL301C
YCR031C	YOR204W
YCR031C	YPL090C
YCR031C	YPL143W
YCR031C	YPL249C-A
YCR033W	YIL112W
YCR035C	YDL111C
YCR035C	YDR280W
YCR035C	YGR195W
YCR035C	YHR081W
YCR035C	YOL021C
YCR035C	YOL142W
YCR046C	YDR296W
YCR046C	YDR322W
YCR046C	YDR462W
YCR046C	YGR220C
YCR046C	YJL063C
YCR046C	YKR006C
YCR046C	YKR085C
YCR046C	YLR439W
YCR046C	YML025C
YCR046C	YMR193W
YCR046C	YNL005C
YCR046C	YNL177C
YCR046C	YNL252C
YCR046C	YOR150W
YCR052W	YGR275W
YCR052W	YLR033W
YCR052W	YLR321C
YCR052W	YLR357W
YCR052W	YML127W
YCR052W	YMR033W
YCR072C	YDR101C
YCR072C	YER006W
YCR072C	YHR197W
YCR072C	YKL009W
YCR072C	YLR074C
YCR072C	YNL182C
YCR072C	YNR053C
YCR081W	YDR308C
YCR081W	YDR443C
YCR081W	YER022W
YCR081W	YGL127C
YCR081W	YGR104C
YCR081W	YHR041C
YCR081W	YHR058C
YCR081W	YNL025C
YCR081W	YNL236W
YCR081W	YNR010W
YCR081W	YOL135C
YCR081W	YOR174W
YCR092C	YOL090W
YDL002C	YER092W
YDL002C	YFL013C
YDL002C	YPL129W
YDL029W	YLR370C
YDL040C	YHR013C
YDL040C	YPL198W
YDL044C	YLR139C
YDL045W-A	YDR175C
YDL045W-A	YIL093C
YDL045W-A	YJR113C
YDL045W-A	YNL306W
YDL051W	YDL092W
YDL051W	YGR162W
YDL051W	YNL262W
YDL051W	YPL243W
YDL060W	YDR064W
YDL060W	YGR054W
YDL060W	YGR081C
YDL060W	YJR145C
YDL060W	YNL207W
YDL060W	YPL012W
YDL060W	YPL266W
YDL081C	YDR382W
YDL082W	YDR012W
YDL082W	YDR064W
YDL082W	YDR382W
YDL082W	YDR471W
YDL082W	YEL054C
YDL082W	YFR031C-A
YDL082W	YGL030W
YDL082W	YGL076C
YDL082W	YGL103W
YDL082W	YGL147C
YDL082W	YGR085C
YDL082W	YGR103W
YDL082W	YHL033C
YDL082W	YHR010W
YDL082W	YJR123W
YDL082W	YJR145C
YDL082W	YKL172W
YDL082W	YKL180W
YDL082W	YLL045C
YDL082W	YLR340W
YDL082W	YLR441C
YDL082W	YLR448W
YDL082W	YML063W
YDL082W	YMR142C
YDL082W	YMR194W
YDL082W	YMR242C
YDL082W	YMR290C
YDL082W	YNL096C
YDL082W	YNL301C
YDL082W	YOL077C
YDL082W	YOL120C
YDL082W	YOR272W
YDL082W	YPL090C
YDL082W	YPL198W
YDL082W	YPL220W
YDL082W	YPL249C-A
YDL087C	YDR240C
YDL087C	YGR013W
YDL087C	YHR165C
YDL087C	YIL061C
YDL087C	YLR147C
YDL087C	YML049C
YDL087C	YPR182W
YDL090C	YKL019W
YDL092W	YPL243W
YDL102W	YJR006W
YDL102W	YJR043C
YDL111C	YDR280W
YDL111C	YGR195W
YDL111C	YHR081W
YDL111C	YOL021C
YDL111C	YOL142W
YDL115C	YGR005C
YDL115C	YGR186W
YDL115C	YOL005C
YDL115C	YOR151C
YDL115C	YOR210W
YDL115C	YOR224C
YDL115C	YPR187W
YDL116W	YGL100W
YDL126C	YGR048W
YDL131W	YDL182W
YDL143W	YDR188W
YDL143W	YGL195W
YDL143W	YIL142W
YDL143W	YOR281C
YDL145C	YDR238C
YDL145C	YER122C
YDL145C	YFR051C
YDL145C	YGL137W
YDL145C	YIL076W
YDL145C	YPL010W
YDL148C	YDR064W
YDL148C	YDR299W
YDL148C	YDR324C
YDL148C	YER082C
YDL148C	YGR145W
YDL148C	YHR148W
YDL148C	YJL109C
YDL148C	YJR145C
YDL148C	YLR197W
YDL148C	YMR093W
YDL148C	YMR229C
YDL148C	YNL132W
YDL148C	YNL308C
YDL148C	YOR310C
YDL148C	YPL012W
YDL148C	YPL217C
YDL148C	YPR144C
YDL165W	YPR072W
YDR012W	YDR382W
YDR012W	YDR471W
YDR012W	YDR496C
YDR012W	YFR031C-A
YDR012W	YGL103W
YDR012W	YGL147C
YDR012W	YGR085C
YDR012W	YHL033C
YDR012W	YJR123W
YDR012W	YJR145C
YDR012W	YKL180W
YDR012W	YKR081C
YDR012W	YLL045C
YDR012W	YLR340W
YDR012W	YLR441C
YDR012W	YLR448W
YDR012W	YML063W
YDR012W	YMR194W
YDR012W	YMR242C
YDR012W	YMR290C
YDR012W	YNL301C
YDR012W	YOL120C
YDR012W	YPL090C
YDR012W	YPL198W
YDR012W	YPL220W
YDR027C	YDR484W
YDR028C	YER027C
YDR028C	YGL115W
YDR041W	YDR175C
YDR041W	YDR337W
YDR041W	YDR347W
YDR041W	YER050C
YDR041W	YGL129C
YDR041W	YGR084C
YDR041W	YGR165W
YDR041W	YGR215W
YDR041W	YHL004W
YDR041W	YIL093C
YDR041W	YJR101W
YDR041W	YJR113C
YDR041W	YMR158W
YDR041W	YNL306W
YDR041W	YOR158W
YDR041W	YOR204W
YDR045C	YJL011C
YDR045C	YKL144C
YDR045C	YNL151C
YDR045C	YOR116C
YDR045C	YOR224C
YDR045C	YPR190C
YDR062W	YMR296C
YDR064W	YDR382W
YDR064W	YDR471W
YDR064W	YER082C
YDR064W	YFR031C-A
YDR064W	YGL030W
YDR064W	YGL103W
YDR064W	YGL120C
YDR064W	YGL147C
YDR064W	YGR054W
YDR064W	YGR085C
YDR064W	YGR145W
YDR064W	YHL015W
YDR064W	YHL034C
YDR064W	YHR148W
YDR064W	YJR123W
YDR064W	YJR145C
YDR064W	YKL180W
YDR064W	YLL045C
YDR064W	YLR197W
YDR064W	YLR367W
YDR064W	YLR432W
YDR064W	YLR441C
YDR064W	YLR448W
YDR064W	YML026C
YDR064W	YML063W
YDR064W	YMR093W
YDR064W	YMR142C
YDR064W	YMR194W
YDR064W	YMR242C
YDR064W	YNL096C
YDR064W	YNL132W
YDR064W	YNL207W
YDR064W	YNL301C
YDR064W	YNL308C
YDR064W	YOL040C
YDR064W	YOR310C
YDR064W	YPL012W
YDR064W	YPL081W
YDR064W	YPL090C
YDR064W	YPL131W
YDR064W	YPL198W
YDR064W	YPL217C
YDR064W	YPL220W
YDR064W	YPL249C-A
YDR064W	YPL266W
YDR064W	YPR144C
YDR097C	YOL090W
YDR099W	YGL252C
YDR101C	YER006W
YDR101C	YGL030W
YDR101C	YGL103W
YDR101C	YGR103W
YDR101C	YHR052W
YDR101C	YHR197W
YDR101C	YKL009W
YDR101C	YKR081C
YDR101C	YLL045C
YDR101C	YNL182C
YDR101C	YNR053C
YDR101C	YPL249C-A
YDR108W	YDR407C
YDR108W	YKR068C
YDR108W	YML077W
YDR108W	YMR218C
YDR108W	YOR115C
YDR121W	YGL133W
YDR121W	YNL262W
YDR148C	YFL018C
YDR148C	YIL125W
YDR167W	YDR176W
YDR167W	YDR392W
YDR167W	YGL112C
YDR167W	YGR252W
YDR167W	YMR005W
YDR167W	YMR227C
YDR167W	YMR236W
YDR170C	YLR342W
YDR174W	YMR242C
YDR175C	YDR337W
YDR175C	YDR347W
YDR175C	YGL129C
YDR175C	YGR084C
YDR175C	YGR165W
YDR175C	YGR215W
YDR175C	YHL004W
YDR175C	YIL093C
YDR175C	YJR101W
YDR175C	YJR113C
YDR175C	YMR158W
YDR175C	YNL081C
YDR175C	YNL306W
YDR175C	YOR158W
YDR176W	YDR392W
YDR176W	YGL112C
YDR176W	YGR252W
YDR176W	YHR099W
YDR176W	YMR227C
YDR176W	YMR236W
YDR179C	YIL071C
YDR179C	YMR025W
YDR188W	YFR009W
YDR188W	YIL142W
YDR188W	YOR281C
YDR201W	YGL061C
YDR201W	YGR113W
YDR201W	YKR037C
YDR201W	YKR083C
YDR211W	YER025W
YDR211W	YGR083C
YDR211W	YOR260W
YDR211W	YPL237W
YDR224C	YGL133W
YDR224C	YGL241W
YDR224C	YLR357W
YDR224C	YOR116C
YDR225W	YLR357W
YDR238C	YER122C
YDR238C	YFR051C
YDR238C	YGL137W
YDR238C	YIL076W
YDR238C	YPL010W
YDR240C	YGR013W
YDR240C	YHR165C
YDR240C	YIL061C
YDR240C	YLR147C
YDR240C	YPR182W
YDR279W	YNL072W
YDR280W	YGR195W
YDR280W	YHR081W
YDR280W	YOL021C
YDR280W	YOL142W
YDR295C	YNL021W
YDR296W	YDR322W
YDR296W	YDR405W
YDR296W	YDR462W
YDR296W	YGR220C
YDR296W	YJL063C
YDR296W	YKR006C
YDR296W	YKR085C
YDR296W	YLR439W
YDR296W	YML025C
YDR296W	YMR193W
YDR296W	YNL005C
YDR296W	YNL177C
YDR296W	YNL252C
YDR296W	YOR150W
YDR299W	YGR145W
YDR299W	YHR148W
YDR299W	YJR145C
YDR299W	YNL132W
YDR299W	YNL308C
YDR299W	YPL217C
YDR299W	YPR144C
YDR308C	YDR443C
YDR308C	YER022W
YDR308C	YGL127C
YDR308C	YGR104C
YDR308C	YHR041C
YDR308C	YHR058C
YDR308C	YNL236W
YDR308C	YNR010W
YDR308C	YOL135C
YDR308C	YOR174W
YDR311W	YPR056W
YDR322W	YDR405W
YDR322W	YDR462W
YDR322W	YGR220C
YDR322W	YJL063C
YDR322W	YKR006C
YDR322W	YKR085C
YDR322W	YLR439W
YDR322W	YML025C
YDR322W	YMR193W
YDR322W	YNL005C
YDR322W	YNL252C
YDR322W	YNL284C
YDR322W	YOR150W
YDR324C	YDR398W
YDR324C	YEL055C
YDR324C	YER082C
YDR324C	YHR148W
YDR324C	YHR196W
YDR324C	YJL069C
YDR324C	YJL109C
YDR324C	YLR197W
YDR324C	YLR222C
YDR324C	YLR409C
YDR324C	YMR093W
YDR324C	YNL075W
YDR324C	YNL132W
YDR324C	YPL217C
YDR324C	YPL266W
YDR324C	YPR144C
YDR337W	YDR347W
YDR337W	YGL129C
YDR337W	YGR084C
YDR337W	YGR165W
YDR337W	YGR215W
YDR337W	YHL004W
YDR337W	YIL093C
YDR337W	YJR101W
YDR337W	YJR113C
YDR337W	YMR158W
YDR337W	YNL306W
YDR337W	YOR158W
YDR347W	YGL129C
YDR347W	YGR084C
YDR347W	YGR165W
YDR347W	YGR215W
YDR347W	YHL004W
YDR347W	YIL093C
YDR347W	YJR101W
YDR347W	YJR113C
YDR347W	YMR158W
YDR347W	YNL306W
YDR347W	YOR158W
YDR363W-A	YHR200W
YDR363W-A	YIL075C
YDR363W-A	YMR191W
YDR363W-A	YPR108W
YDR378C	YER146W
YDR378C	YER172C
YDR378C	YGR091W
YDR378C	YHR165C
YDR378C	YJL124C
YDR378C	YJR022W
YDR378C	YLR147C
YDR378C	YOR308C
YDR378C	YPR178W
YDR382W	YDR471W
YDR382W	YFR031C-A
YDR382W	YGL030W
YDR382W	YGL076C
YDR382W	YGL103W
YDR382W	YGR085C
YDR382W	YJR123W
YDR382W	YKL180W
YDR382W	YLL045C
YDR382W	YLR340W
YDR382W	YLR441C
YDR382W	YLR448W
YDR382W	YML063W
YDR382W	YMR194W
YDR382W	YMR242C
YDR382W	YNL096C
YDR382W	YNL301C
YDR382W	YPL131W
YDR382W	YPL220W
YDR382W	YPL249C-A
YDR383C	YGR179C
YDR392W	YGL112C
YDR392W	YGR252W
YDR392W	YHR099W
YDR392W	YMR236W
YDR398W	YEL055C
YDR398W	YHR196W
YDR398W	YJL109C
YDR398W	YMR093W
YDR405W	YGR076C
YDR405W	YKR006C
YDR405W	YLR439W
YDR405W	YML025C
YDR405W	YNL005C
YDR407C	YGR166W
YDR407C	YKR068C
YDR407C	YML077W
YDR407C	YMR218C
YDR407C	YOR115C
YDR416W	YER172C
YDR416W	YGL120C
YDR416W	YGL128C
YDR416W	YGR278W
YDR416W	YHR165C
YDR416W	YLL036C
YDR416W	YML049C
YDR416W	YPL213W
YDR422C	YER027C
YDR422C	YGL115W
YDR443C	YER022W
YDR443C	YGL127C
YDR443C	YGR104C
YDR443C	YHR041C
YDR443C	YHR058C
YDR443C	YNL236W
YDR443C	YNR010W
YDR443C	YOL135C
YDR443C	YOR174W
YDR462W	YGR220C
YDR462W	YJL063C
YDR462W	YKR006C
YDR462W	YKR085C
YDR462W	YLR439W
YDR462W	YML025C
YDR462W	YNL005C
YDR462W	YNL252C
YDR462W	YNL284C
YDR462W	YOR150W
YDR471W	YDR496C
YDR471W	YER006W
YDR471W	YFR031C-A
YDR471W	YGL030W
YDR471W	YGL076C
YDR471W	YGL103W
YDR471W	YGL147C
YDR471W	YGR085C
YDR471W	YHL015W
YDR471W	YHL033C
YDR471W	YJR123W
YDR471W	YJR145C
YDR471W	YKL180W
YDR471W	YKR081C
YDR471W	YLL045C
YDR471W	YLR150W
YDR471W	YLR344W
YDR471W	YLR406C
YDR471W	YLR441C
YDR471W	YLR448W
YDR471W	YML063W
YDR471W	YMR142C
YDR471W	YMR194W
YDR471W	YMR242C
YDR471W	YMR290C
YDR471W	YNL096C
YDR471W	YNL112W
YDR471W	YNL301C
YDR471W	YOL040C
YDR471W	YOL077C
YDR471W	YPL090C
YDR471W	YPL198W
YDR471W	YPL220W
YDR471W	YPL249C-A
YDR478W	YNL221C
YDR496C	YER006W
YDR496C	YFL002C
YDR496C	YGL030W
YDR496C	YGL076C
YDR496C	YHR052W
YDR496C	YJR145C
YDR496C	YKL009W
YDR496C	YKL014C
YDR496C	YKR081C
YDR496C	YLL045C
YDR496C	YLR002C
YDR496C	YLR197W
YDR496C	YMR049C
YDR496C	YMR229C
YDR496C	YMR242C
YDR496C	YMR290C
YDR496C	YOL077C
YDR496C	YOR272W
YDR496C	YPL012W
YDR496C	YPL131W
YDR496C	YPL198W
YDR496C	YPL220W
YDR517W	YPR181C
YEL015W	YOL149W
YEL036C	YJL183W
YEL036C	YLR342W
YEL036C	YPL050C
YEL054C	YGL030W
YEL054C	YHR010W
YEL054C	YJR145C
YEL054C	YML063W
YEL054C	YPL249C-A
YEL054C	YPR102C
YEL055C	YHR196W
YEL055C	YMR093W
YEL056W	YLL022C
YEL056W	YNL030W
YEL056W	YNL031C
YEL056W	YOL054W
YER006W	YFL002C
YER006W	YGL030W
YER006W	YGR085C
YER006W	YGR103W
YER006W	YHR010W
YER006W	YHR052W
YER006W	YHR197W
YER006W	YKL009W
YER006W	YKL172W
YER006W	YKR081C
YER006W	YLL045C
YER006W	YLR002C
YER006W	YLR406C
YER006W	YMR049C
YER006W	YMR290C
YER006W	YNL182C
YER006W	YNR053C
YER006W	YOL077C
YER006W	YOR272W
YER006W	YPL131W
YER006W	YPL198W
YER006W	YPL249C-A
YER007C-A	YJR014W
YER008C	YGL233W
YER008C	YIL068C
YER017C	YMR089C
YER018C	YIL144W
YER018C	YOL069W
YER022W	YGL127C
YER022W	YGR104C
YER022W	YHR041C
YER022W	YHR058C
YER022W	YNL236W
YER022W	YNR010W
YER022W	YOL135C
YER022W	YOR174W
YER025W	YGR083C
YER025W	YLR215C
YER025W	YMR309C
YER025W	YOR260W
YER025W	YPL237W
YER027C	YGL115W
YER043C	YFL028C
YER050C	YGL129C
YER050C	YOR158W
YER071C	YIR003W
YER071C	YKL007W
YER082C	YGR145W
YER082C	YHR148W
YER082C	YHR196W
YER082C	YJL109C
YER082C	YLR197W
YER082C	YLR222C
YER082C	YLR409C
YER082C	YMR093W
YER082C	YNL132W
YER082C	YPL217C
YER082C	YPL266W
YER082C	YPR144C
YER092W	YFL013C
YER092W	YPL129W
YER107C	YMR047C
YER111C	YLR182W
YER122C	YGL137W
YER131W	YLR150W
YER131W	YLR435W
YER131W	YMR194W
YER146W	YHR165C
YER146W	YJL124C
YER146W	YJR022W
YER146W	YPR178W
YER157W	YGL005C
YER157W	YGL223C
YER157W	YGR120C
YER157W	YML071C
YER157W	YNL041C
YER164W	YGL019W
YER164W	YIL035C
YER164W	YOR061W
YER172C	YGL120C
YER172C	YGL128C
YER172C	YGR013W
YER172C	YGR091W
YER172C	YGR278W
YER172C	YHR165C
YER172C	YJL124C
YER172C	YLL036C
YER172C	YLR147C
YER172C	YML049C
YER172C	YOR159C
YER172C	YOR308C
YER172C	YPL213W
YER172C	YPR178W
YER172C	YPR182W
YFL002C	YGR103W
YFL002C	YHR052W
YFL002C	YHR197W
YFL002C	YKL009W
YFL002C	YKL172W
YFL002C	YLR002C
YFL002C	YMR049C
YFL002C	YMR290C
YFL002C	YOL077C
YFL002C	YOR272W
YFL002C	YPL131W
YFL013C	YPL129W
YFL018C	YIL125W
YFL022C	YLR060W
YFL024C	YGR002C
YFL024C	YHR099W
YFL024C	YOR244W
YFR009W	YGL195W
YFR009W	YLR180W
YFR013W	YGL133W
YFR024C-A	YNL243W
YFR031C	YLR272C
YFR031C-A	YGL030W
YFR031C-A	YGL076C
YFR031C-A	YGL103W
YFR031C-A	YGL147C
YFR031C-A	YGR085C
YFR031C-A	YHL033C
YFR031C-A	YHR010W
YFR031C-A	YJR123W
YFR031C-A	YJR145C
YFR031C-A	YKL180W
YFR031C-A	YLL045C
YFR031C-A	YLR150W
YFR031C-A	YLR340W
YFR031C-A	YLR344W
YFR031C-A	YLR367W
YFR031C-A	YLR441C
YFR031C-A	YLR448W
YFR031C-A	YML063W
YFR031C-A	YMR142C
YFR031C-A	YMR194W
YFR031C-A	YMR242C
YFR031C-A	YNL096C
YFR031C-A	YNL301C
YFR031C-A	YOL040C
YFR031C-A	YOL120C
YFR031C-A	YOR204W
YFR031C-A	YPL090C
YFR031C-A	YPL143W
YFR031C-A	YPL198W
YFR031C-A	YPL220W
YFR031C-A	YPL249C-A
YFR051C	YGL137W
YFR051C	YIL076W
YFR051C	YPL010W
YGL005C	YGL223C
YGL005C	YGR120C
YGL005C	YML071C
YGL005C	YNL041C
YGL019W	YIL035C
YGL019W	YLR418C
YGL019W	YML069W
YGL019W	YOR061W
YGL022W	YJL002C
YGL030W	YGL076C
YGL030W	YGL103W
YGL030W	YGL147C
YGL030W	YGR085C
YGL030W	YGR103W
YGL030W	YHL033C
YGL030W	YHR010W
YGL030W	YHR052W
YGL030W	YJR123W
YGL030W	YKL180W
YGL030W	YLL045C
YGL030W	YLR150W
YGL030W	YLR367W
YGL030W	YLR441C
YGL030W	YLR448W
YGL030W	YML063W
