YAL007C	YAR002C-A
YBR031W	YLR441C
YBR031W	YLR448W
YBR031W	YMR242C
YBR031W	YMR290C
YBR031W	YNL069C
YBR031W	YNL132W
YBR031W	YNL178W
YBR031W	YNL301C
YBR031W	YOL077C
YBR031W	YOL120C
YBR031W	YOR063W
YBR031W	YOR096W
YBR031W	YPL090C
YBR031W	YPL198W
YBR048W	YBR189W
YBR048W	YBR247C
YBR048W	YCL059C
YBR048W	YDL014W
YBR048W	YDL083C
YBR048W	YDR064W
YBR048W	YDR299W
YBR048W	YDR365C
YBR048W	YDR418W
YBR048W	YER025W
YBR048W	YER074W
YBR048W	YFR031C-A
YBR048W	YGL030W
YBR048W	YGL076C
YBR048W	YGR085C
YBR048W	YGR090W
YBR048W	YHL033C
YBR048W	YJL177W
YBR048W	YJR123W
YBR048W	YKL180W
YBR048W	YLL045C
YBR048W	YLR029C
YBR048W	YLR287C-A
YBR048W	YLR340W
YBR048W	YLR367W
YBR048W	YLR441C
YBR048W	YLR448W
YBR048W	YMR229C
YBR048W	YMR242C
YBR048W	YMR290C
YBR048W	YNL069C
YBR048W	YNL132W
YBR048W	YNL178W
YBR048W	YNL308C
YBR048W	YNR054C
YBR048W	YOR063W
YBR048W	YOR096W
YBR048W	YPL081W
YBR048W	YPL090C
YBR048W	YPL131W
YBR048W	YPL198W
YBR061C	YMR259C
YBR079C	YDR064W
YBR079C	YDR429C
YBR079C	YER025W
YBR079C	YJR007W
YBR079C	YLR192C
YBR079C	YMR146C
YBR079C	YMR309C
YBR079C	YOR096W
YBR079C	YOR361C
YBR079C	YPL081W
YBR079C	YPL237W
YBR079C	YPR041W
YBR081C	YCL010C
YBR081C	YDR167W
YBR081C	YDR392W
YBR081C	YDR448W
YBR081C	YGL112C
YBR081C	YHR099W
YBR081C	YLR055C
YBR081C	YML007W
YBR081C	YML015C
YBR081C	YMR236W
YBR081C	YPL011C
YBR087W	YNL290W
YBR087W	YOL094C
YBR087W	YOR144C
YBR087W	YOR217W
YBR095C	YDL076C
YBR095C	YIL084C
YBR095C	YMR263W
YBR095C	YNL097C
YBR095C	YNL330C
YBR095C	YOL004W
YBR095C	YPL181W
YBR102C	YER008C
YBR102C	YGL233W
YBR102C	YIL068C
YBR103W	YLR347C
YBR103W	YOL068C
YBR105C	YDL082W
YBR105C	YIL097W
YBR123C	YGR047C
YBR123C	YPL007C
YBR125C	YDR071C
YBR127C	YGR020C
YBR128C	YPL120W
YBR130C	YGL106W
YBR135W	YDL155W
YBR135W	YMR199W
YBR142W	YDL014W
YBR142W	YDR060W
YBR142W	YDR496C
YBR142W	YGL076C
YBR142W	YGR085C
YBR142W	YLL045C
YBR142W	YLR029C
YBR142W	YMR229C
YBR142W	YMR290C
YBR142W	YNL002C
YBR142W	YNL061W
YBR142W	YOR063W
YBR142W	YOR272W
YBR142W	YPL131W
YBR142W	YPL198W
YBR146W	YDR036C
YBR146W	YDR041W
YBR146W	YDR175C
YBR146W	YDR347W
YBR146W	YER050C
YBR146W	YGR084C
YBR146W	YJR101W
YBR146W	YKL003C
YBR146W	YKL155C
YBR146W	YMR158W
YBR146W	YNL081C
YBR146W	YNL137C
YBR146W	YPL118W
YBR152W	YER029C
YBR152W	YGR075C
YBR152W	YGR091W
YBR171W	YLR292C
YBR171W	YOR254C
YBR171W	YPL094C
YBR175W	YKL018W
YBR175W	YLR015W
YBR175W	YPL138C
YBR189W	YBR247C
YBR189W	YCL037C
YBR189W	YDL014W
YBR189W	YDL083C
YBR189W	YDR064W
YBR189W	YDR418W
YBR189W	YDR449C
YBR189W	YER074W
YBR189W	YGL030W
YBR189W	YGL147C
YBR189W	YGL173C
YBR189W	YGR081C
YBR189W	YGR085C
YBR189W	YGR090W
YBR189W	YGR214W
YBR189W	YHL015W
YBR189W	YJR002W
YBR189W	YJR123W
YBR189W	YKL180W
YBR189W	YLL045C
YBR189W	YLR029C
YBR189W	YLR197W
YBR189W	YLR340W
YBR189W	YLR367W
YBR189W	YLR441C
YBR189W	YMR242C
YBR189W	YNL069C
YBR189W	YNL132W
YBR189W	YNL178W
YBR189W	YNL301C
YBR189W	YOR063W
YBR189W	YOR096W
YBR189W	YPL081W
YBR189W	YPL090C
YBR189W	YPL131W
YBR211C	YDR254W
YBR211C	YDR383C
YBR211C	YGR179C
YBR211C	YJR135C
YBR215W	YJR140C
YBR225W	YGL197W
YBR234C	YJR065C
YBR234C	YKL013C
YBR234C	YLR370C
YBR234C	YNR035C
YBR247C	YDL014W
YBR247C	YDR064W
YBR247C	YDR449C
YBR247C	YGR145W
YBR247C	YJR002W
YBR247C	YKL143W
YBR247C	YMR093W
YBR247C	YMR128W
YBR247C	YNL132W
YBR247C	YNL178W
YBR247C	YOR096W
YBR247C	YPL204W
YBR247C	YPR144C
YBR258C	YHR119W
YBR258C	YKL018W
YBR258C	YLR015W
YBR258C	YPL138C
YBR260C	YGR196C
YBR267W	YDR101C
YCL010C	YDR167W
YCL010C	YDR392W
YCL010C	YDR448W
YCL010C	YGL112C
YCL010C	YHR099W
YCL010C	YLR055C
YCL010C	YMR236W
YCL031C	YGR090W
YCL032W	YLR362W
YCL037C	YDL014W
YCL037C	YDL083C
YCL037C	YGL049C
YCL037C	YGL120C
YCL037C	YGL173C
YCL037C	YHL034C
YCL037C	YLR175W
YCL037C	YMR290C
YCL037C	YOR096W
YCL037C	YPL131W
YCL059C	YDL014W
YCL059C	YDL213C
YCL059C	YDR299W
YCL059C	YER082C
YCL059C	YGR145W
YCL059C	YJR002W
YCL059C	YLL011W
YCL059C	YLR175W
YCL059C	YLR197W
YCL059C	YMR128W
YCL059C	YMR229C
YCL059C	YMR290C
YCL059C	YNL132W
YCL059C	YNL308C
YCL059C	YPR144C
YCR002C	YDL225W
YCR002C	YJR076C
YCR002C	YLR314C
YCR009C	YCR088W
YCR012W	YHR174W
YCR012W	YKL060C
YCR012W	YOL086C
YCR020C-A	YEL053C
YCR028C-A	YJL173C
YCR028C-A	YML032C
YCR046C	YDR322W
YCR046C	YDR462W
YCR046C	YGR220C
YCR046C	YKL167C
YCR046C	YML025C
YCR046C	YNL252C
YCR063W	YHR165C
YCR063W	YML049C
YCR063W	YMR213W
YCR063W	YPR101W
YCR066W	YGL058W
YCR076C	YER094C
YCR081W	YER022W
YCR081W	YGL025C
YCR081W	YGL127C
YCR081W	YHR041C
YCR081W	YHR058C
YCR081W	YML007W
YCR081W	YMR112C
YCR081W	YNL236W
YCR081W	YOL135C
YCR081W	YOR174W
YCR095C	YNL099C
YDL003W	YFL008W
YDL003W	YJL074C
YDL014W	YDL082W
YDL014W	YDL083C
YDL014W	YDR060W
YDL014W	YDR064W
YDL014W	YDR299W
YDL014W	YDR324C
YDL014W	YDR449C
YDL014W	YDR496C
YDL014W	YER082C
YDL014W	YGL030W
YDL014W	YGL120C
YDL014W	YGR085C
YDL014W	YGR090W
YDL014W	YGR128C
YDL014W	YGR145W
YDL014W	YJL109C
YDL014W	YJR002W
YDL014W	YKR060W
YDL014W	YLL011W
YDL014W	YLL045C
YDL014W	YLR029C
YDL014W	YLR175W
YDL014W	YLR197W
YDL014W	YMR093W
YDL014W	YMR128W
YDL014W	YMR229C
YDL014W	YMR290C
YDL014W	YMR309C
YDL014W	YNL061W
YDL014W	YNL069C
YDL014W	YNL132W
YDL014W	YNL308C
YDL014W	YOL077C
YDL014W	YOR063W
YDL014W	YOR096W
YDL014W	YPL126W
YDL014W	YPL131W
YDL014W	YPL198W
YDL014W	YPR144C
YDL031W	YDR060W
YDL031W	YDR101C
YDL031W	YDR496C
YDL031W	YFR001W
YDL031W	YGL111W
YDL031W	YGR103W
YDL031W	YHR088W
YDL031W	YHR197W
YDL031W	YKL172W
YDL031W	YLL034C
YDL031W	YLL045C
YDL031W	YLR029C
YDL031W	YLR449W
YDL031W	YMR290C
YDL031W	YNL002C
YDL031W	YNL061W
YDL031W	YNL182C
YDL031W	YOL077C
YDL031W	YOR063W
YDL031W	YOR272W
YDL031W	YPL093W
YDL031W	YPL131W
YDL031W	YPL198W
YDL040C	YPL198W
YDL042C	YJL076W
YDL044C	YLR139C
YDL045W-A	YDR175C
YDL051W	YKL122C
YDL051W	YML105C
YDL051W	YNL262W
YDL051W	YPR088C
YDL056W	YLR182W
YDL066W	YJL034W
YDL075W	YDL082W
YDL075W	YDL083C
YDL075W	YDR064W
YDL075W	YDR101C
YDL075W	YDR418W
YDL075W	YER074W
YDL075W	YFR031C-A
YDL075W	YGL030W
YDL075W	YGL076C
YDL075W	YGL147C
YDL075W	YGR085C
YDL075W	YGR103W
YDL075W	YJL177W
YDL075W	YJR123W
YDL075W	YKL180W
YDL075W	YLL045C
YDL075W	YLR029C
YDL075W	YLR287C-A
YDL075W	YLR340W
YDL075W	YLR367W
YDL075W	YLR448W
YDL075W	YMR242C
YDL075W	YNL002C
YDL075W	YNL069C
YDL075W	YNL301C
YDL075W	YOR063W
YDL075W	YOR096W
YDL075W	YOR234C
YDL075W	YPL090C
YDL075W	YPL131W
YDL075W	YPL198W
YDL075W	YPR067W
YDL076C	YIL084C
YDL076C	YMR263W
YDL076C	YNL097C
YDL076C	YNL330C
YDL076C	YOL004W
YDL076C	YPL181W
YDL082W	YDL083C
YDL082W	YDR064W
YDL082W	YDR418W
YDL082W	YER074W
YDL082W	YFR031C-A
YDL082W	YGL030W
YDL082W	YGL076C
YDL082W	YGL147C
YDL082W	YGR085C
YDL082W	YGR103W
YDL082W	YHL033C
YDL082W	YHR010W
YDL082W	YJL177W
YDL082W	YJR123W
YDL082W	YKL172W
YDL082W	YKL180W
YDL082W	YLL045C
YDL082W	YLR029C
YDL082W	YLR287C-A
YDL082W	YLR340W
YDL082W	YLR441C
YDL082W	YLR448W
YDL082W	YMR142C
YDL082W	YMR242C
YDL082W	YMR290C
YDL082W	YNL069C
YDL082W	YNL178W
YDL082W	YNL301C
YDL082W	YOL077C
YDL082W	YOL120C
YDL082W	YOR063W
YDL082W	YOR096W
YDL082W	YOR234C
YDL082W	YOR272W
YDL082W	YPL090C
YDL082W	YPL093W
YDL082W	YPL198W
YDL083C	YDR064W
YDL083C	YDR418W
YDL083C	YEL026W
YDL083C	YER074W
YDL083C	YER131W
YDL083C	YFR031C-A
YDL083C	YGL030W
YDL083C	YGL076C
YDL083C	YGL120C
YDL083C	YGL147C
YDL083C	YGR027C
YDL083C	YGR085C
YDL083C	YGR118W
YDL083C	YHL015W
YDL083C	YHL033C
YDL083C	YHL034C
YDL083C	YJL177W
YDL083C	YJR123W
YDL083C	YKL180W
YDL083C	YLL045C
YDL083C	YLR029C
YDL083C	YLR287C-A
YDL083C	YLR340W
YDL083C	YLR441C
YDL083C	YLR448W
YDL083C	YMR142C
YDL083C	YMR242C
YDL083C	YNL069C
YDL083C	YNL178W
YDL083C	YNL301C
YDL083C	YOR063W
YDL083C	YOR096W
YDL083C	YPL081W
YDL083C	YPL131W
YDL084W	YDR381W
YDL084W	YNL004W
YDL102W	YJR043C
YDL126C	YGR048W
YDL132W	YJL047C
YDL134C	YDL188C
YDL134C	YML109W
YDL140C	YDR404C
YDL140C	YGL043W
YDL140C	YGL070C
YDL140C	YIL021W
YDL140C	YML010W
YDL140C	YPR187W
YDL145C	YER122C
YDL145C	YFR051C
YDL145C	YGL137W
YDL145C	YPL010W
YDL156W	YJL173C
YDL188C	YML109W
YDL201W	YDR165W
YDL208W	YHR089C
YDL208W	YLR175W
YDL216C	YDR179C
YDL216C	YIL071C
YDL216C	YOL117W
YDL225W	YJR076C
YDL225W	YLR314C
YDR005C	YOR116C
YDR027C	YDR484W
YDR028C	YDR477W
YDR028C	YGL115W
YDR036C	YDR041W
YDR036C	YDR175C
YDR036C	YDR347W
YDR036C	YGR084C
YDR036C	YJR101W
YDR036C	YKL155C
YDR036C	YNL137C
YDR036C	YPL118W
YDR041W	YDR175C
YDR041W	YDR347W
YDR041W	YER050C
YDR041W	YGR084C
YDR041W	YJR101W
YDR041W	YKL155C
YDR041W	YMR158W
YDR041W	YNL137C
YDR041W	YPL118W
YDR060W	YDR496C
YDR060W	YGL076C
YDR060W	YGL111W
YDR060W	YGR103W
YDR060W	YHR088W
YDR060W	YKL172W
YDR060W	YLL034C
YDR060W	YLL045C
YDR060W	YLR029C
YDR060W	YMR229C
YDR060W	YMR290C
YDR060W	YNL002C
YDR060W	YNL061W
YDR060W	YNL301C
YDR060W	YOL077C
YDR060W	YOR063W
YDR060W	YOR272W
YDR060W	YPL093W
YDR060W	YPL131W
YDR064W	YDR418W
YDR064W	YDR449C
YDR064W	YER074W
YDR064W	YER082C
YDR064W	YFR031C-A
YDR064W	YGL030W
YDR064W	YGL120C
YDR064W	YGL147C
YDR064W	YGR054W
YDR064W	YGR085C
YDR064W	YGR090W
YDR064W	YGR145W
YDR064W	YHL015W
YDR064W	YHL034C
YDR064W	YJL177W
YDR064W	YJR002W
YDR064W	YJR123W
YDR064W	YKL180W
YDR064W	YLL011W
YDR064W	YLL045C
YDR064W	YLR029C
YDR064W	YLR197W
YDR064W	YLR287C-A
YDR064W	YLR367W
YDR064W	YLR432W
YDR064W	YLR441C
YDR064W	YLR448W
YDR064W	YMR093W
YDR064W	YMR128W
YDR064W	YMR142C
YDR064W	YMR242C
YDR064W	YNL069C
YDR064W	YNL132W
YDR064W	YNL178W
YDR064W	YNL301C
YDR064W	YNL308C
YDR064W	YOR063W
YDR064W	YOR096W
YDR064W	YPL081W
YDR064W	YPL090C
YDR064W	YPL126W
YDR064W	YPL131W
YDR064W	YPL198W
YDR064W	YPR144C
YDR064W	YPR189W
YDR071C	YER089C
YDR073W	YJL176C
YDR073W	YOR290C
YDR074W	YML100W
YDR074W	YMR261C
YDR075W	YML010W
YDR080W	YLR396C
YDR080W	YMR231W
YDR080W	YPL045W
YDR101C	YGL030W
YDR101C	YGR103W
YDR101C	YHR197W
YDR101C	YLL045C
YDR101C	YLR106C
YDR101C	YNL002C
YDR101C	YNL182C
YDR101C	YOR063W
YDR101C	YPL093W
YDR121W	YGL133W
YDR121W	YJL065C
YDR121W	YNL262W
YDR121W	YOR304W
YDR121W	YPR175W
YDR127W	YGR240C
YDR127W	YLR180W
YDR137W	YLR039C
YDR148C	YFL018C
YDR148C	YIL125W
YDR152W	YGR173W
YDR167W	YDR392W
YDR167W	YDR448W
YDR167W	YGL112C
YDR167W	YLR055C
YDR167W	YML015C
YDR167W	YML098W
YDR167W	YMR005W
YDR167W	YMR236W
YDR167W	YPL011C
YDR174W	YJL177W
YDR174W	YMR242C
YDR175C	YDR347W
YDR175C	YGR084C
YDR175C	YJR101W
YDR175C	YKL155C
YDR175C	YMR158W
YDR175C	YNL081C
YDR175C	YNL137C
YDR175C	YPL118W
YDR179C	YIL071C
YDR179C	YOL117W
YDR190C	YER092W
YDR190C	YFL013C
YDR190C	YGR002C
YDR190C	YJL081C
YDR190C	YLR085C
YDR190C	YML041C
YDR190C	YNL059C
YDR190C	YOR304W
YDR190C	YPL235W
YDR224C	YDR303C
YDR224C	YGL133W
YDR224C	YGL241W
YDR224C	YLR357W
YDR224C	YOR116C
YDR224C	YOR304W
YDR231C	YNL192W
YDR235W	YER029C
YDR235W	YKL012W
YDR235W	YML046W
YDR235W	YML049C
YDR235W	YPL178W
YDR246W	YGR166W
YDR246W	YML077W
YDR246W	YOR115C
YDR254W	YDR383C
YDR254W	YGR179C
YDR254W	YJR135C
YDR264C	YOR212W
YDR280W	YGR095C
YDR280W	YGR158C
YDR280W	YGR195W
YDR280W	YHR081W
YDR280W	YNL232W
YDR280W	YOR001W
YDR280W	YPR189W
YDR295C	YNL021W
YDR299W	YER127W
YDR299W	YGR145W
YDR299W	YJR002W
YDR299W	YKR060W
YDR299W	YNL132W
YDR299W	YNL308C
YDR299W	YNR054C
YDR299W	YOR096W
YDR299W	YPL126W
YDR299W	YPR144C
YDR303C	YGR056W
YDR303C	YKR008W
YDR303C	YLR033W
YDR303C	YLR357W
YDR303C	YML127W
YDR303C	YMR033W
YDR303C	YPR034W
YDR322W	YDR462W
YDR322W	YGR220C
YDR322W	YKL167C
YDR322W	YML025C
YDR322W	YNL252C
YDR324C	YDR398W
YDR324C	YDR449C
YDR324C	YEL055C
YDR324C	YER082C
YDR324C	YGR090W
YDR324C	YGR128C
YDR324C	YJL109C
YDR324C	YJR002W
YDR324C	YKR060W
YDR324C	YLL011W
YDR324C	YLR197W
YDR324C	YMR093W
YDR324C	YMR128W
YDR324C	YNL132W
YDR324C	YPL126W
YDR324C	YPR144C
YDR347W	YGR084C
YDR347W	YJR101W
YDR347W	YKL155C
YDR347W	YMR158W
YDR347W	YNL137C
YDR347W	YPL118W
YDR364C	YGR278W
YDR364C	YKL173W
YDR364C	YPR101W
YDR365C	YGR145W
YDR365C	YNR054C
YDR381W	YNL004W
YDR383C	YGR179C
YDR383C	YJR135C
YDR392W	YDR448W
YDR392W	YGL112C
YDR392W	YHR099W
YDR392W	YLR055C
YDR392W	YMR236W
YDR398W	YEL055C
YDR398W	YGR128C
YDR398W	YJL109C
YDR398W	YMR093W
YDR398W	YPL126W
YDR404C	YGL070C
YDR404C	YIL021W
YDR404C	YML010W
YDR404C	YPR187W
YDR415C	YKL210W
YDR418W	YFR031C-A
YDR418W	YGL030W
YDR418W	YGL076C
YDR418W	YGL147C
YDR418W	YGR085C
YDR418W	YHL033C
YDR418W	YHR010W
YDR418W	YJL177W
YDR418W	YJR123W
YDR418W	YKL180W
YDR418W	YLL045C
YDR418W	YLR150W
YDR418W	YLR340W
YDR418W	YLR441C
YDR418W	YLR448W
YDR418W	YMR242C
YDR418W	YNL069C
YDR418W	YNL178W
YDR418W	YOR063W
YDR418W	YOR096W
YDR418W	YPL131W
YDR422C	YDR477W
YDR422C	YGL115W
YDR427W	YFR052W
YDR427W	YIL075C
YDR427W	YMR314W
YDR429C	YLR192C
YDR429C	YMR146C
YDR429C	YMR309C
YDR429C	YOR361C
YDR429C	YPR041W
YDR432W	YGL049C
YDR432W	YPL178W
YDR448W	YGL112C
YDR448W	YHR041C
YDR448W	YHR058C
YDR448W	YHR099W
YDR448W	YLR055C
YDR448W	YML007W
YDR448W	YML015C
YDR448W	YMR236W
YDR448W	YNL236W
YDR448W	YOL135C
YDR448W	YPL011C
YDR449C	YER082C
YDR449C	YGL171W
YDR449C	YGR090W
YDR449C	YGR128C
YDR449C	YGR145W
YDR449C	YJL109C
YDR449C	YJR002W
YDR449C	YKR060W
YDR449C	YLL011W
YDR449C	YLR197W
YDR449C	YMR093W
YDR449C	YMR128W
YDR449C	YNL132W
YDR449C	YOR096W
YDR449C	YPL126W
YDR449C	YPR144C
YDR462W	YGR220C
YDR462W	YKL167C
YDR462W	YML025C
YDR462W	YNL252C
YDR477W	YGL115W
YDR477W	YGL208W
YDR496C	YGL030W
YDR496C	YGL076C
YDR496C	YGL111W
YDR496C	YGL173C
YDR496C	YHR088W
YDR496C	YKL014C
YDR496C	YLL034C
YDR496C	YLL045C
YDR496C	YLR029C
YDR496C	YLR175W
YDR496C	YLR197W
YDR496C	YLR449W
YDR496C	YMR229C
YDR496C	YMR242C
YDR496C	YMR290C
YDR496C	YNL002C
YDR496C	YNL061W
YDR496C	YOL077C
YDR496C	YOR063W
YDR496C	YOR272W
YDR496C	YPL093W
YDR496C	YPL131W
YDR496C	YPL198W
YDR498C	YGL145W
YDR498C	YLR440C
YDR517W	YIL109C
YEL003W	YJL179W
YEL003W	YML094W
YEL003W	YNL153C
YEL015W	YNL118C
YEL015W	YOL149W
YEL022W	YER110C
YEL022W	YGR218W
YEL022W	YJR077C
YEL022W	YMR012W
YEL055C	YGR128C
YEL055C	YMR093W
YEL055C	YPL126W
YER007C-A	YJR014W
YER008C	YGL233W
YER008C	YIL068C
YER018C	YOL069W
YER022W	YGL025C
YER022W	YGL127C
YER022W	YHR041C
YER022W	YHR058C
YER022W	YMR112C
YER022W	YNL236W
YER022W	YOL135C
YER022W	YOR174W
YER025W	YGR083C
YER025W	YJR007W
YER025W	YLR291C
YER025W	YMR146C
YER025W	YMR309C
YER025W	YPL237W
YER025W	YPR041W
YER029C	YGL120C
YER029C	YGR075C
YER029C	YGR091W
YER029C	YHR165C
YER029C	YJL203W
YER029C	YJR022W
YER029C	YKL012W
YER029C	YKL173W
YER029C	YLR424W
YER029C	YML046W
YER029C	YML049C
YER029C	YNL147W
YER029C	YOR159C
YER029C	YPL213W
YER029C	YPR101W
YER050C	YPL118W
YER074W	YFR031C-A
YER074W	YGL030W
YER074W	YGL076C
YER074W	YGL147C
YER074W	YGR085C
YER074W	YGR118W
YER074W	YHL033C
YER074W	YJL177W
YER074W	YJR123W
YER074W	YKL180W
YER074W	YLL045C
YER074W	YLR029C
YER074W	YLR150W
YER074W	YLR287C-A
YER074W	YLR340W
YER074W	YLR441C
YER074W	YLR448W
YER074W	YMR142C
YER074W	YMR242C
YER074W	YNL069C
YER074W	YNL178W
YER074W	YNL301C
YER074W	YOR063W
YER074W	YOR096W
YER074W	YOR234C
YER074W	YPL090C
YER074W	YPL198W
YER081W	YIL074C
YER082C	YGR090W
YER082C	YGR128C
YER082C	YGR145W
YER082C	YJL109C
YER082C	YJR002W
YER082C	YKR060W
YER082C	YLL011W
YER082C	YLR197W
YER082C	YMR093W
YER082C	YMR128W
YER082C	YNL132W
YER082C	YOR096W
YER082C	YPL126W
YER082C	YPR144C
YER086W	YKL029C
YER086W	YLR259C
YER092W	YFL013C
YER092W	YJL081C
YER092W	YPL235W
YER094C	YFR050C
YER094C	YMR314W
YER094C	YOL038W
YER094C	YOR362C
YER094C	YPR103W
YER104W	YJL173C
YER107C	YJL061W
YER110C	YGL195W
YER110C	YJR123W
YER110C	YLR347C
YER110C	YLR441C
YER111C	YLR182W
YER122C	YGL137W
YER125W	YJL084C
YER125W	YKR021W
YER125W	YOR138C
