YAL001C	YBR123C
YBL072C	YKL180W
YBL072C	YLL011W
YBL072C	YLR075W
YBL072C	YLR186W
YBL072C	YLR197W
YBL072C	YLR287C-A
YBL072C	YML073C
YBL072C	YMR093W
YBL072C	YMR146C
YBL072C	YMR229C
YBL072C	YMR290C
YBL072C	YNL096C
YBL072C	YOL127W
YBL072C	YOR063W
YBL072C	YPL012W
YBL072C	YPL090C
YBL072C	YPL126W
YBL072C	YPL198W
YBL074C	YBR055C
YBL074C	YER029C
YBL074C	YER172C
YBL074C	YLR275W
YBL074C	YOR308C
YBL084C	YKL022C
YBL084C	YOR249C
YBL087C	YMR290C
YBL087C	YPL093W
YBL087C	YPL208W
YBL090W	YBR146W
YBL090W	YDR041W
YBL090W	YDR175C
YBL090W	YDR347W
YBL090W	YGL129C
YBL090W	YGR215W
YBL090W	YJR101W
YBL090W	YKL155C
YBL090W	YMR158W
YBL090W	YMR188C
YBL090W	YNR037C
YBL090W	YPL013C
YBL092W	YBR031W
YBL092W	YBR191W
YBL092W	YDL075W
YBL092W	YDL082W
YBL092W	YER074W
YBL092W	YFR032C-A
YBL092W	YGL103W
YBL092W	YHR029C
YBL092W	YJL177W
YBL092W	YJR094W-A
YBL092W	YKL180W
YBL092W	YLR287C-A
YBL092W	YML073C
YBL092W	YNL069C
YBL092W	YNL096C
YBL092W	YNL301C
YBL092W	YOL127W
YBL092W	YOR063W
YBL099W	YJR121W
YBR010W	YEL056W
YBR010W	YLL022C
YBR025C	YDL185W
YBR025C	YGL195W
YBR025C	YJR121W
YBR031W	YBR048W
YBR031W	YBR142W
YBR031W	YBR191W
YBR031W	YDL075W
YBR031W	YDL082W
YBR031W	YDR496C
YBR031W	YER074W
YBR031W	YGL103W
YBR031W	YHL033C
YBR031W	YIL133C
YBR031W	YJL177W
YBR031W	YJR145C
YBR031W	YKL180W
YBR031W	YLR075W
YBR031W	YLR287C-A
YBR031W	YML073C
YBR031W	YMR290C
YBR031W	YNL069C
YBR031W	YNL096C
YBR031W	YNL301C
YBR031W	YOL077C
YBR031W	YOL120C
YBR031W	YOL127W
YBR031W	YOR063W
YBR031W	YPL012W
YBR031W	YPL090C
YBR031W	YPL198W
YBR048W	YBR247C
YBR048W	YCL011C
YBR048W	YDL060W
YBR048W	YDL148C
YBR048W	YDR299W
YBR048W	YER025W
YBR048W	YER074W
YBR048W	YGL076C
YBR048W	YGR090W
YBR048W	YHL033C
YBR048W	YIL133C
YBR048W	YJL177W
YBR048W	YJR145C
YBR048W	YKL180W
YBR048W	YLR075W
YBR048W	YLR287C-A
YBR048W	YLR367W
YBR048W	YML073C
YBR048W	YMR229C
YBR048W	YMR290C
YBR048W	YNL069C
YBR048W	YNL096C
YBR048W	YNR054C
YBR048W	YOL127W
YBR048W	YOR063W
YBR048W	YPL012W
YBR048W	YPL090C
YBR048W	YPL198W
YBR048W	YPL217C
YBR055C	YBR152W
YBR055C	YDL030W
YBR055C	YDL098C
YBR055C	YDL160C
YBR055C	YDR378C
YBR055C	YER029C
YBR055C	YER172C
YBR055C	YGR091W
YBR055C	YJL124C
YBR055C	YLR275W
YBR055C	YML049C
YBR055C	YMR240C
YBR055C	YOR159C
YBR055C	YOR308C
YBR055C	YPR082C
YBR060C	YHR118C
YBR072W	YNL064C
YBR119W	YDR235W
YBR119W	YDR240C
YBR119W	YER029C
YBR119W	YHR086W
YBR119W	YLR275W
YBR119W	YLR298C
YBR119W	YMR125W
YBR119W	YOR159C
YBR119W	YPR057W
YBR142W	YDR060W
YBR142W	YDR496C
YBR142W	YGL076C
YBR142W	YHR052W
YBR142W	YJR145C
YBR142W	YML073C
YBR142W	YMR229C
YBR142W	YMR290C
YBR142W	YNL002C
YBR142W	YOL041C
YBR142W	YOR063W
YBR142W	YOR272W
YBR142W	YPL198W
YBR143C	YPL237W
YBR146W	YDR041W
YBR146W	YDR175C
YBR146W	YDR347W
YBR146W	YER050C
YBR146W	YGL129C
YBR146W	YGR215W
YBR146W	YJR101W
YBR146W	YKL155C
YBR146W	YMR158W
YBR146W	YMR188C
YBR146W	YNR037C
YBR146W	YPL013C
YBR152W	YDL098C
YBR152W	YER029C
YBR152W	YGR091W
YBR152W	YOR308C
YBR160W	YPL256C
YBR171W	YPL094C
YBR175W	YKL018W
YBR175W	YPL138C
YBR191W	YDL075W
YBR191W	YDL082W
YBR191W	YER074W
YBR191W	YFR032C-A
YBR191W	YGL103W
YBR191W	YHL033C
YBR191W	YJL177W
YBR191W	YKL180W
YBR191W	YLR287C-A
YBR191W	YML073C
YBR191W	YNL069C
YBR191W	YNL096C
YBR191W	YOL127W
YBR191W	YOR063W
YBR193C	YBR253W
YBR193C	YDR308C
YBR193C	YER022W
YBR193C	YGL127C
YBR193C	YGL151W
YBR193C	YHR041C
YBR193C	YLR071C
YBR193C	YML007W
YBR193C	YNL236W
YBR193C	YNR010W
YBR193C	YOL135C
YBR193C	YPR070W
YBR193C	YPR168W
YBR195C	YML102W
YBR198C	YDR145W
YBR198C	YDR167W
YBR198C	YDR176W
YBR198C	YDR392W
YBR198C	YGR274C
YBR198C	YML015C
YBR198C	YMR005W
YBR198C	YMR223W
YBR198C	YMR227C
YBR198C	YOL148C
YBR198C	YPL047W
YBR198C	YPL254W
YBR211C	YDR254W
YBR211C	YGR179C
YBR211C	YLR381W
YBR234C	YIL062C
YBR234C	YKL013C
YBR234C	YNR035C
YBR247C	YDL060W
YBR247C	YDL148C
YBR247C	YDR449C
YBR247C	YHR148W
YBR247C	YJR145C
YBR247C	YKL143W
YBR247C	YLR186W
YBR247C	YMR093W
YBR247C	YPL012W
YBR247C	YPL204W
YBR247C	YPL217C
YBR253W	YDR308C
YBR253W	YER022W
YBR253W	YGL127C
YBR253W	YGL151W
YBR253W	YHR041C
YBR253W	YLR071C
YBR253W	YNL236W
YBR253W	YNR010W
YBR253W	YOL135C
YBR253W	YPR070W
YBR253W	YPR168W
YBR254C	YDR246W
YBR254C	YDR407C
YBR254C	YDR472W
YBR254C	YGR166W
YBR254C	YKR068C
YBR254C	YMR218C
YBR257W	YDR478W
YBR257W	YNL221C
YBR267W	YDR101C
YBR280C	YNL141W
YCL011C	YGL049C
YCL011C	YGL120C
YCL011C	YGL173C
YCL011C	YHR167W
YCL011C	YJR145C
YCL011C	YML062C
YCL011C	YMR125W
YCL011C	YNL253W
YCL011C	YOL139C
YCL024W	YDR507C
YCL031C	YGR090W
YCL043C	YHR204W
YCL054W	YKL172W
YCL054W	YMR290C
YCL054W	YNL002C
YCL054W	YPL093W
YCR002C	YDL225W
YCR002C	YHR107C
YCR002C	YJR092W
YCR009C	YLR429W
YCR014C	YDL007W
YCR014C	YDR427W
YCR014C	YFR052W
YCR014C	YHR027C
YCR014C	YKL145W
YCR020W-B	YCR052W
YCR020W-B	YGR056W
YCR020W-B	YIL126W
YCR020W-B	YKR008W
YCR020W-B	YLR321C
YCR020W-B	YLR357W
YCR020W-B	YML127W
YCR020W-B	YMR033W
YCR020W-B	YMR091C
YCR020W-B	YPR034W
YCR033W	YGL194C
YCR042C	YML114C
YCR046C	YCR071C
YCR046C	YDR237W
YCR046C	YDR462W
YCR046C	YGR220C
YCR046C	YHR147C
YCR046C	YKR006C
YCR046C	YKR085C
YCR046C	YLR439W
YCR046C	YMR024W
YCR046C	YMR193W
YCR046C	YNL177C
YCR052W	YGR056W
YCR052W	YIL126W
YCR052W	YKR008W
YCR052W	YLR321C
YCR052W	YLR357W
YCR052W	YML127W
YCR052W	YMR033W
YCR052W	YMR091C
YCR052W	YPR034W
YCR057C	YDL148C
YCR057C	YDR324C
YCR057C	YDR449C
YCR057C	YGR090W
YCR057C	YGR128C
YCR057C	YHR148W
YCR057C	YJR145C
YCR057C	YKR060W
YCR057C	YLL011W
YCR057C	YLR186W
YCR057C	YLR197W
YCR057C	YLR409C
YCR057C	YMR093W
YCR057C	YPL126W
YCR057C	YPL217C
YCR057C	YPR137W
YCR060W	YPL235W
YCR071C	YDR237W
YCR071C	YDR405W
YCR071C	YDR462W
YCR071C	YGR220C
YCR071C	YKR006C
YCR071C	YKR085C
YCR071C	YLR439W
YCR071C	YMR024W
YCR071C	YMR193W
YCR092C	YOL090W
YDL002C	YDR190C
YDL002C	YER092W
YDL002C	YGL150C
YDL002C	YJL081C
YDL002C	YLR052W
YDL002C	YNL215W
YDL002C	YPL235W
YDL003W	YFL008W
YDL003W	YJL074C
YDL007W	YDL097C
YDL007W	YDR427W
YDL007W	YFR052W
YDL007W	YGR232W
YDL007W	YHL030W
YDL007W	YHR027C
YDL007W	YIL075C
YDL007W	YKL145W
YDL007W	YOR117W
YDL007W	YOR261C
YDL018C	YHR110W
YDL018C	YML012W
YDL030W	YDL098C
YDL030W	YER029C
YDL030W	YER172C
YDL030W	YGL128C
YDL030W	YGR091W
YDL030W	YIR009W
YDL030W	YLR275W
YDL030W	YML049C
YDL030W	YMR125W
YDL030W	YMR240C
YDL030W	YOR308C
YDL030W	YOR319W
YDL030W	YPL151C
YDL030W	YPR082C
YDL030W	YPR101W
YDL044C	YLR139C
YDL047W	YGR161C
YDL047W	YKR028W
YDL051W	YKL122C
YDL051W	YML105C
YDL051W	YNL262W
YDL051W	YPR088C
YDL053C	YHR121W
YDL060W	YER074W
YDL060W	YGR081C
YDL060W	YJR145C
YDL060W	YKL143W
YDL060W	YPL012W
YDL060W	YPL204W
YDL075W	YDL082W
YDL075W	YDR101C
YDL075W	YER074W
YDL075W	YFR032C-A
YDL075W	YGL076C
YDL075W	YGL103W
YDL075W	YGR103W
YDL075W	YIL133C
YDL075W	YJL177W
YDL075W	YKL180W
YDL075W	YLR075W
YDL075W	YLR287C-A
YDL075W	YLR367W
YDL075W	YML073C
YDL075W	YNL002C
YDL075W	YNL069C
YDL075W	YNL096C
YDL075W	YNL301C
YDL075W	YOL127W
YDL075W	YOR063W
YDL075W	YPL012W
YDL075W	YPL090C
YDL075W	YPL198W
YDL075W	YPR067W
YDL082W	YEL054C
YDL082W	YER074W
YDL082W	YFR032C-A
YDL082W	YGL076C
YDL082W	YGL103W
YDL082W	YGR103W
YDL082W	YHL033C
YDL082W	YHR010W
YDL082W	YHR216W
YDL082W	YIL133C
YDL082W	YJL177W
YDL082W	YJR145C
YDL082W	YKL172W
YDL082W	YKL180W
YDL082W	YLR075W
YDL082W	YLR287C-A
YDL082W	YML073C
YDL082W	YMR142C
YDL082W	YMR290C
YDL082W	YNL069C
YDL082W	YNL096C
YDL082W	YNL301C
YDL082W	YOL041C
YDL082W	YOL077C
YDL082W	YOL120C
YDL082W	YOL127W
YDL082W	YOR063W
YDL082W	YOR272W
YDL082W	YPL090C
YDL082W	YPL093W
YDL082W	YPL198W
YDL097C	YDR427W
YDL097C	YFR052W
YDL097C	YGR232W
YDL097C	YHL030W
YDL097C	YHR027C
YDL097C	YIL075C
YDL097C	YKL145W
YDL097C	YOR117W
YDL097C	YOR261C
YDL098C	YDR378C
YDL098C	YER029C
YDL098C	YER172C
YDL098C	YGR091W
YDL098C	YLR275W
YDL098C	YML049C
YDL098C	YMR240C
YDL098C	YOR308C
YDL098C	YPR082C
YDL099W	YDR517W
YDL102W	YJR043C
YDL111C	YDR280W
YDL111C	YGR158C
YDL111C	YGR195W
YDL111C	YHR069C
YDL111C	YHR081W
YDL111C	YNL189W
YDL111C	YNL232W
YDL111C	YOL021C
YDL111C	YOL142W
YDL111C	YOR001W
YDL131W	YDL182W
YDL148C	YDR299W
YDL148C	YDR324C
YDL148C	YDR449C
YDL148C	YGR090W
YDL148C	YGR128C
YDL148C	YHR148W
YDL148C	YJR145C
YDL148C	YKR060W
YDL148C	YLL011W
YDL148C	YLR186W
YDL148C	YLR197W
YDL148C	YMR093W
YDL148C	YMR229C
YDL148C	YPL012W
YDL148C	YPL126W
YDL148C	YPL217C
YDL150W	YJL011C
YDL150W	YKR025W
YDL150W	YNR003C
YDL150W	YOR207C
YDL150W	YOR210W
YDL150W	YPR110C
YDL150W	YPR187W
YDL150W	YPR190C
YDL160C	YDR378C
YDL160C	YGL173C
YDL160C	YGR091W
YDL160C	YJL124C
YDL160C	YOR308C
YDL160C	YPR082C
YDL165W	YPR072W
YDL185W	YJR121W
YDL185W	YKL080W
YDL185W	YOR332W
YDL195W	YLR208W
YDL201W	YDR165W
YDL208W	YHR089C
YDL208W	YLR175W
YDL216C	YDR179C
YDL225W	YHR107C
YDR001C	YER177W
YDR028C	YER133W
YDR028C	YER177W
YDR041W	YDR175C
YDR041W	YDR347W
YDR041W	YER050C
YDR041W	YGL129C
YDR041W	YGR215W
YDR041W	YJR101W
YDR041W	YKL155C
YDR041W	YMR158W
YDR041W	YMR188C
YDR041W	YNR037C
YDR041W	YPL013C
YDR060W	YDR496C
YDR060W	YGL076C
YDR060W	YGR103W
YDR060W	YHR052W
YDR060W	YIL133C
YDR060W	YKL172W
YDR060W	YLL034C
YDR060W	YMR229C
YDR060W	YMR290C
YDR060W	YNL002C
YDR060W	YNL301C
YDR060W	YOL041C
YDR060W	YOL077C
YDR060W	YOR063W
YDR060W	YOR272W
YDR060W	YPL012W
YDR060W	YPL093W
YDR062W	YMR296C
YDR073W	YJL176C
YDR091C	YLR192C
YDR091C	YMR146C
YDR091C	YMR309C
YDR091C	YPR041W
YDR097C	YOL090W
YDR101C	YGL103W
YDR101C	YGR103W
YDR101C	YGR245C
YDR101C	YHR052W
YDR101C	YKL009W
YDR101C	YLR106C
YDR101C	YNL002C
YDR101C	YOR063W
YDR101C	YPL093W
YDR101C	YPR016C
YDR127W	YKL104C
YDR145W	YDR167W
YDR145W	YDR176W
YDR145W	YDR392W
YDR145W	YER148W
YDR145W	YGR274C
YDR145W	YML015C
YDR145W	YMR005W
YDR145W	YMR227C
YDR145W	YOL148C
YDR145W	YPL254W
YDR152W	YGR173W
YDR159W	YOL072W
YDR167W	YDR176W
YDR167W	YDR392W
YDR167W	YGR274C
YDR167W	YML015C
YDR167W	YMR005W
YDR167W	YMR223W
YDR167W	YMR227C
YDR167W	YOL148C
YDR167W	YPL254W
YDR170C	YLR342W
YDR174W	YJL177W
YDR175C	YDR347W
YDR175C	YGL129C
YDR175C	YGR215W
YDR175C	YJR101W
YDR175C	YKL155C
YDR175C	YMR158W
YDR175C	YMR188C
YDR175C	YNR037C
YDR175C	YPL013C
YDR176W	YDR392W
YDR176W	YGR274C
YDR176W	YMR223W
YDR176W	YMR227C
YDR176W	YOL148C
YDR176W	YPL047W
YDR176W	YPL254W
YDR188W	YIL142W
YDR188W	YKL029C
YDR188W	YKL104C
YDR188W	YOR281C
YDR190C	YDR334W
YDR190C	YER092W
YDR190C	YGL150C
YDR190C	YHR034C
YDR190C	YJL081C
YDR190C	YLR052W
YDR190C	YLR085C
YDR190C	YLR385C
YDR190C	YLR399C
YDR190C	YNL107W
YDR190C	YNL215W
YDR190C	YPL235W
YDR195W	YER133W
YDR195W	YGR156W
YDR195W	YJR093C
YDR195W	YKL018W
YDR195W	YKL059C
YDR195W	YKR002W
YDR195W	YLR277C
YDR195W	YNL222W
YDR195W	YPR107C
YDR211W	YER025W
YDR211W	YGR083C
YDR211W	YOR260W
YDR211W	YPL237W
YDR224C	YGL241W
YDR224C	YIL126W
YDR224C	YLR357W
YDR224C	YPL082C
YDR228C	YHR216W
YDR228C	YMR061W
YDR233C	YPL154C
YDR235W	YDR240C
YDR235W	YER029C
YDR235W	YHR086W
YDR235W	YLR275W
YDR235W	YLR298C
YDR235W	YML049C
YDR235W	YMR125W
YDR237W	YDR405W
YDR237W	YDR462W
YDR237W	YGR220C
YDR237W	YHR147C
YDR237W	YKR006C
YDR237W	YKR085C
YDR237W	YLR439W
YDR237W	YMR024W
YDR237W	YMR193W
YDR238C	YGL137W
YDR240C	YER029C
YDR240C	YHR086W
YDR240C	YLR275W
YDR240C	YLR298C
YDR240C	YMR125W
YDR245W	YGR132C
YDR245W	YGR231C
YDR245W	YJL183W
YDR245W	YJR075W
YDR245W	YLR342W
YDR246W	YDR407C
YDR246W	YDR472W
YDR246W	YGR166W
YDR246W	YKR068C
YDR246W	YMR218C
YDR254W	YGR179C
YDR254W	YLR381W
YDR280W	YGR158C
YDR280W	YGR195W
YDR280W	YHR069C
YDR280W	YHR081W
YDR280W	YNL189W
YDR280W	YNL232W
YDR280W	YOL021C
YDR280W	YOL142W
YDR280W	YOR001W
YDR295C	YNL021W
YDR299W	YER127W
YDR299W	YHR148W
YDR299W	YJL033W
YDR299W	YJR145C
YDR299W	YKR060W
YDR299W	YLR186W
YDR299W	YNR054C
YDR299W	YPL126W
YDR299W	YPL217C
YDR308C	YER022W
YDR308C	YGL127C
YDR308C	YGL151W
YDR308C	YHR041C
YDR308C	YLR071C
YDR308C	YNL236W
YDR308C	YNR010W
YDR308C	YOL135C
YDR308C	YPR070W
YDR308C	YPR168W
YDR324C	YDR398W
YDR324C	YDR449C
YDR324C	YEL055C
YDR324C	YGR090W
YDR324C	YGR128C
YDR324C	YHR148W
YDR324C	YKR060W
YDR324C	YLL011W
YDR324C	YLR186W
YDR324C	YLR197W
YDR324C	YLR409C
YDR324C	YMR093W
YDR324C	YPL126W
YDR324C	YPL217C
YDR324C	YPR137W
YDR334W	YJL081C
YDR334W	YLR085C
YDR334W	YLR385C
YDR334W	YLR399C
YDR334W	YNL107W
YDR334W	YPL235W
YDR347W	YGL129C
YDR347W	YGR215W
YDR347W	YJR101W
YDR347W	YKL155C
YDR347W	YMR158W
YDR347W	YMR188C
YDR347W	YNR037C
YDR347W	YPL013C
YDR359C	YEL018W
YDR359C	YFL024C
YDR359C	YHR090C
YDR359C	YJL081C
YDR359C	YML007W
YDR359C	YNL107W
YDR378C	YER029C
YDR378C	YER172C
YDR378C	YGL173C
YDR378C	YGR091W
YDR378C	YJL124C
YDR378C	YLR275W
YDR378C	YOR308C
YDR378C	YPR082C
YDR392W	YMR223W
YDR392W	YOL148C
YDR392W	YPL254W
YDR398W	YEL055C
YDR398W	YGR128C
YDR398W	YMR093W
YDR398W	YPL126W
YDR405W	YKR006C
YDR405W	YLR439W
YDR405W	YMR024W
YDR407C	YDR472W
YDR407C	YGR166W
YDR407C	YKR068C
YDR407C	YMR218C
YDR427W	YFR052W
YDR427W	YGR232W
YDR427W	YHL030W
YDR427W	YHR027C
YDR427W	YIL075C
YDR427W	YKL145W
YDR427W	YOR117W
YDR427W	YOR261C
YDR429C	YLR192C
YDR429C	YMR146C
YDR429C	YMR309C
YDR429C	YPR041W
YDR449C	YGR090W
YDR449C	YGR128C
YDR449C	YHR148W
YDR449C	YJR145C
YDR449C	YKR060W
YDR449C	YLL011W
YDR449C	YLR186W
YDR449C	YLR197W
YDR449C	YLR409C
YDR449C	YMR093W
YDR449C	YPL126W
YDR449C	YPL217C
YDR449C	YPR137W
YDR462W	YGR220C
YDR462W	YKR006C
YDR462W	YKR085C
YDR462W	YLR439W
YDR462W	YMR024W
YDR472W	YGR166W
YDR472W	YKR068C
YDR472W	YMR218C
YDR478W	YNL221C
YDR496C	YGL076C
YDR496C	YGL173C
YDR496C	YHR052W
YDR496C	YIL133C
YDR496C	YJR145C
YDR496C	YKL009W
YDR496C	YKL014C
YDR496C	YLL034C
YDR496C	YLR175W
YDR496C	YLR197W
YDR496C	YML073C
YDR496C	YMR229C
YDR496C	YMR290C
YDR496C	YNL002C
YDR496C	YOL077C
YDR496C	YOL127W
YDR496C	YOR063W
YDR496C	YOR272W
YDR496C	YPL012W
YDR496C	YPL093W
YDR496C	YPL198W
YDR496C	YPR016C
YDR517W	YIL109C
YDR517W	YPR181C
YEL003W	YML094W
YEL018W	YFL024C
YEL018W	YHR090C
YEL018W	YJL081C
YEL018W	YNL107W
YEL054C	YHR010W
YEL054C	YJR145C
YEL054C	YOR063W
YEL055C	YGR128C
YEL055C	YMR093W
YEL055C	YPL126W
YEL056W	YLL022C
YEL056W	YNL030W
YEL056W	YOL054W
YER007C-A	YJR014W
YER012W	YFR050C
YER012W	YFR052W
YER012W	YGR135W
YER012W	YOL038W
YER012W	YOR157C
YER017C	YMR089C
YER022W	YGL127C
YER022W	YGL151W
YER022W	YHR041C
YER022W	YLR071C
YER022W	YNL236W
YER022W	YNR010W
YER022W	YOL135C
YER022W	YPR070W
YER022W	YPR168W
YER025W	YGR083C
YER025W	YLR215C
YER025W	YMR146C
YER025W	YMR309C
YER025W	YOR260W
YER025W	YPL237W
YER025W	YPR041W
YER029C	YER172C
YER029C	YGL120C
YER029C	YGL128C
YER029C	YGR091W
YER029C	YHR086W
YER029C	YIR009W
YER029C	YLR275W
YER029C	YLR298C
YER029C	YML049C
YER029C	YMR125W
YER029C	YMR240C
YER029C	YOR159C
YER029C	YOR308C
YER029C	YPL151C
YER029C	YPR082C
YER029C	YPR101W
YER050C	YGL129C
YER074W	YFR032C-A
YER074W	YGL076C
YER074W	YGL103W
YER074W	YHL033C
YER074W	YIL133C
YER074W	YJL177W
YER074W	YJR145C
YER074W	YKL180W
YER074W	YLR075W
YER074W	YLR150W
YER074W	YLR287C-A
YER074W	YML073C
YER074W	YMR142C
YER074W	YNL069C
YER074W	YNL096C
YER074W	YNL301C
YER074W	YOL127W
YER074W	YOR063W
YER074W	YPL090C
YER074W	YPL198W
YER092W	YGL150C
YER092W	YJL081C
YER092W	YLR052W
YER092W	YPL235W
YER107C	YJL061W
YER107C	YMR047C
YER120W	YHL020C
YER125W	YHR131C
YER125W	YJL084C
YER125W	YKR021W
YER125W	YOR124C
YER131W	YLR150W
YER133W	YER177W
YER133W	YGR156W
YER133W	YJR093C
YER133W	YKL018W
YER133W	YKL059C
YER133W	YKR002W
YER133W	YLR028C
YER133W	YLR277C
YER133W	YMR311C
YER133W	YNL222W
YER133W	YNL233W
YER133W	YPR107C
YER140W	YOR154W
YER148W	YGR274C
YER148W	YPL082C
YER157W	YGR120C
YER157W	YML071C
YER157W	YNL041C
YER157W	YNL051W
YER171W	YIL128W
YER172C	YGL120C
YER172C	YGL128C
YER172C	YGR091W
YER172C	YGR278W
YER172C	YJL124C
YER172C	YLR275W
YER172C	YML049C
YER172C	YMR125W
YER172C	YMR213W
YER172C	YMR240C
YER172C	YOR159C
YER172C	YOR308C
YER172C	YPL151C
YER172C	YPR082C
YER172C	YPR101W
YER177W	YLR028C
YER178W	YNL071W
YFL008W	YJL074C
YFL024C	YHR090C
YFL024C	YJL081C
YFL024C	YML007W
YFL024C	YNL107W
YFR002W	YGL172W
YFR002W	YGR119C
YFR002W	YJL041W
YFR031C	YLR272C
YFR032C-A	YGL103W
YFR032C-A	YGL189C
YFR032C-A	YJL177W
YFR032C-A	YKL046C
YFR032C-A	YLR287C-A
YFR032C-A	YNL096C
YFR032C-A	YOL127W
YFR050C	YGR135W
YFR050C	YOL038W
YFR050C	YOR157C
YFR052W	YGR232W
YFR052W	YHL030W
YFR052W	YHR027C
YFR052W	YIL075C
YFR052W	YKL145W
YFR052W	YOR117W
YFR052W	YOR261C
YGL043W	YGR005C
YGL043W	YIL021W
YGL043W	YOL005C
YGL049C	YGL173C
YGL049C	YIR001C
YGL049C	YLR175W
YGL049C	YMR125W
YGL049C	YNL251C
YGL049C	YOL139C
YGL061C	YGR113W
YGL061C	YKL052C
YGL061C	YKR083C
YGL076C	YGL103W
YGL076C	YGR103W
YGL076C	YHL033C
YGL076C	YIL133C
YGL076C	YJL177W
YGL076C	YJR145C
YGL076C	YKL180W
YGL076C	YLR075W
YGL076C	YML056C
YGL076C	YML073C
YGL076C	YMR142C
YGL076C	YMR290C
YGL076C	YNL069C
YGL076C	YNL301C
YGL076C	YOL041C
YGL076C	YOL120C
YGL076C	YOL127W
YGL076C	YOR063W
YGL076C	YPL093W
YGL076C	YPL198W
YGL094C	YKL025C
YGL103W	YHL015W
YGL103W	YHL033C
YGL103W	YHR010W
YGL103W	YHR052W
YGL103W	YIL133C
YGL103W	YJL177W
YGL103W	YJR145C
YGL103W	YKL172W
YGL103W	YKL180W
YGL103W	YLR075W
YGL103W	YLR287C-A
YGL103W	YLR325C
YGL103W	YLR342W
YGL103W	YLR406C
YGL103W	YML073C
YGL103W	YMR142C
YGL103W	YNL069C
YGL103W	YNL096C
YGL103W	YNL301C
YGL103W	YOL127W
YGL103W	YOR063W
YGL103W	YPL012W
YGL103W	YPL090C
YGL103W	YPL093W
YGL103W	YPL198W
YGL105W	YGR264C
YGL120C	YGL128C
YGL120C	YGL173C
YGL120C	YGR159C
YGL120C	YJR145C
YGL120C	YLR197W
YGL120C	YNL224C
YGL120C	YOR063W
YGL120C	YPL151C
YGL120C	YPR101W
YGL127C	YGL151W
YGL127C	YHR041C
YGL127C	YLR071C
YGL127C	YNL236W
YGL127C	YNR010W
YGL127C	YOL135C
YGL127C	YPR070W
YGL127C	YPR168W
YGL128C	YLR275W
YGL128C	YML049C
YGL128C	YMR213W
YGL128C	YPL151C
YGL128C	YPR101W
YGL129C	YGR215W
YGL129C	YJR101W
YGL129C	YKL155C
YGL129C	YMR158W
YGL129C	YMR188C
YGL129C	YNR037C
YGL129C	YPL013C
YGL150C	YJL081C
YGL150C	YLR052W
YGL150C	YPL235W
