YAL001C	YDR362C
YBR189W	YGL031C
YBR189W	YGL103W
YBR189W	YGL173C
YBR189W	YGR081C
YBR189W	YGR214W
YBR189W	YHL015W
YBR189W	YIL133C
YBR189W	YJL190C
YBR189W	YJR145C
YBR189W	YKL180W
YBR189W	YLR029C
YBR189W	YLR186W
YBR189W	YLR197W
YBR189W	YLR264W
YBR189W	YLR340W
YBR189W	YLR441C
YBR189W	YML056C
YBR189W	YNL132W
YBR189W	YOR204W
YBR189W	YPL012W
YBR189W	YPL090C
YBR189W	YPL131W
YBR196C	YLR044C
YBR196C	YLR249W
YBR196C	YOL086C
YBR211C	YDR318W
YBR211C	YGR179C
YBR211C	YLR315W
YBR211C	YLR381W
YBR247C	YDR064W
YBR247C	YDR449C
YBR247C	YGR145W
YBR247C	YJR145C
YBR247C	YLR186W
YBR247C	YNL132W
YBR247C	YPL012W
YBR251W	YDR041W
YBR251W	YDR175C
YBR251W	YDR337W
YBR251W	YDR347W
YBR251W	YGL129C
YBR251W	YGR215W
YBR251W	YHL004W
YBR251W	YIL093C
YBR251W	YJR101W
YBR251W	YJR113C
YBR251W	YKL003C
YBR251W	YKL155C
YBR251W	YMR158W
YBR251W	YMR188C
YBR251W	YNL137C
YBR251W	YNR037C
YBR251W	YOR158W
YBR251W	YPL118W
YBR254C	YKR068C
YBR254C	YOR115C
YBR258C	YDR469W
YBR258C	YHR119W
YBR267W	YGL099W
YBR267W	YHR170W
YBR288C	YGR261C
YBR288C	YPL195W
YCL054W	YMR290C
YCL054W	YNL002C
YCL059C	YDL213C
YCL059C	YGR145W
YCL059C	YJR145C
YCL059C	YLR186W
YCL059C	YLR197W
YCL059C	YMR229C
YCL059C	YMR290C
YCL059C	YNL132W
YCL059C	YNL308C
YCR020C-A	YEL053C
YCR020W-B	YCR052W
YCR020W-B	YFR037C
YCR020W-B	YKR008W
YCR020W-B	YML127W
YCR020W-B	YMR033W
YCR020W-B	YMR091C
YCR046C	YCR071C
YCR046C	YDR237W
YCR046C	YDR296W
YCR046C	YDR462W
YCR046C	YGR220C
YCR046C	YHR147C
YCR046C	YKL167C
YCR046C	YLR312W-A
YCR046C	YMR193W
YCR046C	YNL177C
YCR046C	YNL252C
YCR046C	YOR150W
YCR052W	YFR037C
YCR052W	YKR008W
YCR052W	YML127W
YCR052W	YMR033W
YCR052W	YMR091C
YCR057C	YDR064W
YCR057C	YDR449C
YCR057C	YJR145C
YCR057C	YLR186W
YCR057C	YLR197W
YCR057C	YNL132W
YCR071C	YDR237W
YCR071C	YDR296W
YCR071C	YDR405W
YCR071C	YDR462W
YCR071C	YGR220C
YCR071C	YKL167C
YCR071C	YLR312W-A
YCR071C	YMR193W
YCR071C	YNL252C
YCR071C	YOR150W
YCR092C	YOL090W
YDL002C	YDR190C
YDL002C	YFL013C
YDL002C	YNL059C
YDL013W	YOR259C
YDL040C	YHR013C
YDL045W-A	YDR175C
YDL045W-A	YIL093C
YDL045W-A	YJR113C
YDL047W	YFR040W
YDL056W	YLR182W
YDL075W	YDL083C
YDL075W	YDR064W
YDL075W	YDR418W
YDL075W	YER074W
YDL075W	YFR031C-A
YDL075W	YGL030W
YDL075W	YGL103W
YDL075W	YGR103W
YDL075W	YHL001W
YDL075W	YIL133C
YDL075W	YJL190C
YDL075W	YKL180W
YDL075W	YLR029C
YDL075W	YLR287C-A
YDL075W	YLR340W
YDL075W	YLR448W
YDL075W	YNL002C
YDL075W	YPL012W
YDL075W	YPL090C
YDL075W	YPL131W
YDL075W	YPL220W
YDL075W	YPR067W
YDL083C	YDR064W
YDL083C	YDR418W
YDL083C	YER074W
YDL083C	YER131W
YDL083C	YFR031C-A
YDL083C	YGL030W
YDL083C	YGL031C
YDL083C	YGL103W
YDL083C	YGL120C
YDL083C	YGL123W
YDL083C	YHL001W
YDL083C	YHL015W
YDL083C	YHL033C
YDL083C	YIL133C
YDL083C	YJL190C
YDL083C	YJR145C
YDL083C	YKL180W
YDL083C	YLR029C
YDL083C	YLR287C-A
YDL083C	YLR340W
YDL083C	YLR441C
YDL083C	YLR448W
YDL083C	YMR142C
YDL083C	YMR230W
YDL083C	YOR204W
YDL083C	YPL131W
YDL111C	YGR158C
YDL111C	YPR189W
YDL134C	YML109W
YDL134C	YMR273C
YDL140C	YGL043W
YDL140C	YGR063C
YDL140C	YGR186W
YDL140C	YIL021W
YDL140C	YOR151C
YDL140C	YOR210W
YDL140C	YPR093C
YDL140C	YPR187W
YDL143W	YGL195W
YDL143W	YIL142W
YDL143W	YKL029C
YDL143W	YOR281C
YDL145C	YFR051C
YDL145C	YIL076W
YDL145C	YNL287W
YDL145C	YPL010W
YDL201W	YDR165W
YDL209C	YER172C
YDL209C	YGL120C
YDL209C	YHR165C
YDL209C	YLL036C
YDL209C	YLR424W
YDL209C	YMR213W
YDL209C	YPL213W
YDL225W	YHR107C
YDL225W	YJR076C
YDL225W	YLR314C
YDR013W	YOL146W
YDR028C	YDR477W
YDR028C	YER027C
YDR028C	YGL115W
YDR041W	YDR175C
YDR041W	YDR337W
YDR041W	YDR347W
YDR041W	YGL129C
YDR041W	YGR215W
YDR041W	YHL004W
YDR041W	YIL093C
YDR041W	YJR101W
YDR041W	YJR113C
YDR041W	YKL155C
YDR041W	YMR158W
YDR041W	YMR188C
YDR041W	YNL137C
YDR041W	YNR037C
YDR041W	YOR158W
YDR041W	YOR204W
YDR041W	YPL118W
YDR045C	YJL011C
YDR045C	YKL144C
YDR045C	YKR025W
YDR045C	YOR116C
YDR045C	YOR207C
YDR062W	YMR296C
YDR064W	YDR418W
YDR064W	YDR449C
YDR064W	YER074W
YDR064W	YFR031C-A
YDR064W	YGL030W
YDR064W	YGL103W
YDR064W	YGL120C
YDR064W	YGR054W
YDR064W	YGR145W
YDR064W	YHL001W
YDR064W	YHL015W
YDR064W	YIL133C
YDR064W	YJL190C
YDR064W	YJR145C
YDR064W	YKL180W
YDR064W	YLR029C
YDR064W	YLR186W
YDR064W	YLR197W
YDR064W	YLR264W
YDR064W	YLR287C-A
YDR064W	YLR432W
YDR064W	YLR441C
YDR064W	YLR448W
YDR064W	YMR142C
YDR064W	YMR230W
YDR064W	YNL132W
YDR064W	YNL308C
YDR064W	YPL012W
YDR064W	YPL090C
YDR064W	YPL131W
YDR064W	YPL220W
YDR064W	YPR189W
YDR167W	YGR252W
YDR167W	YGR274C
YDR167W	YMR005W
YDR167W	YMR236W
YDR170C	YLR342W
YDR175C	YDR337W
YDR175C	YDR347W
YDR175C	YGL129C
YDR175C	YGR215W
YDR175C	YHL004W
YDR175C	YIL093C
YDR175C	YJR101W
YDR175C	YJR113C
YDR175C	YKL155C
YDR175C	YMR158W
YDR175C	YMR188C
YDR175C	YNL081C
YDR175C	YNL137C
YDR175C	YNR037C
YDR175C	YOR158W
YDR175C	YPL118W
YDR190C	YDR334W
YDR190C	YFL013C
YDR190C	YGR002C
YDR190C	YNL059C
YDR211W	YKR026C
YDR211W	YPL237W
YDR224C	YGL133W
YDR224C	YOR116C
YDR228C	YGL044C
YDR228C	YHR216W
YDR235W	YGR013W
YDR235W	YGR074W
YDR235W	YIL061C
YDR235W	YKL012W
YDR235W	YPL178W
YDR237W	YDR296W
YDR237W	YDR405W
YDR237W	YDR462W
YDR237W	YGR220C
YDR237W	YHR147C
YDR237W	YKL167C
YDR237W	YLR312W-A
YDR237W	YMR193W
YDR237W	YNL252C
YDR237W	YNL284C
YDR237W	YOR150W
YDR245W	YEL036C
YDR245W	YGR231C
YDR245W	YLR342W
YDR245W	YPL050C
YDR289C	YOR048C
YDR296W	YDR405W
YDR296W	YDR462W
YDR296W	YGR220C
YDR296W	YHR147C
YDR296W	YKL167C
YDR296W	YLR312W-A
YDR296W	YMR193W
YDR296W	YNL177C
YDR296W	YNL252C
YDR296W	YOR150W
YDR301W	YKR002W
YDR301W	YPR107C
YDR308C	YHR041C
YDR308C	YHR058C
YDR308C	YNL236W
YDR308C	YNR010W
YDR308C	YOR174W
YDR308C	YPL042C
YDR311W	YPR056W
YDR318W	YGR179C
YDR318W	YLR315W
YDR318W	YLR381W
YDR325W	YFR031C
YDR334W	YGR002C
YDR337W	YDR347W
YDR337W	YGL129C
YDR337W	YGR215W
YDR337W	YHL004W
YDR337W	YIL093C
YDR337W	YJR101W
YDR337W	YJR113C
YDR337W	YKL155C
YDR337W	YMR158W
YDR337W	YMR188C
YDR337W	YNL137C
YDR337W	YNR037C
YDR337W	YOR158W
YDR337W	YPL118W
YDR347W	YGL129C
YDR347W	YGR215W
YDR347W	YHL004W
YDR347W	YIL093C
YDR347W	YJR101W
YDR347W	YJR113C
YDR347W	YKL155C
YDR347W	YMR158W
YDR347W	YMR188C
YDR347W	YNL137C
YDR347W	YNR037C
YDR347W	YOR158W
YDR347W	YPL118W
YDR398W	YEL055C
YDR405W	YKL167C
YDR418W	YFR031C-A
YDR418W	YGL030W
YDR418W	YGL103W
YDR418W	YGL123W
YDR418W	YHL001W
YDR418W	YHL033C
YDR418W	YIL133C
YDR418W	YJL190C
YDR418W	YKL180W
YDR418W	YLR150W
YDR418W	YLR340W
YDR418W	YLR441C
YDR418W	YLR448W
YDR418W	YPL131W
YDR418W	YPL220W
YDR429C	YLR192C
YDR429C	YMR146C
YDR429C	YOR204W
YDR429C	YOR361C
YDR429C	YPR041W
YDR449C	YGL171W
YDR449C	YGR145W
YDR449C	YJR145C
YDR449C	YLR186W
YDR449C	YLR197W
YDR449C	YNL132W
YDR462W	YGR220C
YDR462W	YKL167C
YDR462W	YNL252C
YDR462W	YNL284C
YDR462W	YOR150W
YDR469W	YHR119W
YDR477W	YER027C
YDR477W	YGL115W
YDR477W	YGL208W
YEL018W	YGR002C
YEL018W	YHR090C
YEL018W	YHR099W
YEL018W	YNL136W
YEL018W	YPR023C
YEL022W	YER110C
YEL022W	YJR077C
YEL022W	YMR012W
YEL036C	YGR231C
YEL036C	YLR342W
YEL036C	YPL050C
YEL051W	YKL080W
YEL051W	YOR332W
YEL054C	YGL030W
YEL054C	YJR145C
YEL054C	YPR102C
YER007C-A	YJR014W
YER017C	YMR089C
YER027C	YGL115W
YER074W	YFR031C-A
YER074W	YGL030W
YER074W	YGL103W
YER074W	YHL001W
YER074W	YHL033C
YER074W	YIL133C
YER074W	YJL190C
YER074W	YJR145C
YER074W	YKL180W
YER074W	YLR029C
YER074W	YLR150W
YER074W	YLR287C-A
YER074W	YLR340W
YER074W	YLR441C
YER074W	YLR448W
YER074W	YMR142C
YER074W	YPL090C
YER107C	YMR047C
YER110C	YGL195W
YER110C	YLR335W
YER110C	YLR441C
YER110C	YPR174C
YER131W	YLR150W
YER131W	YLR435W
YER146W	YGL173C
YER146W	YHR165C
YER146W	YJL124C
YER164W	YGL019W
YER164W	YIL035C
YER164W	YOR039W
YER172C	YGL120C
YER172C	YGR013W
YER172C	YGR074W
YER172C	YGR091W
YER172C	YHR165C
YER172C	YJL124C
YER172C	YLL036C
YER172C	YLR424W
YER172C	YMR213W
YER172C	YPL213W
YFL002C	YGR103W
YFL002C	YHR088W
YFL002C	YHR197W
YFL002C	YLL034C
YFL002C	YLR002C
YFL002C	YLR449W
YFL002C	YMR049C
YFL002C	YMR290C
YFL002C	YNL002C
YFL002C	YOL077C
YFL002C	YOR272W
YFL002C	YPL131W
YFL013C	YNL059C
YFL018C	YFR049W
YFL018C	YIL125W
YFL022C	YLR060W
YFL049W	YHL025W
YFL049W	YMR033W
YFL049W	YNR023W
YFL049W	YOR290C
YFR009W	YGL195W
YFR009W	YKL029C
YFR009W	YKL104C
YFR013W	YGL133W
YFR031C	YLR272C
YFR031C-A	YGL030W
YFR031C-A	YGL031C
YFR031C-A	YGL103W
YFR031C-A	YGL123W
YFR031C-A	YHL001W
YFR031C-A	YHL033C
YFR031C-A	YIL133C
YFR031C-A	YJL190C
YFR031C-A	YJR145C
YFR031C-A	YKL180W
YFR031C-A	YLR029C
YFR031C-A	YLR150W
YFR031C-A	YLR287C-A
YFR031C-A	YLR340W
YFR031C-A	YLR441C
YFR031C-A	YLR448W
YFR031C-A	YMR142C
YFR031C-A	YOL120C
YFR031C-A	YOR204W
YFR031C-A	YPL090C
YFR031C-A	YPL220W
YFR037C	YGL133W
YFR037C	YKR008W
YFR037C	YML127W
YFR037C	YMR033W
YFR037C	YMR091C
YFR051C	YIL076W
YFR051C	YNL287W
YFR051C	YPL010W
YGL019W	YIL035C
YGL019W	YML069W
YGL019W	YOL145C
YGL019W	YOR039W
YGL022W	YJL002C
YGL030W	YGL031C
YGL030W	YGL103W
YGL030W	YGR103W
YGL030W	YHL001W
YGL030W	YHL033C
YGL030W	YIL133C
YGL030W	YJL190C
YGL030W	YKL180W
YGL030W	YLR029C
YGL030W	YLR150W
YGL030W	YLR287C-A
YGL030W	YLR325C
YGL030W	YLR441C
YGL030W	YLR448W
YGL030W	YMR142C
YGL030W	YNL002C
YGL030W	YNL132W
YGL030W	YOL077C
YGL030W	YOR204W
YGL030W	YPL220W
YGL031C	YGL103W
YGL031C	YGR214W
YGL031C	YHL033C
YGL031C	YKL180W
YGL031C	YLR342W
YGL031C	YLR441C
YGL043W	YGR186W
YGL043W	YIL021W
YGL043W	YOR151C
YGL049C	YGL173C
YGL049C	YGR162W
YGL049C	YIR001C
YGL049C	YJL190C
YGL049C	YPL190C
YGL061C	YKR083C
YGL092W	YGL100W
YGL097W	YLR293C
YGL098W	YLR440C
YGL098W	YNL258C
YGL099W	YHR170W
YGL103W	YGL123W
YGL103W	YHL001W
YGL103W	YHL015W
YGL103W	YHL033C
YGL103W	YIL133C
YGL103W	YJL190C
YGL103W	YJR145C
YGL103W	YKL180W
YGL103W	YLR029C
YGL103W	YLR287C-A
YGL103W	YLR325C
YGL103W	YLR340W
YGL103W	YLR342W
YGL103W	YLR406C
YGL103W	YLR441C
YGL103W	YLR448W
YGL103W	YMR142C
YGL103W	YPL012W
YGL103W	YPL090C
YGL103W	YPL220W
YGL105W	YGR264C
YGL115W	YGL208W
YGL120C	YGL173C
YGL120C	YGR159C
YGL120C	YHR165C
YGL120C	YJL190C
YGL120C	YJR145C
YGL120C	YLL036C
YGL120C	YLR197W
YGL120C	YLR424W
YGL120C	YNL132W
YGL120C	YPL131W
YGL123W	YHL001W
YGL123W	YKL180W
YGL123W	YLR441C
YGL129C	YGR215W
YGL129C	YHL004W
YGL129C	YIL093C
YGL129C	YJR101W
YGL129C	YJR113C
YGL129C	YKL003C
YGL129C	YKL155C
YGL129C	YMR158W
YGL129C	YMR188C
YGL129C	YNL137C
YGL129C	YNR037C
YGL129C	YOR158W
YGL129C	YOR204W
YGL129C	YPL118W
YGL171W	YGR145W
YGL171W	YLR186W
YGL172W	YGR119C
YGL172W	YJL041W
YGL173C	YGR054W
YGL173C	YGR162W
YGL173C	YJL124C
YGL173C	YJR145C
YGL173C	YML056C
YGL173C	YMR290C
YGL195W	YKL029C
YGL195W	YKL104C
YGL195W	YOR136W
YGL206C	YGR167W
YGL246C	YOR048C
YGR002C	YHR090C
YGR002C	YNL136W
YGR002C	YPR023C
YGR013W	YGR074W
YGR013W	YHR165C
YGR013W	YIL061C
YGR013W	YKL012W
YGR013W	YPL178W
YGR013W	YPR057W
YGR054W	YMR290C
YGR063C	YGR186W
YGR063C	YIL021W
YGR063C	YOR151C
YGR063C	YPR187W
YGR074W	YGR091W
YGR074W	YHR165C
YGR074W	YIL061C
YGR074W	YKL012W
YGR074W	YPL213W
YGR074W	YPR057W
YGR078C	YNL153C
YGR081C	YPL012W
YGR091W	YHR165C
YGR091W	YJL124C
YGR091W	YLR424W
YGR091W	YPL213W
YGR103W	YGR245C
YGR103W	YHR088W
YGR103W	YHR197W
YGR103W	YLR002C
YGR103W	YLR029C
YGR103W	YMR049C
YGR103W	YMR290C
YGR103W	YNL002C
YGR103W	YNR053C
YGR103W	YOL077C
YGR103W	YOR272W
YGR103W	YPL131W
YGR119C	YJL041W
YGR124W	YPR145W
YGR134W	YNR052C
YGR145W	YLR186W
YGR145W	YNL132W
YGR145W	YNR054C
YGR158C	YPR189W
YGR162W	YJL138C
YGR162W	YJL190C
YGR162W	YOR204W
YGR179C	YLR315W
YGR179C	YLR381W
YGR186W	YIL021W
YGR186W	YOR151C
YGR186W	YOR210W
YGR186W	YPR187W
YGR215W	YHL004W
YGR215W	YIL093C
YGR215W	YJR101W
YGR215W	YJR113C
YGR215W	YKL003C
YGR215W	YKL155C
YGR215W	YMR158W
YGR215W	YMR188C
YGR215W	YNL137C
YGR215W	YNR037C
YGR215W	YOR158W
YGR215W	YPL118W
YGR220C	YKL167C
YGR220C	YLR312W-A
YGR220C	YMR193W
YGR220C	YNL252C
YGR231C	YLR342W
YGR231C	YPL050C
YGR232W	YOR259C
YGR232W	YPR108W
YGR233C	YPL031C
YGR245C	YHR197W
YGR245C	YNL002C
YGR245C	YNR053C
YGR252W	YHR041C
YGR252W	YHR099W
YGR252W	YMR236W
YGR252W	YNL236W
YGR261C	YPL195W
YGR274C	YMR005W
YGR274C	YMR236W
YGR285C	YHR064C
YGR285C	YPR189W
YHL001W	YHL033C
YHL001W	YIL133C
YHL001W	YJL190C
YHL001W	YKL180W
YHL001W	YLR287C-A
YHL001W	YLR340W
YHL001W	YLR441C
YHL001W	YLR448W
YHL001W	YMR142C
YHL001W	YPL090C
YHL001W	YPL220W
YHL004W	YIL093C
YHL004W	YJR101W
YHL004W	YJR113C
YHL004W	YKL155C
YHL004W	YMR158W
YHL004W	YMR188C
YHL004W	YNL137C
YHL004W	YNR037C
YHL004W	YOR158W
YHL004W	YOR204W
YHL004W	YPL118W
YHL011C	YKL181W
YHL015W	YJL190C
YHL015W	YKL180W
YHL015W	YLR340W
YHL015W	YMR230W
YHL025W	YMR033W
YHL025W	YNR023W
YHL025W	YOR290C
YHL033C	YIL133C
YHL033C	YJL190C
YHL033C	YJR145C
YHL033C	YKL180W
YHL033C	YKR002W
YHL033C	YLR029C
YHL033C	YLR441C
YHL033C	YLR448W
YHL033C	YMR142C
YHL033C	YPL090C
YHL033C	YPL220W
YHR013C	YOR253W
YHR024C	YLR163C
YHR041C	YHR058C
YHR041C	YNL236W
YHR041C	YNR010W
YHR041C	YOR174W
YHR041C	YPL042C
YHR058C	YNL236W
YHR058C	YNR010W
YHR058C	YOR174W
YHR058C	YPL042C
YHR064C	YLR249W
YHR088W	YHR197W
YHR088W	YLL034C
YHR088W	YLR002C
YHR088W	YLR449W
YHR088W	YMR049C
YHR088W	YMR290C
YHR088W	YNL002C
YHR088W	YOL077C
YHR088W	YOR272W
YHR088W	YPL131W
YHR089C	YLR029C
YHR089C	YNL308C
YHR090C	YNL136W
YHR090C	YPR023C
YHR099W	YMR236W
YHR099W	YPR023C
YHR107C	YJR076C
YHR107C	YLR314C
YHR147C	YMR193W
YHR147C	YNL252C
YHR165C	YIL061C
YHR165C	YJL124C
YHR165C	YLL036C
YHR165C	YLR424W
YHR165C	YMR213W
YHR165C	YPL213W
YHR166C	YOR249C
YHR172W	YLR212C
YHR197W	YLL034C
YHR197W	YLR002C
YHR197W	YMR049C
YHR197W	YMR290C
YHR197W	YNL002C
YHR197W	YNR053C
YHR197W	YOL077C
YHR197W	YOR272W
YHR216W	YLR432W
YHR216W	YML056C
YHR216W	YMR142C
YIL021W	YOR151C
YIL021W	YOR210W
YIL021W	YPR187W
YIL035C	YIL084C
YIL035C	YKL088W
YIL035C	YML069W
YIL035C	YOL145C
YIL035C	YOR039W
YIL061C	YKL012W
YIL061C	YPL178W
YIL061C	YPR057W
YIL076W	YNL287W
YIL076W	YPL010W
YIL084C	YMR263W
YIL084C	YNL330C
YIL084C	YOL004W
YIL084C	YPL181W
YIL084C	YPR023C
YIL093C	YJR101W
YIL093C	YJR113C
YIL093C	YKL155C
YIL093C	YMR158W
YIL093C	YMR188C
YIL093C	YNL081C
YIL093C	YNL137C
YIL093C	YNR037C
YIL093C	YOR158W
YIL093C	YPL118W
YIL098C	YJL180C
YIL103W	YKL191W
YIL133C	YJL190C
YIL133C	YJR145C
YIL133C	YKL180W
YIL133C	YLR029C
YIL133C	YLR197W
YIL133C	YLR340W
YIL133C	YLR441C
YIL133C	YLR448W
YIL133C	YMR142C
YIL133C	YMR290C
YIL133C	YNL132W
YIL133C	YOL077C
YIL133C	YOL120C
YIL133C	YOR204W
YIL133C	YPL131W
YIL142W	YOR281C
YIL143C	YOR352W
YIR008C	YKL045W
YIR008C	YNL102W
YIR009W	YPL213W
YJL011C	YKL144C
YJL011C	YKR025W
YJL011C	YOR116C
YJL011C	YOR207C
YJL011C	YPR187W
YJL041W	YMR047C
YJL148W	YOR210W
YJL148W	YPR187W
YJL190C	YJR145C
YJL190C	YKL180W
YJL190C	YLR029C
YJL190C	YLR150W
YJL190C	YLR197W
YJL190C	YLR340W
YJL190C	YLR441C
YJL190C	YLR448W
YJL190C	YMR230W
YJL190C	YOR204W
YJL190C	YPL131W
YJL190C	YPL146C
YJL208C	YKR079C
YJR005W	YOL062C
YJR041C	YKL014C
YJR076C	YLR314C
YJR077C	YLR342W
YJR101W	YJR113C
YJR101W	YKL155C
YJR101W	YMR158W
YJR101W	YMR188C
YJR101W	YNL081C
YJR101W	YNL137C
YJR101W	YNR037C
YJR101W	YOR158W
YJR101W	YOR204W
YJR101W	YPL118W
YJR113C	YKL155C
YJR113C	YMR158W
YJR113C	YMR188C
YJR113C	YNL081C
YJR113C	YNL137C
YJR113C	YNR037C
YJR113C	YOR158W
YJR113C	YPL118W
YJR140C	YOR038C
YJR145C	YLR029C
YJR145C	YLR150W
YJR145C	YLR186W
YJR145C	YLR197W
YJR145C	YLR441C
YJR145C	YML056C
YJR145C	YMR229C
YJR145C	YMR290C
YJR145C	YNL132W
YJR145C	YNL308C
YJR145C	YOL120C
YJR145C	YOR204W
YJR145C	YPL012W
YJR145C	YPL090C
YJR145C	YPL131W
YJR145C	YPL220W
YKL003C	YPL118W
YKL014C	YMR290C
YKL029C	YKL104C
YKL029C	YMR012W
YKL045W	YNL102W
YKL060C	YLR044C
YKL060C	YOL086C
YKL078W	YNL186W
YKL080W	YOR332W
YKL081W	YLR249W
YKL088W	YML016C
YKL088W	YOR039W
YKL104C	YOR151C
YKL122C	YML105C
YKL122C	YPR088C
YKL144C	YKR025W
YKL144C	YOR116C
YKL144C	YOR207C
YKL144C	YPR187W
YKL155C	YMR158W
YKL155C	YMR188C
YKL155C	YNL137C
YKL155C	YNR037C
YKL155C	YOR158W
YKL155C	YOR204W
YKL155C	YPL118W
YKL167C	YLR312W-A
YKL167C	YMR193W
YKL167C	YNL252C
YKL180W	YLR029C
YKL180W	YLR287C-A
YKL180W	YLR340W
YKL180W	YLR406C
YKL180W	YLR441C
YKL180W	YLR448W
YKL180W	YMR142C
YKL180W	YNL132W
YKL180W	YPL220W
YKR002W	YPR107C
YKR008W	YML127W
YKR008W	YMR033W
YKR008W	YMR091C
YKR025W	YOR116C
YKR025W	YOR207C
YKR025W	YOR210W
YKR025W	YPR187W
YKR026C	YPL237W
YKR027W	YMR237W
YKR068C	YOR115C
YLL002W	YNL246W
YLL010C	YOR043W
YLL034C	YLR002C
YLL034C	YLR449W
YLL034C	YMR049C
YLL034C	YMR290C
YLL034C	YNL002C
YLL034C	YOL077C
YLL034C	YOR272W
YLL036C	YLR424W
YLL036C	YMR213W
YLL036C	YPL213W
YLR002C	YLR029C
YLR002C	YLR449W
YLR002C	YMR049C
YLR002C	YMR290C
YLR002C	YNL002C
YLR002C	YOL077C
YLR002C	YOR272W
YLR002C	YPL131W
YLR029C	YLR196W
YLR029C	YLR287C-A
YLR029C	YLR340W
YLR029C	YLR432W
YLR029C	YLR448W
YLR029C	YMR229C
YLR029C	YMR290C
YLR029C	YNL002C
YLR029C	YNL132W
YLR029C	YOL077C
YLR029C	YOL120C
YLR029C	YOR204W
YLR029C	YPL090C
YLR029C	YPL131W
YLR029C	YPL220W
YLR044C	YLR249W
YLR044C	YOL086C
YLR074C	YLR325C
YLR074C	YNR053C
YLR150W	YLR448W
YLR150W	YNL112W
YLR186W	YLR197W
YLR186W	YNL132W
