YAL007C	YML012W
YBR122C	YKR006C
YBR122C	YKR085C
YBR122C	YML025C
YBR122C	YMR024W
YBR122C	YMR193W
YBR122C	YNL005C
YBR122C	YNL252C
YBR122C	YOR150W
YBR127C	YDL185W
YBR127C	YEL051W
YBR135W	YDL155W
YBR135W	YKR091W
YBR135W	YPL256C
YBR142W	YGL076C
YBR142W	YJR145C
YBR142W	YLL008W
YBR142W	YLR029C
YBR142W	YML073C
YBR142W	YMR049C
YBR142W	YMR229C
YBR142W	YMR290C
YBR142W	YOR063W
YBR142W	YOR272W
YBR142W	YPL131W
YBR142W	YPL198W
YBR142W	YPL211W
YBR146W	YDR036C
YBR146W	YDR175C
YBR146W	YDR337W
YBR146W	YDR347W
YBR146W	YER050C
YBR146W	YGR084C
YBR146W	YGR165W
YBR146W	YGR215W
YBR146W	YHL004W
YBR146W	YIL093C
YBR146W	YJR101W
YBR146W	YKL003C
YBR146W	YKL155C
YBR146W	YMR158W
YBR146W	YMR188C
YBR146W	YNL081C
YBR146W	YNL306W
YBR146W	YNR037C
YBR146W	YOR204W
YBR146W	YPL013C
YBR146W	YPL118W
YBR154C	YDL115C
YBR154C	YDL140C
YBR154C	YDL150W
YBR154C	YDR404C
YBR154C	YGL070C
YBR154C	YGR005C
YBR154C	YGR063C
YBR154C	YIL021W
YBR154C	YJL011C
YBR154C	YJL140W
YBR154C	YJL148W
YBR154C	YOL005C
YBR154C	YOR116C
YBR154C	YOR151C
YBR154C	YOR210W
YBR154C	YOR341W
YBR154C	YPR010C
YBR154C	YPR190C
YBR211C	YDR254W
YBR211C	YGR179C
YBR211C	YLR315W
YBR211C	YLR381W
YBR221C	YGR193C
YBR221C	YNL071W
YBR245C	YCR052W
YBR245C	YDR303C
YBR245C	YFR037C
YBR245C	YGL133W
YBR245C	YIL126W
YBR245C	YKR008W
YBR245C	YLR357W
YBR245C	YMR091C
YBR245C	YOL017W
YBR254C	YDR108W
YBR254C	YDR246W
YBR254C	YDR407C
YBR254C	YGR166W
YBR254C	YKR068C
YBR254C	YML077W
YBR254C	YMR218C
YCL016C	YHR191C
YCL024W	YDR507C
YCL037C	YGL120C
YCL037C	YGR162W
YCL037C	YJL190C
YCL037C	YJR145C
YCL037C	YML056C
YCL037C	YMR230W
YCL037C	YMR290C
YCL037C	YPL131W
YCL059C	YDL148C
YCL059C	YDL213C
YCL059C	YHR148W
YCL059C	YJR145C
YCL059C	YLR197W
YCL059C	YMR128W
YCL059C	YMR229C
YCL059C	YMR290C
YCL059C	YNL132W
YCR002C	YDL225W
YCR002C	YHR107C
YCR002C	YJR076C
YCR002C	YLR314C
YCR028C-A	YJL173C
YCR028C-A	YNL312W
YCR035C	YDL111C
YCR035C	YGR158C
YCR035C	YGR195W
YCR035C	YHR069C
YCR035C	YOL021C
YCR035C	YOL142W
YCR035C	YOR001W
YCR046C	YCR071C
YCR046C	YDR322W
YCR046C	YDR462W
YCR046C	YGR220C
YCR046C	YJL063C
YCR046C	YKL167C
YCR046C	YKR006C
YCR046C	YKR085C
YCR046C	YML025C
YCR046C	YMR024W
YCR046C	YMR193W
YCR046C	YNL005C
YCR046C	YNL252C
YCR046C	YOR150W
YCR052W	YDR303C
YCR052W	YFR037C
YCR052W	YIL126W
YCR052W	YKR008W
YCR052W	YLR357W
YCR052W	YML127W
YCR052W	YMR091C
YCR052W	YPR034W
YCR057C	YDL148C
YCR057C	YDR064W
YCR057C	YGR090W
YCR057C	YHR148W
YCR057C	YJL069C
YCR057C	YJL109C
YCR057C	YJR145C
YCR057C	YLR197W
YCR057C	YMR128W
YCR057C	YNL132W
YCR057C	YOR145C
YCR057C	YPR137W
YCR060W	YPL235W
YCR071C	YDR322W
YCR071C	YDR405W
YCR071C	YDR462W
YCR071C	YGR220C
YCR071C	YJL063C
YCR071C	YKL167C
YCR071C	YKR006C
YCR071C	YKR085C
YCR071C	YML025C
YCR071C	YMR024W
YCR071C	YMR193W
YCR071C	YNL005C
YCR071C	YNL252C
YCR071C	YOR150W
YCR077C	YDL160C
YCR077C	YDR378C
YCR077C	YER112W
YCR077C	YHR165C
YCR077C	YJL124C
YCR077C	YLR147C
YCR077C	YLR438C-A
YCR077C	YPR082C
YCR081W	YER022W
YCR081W	YGL025C
YCR081W	YGL151W
YCR081W	YHR041C
YCR081W	YHR058C
YCR081W	YPL042C
YCR093W	YNR052C
YDL042C	YDR227W
YDL044C	YLR139C
YDL045W-A	YDR175C
YDL045W-A	YIL093C
YDL045W-A	YNL306W
YDL047W	YFR040W
YDL047W	YGR161C
YDL053C	YHR121W
YDL060W	YDR064W
YDL060W	YER074W
YDL060W	YGR054W
YDL060W	YJR145C
YDL060W	YNL207W
YDL060W	YPL204W
YDL075W	YDL082W
YDL075W	YDR064W
YDL075W	YDR382W
YDL075W	YDR418W
YDL075W	YDR471W
YDL075W	YER006W
YDL075W	YER074W
YDL075W	YFR031C-A
YDL075W	YFR032C-A
YDL075W	YGL030W
YDL075W	YGL076C
YDL075W	YGL103W
YDL075W	YGR103W
YDL075W	YJL177W
YDL075W	YJL190C
YDL075W	YLR029C
YDL075W	YLR075W
YDL075W	YLR287C-A
YDL075W	YLR340W
YDL075W	YLR367W
YDL075W	YLR448W
YDL075W	YML073C
YDL075W	YMR194W
YDL075W	YOL040C
YDL075W	YOR063W
YDL075W	YPL090C
YDL075W	YPL131W
YDL075W	YPL198W
YDL075W	YPL220W
YDL075W	YPR067W
YDL082W	YDR064W
YDL082W	YDR382W
YDL082W	YDR418W
YDL082W	YDR471W
YDL082W	YER074W
YDL082W	YFR031C-A
YDL082W	YFR032C-A
YDL082W	YGL030W
YDL082W	YGL031C
YDL082W	YGL076C
YDL082W	YGL103W
YDL082W	YGR103W
YDL082W	YHL033C
YDL082W	YHR010W
YDL082W	YHR216W
YDL082W	YJL177W
YDL082W	YJL190C
YDL082W	YJR145C
YDL082W	YLR029C
YDL082W	YLR075W
YDL082W	YLR287C-A
YDL082W	YLR340W
YDL082W	YLR448W
YDL082W	YML073C
YDL082W	YMR194W
YDL082W	YMR290C
YDL082W	YNL178W
YDL082W	YOL120C
YDL082W	YOR063W
YDL082W	YOR272W
YDL082W	YPL090C
YDL082W	YPL198W
YDL082W	YPL220W
YDL084W	YHR167W
YDL084W	YML062C
YDL084W	YNL004W
YDL090C	YKL019W
YDL102W	YJR043C
YDL111C	YGR158C
YDL111C	YGR195W
YDL111C	YHR069C
YDL111C	YOL021C
YDL111C	YOL142W
YDL111C	YOR001W
YDL115C	YDL140C
YDL115C	YDR404C
YDL115C	YGL070C
YDL115C	YGR005C
YDL115C	YIL021W
YDL115C	YJL140W
YDL115C	YOL005C
YDL115C	YOR151C
YDL115C	YOR210W
YDL131W	YDL182W
YDL134C	YDL188C
YDL140C	YDR404C
YDL140C	YGL070C
YDL140C	YGR005C
YDL140C	YGR063C
YDL140C	YIL021W
YDL140C	YJL140W
YDL140C	YOL005C
YDL140C	YOR151C
YDL140C	YOR210W
YDL145C	YER122C
YDL145C	YFR051C
YDL145C	YGL137W
YDL145C	YIL076W
YDL145C	YNL287W
YDL148C	YDR064W
YDL148C	YGR090W
YDL148C	YHR148W
YDL148C	YJL109C
YDL148C	YJR145C
YDL148C	YLR197W
YDL148C	YMR128W
YDL148C	YMR229C
YDL148C	YNL132W
YDL148C	YOR310C
YDL150W	YJL011C
YDL150W	YOR116C
YDL150W	YOR210W
YDL150W	YPR190C
YDL156W	YJL173C
YDL156W	YNL312W
YDL160C	YDR378C
YDL160C	YER112W
YDL160C	YJL124C
YDL160C	YPR082C
YDL175C	YJL050W
YDL185W	YEL051W
YDL225W	YHR107C
YDL225W	YJR076C
YDL225W	YLR314C
YDR013W	YJL072C
YDR013W	YOL146W
YDR027C	YDR484W
YDR028C	YDR477W
YDR028C	YER027C
YDR028C	YGL115W
YDR036C	YDR175C
YDR036C	YDR337W
YDR036C	YDR347W
YDR036C	YGR084C
YDR036C	YHL004W
YDR036C	YIL093C
YDR036C	YJR101W
YDR036C	YKL155C
YDR036C	YMR188C
YDR036C	YNL306W
YDR036C	YPL118W
YDR062W	YMR296C
YDR064W	YDR382W
YDR064W	YDR418W
YDR064W	YDR471W
YDR064W	YER074W
YDR064W	YFR031C-A
YDR064W	YGL030W
YDR064W	YGL103W
YDR064W	YGL120C
YDR064W	YGR054W
YDR064W	YGR090W
YDR064W	YHR148W
YDR064W	YJL177W
YDR064W	YJL190C
YDR064W	YJR145C
YDR064W	YLR029C
YDR064W	YLR075W
YDR064W	YLR197W
YDR064W	YLR264W
YDR064W	YLR287C-A
YDR064W	YLR367W
YDR064W	YLR448W
YDR064W	YML026C
YDR064W	YML073C
YDR064W	YMR128W
YDR064W	YMR194W
YDR064W	YMR230W
YDR064W	YNL132W
YDR064W	YNL178W
YDR064W	YNL207W
YDR064W	YOL040C
YDR064W	YOR063W
YDR064W	YOR145C
YDR064W	YOR310C
YDR064W	YPL081W
YDR064W	YPL090C
YDR064W	YPL131W
YDR064W	YPL198W
YDR064W	YPL220W
YDR087C	YER006W
YDR087C	YFL002C
YDR087C	YKL009W
YDR087C	YLL008W
YDR087C	YMR049C
YDR087C	YMR290C
YDR087C	YOR206W
YDR087C	YOR272W
YDR087C	YPL211W
YDR087C	YPR016C
YDR091C	YLR192C
YDR091C	YMR146C
YDR091C	YMR309C
YDR097C	YOL090W
YDR108W	YDR246W
YDR108W	YDR407C
YDR108W	YKR068C
YDR108W	YML077W
YDR108W	YMR218C
YDR141C	YNL297C
YDR148C	YIL125W
YDR167W	YDR448W
YDR167W	YGL066W
YDR167W	YGR252W
YDR167W	YGR274C
YDR167W	YLR055C
YDR167W	YML098W
YDR167W	YMR223W
YDR167W	YMR227C
YDR167W	YMR236W
YDR167W	YPL254W
YDR175C	YDR337W
YDR175C	YDR347W
YDR175C	YGR084C
YDR175C	YGR165W
YDR175C	YGR215W
YDR175C	YHL004W
YDR175C	YIL093C
YDR175C	YJR101W
YDR175C	YKL155C
YDR175C	YMR158W
YDR175C	YMR188C
YDR175C	YNL081C
YDR175C	YNL306W
YDR175C	YNR037C
YDR175C	YPL013C
YDR175C	YPL118W
YDR228C	YHR216W
YDR228C	YOR250C
YDR246W	YDR407C
YDR246W	YGR166W
YDR246W	YKR068C
YDR246W	YML077W
YDR246W	YMR218C
YDR254W	YGR179C
YDR254W	YLR315W
YDR254W	YLR381W
YDR267C	YIL128W
YDR289C	YOR048C
YDR295C	YNL021W
YDR295C	YPR179C
YDR301W	YGR156W
YDR301W	YJR093C
YDR301W	YLR277C
YDR301W	YNL317W
YDR301W	YPR107C
YDR303C	YFR037C
YDR303C	YIL126W
YDR303C	YKR008W
YDR303C	YLR357W
YDR303C	YML127W
YDR303C	YMR091C
YDR303C	YPR034W
YDR322W	YDR405W
YDR322W	YDR462W
YDR322W	YGR220C
YDR322W	YJL063C
YDR322W	YKL167C
YDR322W	YKR006C
YDR322W	YKR085C
YDR322W	YML025C
YDR322W	YMR024W
YDR322W	YMR193W
YDR322W	YNL005C
YDR322W	YNL252C
YDR322W	YNL284C
YDR322W	YOR150W
YDR325W	YFR031C
YDR337W	YDR347W
YDR337W	YGR084C
YDR337W	YGR165W
YDR337W	YGR215W
YDR337W	YHL004W
YDR337W	YIL093C
YDR337W	YJR101W
YDR337W	YKL155C
YDR337W	YMR158W
YDR337W	YMR188C
YDR337W	YNL306W
YDR337W	YNR037C
YDR337W	YPL013C
YDR337W	YPL118W
YDR347W	YGR084C
YDR347W	YGR165W
YDR347W	YGR215W
YDR347W	YHL004W
YDR347W	YIL093C
YDR347W	YJR101W
YDR347W	YKL155C
YDR347W	YMR158W
YDR347W	YMR188C
YDR347W	YNL306W
YDR347W	YNR037C
YDR347W	YPL013C
YDR347W	YPL118W
YDR362C	YGR047C
YDR362C	YPL007C
YDR364C	YLR117C
YDR364C	YPR101W
YDR365C	YNR054C
YDR378C	YER029C
YDR378C	YER112W
YDR378C	YHR165C
YDR378C	YJL124C
YDR378C	YLR147C
YDR378C	YPR082C
YDR382W	YDR418W
YDR382W	YDR471W
YDR382W	YER074W
YDR382W	YFR031C-A
YDR382W	YFR032C-A
YDR382W	YGL030W
YDR382W	YGL076C
YDR382W	YGL103W
YDR382W	YJL177W
YDR382W	YJL190C
YDR382W	YLR029C
YDR382W	YLR075W
YDR382W	YLR287C-A
YDR382W	YLR340W
YDR382W	YLR448W
YDR382W	YML073C
YDR382W	YMR194W
YDR382W	YOL039W
YDR382W	YOR063W
YDR382W	YPL131W
YDR382W	YPL220W
YDR394W	YER012W
YDR394W	YFR010W
YDR394W	YFR052W
YDR394W	YGL048C
YDR394W	YGR232W
YDR394W	YHR027C
YDR394W	YHR200W
YDR394W	YIL075C
YDR394W	YPR108W
YDR404C	YGL070C
YDR404C	YGR005C
YDR404C	YGR063C
YDR404C	YIL021W
YDR404C	YJL140W
YDR404C	YOL005C
YDR404C	YOR151C
YDR404C	YOR210W
YDR405W	YGR076C
YDR405W	YKL167C
YDR405W	YKR006C
YDR405W	YML025C
YDR405W	YMR024W
YDR405W	YNL005C
YDR407C	YGR166W
YDR407C	YKR068C
YDR407C	YML077W
YDR407C	YMR218C
YDR418W	YDR471W
YDR418W	YFR031C-A
YDR418W	YGL030W
YDR418W	YGL076C
YDR418W	YGL103W
YDR418W	YGL123W
YDR418W	YHL033C
YDR418W	YHR010W
YDR418W	YJL177W
YDR418W	YJL190C
YDR418W	YLR075W
YDR418W	YLR150W
YDR418W	YLR340W
YDR418W	YLR448W
YDR418W	YML073C
YDR418W	YMR194W
YDR418W	YNL178W
YDR418W	YOR063W
YDR418W	YPL131W
YDR418W	YPL220W
YDR422C	YDR477W
YDR422C	YER027C
YDR422C	YGL115W
YDR429C	YLR192C
YDR429C	YMR146C
YDR429C	YMR309C
YDR429C	YOR204W
YDR429C	YOR361C
YDR448W	YGL066W
YDR448W	YGL151W
YDR448W	YGR252W
YDR448W	YGR274C
YDR448W	YHR041C
YDR448W	YHR058C
YDR448W	YHR099W
YDR448W	YLR055C
YDR448W	YMR223W
YDR448W	YMR236W
YDR448W	YPL254W
YDR462W	YGR220C
YDR462W	YJL063C
YDR462W	YKL167C
YDR462W	YKR006C
YDR462W	YKR085C
YDR462W	YML025C
YDR462W	YMR024W
YDR462W	YNL005C
YDR462W	YNL252C
YDR462W	YNL284C
YDR462W	YOR150W
YDR469W	YHR119W
YDR471W	YER006W
YDR471W	YER074W
YDR471W	YFR031C-A
YDR471W	YFR032C-A
YDR471W	YGL030W
YDR471W	YGL031C
YDR471W	YGL076C
YDR471W	YGL103W
YDR471W	YHL033C
YDR471W	YJL177W
YDR471W	YJL190C
YDR471W	YJR145C
YDR471W	YLR029C
YDR471W	YLR075W
YDR471W	YLR150W
YDR471W	YLR287C-A
YDR471W	YLR344W
YDR471W	YLR406C
YDR471W	YLR448W
YDR471W	YML073C
YDR471W	YMR194W
YDR471W	YMR290C
YDR471W	YNL112W
YDR471W	YNL178W
YDR471W	YOL040C
YDR471W	YOR063W
YDR471W	YPL090C
YDR471W	YPL198W
YDR471W	YPL211W
YDR471W	YPL220W
YDR477W	YER027C
YDR477W	YGL115W
YDR477W	YGL208W
YDR478W	YHR062C
YDR478W	YNL221C
YDR502C	YLR180W
YEL003W	YLR200W
YEL003W	YML094W
YEL003W	YNL153C
YEL015W	YOL149W
YEL018W	YGR002C
YEL018W	YHR090C
YEL018W	YHR099W
YEL018W	YNL107W
YEL018W	YNL136W
YEL018W	YPR023C
YEL022W	YER110C
YEL022W	YJR077C
YEL022W	YMR012W
YEL036C	YGR132C
YEL036C	YGR231C
YEL036C	YJL183W
YEL036C	YPL050C
YEL056W	YNL031C
YEL056W	YPL001W
YER006W	YER126C
YER006W	YFL002C
YER006W	YGL030W
YER006W	YGR103W
YER006W	YGR245C
YER006W	YHR010W
YER006W	YHR197W
YER006W	YKL009W
YER006W	YLL008W
YER006W	YLR106C
YER006W	YLR276C
YER006W	YLR325C
YER006W	YLR406C
YER006W	YLR449W
YER006W	YMR049C
YER006W	YMR290C
YER006W	YNR053C
YER006W	YOR063W
YER006W	YOR206W
YER006W	YOR272W
YER006W	YPL131W
YER006W	YPL198W
YER006W	YPL211W
YER006W	YPR016C
YER012W	YFR050C
YER012W	YFR052W
YER012W	YJL001W
YER012W	YPR108W
YER017C	YMR089C
YER018C	YIL144W
YER022W	YGL025C
YER022W	YGL151W
YER022W	YHR041C
YER022W	YHR058C
YER022W	YPL042C
YER025W	YKR026C
YER025W	YLR291C
YER025W	YMR146C
YER025W	YMR309C
YER025W	YOR260W
YER027C	YGL115W
YER029C	YER112W
YER029C	YGL120C
YER029C	YGR074W
YER029C	YGR075C
YER029C	YHR086W
YER029C	YHR165C
YER029C	YIR009W
YER029C	YJL203W
YER029C	YKL012W
YER029C	YLR117C
YER029C	YLR147C
YER029C	YOR159C
YER029C	YPR082C
YER029C	YPR101W
YER043C	YFL028C
YER050C	YPL118W
YER074W	YFR031C-A
YER074W	YFR032C-A
YER074W	YGL030W
YER074W	YGL076C
YER074W	YGL103W
YER074W	YHL033C
YER074W	YJL177W
YER074W	YJL190C
YER074W	YJR145C
YER074W	YLR029C
YER074W	YLR075W
YER074W	YLR150W
YER074W	YLR287C-A
YER074W	YLR340W
YER074W	YLR448W
YER074W	YML073C
YER074W	YMR194W
YER074W	YNL178W
YER074W	YOL040C
YER074W	YOR063W
YER074W	YPL090C
YER074W	YPL198W
YER104W	YJL173C
YER104W	YNL312W
YER110C	YLR335W
YER110C	YPR174C
YER112W	YHR165C
YER112W	YJL124C
YER112W	YLR147C
YER112W	YLR438C-A
YER112W	YPR082C
YER122C	YGL137W
YER122C	YNL287W
YER126C	YGR245C
YER126C	YHR197W
YER126C	YKL009W
YER126C	YLR325C
YER126C	YMR049C
YER126C	YMR290C
YER126C	YNR053C
YER126C	YOR063W
YER126C	YPR016C
YER131W	YLR150W
YER131W	YLR435W
YER131W	YMR194W
YER148W	YGR274C
YER157W	YGL005C
YER157W	YGR120C
YER157W	YML071C
YER164W	YIL035C
YER164W	YOR039W
YFL002C	YGR103W
YFL002C	YHR197W
YFL002C	YKL009W
YFL002C	YLL008W
YFL002C	YLR449W
YFL002C	YMR049C
YFL002C	YMR290C
YFL002C	YOR063W
YFL002C	YOR206W
YFL002C	YOR272W
YFL002C	YPL131W
YFL002C	YPL211W
YFL002C	YPR016C
YFL013C	YGL150C
YFL013C	YPL235W
YFL017W-A	YGR074W
YFL017W-A	YLR147C
YFL022C	YLR060W
YFL034W	YHL019C
YFL049W	YNR023W
YFL049W	YPR034W
YFR010W	YFR052W
YFR010W	YGL048C
YFR010W	YGR232W
YFR010W	YHR027C
YFR010W	YHR200W
YFR010W	YIL075C
YFR010W	YPR108W
YFR024C-A	YNL243W
YFR031C	YLR272C
YFR031C-A	YGL030W
YFR031C-A	YGL031C
YFR031C-A	YGL076C
YFR031C-A	YGL103W
YFR031C-A	YGL123W
YFR031C-A	YHL033C
YFR031C-A	YHR010W
YFR031C-A	YJL177W
YFR031C-A	YJL190C
YFR031C-A	YJR145C
YFR031C-A	YLR029C
YFR031C-A	YLR075W
YFR031C-A	YLR150W
YFR031C-A	YLR287C-A
YFR031C-A	YLR340W
YFR031C-A	YLR344W
YFR031C-A	YLR367W
YFR031C-A	YLR448W
YFR031C-A	YML073C
YFR031C-A	YMR194W
YFR031C-A	YNL178W
YFR031C-A	YNL302C
YFR031C-A	YOL040C
YFR031C-A	YOL120C
YFR031C-A	YOR063W
YFR031C-A	YOR204W
YFR031C-A	YPL090C
YFR031C-A	YPL143W
YFR031C-A	YPL198W
YFR031C-A	YPL220W
YFR032C-A	YGL031C
YFR032C-A	YGL103W
YFR032C-A	YJL177W
YFR032C-A	YKL046C
YFR032C-A	YLR029C
YFR032C-A	YLR287C-A
YFR032C-A	YLR448W
YFR032C-A	YMR194W
YFR032C-A	YOL040C
YFR037C	YGL133W
YFR037C	YIL126W
YFR037C	YKR008W
YFR037C	YLR357W
YFR037C	YML127W
YFR037C	YMR091C
YFR037C	YPR034W
YFR050C	YJL001W
YFR051C	YGL137W
YFR051C	YIL076W
YFR051C	YNL287W
YFR052W	YGL048C
YFR052W	YGR232W
YFR052W	YHR027C
YFR052W	YHR200W
YFR052W	YIL075C
YFR052W	YPR108W
YGL005C	YGR120C
YGL005C	YML071C
YGL025C	YGL151W
YGL025C	YHR041C
YGL025C	YHR058C
YGL025C	YPL042C
YGL030W	YGL031C
YGL030W	YGL076C
YGL030W	YGL103W
YGL030W	YGR027C
YGL030W	YGR103W
YGL030W	YHL033C
YGL030W	YHR010W
YGL030W	YJL177W
YGL030W	YJL190C
YGL030W	YLR029C
YGL030W	YLR075W
YGL030W	YLR150W
YGL030W	YLR287C-A
YGL030W	YLR325C
YGL030W	YLR367W
YGL030W	YLR448W
YGL030W	YML073C
YGL030W	YMR194W
YGL030W	YNL132W
YGL030W	YOR063W
YGL030W	YOR204W
YGL030W	YPL220W
YGL030W	YPR016C
YGL031C	YGL076C
YGL031C	YGL103W
YGL031C	YGR214W
YGL031C	YHL033C
YGL031C	YJL177W
YGL031C	YLR075W
YGL031C	YML073C
YGL031C	YMR194W
YGL031C	YOR063W
YGL048C	YGR232W
YGL048C	YHR027C
YGL048C	YHR200W
YGL048C	YIL075C
YGL048C	YPR108W
YGL061C	YKR083C
YGL066W	YGR252W
YGL066W	YGR274C
YGL066W	YHR099W
YGL066W	YLR055C
YGL066W	YMR223W
YGL066W	YMR236W
YGL066W	YPL254W
YGL070C	YGR005C
YGL070C	YGR063C
YGL070C	YIL021W
YGL070C	YJL140W
YGL070C	YOL005C
YGL070C	YOR151C
YGL070C	YOR210W
YGL076C	YGL103W
YGL076C	YGR103W
YGL076C	YHL033C
YGL076C	YJL177W
YGL076C	YJL190C
YGL076C	YJR145C
YGL076C	YLR029C
YGL076C	YLR075W
YGL076C	YLR448W
YGL076C	YML056C
YGL076C	YML073C
YGL076C	YMR194W
YGL076C	YMR290C
YGL076C	YNL132W
YGL076C	YNL178W
YGL076C	YOL120C
YGL076C	YOR063W
YGL076C	YOR206W
YGL076C	YPL198W
YGL076C	YPL220W
YGL092W	YGL100W
YGL092W	YKL057C
YGL100W	YKL057C
YGL103W	YGL123W
YGL103W	YHL033C
YGL103W	YHR010W
YGL103W	YJL177W
YGL103W	YJL190C
YGL103W	YJR145C
YGL103W	YLR029C
