YAL003W	YGR285C
YBR079C	YMR309C
YBR079C	YOR096W
YBR079C	YPL081W
YBR084W	YFR031C-A
YBR084W	YHR010W
YBR084W	YLR075W
YBR087W	YJR068W
YBR087W	YNL290W
YBR095C	YIL084C
YBR095C	YMR075W
YBR095C	YNL330C
YBR095C	YOL004W
YBR095C	YPL181W
YBR095C	YPR023C
YBR105C	YDL082W
YBR105C	YMR135C
YBR119W	YDR235W
YBR119W	YER029C
YBR119W	YGR013W
YBR119W	YGR074W
YBR119W	YIL061C
YBR119W	YKL012W
YBR119W	YLR147C
YBR119W	YPL178W
YBR119W	YPR057W
YBR122C	YCR046C
YBR122C	YDR116C
YBR122C	YDR237W
YBR122C	YDR296W
YBR122C	YDR322W
YBR122C	YDR405W
YBR122C	YKL167C
YBR122C	YKR006C
YBR122C	YKR085C
YBR122C	YLR439W
YBR122C	YMR024W
YBR122C	YMR193W
YBR122C	YNL005C
YBR122C	YOR150W
YBR123C	YDR362C
YBR127C	YEL051W
YBR142W	YGL076C
YBR142W	YGR085C
YBR142W	YJR145C
YBR142W	YLL045C
YBR142W	YML073C
YBR142W	YMR229C
YBR142W	YMR290C
YBR142W	YOR272W
YBR142W	YPL198W
YBR143C	YDR172W
YBR146W	YDR041W
YBR146W	YDR337W
YBR146W	YDR347W
YBR146W	YER050C
YBR146W	YGR215W
YBR146W	YJR113C
YBR146W	YKL003C
YBR146W	YKL155C
YBR146W	YMR158W
YBR146W	YNL306W
YBR146W	YNR037C
YBR146W	YOR158W
YBR146W	YOR204W
YBR146W	YPL013C
YBR146W	YPL118W
YBR152W	YER029C
YBR152W	YGR091W
YBR152W	YOR308C
YBR152W	YPR178W
YBR160W	YDL155W
YBR160W	YPL256C
YBR169C	YDR349C
YBR171W	YLR292C
YBR171W	YPL094C
YBR175W	YKL018W
YBR191W	YCR031C
YBR191W	YDL075W
YBR191W	YDL082W
YBR191W	YDR418W
YBR191W	YFR031C-A
YBR191W	YGL030W
YBR191W	YGR085C
YBR191W	YHL033C
YBR191W	YJL177W
YBR191W	YKL180W
YBR191W	YLR448W
YBR191W	YML073C
YBR191W	YMR194W
YBR191W	YNL096C
YBR191W	YNL178W
YBR191W	YOL127W
YBR211C	YDR254W
YBR211C	YDR383C
YBR211C	YLR381W
YBR245C	YDR190C
YBR245C	YFR013W
YBR245C	YFR037C
YBR245C	YGL133W
YBR245C	YKR001C
YBR245C	YKR008W
YBR245C	YLR357W
YBR245C	YOL017W
YBR245C	YOR207C
YBR247C	YDL060W
YBR247C	YDR064W
YBR247C	YDR449C
YBR247C	YJR002W
YBR247C	YJR145C
YBR247C	YKL143W
YBR247C	YNL178W
YBR247C	YOR096W
YBR247C	YPL204W
YBR254C	YGR166W
YBR254C	YKR068C
YBR254C	YOR115C
YBR258C	YKL018W
YBR260C	YGR196C
YBR282W	YCR046C
YBR282W	YDR116C
YBR282W	YDR237W
YBR282W	YDR296W
YBR282W	YDR322W
YBR282W	YLR439W
YBR282W	YMR024W
YBR282W	YMR193W
YBR282W	YNL005C
YCL011C	YCL037C
YCL011C	YDL084W
YCL011C	YDR064W
YCL011C	YGL049C
YCL011C	YGL120C
YCL011C	YGL173C
YCL011C	YGR162W
YCL011C	YHL034C
YCL011C	YJR145C
YCL011C	YLL045C
YCL011C	YML062C
YCL011C	YOL139C
YCL011C	YOR204W
YCL011C	YPL081W
YCL024W	YDR507C
YCL037C	YGL049C
YCL037C	YGL120C
YCL037C	YGL173C
YCL037C	YGR162W
YCL037C	YHL034C
YCL037C	YJR145C
YCL037C	YML056C
YCL037C	YMR230W
YCL037C	YMR290C
YCL037C	YOL139C
YCL037C	YOR096W
YCL043C	YHR204W
YCL059C	YDL213C
YCL059C	YER082C
YCL059C	YJR002W
YCL059C	YJR145C
YCL059C	YLR197W
YCL059C	YMR229C
YCL059C	YMR290C
YCR002C	YHR107C
YCR002C	YJR076C
YCR002C	YLR314C
YCR031C	YDL075W
YCR031C	YDL082W
YCR031C	YDR064W
YCR031C	YDR418W
YCR031C	YFR031C-A
YCR031C	YGL030W
YCR031C	YGL076C
YCR031C	YGR085C
YCR031C	YHL015W
YCR031C	YHL033C
YCR031C	YIL133C
YCR031C	YJL177W
YCR031C	YJL191W
YCR031C	YKL180W
YCR031C	YLL045C
YCR031C	YLR075W
YCR031C	YLR150W
YCR031C	YLR448W
YCR031C	YML073C
YCR031C	YMR194W
YCR031C	YNL096C
YCR031C	YNL178W
YCR031C	YNL302C
YCR031C	YOL127W
YCR031C	YOR096W
YCR031C	YOR204W
YCR046C	YDR116C
YCR046C	YDR237W
YCR046C	YDR296W
YCR046C	YDR322W
YCR046C	YKL167C
YCR046C	YKR006C
YCR046C	YKR085C
YCR046C	YLR439W
YCR046C	YMR024W
YCR046C	YMR193W
YCR046C	YNL005C
YCR046C	YOR150W
YCR073W-A	YER133W
YCR081W	YDR308C
YCR081W	YGL025C
YCR081W	YHR041C
YCR081W	YHR058C
YCR081W	YNL236W
YCR081W	YOR174W
YCR081W	YPL042C
YDL003W	YFL008W
YDL003W	YJL074C
YDL013W	YOR259C
YDL042C	YJL076W
YDL045W-A	YJR113C
YDL045W-A	YNL306W
YDL051W	YGR162W
YDL051W	YML105C
YDL051W	YNL262W
YDL051W	YPL243W
YDL051W	YPR088C
YDL060W	YDR064W
YDL060W	YJR145C
YDL060W	YKL143W
YDL060W	YOR096W
YDL060W	YPL204W
YDL075W	YDL082W
YDL075W	YDR064W
YDL075W	YDR101C
YDL075W	YDR418W
YDL075W	YER006W
YDL075W	YFR031C-A
YDL075W	YGL030W
YDL075W	YGL076C
YDL075W	YGR085C
YDL075W	YIL133C
YDL075W	YJL177W
YDL075W	YKL180W
YDL075W	YLL045C
YDL075W	YLR075W
YDL075W	YLR367W
YDL075W	YLR448W
YDL075W	YML073C
YDL075W	YMR194W
YDL075W	YNL096C
YDL075W	YOL127W
YDL075W	YOR096W
YDL075W	YPL198W
YDL075W	YPL220W
YDL075W	YPR067W
YDL082W	YDR064W
YDL082W	YDR418W
YDL082W	YFR031C-A
YDL082W	YGL030W
YDL082W	YGL076C
YDL082W	YGR085C
YDL082W	YHL033C
YDL082W	YHR010W
YDL082W	YIL133C
YDL082W	YJL177W
YDL082W	YJL191W
YDL082W	YJR145C
YDL082W	YKL180W
YDL082W	YLL045C
YDL082W	YLR075W
YDL082W	YLR448W
YDL082W	YML073C
YDL082W	YMR194W
YDL082W	YMR290C
YDL082W	YNL096C
YDL082W	YNL178W
YDL082W	YOL120C
YDL082W	YOL127W
YDL082W	YOR096W
YDL082W	YOR272W
YDL082W	YPL093W
YDL082W	YPL198W
YDL082W	YPL220W
YDL084W	YML062C
YDL102W	YJR006W
YDL111C	YNL232W
YDL111C	YOL021C
YDL111C	YPR189W
YDL115C	YDL140C
YDL115C	YGL070C
YDL115C	YGR005C
YDL115C	YGR186W
YDL115C	YOL005C
YDL115C	YOR151C
YDL134C	YML109W
YDL140C	YER139C
YDL140C	YGL070C
YDL140C	YGR005C
YDL140C	YGR186W
YDL140C	YOL005C
YDL140C	YOR151C
YDL143W	YDR188W
YDL143W	YGL195W
YDL150W	YDR045C
YDL150W	YKL144C
YDL150W	YNL151C
YDL150W	YOR116C
YDL150W	YOR207C
YDL150W	YPR110C
YDL150W	YPR190C
YDL175C	YNL251C
YDL208W	YHR089C
YDL208W	YMR310C
YDR013W	YOL146W
YDR016C	YDR201W
YDR016C	YGL061C
YDR028C	YER133W
YDR028C	YGL115W
YDR041W	YDR337W
YDR041W	YDR347W
YDR041W	YER050C
YDR041W	YGR215W
YDR041W	YJR113C
YDR041W	YKL155C
YDR041W	YMR158W
YDR041W	YNL306W
YDR041W	YNR037C
YDR041W	YOR158W
YDR041W	YOR204W
YDR041W	YPL013C
YDR041W	YPL118W
YDR045C	YKL144C
YDR045C	YNL151C
YDR045C	YOR116C
YDR045C	YOR207C
YDR045C	YPR190C
YDR064W	YDR418W
YDR064W	YDR449C
YDR064W	YER082C
YDR064W	YFR031C-A
YDR064W	YGL030W
YDR064W	YGL120C
YDR064W	YGR085C
YDR064W	YHL015W
YDR064W	YHL034C
YDR064W	YIL133C
YDR064W	YJL177W
YDR064W	YJL191W
YDR064W	YJR002W
YDR064W	YJR145C
YDR064W	YKL180W
YDR064W	YLL045C
YDR064W	YLR075W
YDR064W	YLR197W
YDR064W	YLR264W
YDR064W	YLR367W
YDR064W	YLR448W
YDR064W	YML026C
YDR064W	YML073C
YDR064W	YMR116C
YDR064W	YMR194W
YDR064W	YMR230W
YDR064W	YNL096C
YDR064W	YNL178W
YDR064W	YOL127W
YDR064W	YOR096W
YDR064W	YOR310C
YDR064W	YPL081W
YDR064W	YPL198W
YDR064W	YPL220W
YDR064W	YPR189W
YDR101C	YER006W
YDR101C	YGL030W
YDR101C	YGR245C
YDR101C	YKR081C
YDR101C	YLL045C
YDR101C	YLR106C
YDR101C	YPL093W
YDR116C	YDR237W
YDR116C	YDR296W
YDR116C	YDR322W
YDR116C	YDR405W
YDR116C	YKL167C
YDR116C	YKR006C
YDR116C	YKR085C
YDR116C	YLR439W
YDR116C	YMR024W
YDR116C	YMR193W
YDR116C	YNL005C
YDR116C	YOR150W
YDR156W	YJL148W
YDR156W	YOR341W
YDR156W	YPR110C
YDR167W	YGR252W
YDR167W	YGR274C
YDR167W	YMR005W
YDR167W	YMR223W
YDR167W	YMR227C
YDR167W	YMR236W
YDR174W	YJL177W
YDR188W	YFR009W
YDR188W	YKL104C
YDR190C	YDR334W
YDR190C	YFL013C
YDR190C	YLR385C
YDR190C	YPL235W
YDR201W	YGL061C
YDR201W	YGR113W
YDR201W	YKR083C
YDR211W	YER025W
YDR211W	YJR007W
YDR211W	YKR026C
YDR211W	YOR260W
YDR224C	YGL133W
YDR224C	YLR357W
YDR224C	YOR116C
YDR228C	YOR250C
YDR231C	YNL192W
YDR235W	YER029C
YDR235W	YGR013W
YDR235W	YGR074W
YDR235W	YIL061C
YDR235W	YKL012W
YDR235W	YLR147C
YDR235W	YPL178W
YDR237W	YDR296W
YDR237W	YDR322W
YDR237W	YDR405W
YDR237W	YKL167C
YDR237W	YKR006C
YDR237W	YKR085C
YDR237W	YLR439W
YDR237W	YMR024W
YDR237W	YMR193W
YDR237W	YNL005C
YDR237W	YNL284C
YDR237W	YOR150W
YDR238C	YER122C
YDR238C	YIL076W
YDR238C	YNL287W
YDR238C	YPL010W
YDR245W	YGR132C
YDR245W	YGR231C
YDR245W	YJL183W
YDR245W	YLR342W
YDR254W	YDR383C
YDR254W	YLR381W
YDR255C	YMR135C
YDR279W	YNL072W
YDR296W	YDR322W
YDR296W	YDR405W
YDR296W	YKL167C
YDR296W	YKR006C
YDR296W	YKR085C
YDR296W	YLR439W
YDR296W	YMR024W
YDR296W	YMR193W
YDR296W	YNL005C
YDR296W	YOR150W
YDR301W	YER133W
YDR301W	YKL018W
YDR301W	YLR115W
YDR301W	YLR277C
YDR308C	YGL025C
YDR308C	YHR041C
YDR308C	YHR058C
YDR308C	YNL236W
YDR308C	YOR174W
YDR308C	YPL042C
YDR322W	YDR405W
YDR322W	YKL167C
YDR322W	YKR006C
YDR322W	YKR085C
YDR322W	YLR439W
YDR322W	YMR024W
YDR322W	YMR193W
YDR322W	YNL005C
YDR322W	YNL284C
YDR322W	YOR150W
YDR334W	YLR385C
YDR334W	YPL235W
YDR337W	YDR347W
YDR337W	YGR215W
YDR337W	YJR113C
YDR337W	YKL155C
YDR337W	YMR158W
YDR337W	YNL306W
YDR337W	YNR037C
YDR337W	YOR158W
YDR337W	YPL013C
YDR337W	YPL118W
YDR347W	YGR215W
YDR347W	YJR113C
YDR347W	YKL155C
YDR347W	YMR158W
YDR347W	YNL306W
YDR347W	YNR037C
YDR347W	YOR158W
YDR347W	YPL013C
YDR347W	YPL118W
YDR361C	YPL208W
YDR364C	YDR416W
YDR364C	YER172C
YDR364C	YPR101W
YDR378C	YER029C
YDR378C	YER112W
YDR378C	YER146W
YDR378C	YER172C
YDR378C	YGL173C
YDR378C	YGR091W
YDR378C	YHR165C
YDR378C	YJL124C
YDR378C	YLR147C
YDR378C	YMR268C
YDR378C	YOR308C
YDR378C	YPR178W
YDR398W	YEL055C
YDR405W	YGR076C
YDR405W	YKL167C
YDR405W	YKR006C
YDR405W	YLR439W
YDR405W	YMR024W
YDR405W	YNL005C
YDR416W	YER172C
YDR416W	YGL120C
YDR416W	YGL128C
YDR416W	YHR165C
YDR416W	YJR050W
YDR416W	YLR424W
YDR416W	YPL213W
YDR416W	YPR101W
YDR418W	YFR031C-A
YDR418W	YGL030W
YDR418W	YGL076C
YDR418W	YGR085C
YDR418W	YHL033C
YDR418W	YHR010W
YDR418W	YIL133C
YDR418W	YJL177W
YDR418W	YKL180W
YDR418W	YLL045C
YDR418W	YLR075W
YDR418W	YLR150W
YDR418W	YLR448W
YDR418W	YML073C
YDR418W	YMR194W
YDR418W	YNL178W
YDR418W	YOL127W
YDR418W	YOR096W
YDR418W	YPL220W
YDR449C	YER082C
YDR449C	YGL171W
YDR449C	YJR002W
YDR449C	YJR145C
YDR449C	YKR060W
YDR449C	YLR197W
YDR449C	YNL075W
YDR449C	YOR096W
YDR478W	YHR062C
YDR489W	YOL146W
YDR498C	YGL098W
YDR498C	YLR268W
YDR498C	YLR440C
YDR498C	YNL258C
YDR498C	YOR075W
YDR502C	YLR180W
YDR517W	YIL109C
YEL002C	YGL022W
YEL003W	YJL179W
YEL003W	YNL153C
YEL018W	YHR099W
YEL018W	YPR023C
YEL051W	YOR332W
YEL058W	YNL218W
YER006W	YGL030W
YER006W	YGR085C
YER006W	YGR245C
YER006W	YHR010W
YER006W	YKR081C
YER006W	YLL045C
YER006W	YLR002C
YER006W	YLR106C
YER006W	YLR325C
YER006W	YLR406C
YER006W	YMR290C
YER006W	YOL127W
YER006W	YOR206W
YER006W	YOR272W
YER006W	YPL093W
YER006W	YPL198W
YER007C-A	YJR014W
YER012W	YGR135W
YER017C	YMR089C
YER025W	YJR007W
YER025W	YKR026C
YER025W	YLR215C
YER025W	YMR146C
YER025W	YMR309C
YER025W	YOR260W
YER029C	YER112W
YER029C	YER172C
YER029C	YGL120C
YER029C	YGL128C
YER029C	YGR013W
YER029C	YGR074W
YER029C	YGR091W
YER029C	YHR165C
YER029C	YIL061C
YER029C	YKL012W
YER029C	YLR147C
YER029C	YLR424W
YER029C	YOR308C
YER029C	YPL213W
YER029C	YPR101W
YER029C	YPR178W
YER043C	YFL028C
YER050C	YOR158W
YER050C	YPL118W
YER082C	YJR002W
YER082C	YKR060W
YER082C	YLR197W
YER082C	YOR096W
YER107C	YJL061W
YER107C	YMR047C
YER111C	YLR182W
YER112W	YER146W
YER112W	YER172C
YER112W	YGL173C
YER112W	YGR091W
YER112W	YHR165C
YER112W	YJL124C
YER112W	YLR147C
YER112W	YLR438C-A
YER112W	YOR308C
YER112W	YPR178W
YER122C	YNL287W
YER129W	YGL115W
YER133W	YKL018W
YER133W	YLR115W
YER133W	YLR277C
YER133W	YMR311C
YER146W	YGL173C
YER146W	YHR165C
YER146W	YJL124C
YER146W	YPR178W
YER157W	YGL223C
YER157W	YGR120C
YER157W	YML071C
YER157W	YNL041C
YER164W	YGL019W
YER164W	YIL035C
YER164W	YOR061W
YER165W	YGL049C
YER165W	YGL120C
YER165W	YGR162W
YER165W	YHL034C
YER165W	YOL139C
YER172C	YGL120C
YER172C	YGL128C
YER172C	YGR013W
YER172C	YGR074W
YER172C	YGR091W
YER172C	YHR165C
YER172C	YJL124C
YER172C	YLR147C
YER172C	YLR424W
YER172C	YOR308C
YER172C	YPL213W
YER172C	YPR101W
YER172C	YPR178W
YFL008W	YJL074C
YFL013C	YPL235W
YFL049W	YHL025W
YFL049W	YNR023W
YFL049W	YPL016W
YFR009W	YGL195W
YFR009W	YKL104C
YFR009W	YLR180W
YFR013W	YGL133W
YFR031C-A	YGL030W
YFR031C-A	YGL076C
YFR031C-A	YGR085C
YFR031C-A	YHL033C
YFR031C-A	YHR010W
YFR031C-A	YIL133C
YFR031C-A	YJL177W
YFR031C-A	YJL191W
YFR031C-A	YJR145C
YFR031C-A	YKL180W
YFR031C-A	YLL045C
YFR031C-A	YLR075W
YFR031C-A	YLR150W
YFR031C-A	YLR344W
YFR031C-A	YLR367W
YFR031C-A	YLR448W
YFR031C-A	YML073C
YFR031C-A	YMR194W
YFR031C-A	YNL096C
YFR031C-A	YNL178W
YFR031C-A	YNL302C
YFR031C-A	YOL120C
YFR031C-A	YOL127W
YFR031C-A	YOR096W
YFR031C-A	YOR204W
YFR031C-A	YPL198W
YFR031C-A	YPL220W
YFR037C	YGL133W
YFR037C	YKR001C
YFR037C	YKR008W
YFR037C	YLR357W
YFR037C	YML127W
YGL019W	YGL244W
YGL019W	YIL035C
YGL019W	YLR418C
YGL019W	YOR061W
YGL019W	YOR123C
YGL022W	YJL002C
YGL025C	YHR041C
YGL025C	YHR058C
YGL025C	YNL236W
YGL025C	YOR174W
YGL025C	YPL042C
YGL030W	YGL076C
YGL030W	YGR085C
YGL030W	YHL033C
YGL030W	YHR010W
YGL030W	YIL133C
YGL030W	YJL177W
YGL030W	YKL180W
YGL030W	YLL045C
YGL030W	YLR075W
YGL030W	YLR150W
YGL030W	YLR325C
YGL030W	YLR367W
YGL030W	YLR448W
YGL030W	YML073C
YGL030W	YMR194W
YGL030W	YOL127W
YGL030W	YOR096W
YGL030W	YOR204W
YGL030W	YPL093W
YGL030W	YPL220W
YGL049C	YGL173C
YGL049C	YGR162W
YGL049C	YHL034C
YGL049C	YIR001C
YGL049C	YNL251C
YGL049C	YOL139C
YGL061C	YGR113W
YGL061C	YKR083C
YGL070C	YGR005C
YGL070C	YGR186W
YGL070C	YOL005C
YGL070C	YOR151C
YGL076C	YGR085C
YGL076C	YHL033C
YGL076C	YIL133C
YGL076C	YJL177W
YGL076C	YJR145C
YGL076C	YKL180W
YGL076C	YKR081C
YGL076C	YLL045C
YGL076C	YLR002C
YGL076C	YLR075W
YGL076C	YLR448W
YGL076C	YML056C
YGL076C	YML073C
YGL076C	YMR194W
YGL076C	YMR290C
YGL076C	YNL178W
YGL076C	YOL120C
YGL076C	YOL127W
YGL076C	YOR096W
YGL076C	YOR206W
YGL076C	YPL093W
YGL076C	YPL198W
YGL076C	YPL220W
YGL092W	YGL100W
YGL097W	YLR293C
YGL098W	YLR268W
YGL098W	YLR440C
YGL098W	YNL258C
YGL098W	YOR075W
YGL120C	YGL128C
YGL120C	YGL173C
YGL120C	YGR159C
YGL120C	YHR165C
YGL120C	YJR145C
YGL120C	YLR197W
YGL120C	YLR424W
YGL120C	YNL224C
YGL120C	YOR096W
YGL120C	YOR310C
YGL120C	YPR101W
YGL125W	YPL023C
YGL128C	YHR165C
YGL128C	YLR424W
YGL128C	YPR101W
YGL133W	YJL065C
YGL133W	YKR001C
YGL172W	YGR119C
YGL173C	YGR162W
YGL173C	YHL034C
YGL173C	YJL124C
YGL173C	YJR145C
YGL173C	YML056C
YGL173C	YMR290C
YGL173C	YOL139C
YGL173C	YPR140W
YGL173C	YPR178W
YGL195W	YIL094C
YGL195W	YKL104C
YGL195W	YLR180W
YGL195W	YOR136W
YGL200C	YML012W
YGL223C	YGR120C
YGL223C	YML071C
YGL223C	YNL041C
YGL233W	YIL068C
YGL233W	YJL085W
YGL244W	YIL035C
YGL244W	YLR418C
YGL244W	YOR061W
YGL244W	YOR123C
YGR005C	YGR186W
YGR005C	YOL005C
YGR005C	YOR151C
YGR013W	YGR074W
YGR013W	YHR165C
YGR013W	YIL061C
YGR013W	YKL012W
YGR013W	YLR147C
YGR013W	YPL178W
YGR013W	YPR057W
YGR013W	YPR178W
YGR074W	YGR091W
YGR074W	YHR165C
YGR074W	YIL061C
YGR074W	YKL012W
YGR074W	YLR147C
YGR074W	YOR308C
YGR074W	YPL213W
YGR074W	YPR057W
YGR074W	YPR178W
YGR085C	YHL015W
YGR085C	YHL033C
YGR085C	YIL133C
YGR085C	YJL177W
YGR085C	YJR145C
YGR085C	YKL180W
YGR085C	YKR081C
YGR085C	YLL045C
YGR085C	YLR075W
YGR085C	YLR150W
YGR085C	YLR367W
YGR085C	YLR448W
YGR085C	YML073C
YGR085C	YMR194W
YGR085C	YMR290C
YGR085C	YNL096C
YGR085C	YNL112W
YGR085C	YNL178W
YGR085C	YOL127W
YGR085C	YOR096W
YGR085C	YOR204W
YGR085C	YPL093W
YGR085C	YPL198W
YGR085C	YPL220W
YGR091W	YHR165C
YGR091W	YJL124C
YGR091W	YLR147C
YGR091W	YLR424W
YGR091W	YOR308C
YGR091W	YPL213W
YGR091W	YPR178W
YGR120C	YML071C
YGR120C	YNL041C
YGR124W	YPR145W
YGR132C	YGR231C
YGR132C	YJL183W
YGR134W	YJR011C
YGR134W	YNR052C
YGR162W	YHL034C
YGR162W	YJL138C
YGR162W	YOL139C
YGR162W	YOR204W
YGR166W	YKR068C
YGR166W	YOR115C
YGR186W	YOL005C
YGR186W	YOR151C
YGR200C	YMR312W
YGR200C	YPL086C
YGR200C	YPL101W
YGR214W	YLR048W
YGR215W	YJR113C
YGR215W	YKL003C
YGR215W	YKL155C
YGR215W	YMR158W
YGR215W	YNL306W
YGR215W	YNR037C
YGR215W	YOR158W
YGR215W	YPL118W
YGR231C	YJL183W
YGR231C	YLR342W
YGR232W	YOR259C
YGR233C	YNL138W
YGR233C	YOL001W
YGR233C	YPL031C
YGR240C	YLR180W
YGR245C	YLR106C
YGR245C	YPL093W
YGR252W	YHR041C
YGR252W	YHR099W
YGR252W	YMR223W
YGR252W	YMR227C
YGR252W	YMR236W
YGR252W	YNL236W
YGR274C	YMR005W
YGR274C	YMR227C
YGR274C	YMR236W
YGR285C	YPR189W
YHL011C	YKL181W
YHL015W	YKL180W
YHL015W	YML073C
YHL015W	YMR230W
YHL015W	YNL178W
YHL015W	YOR096W
YHL025W	YNR023W
YHL025W	YPL016W
YHL029C	YNL099C
YHL033C	YIL133C
YHL033C	YJL177W
YHL033C	YJR145C
YHL033C	YKL180W
YHL033C	YLL045C
YHL033C	YLR075W
YHL033C	YLR448W
YHL033C	YML073C
YHL033C	YMR194W
YHL033C	YNL178W
YHL033C	YOL127W
YHL033C	YOR096W
YHL033C	YPL198W
YHL033C	YPL220W
YHL034C	YJR145C
YHL034C	YLL045C
