YAL007C	YGL200C
YCR035C	YOL142W
YCR035C	YOR001W
YCR035C	YOR076C
YCR052W	YIL126W
YCR052W	YLR321C
YCR052W	YLR357W
YCR052W	YMR033W
YCR052W	YMR091C
YCR052W	YPR034W
YCR057C	YDL014W
YCR057C	YDL148C
YCR057C	YDR324C
YCR057C	YDR449C
YCR057C	YGR090W
YCR057C	YGR128C
YCR057C	YHR148W
YCR057C	YHR196W
YCR057C	YJR002W
YCR057C	YLR129W
YCR057C	YLR197W
YCR057C	YNL132W
YCR057C	YPL126W
YCR057C	YPL217C
YCR057C	YPR144C
YCR063W	YDL209C
YCR063W	YGL128C
YCR063W	YHR165C
YCR063W	YLL036C
YCR063W	YML049C
YCR063W	YMR213W
YCR063W	YPR101W
YCR072C	YDR101C
YCR072C	YER126C
YCR072C	YKL009W
YCR072C	YLR074C
YCR072C	YLR106C
YCR072C	YLR325C
YCR072C	YNR053C
YCR072C	YPL093W
YCR077C	YDR378C
YCR077C	YDR473C
YCR077C	YER146W
YCR077C	YER172C
YCR077C	YHR165C
YCR077C	YLR275W
YCR077C	YNL147W
YCR079W	YOR323C
YCR093W	YNL288W
YDL002C	YDR190C
YDL002C	YER092W
YDL002C	YFL013C
YDL002C	YLR052W
YDL002C	YNL215W
YDL002C	YPL129W
YDL002C	YPL235W
YDL005C	YDR308C
YDL005C	YGL151W
YDL005C	YHR041C
YDL005C	YNL236W
YDL005C	YOR174W
YDL005C	YPR168W
YDL007W	YDL147W
YDL007W	YDR394W
YDL007W	YFR052W
YDL007W	YGL048C
YDL007W	YGR232W
YDL007W	YHL030W
YDL007W	YHR027C
YDL007W	YIL075C
YDL007W	YKL145W
YDL007W	YLR421C
YDL007W	YMR314W
YDL014W	YDL082W
YDL014W	YDL083C
YDL014W	YDL148C
YDL014W	YDR060W
YDL014W	YDR324C
YDL014W	YDR449C
YDL014W	YDR496C
YDL014W	YGL030W
YDL014W	YGL120C
YDL014W	YGR090W
YDL014W	YGR128C
YDL014W	YHR148W
YDL014W	YJL033W
YDL014W	YJR002W
YDL014W	YLL008W
YDL014W	YLL045C
YDL014W	YLR029C
YDL014W	YLR075W
YDL014W	YLR129W
YDL014W	YLR197W
YDL014W	YMR229C
YDL014W	YNL069C
YDL014W	YNL132W
YDL014W	YOR063W
YDL014W	YOR096W
YDL014W	YOR206W
YDL014W	YOR310C
YDL014W	YPL012W
YDL014W	YPL126W
YDL014W	YPL131W
YDL014W	YPL198W
YDL014W	YPL217C
YDL014W	YPR144C
YDL043C	YHR165C
YDL043C	YLR275W
YDL043C	YML049C
YDL043C	YMR125W
YDL043C	YMR240C
YDL043C	YOR319W
YDL043C	YPL213W
YDL044C	YLR139C
YDL045W-A	YIL093C
YDL045W-A	YNL306W
YDL047W	YJL098W
YDL047W	YKR028W
YDL053C	YHR121W
YDL055C	YNL149C
YDL075W	YDL082W
YDL075W	YDL083C
YDL075W	YDR101C
YDL075W	YDR418W
YDL075W	YDR471W
YDL075W	YER074W
YDL075W	YGL030W
YDL075W	YGL076C
YDL075W	YGR103W
YDL075W	YJL177W
YDL075W	YJR123W
YDL075W	YKL180W
YDL075W	YLL045C
YDL075W	YLR029C
YDL075W	YLR075W
YDL075W	YLR340W
YDL075W	YLR367W
YDL075W	YLR448W
YDL075W	YMR194W
YDL075W	YNL069C
YDL075W	YNL110C
YDL075W	YNL301C
YDL075W	YOL040C
YDL075W	YOL127W
YDL075W	YOR063W
YDL075W	YOR096W
YDL075W	YPL012W
YDL075W	YPL090C
YDL075W	YPL131W
YDL075W	YPL198W
YDL075W	YPR067W
YDL077C	YDR080W
YDL077C	YLR148W
YDL082W	YDL083C
YDL082W	YDR418W
YDL082W	YDR471W
YDL082W	YER074W
YDL082W	YGL030W
YDL082W	YGL076C
YDL082W	YGR103W
YDL082W	YHR216W
YDL082W	YJL177W
YDL082W	YJR123W
YDL082W	YKL172W
YDL082W	YKL180W
YDL082W	YLL045C
YDL082W	YLR029C
YDL082W	YLR075W
YDL082W	YLR340W
YDL082W	YLR441C
YDL082W	YLR448W
YDL082W	YMR194W
YDL082W	YNL069C
YDL082W	YNL110C
YDL082W	YNL178W
YDL082W	YNL301C
YDL082W	YOL041C
YDL082W	YOL120C
YDL082W	YOL127W
YDL082W	YOR063W
YDL082W	YOR096W
YDL082W	YOR272W
YDL082W	YPL090C
YDL082W	YPL093W
YDL082W	YPL198W
YDL083C	YDR418W
YDL083C	YDR471W
YDL083C	YER074W
YDL083C	YER131W
YDL083C	YGL030W
YDL083C	YGL076C
YDL083C	YGL120C
YDL083C	YGL123W
YDL083C	YGR118W
YDL083C	YHL015W
YDL083C	YJL177W
YDL083C	YJR123W
YDL083C	YKL180W
YDL083C	YLL045C
YDL083C	YLR029C
YDL083C	YLR075W
YDL083C	YLR340W
YDL083C	YLR441C
YDL083C	YLR448W
YDL083C	YMR194W
YDL083C	YMR230W
YDL083C	YNL069C
YDL083C	YNL178W
YDL083C	YNL301C
YDL083C	YOL040C
YDL083C	YOL127W
YDL083C	YOR063W
YDL083C	YOR096W
YDL083C	YPL081W
YDL083C	YPL131W
YDL084W	YML062C
YDL087C	YDR235W
YDL087C	YHR165C
YDL087C	YIL061C
YDL087C	YKL012W
YDL087C	YLR275W
YDL087C	YML046W
YDL087C	YML049C
YDL087C	YMR125W
YDL087C	YPL178W
YDL090C	YKL019W
YDL092W	YKL122C
YDL092W	YPR088C
YDL111C	YGR195W
YDL111C	YNL189W
YDL111C	YOL142W
YDL111C	YOR001W
YDL111C	YOR076C
YDL116W	YKL057C
YDL116W	YLR208W
YDL131W	YDL182W
YDL140C	YDR404C
YDL140C	YER139C
YDL140C	YGL043W
YDL140C	YGR005C
YDL140C	YGR186W
YDL140C	YIL021W
YDL140C	YJL140W
YDL140C	YML010W
YDL140C	YOR210W
YDL140C	YOR224C
YDL140C	YPL129W
YDL140C	YPR187W
YDL143W	YGL195W
YDL143W	YOR281C
YDL145C	YDR238C
YDL145C	YER122C
YDL145C	YPL010W
YDL147W	YDR394W
YDL147W	YFR052W
YDL147W	YGL048C
YDL147W	YGR232W
YDL147W	YHL030W
YDL147W	YHR027C
YDL147W	YIL075C
YDL147W	YKL145W
YDL147W	YLR421C
YDL147W	YOL117W
YDL148C	YDR324C
YDL148C	YDR449C
YDL148C	YGR090W
YDL148C	YGR128C
YDL148C	YHR148W
YDL148C	YJR002W
YDL148C	YLR129W
YDL148C	YLR197W
YDL148C	YMR229C
YDL148C	YNL132W
YDL148C	YOR096W
YDL148C	YOR310C
YDL148C	YPL012W
YDL148C	YPL126W
YDL148C	YPL217C
YDL148C	YPR144C
YDL150W	YDR045C
YDL150W	YKL144C
YDL150W	YKR025W
YDL150W	YNR003C
YDL150W	YOR116C
YDL150W	YOR207C
YDL150W	YOR210W
YDL150W	YOR224C
YDL150W	YPR110C
YDL150W	YPR187W
YDL150W	YPR190C
YDL156W	YJL173C
YDL175C	YLR430W
YDL175C	YNL251C
YDL195W	YLR208W
YDL208W	YMR310C
YDL209C	YDR416W
YDL209C	YER172C
YDL209C	YGL120C
YDL209C	YGL128C
YDL209C	YGR278W
YDL209C	YHR165C
YDL209C	YLL036C
YDL209C	YLR424W
YDL209C	YML049C
YDL209C	YMR125W
YDL209C	YMR213W
YDL209C	YPL213W
YDL209C	YPR101W
YDR001C	YDR099W
YDR001C	YER177W
YDR036C	YDR041W
YDR036C	YDR347W
YDR036C	YGR084C
YDR036C	YIL093C
YDR036C	YJR101W
YDR036C	YMR188C
YDR036C	YNL306W
YDR041W	YDR347W
YDR041W	YER050C
YDR041W	YGR084C
YDR041W	YIL093C
YDR041W	YJR101W
YDR041W	YMR188C
YDR041W	YNL306W
YDR041W	YNR037C
YDR041W	YPL013C
YDR045C	YKL144C
YDR045C	YKR025W
YDR045C	YNR003C
YDR045C	YOR116C
YDR045C	YOR207C
YDR045C	YOR224C
YDR045C	YPR190C
YDR060W	YDR496C
YDR060W	YGL076C
YDR060W	YGL111W
YDR060W	YGR103W
YDR060W	YHR052W
YDR060W	YKL172W
YDR060W	YLL008W
YDR060W	YLL045C
YDR060W	YLR002C
YDR060W	YLR029C
YDR060W	YLR276C
YDR060W	YMR049C
YDR060W	YMR229C
YDR060W	YNL301C
YDR060W	YOL041C
YDR060W	YOR063W
YDR060W	YOR206W
YDR060W	YOR272W
YDR060W	YPL012W
YDR060W	YPL093W
YDR060W	YPL131W
YDR060W	YPL211W
YDR073W	YOR290C
YDR080W	YLR148W
YDR099W	YER177W
YDR101C	YER126C
YDR101C	YGL030W
YDR101C	YGR103W
YDR101C	YHR052W
YDR101C	YKL009W
YDR101C	YLL045C
YDR101C	YLR106C
YDR101C	YNL110C
YDR101C	YNR053C
YDR101C	YOR063W
YDR101C	YPL093W
YDR101C	YPL211W
YDR116C	YDR237W
YDR116C	YDR296W
YDR116C	YDR322W
YDR116C	YDR405W
YDR116C	YDR462W
YDR116C	YGR220C
YDR116C	YJL063C
YDR116C	YKR006C
YDR116C	YML025C
YDR116C	YMR024W
YDR116C	YNL005C
YDR116C	YNL252C
YDR127W	YKL104C
YDR148C	YIL125W
YDR152W	YGR173W
YDR155C	YGL194C
YDR155C	YIL112W
YDR156W	YJR063W
YDR156W	YNL248C
YDR156W	YOR210W
YDR156W	YOR340C
YDR156W	YOR341W
YDR156W	YPR110C
YDR156W	YPR187W
YDR167W	YDR392W
YDR167W	YGL112C
YDR167W	YML098W
YDR167W	YMR005W
YDR167W	YMR227C
YDR167W	YMR236W
YDR167W	YPL011C
YDR167W	YPL254W
YDR170C	YLR342W
YDR171W	YNL085W
YDR171W	YPR035W
YDR174W	YJL177W
YDR190C	YDR334W
YDR190C	YER092W
YDR190C	YFL013C
YDR190C	YLR052W
YDR190C	YLR085C
YDR190C	YLR385C
YDR190C	YLR399C
YDR190C	YNL107W
YDR190C	YNL215W
YDR190C	YOR304W
YDR190C	YPL129W
YDR190C	YPL235W
YDR195W	YER133W
YDR195W	YGR156W
YDR195W	YKL018W
YDR195W	YKR002W
YDR195W	YLR115W
YDR195W	YLR277C
YDR195W	YLR448W
YDR195W	YPR107C
YDR202C	YDR328C
YDR211W	YJR007W
YDR211W	YKR026C
YDR211W	YOR260W
YDR211W	YPL237W
YDR224C	YGL133W
YDR224C	YIL126W
YDR224C	YLR357W
YDR224C	YOR116C
YDR224C	YOR304W
YDR224C	YPL082C
YDR235W	YIL061C
YDR235W	YKL012W
YDR235W	YLR275W
YDR235W	YML046W
YDR235W	YML049C
YDR235W	YMR125W
YDR235W	YPL178W
YDR237W	YDR296W
YDR237W	YDR322W
YDR237W	YDR405W
YDR237W	YDR462W
YDR237W	YGR220C
YDR237W	YJL063C
YDR237W	YKR006C
YDR237W	YML025C
YDR237W	YMR024W
YDR237W	YNL005C
YDR237W	YNL252C
YDR237W	YNL284C
YDR238C	YER122C
YDR238C	YPL010W
YDR254W	YDR383C
YDR254W	YJR135C
YDR254W	YLR315W
YDR254W	YLR381W
YDR254W	YPL018W
YDR255C	YIL017C
YDR292C	YKL154W
YDR295C	YPR179C
YDR296W	YDR322W
YDR296W	YDR405W
YDR296W	YDR462W
YDR296W	YGR220C
YDR296W	YJL063C
YDR296W	YKR006C
YDR296W	YML025C
YDR296W	YMR024W
YDR296W	YNL005C
YDR296W	YNL252C
YDR308C	YGL151W
YDR308C	YHR041C
YDR308C	YNL236W
YDR308C	YOR174W
YDR308C	YPR168W
YDR311W	YPR056W
YDR322W	YDR405W
YDR322W	YDR462W
YDR322W	YGR220C
YDR322W	YJL063C
YDR322W	YKR006C
YDR322W	YML025C
YDR322W	YMR024W
YDR322W	YNL005C
YDR322W	YNL252C
YDR322W	YNL284C
YDR324C	YDR449C
YDR324C	YEL055C
YDR324C	YGR090W
YDR324C	YGR128C
YDR324C	YHR148W
YDR324C	YHR196W
YDR324C	YJR002W
YDR324C	YLR129W
YDR324C	YLR197W
YDR324C	YNL132W
YDR324C	YPL126W
YDR324C	YPL217C
YDR324C	YPR144C
YDR328C	YMR258C
YDR334W	YLR085C
YDR334W	YLR385C
YDR334W	YLR399C
YDR334W	YNL107W
YDR334W	YPL235W
YDR347W	YGR084C
YDR347W	YIL093C
YDR347W	YJR101W
YDR347W	YMR188C
YDR347W	YNL306W
YDR347W	YNR037C
YDR347W	YPL013C
YDR349C	YLR430W
YDR353W	YHR106W
YDR359C	YEL018W
YDR359C	YFL024C
YDR359C	YHR090C
YDR359C	YML007W
YDR359C	YNL107W
YDR359C	YNL136W
YDR359C	YPR023C
YDR365C	YJL033W
YDR365C	YNR054C
YDR378C	YDR473C
YDR378C	YER146W
YDR378C	YER172C
YDR378C	YHR165C
YDR378C	YJR022W
YDR378C	YLR275W
YDR378C	YNL147W
YDR383C	YJR135C
YDR383C	YLR315W
YDR383C	YPL018W
YDR392W	YGL112C
YDR392W	YMR236W
YDR392W	YPL254W
YDR394W	YER012W
YDR394W	YFR052W
YDR394W	YGL048C
YDR394W	YGR232W
YDR394W	YHL030W
YDR394W	YHR027C
YDR394W	YIL075C
YDR394W	YJR109C
YDR394W	YKL145W
YDR394W	YLR421C
YDR394W	YMR314W
YDR404C	YGR005C
YDR404C	YGR186W
YDR404C	YIL021W
YDR404C	YJL140W
YDR404C	YML010W
YDR404C	YOR210W
YDR404C	YOR224C
YDR404C	YPL129W
YDR404C	YPR187W
YDR405W	YKR006C
YDR405W	YML025C
YDR405W	YMR024W
YDR405W	YNL005C
YDR407C	YDR472W
YDR407C	YKR068C
YDR416W	YER172C
YDR416W	YGL120C
YDR416W	YGL128C
YDR416W	YGR278W
YDR416W	YHR165C
YDR416W	YJR050W
YDR416W	YLL036C
YDR416W	YLR424W
YDR416W	YML049C
YDR416W	YMR213W
YDR416W	YPL213W
YDR416W	YPR101W
YDR418W	YDR471W
YDR418W	YGL030W
YDR418W	YGL076C
YDR418W	YGL123W
YDR418W	YJL177W
YDR418W	YJR123W
YDR418W	YKL180W
YDR418W	YLL045C
YDR418W	YLR075W
YDR418W	YLR150W
YDR418W	YLR340W
YDR418W	YLR441C
YDR418W	YLR448W
YDR418W	YMR194W
YDR418W	YNL069C
YDR418W	YNL178W
YDR418W	YOL127W
YDR418W	YOR063W
YDR418W	YOR096W
YDR418W	YPL131W
YDR422C	YDR477W
YDR422C	YER027C
YDR422C	YGL115W
YDR432W	YMR125W
YDR432W	YPL178W
YDR449C	YGR090W
YDR449C	YGR128C
YDR449C	YHR148W
YDR449C	YHR196W
YDR449C	YJR002W
YDR449C	YLR129W
YDR449C	YLR197W
YDR449C	YNL132W
YDR449C	YOR096W
YDR449C	YPL126W
YDR449C	YPL217C
YDR449C	YPR144C
YDR462W	YGR220C
YDR462W	YJL063C
YDR462W	YKR006C
YDR462W	YML025C
YDR462W	YMR024W
YDR462W	YNL005C
YDR462W	YNL252C
YDR462W	YNL284C
YDR469W	YKL018W
YDR469W	YLR015W
YDR471W	YDR496C
YDR471W	YER074W
YDR471W	YGL030W
YDR471W	YGL076C
YDR471W	YHL015W
YDR471W	YJL177W
YDR471W	YJR123W
YDR471W	YKL180W
YDR471W	YLL045C
YDR471W	YLR029C
YDR471W	YLR075W
YDR471W	YLR150W
YDR471W	YLR344W
YDR471W	YLR441C
YDR471W	YLR448W
YDR471W	YMR194W
YDR471W	YNL069C
YDR471W	YNL110C
YDR471W	YNL178W
YDR471W	YNL301C
YDR471W	YOL040C
YDR471W	YOL127W
YDR471W	YOR063W
YDR471W	YOR096W
YDR471W	YPL090C
YDR471W	YPL093W
YDR471W	YPL198W
YDR471W	YPL211W
YDR472W	YKR068C
YDR473C	YER146W
YDR473C	YER172C
YDR473C	YGR075C
YDR473C	YHR165C
YDR473C	YLR275W
YDR473C	YML049C
YDR473C	YMR240C
YDR473C	YNL147W
YDR473C	YOR159C
YDR477W	YER027C
YDR477W	YGL115W
YDR477W	YGL208W
YDR478W	YNL221C
YDR496C	YGL030W
YDR496C	YGL076C
YDR496C	YGL111W
YDR496C	YHR052W
YDR496C	YKL009W
YDR496C	YKL014C
YDR496C	YLL008W
YDR496C	YLL045C
YDR496C	YLR002C
YDR496C	YLR029C
YDR496C	YLR197W
YDR496C	YLR276C
YDR496C	YLR449W
YDR496C	YMR049C
YDR496C	YMR229C
YDR496C	YNL110C
YDR496C	YOL127W
YDR496C	YOR063W
YDR496C	YOR206W
YDR496C	YOR272W
YDR496C	YPL012W
YDR496C	YPL093W
YDR496C	YPL131W
YDR496C	YPL198W
YDR496C	YPL211W
YEL003W	YNL153C
YEL013W	YPR149W
YEL015W	YOL149W
YEL018W	YFL024C
YEL018W	YHR090C
YEL018W	YNL107W
YEL018W	YNL136W
YEL018W	YPR023C
YEL051W	YKL080W
YEL051W	YOR332W
YEL053C	YPR051W
YEL055C	YGR128C
YEL055C	YHR196W
YEL055C	YPL126W
YEL056W	YNL030W
YEL056W	YOL054W
YEL056W	YPL001W
YER012W	YER094C
YER012W	YFR052W
YER012W	YGR135W
YER012W	YMR314W
YER012W	YPR103W
YER017C	YMR089C
YER027C	YGL115W
YER071C	YIR003W
YER074W	YGL030W
YER074W	YGL076C
YER074W	YGR118W
YER074W	YJL177W
YER074W	YJR123W
YER074W	YKL180W
YER074W	YLL045C
YER074W	YLR029C
YER074W	YLR075W
YER074W	YLR150W
YER074W	YLR340W
YER074W	YLR441C
YER074W	YLR448W
YER074W	YMR194W
YER074W	YNL069C
YER074W	YNL178W
YER074W	YNL301C
YER074W	YOL040C
YER074W	YOL127W
YER074W	YOR063W
YER074W	YOR096W
YER074W	YPL090C
YER074W	YPL198W
YER086W	YGL245W
YER086W	YLR259C
YER086W	YOR133W
YER090W	YKL211C
YER092W	YFL013C
YER092W	YLR052W
YER092W	YPL129W
YER092W	YPL235W
YER094C	YGR135W
YER094C	YMR314W
YER094C	YPR103W
YER110C	YGL195W
YER110C	YJR123W
YER110C	YLR335W
YER110C	YLR441C
YER110C	YNL189W
YER110C	YPR174C
YER120W	YHL020C
YER126C	YKL009W
YER126C	YLR074C
YER126C	YLR325C
YER126C	YMR049C
YER126C	YNL110C
YER126C	YNR053C
YER126C	YOR063W
YER126C	YPL093W
YER131W	YLR150W
YER131W	YLR435W
YER131W	YMR194W
YER133W	YER177W
YER133W	YGR156W
YER133W	YKL018W
YER133W	YKR002W
YER133W	YLR115W
YER133W	YLR277C
YER133W	YPR107C
YER146W	YHR165C
YER146W	YJR022W
YER146W	YNL147W
YER148W	YGL112C
YER148W	YPL082C
YER149C	YLL021W
YER165W	YGL120C
YER165W	YGR162W
YER165W	YMR125W
YER165W	YOL139C
YER172C	YGL120C
YER172C	YGL128C
YER172C	YGR075C
YER172C	YGR278W
YER172C	YHR165C
YER172C	YLL036C
YER172C	YLR275W
YER172C	YLR424W
YER172C	YML046W
YER172C	YML049C
YER172C	YMR125W
YER172C	YMR213W
YER172C	YMR240C
YER172C	YNL147W
YER172C	YOR159C
YER172C	YPL213W
YER172C	YPR101W
YFL008W	YJL074C
YFL013C	YLR052W
YFL013C	YNL215W
YFL013C	YPL129W
YFL013C	YPL235W
YFL024C	YHR090C
YFL024C	YML007W
YFL024C	YNL107W
YFL024C	YNL136W
YFL024C	YPR023C
YFL037W	YGR218W
YFR001W	YHR052W
YFR001W	YLL008W
YFR001W	YLL045C
YFR001W	YLR002C
YFR001W	YOR063W
YFR001W	YPL093W
YFR002W	YGL172W
YFR009W	YGL195W
YFR009W	YKL104C
YFR031C	YLR272C
YFR052W	YGL048C
YFR052W	YGR232W
YFR052W	YHL030W
YFR052W	YHR027C
YFR052W	YIL075C
YFR052W	YKL145W
YFR052W	YLR421C
YFR052W	YMR314W
YGL005C	YGR120C
YGL005C	YML071C
YGL030W	YGL076C
YGL030W	YGR103W
YGL030W	YHR052W
YGL030W	YJL177W
YGL030W	YJR123W
YGL030W	YKL180W
YGL030W	YLL045C
YGL030W	YLR029C
YGL030W	YLR075W
YGL030W	YLR150W
YGL030W	YLR325C
YGL030W	YLR367W
YGL030W	YLR441C
YGL030W	YLR448W
YGL030W	YMR194W
YGL030W	YNL069C
YGL030W	YNL110C
YGL030W	YNL132W
YGL030W	YOL127W
YGL030W	YOR063W
YGL030W	YOR096W
YGL030W	YPL093W
YGL043W	YGR005C
YGL043W	YGR186W
YGL043W	YIL021W
YGL044C	YMR061W
YGL044C	YOR250C
YGL048C	YGR232W
YGL048C	YHL030W
YGL048C	YHR027C
YGL048C	YIL075C
YGL048C	YKL145W
YGL048C	YLR421C
YGL061C	YGR113W
YGL061C	YKR083C
YGL076C	YGL111W
YGL076C	YGR103W
YGL076C	YJL177W
YGL076C	YJR123W
YGL076C	YKL180W
YGL076C	YLL045C
YGL076C	YLR002C
YGL076C	YLR029C
YGL076C	YLR075W
YGL076C	YLR432W
YGL076C	YLR441C
YGL076C	YLR448W
YGL076C	YML056C
YGL076C	YMR194W
YGL076C	YNL069C
YGL076C	YNL132W
YGL076C	YNL178W
YGL076C	YNL301C
YGL076C	YOL041C
YGL076C	YOL120C
YGL076C	YOL127W
YGL076C	YOR063W
YGL076C	YOR096W
YGL076C	YOR206W
YGL076C	YPL093W
YGL076C	YPL198W
YGL086W	YJL030W
