YBL052C	P34218	134
YBL054W	P34219	135
YBL055C	P34220	136
YBL056W	P34221	137
YBL057C	P34222	138
YBL058W	P34223	139
YBL059W	P34224	140
YBL060W	P34225	141
YBL061C	P34226	142
YBL063W	P28742	143
YBL064C	P34227	144
YBL066C	P34228	145
YBL067C	P38187	146
YBL068W	P38063	147
YBL069W	P35183	148
YBL072C	P0CX39	149
YBL074C	P32357	150
YBL075C	P09435	151
YBL076C	P09436	152
YBL078C	P38182	153
YBL079W	P38181	154
YBL080C	P33893	155
YBL081W	P38180	156
YBL082C	P38179	157
YBL084C	P38042	158
YBL085W	P38041	159
YBL086C	P38177	160
YBL087C	P0CX41	161
YBL088C	P38110	162
YBL089W	P38176	163
YBL090W	P38175	164
YBL091C	P38174	165
YBL091C-A	Q6Q595	166
YBL092W	P38061	167
YBL093C	P25046	168
YBL095W	P38172	169
YBL097W	P38170	170
YBL099W	P07251	171
YBL101C	P38167	172
YBL102W	P38166	173
YBL103C	P38165	174
YBL104C	P38164	175
YBL105C	P24583	176
YBL106C	P38163	177
YBL107C	P38162	178
YBL112C	Q3E7Y4	179
YBR001C	P35172	180
YBR002C	P35196	181
YBR003W	P18900	182
YBR004C	P38211	183
YBR005W	P38212	184
YBR006W	P38067	185
YBR007C	P38213	186
YBR010W	P61830	187
YBR011C	P00817	188
YBR014C	P38068	189
YBR015C	P38069	190
YBR016W	P38216	191
YBR017C	P38217	192
YBR018C	P08431	193
YBR019C	P04397	194
YBR020W	P04385	195
YBR021W	P05316	196
YBR022W	P38218	197
YBR023C	P29465	198
YBR024W	P38072	199
YBR025C	P38219	200
YBR026C	P38071	201
YBR028C	P38070	202
YBR029C	P38221	203
YBR030W	P38222	204
YBR031W	P10664	205
YBR033W	P38073	206
YBR034C	P38074	207
YBR035C	P38075	208
YBR036C	P35206	209
YBR037C	P23833	210
YBR038W	P14180	211
YBR039W	P38077	212
YBR040W	P38224	213
YBR041W	P38225	214
YBR042C	P38226	215
YBR043C	P38227	216
YBR044C	P38228	217
YBR045C	P38229	218
YBR046C	P38230	219
YBR047W	P38231	220
YBR048W	P0CX48	221
YBR049C	P21538	222
YBR050C	P38232	223
YBR052C	P38234	224
YBR054W	P38079	225
YBR055C	P19735	226
YBR056W	P38081	227
YBR057C	P38236	228
YBR058C	P38237	229
YBR059C	P38080	230
YBR060C	P32833	231
YBR061C	P38238	232
YBR062C	P38239	233
YBR063C	P38083	234
YBR066C	P38082	235
YBR067C	P27654	236
YBR068C	P38084	237
YBR069C	P38085	238
YBR070C	P38242	239
YBR071W	P38243	240
YBR072W	P15992	241
YBR073W	P38086	242
YBR074W	P38244	243
YBR077C	P38247	244
YBR078W	P38248	245
YBR079C	P38249	246
YBR080C	P18759	247
YBR081C	P35177	248
YBR082C	P15731	249
YBR083W	P18412	250
YBR084W	P09440	251
YBR085W	P18238	252
YBR086C	P38250	253
YBR087W	P38251	254
YBR088C	P15873	255
YBR090C	P38253	256
YBR091C	P32830	257
YBR093C	P00635	258
YBR094W	P38254	259
YBR095C	P38255	260
YBR096W	P38256	261
YBR097W	P22219	262
YBR098W	P38257	263
YBR101C	P38260	264
YBR102C	P38261	265
YBR103W	P38262	266
YBR104W	P38087	267
YBR105C	P38263	268
YBR106W	P38264	269
YBR107C	P38265	270
YBR108W	P38266	271
YBR109C	P06787	272
YBR110W	P16661	273
YBR111C	Q01976	274
YBR112C	P14922	275
YBR114W	P31244	276
YBR115C	P07702	277
YBR117C	P33315	278
YBR119W	P32605	279
YBR120C	P07253	280
YBR121C	P38088	281
YBR123C	P32367	282
YBR125C	P38089	283
YBR126C	Q00764	284
YBR127C	P16140	285
YBR128C	P38270	286
YBR129C	P38271	287
YBR130C	P38272	288
YBR131W	P38273	289
YBR132C	P38090	290
YBR133C	P38274	291
YBR135W	P20486	292
YBR136W	P38111	293
YBR137W	P38276	294
YBR138C	P38277	295
YBR139W	P38109	296
YBR140C	P18963	297
YBR141C	P38278	298
YBR142W	P38112	299
YBR143C	P12385	300
YBR145W	P38113	301
YBR146W	P38120	302
YBR148W	P38280	303
YBR149W	P38115	304
YBR150C	P38114	305
YBR151W	P38281	306
YBR152W	P38282	307
YBR153W	P33312	308
YBR154C	P20434	309
YBR155W	P33313	310
YBR156C	P38283	311
YBR158W	P38285	312
YBR159W	P38286	313
YBR160W	P00546	314
YBR161W	P38287	315
YBR162C	P38288	316
YBR162W-A	P38374	317
YBR164C	P38116	318
YBR166C	P20049	319
YBR167C	P38291	320
YBR168W	P38292	321
YBR169C	P32590	322
YBR170C	P33755	323
YBR171W	P33754	324
YBR172C	P32909	325
YBR173C	P38293	326
YBR175W	P38123	327
YBR176W	P38122	328
YBR177C	P38295	329
YBR179C	P38297	330
YBR180W	P38125	331
YBR182C	P38128	332
YBR183W	P38298	333
YBR184W	P38299	334
YBR185C	P38300	335
YBR186W	P38126	336
YBR187W	P38301	337
YBR188C	P38302	338
YBR189W	P05755	339
YBR191W	Q02753	340
YBR192W	P38127	341
YBR193C	P38304	342
YBR194W	P38305	343
YBR195C	P13712	344
YBR196C	P12709	345
YBR197C	P38306	346
YBR198C	P38129	347
YBR199W	P38131	348
YBR200W	P29366	349
YBR201W	P38307	350
YBR202W	P38132	351
YBR203W	P38308	352
YBR205W	P38130	353
YBR207W	P38310	354
YBR208C	P32528	355
YBR210W	P38312	356
YBR211C	P38313	357
YBR214W	P38314	358
YBR215W	Q01448	359
YBR216C	P38315	360
YBR217W	P38316	361
YBR218C	P32327	362
YBR220C	P38318	363
YBR221C	P32473	364
YBR222C	P38137	365
YBR223C	P38319	366
YBR225W	P38321	367
YBR227C	P38323	368
YBR228W	P38324	369
YBR229C	P38138	370
YBR230C	P38325	371
YBR231C	P38326	372
YBR233W	P69850	373
YBR234C	P38328	374
YBR235W	P38329	375
YBR236C	P32783	376
YBR237W	P21372	377
YBR238C	P38330	378
YBR239C	P38140	379
YBR240C	P38141	380
YBR241C	P38142	381
YBR242W	P38331	382
YBR243C	P07286	383
YBR244W	P38143	384
YBR245C	P38144	385
YBR246W	P38332	386
YBR247C	P38333	387
YBR248C	P33734	388
YBR249C	P32449	389
YBR250W	P33757	390
YBR251W	P33759	391
YBR252W	P33317	392
YBR253W	P32570	393
YBR254C	P38334	394
YBR255W	P38335	395
YBR256C	P38145	396
YBR257W	P38336	397
YBR258C	P38337	398
YBR259W	P38338	399
YBR260C	P38339	400
YBR261C	P38340	401
YBR262C	P38341	402
YBR263W	P37292	403
YBR264C	P38146	404
YBR265W	P38342	405
YBR267W	P38344	406
YBR268W	P36532	407
YBR269C	P38345	408
YBR270C	P38346	409
YBR271W	P38347	410
YBR272C	P38348	411
YBR273C	P38349	412
YBR274W	P38147	413
YBR275C	P29539	414
YBR276C	P38148	415
YBR278W	P27344	416
YBR279W	P38351	417
YBR280C	P38352	418
YBR281C	P38149	419
YBR282W	P36526	420
YBR283C	P38353	421
YBR284W	P38150	422
YBR285W	P38354	423
YBR286W	P37302	424
YBR287W	P38355	425
YBR288C	P38153	426
YBR289W	P18480	427
YBR290W	P38356	428
YBR291C	P38152	429
YBR293W	P38358	430
YBR295W	P38360	431
YBR296C	P38361	432
YBR297W	P38157	433
YBR298C	P38156	434
YBR299W	P38158	435
YCL001W	P25560	436
YCL002C	P25565	437
YCL004W	P25578	438
YCL005W	Q3E7B6	439
YCL008C	P25604	440
YCL009C	P25605	441
YCL010C	P25554	442
YCL011C	P25555	443
YCL014W	P25558	444
YCL016C	P25559	445
YCL017C	P25374	446
YCL018W	P04173	447
YCL024W	P25389	448
YCL025C	P25376	449
YCL026C-A	P37261	450
YCL027W	P11710	451
YCL028W	P25367	452
YCL029C	P11709	453
YCL031C	P25368	454
YCL032W	P25344	455
YCL033C	P25566	456
YCL034W	P25369	457
YCL035C	P25373	458
YCL036W	P25370	459
YCL037C	P25567	460
YCL038C	P25568	461
YCL040W	P17709	462
YCL042W	P25572	463
YCL043C	P17967	464
YCL044C	P25573	465
YCL045C	P25574	466
YCL047C	P25576	467
YCL048W	P25380	468
YCL050C	P16550	469
YCL051W	P25579	470
YCL052C	P25580	471
YCL054W	P25582	472
YCL055W	P25583	473
YCL056C	P25584	474
YCL057W	P25375	475
YCL059C	P25586	476
YCL061C	P25588	477
YCL063W	P25591	478
YCL064C	P25379	479
YCL066W	P0CY07	480
YCL067C	P0CY09	481
YCL068C	P25593	482
YCR002C	P25342	483
YCR003W	P25348	484
YCR004C	P25349	485
YCR005C	P08679	486
YCR007C	P25354	487
YCR008W	P25333	488
YCR009C	P25343	489
YCR010C	P25613	490
YCR011C	P25371	491
YCR012W	P00560	492
YCR014C	P25615	493
YCR015C	P25616	494
YCR016W	P25617	495
YCR017C	P25618	496
YCR018C	P09007	497
YCR020C	P23059	498
YCR020C-A	P23059	499
YCR020W-B	Q9URQ5	500
YCR021C	P25619	501
YCR023C	P25351	502
YCR024C	P25345	503
YCR024C-A	P32903	504
YCR026C	P25353	505
YCR027C	P25378	506
YCR028C	P25621	507
YCR028C-A	P32445	508
YCR030C	P25623	509
YCR031C	P06367	510
YCR032W	P25356	511
YCR033W	P25357	512
YCR034W	P25358	513
YCR035C	P25359	514
YCR036W	P25332	515
YCR038C	P25300	516
YCR042C	P23255	517
YCR043C	P25361	518
YCR044C	P25625	519
YCR045C	P25381	520
YCR046C	P25626	521
YCR047C	P25627	522
YCR048W	P25628	523
YCR050C	P25630	524
YCR051W	P25631	525
YCR052W	P25632	526
YCR053W	P16120	527
YCR054C	P25355	528
YCR057C	P25635	529
YCR059C	P25637	530
YCR060W	P25638	531
YCR061W	P25639	532
YCR063W	P25337	533
YCR065W	P25364	534
YCR066W	P10862	535
YCR067C	P25365	536
YCR068W	P25641	537
YCR069W	P25334	538
YCR071C	P25642	539
YCR072C	P25382	540
YCR073C	P25390	541
YCR073W-A	P37262	542
YCR075C	P17261	543
YCR076C	P25659	544
YCR077C	P25644	545
YCR079W	P25646	546
YCR081W	P25648	547
YCR082W	P25649	548
YCR083W	P25372	549
YCR084C	P16649	550
YCR086W	P25651	551
YCR087C-A	P37263	552
YCR088W	P15891	553
YCR089W	P25653	554
YCR090C	P25654	555
YCR091W	P25341	556
YCR092C	P25336	557
YCR093W	P25655	558
YCR094W	P25656	559
YCR095C	P25366	560
YCR096C	P0CY13	561
YCR097W	P0CY11	562
YCR098C	P25346	563
YCR100C	P25606	564
YCR101C	P25607	565
YCR102C	P25608	566
YCR105W	P25377	567
YCR106W	P25611	568
YDL001W	Q03441	569
YDL002C	Q03435	570
YDL003W	Q12158	571
YDL004W	Q12165	572
YDL005C	Q12124	573
YDL006W	P35182	574
YDL007W	P40327	575
YDL008W	Q12157	576
YDL010W	Q12438	577
YDL012C	Q12489	578
YDL013W	P32828	579
YDL014W	P15646	580
YDL015C	Q99190	581
YDL017W	P06243	582
YDL018C	Q12403	583
YDL019C	Q12451	584
YDL020C	Q03465	585
YDL021W	Q12008	586
YDL022W	Q00055	587
YDL024C	P52290	588
YDL025C	Q12100	589
YDL028C	P54199	590
YDL029W	P32381	591
YDL030W	P19736	592
YDL031W	Q12389	593
YDL033C	Q12093	594
YDL035C	Q12361	595
YDL036C	Q12069	596
YDL037C	Q12140	597
YDL039C	Q12459	598
YDL040C	P12945	599
YDL042C	P06700	600
YDL043C	Q07350	601
YDL044C	P10849	602
YDL045C	P38913	603
YDL045W-A	O75012	604
YDL046W	Q12408	605
YDL047W	P20604	606
YDL048C	Q07351	607
YDL049C	P50112	608
YDL051W	P33399	609
YDL052C	P33333	610
YDL053C	Q07362	611
YDL054C	Q07376	612
YDL055C	P41940	613
YDL056W	P39678	614
YDL057W	Q07379	615
YDL058W	P25386	616
YDL059C	Q12223	617
YDL060W	Q07381	618
YDL061C	P41058	619
YDL063C	Q07395	620
YDL064W	P50623	621
YDL065C	Q07418	622
YDL066W	P21954	623
YDL067C	P07255	624
YDL069C	P14066	625
YDL070W	Q07442	626
YDL072C	Q07451	627
YDL073W	Q07454	628
YDL074C	Q07457	629
YDL075W	P0C2H8	630
YDL076C	Q07458	631
YDL077C	Q07468	632
YDL078C	P32419	633
YDL079C	P50873	634
YDL080C	Q07471	635
YDL081C	P05318	636
YDL082W	Q12690	637
YDL083C	P0CX52	638
YDL084W	Q07478	639
YDL085W	Q07500	640
YDL086W	Q07505	641
YDL087C	Q07508	642
YDL088C	Q05166	643
YDL089W	Q12066	644
YDL090C	P22007	645
YDL091C	Q12229	646
YDL093W	P52867	647
YDL097C	Q12377	648
YDL098C	Q12368	649
YDL099W	Q12191	650
YDL100C	Q12154	651
YDL101C	P39009	652
YDL102W	P15436	653
YDL103C	P43123	654
YDL105W	P43124	655
YDL106C	P07269	656
YDL107W	P40990	657
YDL108W	P06242	658
YDL110C	Q12513	659
YDL111C	Q12277	660
YDL112W	Q07527	661
YDL113C	Q07528	662
YDL115C	Q07532	663
YDL116W	P52891	664
YDL117W	Q07533	665
YDL119C	Q07534	666
YDL120W	Q07540	667
YDL121C	Q07541	668
YDL122W	P25037	669
YDL123W	Q07549	670
YDL124W	Q07551	671
YDL125C	Q04344	672
YDL126C	P25694	673
YDL127W	P25693	674
YDL128W	Q99385	675
YDL129W	Q07555	676
YDL130W	P10622	677
YDL130W-A	P01098	678
YDL131W	Q12122	679
YDL132W	Q12018	680
YDL133W	Q12516	681
YDL134C	P23594	682
YDL135C	Q12434	683
YDL137W	P19146	684
YDL138W	Q12300	685
YDL139C	Q12334	686
YDL140C	P04050	687
YDL141W	P48445	688
YDL142C	Q07560	689
YDL143W	P39078	690
YDL144C	Q07589	691
YDL145C	P53622	692
YDL146W	Q12342	693
YDL147W	Q12250	694
YDL148C	Q99207	695
YDL149W	Q12142	696
YDL150W	P25441	697
YDL153C	Q12136	698
YDL154W	Q12175	699
YDL155W	P24870	700
YDL156W	Q12510	701
YDL157C	Q12082	702
YDL159W	P06784	703
YDL160C	P39517	704
YDL161W	Q12518	705
YDL164C	P04819	706
YDL165W	P06100	707
YDL166C	Q12055	708
YDL167C	P32770	709
YDL168W	P32771	710
YDL169C	P32772	711
YDL170W	P26370	712
YDL171C	Q12680	713
YDL173W	Q12515	714
YDL174C	P32891	715
YDL175C	Q12476	716
YDL176W	Q12027	717
YDL177C	Q12257	718
YDL178W	P46681	719
YDL179W	Q12477	720
YDL180W	Q12301	721
YDL181W	P01097	722
YDL182W	P48570	723
YDL183C	P48569	724
YDL184C	P0CX86	725
YDL185W	P17255	726
YDL186W	P48568	727
YDL188C	P23595	728
YDL189W	Q05672	729
YDL190C	P54860	730
YDL191W	P0CX84	731
YDL192W	P11076	732
YDL193W	Q12063	733
YDL194W	P10870	734
YDL195W	P38968	735
YDL197C	P32448	736
YDL198C	P38988	737
YDL199C	Q12407	738
YDL200C	P26188	739
YDL201W	Q12009	740
YDL202W	P36521	741
YDL203C	Q07622	742
YDL204W	Q12443	743
YDL205C	P28789	744
YDL206W	Q12424	745
YDL207W	Q12315	746
YDL208W	P32495	747
YDL209C	Q12046	748
YDL210W	P32837	749
YDL212W	Q02774	750
YDL213C	Q07623	751
YDL214C	Q12310	752
YDL216C	Q12468	753
YDL217C	Q12328	754
YDL218W	Q07629	755
YDL219W	Q07648	756
YDL220C	P32797	757
YDL222C	Q07651	758
YDL223C	Q07653	759
YDL224C	Q07655	760
YDL225W	Q07657	761
YDL226C	P35197	762
YDL227C	P09932	763
YDL230W	P25044	764
YDL231C	Q07660	765
YDL232W	Q99380	766
YDL233W	Q07684	767
YDL234C	P48365	768
YDL235C	Q07688	769
YDL236W	P19881	770
YDL237W	Q07716	771
YDL238C	Q07729	772
YDL239C	Q07732	773
YDL240W	P35688	774
YDL241W	Q07738	775
YDL243C	Q07747	776
YDL247W	P0CD99	777
YDL248W	Q07788	778
YDR001C	P32356	779
YDR002W	P41920	780
YDR003W	Q03446	781
YDR004W	P25301	782
YDR005C	P41910	783
YDR006C	P40317	784
YDR007W	P00912	785
YDR009W	P13045	786
YDR011W	P32568	787
YDR012W	P49626	788
YDR013W	Q12488	789
YDR014W	Q03937	790
YDR016C	Q12248	791
YDR017C	Q12494	792
YDR018C	Q12185	793
YDR019C	P48015	794
YDR021W	Q12099	795
YDR022C	Q12421	796
YDR023W	P07284	797
YDR026C	Q12457	798
YDR027C	Q12071	799
YDR028C	Q00816	800
YDR030C	Q12021	801
YDR031W	Q04341	802
YDR032C	Q12335	803
YDR033W	Q12117	804
YDR034C	Q12472	805
YDR034W-B	Q6Q5X2	806
YDR035W	P14843	807
YDR036C	P28817	808
YDR037W	P15180	809
YDR038C	Q12691	810
YDR039C	Q01896	811
YDR041W	Q03201	812
YDR042C	Q03205	813
YDR043C	Q03125	814
YDR044W	P11353	815
YDR045C	Q04307	816
YDR046C	P41815	817
YDR047W	P32347	818
YDR049W	Q04311	819
YDR050C	P00942	820
YDR051C	Q99288	821
YDR052C	P32325	822
YDR054C	P14682	823
YDR055W	Q12355	824
YDR056C	Q12025	825
YDR057W	Q99220	826
YDR058C	P54857	827
YDR059C	P15732	828
YDR060W	Q12176	829
YDR061W	Q12298	830
YDR062W	P40970	831
YDR063W	Q12156	832
YDR064W	P05756	833
YDR065W	Q12167	834
YDR067C	Q12454	835
YDR068W	P54858	836
YDR069C	P32571	837
YDR070C	Q12497	838
YDR071C	Q12447	839
YDR072C	P38954	840
YDR073W	P38956	841
YDR074W	P31688	842
YDR075W	P32345	843
YDR076W	P38953	844
YDR077W	Q01589	845
YDR078C	P38957	846
YDR079W	P38958	847
YDR080W	P38959	848
YDR081C	P32896	849
YDR082W	P38960	850
YDR083W	P38961	851
YDR084C	P38962	852
YDR085C	P33304	853
YDR086C	P35179	854
YDR087C	P35178	855
YDR088C	Q02775	856
YDR089W	P38966	857
YDR090C	Q03193	858
YDR091C	Q03195	859
YDR092W	P52490	860
YDR093W	Q12675	861
YDR096W	Q03833	862
YDR097C	Q03834	863
YDR098C	Q03835	864
YDR099W	P34730	865
YDR100W	Q03860	866
YDR101C	Q03862	867
YDR103W	P32917	868
YDR104C	Q03868	869
YDR105C	Q12116	870
YDR106W	Q04549	871
YDR107C	Q04562	872
YDR108W	P46944	873
YDR109C	Q04585	874
YDR110W	O13329	875
YDR111C	P52892	876
YDR113C	P40316	877
YDR115W	Q04598	878
YDR116C	Q04599	879
YDR117C	Q04600	880
YDR118W	Q04601	881
YDR119W	Q2V2P9	882
YDR120C	P15565	883
YDR121W	Q04603	884
YDR122W	P13185	885
YDR123C	P26798	886
YDR124W	Q04608	887
YDR125C	Q04623	888
YDR126W	Q04629	889
YDR127W	P08566	890
YDR128W	Q03897	891
YDR129C	P32599	892
YDR130C	Q03898	893
YDR131C	Q03899	894
YDR132C	Q03900	895
YDR135C	P39109	896
YDR137W	P16664	897
YDR138W	P17629	898
YDR139C	Q03919	899
YDR140W	Q03920	900
YDR141C	Q03921	901
YDR142C	P39108	902
YDR143C	P22470	903
YDR145W	Q03761	904
YDR146C	P08153	905
YDR147W	Q03764	906
YDR150W	Q00402	907
YDR151C	P47976	908
YDR152W	Q03768	909
YDR153C	Q03769	910
YDR155C	P14832	911
YDR156W	P50106	912
YDR158W	P13663	913
YDR159W	P46674	914
YDR160W	Q03770	915
YDR161W	Q03771	916
YDR162C	Q12163	917
YDR163W	Q03772	918
YDR164C	P30619	919
YDR166C	P89102	920
YDR167W	Q12030	921
YDR168W	P06101	922
YDR169C	Q12427	923
YDR170C	P11075	924
YDR171W	Q12329	925
YDR172W	P05453	926
YDR173C	P07250	927
YDR174W	Q03973	928
YDR175C	Q03976	929
YDR176W	P32494	930
YDR177W	P21734	931
YDR178W	P37298	932
YDR179C	Q03981	933
YDR179W-A	Q03983	934
YDR180W	Q04002	935
YDR181C	Q04003	936
YDR182W	P40986	937
YDR183W	Q04004	938
YDR184C	Q04005	939
YDR185C	Q04006	940
YDR186C	Q04007	941
YDR188W	P39079	942
YDR189W	P22213	943
YDR190C	Q03940	944
YDR191W	P53688	945
YDR192C	P49686	946
YDR194C	P15424	947
YDR195W	P42073	948
YDR196C	Q03941	949
YDR197W	P14905	950
YDR198C	Q03942	951
YDR200C	Q03944	952
YDR201W	Q03954	953
YDR202C	Q03956	954
YDR204W	O13525	955
YDR205W	Q03455	956
YDR206W	Q03466	957
YDR207C	P39001	958
YDR208W	P38994	959
YDR211W	P32501	960
YDR212W	P12612	961
YDR213W	Q12151	962
YDR214W	Q12449	963
YDR216W	P07248	964
YDR217C	P14737	965
YDR219C	Q04922	966
YDR221W	Q04924	967
YDR222W	Q04925	968
YDR223W	Q04930	969
YDR224C	P02293	970
YDR225W	P04911	971
YDR226W	P07170	972
YDR227W	P11978	973
YDR228C	P39081	974
YDR229W	Q04934	975
YDR231C	Q04935	976
YDR232W	P09950	977
YDR233C	Q04947	978
YDR234W	P49367	979
YDR235W	Q03776	980
YDR236C	Q03778	981
YDR237W	P36519	982
YDR238C	P41810	983
YDR239C	Q03780	984
YDR240C	Q03782	985
YDR242W	P22580	986
YDR243C	P23394	987
YDR244W	P35056	988
YDR245W	P50108	989
YDR246W	Q03784	990
YDR247W	Q03785	991
YDR248C	Q03786	992
YDR249C	Q03787	993
YDR251W	P37304	994
YDR252W	P40314	995
YDR253C	Q12041	996
YDR254W	P38907	997
YDR255C	Q12508	998
YDR256C	P15202	999
YDR257C	Q12504	1000
YDR258C	P33416	1001
YDR259C	Q03935	1002
YDR260C	Q12379	1003
YDR261C	Q07793	1004
YDR263C	Q12086	1005
YDR264C	P39010	1006
YDR265W	Q05568	1007
YDR266C	Q05580	1008
YDR267C	Q05583	1009
YDR270W	P38995	1010
YDR272W	Q05584	1011
YDR273W	Q05610	1012
YDR275W	Q05611	1013
YDR276C	P87284	1014
YDR277C	P35198	1015
YDR279W	Q05635	1016
YDR280W	Q05636	1017
YDR281C	Q05637	1018
YDR283C	P15442	1019
YDR284C	Q05521	1020
YDR285W	P31111	1021
YDR286C	Q05530	1022
YDR287W	Q05533	1023
YDR288W	Q05541	1024
YDR289C	Q05543	1025
YDR291W	Q05549	1026
YDR292C	P32916	1027
YDR293C	P24276	1028
YDR294C	Q05567	1029
YDR295C	Q06629	1030
YDR296W	Q06630	1031
YDR297W	P38992	1032
YDR298C	P09457	1033
YDR299W	Q06631	1034
YDR300C	P32264	1035
YDR301W	Q06632	1036
YDR303C	Q06639	1037
YDR304C	P35176	1038
YDR306C	Q06640	1039
YDR307W	Q06644	1040
YDR308C	P47822	1041
YDR309C	Q06648	1042
YDR310C	P46676	1043
YDR311W	P32776	1044
YDR312W	Q12153	1045
YDR313C	Q06651	1046
YDR314C	Q06665	1047
YDR315C	Q06667	1048
YDR316W	P0C2I2	1049
YDR317W	Q06674	1050
YDR318W	Q06675	1051
YDR319C	Q06676	1052
YDR320C	P69851	1053
YDR321W	P38986	1054
YDR322C-A	P81449	1055
YDR322W	Q06678	1056
YDR323C	P32609	1057
YDR324C	Q06679	1058
YDR325W	Q06680	1059
YDR326C	Q06681	1060
YDR328C	P52286	1061
YDR329C	P28795	1062
YDR330W	Q06682	1063
YDR331W	P49018	1064
YDR332W	Q06683	1065
YDR333C	Q05468	1066
YDR334W	Q05471	1067
YDR335W	P52918	1068
YDR336W	Q05473	1069
YDR337W	P21771	1070
YDR338C	Q05497	1071
YDR339C	Q05498	1072
YDR341C	Q05506	1073
YDR342C	P39004	1074
YDR343C	P39003	1075
YDR345C	P32466	1076
YDR346C	Q05515	1077
YDR347W	P10662	1078
YDR348C	Q05518	1079
YDR349C	Q06325	1080
YDR350C	P50273	1081
YDR352W	Q06328	1082
YDR353W	P29509	1083
YDR354W	P07285	1084
YDR356W	P32380	1085
YDR357C	Q06333	1086
YDR358W	Q06336	1087
YDR359C	Q06337	1088
YDR361C	Q06338	1089
YDR362C	Q06339	1090
YDR363W	O94742	1091
YDR363W-A	O94742	1092
YDR364C	P40968	1093
YDR365C	Q06344	1094
YDR366C	P87287	1095
YDR367W	Q06346	1096
YDR368W	Q12458	1097
YDR369C	P33301	1098
YDR372C	Q06385	1099
YDR373W	Q06389	1100
YDR374C	Q06390	1101
YDR375C	P32839	1102
YDR376W	P48360	1103
YDR377W	Q06405	1104
YDR378C	Q06406	1105
YDR379W	Q06407	1106
YDR380W	Q06408	1107
YDR381W	Q12159	1108
YDR382W	P02400	1109
YDR383C	Q12493	1110
YDR384C	Q12359	1111
YDR386W	Q04149	1112
YDR388W	P39743	1113
YDR389W	P17121	1114
YDR390C	P52488	1115
YDR391C	Q04170	1116
YDR392W	P06844	1117
YDR393W	Q04172	1118
YDR394W	P33298	1119
YDR395W	Q04175	1120
