YMR056C	YNR056C
YDR214W	YDL200C
YDR214W	YDL059C
YDR214W	YPR110C
YDR214W	YHR030C
YDL175C	YNL189W
YOR374W	YHR026W
YER073W	YEL042W
YER073W	YML032C
YER073W	YPR086W
YER073W	YPL257W
YOR067C	YNL130C
YGL021W	YLL015W
YGL021W	YNR070W
YFL050C	YLL061W
YBR211C	YBR107C
YBR211C	YOR269W
YBR211C	YDR394W
YDL008W	YNL172W
YDL008W	YOR249C
YDL008W	YKL022C
YDL008W	YHR166C
YNL172W	YOR249C
YNL172W	YKL022C
YNL172W	YHR166C
YOR249C	YKL022C
YOR249C	YHR166C
YKL157W	YHR114W
YMR159C	YLR288C
YMR159C	YPL070W
YMR159C	YML064C
YMR159C	YFL040W
YHR171W	YNR007C
YHR171W	YOR191W
YHR171W	YMR183C
YKL135C	YHL019C
YKL135C	YLR170C
YKL135C	YGL206C
YKL135C	YOL108C
YKL135C	YBR084W
YKL135C	YNL189W
YHL019C	YLR170C
YHL019C	YBR019C
YJL075C	YDL100C
YPR192W	YFL062W
YPR192W	YGR295C
YPR192W	YHL048W
YPR192W	YGR060W
YPR192W	YPL189W
YPR192W	YPR156C
YPR192W	YHR140W
YKL013C	YNR035C
YKL013C	YBR234C
YKL013C	YKL129C
YKL013C	YMR109W
YKL013C	YDR063W
YGL105W	YGL245W
YGL105W	YKL205W
YGL105W	YML095C
YNR035C	YBR234C
YNR035C	YHR114W
YNR035C	YGL208W
YBR234C	YKL129C
YBR234C	YMR109W
YBR234C	YPL043W
YBR234C	YLR241W
YBR234C	YNL040W
YNR019W	YDL006W
YNR019W	YBR159W
YOL058W	YDR388W
YOL058W	YNL189W
YHR018C	YGL137W
YHR018C	YNL189W
YER069W	YLR214W
YDR173C	YMR043W
YNL020C	YGR241C
YNL020C	YDR259C
YPL051W	YER044C
YPL051W	YPR086W
YDR380W	YDR038C
YDR380W	YOR382W
YDR127W	YJL008C
YDR127W	YAL007C
YDR127W	YKL104C
YDR127W	YHR082C
YDR127W	YJL173C
YDR127W	YPL235W
YHR137W	YDR092W
YJL081C	YFL024C
YJL081C	YOR244W
YJL081C	YBR010W
YJL081C	YDR224C
YLR085C	YDL237W
YPR201W	YGR174C
YPR201W	YAL007C
YPR201W	YBR159W
YPR201W	YDR506C
YPR201W	YLR171W
YDL100C	YHR114W
YDL100C	YHR057C
YDL100C	YDR304C
YDL100C	YML101C
YDL100C	YNL199C
YDL100C	YOL126C
YDL100C	YKL062W
YDL100C	YNL055C
YDL100C	YDR259C
YDL100C	YDL121C
YDL100C	YOR164C
YLR242C	YHR007C
YKL052C	YDR016C
YKL052C	YLR288C
YKL052C	YMR077C
YDL088C	YML031W
YDL088C	YMR153W
YLR155C	YPR163C
YLR155C	YER175C
YPR093C	YOL005C
YPR093C	YDR131C
YER101C	YBL050W
YOR377W	YHR178W
YPR049C	YDR228C
YPR185W	YEL013W
YPR185W	YNL086W
YLR423C	YMR068W
YLR423C	YPR105C
YLR423C	YMR025W
YLR423C	YER092W
YLR423C	YNL182C
YLR423C	YOR232W
YLR423C	YPL174C
YLR423C	YDR383C
YLR423C	YGR119C
YLR423C	YJL061W
YLR423C	YDR228C
YLR423C	YOR158W
YLR423C	YJL117W
YLR423C	YDR473C
YLR423C	YJL036W
YLR423C	YKR037C
YLR423C	YBL106C
YLR423C	YML064C
YLR423C	YDR259C
YLR423C	YCL063W
YLR423C	YLL049W
YLR423C	YMR124W
YLR423C	YMR204C
YLR423C	YOR164C
YLR423C	YPL159C
YDL113C	YPL174C
YDL113C	YFR040W
YDL113C	YJL036W
YDL113C	YLR424W
YNR007C	YHR114W
YNL223W	YAR019C
YNL223W	YFL037W
YLR393W	YMR279C
YDL004W	YBL099W
YML081C-A	YBL099W
YML081C-A	YPR020W
YML081C-A	Q0085
YBL099W	YPR020W
YBL099W	YBR039W
YBL099W	YDR298C
YBL099W	Q0085
YBL099W	YDL181W
YBL099W	Q0130
YPR020W	YER048C
YPR020W	YPR194C
YPR020W	YPR086W
YBR039W	YDL059C
YBR039W	YDL047W
YBR039W	YOL087C
YDR298C	Q0085
YML116W	YDR034C
YMR068W	YNL006W
YMR068W	YKL203C
YMR068W	YIL105C
YIL124W	YGL137W
YGR224W	YKL020C
YBR068C	YBL089W
YBR068C	YJR001W
YJR148W	YHR152W
YJL020C	YDR155C
YJL020C	YLR258W
YJL020C	YOL133W
YJL020C	YOR181W
YJL020C	YKL129C
YJL020C	YMR109W
YJL020C	YGR048W
YJL020C	YLR337C
YJL020C	YIR003W
YIL033C	YER133W
YIL033C	YMR022W
YIL033C	YBL106C
YIL033C	YNL189W
YIL033C	YPR086W
YIL033C	YJL164C
YIL033C	YPL203W
YIL033C	YNL093W
YLR399C	YIL002C
YLR399C	YDR328C
YLR399C	YDR410C
YLR399C	YOR338W
YPL161C	YIL150C
YPL161C	YLL038C
YPL161C	YKR055W
YPL161C	YGL126W
YPL161C	YDL064W
YIL004C	YPL218W
YIL004C	YIL109C
YIL004C	YGL137W
YIL004C	YIL076W
YIL004C	YDR189W
YKR068C	YDR108W
YKR068C	YDR407C
YKR068C	YMR218C
YCL029C	YKL103C
YJL058C	YNL006W
YJL058C	YIL046W
YJL058C	YNL189W
YJL058C	YML064C
YJL058C	YKL203C
YJL058C	YLR373C
YJL058C	YNL092W
YER177W	YPR030W
YER177W	YDL117W
YER177W	YLR258W
YER177W	YDR001C
YER177W	YDR028C
YER177W	YDR006C
YER177W	YNL189W
YER177W	YFR017C
YJR025C	YLR288C
YNL271C	YCL027W
YNL271C	YKL129C
YNL271C	YMR109W
YNL271C	YOR122C
YNL271C	YML109W
YNL042W	YOR014W
YLL015W	YDL138W
YLR015W	YBR272C
YLR015W	YBR258C
YLR015W	YPL138C
YLR015W	YAR003W
YLR015W	YKL018W
YDL231C	YCR016W
YBL097W	YLR373C
YOL077C	YNL110C
YOL077C	YNL061W
YOL077C	YPL043W
YOL077C	YLR196W
YOL077C	YKR081C
YPR171W	YHR114W
YPR171W	YHL002W
YPR171W	YDR388W
YPR171W	YER118C
YPR171W	YBL007C
YPR171W	YBR187W
YDR252W	YHR193C
YDR252W	YJR055W
YGR188C	YOR026W
YGR188C	YOR047C
YOR026W	YLR258W
YOR026W	YJL013C
YAR014C	YER054C
YAR014C	YER133W
YAR014C	YPL204W
YAR014C	YDR195W
YAR014C	YMR071C
YAR014C	YOL154W
YLR074C	YHR052W
YLR074C	YLL050C
YLR074C	YDR155C
YLR074C	YDR036C
YLR074C	YBR101C
YLR074C	YDR224C
YLR074C	YNL182C
YLR074C	YDL051W
YLR074C	YNR053C
YLR074C	YNL110C
YLR074C	YGR103W
YLR074C	YER006W
YLR074C	YGL120C
YLR074C	YDR496C
YLR074C	YLR196W
YLR074C	YLR009W
YLR074C	YKR081C
YLR074C	YKL081W
YLR074C	YBL004W
YLR074C	YFL006W
YLR074C	YIR003W
YLR074C	YJL122W
YOR078W	YCR057C
YOR078W	YNL320W
YKL092C	YCL027W
YCL014W	YJR092W
YCL014W	YPR086W
YCR038C	YDL065C
YGR041W	YBR298C
YML111W	YER125W
YER159C	YHR114W
YHR114W	YPL111W
YHR114W	YOL082W
YHR114W	YJL065C
YHR114W	YDR069C
YHR114W	YGL222C
YHR114W	YNL280C
YHR114W	YML008C
YHR114W	YJR090C
YHR114W	YML121W
YHR114W	YLR309C
YHR114W	YJL174W
YHR114W	YBR205W
YHR114W	YOR181W
YHR114W	YFL018C
YHR114W	YKL129C
YHR114W	YMR109W
YHR114W	YPL174C
YHR114W	YDL213C
YHR114W	YJL117W
YHR114W	YML092C
YHR114W	YDR529C
YHR114W	YPR094W
YHR114W	YGL030W
YHR114W	YPL152W
YHR114W	YCR035C
YHR114W	YER125W
YHR114W	YDR422C
YHR114W	YBL007C
YHR114W	YJL151C
YHR114W	YPL057C
YHR114W	YDL217C
YHR114W	YIL008W
YHR114W	YGL104C
YHR114W	YJL012C
YHR114W	YDL172C
YHR114W	YDR056C
YHR114W	YER079W
YHR114W	YGR110W
YHR114W	YJL086C
YHR114W	YJL152W
YHR114W	YKR032W
YHR114W	YLR064W
YHR114W	YNL092W
YHR114W	YOR175C
YFL028C	YDR443C
YNL288W	YCR093W
YNL288W	YNL091W
YNL288W	YNR052C
YNL288W	YDR443C
YNL288W	YPR086W
YER048C	YDR342C
YIL034C	YOR181W
YIL034C	YBR188C
YIL034C	YBR277C
YPL111W	YKL104C
YPL111W	YBR011C
YPL111W	YGR136W
YPL111W	YNL189W
YPL111W	YML064C
YLR438W	YHR169W
YLR438W	YPL204W
YLR438W	YLL019C
YML042W	YMR038C
YML042W	YDL065C
YML042W	YDR244W
YML042W	YNL189W
YML042W	YNL046W
YOR125C	YBL045C
YOR125C	YGL192W
YOR125C	YJL068C
YMR280C	YJL089W
YMR280C	YOR047C
YGR036C	YDR318W
YPL178W	YDR034C
YPL178W	YML117W
YPL178W	YHR086W
YPL178W	YNL251C
YPL178W	YML049C
YPL178W	YLR275W
YPL178W	YNL189W
YJR060W	YDR318W
YHL038C	YDL213C
YGR174C	YDL054C
YGR174C	YLL028W
YKR066C	YGR101W
YIL142W	YGL116W
YIL142W	YGL003C
YIL142W	YDR142C
YIL142W	YNL317W
YIL142W	YDR075W
YIL142W	YLR196W
YIL142W	YDR030C
YIL142W	YGL137W
YIL142W	YDL047W
YIL142W	YDL080C
YIL142W	YOR230W
YJL014W	YGL116W
YJL014W	YGL003C
YJL014W	YDR142C
YJL014W	YDR075W
YJL014W	YLR196W
YJL014W	YOR230W
YJL008C	YOR117W
YDL220C	YDR155C
YDL220C	YLR233C
YDL220C	YLR010C
YAR019C	YHR169W
YAR019C	YML064C
YKL022C	YHR166C
YKL022C	YGL003C
YAL038W	YNL307C
YGL116W	YGL086W
YGL116W	YJL030W
YGL116W	YJL013C
YHR166C	YGL003C
YHR166C	YER161C
YLR310C	YJL005W
YLR310C	YPL204W
YLR310C	YPL240C
YLR310C	YNR037C
YLR310C	YDL047W
YLR310C	YAL005C
YLR310C	YBR225W
YLR310C	YLL017W
YOR257W	YHR102W
YOR257W	YDR356W
YDR054C	YDL132W
YDR054C	YOL133W
YDR054C	YDR328C
YDR054C	YIL148W
YDR168W	YKL139W
YDR168W	YPL240C
YDR168W	YOR027W
YCR093W	YOL133W
YCR093W	YNR052C
YCR093W	YPL235W
YCR093W	YGL137W
YCR093W	YDR443C
YCR093W	YNL025C
YCR093W	YOR110W
YLR274W	YBR202W
YLR274W	YOR080W
YLR274W	YBL023C
YBR202W	YIL150C
YDL132W	YOR080W
YDL132W	YLR100W
YDL132W	YJR090C
YDL132W	YOL133W
YDL132W	YIL046W
YDL132W	YNL055C
YDL132W	YDL006W
YDL132W	YDR139C
YDL132W	YOR057W
YDL132W	YDR328C
YDL132W	YML088W
YDL132W	YBR280C
YDL132W	YDR306C
YDL132W	YJL149W
YDL132W	YLR128W
YDL132W	YLR352W
YDL132W	YDR285W
YMR001C	YGL003C
YMR001C	YIL026C
YMR001C	YJL019W
YMR001C	YNL189W
YMR001C	YJL187C
YMR001C	YNL092W
YJL194W	YBL023C
YJL194W	YBR060C
YJL194W	YLL004W
YJL194W	YKL145W
YGL003C	YKR048C
YDR301W	YER133W
YDR301W	YKR002W
YDR301W	YDR228C
YDR301W	YNL317W
YDR301W	YAL043C
YDR301W	YDR195W
YDR301W	YKL018W
YLR098C	YDR034C
YLR098C	YDL076C
YLR098C	YPL130W
YGL206C	YHR108W
YGL206C	YOR181W
YGL206C	YPL106C
YGL206C	YDR320C
YGL206C	YHR161C
YDR254W	YBR107C
YBR038W	YHR123W
YBR038W	YPL020C
YJL099W	YLR424W
YHR142W	YHL048W
YHR142W	YDR318W
YHR142W	YCL052C
YHR142W	YJL117W
YHR142W	YDR297W
YHR142W	YGR260W
YHR142W	YBR159W
YHR052W	YOR080W
YHR052W	YOR005C
YHR052W	YER133W
YHR052W	YNL132W
YHR052W	YBR142W
YHR052W	YNL110C
YHR052W	YNL061W
YHR052W	YPL043W
YHR052W	YDL213C
YHR052W	YKR081C
YHR052W	YPL131W
YHR052W	YMR093W
YHR052W	YOR272W
YOR349W	YFL037W
YOR028C	YJL057C
YOR028C	YGL154C
YOR028C	YLR373C
YOR028C	YLR247C
YOR028C	YLR446W
YOR028C	YNL092W
YCR005C	YJL042W
YOR061W	YOL145C
YOR061W	YPL204W
YOR061W	YGR103W
YOR061W	YIL118W
YOR061W	YDL195W
YOR061W	YGL207W
YOR061W	YER161C
YOR061W	YGR116W
YMR199W	YPL049C
YMR199W	YJR090C
YMR199W	YMR105C
YMR199W	YDR328C
YMR199W	YIL148W
YOL016C	YML055W
YML057W	YKL190W
YML057W	YHR082C
YML057W	YPR108W
YML057W	YKL081W
YKL190W	YMR211W
YBR155W	YPL240C
YBR155W	YLR355C
YLL050C	YJL005W
YLL050C	YOR080W
YLL050C	YJR090C
YLL050C	YOR181W
YLL050C	YNL138W
YLL050C	YML064C
YGL223C	YDR034C
YPR105C	YGL145W
YPR105C	YOR164C
YPR105C	YOR331C
YGL005C	YGR119C
YBL045C	YNL118C
YBL045C	YPL204W
YBL045C	YMR036C
YBL045C	YDR388W
YBL045C	YGL137W
YBL045C	YLR442C
YBL045C	YML064C
YBL045C	YKL095W
YNR075W	YML123C
YNR075W	YJR001W
YNL336W	YNL130C
YBR302C	YHR026W
YBR302C	YLL028W
YBR302C	YBR159W
YFL062W	YCR075C
YFL062W	YJL108C
YFL062W	YER118C
YFL062W	YLR034C
YFL062W	YBR159W
YFL062W	YDR307W
YFL062W	YGL042C
YFL062W	YJL059W
YFL062W	YOR071C
YJR161C	YJL219W
YJR161C	YBR159W
YGR295C	YNL130C
YGR295C	YHR007C
YGR295C	YDR034C
YGR295C	YER118C
YGR295C	YDL128W
YGR295C	YBR159W
YHL048W	YNL130C
YHL048W	YMR264W
YHL048W	YJL117W
YHL048W	YHR026W
YHL048W	YJL108C
YHL048W	YER118C
YHL048W	YKL079W
YHL048W	YPR156C
YHL048W	YAR023C
YHL048W	YBR159W
YHL048W	YCR061W
YHL048W	YHR140W
YHL048W	YJL091C
YHL048W	YOL003C
YHL048W	YPR028W
YHL048W	YOR378W
YHL048W	YBR183W
YKL219W	YLL061W
YHR051W	YDL067C
YHR051W	YNL061W
YDL067C	YDR318W
YDR155C	YJR090C
YDR155C	YGL194C
YDR155C	YOL068C
YDR155C	YKL103C
YDR155C	YDL200C
YDR155C	YMR036C
YDR155C	YML095C
YDR155C	YPL235W
YDR155C	YBR103W
YDR155C	YOR290C
YDR155C	YML064C
YHR057C	YLR373C
YHR057C	YKL023W
YJL172W	YCL008C
YJL172W	YIL148W
YNL130C	YHR123W
YNL130C	YAL007C
YNL130C	YHR110W
YNL130C	YNL125C
YNL130C	YER039C
YNL130C	YIL114C
YNL130C	YBR159W
YGL238W	YLR293C
YGL238W	YNL189W
YNR010W	YDL005C
YNR010W	YNL055C
YNR010W	YBL093C
YMR025W	YNR052C
YMR025W	YDL216C
YNL232W	YCR035C
YNL232W	YGR095C
YNL232W	YNL189W
YJR084W	YPR182W
YPR030W	YOR043W
YLR394W	YDR004W
YLR394W	YDR285W
YPL018W	YBR107C
YPL018W	YHR102W
YPL018W	YDR318W
YPR135W	YOR080W
YPR135W	YMR201C
YPR135W	YLR416C
YKL139W	YNL132W
YKL139W	YDL047W
YOL145C	YJR138W
YOL145C	YOR326W
YOL145C	YBR279W
YOL145C	YKL145W
YOL145C	YGL207W
YOL145C	YML010W
YGR088W	YNL189W
YMR264W	YGR060W
YMR264W	YBR298C
YMR264W	YLR018C
YMR264W	YJR010C-A
YMR264W	YLL028W
YMR264W	YGL104C
YMR264W	YEL002C
YML101C	YJR102C
YGR003W	YOL133W
YGR003W	YDR139C
YHR053C	YKL023W
YGL166W	YML092C
YGL166W	YOR210W
YGL166W	YNL189W
YGL166W	YLL028W
YGL166W	YJL154C
YGL166W	YOR220W
YOL082W	YPL091W
YOL082W	YDR122W
YOL082W	YKL103C
YOL082W	YPL070W
YOL082W	YML092C
YOL082W	YCL031C
YOL082W	YNL189W
YOL082W	YDR207C
YOL082W	YFR049W
YGR278W	YKL095W
YNL245C	YIL046W
YOR037W	YPR086W
YDR430C	YNL071W
YDR430C	YFL018C
YDR430C	YER178W
YDR430C	YGR193C
YJL005W	YBR140C
YJL005W	YBR142W
YJL005W	YJL026W
YJL005W	YNL138W
YOR065W	YOL073C
YDR016C	YKR037C
YIR032C	YBR126C
YNL314W	YOR047C
YNL314W	YJR066W
YPR111W	YHR193C
YPR111W	YPR160W
YPR111W	YIL106W
YPR111W	YOR210W
YDL031W	YOR080W
YDL031W	YNL110C
YDL031W	YNL061W
YDL031W	YGR103W
YDL031W	YKR081C
YNL112W	YBL032W
YNL112W	YDL195W
YHR169W	YIL125W
YHR169W	YMR105C
YHR169W	YCR057C
YHR169W	YJL026W
YHR169W	YHR027C
YHR169W	YPR121W
YHR169W	YJL138C
YHR169W	YDL086W
YHR169W	YKL075C
YOR180C	YLR284C
YOR180C	YFL018C
YOR180C	YGR263C
YNL118C	YKR054C
YNL118C	YPR160W
YNL118C	YPL204W
YNL118C	YGL173C
YNL118C	YKR031C
YNL118C	YGR116W
YNL118C	YIR014W
YNL118C	YOR093C
YLR270W	YLR081W
YLR270W	YDR001C
YPL194W	YLR288C
YPL194W	YOR146W
YMR173W	YBR101C
YOR245C	YBL050W
YOR245C	YOR097C
YKL078W	YGL137W
YOR080W	YNL132W
YOR080W	YNL308C
YOR080W	YBL023C
YOR080W	YDR328C
YOR080W	YHR030C
YOR080W	YCL054W
YOR080W	YBL104C
YPL049C	YNL189W
YPL049C	YML064C
YPL049C	YFR049W
YDR403W	YKR053C
YER179W	YDL148C
YER179W	YNL055C
YER179W	YOR191W
YER179W	YPL235W
YER179W	YNL189W
YER179W	YML064C
YER179W	YKL211C
YER179W	YIL105C
YMR211W	YGR133W
YIL150C	YBL023C
YIL150C	YLR288C
YOR005C	YIL125W
YOR005C	YNL110C
YOR005C	YNL061W
YOR005C	YGR103W
YOR005C	YGL111W
YOR005C	YCR014C
YOR005C	YKR081C
YOR005C	YDR198C
YOR005C	YPL110C
YOR005C	YOR272W
YDR069C	YBL064C
YDR069C	YDL147W
YDR069C	YAR003W
YHR044C	YDR267C
YDR440W	YBR010W
YIL010W	YLR288C
YER088C	YDL076C
YBR278W	YLR181C
YDR284C	YLR083C
YDR284C	YBR298C
YDR284C	YHL017W
YLL018C	YOR282W
YMR276W	YEL037C
YMR276W	YHR027C
YMR276W	YIL075C
YMR276W	YOR117W
YMR276W	YIL148W
YNL258C	YGL145W
YKR054C	YDL181W
YKR054C	YHR158C
YKR054C	YMR117C
YPR023C	YFL024C
YPR023C	YOR244W
YPR023C	YDL138W
YPR023C	YNL189W
YDR206W	YER027C
YDR206W	YJL030W
YDR206W	YBR057C
YDR206W	YOR047C
YLR284C	YPL070W
YLR284C	YNL189W
YLR284C	YML064C
YAL059W	YDR395W
YBR176W	YPL070W
YBR176W	YNL189W
YBR176W	YML064C
YBR078W	YOL133W
YER035W	YDR318W
YBL047C	YPL204W
YBL047C	YNL243W
YBL047C	YCR030C
YBL047C	YOL087C
YMR212C	YJL137C
YPL037C	YKL095W
YHR193C	YPL204W
YHR193C	YHR030C
YNL327W	YIL148W
YDR036C	YPL118W
YDR036C	YNL306W
YGR200C	YJR127C
YFL048C	YAL010C
YFL048C	YBR159W
YFL048C	YBR183W
YFL048C	YPR003C
YLR083C	YJR131W
YLR083C	YDR383C
YLR083C	YOR036W
YLR083C	YJL210W
YLR083C	YBL102W
YLR083C	YJL004C
YLR083C	YBR159W
YLR083C	YOR071C
YLR083C	YPL162C
YLR083C	YPL264C
YNL084C	YMR065W
YNL084C	YHR158C
YNL084C	YOR181W
YNL084C	YPL174C
YNL084C	YIR006C
YNL084C	YJR035W
YNL084C	YNL250W
YNL084C	YBL007C
YHR174W	YNL127W
YHR174W	YNL006W
YHR174W	YLR196W
YHR174W	YEL031W
YGR145W	YNL132W
YGR145W	YDL213C
YGR145W	YCR057C
YGR145W	YIL121W
YDL161W	YOR181W
YDL161W	YIR006C
YFL024C	YOR244W
YHR123W	YGR060W
YHR123W	YBR295W
YHR123W	YBR159W
YBL040C	YGR060W
YBL040C	YJR010C-A
YBL040C	YPR156C
YHR007C	YLL006W
YHR007C	YKL201C
YHR007C	YLL048C
YML126C	YDL188C
YML126C	YKL125W
YJL167W	YJR035W
YJL167W	YDL186W
YGR060W	YLR100W
YGR060W	YAL007C
YGR060W	YML075C
YGR060W	YDR343C
YGR060W	YJL117W
YGR060W	YJR010C-A
YGR060W	YLL005C
YGR060W	YLL028W
YGR060W	YJL129C
YGR060W	YBR159W
YGR060W	YHR140W
YGR060W	YJL202C
YGR060W	YOL003C
YGR060W	YPR028W
YGR060W	YBR183W
YGR060W	YPL264C
YLR100W	YGL137W
YER044C	YDR034C
YLR056W	YIL074C
YLR056W	YLR034C
YLR056W	YLL028W
YLR056W	YBR159W
YLR056W	YOL099C
YML008C	YJR010C-A
YML008C	YPL020C
YML008C	YCL023C
YML008C	YDL089W
YML008C	YOR097C
YAL007C	YHR110W
YAL007C	YDL054C
YAL007C	YJL117W
YAL007C	YHR026W
YAL007C	YDR087C
YAL007C	YEL002C
YAL007C	YHR140W
YAL007C	YBR183W
YAL007C	YPL264C
YHR110W	YGR260W
YHR110W	YBR159W
YOR244W	YML007W
YOR244W	YDR271C
YOR244W	YKR021W
YOR244W	YHR090C
YNL125C	YNR059W
YNL125C	YLR196W
YDR363W	YDR275W
YGR098C	YDR388W
YLR233C	YLR318W
YLR233C	YNL132W
YLR233C	YJL019W
YLR233C	YCL043C
YLR233C	YDR496C
YLR233C	YLR196W
YLR233C	YKR081C
YLR233C	YDR087C
YLR233C	YKL020C
YLR233C	YLR006C
YJL085W	YDR388W
YJL085W	YIL068C
YJL085W	YLR247C
YOR317W	YDL047W
YOR317W	YLR373C
YMR246W	YOL133W
YMR246W	YOL126C
YMR246W	YLR019W
YMR246W	YDR129C
YMR246W	YDL047W
YMR246W	YML064C
YFR019W	YDL047W
YNL127W	YKL060C
YNL127W	YKR055W
YNL127W	YLR371W
YNL127W	YGL131C
YNL127W	YDR050C
YNL127W	YDR200C
YKL182W	YPL231W
YBR101C	YJL117W
YBR101C	YPR154W
YBR101C	YOL011W
YBR101C	YJL138C
YBR101C	YHL021C
YBR101C	YKL171W
YBR101C	YPL136W
YMR020W	YHR178W
YLR449W	YER133W
YLR449W	YNL061W
YLR449W	YJL023C
YLR449W	YLR196W
YLR449W	YKR081C
YLL043W	YPL192C
YLL043W	YBR159W
YLR214W	YMR026C
YLR214W	YFL040W
YLR214W	YKR104W
YKL220C	YDR508C
YNR060W	YLR241W
YOL152W	YPR086W
YDR373W	YGR082W
YBR207W	YER021W
YBR207W	YOR068C
YBL042C	YER021W
YPL262W	YML095C
YAL035W	YER036C
YAL035W	YER142C
YAL035W	YBR084W
YAL035W	YDR496C
YAL035W	YIR001C
YAL035W	YLR241W
YAL035W	YLR427W
YAL031C	YCL027W
YCL027W	YNL075W
YCL027W	YOR017W
YCL027W	YAL017W
YCL027W	YER118C
YCL027W	YKR101W
YCL027W	YBL071C
YCL027W	YIR014W
YCL027W	YNL058C
YMR232W	YCR009C
YIL097W	YOR117W
YPR136C	YDR034C
YGR196C	YDL080C
YGR196C	YLR200W
YDR140W	YAR003W
YDR140W	YIL151C
YDR140W	YNR046W
YLR081W	YOR181W
YDR009W	YOL133W
YPL248C	YGR104C
YPL248C	YPR086W
YER027C	YGL208W
YER027C	YJL089W
YER027C	YDR477W
YKR039W	YBR159W
YOL030W	YJR055W
YDR283C	YPL240C
YDR283C	YGR091W
YDR283C	YPR178W
YNL199C	YPR048W
YEL042W	YLR250W
YEL042W	YJL152W
YDL215C	YPR048W
YOR355W	YNL091W
YOR355W	YLR305C
YOR355W	YPR048W
YOR355W	YDR207C
YOR355W	YHL046C
YJR040W	YBL086C
YKL104C	YPR110C
YKL104C	YHR200W
YKL104C	YKL081W
YKL104C	YGL081W
YCL036W	YDR388W
YIL130W	YLR337C
YER054C	YER133W
YER054C	YPR160W
YER054C	YLR258W
YER133W	YPR160W
YER133W	YFR015C
YER133W	YLR258W
YER133W	YPL204W
YER133W	YHR158C
YER133W	YJL042W
YER133W	YGR103W
YER133W	YGL111W
YER133W	YIR006C
YER133W	YKR002W
YER133W	YAL043C
YER133W	YDR195W
YER133W	YDR028C
YER133W	YBR050C
YER133W	YOR329C
YER133W	YLR430W
YER133W	YBL007C
YER133W	YCL054W
YER133W	YJR007W
YER133W	YKL018W
YER133W	YFR003C
YER133W	YOR315W
YER133W	YOR272W
YDL207W	YKL068W
YER107C	YDR300C
YER107C	YNL189W
YJL137C	YFR015C
YJL137C	YLR258W
YPR035W	YBR126C
YDL171C	YBL023C
YDL171C	YDL047W
YDL171C	YMR117C
YDL171C	YPR086W
YFL017C	YOL059W
YFL017C	YNL189W
YFL017C	YDR429C
YDR508C	YIL114C
YDR508C	YLR373C
YDR508C	YBR159W
YDR508C	YMR279C
YJL184W	YPL174C
YJL184W	YOR117W
YER020W	YAL056W
YER020W	YGL121C
YER020W	YDL035C
YER020W	YGL245W
YER020W	YNL124W
YAL056W	YGL121C
YGL121C	YDL200C
YGL121C	YDL188C
YPR160W	YPL204W
YPR160W	YAL017W
YPR160W	YNL250W
YPR160W	YHR196W
YGR216C	YCR101C
YDL035C	YCR061W
YKR067W	YGL137W
YKL026C	YFL051C
YJR090C	YOL133W
YJR090C	YNL055C
YJR090C	YDR328C
