YHR047C	YLR148W
YLR295C	YGR122W
YLR295C	YHR138C
YLR295C	YHR140W
YLR295C	YNL263C
YLR295C	YIL032C
YLR295C	YIL059C
YLR295C	YIL157C
YLR295C	YIR036C
YLR295C	YJL067W
YLR295C	YJL225C
YLR295C	YJR037W
YLR295C	YJR083C
YLR295C	YJR141W
YLR295C	YMR141C
YLR295C	YNL194C
YLR295C	YOL008W
YLR295C	YOL050C
YLR295C	YOR324C
YLR295C	YPR118W
YDL004W	YBL099W
YML081C-A	YBL099W
YML081C-A	YKL016C
YML081C-A	Q0085
YBL099W	YBR039W
YBL099W	YPL078C
YBL099W	YDR298C
YBL099W	YKL016C
YBL099W	Q0085
YBL099W	YDL181W
YBL099W	Q0130
YBL099W	YDR322C-A
YBR039W	YPL256C
YBR039W	YDL145C
YBR039W	YGL237C
YBR039W	YDL059C
YBR039W	YMR059W
YBR039W	YDL047W
YBR039W	YML058W
YBR039W	YOL087C
YPL078C	Q0085
YPL078C	YPL204W
YPL078C	YER100W
YDR298C	YKL016C
YDR298C	Q0085
YKL016C	Q0085
YOL078W	YGL130W
YMR068W	YGL250W
YMR068W	YIL105C
YMR068W	YNL047C
YPR122W	YPR111W
YGR224W	YLR080W
YGR224W	YKL020C
YBR068C	YDR046C
YDR046C	YIL005W
YDR046C	YJR010C-A
YDR046C	YBR159W
YJL020C	YDR155C
YJL020C	YPR184W
YJL020C	YLR258W
YJL020C	YOL133W
YJL020C	YBL002W
YJL020C	YOR181W
YJL020C	YMR109W
YJL020C	YDR409W
YJL020C	YLR337C
YJL020C	YDL129W
YJL020C	YIR003W
YER167W	YGR229C
YIL033C	YIL035C
YIL033C	YJR017C
YIL033C	YER133W
YIL033C	YMR022W
YIL033C	YBL106C
YIL033C	YNL189W
YIL033C	YPR086W
YIL033C	YKL166C
YIL033C	YHR135C
YIL033C	YNL093W
YLR399C	YDL070W
YLR399C	YIL002C
YLR399C	YOR338W
YDL070W	YER133W
YDL070W	YGL075C
YDL070W	YOL131W
YER155C	YGL130W
YER155C	YBL038W
YER155C	YDL059C
YER155C	YNL207W
YER155C	YDL047W
YER155C	YPR088C
YER155C	YOL087C
YDR299W	YGR145W
YCL029C	YKL103C
YCL029C	YPL124W
YCL029C	YML085C
YFL007W	YML109W
YER177W	YDL117W
YER177W	YLR258W
YER177W	YDR001C
YER177W	YDR028C
YER177W	YNL189W
YER177W	YFR017C
YER177W	YIL028W
YFR047C	YLL046C
YFR047C	YNL189W
YNL271C	YDL126C
YNL271C	YCL027W
YNL271C	YMR109W
YNL271C	YML109W
YLR078C	YHR114W
YLR078C	YDL145C
YLR078C	YMR297W
YLR078C	YPL010W
YLR078C	YPR181C
YLR078C	YIL109C
YLR078C	YGL137W
YLR078C	YLR026C
YLR078C	YFL038C
YLL015W	YJR022W
YLL015W	YDL138W
YLL015W	YLL023C
YDL074C	YNL153C
YDL074C	YPR086W
YPL084W	YJL124C
YPL084W	YPR173C
YBR290W	YJL196C
YBR290W	YMR215W
YBR290W	YML048W
YBR290W	YCL052C
YBR290W	YJL117W
YBR290W	YCR024C-A
YBR290W	YIL114C
YBR290W	YJR117W
YBR290W	YPR156C
YBR290W	YAL018C
YBR290W	YBR159W
YBR290W	YPL087W
YBR290W	YKL065C
YBR290W	YPR028W
YDR252W	YHR193C
YMR055C	YPL040C
YMR055C	YML064C
YOR026W	YLR258W
YOR026W	YJL013C
YOR026W	YDL193W
YFL023W	YER133W
YFL023W	YLR200W
YKL092C	YPL256C
YKL092C	YCL027W
YKL092C	YPL095C
YGR041W	YBR298C
YMR275C	YHL002W
YMR275C	YER125W
YER159C	YHR114W
YHR114W	YPL111W
YHR114W	YOL082W
YHR114W	YJL065C
YHR114W	YDR069C
YHR114W	YFR027W
YHR114W	YGL222C
YHR114W	YNL280C
YHR114W	YML008C
YHR114W	YJR090C
YHR114W	YEL017W
YHR114W	YJL159W
YHR114W	YBR205W
YHR114W	YOR181W
YHR114W	YFL018C
YHR114W	YGL236C
YHR114W	YMR109W
YHR114W	YNL078W
YHR114W	YCR044C
YHR114W	YJL117W
YHR114W	YGL037C
YHR114W	YDL134C
YHR114W	YDR529C
YHR114W	YPR094W
YHR114W	YGL189C
YHR114W	YPL152W
YHR114W	YGL129C
YHR114W	YER125W
YHR114W	YJL047C
YHR114W	YLR105C
YHR114W	YDR515W
YHR114W	YJL151C
YHR114W	YPL124W
YHR114W	YPL057C
YHR114W	YIL008W
YHR114W	YDL037C
YHR114W	YDL146W
YHR114W	YDR056C
YHR114W	YDR319C
YHR114W	YER079W
YHR114W	YGR031W
YHR114W	YGR110W
YHR114W	YHL044W
YHR114W	YJL152W
YHR114W	YKR032W
YHR114W	YLR064W
YHR114W	YMR253C
YHR114W	YNL092W
YHR114W	YOR175C
YHR114W	YKL175W
YJR122W	YHR158C
YFL029C	YPR054W
YIL034C	YDL165W
YIL034C	YCL035C
YIL034C	YOR181W
YIL034C	YBR119W
YIL034C	YBR188C
YIL034C	YAL014C
YIL034C	YBR277C
YIL034C	YCL022C
YIL034C	YCL056C
YPL111W	YKL104C
YPL111W	YBR011C
YPL111W	YGR136W
YPL111W	YMR235C
YPL111W	YNL189W
YPL111W	YML064C
YLR438W	YJR017C
YLR438W	YPL204W
YLR438W	YIR005W
YLR438W	YLL019C
YLR438W	YGR010W
YLR438W	YMR059W
YLR438W	YHL025W
YLR438W	YHR135C
YLR438W	YPL150W
YML042W	YJR091C
YML042W	YDL065C
YML042W	YNL189W
YML042W	YNL046W
YOR125C	YBL045C
YOR125C	YGL192W
YOR125C	YDR456W
YMR280C	YOR047C
YPL178W	YDR034C
YPL178W	YBR119W
YPL178W	YML117W
YPL178W	YER173W
YPL178W	YML049C
YPL178W	YNL189W
YLR175W	YLR233C
YLR175W	YAL035W
YLR175W	YPL012W
YLR175W	YER022W
YLR175W	YNL189W
YPL215W	YJR042W
YPL215W	YAR069C
YPR025C	YOR173W
YPR025C	YDR508C
YPR025C	YPL031C
YPR025C	YDR460W
YKR066C	YGR101W
YHR107C	YHR044C
YHR107C	YDR507C
YHR107C	YML056C
YHR107C	YNL073W
YHR107C	YIL144W
YHR107C	YKL056C
YAR019C	YML064C
YKL022C	YFR036W
YKL022C	YGL003C
YKL022C	YDR369C
YGL116W	YPR119W
YGL116W	YGL086W
YGL116W	YJL013C
YGL116W	YDR113C
YOR074C	YPR086W
YAL041W	YGL233W
YAL041W	YGL127C
YAL041W	YMR298W
YFR036W	YJR091C
YDL165W	YCR093W
YDL165W	YGR014W
YDL165W	YGL127C
YDL165W	YDR443C
YDL165W	YPL042C
YDL165W	YLR125W
YCR093W	YDL145C
YCR093W	YOL133W
YCR093W	YPL235W
YCR093W	YGL137W
YCR093W	YDR443C
YCR093W	YPL042C
YCR093W	YML015C
YCR093W	YGL112C
YCR093W	YOR110W
YCR093W	YJL141C
YDL126C	YKL213C
YDL126C	YDR337W
YDL126C	YBR170C
YDL126C	YGR078C
YDL126C	YGL246C
YDL126C	YDR028C
YFL009W	YDL132W
YFL009W	YOL133W
YFL009W	YLR079W
YCR094W	YJR091C
YDL132W	YPL256C
YDL132W	YOR080W
YDL132W	YJR090C
YDL132W	YOL133W
YDL132W	YGR087C
YDL132W	YNL055C
YDL132W	YEL060C
YDL132W	YDR139C
YDL132W	YLR079W
YDL132W	YBR280C
YDL132W	YLR128W
YDL132W	YDR285W
YDL132W	YGL249W
YGL190C	YOR349W
YGL190C	YMR109W
YGL190C	YDL134C
YGL190C	YNL154C
YGL190C	YHR033W
YGL190C	YML109W
YMR001C	YGL003C
YMR001C	YIL026C
YMR001C	YAL047C
YMR001C	YNL189W
YMR001C	YNL092W
YDL164C	YBR088C
YDL164C	YHR178W
YDL164C	YOR378W
YGL003C	YPR119W
YGL003C	YDL155W
YGL003C	YKR048C
YBR029C	YCR061W
YGL130W	YOL145C
YGL130W	YAL035W
YGL130W	YBR221C
YGL130W	YDL140C
YMR168C	YMR094W
YMR168C	YPL018W
YDR301W	YLR115W
YDR301W	YOR250C
YDR301W	YER133W
YDR301W	YKL059C
YDR301W	YKR002W
YDR301W	YDR228C
YDR301W	YGR156W
YDR301W	YMR061W
YDR301W	YDL140C
YDR301W	YPR107C
YLR115W	YER133W
YLR115W	YKL059C
YLR115W	YKR002W
YLR115W	YDR228C
YLR115W	YGR156W
YLR115W	YMR061W
YLR115W	YDL140C
YLR115W	YNL222W
YLR115W	YPR107C
YLR098C	YDR034C
YLR098C	YDL076C
YGL206C	YGR167W
YGL206C	YOR181W
YGL206C	YHR161C
YER164W	YIL035C
YER164W	YOR304W
YDR254W	YIL111W
YER026C	YBR036C
YER026C	YMR215W
YER026C	YLR292C
YER026C	YJR010C-A
YER026C	YEL002C
YER026C	YDR307W
YER026C	YHR140W
YER026C	YIL171W
YOR349W	YER007W
YOR349W	YFL037W
YMR138W	YOR070C
YMR138W	YBR284W
YDR022C	YGL237C
YDR022C	YGL070C
YNR001C	YER022W
YNR001C	YLR447C
YCR005C	YJL042W
YIL035C	YOL145C
YIL035C	YPL037C
YIL035C	YGR145W
YIL035C	YML074C
YIL035C	YMR172W
YIL035C	YDR225W
YIL035C	YBL002W
YIL035C	YDR228C
YIL035C	YJL080C
YIL035C	YDL195W
YIL035C	YLR403W
YIL035C	YGR116W
YIL035C	YOR229W
YIL035C	YER084W
YBR135W	YGR108W
YBR135W	YPR119W
YBR135W	YDL155W
YBR135W	YPL256C
YBR135W	YOR080W
YBR135W	YBR295W
YBR135W	YLR079W
YBR135W	YAR027W
YGR108W	YPL124W
YPR119W	YOR264W
YPR119W	YNL135C
YPR119W	YKR048C
YPR119W	YNR022C
YDL155W	YDR034C
YDL155W	YPL124W
YGR167W	YHR161C
YLR117C	YBR065C
YLR117C	YCL027W
YLR117C	YJR050W
YLR117C	YBR188C
YLR117C	YLL036C
YLR117C	YER013W
YLR117C	YAL032C
YLR117C	YML049C
YLR117C	YFL017W-A
YLR117C	YBR270C
YPL256C	YPL049C
YPL256C	YJR090C
YOR250C	YDR228C
YOR250C	YMR061W
YOR250C	YDL195W
YBR109C	YOL016C
YBR109C	YML057W
YBR109C	YLL050C
YBR109C	YDR231C
YBR109C	YDR155C
YBR109C	YHR028C
YBR109C	YLR443W
YBR109C	YBL047C
YBR109C	YMR250W
YBR109C	YGL141W
YBR109C	YBR011C
YBR109C	YPL242C
YBR109C	YBR213W
YBR109C	YGL106W
YBR109C	YMR109W
YBR109C	YJR073C
YBR109C	YDR032C
YBR109C	YBR050C
YBR109C	YMR200W
YBR109C	YBR229C
YBR109C	YKR025W
YBR109C	YGL229C
YBR109C	YOR035C
YBR109C	YDR356W
YBR109C	YNL202W
YBR109C	YGR144W
YBR109C	YKL210W
YBR109C	YLL040C
YBR109C	YFR054C
YBR109C	YKL175W
YOL016C	YOR007C
YOL016C	YGL127C
YML057W	YHR082C
YML057W	YNL290W
YML057W	YPR108W
YML057W	YNL047C
YNL225C	YKL042W
YBR155W	YGR187C
YBR155W	YMR186W
YBR155W	YLL026W
YBR155W	YLR355C
YBR155W	YJR091C
YBR155W	YGR234W
YLL050C	YJL005W
YLL050C	YOR080W
YLL050C	YGL195W
YLL050C	YJR090C
YLL050C	YOR181W
YLL050C	YGR233C
YLL050C	YMR059W
YLL050C	YNL138W
YLL050C	YML064C
YLL050C	YGL179C
YGL223C	YGR120C
YGL223C	YDR034C
YGL223C	YLR026C
YGR120C	YPR105C
YGR120C	YOR158W
YGR120C	YLR026C
YGR120C	YDR311W
YGR120C	YNL086W
YGR120C	YNR025C
YGR120C	YFL038C
YPR105C	YPR191W
YPR105C	YLR026C
YPR105C	YIL144W
YPR105C	YOR331C
YDL145C	YER112W
YDL145C	YCR012W
YDL145C	YJL117W
YDL145C	YEL060C
YDL145C	YBL056W
YDL145C	YPL010W
YDL145C	YGL137W
YDL145C	YKL211C
YDL145C	YGL081W
YDL145C	YOL087C
YDL145C	YPL222W
YNR041C	YML123C
YNR041C	YLR222C
YBL045C	YNL118C
YBL045C	YPL204W
YBL045C	YDL179W
YBL045C	YPR191W
YBL045C	YDR388W
YBL045C	YGL137W
YBL045C	YMR059W
YBL045C	YLR442C
YBL045C	YPR054W
YBL045C	YML064C
YBL045C	YLR090W
YFL062W	YOR092W
YFL062W	YMR306W
YFL062W	YML048W
YFL062W	YLR034C
YFL062W	YBR159W
YFL062W	YDR307W
YFL062W	YOR071C
YJR161C	YBR159W
YGR295C	YML048W
YGR295C	YDR034C
YGR295C	YDL128W
YGR295C	YBR159W
YGR295C	YLR343W
YDL248W	YFL004W
YGR062C	YDL193W
YNL052W	YDL067C
YIL111W	YAR027W
YHR051W	YDL067C
YDL067C	YDR318W
YDR155C	YDL101C
YDR155C	YJR090C
YDR155C	YIL112W
YDR155C	YOL068C
YDR155C	YIR005W
YDR155C	YKL103C
YDR155C	YML095C
YDR155C	YPL235W
YDR155C	YMR059W
YDR155C	YBR103W
YDR155C	YDR510W
YDR155C	YCR033W
YDR155C	YML064C
YDR155C	YKR105C
YDR155C	YNL157W
YHR057C	YJR091C
YHR057C	YKL023W
YGL238W	YNL236W
YGL238W	YNL189W
YNR010W	YDL005C
YNR010W	YOR174W
YNR010W	YNL055C
YNR010W	YGL127C
YBR036C	YJL196C
YBR036C	YHR110W
YBR036C	YMR306W
YBR036C	YMR215W
YBR036C	YML048W
YBR036C	YJL214W
YBR036C	YHL003C
YBR036C	YCL052C
YBR036C	YIL114C
YBR036C	YJR117W
YBR036C	YAL018C
YBR036C	YBR159W
YBR036C	YBR161W
YBR036C	YDR307W
YBR036C	YKL065C
YBR036C	YHR140W
YBR036C	YPL264C
YNL232W	YGR158C
YNL232W	YDL111C
YNL232W	YHR069C
YNL232W	YOR076C
YNL232W	YNL189W
YPL200W	YOR035C
YJR084W	YFL017W-A
YJR084W	YPR182W
YMR094W	YDR034C
YPL018W	YCL039W
YPL018W	YDR318W
YPR135W	YOR080W
YPR135W	YMR201C
YPL181W	YDR176W
YPL181W	YDR388W
YPL181W	YDL076C
YPL181W	YDR392W
YOL145C	YJR091C
YOL145C	YOR123C
YOL145C	YDL140C
YOL145C	YKL145W
YOL145C	YML010W
YGR088W	YNL189W
YMR264W	YBR298C
YMR264W	YJR010C-A
YMR264W	YOR045W
YMR264W	YAR027W
YMR264W	YEL002C
YOR042W	YFR024C-A
YHR053C	YKL023W
YPL177C	YGR184C
YOL082W	YDR122W
YOL082W	YKL103C
YOL082W	YPL070W
YOL082W	YER007W
YOL082W	YNL189W
YOL082W	YDR311W
YGR278W	YAL032C
YGR278W	YGR049W
YGL128C	YAL032C
YOR037W	YPR086W
YOR037W	YCL056C
YDR430C	YFL018C
YDR430C	YER178W
YDR430C	YBR221C
YDR430C	YGR193C
YJL005W	YBR140C
YJL005W	YBR142W
YJL005W	YBL038W
YJL005W	YGR233C
YJL005W	YMR059W
YJL005W	YNL138W
YOR065W	YOL073C
YKR083C	YBR137W
YIR032C	YBR126C
YJR152W	YPR003C
YGR113W	YDR034C
YGR113W	YPR046W
YGR113W	YLR329W
YGR113W	YKR037C
YGR113W	YIL144W
YGR113W	YGL079W
YGR113W	YJL064W
YGR113W	YLR424W
YGR113W	YPR045C
YPR111W	YHR193C
YPR111W	YPR160W
YPR111W	YOR136W
YPR111W	YIL106W
YNL118C	YPR160W
YNL118C	YPL204W
YNL118C	YJL124C
YNL118C	YER112W
YNL118C	YJR022W
YNL118C	YDL116W
YNL118C	YKR031C
YNL118C	YGR116W
YNL118C	YOR124C
YNL118C	YBL054W
YNL118C	YIR014W
YNL118C	YKL133C
YNL118C	YOR093C
YOR173W	YHR152W
YOR173W	YJL141C
YPL194W	YER173W
YPL194W	YOR146W
YOR204W	YDR192C
YOR204W	YDR388W
YIL049W	YBR285W
YOR245C	YGL053W
YOR245C	YOR097C
YDL160C	YJL124C
YDL160C	YNL147W
YDL160C	YER125W
YDL160C	YGL137W
YOR080W	YML074C
YOR080W	YBL023C
YOR080W	YPL012W
YOR080W	YJL141C
YDL024C	YEL017W
YPL049C	YBL017C
YPL049C	YNL189W
YPL049C	YML064C
YDR403W	YKR053C
YER179W	YNL055C
YER179W	YBR073W
YER179W	YPL235W
YER179W	YNL189W
YER179W	YML064C
YER179W	YKL211C
YER179W	YIL105C
YER179W	YOR285W
YOR005C	YDR225W
YOR005C	YIL125W
YOR005C	YNL110C
YOR005C	YGL111W
YOR005C	YGL146C
YKL213C	YHL002W
YKL213C	YOR341W
YDR069C	YBR221C
YDR069C	YBL064C
YDR069C	YER022W
YIL010W	YGL181W
YER088C	YDL076C
YBR278W	YJR091C
YBR278W	YLR181C
YBR278W	YIL006W
YDR284C	YBR298C
YDR284C	YPR079W
YAL026C	YAL053W
YAL026C	YPL146C
YOR264W	YBR193C
YOR264W	YKR090W
YOR264W	YHR067W
YOR264W	YLR334C
YOR264W	YOR324C
YMR276W	YEL037C
YMR276W	YHR027C
YMR276W	YOR117W
YDL219W	YGL070C
YDL219W	YDL047W
YDL101C	YJL092W
YDL101C	YPL269W
YDL101C	YBR205W
YDL101C	YBR035C
YDL101C	YER173W
YDL101C	YER125W
YDL101C	YML058W
YDL101C	YLR234W
YDL101C	YOR332W
YDL101C	YHR135C
YDL101C	YDR051C
YDL101C	YFL030W
YDL101C	YMR226C
YBR208C	YOL133W
YBR208C	YBR221C
YPR023C	YFL024C
YPR023C	YOR244W
YPR023C	YDL138W
YPR023C	YNL189W
YDR446W	YDR510W
YHR132C	YNL291C
YHR132C	YLR447C
YBL001C	YDR510W
YBL001C	YNL189W
YBL001C	YPL068C
YHL030W	YOL133W
YHL030W	YBR017C
YHL030W	YBL056W
YHL030W	YEL037C
YHL030W	YHR200W
YHL030W	YKL145W
YHL030W	YDR388W
YHL030W	YDL052C
YBR065C	YLL036C
YBR065C	YPR182W
YOR092W	YJR040W
YOR092W	YHL003C
YFR027W	YIL026C
YFR027W	YMR076C
YGL222C	YJR091C
YER035W	YDR318W
YBL047C	YPL204W
YBL047C	YDR192C
YBL047C	YOL054W
YBL047C	YNL243W
YBL047C	YOL087C
YPL037C	YMR059W
YHR193C	YPL204W
YHR193C	YJR091C
YDR036C	YGR084C
YDR036C	YHL004W
YDR036C	YDR337W
YDR036C	YBR146W
YDR036C	YGL129C
YDR036C	YJR113C
YNL230C	YPL001W
YNL230C	YML056C
YNL230C	YJR091C
YNL230C	YPL004C
YNL230C	YGR086C
YNL230C	YPL012W
YNL230C	YJL141C
YOR144C	YNL290W
YOR144C	YBR087W
YKL048C	YJR113C
YJL196C	YHR110W
YJL196C	YMR215W
YJL196C	YIL048W
YJL196C	YGL053W
YJL196C	YJR010C-A
YJL196C	YJR117W
YJL196C	YGR260W
YJL196C	YBR159W
YJL196C	YDR307W
YJL196C	YKL065C
YJL196C	YHR140W
YJL196C	YPR028W
YGR200C	YNL078W
YDR516C	YJR091C
YLR080W	YBR159W
YLR080W	YOL131W
YNL084C	YHR158C
YNL084C	YOR181W
YNL084C	YJR035W
YNL084C	YER022W
YGR254W	YJR045C
YGR254W	YNR036C
YDL161W	YOR181W
YFL024C	YOR244W
YFL024C	YDR359C
