YAL002W	YLR148W
YBR251W	YIL093C
YBR251W	YKL155C
YBR251W	YMR158W
YBR251W	YMR188C
YBR251W	YNR037C
YBR251W	YOR158W
YBR251W	YPL013C
YBR258C	YDR469W
YBR258C	YKL018W
YBR279W	YIL035C
YBR279W	YML069W
YBR279W	YOL145C
YBR279W	YOR061W
YBR279W	YOR123C
YBR282W	YCR046C
YBR282W	YDR116C
YBR282W	YDR237W
YBR282W	YDR296W
YBR282W	YLR439W
YBR282W	YMR024W
YBR282W	YNL252C
YBR288C	YGR261C
YBR288C	YPL195W
YBR289W	YFL049W
YBR289W	YJL176C
YBR289W	YMR033W
YCL016C	YHR191C
YCL017C	YER048W-A
YCL037C	YDL014W
YCL037C	YGL049C
YCL037C	YGL120C
YCL037C	YGR162W
YCL037C	YJR145C
YCL037C	YLR175W
YCL037C	YML056C
YCL037C	YOL139C
YCL037C	YOR096W
YCL043C	YHR204W
YCL048W	YCR024C
YCL054W	YER006W
YCL054W	YKL172W
YCL054W	YNL110C
YCL054W	YPL211W
YCR002C	YDL225W
YCR002C	YHR107C
YCR002C	YJR076C
YCR002C	YLR314C
YCR020C-A	YPR051W
YCR046C	YCR071C
YCR046C	YDR116C
YCR046C	YDR237W
YCR046C	YDR296W
YCR046C	YJL063C
YCR046C	YKR006C
YCR046C	YKR085C
YCR046C	YLR312W-A
YCR046C	YLR439W
YCR046C	YMR024W
YCR046C	YNL252C
YCR046C	YOR150W
YCR052W	YDR303C
YCR052W	YFR037C
YCR052W	YIL126W
YCR052W	YKR008W
YCR052W	YLR357W
YCR052W	YML127W
YCR052W	YMR033W
YCR052W	YMR091C
YCR071C	YDR116C
YCR071C	YDR237W
YCR071C	YDR296W
YCR071C	YDR405W
YCR071C	YJL063C
YCR071C	YKR006C
YCR071C	YKR085C
YCR071C	YLR312W-A
YCR071C	YLR439W
YCR071C	YMR024W
YCR071C	YNL252C
YCR071C	YOR150W
YCR072C	YDR101C
YCR072C	YER006W
YCR072C	YER126C
YCR072C	YGR245C
YCR072C	YHR197W
YCR072C	YLR074C
YCR072C	YNL182C
YCR072C	YNR053C
YCR072C	YPR016C
YCR077C	YDR378C
YCR077C	YDR473C
YCR077C	YER146W
YCR077C	YHR165C
YCR077C	YLR147C
YCR077C	YMR268C
YCR077C	YNL147W
YCR077C	YOR308C
YCR081W	YER022W
YCR081W	YGL151W
YCR081W	YHR058C
YCR081W	YNL236W
YCR081W	YNR010W
YCR081W	YOL135C
YCR081W	YOR174W
YCR081W	YPL042C
YDL002C	YDR190C
YDL002C	YOR141C
YDL002C	YPL129W
YDL003W	YFL008W
YDL014W	YDL148C
YDL014W	YDR060W
YDL014W	YDR324C
YDL014W	YDR449C
YDL014W	YDR496C
YDL014W	YER082C
YDL014W	YGL030W
YDL014W	YGL120C
YDL014W	YGR085C
YDL014W	YGR128C
YDL014W	YGR145W
YDL014W	YHR148W
YDL014W	YIL133C
YDL014W	YJR145C
YDL014W	YKR060W
YDL014W	YLL011W
YDL014W	YLL045C
YDL014W	YLR029C
YDL014W	YLR075W
YDL014W	YLR129W
YDL014W	YLR175W
YDL014W	YLR186W
YDL014W	YLR222C
YDL014W	YML063W
YDL014W	YMR093W
YDL014W	YMR128W
YDL014W	YMR229C
YDL014W	YMR309C
YDL014W	YNL069C
YDL014W	YOL077C
YDL014W	YOR096W
YDL014W	YOR310C
YDL014W	YPL012W
YDL014W	YPL126W
YDL014W	YPL217C
YDL014W	YPR144C
YDL045W-A	YIL093C
YDL047W	YFR040W
YDL056W	YLR182W
YDL060W	YER074W
YDL060W	YGR054W
YDL060W	YJR145C
YDL060W	YKL143W
YDL060W	YNL207W
YDL060W	YOR096W
YDL060W	YPL012W
YDL066W	YJL034W
YDL074C	YPL055C
YDL075W	YDR012W
YDL075W	YDR101C
YDL075W	YDR418W
YDL075W	YDR471W
YDL075W	YER006W
YDL075W	YER074W
YDL075W	YGL030W
YDL075W	YGL076C
YDL075W	YGL103W
YDL075W	YGL147C
YDL075W	YGR085C
YDL075W	YIL133C
YDL075W	YJL177W
YDL075W	YLL045C
YDL075W	YLR029C
YDL075W	YLR075W
YDL075W	YLR287C-A
YDL075W	YLR448W
YDL075W	YML063W
YDL075W	YML073C
YDL075W	YMR194W
YDL075W	YNL069C
YDL075W	YNL096C
YDL075W	YNL110C
YDL075W	YNL301C
YDL075W	YOR096W
YDL075W	YPL012W
YDL075W	YPL090C
YDL075W	YPL249C-A
YDL075W	YPR067W
YDL084W	YDR138W
YDL084W	YNL004W
YDL092W	YPR088C
YDL098C	YDR378C
YDL098C	YDR473C
YDL098C	YER029C
YDL098C	YGR074W
YDL098C	YHR165C
YDL098C	YLR147C
YDL098C	YMR268C
YDL098C	YMR288W
YDL098C	YNL147W
YDL098C	YOR308C
YDL098C	YPL213W
YDL102W	YJR006W
YDL102W	YJR043C
YDL115C	YDL140C
YDL115C	YGL070C
YDL115C	YGR005C
YDL115C	YOR151C
YDL115C	YOR210W
YDL115C	YPR187W
YDL116W	YGL092W
YDL116W	YGL100W
YDL140C	YGL070C
YDL140C	YGR005C
YDL140C	YML010W
YDL140C	YOR151C
YDL140C	YOR210W
YDL140C	YPL129W
YDL140C	YPR187W
YDL143W	YDR188W
YDL143W	YIL142W
YDL143W	YKL029C
YDL143W	YOR281C
YDL148C	YDR324C
YDL148C	YDR449C
YDL148C	YER082C
YDL148C	YGR128C
YDL148C	YGR145W
YDL148C	YHR148W
YDL148C	YJR145C
YDL148C	YKR060W
YDL148C	YLL011W
YDL148C	YLR129W
YDL148C	YLR186W
YDL148C	YMR093W
YDL148C	YMR128W
YDL148C	YMR229C
YDL148C	YOL010W
YDL148C	YOR096W
YDL148C	YOR310C
YDL148C	YPL012W
YDL148C	YPL126W
YDL148C	YPL217C
YDL148C	YPR144C
YDL150W	YDR045C
YDL150W	YKL144C
YDL150W	YNL113W
YDL150W	YNR003C
YDL150W	YOR207C
YDL150W	YOR210W
YDL150W	YPR110C
YDL150W	YPR187W
YDL150W	YPR190C
YDL208W	YLR175W
YDL208W	YMR310C
YDL225W	YHR107C
YDL225W	YJR076C
YDL225W	YLR314C
YDR012W	YDR418W
YDR012W	YDR471W
YDR012W	YDR496C
YDR012W	YER074W
YDR012W	YGL103W
YDR012W	YGL147C
YDR012W	YGR085C
YDR012W	YHL033C
YDR012W	YIL133C
YDR012W	YJL177W
YDR012W	YJR145C
YDR012W	YKR081C
YDR012W	YLL045C
YDR012W	YLR029C
YDR012W	YLR441C
YDR012W	YLR448W
YDR012W	YML063W
YDR012W	YML073C
YDR012W	YMR194W
YDR012W	YNL069C
YDR012W	YNL178W
YDR012W	YNL301C
YDR012W	YOL041C
YDR012W	YOL120C
YDR012W	YOR096W
YDR012W	YPL090C
YDR013W	YOL146W
YDR041W	YDR337W
YDR041W	YDR347W
YDR041W	YGL129C
YDR041W	YGR084C
YDR041W	YGR165W
YDR041W	YGR215W
YDR041W	YHL004W
YDR041W	YIL093C
YDR041W	YKL155C
YDR041W	YMR158W
YDR041W	YMR188C
YDR041W	YNR037C
YDR041W	YOR158W
YDR041W	YOR204W
YDR041W	YPL013C
YDR045C	YKL144C
YDR045C	YNL113W
YDR045C	YNR003C
YDR045C	YOR207C
YDR045C	YPR190C
YDR060W	YDR087C
YDR060W	YDR496C
YDR060W	YER006W
YDR060W	YGL076C
YDR060W	YIL133C
YDR060W	YKL172W
YDR060W	YKR081C
YDR060W	YLL045C
YDR060W	YLR029C
YDR060W	YLR276C
YDR060W	YMR229C
YDR060W	YNL301C
YDR060W	YOL041C
YDR060W	YOL077C
YDR060W	YPL012W
YDR060W	YPL043W
YDR060W	YPL211W
YDR087C	YDR496C
YDR087C	YER006W
YDR087C	YGR085C
YDR087C	YKR081C
YDR087C	YOL077C
YDR087C	YPL211W
YDR087C	YPR016C
YDR091C	YLR192C
YDR091C	YMR146C
YDR091C	YMR309C
YDR091C	YOR096W
YDR091C	YPR041W
YDR097C	YOL090W
YDR101C	YER006W
YDR101C	YER126C
YDR101C	YGL030W
YDR101C	YGL099W
YDR101C	YGL103W
YDR101C	YGR245C
YDR101C	YHR197W
YDR101C	YKR081C
YDR101C	YLL045C
YDR101C	YNL110C
YDR101C	YNL182C
YDR101C	YNR053C
YDR101C	YPL211W
YDR101C	YPL249C-A
YDR101C	YPR016C
YDR116C	YDR237W
YDR116C	YDR296W
YDR116C	YDR405W
YDR116C	YJL063C
YDR116C	YKR006C
YDR116C	YKR085C
YDR116C	YLR312W-A
YDR116C	YLR439W
YDR116C	YMR024W
YDR116C	YNL252C
YDR116C	YOR150W
YDR118W	YHR166C
YDR118W	YLR127C
YDR118W	YOR249C
YDR121W	YGL133W
YDR121W	YNL262W
YDR121W	YPR175W
YDR138W	YNL004W
YDR141C	YNL297C
YDR145W	YDR167W
YDR145W	YGR252W
YDR145W	YGR274C
YDR145W	YHR099W
YDR145W	YMR005W
YDR145W	YMR227C
YDR145W	YMR236W
YDR145W	YPL254W
YDR148C	YFL018C
YDR148C	YIL125W
YDR156W	YJL148W
YDR156W	YNL113W
YDR156W	YNL248C
YDR156W	YOR210W
YDR156W	YPR010C
YDR156W	YPR110C
YDR156W	YPR187W
YDR167W	YGR252W
YDR167W	YGR274C
YDR167W	YMR005W
YDR167W	YMR223W
YDR167W	YMR227C
YDR167W	YMR236W
YDR167W	YPL254W
YDR174W	YJL177W
YDR188W	YFR009W
YDR188W	YIL142W
YDR188W	YKL029C
YDR188W	YKL104C
YDR188W	YOR281C
YDR190C	YGR002C
YDR190C	YML041C
YDR190C	YOR141C
YDR190C	YPL129W
YDR237W	YDR296W
YDR237W	YDR405W
YDR237W	YJL063C
YDR237W	YKR006C
YDR237W	YKR085C
YDR237W	YLR312W-A
YDR237W	YLR439W
YDR237W	YMR024W
YDR237W	YNL252C
YDR237W	YNL284C
YDR237W	YOR150W
YDR238C	YFR051C
YDR240C	YER029C
YDR240C	YGR074W
YDR240C	YHR165C
YDR240C	YIL061C
YDR240C	YKL012W
YDR240C	YLR147C
YDR245W	YJL183W
YDR245W	YLR342W
YDR245W	YPL050C
YDR280W	YGR095C
YDR280W	YGR158C
YDR280W	YGR195W
YDR280W	YHR069C
YDR280W	YHR081W
YDR280W	YNL232W
YDR280W	YPR189W
YDR289C	YOR048C
YDR292C	YKL154W
YDR296W	YDR405W
YDR296W	YJL063C
YDR296W	YKR006C
YDR296W	YKR085C
YDR296W	YLR312W-A
YDR296W	YLR439W
YDR296W	YMR024W
YDR296W	YNL252C
YDR296W	YOR150W
YDR301W	YGR156W
YDR301W	YJR093C
YDR301W	YKL018W
YDR301W	YKL059C
YDR301W	YLR115W
YDR301W	YLR277C
YDR301W	YMR061W
YDR301W	YNL222W
YDR301W	YPR107C
YDR303C	YFR037C
YDR303C	YIL126W
YDR303C	YKR001C
YDR303C	YKR008W
YDR303C	YLR357W
YDR303C	YML127W
YDR303C	YMR033W
YDR303C	YMR091C
YDR324C	YDR398W
YDR324C	YDR449C
YDR324C	YER082C
YDR324C	YGR128C
YDR324C	YHR148W
YDR324C	YKR060W
YDR324C	YLL011W
YDR324C	YLR129W
YDR324C	YLR186W
YDR324C	YLR222C
YDR324C	YMR093W
YDR324C	YMR128W
YDR324C	YNL075W
YDR324C	YOR145C
YDR324C	YPL126W
YDR324C	YPL217C
YDR324C	YPR144C
YDR325W	YFR031C
YDR337W	YDR347W
YDR337W	YGL129C
YDR337W	YGR084C
YDR337W	YGR165W
YDR337W	YGR215W
YDR337W	YHL004W
YDR337W	YIL093C
YDR337W	YKL155C
YDR337W	YMR158W
YDR337W	YMR188C
YDR337W	YNR037C
YDR337W	YOR158W
YDR337W	YPL013C
YDR347W	YGL129C
YDR347W	YGR084C
YDR347W	YGR165W
YDR347W	YGR215W
YDR347W	YHL004W
YDR347W	YIL093C
YDR347W	YKL155C
YDR347W	YMR158W
YDR347W	YMR188C
YDR347W	YNR037C
YDR347W	YOR158W
YDR347W	YPL013C
YDR378C	YDR473C
YDR378C	YER029C
YDR378C	YER146W
YDR378C	YHR165C
YDR378C	YLR147C
YDR378C	YMR268C
YDR378C	YNL147W
YDR378C	YOR308C
YDR398W	YGR128C
YDR398W	YMR093W
YDR398W	YPL126W
YDR405W	YGR076C
YDR405W	YKR006C
YDR405W	YLR439W
YDR405W	YMR024W
YDR407C	YDR472W
YDR407C	YGR166W
YDR407C	YML077W
YDR407C	YOR115C
YDR418W	YDR471W
YDR418W	YGL030W
YDR418W	YGL076C
YDR418W	YGL103W
YDR418W	YGL123W
YDR418W	YGL147C
YDR418W	YGR085C
YDR418W	YHL033C
YDR418W	YHR010W
YDR418W	YIL133C
YDR418W	YJL177W
YDR418W	YLL045C
YDR418W	YLR075W
YDR418W	YLR441C
YDR418W	YLR448W
YDR418W	YML063W
YDR418W	YML073C
YDR418W	YMR194W
YDR418W	YNL069C
YDR418W	YNL178W
YDR418W	YOR096W
YDR418W	YPL249C-A
YDR429C	YLR192C
YDR429C	YMR146C
YDR429C	YMR309C
YDR429C	YNL244C
YDR429C	YOR204W
YDR429C	YOR361C
YDR429C	YPR041W
YDR449C	YER082C
YDR449C	YGL171W
YDR449C	YGR128C
YDR449C	YGR145W
YDR449C	YHR148W
YDR449C	YJR145C
YDR449C	YKR060W
YDR449C	YLL011W
YDR449C	YLR129W
YDR449C	YLR186W
YDR449C	YLR222C
YDR449C	YMR093W
YDR449C	YMR128W
YDR449C	YNL075W
YDR449C	YOR096W
YDR449C	YOR145C
YDR449C	YPL126W
YDR449C	YPL217C
YDR449C	YPR144C
YDR469W	YKL018W
YDR471W	YDR496C
YDR471W	YER006W
YDR471W	YER074W
YDR471W	YGL030W
YDR471W	YGL076C
YDR471W	YGL103W
YDR471W	YGL147C
YDR471W	YGR085C
YDR471W	YHL015W
YDR471W	YHL033C
YDR471W	YIL133C
YDR471W	YJL177W
YDR471W	YJR145C
YDR471W	YKR081C
YDR471W	YLL045C
YDR471W	YLR029C
YDR471W	YLR075W
YDR471W	YLR287C-A
YDR471W	YLR344W
YDR471W	YLR441C
YDR471W	YLR448W
YDR471W	YML063W
YDR471W	YML073C
YDR471W	YMR194W
YDR471W	YNL069C
YDR471W	YNL096C
YDR471W	YNL110C
YDR471W	YNL112W
YDR471W	YNL178W
YDR471W	YNL301C
YDR471W	YOL077C
YDR471W	YOR096W
YDR471W	YPL090C
YDR471W	YPL211W
YDR471W	YPL249C-A
YDR472W	YGR166W
YDR472W	YML077W
YDR472W	YOR115C
YDR473C	YER029C
YDR473C	YER146W
YDR473C	YGR074W
YDR473C	YHR165C
YDR473C	YLR147C
YDR473C	YMR288W
YDR473C	YNL147W
YDR473C	YOR308C
YDR489W	YOL146W
YDR496C	YER006W
YDR496C	YGL030W
YDR496C	YGL076C
YDR496C	YIL133C
YDR496C	YJR145C
YDR496C	YKL014C
YDR496C	YKR081C
YDR496C	YLL045C
YDR496C	YLR029C
YDR496C	YLR175W
YDR496C	YLR276C
YDR496C	YML073C
YDR496C	YMR229C
YDR496C	YNL110C
YDR496C	YOL077C
YDR496C	YPL012W
YDR496C	YPL043W
YDR496C	YPL211W
YDR496C	YPR016C
YDR498C	YGL145W
YDR498C	YNL258C
YDR498C	YOR075W
YDR517W	YPR181C
YEL015W	YOL149W
YEL018W	YGR002C
YEL018W	YHR099W
YEL018W	YNL136W
YEL022W	YHR020W
YEL054C	YGL030W
YEL054C	YHR010W
YEL054C	YJR145C
YEL054C	YML063W
YEL054C	YPL249C-A
YEL056W	YPL001W
YER006W	YER126C
YER006W	YFR001W
YER006W	YGL030W
YER006W	YGR085C
YER006W	YGR245C
YER006W	YHR010W
YER006W	YHR197W
YER006W	YKL172W
YER006W	YKR081C
YER006W	YLL045C
YER006W	YLR276C
YER006W	YNL110C
YER006W	YNL182C
YER006W	YNR053C
YER006W	YOL077C
YER006W	YPL043W
YER006W	YPL211W
YER006W	YPL249C-A
YER006W	YPR016C
YER007C-A	YJR014W
YER018C	YOL069W
YER022W	YGL151W
YER022W	YHR058C
YER022W	YNL236W
YER022W	YNR010W
YER022W	YOL135C
YER022W	YOR174W
YER022W	YPL042C
YER025W	YGR083C
YER025W	YJR007W
YER025W	YLR215C
YER025W	YMR146C
YER025W	YMR309C
YER025W	YPR041W
YER029C	YGL120C
YER029C	YGR074W
YER029C	YHR165C
YER029C	YIL061C
YER029C	YIR009W
YER029C	YKL012W
YER029C	YLR147C
YER029C	YMR288W
YER029C	YNL147W
YER029C	YOR308C
YER029C	YPL213W
YER074W	YGL030W
YER074W	YGL076C
YER074W	YGL103W
YER074W	YGL147C
YER074W	YGR085C
YER074W	YGR118W
YER074W	YHL033C
YER074W	YIL133C
YER074W	YJL177W
YER074W	YJR145C
YER074W	YLL045C
YER074W	YLR029C
YER074W	YLR075W
YER074W	YLR287C-A
YER074W	YLR441C
YER074W	YLR448W
YER074W	YML063W
YER074W	YML073C
YER074W	YMR194W
YER074W	YNL069C
YER074W	YNL096C
YER074W	YNL178W
YER074W	YNL301C
YER074W	YOR096W
YER074W	YPL090C
YER074W	YPL249C-A
YER082C	YGR128C
YER082C	YGR145W
YER082C	YHR148W
YER082C	YKR060W
YER082C	YLL011W
YER082C	YLR129W
YER082C	YLR186W
YER082C	YLR222C
YER082C	YMR093W
YER082C	YMR128W
YER082C	YOR096W
YER082C	YPL126W
YER082C	YPL217C
YER082C	YPR144C
YER086W	YKL029C
YER086W	YLR259C
YER086W	YOR133W
YER126C	YGR245C
YER126C	YHR197W
YER126C	YKR081C
YER126C	YLR074C
YER126C	YNL110C
YER126C	YNR053C
YER126C	YPR016C
YER127W	YGR145W
YER131W	YLR435W
YER131W	YMR194W
YER146W	YHR165C
YER146W	YNL147W
YER151C	YNR051C
YER157W	YGR120C
YER157W	YNL041C
YER164W	YIL035C
YER164W	YOR061W
YFL018C	YIL125W
YFL022C	YLR060W
YFL049W	YJL176C
YFL049W	YMR033W
YFR001W	YLL045C
YFR001W	YPR016C
YFR002W	YGR119C
YFR009W	YKL029C
YFR009W	YKL104C
YFR010W	YHR200W
YFR010W	YKL145W
YFR010W	YLR421C
YFR010W	YOR259C
YFR031C	YLR272C
YFR037C	YGL133W
YFR037C	YIL126W
YFR037C	YKR001C
YFR037C	YKR008W
YFR037C	YLR357W
YFR037C	YML127W
YFR037C	YMR033W
YFR037C	YMR091C
YFR037C	YNR003C
YGL030W	YGL076C
YGL030W	YGL103W
YGL030W	YGL147C
YGL030W	YGR085C
YGL030W	YHL033C
YGL030W	YHR010W
YGL030W	YIL133C
YGL030W	YJL177W
YGL030W	YLL045C
YGL030W	YLR029C
YGL030W	YLR075W
YGL030W	YLR287C-A
YGL030W	YLR441C
YGL030W	YLR448W
YGL030W	YML063W
YGL030W	YML073C
YGL030W	YMR194W
YGL030W	YNL069C
YGL030W	YNL110C
YGL030W	YOL077C
YGL030W	YOR096W
YGL030W	YOR204W
YGL030W	YPL249C-A
YGL030W	YPR016C
YGL044C	YMR061W
YGL044C	YOR250C
YGL049C	YGR162W
YGL049C	YIR001C
YGL049C	YLR175W
YGL049C	YOL139C
YGL070C	YGR005C
YGL070C	YML010W
YGL070C	YOR151C
YGL070C	YOR210W
YGL070C	YPL129W
YGL070C	YPR187W
YGL076C	YGL103W
YGL076C	YGL147C
YGL076C	YGR085C
YGL076C	YHL033C
YGL076C	YIL133C
YGL076C	YJL177W
YGL076C	YJR145C
YGL076C	YKR081C
YGL076C	YLL045C
YGL076C	YLR029C
YGL076C	YLR075W
YGL076C	YLR432W
YGL076C	YLR441C
YGL076C	YLR448W
YGL076C	YML056C
YGL076C	YML063W
YGL076C	YML073C
YGL076C	YMR194W
YGL076C	YNL069C
YGL076C	YNL178W
YGL076C	YNL301C
YGL076C	YOL041C
YGL076C	YOL120C
YGL076C	YOR096W
YGL076C	YPL249C-A
YGL092W	YGL100W
YGL099W	YLL045C
YGL099W	YMR194W
YGL103W	YGL123W
YGL103W	YGL147C
YGL103W	YGR085C
YGL103W	YGR118W
YGL103W	YHL015W
YGL103W	YHL033C
YGL103W	YHR010W
YGL103W	YIL133C
YGL103W	YJL177W
YGL103W	YJR145C
YGL103W	YKL172W
YGL103W	YKR081C
YGL103W	YLL045C
YGL103W	YLR029C
YGL103W	YLR075W
YGL103W	YLR287C-A
YGL103W	YLR342W
YGL103W	YLR441C
YGL103W	YLR448W
YGL103W	YML063W
YGL103W	YML073C
YGL103W	YMR194W
YGL103W	YNL069C
YGL103W	YNL096C
YGL103W	YNL110C
YGL103W	YNL178W
YGL103W	YNL301C
YGL103W	YNL302C
YGL103W	YOR096W
YGL103W	YPL012W
YGL103W	YPL090C
YGL103W	YPL249C-A
YGL105W	YGR264C
YGL120C	YGR159C
YGL120C	YHR165C
YGL120C	YJR145C
YGL120C	YLL036C
YGL120C	YMR128W
YGL120C	YOR096W
YGL120C	YOR310C
YGL123W	YGR085C
YGL123W	YJL177W
YGL123W	YLR441C
YGL123W	YML073C
YGL123W	YNL178W
YGL129C	YGR084C
YGL129C	YGR165W
YGL129C	YGR215W
YGL129C	YHL004W
YGL129C	YIL093C
YGL129C	YKL155C
YGL129C	YMR158W
YGL129C	YMR188C
YGL129C	YNR037C
YGL129C	YOR158W
YGL129C	YOR204W
YGL129C	YPL013C
YGL133W	YIL126W
YGL133W	YKR001C
YGL145W	YNL258C
YGL145W	YOR075W
YGL147C	YGR085C
YGL147C	YHL015W
YGL147C	YHL033C
YGL147C	YIL133C
YGL147C	YJL177W
YGL147C	YLL045C
YGL147C	YLR029C
YGL147C	YLR448W
YGL147C	YML063W
YGL147C	YML073C
YGL147C	YMR194W
YGL147C	YNL069C
YGL147C	YNL096C
YGL147C	YNL178W
YGL147C	YOR096W
