YFL056C	YOL018C
YER177W	YDR099W
YER177W	YPR030W
YER177W	YDL117W
YER177W	YDR001C
YER177W	YFR017C
YDR099W	YLR267W
YDR099W	YNL042W
YDR099W	YPR030W
YDR099W	YCL051W
YDR099W	YOR298C-A
YDR099W	YNL293W
YDR099W	YDR001C
YDR099W	YNL267W
YDR099W	YAL017W
YDR099W	YBR050C
YDR099W	YLR453C
YDR099W	YLR177W
YJR025C	YLR288C
YNL271C	YLR319C
YNL271C	YLR229C
YNL271C	YDL126C
YNL271C	YCL027W
YNL271C	YMR032W
YNL271C	YKL129C
YNL271C	YMR109W
YNL271C	YPR165W
YNL271C	YML109W
YPL221W	YBR012C
YLR015W	YBR272C
YLR015W	YDL140C
YER172C	YNR053C
YER172C	YJR068W
YER172C	YPL105C
YBR290W	YPL132W
YBR290W	YML048W
YBR290W	YCL052C
YBR290W	YJL117W
YBR290W	YJR117W
YBR290W	YDL015C
YBR290W	YLR004C
YBR290W	YBR183W
YPR171W	YBL007C
YPR171W	YHR016C
YGR142W	YGL137W
YLR074C	YDR036C
YLR074C	YDR174W
YLR074C	YDR225W
YLR074C	YBL002W
YLR074C	YKL085W
YLR074C	YJR144W
YLR074C	YNR053C
YLR074C	YNL110C
YLR074C	YGL120C
YLR074C	YKR081C
YLR074C	YDR175C
YLR074C	YBL044W
YLR074C	YFL006W
YLR074C	YIR003W
YKL092C	YCL027W
YCL014W	YJR092W
YCL014W	YPR119W
YCL014W	YJR091C
YCL014W	YGR220C
YCL014W	YPR086W
YLR319C	YLR362W
YLR319C	YGL015C
YOR299W	YPR054W
YOR299W	YGL095C
YOR299W	YML041C
YOR299W	YNL246W
YOR299W	YGR294W
YOR299W	YJR116W
YOR299W	YKR070W
YOR299W	YMR293C
YOR299W	YNR069C
YLR353W	YBR027C
YNL288W	YDL165W
YNL288W	YCR093W
YNL288W	YER068W
YNL288W	YNL091W
YNL288W	YNR052C
YNL288W	YDR443C
YNL288W	YPR086W
YER048C	YDR342C
YER048C	YPL205C
YIL034C	YDL165W
YIL034C	YCL009C
YIL034C	YOR181W
YIL034C	YBR188C
YIL034C	YAL014C
YIL034C	YBR173C
YIL034C	YBR096W
YIL034C	YBR277C
YIL034C	YCL022C
YIL034C	YCL056C
YIL034C	YBR264C
YPL111W	YKL104C
YPL111W	YBR011C
YPL111W	YGR136W
YPL111W	YKL085W
YPL111W	YMR235C
YPL111W	YML064C
YLR438W	YLR328W
YLR438W	YGR010W
YLR438W	YPR165W
YLR438W	YHL025W
YLR438W	YHR135C
YLR438W	YPL150W
YML042W	YJR091C
YML042W	YDR244W
YPL178W	YOL139C
YPL178W	YDR034C
YPL178W	YPL190C
YPL178W	YNL251C
YPL178W	YER173W
YPL178W	YGL049C
YJR060W	YDR318W
YGR174C	YDL054C
YGR174C	YLL028W
YGR174C	YOL115W
YKL011C	YDL101C
YKL011C	YGL121C
YKL011C	YNL014W
YKL011C	YBR010W
YKL011C	YMR201C
YKL011C	YEL024W
YKL011C	YGL137W
YKL011C	YGR184C
YPR025C	YDR508C
YPR025C	YPL031C
YPR025C	YBR081C
YPR025C	YDR460W
YDR188W	YGL190C
YDR188W	YMR049C
YDR188W	YDR142C
YDR188W	YDR030C
YDR188W	YGL137W
YDR188W	YOR212W
YDR188W	YMR028W
YLR110C	YLR453C
YDL220C	YLR233C
YAR019C	YML064C
YKL022C	YFR036W
YKL022C	YGL003C
YKL022C	YDR386W
YKL022C	YDR369C
YGL116W	YPR119W
YGL116W	YJL013C
YGL116W	YKL085W
YOR074C	YPR086W
YLR310C	YJL005W
YLR310C	YNR037C
YLR310C	YBL075C
YLR310C	YBR225W
YLR310C	YLL017W
YFR036W	YJR091C
YOR257W	YDR356W
YOL139C	YJL005W
YOL139C	YDL101C
YOL139C	YKL204W
YOL139C	YDR365C
YOL139C	YMR246W
YOL139C	YGL237C
YOL139C	YLR288C
YOL139C	YDR386W
YOL139C	YNL262W
YOL139C	YJR035W
YOL139C	YLR371W
YOL139C	YJR007W
YOL139C	YML064C
YOL139C	YGL049C
YOL139C	YDL025C
YOL139C	YMR104C
YOL139C	YNL093W
YDR054C	YFL009W
YDR054C	YDL132W
YDR054C	YOL133W
YDL165W	YCR093W
YDL165W	YER068W
YDL165W	YGL127C
YDL165W	YDR443C
YDL165W	YPL042C
YDL165W	YNL025C
YDL165W	YLR125W
YDR168W	YOR027W
YCR093W	YOL133W
YCR093W	YER068W
YCR093W	YNR052C
YCR093W	YGL137W
YCR093W	YDR443C
YCR093W	YPL042C
YCR093W	YNL025C
YCR093W	YPL011C
YCR093W	YOR110W
YCR093W	YJL141C
YLR314C	YDR409W
YLR314C	YLR254C
YLR229C	YNL298W
YLR229C	YJL157C
YLR229C	YDL135C
YLR229C	YOR127W
YLR229C	YDR143C
YLR229C	YER008C
YLR229C	YOL113W
YDL126C	YKL213C
YDL126C	YBL103C
YDL126C	YGR048W
YFL009W	YDL132W
YFL009W	YOL133W
YDL132W	YLR100W
YDL132W	YOL133W
YDL132W	YLR097C
YDL132W	YLR368W
YDL132W	YLR134W
YDL132W	YNL055C
YDL132W	YDR139C
YDL132W	YML088W
YDL132W	YBR280C
YDL132W	YDR306C
YDL132W	YJL149W
YPR019W	YDR143C
YGL190C	YOR349W
YGL190C	YJR138W
YGL190C	YMR109W
YGL190C	YDL134C
YGL190C	YAL016W
YGL190C	YNL154C
YGL190C	YDR381W
YGL190C	YMR273C
YGL190C	YML109W
YMR001C	YGL003C
YMR001C	YDL003W
YMR001C	YDR386W
YMR001C	YAL047C
YLR245C	YML064C
YGL003C	YPR119W
YGL003C	YDL155W
YGL003C	YMR304W
YBR029C	YCR061W
YGL130W	YOL145C
YGL130W	YAL035W
YGL130W	YGL120C
YGL130W	YDL140C
YGL130W	YGL207W
YGL130W	YBL075C
YLR115W	YJR093C
YLR115W	YJL033W
YLR115W	YAL043C
YLR115W	YGR156W
YLR115W	YDL140C
YLR115W	YNL222W
YLR115W	YPR107C
YLR098C	YDR034C
YLR098C	YPL130W
YGL206C	YGR167W
YGL206C	YHR108W
YGL206C	YOR181W
YGL206C	YBR169C
YGL206C	YDR320C
YER164W	YIL035C
YBR038W	YPL020C
YBR038W	YCL022C
YBR023C	YER039C
YBR023C	YJR117W
YJL099W	YJR091C
YJL099W	YDR079W
YJL099W	YLR424W
YMR198W	YJR112W
YOR349W	YER007W
YOR349W	YFL037W
YDR022C	YGL237C
YDR022C	YLR288C
YIL035C	YOL145C
YIL035C	YPL037C
YIL035C	YGR145W
YIL035C	YMR049C
YIL035C	YDR365C
YIL035C	YBR010W
YIL035C	YDR225W
YIL035C	YBL002W
YIL035C	YNL132W
YIL035C	YJR144W
YIL035C	YCL043C
YIL035C	YML069W
YIL035C	YNL262W
YIL035C	YNL330C
YIL035C	YDL195W
YIL035C	YGL207W
YIL035C	YER161C
YIL035C	YJL087C
YIL035C	YDR381W
YNL298W	YOR127W
YNL298W	YNL243W
YNL298W	YML109W
YGR108W	YPL124W
YPR119W	YNL135C
YPR119W	YDR386W
YPR119W	YBR024W
YPR119W	YNR022C
YDL155W	YDR034C
YDL155W	YPL124W
YGR167W	YDR320C
YLR117C	YCL027W
YLR117C	YBR188C
YLR117C	YGL120C
YLR117C	YAL032C
YLR117C	YBL050W
YLR117C	YGR129W
YLR117C	YBR270C
YGL215W	YPL031C
YMR199W	YPL049C
YMR199W	YDR480W
YMR199W	YJL157C
YMR199W	YJR091C
YMR199W	YMR105C
YMR199W	YPL031C
YAL040C	YJL157C
YAL040C	YJL013C
YGL223C	YDR034C
YGL223C	YLR026C
YPR105C	YGL153W
YPR105C	YLR026C
YPR105C	YOR331C
YGL005C	YLR453C
YNR041C	YML123C
YNR075W	YML123C
YFL062W	YCR068W
YFL062W	YOR092W
YFL062W	YML048W
YFL062W	YLR237W
YFL062W	YDR307W
YFL062W	YJL059W
YGR295C	YML048W
YGR295C	YDR034C
YGR295C	YLR237W
YGR295C	YDL128W
YPL132W	YDR178W
YML129C	YOR110W
YNL052W	YDL067C
YHR051W	YDL067C
YDL067C	YDR318W
YNR028W	YGL127C
YNR028W	YIL023C
YJL172W	YCL008C
YLR429W	YDL195W
YLR429W	YAL047C
YMR048W	YBR034C
YMR048W	YLR368W
YMR048W	YER063W
YDR256C	YGL153W
YMR078C	YNL262W
YMR078C	YJR068W
YMR078C	YNL290W
YMR078C	YBR087W
YMR078C	YLL040C
YPL181W	YNL330C
YPL181W	YDR392W
YPL181W	YPL139C
YMR180C	YNL154C
YHR175W	YLR288C
YLR411W	YBR126C
YLR411W	YDL015C
YOL145C	YJR138W
YOL145C	YJR091C
YOL145C	YOR326W
YOL145C	YBR279W
YOL145C	YDL140C
YOL145C	YKL145W
YOL145C	YGL207W
YOL145C	YML010W
YML101C	YJR102C
YHR053C	YKL023W
YGL166W	YLL028W
YGL166W	YJL154C
YOL082W	YDR122W
YOL082W	YER007W
YOL082W	YOR353C
YOL082W	YDR311W
YOL082W	YHR113W
YDR482C	YJR091C
YDR482C	YAL016W
YDL209C	YAL032C
YDL209C	YLR426W
YJR048W	YLR288C
YDR430C	YDR171W
YDR430C	YFL018C
YDR430C	YER178W
YJL005W	YNL138W
YOR065W	YHR195W
YDR016C	YGR113W
YDR016C	YKR037C
YIR032C	YBR126C
YIR028W	YJL183W
YGR113W	YDR034C
YGR113W	YPR046W
YGR113W	YBR156C
YGR113W	YKR037C
YGR113W	YLR424W
YGR113W	YPR045C
YPR111W	YPR160W
YPR111W	YIL106W
YOR180C	YLR284C
YOR180C	YFL018C
YOR180C	YGL153W
YLR270W	YLR081W
YLR270W	YDR001C
YLR270W	YJL141C
YPL194W	YLR288C
YPL194W	YER173W
YPL194W	YPL029W
YER143W	YJR141W
YER143W	YNR071C
YMR173W	YPR096C
YKL054C	YCR079W
YKL054C	YMR106C
YOR245C	YBL050W
YOR245C	YOR097C
YDL024C	YEL017W
YPL049C	YDR480W
YPL049C	YML064C
YDR480W	YPL020C
YDR263C	YOR214C
YER179W	YNL055C
YER179W	YCR027C
YER179W	YOR191W
YER179W	YML064C
YER179W	YKL211C
YER179W	YIL105C
YER179W	YNL013C
YER179W	YOR285W
YMR211W	YDR510W
YOR005C	YDR225W
YOR005C	YIL125W
YOR005C	YNL110C
YOR005C	YKR081C
YOR005C	YDR198C
YKL213C	YOR341W
YDR069C	YBL064C
YDR069C	YDL147W
YDR068W	YLR237W
YIL010W	YLR288C
YLL008W	YNL110C
YLL008W	YKR081C
YAL026C	YPL146C
YER124C	YEL015W
YER124C	YER112W
YER124C	YML109W
YMR276W	YHR027C
YMR276W	YIL075C
YDL101C	YDL200C
YDL101C	YBR035C
YDL101C	YMR105C
YDL101C	YER173W
YDL101C	YDR030C
YDL101C	YJR104C
YDL101C	YLR234W
YDL101C	YHR135C
YDL101C	YDR051C
YDL101C	YMR226C
YKR054C	YDL181W
YKR054C	YHR158C
YKR054C	YER018C
YKL204W	YGL137W
YKL204W	YNL154C
YLR284C	YGL153W
YLR284C	YML064C
YDR446W	YDR510W
YHR132C	YNL291C
YBL001C	YDR510W
YBL001C	YER067W
YBL001C	YPL068C
YHL030W	YOL133W
YHL030W	YNL132W
YHL030W	YBL056W
YHL030W	YHR200W
YHL030W	YFR004W
YHL030W	YFR052W
YHL030W	YDL147W
YHL030W	YKL145W
YHL030W	YDL052C
YLR436C	YMR304W
YBR078W	YOL133W
YLR299W	YOL137W
YBR076W	YJR091C
YGL222C	YJR091C
YER035W	YDR318W
YEL015W	YML064C
YEL015W	YOR285W
YDR036C	YMR188C
YDR036C	YNL306W
YDR036C	YBR146W
YDR036C	YGL129C
YDR036C	YDR175C
YDR036C	YJR113C
YMR312W	YHR187W
YMR312W	YLR327C
YDR039C	YBR183W
YNL084C	YMR065W
YNL084C	YHR158C
YNL084C	YOR181W
YNL084C	YJR035W
YNL084C	YBL007C
YGR145W	YNL132W
YGR145W	YMR304W
YGR145W	YIL121W
YMR049C	YLR449W
YMR049C	YDR342C
YMR049C	YJR091C
YMR049C	YMR100W
YMR049C	YDR386W
YMR049C	YNL110C
YMR049C	YGL023C
YMR049C	YGL120C
YMR049C	YKR081C
YMR049C	YFL045C
YMR049C	YLR369W
YBL040C	YGR060W
YPL028W	YPR165W
YGR060W	YLR100W
YGR060W	YML048W
YGR060W	YJL117W
YGR060W	YEL017C-A
YGR060W	YJR117W
YGR060W	YLL028W
YGR060W	YDL015C
YGR060W	YAR027W
YGR060W	YOL003C
YGR060W	YBR183W
YLR100W	YGL137W
YER044C	YDR034C
YML008C	YLR292C
YML008C	YPL020C
YML008C	YCL023C
YML008C	YDL089W
YML008C	YOR097C
YHR190W	YLR453C
YHR110W	YML048W
YHR110W	YAR031W
YDR365C	YKR081C
YDR365C	YCR087W
YDR365C	YJL207C
YDR365C	YDR381W
YLR233C	YNL132W
YLR233C	YCL043C
YLR233C	YKR081C
YLR233C	YPL012W
YLR233C	YKL020C
YLR233C	YAL028W
YBR102C	YER008C
YBR102C	YIL068C
YBR102C	YPR055W
YBR102C	YNR046W
YER015W	YDR146C
YMR246W	YOL133W
YMR246W	YOL126C
YMR246W	YLR019W
YMR246W	YDR129C
YMR246W	YHR136C
YMR246W	YML064C
YDL045C	YGL127C
YNL127W	YMR052W
YNL127W	YKL060C
YNL127W	YGL251C
YNL127W	YKR055W
YNL127W	YLR371W
YNL127W	YBR169C
YNL127W	YAL016W
YJL157C	YDR394W
YJL157C	YOR212W
YJL157C	YMR304W
YMR052W	YJR091C
YMR052W	YLR453C
YMR052W	YFR008W
YLR377C	YPL169C
YLR377C	YML064C
YJL155C	YER112W
YMR277W	YGR186W
YMR277W	YCR079W
YBR040W	YCL040W
YJR093C	YJL033W
YJR093C	YAL043C
YJR093C	YGR156W
YJR093C	YCL032W
YJR093C	YML030W
YJR093C	YPR107C
YIL065C	YJR091C
YIL065C	YLR292C
YDR534C	YGL127C
YDR110W	YLR095C
YDR110W	YGL127C
YDR110W	YER161C
YDR110W	YML064C
YNL135C	YER136W
YNL135C	YDR174W
YNL135C	YMR205C
YNL135C	YDR129C
YNL135C	YJR104C
YNL135C	YLR005W
YNL135C	YDR311W
YLR449W	YIL050W
YLR449W	YJL023C
YLR449W	YLR453C
YLR449W	YKR081C
YLR449W	YER041W
YLR214W	YMR054W
YLR214W	YAR027W
YLR214W	YKR104W
YNR060W	YLR241W
YAL035W	YER142C
YAL035W	YGR102C
YAL035W	YMR106C
YAL035W	YLR241W
YAL031C	YCL027W
YCL027W	YPR008W
YCL027W	YGR289C
YCL027W	YNL291C
YCL027W	YAL017W
YCL027W	YGR070W
YCL027W	YBL071C
YCL027W	YDL199C
YCL027W	YIR014W
YCL027W	YKL105C
YCL027W	YNL058C
YMR232W	YCR009C
YIL097W	YCL039W
YPR136C	YDR034C
YNL133C	YLR453C
YGR196C	YGR253C
YGR196C	YBR260C
YOR178C	YGL073W
YOR178C	YIL045W
YBR020W	YML051W
YLR081W	YOR181W
YDR009W	YML051W
YDR009W	YOL133W
YPL248C	YML051W
YPL248C	YGR104C
YPL248C	YPL042C
YPL248C	YPR086W
YOL132W	YML048W
YOL132W	YOR099W
YOL132W	YJL041W
YOL132W	YDL232W
YOL132W	YNL055C
YOL132W	YOL018C
YOL132W	YBR183W
YFL021W	YJR066W
YDR283C	YPR178W
YEL009C	YPL038W
YEL009C	YPL042C
YEL009C	YHR145C
YDL226C	YJL151C
YDL226C	YOR327C
YDL226C	YOL129W
YDL226C	YKL126W
YPR184W	YJL141C
YPR184W	YFR017C
YER136W	YIR009W
YER136W	YJR035W
YER136W	YLR362W
YER136W	YOR089C
YER136W	YBR264C
YER136W	YLR262C
YOR355W	YNL091W
YOR355W	YNL154C
YOR355W	YDL012C
YOR355W	YHL046C
YKL104C	YHR200W
YKL104C	YDR311W
YCL039W	YMR135C
YCL039W	YDR342C
YCL039W	YPL139C
YCL039W	YBR105C
YCL039W	YGL227W
YLR094C	YLR453C
YEL011W	YPR086W
YMR311C	YPL031C
YMR311C	YDR436W
YJL137C	YFR015C
YDL171C	YBL023C
YDL171C	YPR086W
YFL017C	YOR362C
YDR508C	YMR279C
YGL121C	YDL200C
YPR160W	YAL017W
YPR160W	YMR106C
YKR067W	YGL137W
YPL059W	YMR032W
YPL059W	YIL105C
YPL059W	YNL047C
YGR032W	YPR165W
YML048W	YMR011W
YML048W	YHR096C
YML048W	YJL214W
YML048W	YML123C
YML048W	YEL017C-A
YML048W	YMR149W
YML048W	YLL028W
YML048W	YDL015C
YML048W	YDL210W
YML048W	YJL012C
YML048W	YJL222W
YML048W	YDR307W
YML048W	YBR183W
YLR293C	YOR185C
YLR293C	YJR091C
YLR293C	YJL041W
YLR293C	YER009W
YLR293C	YMR235C
YLR293C	YER161C
YLR293C	YDR002W
YOR185C	YOR171C
YOR185C	YER009W
YOR185C	YMR235C
YFR015C	YDR259C
YEL017W	YKL063C
YGL084C	YJR091C
YGL084C	YJL012C
YGL084C	YNL058C
YPL189W	YDR086C
YMR192W	YGR239C
YMR192W	YPR154W
YMR192W	YCR009C
YMR192W	YHR016C
YFL027C	YER078C
YFL027C	YHR115C
YGL237C	YBR011C
YGL237C	YNL063W
YGL237C	YPR085C
YGL237C	YDR381W
YGL237C	YKL214C
YPL001W	YBR272C
YPL001W	YBL023C
YJL033W	YAL043C
YJL033W	YGR156W
YLR192C	YML064C
YPR179C	YOL090W
YNL014W	YDL200C
YNL014W	YJR068W
YNL014W	YCR079W
YOR176W	YJR042W
YOR176W	YDL134C
YPL127C	YER142C
YPL127C	YDR386W
YBR010W	YDR225W
YBR010W	YER142C
YBR010W	YDL200C
YBR010W	YJL168C
YBR010W	YDR227W
YBR010W	YCR084C
YOR038C	YDR225W
YOR038C	YOR290C
YOR038C	YBR289W
YOR038C	YJL176C
YCL066W	YBL002W
YCL066W	YJR091C
YCL066W	YLR288C
YCL066W	YLR378C
YDR174W	YKL130C
YDR174W	YML064C
YDR174W	YAL027W
YOR032C	YIL108W
YDL125C	YJR091C
YDL125C	YER075C
YMR032W	YOR181W
YMR032W	YOR098C
YMR032W	YBR260C
YMR032W	YHL027W
YMR032W	YLR337C
YMR032W	YGR250C
YMR032W	YOR324C
YDR138W	YBR279W
YDR138W	YDL140C
YDR399W	YDL130W
YOL133W	YNL085W
YOL133W	YOR326W
YOL133W	YPL036W
YOL133W	YOR341W
YOL133W	YHR027C
YOL133W	YGL137W
YOL133W	YBR126C
YOL133W	YLL040C
YOL133W	YJL141C
YOL133W	YNL160W
YOL133W	YIL001W
YBR272C	YFR052W
YBR272C	YER021W
YBR272C	YDR394W
YBR272C	YBL050W
YBR272C	YGL004C
YOR020C	YNL173C
YOR020C	YBL056W
YOR020C	YML064C
YJL159W	YBL044W
YJL159W	YBR064W
YJL159W	YDL023C
YDR171W	YNL007C
YDR225W	YGL241W
YDR225W	YGL127C
YDR225W	YGL207W
YDR225W	YLR247C
YBL002W	YGL241W
YBL002W	YER142C
YBL002W	YMR036C
YBL002W	YPL082C
YBL002W	YNL262W
YBL002W	YBR114W
YBL002W	YGR067C
YBL002W	YNL157W
YBL002W	YOL087C
YOL012C	YLR288C
YOL012C	YBR114W
YFL011W	YMR004W
YFL011W	YJL222W
YNL318C	YCR061W
YHR092C	YLR292C
YHR096C	YDR483W
YHR096C	YLL020C
YDR342C	YOR181W
YDR342C	YDR034C
YDR342C	YOL100W
YDR342C	YLR019W
YDR342C	YLR340W
YJL214W	YLR093C
YFL013C	YDL002C
YFL013C	YLR453C
YFL013C	YPR086W
YNL215W	YJR091C
YLR355C	YHR135C
YCL009C	YLR288C
YML056C	YER142C
YML056C	YOL115W
YJR094C	YJL106W
YJL106W	YJR091C
YCR046C	YDL049C
YCR046C	YGR220C
YJR138W	YER112W
YJR138W	YBR126C
YJR138W	YMR304W
YDL181W	YDR318W
YOL065C	YJL117W
YDR315C	YJR117W
YBR011C	YGL120C
YBR011C	YLR371W
YNL265C	YGR194C
YBR086C	YPR086W
YDR497C	YLL028W
YPR133C	YPR094W
YMR294W	YDR311W
YMR294W	YGR294W
YJR091C	YOR197W
YJR091C	YPL270W
YJR091C	YIR025W
YJR091C	YPL219W
YJR091C	YER178W
YJR091C	YLR191W
YJR091C	YNL214W
YJR091C	YML123C
YJR091C	YDR313C
YJR091C	YAR031W
YJR091C	YPR178W
YJR091C	YOR265W
YJR091C	YLR059C
YJR091C	YJL140W
YJR091C	YDL147W
YJR091C	YNR037C
YJR091C	YDR175C
YJR091C	YHR079C-A
YJR091C	YGL229C
YJR091C	YKL117W
YJR091C	YER019C-A
YJR091C	YLR292C
YJR091C	YNL032W
YJR091C	YDL052C
YJR091C	YOR008C
YJR091C	YDR510W
YJR091C	YKR037C
YJR091C	YHR172W
YJR091C	YPL092W
YJR091C	YER063W
YJR091C	YBR067C
YJR091C	YEL013W
YJR091C	YLR322W
YJR091C	YML041C
YJR091C	YAL066W
YJR091C	YGR241C
YJR091C	YAR030C
YJR091C	YBL053W
YJR091C	YBL089W
YJR091C	YBL094C
YJR091C	YBR161W
YJR091C	YCL045C
YJR091C	YDL046W
YJR091C	YDR010C
YJR091C	YDR031W
YJR091C	YDR271C
YJR091C	YDR474C
YJR091C	YGL157W
YJR091C	YGL204C
YJR091C	YGR018C
YJR091C	YGR042W
YJR091C	YGR269W
YJR091C	YGR294W
YJR091C	YIL060W
YJR091C	YIL096C
YJR091C	YIR003W
YJR091C	YJL107C
YJR091C	YJL199C
YJR091C	YJR038C
YJR091C	YJR087W
YJR091C	YKL111C
YJR091C	YKL224C
YJR091C	YKR087C
YJR091C	YLR156W
YJR091C	YLR283W
YJR091C	YLR324W
YJR091C	YLR379W
YJR091C	YMR160W
YJR091C	YMR253C
YJR091C	YMR293C
YJR091C	YNL144C
YJR091C	YNL171C
YJR091C	YNL176C
YJR091C	YNL285W
YJR091C	YNR071C
YJR091C	YOL101C
YJR091C	YOR097C
YJR091C	YOR379C
YJR091C	YMR104C
YJR091C	YPL158C
YJR091C	YPR050C
YJR091C	YPR096C
YJR091C	YNL241C
YHR158C	YGR238C
YHR158C	YLR453C
YHR158C	YAL047C
YHR158C	YAL016W
YIL125W	YDR148C
YIL125W	YFL018C
YIL125W	YMR235C
YIL125W	YDL147W
YIL125W	YML064C
YIL125W	YCR079W
