YAL003W	YGR285C
YBR191W	YLR287C-A
YBR191W	YLR448W
YBR191W	YMR242C
YBR191W	YNL069C
YBR191W	YOL127W
YBR198C	YDR167W
YBR198C	YDR392W
YBR198C	YGL112C
YBR198C	YGR252W
YBR198C	YGR274C
YBR198C	YHR099W
YBR198C	YMR223W
YBR198C	YPL011C
YBR211C	YDR318W
YBR211C	YDR383C
YBR211C	YLR381W
YBR245C	YDR190C
YBR245C	YDR303C
YBR245C	YGL133W
YBR245C	YKR001C
YBR245C	YLR033W
YBR245C	YLR357W
YBR245C	YOR207C
YBR245C	YOR304W
YBR251W	YDR041W
YBR251W	YGR084C
YBR251W	YHL004W
YBR251W	YMR188C
YBR251W	YNL137C
YBR251W	YNL306W
YBR253W	YDL005C
YBR253W	YDR308C
YBR253W	YER022W
YBR253W	YGL151W
YBR253W	YHR058C
YBR253W	YNR010W
YBR253W	YPL042C
YBR258C	YHR119W
YBR258C	YKL018W
YBR258C	YPL138C
YBR288C	YGR261C
YCL024W	YDR507C
YCL037C	YGL120C
YCL037C	YGL173C
YCL037C	YHL034C
YCL037C	YJL190C
YCL037C	YJR145C
YCL037C	YML056C
YCL037C	YMR290C
YCL037C	YOL139C
YCL037C	YPL131W
YCL048W	YCR024C
YCL054W	YDL031W
YCL054W	YER006W
YCL054W	YGL111W
YCL054W	YKL172W
YCL054W	YLL008W
YCL054W	YMR290C
YCL054W	YNL002C
YCL054W	YNL061W
YCL054W	YPL093W
YCL054W	YPL211W
YCR002C	YDL225W
YCR002C	YJR076C
YCR020W-B	YDR303C
YCR020W-B	YGR056W
YCR020W-B	YLR033W
YCR020W-B	YLR321C
YCR020W-B	YLR357W
YCR020W-B	YML127W
YCR020W-B	YMR033W
YCR028C-A	YML032C
YCR028C-A	YNL312W
YCR057C	YDR324C
YCR057C	YDR449C
YCR057C	YER082C
YCR057C	YGR128C
YCR057C	YHR148W
YCR057C	YHR196W
YCR057C	YJL069C
YCR057C	YJL109C
YCR057C	YJR145C
YCR057C	YKR060W
YCR057C	YLL011W
YCR057C	YLR129W
YCR057C	YLR186W
YCR057C	YLR222C
YCR057C	YLR409C
YCR057C	YNL075W
YCR057C	YPL266W
YCR057C	YPR137W
YCR057C	YPR144C
YCR060W	YPL235W
YCR063W	YDL209C
YCR063W	YHR165C
YCR063W	YLL036C
YCR063W	YPR101W
YCR071C	YGR220C
YCR071C	YKR006C
YCR071C	YLR312W-A
YCR071C	YNL005C
YCR072C	YER006W
YCR072C	YER126C
YCR072C	YGR245C
YCR072C	YHR197W
YCR072C	YKL009W
YCR072C	YLR074C
YCR072C	YLR106C
YCR072C	YNR053C
YCR072C	YPL093W
YDL002C	YDR190C
YDL002C	YFL013C
YDL002C	YLR052W
YDL002C	YNL059C
YDL002C	YPL235W
YDL005C	YDR308C
YDL005C	YER022W
YDL005C	YGL151W
YDL005C	YHR058C
YDL005C	YNR010W
YDL018C	YHR110W
YDL018C	YML012W
YDL031W	YDR060W
YDL031W	YDR087C
YDL031W	YER006W
YDL031W	YER126C
YDL031W	YFR001W
YDL031W	YGL111W
YDL031W	YHR197W
YDL031W	YKL009W
YDL031W	YKL172W
YDL031W	YKR081C
YDL031W	YLL008W
YDL031W	YLL034C
YDL031W	YLR029C
YDL031W	YLR276C
YDL031W	YMR049C
YDL031W	YMR290C
YDL031W	YNL002C
YDL031W	YNL061W
YDL031W	YOL077C
YDL031W	YOL127W
YDL031W	YPL093W
YDL031W	YPL131W
YDL031W	YPL211W
YDL042C	YJL076W
YDL043C	YHR165C
YDL043C	YLR147C
YDL044C	YLR139C
YDL045W-A	YNL306W
YDL060W	YER074W
YDL060W	YGR081C
YDL060W	YJR145C
YDL060W	YKL143W
YDL060W	YPL266W
YDL066W	YJL034W
YDL074C	YPL055C
YDL075W	YDR382W
YDL075W	YDR471W
YDL075W	YER006W
YDL075W	YER074W
YDL075W	YFR032C-A
YDL075W	YGL014W
YDL075W	YGL030W
YDL075W	YGL076C
YDL075W	YGL103W
YDL075W	YHL001W
YDL075W	YIL133C
YDL075W	YJL190C
YDL075W	YLR029C
YDL075W	YLR287C-A
YDL075W	YLR340W
YDL075W	YLR448W
YDL075W	YML063W
YDL075W	YMR242C
YDL075W	YNL002C
YDL075W	YNL069C
YDL075W	YNL301C
YDL075W	YOL040C
YDL075W	YOL127W
YDL075W	YPL131W
YDL075W	YPL220W
YDL075W	YPL249C-A
YDL076C	YIL084C
YDL076C	YNL330C
YDL077C	YLR148W
YDL081C	YDR382W
YDL092W	YML105C
YDL143W	YIL142W
YDL143W	YKL029C
YDL143W	YOR281C
YDL156W	YNL312W
YDL201W	YDR165W
YDL208W	YHR089C
YDL209C	YDR416W
YDL209C	YGL120C
YDL209C	YGR278W
YDL209C	YHR165C
YDL209C	YLL036C
YDL209C	YLR424W
YDL209C	YPR101W
YDL225W	YJR076C
YDR005C	YOR116C
YDR013W	YJL072C
YDR013W	YOL146W
YDR016C	YGL061C
YDR016C	YKR037C
YDR027C	YDR484W
YDR041W	YER050C
YDR041W	YGR084C
YDR041W	YHL004W
YDR041W	YMR188C
YDR041W	YNL137C
YDR041W	YNL306W
YDR045C	YKR025W
YDR045C	YNL151C
YDR045C	YOR116C
YDR045C	YOR207C
YDR045C	YOR224C
YDR060W	YDR087C
YDR060W	YER006W
YDR060W	YGL076C
YDR060W	YGL111W
YDR060W	YIL133C
YDR060W	YKL172W
YDR060W	YKR081C
YDR060W	YLL008W
YDR060W	YLL034C
YDR060W	YLR029C
YDR060W	YLR276C
YDR060W	YMR049C
YDR060W	YMR229C
YDR060W	YMR290C
YDR060W	YNL002C
YDR060W	YNL061W
YDR060W	YNL301C
YDR060W	YOL041C
YDR060W	YOL077C
YDR060W	YPL093W
YDR060W	YPL131W
YDR060W	YPL211W
YDR073W	YOR290C
YDR087C	YER006W
YDR087C	YGL111W
YDR087C	YKL009W
YDR087C	YKR081C
YDR087C	YLL008W
YDR087C	YLL034C
YDR087C	YMR049C
YDR087C	YMR290C
YDR087C	YNL002C
YDR087C	YNL061W
YDR087C	YOL077C
YDR087C	YPL211W
YDR091C	YLR192C
YDR091C	YMR146C
YDR091C	YMR309C
YDR091C	YPR041W
YDR108W	YKR068C
YDR127W	YGR240C
YDR138W	YHR167W
YDR138W	YML062C
YDR138W	YNL004W
YDR167W	YDR392W
YDR167W	YGL112C
YDR167W	YGR252W
YDR167W	YGR274C
YDR167W	YMR223W
YDR167W	YPL011C
YDR179C	YMR025W
YDR180W	YER147C
YDR190C	YFL013C
YDR190C	YGR002C
YDR190C	YLR052W
YDR190C	YLR085C
YDR190C	YML041C
YDR190C	YNL059C
YDR190C	YNL107W
YDR190C	YOR304W
YDR190C	YPL235W
YDR211W	YER025W
YDR211W	YJR007W
YDR211W	YKR026C
YDR211W	YOR260W
YDR211W	YPL237W
YDR211W	YPR010C
YDR224C	YDR303C
YDR224C	YGL133W
YDR224C	YGL241W
YDR224C	YLR357W
YDR224C	YOR116C
YDR224C	YOR304W
YDR228C	YMR061W
YDR228C	YOR250C
YDR289C	YOR048C
YDR299W	YER127W
YDR299W	YHR148W
YDR299W	YJR145C
YDR299W	YKR060W
YDR299W	YLR186W
YDR299W	YNL308C
YDR299W	YNR054C
YDR299W	YPR144C
YDR301W	YKL018W
YDR301W	YMR061W
YDR301W	YNL222W
YDR301W	YPR107C
YDR303C	YGR056W
YDR303C	YKR001C
YDR303C	YLR033W
YDR303C	YLR321C
YDR303C	YLR357W
YDR303C	YML127W
YDR303C	YMR033W
YDR308C	YER022W
YDR308C	YGL151W
YDR308C	YHR058C
YDR308C	YNR010W
YDR308C	YPL042C
YDR311W	YLR005W
YDR311W	YPR056W
YDR318W	YDR383C
YDR318W	YLR381W
YDR318W	YPR046W
YDR324C	YDR398W
YDR324C	YDR449C
YDR324C	YER082C
YDR324C	YGR128C
YDR324C	YHR148W
YDR324C	YHR196W
YDR324C	YJL069C
YDR324C	YJL109C
YDR324C	YKR060W
YDR324C	YLL011W
YDR324C	YLR129W
YDR324C	YLR186W
YDR324C	YLR222C
YDR324C	YLR409C
YDR324C	YNL075W
YDR324C	YPL266W
YDR324C	YPR137W
YDR324C	YPR144C
YDR325W	YFR031C
YDR349C	YLR430W
YDR361C	YPL208W
YDR369C	YMR224C
YDR382W	YDR471W
YDR382W	YER074W
YDR382W	YFR032C-A
YDR382W	YGL030W
YDR382W	YGL076C
YDR382W	YGL103W
YDR382W	YHL001W
YDR382W	YIL133C
YDR382W	YJL190C
YDR382W	YLR029C
YDR382W	YLR287C-A
YDR382W	YLR340W
YDR382W	YLR448W
YDR382W	YML063W
YDR382W	YMR242C
YDR382W	YNL069C
YDR382W	YNL301C
YDR382W	YOL039W
YDR382W	YOL127W
YDR382W	YPL131W
YDR382W	YPL220W
YDR382W	YPL249C-A
YDR392W	YGL112C
YDR392W	YGR252W
YDR392W	YHR099W
YDR392W	YMR223W
YDR398W	YGR128C
YDR398W	YHR196W
YDR398W	YJL109C
YDR416W	YGL120C
YDR416W	YGR278W
YDR416W	YHR165C
YDR416W	YJR050W
YDR416W	YLL036C
YDR416W	YLR424W
YDR416W	YPR101W
YDR427W	YFR010W
YDR427W	YFR052W
YDR427W	YGR232W
YDR427W	YHL030W
YDR427W	YHR200W
YDR427W	YPR108W
YDR449C	YER082C
YDR449C	YGL171W
YDR449C	YGR128C
YDR449C	YHR148W
YDR449C	YHR196W
YDR449C	YJL069C
YDR449C	YJL109C
YDR449C	YJR145C
YDR449C	YKR060W
YDR449C	YLL011W
YDR449C	YLR129W
YDR449C	YLR186W
YDR449C	YLR222C
YDR449C	YLR409C
YDR449C	YNL075W
YDR449C	YPL266W
YDR449C	YPR137W
YDR449C	YPR144C
YDR471W	YER006W
YDR471W	YER074W
YDR471W	YFR032C-A
YDR471W	YGL014W
YDR471W	YGL030W
YDR471W	YGL076C
YDR471W	YGL103W
YDR471W	YHL001W
YDR471W	YIL133C
YDR471W	YJL190C
YDR471W	YJR145C
YDR471W	YKR081C
YDR471W	YLR029C
YDR471W	YLR150W
YDR471W	YLR287C-A
YDR471W	YLR344W
YDR471W	YLR406C
YDR471W	YLR448W
YDR471W	YML063W
YDR471W	YMR142C
YDR471W	YMR242C
YDR471W	YMR290C
YDR471W	YNL061W
YDR471W	YNL069C
YDR471W	YNL112W
YDR471W	YNL301C
YDR471W	YOL040C
YDR471W	YOL077C
YDR471W	YOL127W
YDR471W	YPL093W
YDR471W	YPL211W
YDR471W	YPL220W
YDR471W	YPL249C-A
YDR473C	YER146W
YDR473C	YGR074W
YDR473C	YGR091W
YDR473C	YHR165C
YDR473C	YJL124C
YDR473C	YLR147C
YDR473C	YNL147W
YDR473C	YOR159C
YDR473C	YOR308C
YDR473C	YPR082C
YEL003W	YJL179W
YEL003W	YML094W
YEL018W	YGR002C
YEL018W	YHR090C
YEL018W	YHR099W
YEL018W	YNL107W
YEL018W	YNL136W
YEL018W	YPR023C
YEL022W	YHR020W
YEL022W	YJR077C
YEL054C	YGL030W
YEL054C	YHR010W
YEL054C	YJR145C
YEL054C	YML063W
YEL054C	YPL249C-A
YEL056W	YLL022C
YEL056W	YNL031C
YER006W	YER126C
YER006W	YFR001W
YER006W	YGL030W
YER006W	YGL111W
YER006W	YGR245C
YER006W	YHR010W
YER006W	YHR197W
YER006W	YKL009W
YER006W	YKL172W
YER006W	YKR081C
YER006W	YLL008W
YER006W	YLL034C
YER006W	YLR106C
YER006W	YLR276C
YER006W	YLR406C
YER006W	YMR049C
YER006W	YMR290C
YER006W	YNL002C
YER006W	YNL061W
YER006W	YNR053C
YER006W	YOL077C
YER006W	YOL127W
YER006W	YPL093W
YER006W	YPL131W
YER006W	YPL211W
YER006W	YPL249C-A
YER012W	YER094C
YER012W	YFR050C
YER012W	YFR052W
YER012W	YOR157C
YER012W	YPR103W
YER012W	YPR108W
YER018C	YIL144W
YER022W	YGL151W
YER022W	YHR058C
YER022W	YNR010W
YER022W	YPL042C
YER025W	YJR007W
YER025W	YKR026C
YER025W	YLR215C
YER025W	YMR146C
YER025W	YMR309C
YER025W	YOR260W
YER025W	YPL237W
YER025W	YPR041W
YER074W	YFR032C-A
YER074W	YGL014W
YER074W	YGL030W
YER074W	YGL076C
YER074W	YGL103W
YER074W	YGR118W
YER074W	YHL001W
YER074W	YIL133C
YER074W	YJL190C
YER074W	YJR145C
YER074W	YLR029C
YER074W	YLR150W
YER074W	YLR287C-A
YER074W	YLR340W
YER074W	YLR448W
YER074W	YML063W
YER074W	YMR142C
YER074W	YMR242C
YER074W	YNL069C
YER074W	YNL301C
YER074W	YOL040C
YER074W	YOL127W
YER074W	YPL249C-A
YER081W	YIL074C
YER082C	YGR128C
YER082C	YHR148W
YER082C	YHR196W
YER082C	YJL109C
YER082C	YKR060W
YER082C	YLL011W
YER082C	YLR129W
YER082C	YLR186W
YER082C	YLR222C
YER082C	YLR409C
YER082C	YPL266W
YER082C	YPR137W
YER082C	YPR144C
YER094C	YFR050C
YER094C	YOR157C
YER094C	YPR103W
YER122C	YGL137W
YER122C	YNL287W
YER125W	YHR131C
YER125W	YOR124C
YER126C	YGR245C
YER126C	YHR197W
YER126C	YKL009W
YER126C	YKR081C
YER126C	YLR074C
YER126C	YMR049C
YER126C	YMR290C
YER126C	YNL002C
YER126C	YNR053C
YER126C	YPL093W
YER131W	YLR150W
YER146W	YGL173C
YER146W	YHR165C
YER146W	YJL124C
YER146W	YNL147W
YER164W	YGL019W
YER164W	YOR039W
YFL013C	YLR052W
YFL013C	YNL059C
YFL013C	YPL235W
YFL018C	YIL125W
YFR001W	YLL008W
YFR001W	YMR290C
YFR001W	YNL002C
YFR001W	YNL061W
YFR001W	YPL093W
YFR002W	YGL172W
YFR002W	YGR119C
YFR009W	YKL029C
YFR010W	YFR052W
YFR010W	YGR232W
YFR010W	YHL030W
YFR010W	YHR200W
YFR010W	YPR108W
YFR032C-A	YGL014W
YFR032C-A	YGL103W
YFR032C-A	YGL189C
YFR032C-A	YGR118W
YFR032C-A	YLR029C
YFR032C-A	YLR287C-A
YFR032C-A	YLR448W
YFR032C-A	YMR242C
YFR032C-A	YOL040C
YFR032C-A	YOL127W
YFR050C	YOR157C
YFR050C	YPR103W
YFR051C	YGL137W
YFR051C	YNL287W
YFR052W	YGR232W
YFR052W	YHL030W
YFR052W	YHR200W
YFR052W	YPR108W
YGL014W	YGL103W
YGL014W	YHL001W
YGL014W	YLR287C-A
YGL014W	YLR448W
YGL014W	YML063W
YGL014W	YMR242C
YGL014W	YNL301C
YGL014W	YNL302C
YGL014W	YOL040C
YGL014W	YOL127W
YGL019W	YGL244W
YGL019W	YML069W
YGL019W	YOL145C
YGL019W	YOR039W
YGL019W	YOR123C
YGL030W	YGL076C
YGL030W	YGL103W
YGL030W	YHL001W
YGL030W	YHR010W
YGL030W	YIL133C
YGL030W	YJL190C
YGL030W	YLR029C
YGL030W	YLR150W
YGL030W	YLR287C-A
YGL030W	YLR448W
YGL030W	YML063W
YGL030W	YMR142C
YGL030W	YMR242C
YGL030W	YNL002C
YGL030W	YNL069C
YGL030W	YOL077C
YGL030W	YOL127W
YGL030W	YPL093W
YGL030W	YPL220W
YGL030W	YPL249C-A
YGL043W	YGL070C
YGL043W	YIL021W
YGL043W	YOR151C
YGL061C	YGR113W
YGL061C	YKR037C
YGL061C	YKR083C
YGL070C	YIL021W
YGL070C	YOR151C
YGL070C	YOR210W
YGL070C	YOR224C
YGL076C	YGL103W
YGL076C	YGL111W
YGL076C	YHL001W
YGL076C	YIL133C
YGL076C	YJL190C
YGL076C	YJR145C
YGL076C	YKR081C
YGL076C	YLR029C
YGL076C	YLR448W
YGL076C	YML056C
YGL076C	YML063W
YGL076C	YMR142C
YGL076C	YMR242C
YGL076C	YMR290C
YGL076C	YNL069C
YGL076C	YNL301C
YGL076C	YOL041C
YGL076C	YOL120C
YGL076C	YOL127W
YGL076C	YPL093W
YGL076C	YPL220W
YGL076C	YPL249C-A
YGL098W	YGL145W
YGL098W	YLR268W
YGL098W	YLR440C
YGL098W	YOR075W
YGL103W	YGL123W
YGL103W	YGR118W
YGL103W	YHL001W
YGL103W	YHR010W
YGL103W	YIL133C
YGL103W	YJL190C
YGL103W	YJR145C
YGL103W	YKL172W
YGL103W	YKR081C
YGL103W	YLR029C
YGL103W	YLR287C-A
YGL103W	YLR340W
YGL103W	YLR342W
YGL103W	YLR406C
YGL103W	YLR448W
YGL103W	YML063W
YGL103W	YMR142C
YGL103W	YMR242C
YGL103W	YNL069C
YGL103W	YNL301C
YGL103W	YNL302C
YGL103W	YOL040C
YGL103W	YOL127W
YGL103W	YPL093W
YGL103W	YPL220W
YGL103W	YPL249C-A
YGL106W	YPR171W
YGL111W	YHR197W
YGL111W	YKL009W
YGL111W	YKL172W
YGL111W	YLL008W
YGL111W	YLL034C
YGL111W	YLR276C
YGL111W	YMR049C
YGL111W	YMR290C
YGL111W	YNL002C
YGL111W	YNL061W
YGL111W	YOL077C
YGL111W	YOL127W
YGL111W	YPL093W
YGL111W	YPL131W
YGL111W	YPL211W
YGL112C	YGR252W
YGL112C	YGR274C
YGL112C	YHR099W
YGL112C	YMR223W
YGL112C	YPL011C
YGL120C	YGL173C
YGL120C	YGR159C
YGL120C	YHR165C
YGL120C	YJL190C
YGL120C	YJR145C
YGL120C	YLL036C
YGL120C	YLR424W
YGL120C	YNL224C
YGL120C	YPL131W
YGL120C	YPR101W
YGL123W	YHL001W
YGL123W	YMR242C
YGL123W	YOL040C
YGL133W	YKR001C
YGL133W	YOR304W
YGL137W	YNL287W
YGL145W	YLR268W
YGL145W	YLR440C
YGL145W	YOR075W
YGL151W	YHR058C
YGL151W	YNR010W
YGL151W	YPL042C
YGL171W	YHR148W
YGL171W	YLR129W
YGL171W	YLR186W
YGL172W	YGR119C
YGL173C	YHL034C
YGL173C	YJL124C
YGL173C	YJR145C
YGL173C	YML056C
YGL173C	YMR290C
YGL173C	YNL147W
YGL173C	YOL139C
YGL200C	YML012W
YGL200C	YOR016C
YGL223C	YGR120C
YGL223C	YNL041C
YGL223C	YNL051W
YGL244W	YML069W
YGL244W	YOL145C
YGL244W	YOR039W
YGL244W	YOR123C
YGR002C	YHR090C
YGR002C	YLR085C
YGR002C	YNL107W
YGR002C	YNL136W
YGR002C	YPL235W
YGR002C	YPR023C
YGR020C	YOR332W
YGR020C	YPR036W
YGR056W	YLR033W
YGR056W	YLR321C
YGR056W	YLR357W
YGR056W	YML127W
YGR056W	YMR033W
YGR074W	YGR091W
YGR074W	YHR086W
YGR074W	YHR165C
YGR074W	YIL061C
YGR074W	YKL012W
YGR074W	YLR147C
YGR074W	YML046W
YGR074W	YOR159C
YGR074W	YOR308C
YGR074W	YPR082C
YGR084C	YHL004W
YGR084C	YMR188C
YGR084C	YNL137C
YGR084C	YNL306W
YGR091W	YHR165C
YGR091W	YJL124C
YGR091W	YLR147C
YGR091W	YLR424W
YGR091W	YML046W
YGR091W	YNL147W
YGR091W	YOR308C
YGR091W	YPR082C
YGR095C	YHR069C
YGR095C	YHR081W
YGR095C	YOL021C
YGR118W	YLR287C-A
YGR118W	YOL040C
YGR118W	YOL127W
YGR120C	YNL041C
YGR120C	YNL051W
YGR128C	YHR148W
YGR128C	YHR196W
YGR128C	YJL109C
YGR128C	YLL011W
YGR128C	YLR129W
YGR128C	YLR186W
YGR128C	YLR222C
YGR128C	YPR144C
YGR175C	YHR020W
YGR200C	YHR187W
YGR200C	YLR384C
YGR200C	YMR312W
YGR200C	YPL086C
YGR220C	YKR006C
YGR220C	YLR312W-A
YGR220C	YNL005C
YGR232W	YHL030W
YGR232W	YHR200W
YGR232W	YPR108W
YGR233C	YOL001W
YGR233C	YPL031C
YGR245C	YHR197W
YGR245C	YKL009W
YGR245C	YLR106C
YGR245C	YNL002C
YGR245C	YNR053C
YGR245C	YPL093W
YGR252W	YHR099W
YGR252W	YMR223W
YGR274C	YPL011C
YGR278W	YHR165C
YGR278W	YLL036C
YGR285C	YJL080C
YHL001W	YIL133C
YHL001W	YJL190C
YHL001W	YLR287C-A
YHL001W	YLR340W
YHL001W	YLR448W
YHL001W	YML063W
YHL001W	YMR142C
YHL001W	YMR242C
YHL001W	YNL069C
YHL001W	YOL040C
YHL001W	YOL127W
YHL001W	YPL220W
YHL001W	YPL249C-A
YHL004W	YMR188C
YHL004W	YNL137C
YHL004W	YNL306W
YHL029C	YNL032W
YHL030W	YHR200W
YHL030W	YPR108W
YHL034C	YJL190C
YHL034C	YJR145C
YHL034C	YOL139C
YHL034C	YPL131W
YHR010W	YJR145C
YHR010W	YMR290C
YHR010W	YNL069C
YHR010W	YNR053C
YHR010W	YOL127W
YHR010W	YPL093W
YHR010W	YPL249C-A
YHR012W	YJL053W
YHR012W	YOR069W
YHR012W	YOR132W
YHR020W	YJR077C
YHR058C	YNR010W
YHR058C	YPL042C
YHR062C	YNL282W
YHR069C	YHR081W
YHR069C	YOL021C
YHR081W	YOL021C
YHR084W	YPL049C
YHR085W	YHR197W
YHR085W	YKL009W
YHR085W	YLR106C
YHR085W	YNR053C
YHR085W	YPL093W
YHR086W	YIL061C
YHR086W	YKL012W
YHR086W	YLR147C
YHR086W	YML046W
YHR086W	YPL178W
YHR089C	YLR029C
YHR089C	YNL308C
YHR090C	YNL107W
YHR090C	YNL136W
YHR090C	YPR023C
YHR099W	YNL107W
YHR099W	YPR023C
YHR102W	YOR353C
YHR119W	YKL018W
YHR119W	YPL138C
YHR122W	YIL128W
YHR122W	YNL240C
YHR143W-A	YOR210W
YHR143W-A	YOR224C
YHR143W-A	YOR340C
YHR143W-A	YPR010C
YHR148W	YHR196W
YHR148W	YJL069C
YHR148W	YJL109C
YHR148W	YJR145C
YHR148W	YKR060W
YHR148W	YLL011W
YHR148W	YLR129W
YHR148W	YLR186W
YHR148W	YLR222C
YHR148W	YLR409C
YHR148W	YNL075W
YHR148W	YPR137W
YHR148W	YPR144C
YHR156C	YHR165C
YHR165C	YIL061C
YHR165C	YJL124C
YHR165C	YLL036C
YHR165C	YLR147C
YHR165C	YLR424W
YHR165C	YML046W
YHR165C	YNL147W
YHR165C	YOR159C
YHR165C	YOR308C
YHR165C	YPR082C
YHR165C	YPR101W
YHR166C	YKL022C
YHR166C	YNL172W
YHR166C	YOR249C
YHR167W	YML062C
YHR167W	YNL004W
YHR172W	YLR212C
YHR172W	YNL126W
YHR187W	YLR384C
YHR187W	YPL086C
YHR193C	YNL112W
YHR196W	YJL109C
YHR196W	YLL011W
YHR196W	YLR129W
YHR196W	YLR186W
YHR196W	YPR137W
YHR196W	YPR144C
YHR197W	YKL009W
YHR197W	YKR081C
YHR197W	YLL008W
YHR197W	YLL034C
YHR197W	YLR106C
YHR197W	YMR049C
YHR197W	YMR290C
YHR197W	YNL002C
YHR197W	YNL061W
YHR197W	YNR053C
