YAL001C	YPL007C
YDR448W	YGL112C
YDR448W	YGL151W
YDR448W	YGR274C
YDR448W	YHR058C
YDR448W	YHR099W
YDR448W	YMR236W
YDR448W	YNL236W
YDR448W	YOL135C
YDR448W	YPL011C
YDR449C	YER082C
YDR449C	YGR090W
YDR449C	YGR128C
YDR449C	YHR148W
YDR449C	YJR002W
YDR449C	YJR145C
YDR449C	YKR060W
YDR449C	YLL011W
YDR449C	YLR129W
YDR449C	YLR197W
YDR449C	YMR128W
YDR449C	YNL075W
YDR449C	YNL132W
YDR449C	YOR096W
YDR449C	YPL217C
YDR449C	YPL266W
YDR449C	YPR144C
YDR462W	YJL063C
YDR462W	YKR085C
YDR462W	YLR439W
YDR462W	YML025C
YDR462W	YNL252C
YDR462W	YNL284C
YDR462W	YOR150W
YDR469W	YKL018W
YDR469W	YPL138C
YDR471W	YFR031C-A
YDR471W	YGL031C
YDR471W	YGL076C
YDR471W	YGR085C
YDR471W	YHL015W
YDR471W	YHL033C
YDR471W	YJL190C
YDR471W	YJR145C
YDR471W	YKL180W
YDR471W	YKR081C
YDR471W	YLL045C
YDR471W	YLR029C
YDR471W	YLR075W
YDR471W	YLR150W
YDR471W	YLR406C
YDR471W	YLR448W
YDR471W	YML063W
YDR471W	YML073C
YDR471W	YMR242C
YDR471W	YNL061W
YDR471W	YNL069C
YDR471W	YNL110C
YDR471W	YNL301C
YDR471W	YOR063W
YDR471W	YOR096W
YDR471W	YPL090C
YDR471W	YPL198W
YDR471W	YPL220W
YDR471W	YPL249C-A
YDR472W	YGR166W
YDR472W	YKR068C
YDR472W	YMR218C
YDR472W	YOR115C
YDR484W	YJL029C
YEL003W	YGR078C
YEL003W	YLR200W
YEL003W	YML094W
YEL003W	YNL153C
YEL018W	YGR002C
YEL018W	YHR090C
YEL018W	YHR099W
YEL018W	YJL081C
YEL018W	YOR244W
YEL018W	YPR023C
YEL022W	YER110C
YEL022W	YGR218W
YEL022W	YHR020W
YEL022W	YMR012W
YEL051W	YKL080W
YEL051W	YOR332W
YEL051W	YPR036W
YEL054C	YHR010W
YEL054C	YJR145C
YEL054C	YML063W
YEL054C	YOR063W
YEL054C	YPL249C-A
YEL054C	YPR102C
YER007C-A	YJR014W
YER017C	YMR089C
YER021W	YFR010W
YER021W	YFR052W
YER021W	YHL030W
YER021W	YHR200W
YER021W	YIL075C
YER021W	YKL145W
YER021W	YLR421C
YER021W	YMR314W
YER021W	YOL038W
YER021W	YOR117W
YER021W	YOR261C
YER021W	YPR108W
YER025W	YLR215C
YER025W	YLR291C
YER025W	YMR146C
YER025W	YPL237W
YER025W	YPR041W
YER029C	YER172C
YER029C	YGR074W
YER029C	YGR075C
YER029C	YGR091W
YER029C	YHR165C
YER029C	YIL061C
YER029C	YLR298C
YER029C	YLR424W
YER029C	YML046W
YER029C	YML049C
YER029C	YMR240C
YER029C	YNL147W
YER029C	YOR159C
YER029C	YOR308C
YER029C	YPL213W
YER029C	YPR082C
YER029C	YPR101W
YER081W	YIL074C
YER082C	YGR090W
YER082C	YGR128C
YER082C	YHR148W
YER082C	YJR002W
YER082C	YKR060W
YER082C	YLL011W
YER082C	YLR129W
YER082C	YLR197W
YER082C	YMR128W
YER082C	YNL132W
YER082C	YOR096W
YER082C	YPL217C
YER082C	YPL266W
YER082C	YPR144C
YER086W	YGL245W
YER086W	YKL029C
YER086W	YLR259C
YER092W	YFL013C
YER092W	YJL081C
YER092W	YPL129W
YER094C	YFL007W
YER094C	YFR050C
YER094C	YGL011C
YER094C	YGR253C
YER094C	YMR314W
YER094C	YOL038W
YER094C	YOR362C
YER094C	YPR103W
YER104W	YNL312W
YER110C	YLR335W
YER110C	YNL189W
YER110C	YPR174C
YER126C	YKL009W
YER126C	YKR081C
YER126C	YLR074C
YER126C	YLR325C
YER126C	YNL002C
YER126C	YNL110C
YER126C	YNR053C
YER126C	YOR063W
YER129W	YGL115W
YER146W	YGL173C
YER146W	YHR165C
YER146W	YNL147W
YER148W	YGL112C
YER148W	YGR274C
YER151C	YNR051C
YER157W	YGL005C
YER157W	YGL223C
YER157W	YGR120C
YER157W	YNL041C
YER157W	YPR105C
YER164W	YGL019W
YER164W	YIL035C
YER164W	YOR039W
YER164W	YOR061W
YER172C	YGR074W
YER172C	YGR075C
YER172C	YGR091W
YER172C	YGR278W
YER172C	YHR165C
YER172C	YLL036C
YER172C	YLR424W
YER172C	YML046W
YER172C	YML049C
YER172C	YMR213W
YER172C	YMR240C
YER172C	YNL147W
YER172C	YOR159C
YER172C	YOR308C
YER172C	YPL213W
YER172C	YPR082C
YER172C	YPR101W
YER177W	YLR028C
YFL002C	YGL111W
YFL002C	YKL009W
YFL002C	YLL008W
YFL002C	YLR449W
YFL002C	YNL002C
YFL002C	YNL061W
YFL002C	YNL110C
YFL002C	YOR063W
YFL002C	YOR206W
YFL002C	YPL131W
YFL007W	YFR050C
YFL007W	YGL011C
YFL007W	YGR253C
YFL007W	YKL168C
YFL007W	YMR314W
YFL007W	YOL038W
YFL007W	YOR362C
YFL007W	YPR103W
YFL013C	YJL081C
YFL013C	YPL129W
YFL017W-A	YGR074W
YFL023W	YLR200W
YFR002W	YGR119C
YFR002W	YJL041W
YFR009W	YKL029C
YFR010W	YFR052W
YFR010W	YHL030W
YFR010W	YHR200W
YFR010W	YIL075C
YFR010W	YKL145W
YFR010W	YLR421C
YFR010W	YOR117W
YFR010W	YOR261C
YFR010W	YPR108W
YFR013W	YGL133W
YFR031C-A	YGL031C
YFR031C-A	YGL076C
YFR031C-A	YGR085C
YFR031C-A	YHL033C
YFR031C-A	YHR010W
YFR031C-A	YJL190C
YFR031C-A	YJR145C
YFR031C-A	YKL180W
YFR031C-A	YLL045C
YFR031C-A	YLR029C
YFR031C-A	YLR075W
YFR031C-A	YLR150W
YFR031C-A	YLR340W
YFR031C-A	YLR448W
YFR031C-A	YML063W
YFR031C-A	YML073C
YFR031C-A	YMR242C
YFR031C-A	YNL069C
YFR031C-A	YNL301C
YFR031C-A	YNL302C
YFR031C-A	YOR063W
YFR031C-A	YOR096W
YFR031C-A	YPL090C
YFR031C-A	YPL198W
YFR031C-A	YPL220W
YFR031C-A	YPL249C-A
YFR037C	YGL133W
YFR037C	YGR056W
YFR037C	YKR008W
YFR037C	YLR321C
YFR037C	YLR357W
YFR037C	YML127W
YFR037C	YMR072W
YFR037C	YMR091C
YFR037C	YOR304W
YFR050C	YGL011C
YFR050C	YGR253C
YFR050C	YMR314W
YFR050C	YOL038W
YFR050C	YOR362C
YFR050C	YPR103W
YFR052W	YHL030W
YFR052W	YHR200W
YFR052W	YIL075C
YFR052W	YKL145W
YFR052W	YLR421C
YFR052W	YMR314W
YFR052W	YOR117W
YFR052W	YOR261C
YFR052W	YPR108W
YGL005C	YGL223C
YGL005C	YGR120C
YGL005C	YNL041C
YGL005C	YPR105C
YGL011C	YGR253C
YGL011C	YMR314W
YGL011C	YOL038W
YGL011C	YOR362C
YGL011C	YPR103W
YGL019W	YGL207W
YGL019W	YGR090W
YGL019W	YIL035C
YGL019W	YLR418C
YGL019W	YML069W
YGL019W	YMR172W
YGL019W	YOR039W
YGL019W	YOR061W
YGL031C	YGL076C
YGL031C	YGR085C
YGL031C	YGR118W
YGL031C	YHL033C
YGL031C	YKL180W
YGL031C	YLR075W
YGL031C	YLR342W
YGL031C	YML063W
YGL031C	YML073C
YGL031C	YMR242C
YGL031C	YNL069C
YGL031C	YOR063W
YGL031C	YPL249C-A
YGL043W	YGL070C
