YAL001C	YBR123C
YBL092W	YGL103W
YBL092W	YGL147C
YBL092W	YGR085C
YBL092W	YHL001W
YBL092W	YJL177W
YBL092W	YJR094W-A
YBL092W	YJR123W
YBL092W	YLR029C
YBL092W	YML073C
YBL092W	YNL069C
YBL092W	YOL040C
YBL092W	YOR096W
YBL093C	YBR193C
YBL093C	YDR308C
YBL093C	YGL025C
YBL093C	YGL151W
YBL093C	YGR104C
YBL093C	YNL236W
YBL093C	YOL051W
YBL093C	YOL135C
YBL093C	YPL042C
YBL093C	YPR070W
YBL105C	YGR254W
YBR010W	YEL056W
YBR010W	YLL022C
YBR025C	YGL195W
YBR031W	YBR048W
YBR031W	YBR142W
YBR031W	YBR189W
YBR031W	YCR031C
YBR031W	YDR382W
YBR031W	YDR471W
YBR031W	YER074W
YBR031W	YFR031C-A
YBR031W	YGL030W
YBR031W	YGL031C
YBR031W	YGL103W
YBR031W	YGL147C
YBR031W	YGR085C
YBR031W	YHL001W
YBR031W	YIL133C
YBR031W	YJL177W
YBR031W	YJL190C
YBR031W	YJR123W
YBR031W	YJR145C
YBR031W	YKR081C
YBR031W	YLL045C
YBR031W	YLR029C
YBR031W	YLR075W
YBR031W	YML073C
YBR031W	YMR242C
YBR031W	YMR290C
YBR031W	YNL069C
YBR031W	YNL178W
YBR031W	YOL077C
YBR031W	YOR096W
YBR031W	YPL198W
YBR031W	YPL220W
YBR031W	YPL249C-A
YBR048W	YBR189W
YBR048W	YCL011C
YBR048W	YCR031C
YBR048W	YDL014W
YBR048W	YDL060W
YBR048W	YDL148C
YBR048W	YDR064W
YBR048W	YDR471W
YBR048W	YER025W
YBR048W	YER074W
YBR048W	YFR031C-A
YBR048W	YGL030W
YBR048W	YGL076C
YBR048W	YGR085C
YBR048W	YGR090W
YBR048W	YHL001W
YBR048W	YIL133C
YBR048W	YJL177W
YBR048W	YJL190C
YBR048W	YJR123W
YBR048W	YJR145C
YBR048W	YLL045C
YBR048W	YLR029C
YBR048W	YLR075W
YBR048W	YLR340W
YBR048W	YLR367W
YBR048W	YML073C
YBR048W	YMR229C
YBR048W	YMR242C
YBR048W	YMR290C
YBR048W	YNL069C
YBR048W	YNL178W
YBR048W	YNL308C
YBR048W	YNR054C
YBR048W	YOR096W
YBR048W	YPL081W
YBR048W	YPL198W
YBR048W	YPL217C
YBR055C	YDL043C
YBR055C	YDL098C
YBR055C	YDL160C
YBR055C	YER029C
YBR055C	YER112W
YBR055C	YER146W
YBR055C	YGR013W
YBR055C	YGR075C
YBR055C	YHR165C
YBR055C	YJL124C
YBR055C	YLR147C
YBR055C	YLR275W
YBR055C	YLR424W
YBR055C	YML046W
YBR055C	YML049C
YBR055C	YMR288W
YBR055C	YOR308C
YBR055C	YPR178W
YBR055C	YPR182W
YBR072W	YNL064C
YBR079C	YDR064W
YBR079C	YDR429C
YBR079C	YER025W
YBR079C	YJR007W
YBR079C	YMR309C
YBR079C	YNL244C
YBR079C	YOR096W
YBR079C	YPL081W
YBR081C	YDR145W
YBR081C	YDR167W
YBR081C	YDR448W
YBR081C	YLR055C
YBR081C	YML015C
YBR081C	YMR223W
YBR081C	YMR236W
YBR081C	YOL148C
YBR081C	YPL011C
YBR084W	YDR471W
YBR084W	YFR031C-A
YBR084W	YLR075W
YBR084W	YLR340W
YBR087W	YJR068W
YBR087W	YOR144C
YBR087W	YOR217W
YBR094W	YEL015W
YBR107C	YDR318W
YBR107C	YJR135C
YBR109C	YBR130C
YBR109C	YGL106W
YBR109C	YLR429W
YBR109C	YLR433C
YBR109C	YMR109W
YBR109C	YOR326W
YBR109C	YPR171W
YBR117C	YPR074C
YBR125C	YDR071C
YBR130C	YGL106W
YBR130C	YKL130C
YBR137W	YOR007C
YBR142W	YDL014W
YBR142W	YGL076C
YBR142W	YGR085C
YBR142W	YHR052W
YBR142W	YJR145C
YBR142W	YLL008W
YBR142W	YLL045C
YBR142W	YLR029C
YBR142W	YML073C
YBR142W	YMR049C
YBR142W	YMR229C
YBR142W	YMR290C
YBR142W	YNL061W
YBR142W	YOL041C
YBR142W	YOR272W
YBR142W	YPL198W
YBR142W	YPL211W
YBR142W	YPL249C-A
YBR146W	YDR036C
YBR146W	YDR041W
YBR146W	YDR337W
YBR146W	YGL129C
YBR146W	YGR084C
YBR146W	YGR165W
YBR146W	YMR158W
YBR146W	YMR188C
YBR146W	YNR037C
YBR146W	YOR158W
YBR160W	YDL155W
YBR169C	YDR349C
YBR170C	YDL126C
YBR175W	YKL018W
YBR175W	YPL138C
YBR189W	YCL011C
YBR189W	YCL037C
YBR189W	YCR031C
YBR189W	YDL014W
YBR189W	YDL060W
YBR189W	YDL148C
YBR189W	YDR064W
YBR189W	YDR382W
YBR189W	YDR449C
YBR189W	YDR471W
YBR189W	YER074W
YBR189W	YGL030W
YBR189W	YGL031C
YBR189W	YGL103W
YBR189W	YGL147C
YBR189W	YGL173C
YBR189W	YGR081C
YBR189W	YGR085C
YBR189W	YGR090W
YBR189W	YGR214W
YBR189W	YIL133C
YBR189W	YJL190C
YBR189W	YJR002W
YBR189W	YJR123W
YBR189W	YJR145C
YBR189W	YLL045C
YBR189W	YLR029C
YBR189W	YLR075W
YBR189W	YLR186W
YBR189W	YLR264W
YBR189W	YLR340W
YBR189W	YLR367W
YBR189W	YML073C
YBR189W	YMR242C
YBR189W	YNL069C
YBR189W	YNL178W
YBR189W	YNL207W
YBR189W	YOL040C
YBR189W	YOR096W
YBR189W	YOR145C
YBR189W	YPL081W
YBR189W	YPL266W
YBR193C	YDR308C
YBR193C	YDR443C
YBR193C	YGL025C
YBR193C	YGL151W
YBR193C	YGR104C
YBR193C	YNL236W
YBR193C	YOL051W
YBR193C	YOL135C
YBR193C	YPL042C
YBR193C	YPR070W
YBR215W	YJR140C
YBR221C	YFL018C
YBR221C	YNL071W
YBR229C	YDR221W
YBR231C	YLR385C
YBR231C	YLR399C
YBR245C	YDR303C
YBR245C	YGL133W
YBR245C	YLR357W
YBR245C	YMR091C
YBR245C	YNL030W
YBR245C	YOL017W
YBR245C	YOR207C
YBR245C	YOR304W
YBR254C	YDR108W
YBR254C	YDR246W
YBR254C	YDR472W
YBR254C	YKR068C
YBR254C	YML077W
YBR254C	YOR115C
YBR267W	YDR101C
YBR267W	YGL099W
YBR278W	YDR121W
YBR278W	YNL262W
YBR278W	YPR175W
YBR279W	YIL035C
YBR279W	YLR418C
YBR279W	YOL145C
YBR279W	YOR061W
YBR279W	YOR123C
YBR280C	YNL141W
YCL008C	YPL065W
YCL011C	YCL037C
YCL011C	YDL014W
YCL011C	YDL084W
YCL011C	YDR064W
YCL011C	YDR138W
YCL011C	YDR432W
YCL011C	YGL049C
YCL011C	YGL120C
YCL011C	YGL173C
YCL011C	YGR162W
YCL011C	YHL034C
YCL011C	YJR145C
YCL011C	YLL045C
YCL011C	YLR432W
YCL011C	YMR125W
YCL011C	YNL253W
YCL011C	YPL081W
YCL016C	YHR191C
YCL037C	YDL014W
YCL037C	YGL049C
YCL037C	YGL120C
YCL037C	YGL173C
YCL037C	YGR162W
YCL037C	YHL034C
YCL037C	YJL190C
YCL037C	YJR145C
YCL037C	YLR175W
YCL037C	YMR125W
YCL037C	YMR290C
YCL037C	YOR096W
YCR002C	YJR092W
YCR002C	YLR314C
YCR014C	YDR108W
YCR014C	YDR427W
YCR014C	YHR027C
YCR020C-A	YPR051W
YCR028C-A	YJL173C
YCR028C-A	YML032C
YCR028C-A	YNL312W
YCR031C	YDL014W
YCR031C	YDL148C
YCR031C	YDR064W
YCR031C	YDR382W
YCR031C	YDR471W
YCR031C	YER074W
YCR031C	YFR031C-A
YCR031C	YGL030W
YCR031C	YGL031C
YCR031C	YGL076C
YCR031C	YGL103W
YCR031C	YGL123W
YCR031C	YGL147C
YCR031C	YGR085C
YCR031C	YHL001W
YCR031C	YIL133C
YCR031C	YJL177W
YCR031C	YJL190C
YCR031C	YJL191W
YCR031C	YJR123W
YCR031C	YLL045C
YCR031C	YLR029C
YCR031C	YLR075W
YCR031C	YLR150W
YCR031C	YLR340W
YCR031C	YML073C
YCR031C	YMR242C
YCR031C	YNL069C
YCR031C	YNL178W
YCR031C	YOR096W
YCR031C	YOR234C
YCR031C	YPL143W
YCR031C	YPL249C-A
YCR046C	YCR071C
YCR046C	YDR116C
YCR046C	YDR237W
YCR046C	YDR296W
YCR046C	YGR220C
YCR046C	YJL063C
YCR046C	YKR006C
YCR046C	YKR085C
YCR046C	YLR439W
YCR046C	YML025C
YCR046C	YNL005C
YCR046C	YNL252C
YCR046C	YOR150W
YCR057C	YDL014W
YCR057C	YDL148C
YCR057C	YDR064W
YCR057C	YDR324C
YCR057C	YDR449C
YCR057C	YGR090W
YCR057C	YGR128C
YCR057C	YHR148W
YCR057C	YHR196W
YCR057C	YJL109C
YCR057C	YJR002W
YCR057C	YJR145C
YCR057C	YKR060W
YCR057C	YLR129W
YCR057C	YLR186W
YCR057C	YLR222C
YCR057C	YMR093W
YCR057C	YNL075W
YCR057C	YOR145C
YCR057C	YPL217C
YCR057C	YPL266W
YCR057C	YPR144C
YCR066W	YGL058W
YCR071C	YDR116C
YCR071C	YDR237W
YCR071C	YDR296W
YCR071C	YDR405W
YCR071C	YGR220C
YCR071C	YJL063C
YCR071C	YKR006C
YCR071C	YKR085C
YCR071C	YLR439W
YCR071C	YML025C
YCR071C	YNL005C
YCR071C	YNL252C
YCR071C	YOR150W
YCR072C	YDR101C
YCR072C	YER006W
YCR072C	YER126C
YCR072C	YHR197W
YCR072C	YLR074C
YCR072C	YLR106C
YCR072C	YLR325C
YCR072C	YNR053C
YCR072C	YPR016C
YCR093W	YNL288W
YCR093W	YNR052C
YDL013W	YDR320C
YDL014W	YDL148C
YDL014W	YDR064W
YDL014W	YDR324C
YDL014W	YDR449C
YDL014W	YGL030W
YDL014W	YGL120C
YDL014W	YGR085C
YDL014W	YGR090W
YDL014W	YGR128C
YDL014W	YGR145W
YDL014W	YHR148W
YDL014W	YIL133C
YDL014W	YJL109C
YDL014W	YJL190C
YDL014W	YJR002W
YDL014W	YJR145C
YDL014W	YKR060W
YDL014W	YLL008W
YDL014W	YLL045C
YDL014W	YLR029C
YDL014W	YLR075W
YDL014W	YLR129W
YDL014W	YLR175W
YDL014W	YLR186W
YDL014W	YLR222C
YDL014W	YMR093W
YDL014W	YMR229C
YDL014W	YMR290C
YDL014W	YMR309C
YDL014W	YNL061W
YDL014W	YNL069C
YDL014W	YNL308C
YDL014W	YOL077C
YDL014W	YOR096W
YDL014W	YOR206W
YDL014W	YOR310C
YDL014W	YPL198W
YDL014W	YPL217C
YDL014W	YPR144C
YDL042C	YJL076W
YDL043C	YER029C
YDL043C	YHR165C
YDL043C	YLR147C
YDL043C	YLR275W
YDL043C	YML049C
YDL043C	YMR125W
YDL043C	YMR288W
YDL043C	YOR319W
YDL043C	YPR178W
YDL051W	YDL092W
YDL051W	YGR162W
YDL051W	YML105C
YDL051W	YNL262W
YDL051W	YPL210C
YDL051W	YPL243W
YDL060W	YDR064W
YDL060W	YER074W
YDL060W	YGR054W
YDL060W	YGR081C
YDL060W	YJR145C
YDL060W	YNL207W
YDL060W	YOR096W
YDL060W	YPL204W
YDL060W	YPL266W
YDL074C	YPL055C
YDL077C	YLR148W
YDL084W	YDR138W
YDL084W	YNL004W
YDL087C	YDR240C
YDL087C	YER029C
YDL087C	YGR013W
YDL087C	YHR086W
YDL087C	YHR165C
YDL087C	YIL061C
YDL087C	YLR147C
YDL087C	YLR275W
YDL087C	YML046W
YDL087C	YML049C
YDL087C	YMR125W
YDL087C	YPL178W
YDL087C	YPR182W
YDL092W	YML105C
YDL092W	YPL210C
YDL092W	YPL243W
YDL097C	YDR427W
YDL097C	YFR010W
YDL097C	YHR027C
YDL097C	YHR200W
YDL097C	YOR117W
YDL097C	YOR261C
YDL098C	YER029C
YDL098C	YGR075C
YDL098C	YHR165C
YDL098C	YLR147C
YDL098C	YLR275W
YDL098C	YML049C
YDL098C	YMR288W
YDL098C	YOR308C
YDL098C	YPR178W
YDL100C	YER083C
YDL102W	YJR006W
YDL102W	YJR043C
YDL108W	YDR460W
YDL111C	YDR280W
YDL111C	YGR095C
YDL111C	YGR158C
YDL111C	YGR195W
YDL111C	YHR081W
YDL111C	YNL189W
YDL111C	YOL021C
YDL111C	YOR001W
YDL115C	YDL140C
YDL115C	YDR404C
YDL115C	YGL070C
YDL115C	YGR186W
YDL115C	YIL021W
YDL115C	YOL005C
YDL115C	YOR151C
YDL115C	YPR187W
YDL132W	YDR054C
YDL140C	YDR404C
YDL140C	YER139C
YDL140C	YGL043W
YDL140C	YGL070C
YDL140C	YGR063C
YDL140C	YGR186W
YDL140C	YIL021W
YDL140C	YOL005C
YDL140C	YOR151C
YDL140C	YPR187W
YDL148C	YDR064W
YDL148C	YDR324C
YDL148C	YDR449C
YDL148C	YGR090W
YDL148C	YGR128C
YDL148C	YGR145W
YDL148C	YHR148W
YDL148C	YJL109C
YDL148C	YJR002W
YDL148C	YJR145C
YDL148C	YKR060W
YDL148C	YLR129W
YDL148C	YLR186W
YDL148C	YMR093W
YDL148C	YMR229C
YDL148C	YNL308C
YDL148C	YOR096W
YDL148C	YOR310C
YDL148C	YPL217C
YDL148C	YPR144C
YDL160C	YER112W
YDL160C	YGL173C
YDL160C	YJL124C
YDL160C	YOR308C
YDL160C	YPR178W
YDL165W	YPR072W
YDL175C	YJL050W
YDL175C	YNL251C
YDL175C	YPL190C
YDL208W	YLR175W
YDL208W	YMR310C
YDL216C	YIL071C
YDL216C	YMR025W
YDL216C	YOL117W
YDR027C	YDR484W
YDR027C	YJL029C
YDR028C	YER133W
YDR036C	YDR041W
YDR036C	YDR337W
YDR036C	YGL129C
YDR036C	YGR084C
YDR036C	YMR188C
YDR041W	YDR337W
YDR041W	YGL129C
YDR041W	YGR084C
YDR041W	YGR165W
YDR041W	YMR158W
YDR041W	YMR188C
YDR041W	YNR037C
YDR041W	YOR158W
YDR064W	YDR382W
YDR064W	YDR449C
YDR064W	YDR471W
YDR064W	YER074W
YDR064W	YFR031C-A
YDR064W	YGL014W
YDR064W	YGL030W
YDR064W	YGL103W
YDR064W	YGL120C
YDR064W	YGL147C
YDR064W	YGR054W
YDR064W	YGR085C
YDR064W	YGR090W
YDR064W	YGR145W
YDR064W	YHL001W
YDR064W	YHL034C
YDR064W	YHR148W
YDR064W	YIL133C
YDR064W	YJL177W
YDR064W	YJL190C
YDR064W	YJL191W
YDR064W	YJR002W
YDR064W	YJR123W
YDR064W	YJR145C
YDR064W	YLL045C
YDR064W	YLR029C
YDR064W	YLR075W
YDR064W	YLR129W
YDR064W	YLR186W
YDR064W	YLR264W
YDR064W	YLR367W
YDR064W	YLR432W
YDR064W	YML073C
YDR064W	YMR093W
YDR064W	YMR242C
YDR064W	YNL069C
YDR064W	YNL178W
YDR064W	YNL207W
YDR064W	YNL308C
YDR064W	YOL040C
YDR064W	YOR096W
YDR064W	YOR145C
YDR064W	YOR310C
YDR064W	YPL081W
YDR064W	YPL198W
YDR064W	YPL217C
YDR064W	YPL220W
YDR064W	YPL249C-A
YDR064W	YPL266W
YDR064W	YPR144C
YDR067C	YHL029C
YDR071C	YER089C
YDR075W	YNL201C
YDR087C	YER006W
YDR087C	YGL111W
YDR087C	YGR085C
YDR087C	YHR052W
YDR087C	YKR081C
YDR087C	YLL008W
YDR087C	YMR049C
YDR087C	YMR290C
YDR087C	YNL061W
YDR087C	YOL077C
YDR087C	YOR206W
YDR087C	YOR272W
YDR087C	YPL211W
YDR087C	YPR016C
YDR101C	YER006W
YDR101C	YER126C
YDR101C	YGL030W
YDR101C	YGL099W
YDR101C	YGL103W
YDR101C	YGR103W
YDR101C	YHR052W
YDR101C	YHR197W
YDR101C	YKR081C
YDR101C	YLL045C
YDR101C	YLR106C
YDR101C	YNL110C
YDR101C	YNR053C
YDR101C	YPL211W
YDR101C	YPL249C-A
YDR101C	YPR016C
YDR108W	YDR246W
YDR108W	YDR472W
YDR108W	YKR068C
YDR108W	YML077W
YDR108W	YOR115C
YDR116C	YDR237W
YDR116C	YDR296W
YDR116C	YDR405W
YDR116C	YGR220C
YDR116C	YJL063C
YDR116C	YKR006C
YDR116C	YKR085C
YDR116C	YLR439W
YDR116C	YML025C
YDR116C	YNL005C
YDR116C	YNL252C
YDR116C	YOR150W
YDR118W	YKL022C
YDR118W	YLR127C
YDR118W	YNL172W
YDR121W	YGL133W
YDR121W	YNL262W
YDR121W	YOR304W
YDR121W	YPR175W
YDR138W	YNL004W
YDR138W	YNL253W
YDR145W	YDR167W
YDR145W	YDR448W
YDR145W	YLR055C
YDR145W	YML015C
YDR145W	YMR236W
YDR145W	YOL148C
YDR145W	YPL011C
YDR148C	YFL018C
YDR148C	YIL125W
YDR166C	YIL068C
YDR166C	YPR055W
YDR167W	YDR448W
YDR167W	YLR055C
YDR167W	YML015C
YDR167W	YMR223W
YDR167W	YMR236W
YDR167W	YOL148C
YDR167W	YPL011C
YDR188W	YOR281C
YDR195W	YER133W
YDR195W	YGR156W
YDR195W	YJR093C
YDR195W	YKL018W
YDR195W	YKL059C
YDR195W	YKR002W
YDR195W	YLR115W
YDR195W	YMR242C
YDR195W	YNL222W
YDR195W	YNL317W
YDR195W	YPR107C
YDR211W	YER025W
YDR211W	YGR083C
YDR211W	YJR007W
YDR211W	YOR260W
YDR228C	YHR216W
YDR233C	YPL154C
YDR237W	YDR296W
YDR237W	YDR405W
YDR237W	YGR220C
YDR237W	YJL063C
YDR237W	YKR006C
YDR237W	YKR085C
YDR237W	YLR439W
YDR237W	YML025C
YDR237W	YNL005C
YDR237W	YNL252C
YDR237W	YNL284C
YDR237W	YOR150W
YDR240C	YER029C
YDR240C	YGR013W
YDR240C	YHR086W
YDR240C	YHR165C
YDR240C	YIL061C
YDR240C	YLR147C
YDR240C	YLR275W
YDR240C	YML046W
YDR240C	YMR125W
YDR240C	YPL178W
YDR240C	YPR182W
YDR244W	YMR177W
YDR245W	YEL036C
YDR245W	YGR132C
YDR245W	YGR231C
YDR245W	YJR075W
YDR245W	YLR342W
YDR245W	YPL050C
YDR246W	YDR472W
YDR246W	YKR068C
YDR246W	YML077W
YDR246W	YOR115C
YDR255C	YMR135C
YDR264C	YOR212W
YDR267C	YIL128W
YDR280W	YGR095C
YDR280W	YGR158C
YDR280W	YGR195W
YDR280W	YHR081W
YDR280W	YNL189W
YDR280W	YOL021C
YDR280W	YOR001W
YDR289C	YOR048C
YDR292C	YKL154W
YDR296W	YDR405W
YDR296W	YGR220C
YDR296W	YJL063C
YDR296W	YKR006C
YDR296W	YKR085C
YDR296W	YLR439W
YDR296W	YML025C
YDR296W	YNL005C
YDR296W	YNL252C
YDR296W	YOR150W
YDR303C	YLR321C
YDR303C	YLR357W
YDR303C	YMR091C
YDR308C	YDR443C
YDR308C	YGL025C
YDR308C	YGL151W
YDR308C	YGR104C
YDR308C	YNL236W
YDR308C	YOL051W
YDR308C	YOL135C
YDR308C	YPL042C
YDR308C	YPR070W
YDR311W	YLR005W
YDR318W	YDR383C
YDR318W	YGR179C
YDR318W	YJR135C
YDR318W	YPL018W
YDR320C	YHR027C
YDR324C	YDR449C
YDR324C	YEL055C
YDR324C	YGR090W
YDR324C	YGR128C
YDR324C	YHR148W
YDR324C	YHR196W
YDR324C	YJL109C
YDR324C	YJR002W
YDR324C	YKR060W
YDR324C	YLR129W
YDR324C	YLR186W
YDR324C	YLR222C
YDR324C	YMR093W
YDR324C	YNL075W
YDR324C	YOR145C
YDR324C	YPL217C
YDR324C	YPL266W
YDR324C	YPR144C
YDR337W	YGL129C
YDR337W	YGR084C
YDR337W	YGR165W
YDR337W	YMR158W
YDR337W	YMR188C
YDR337W	YNR037C
YDR337W	YOR158W
YDR353W	YHR106W
YDR357C	YKL061W
YDR361C	YPL208W
YDR369C	YMR224C
YDR382W	YDR471W
YDR382W	YER074W
YDR382W	YFR031C-A
YDR382W	YFR032C-A
YDR382W	YGL030W
YDR382W	YGL076C
YDR382W	YGL103W
YDR382W	YGR085C
YDR382W	YHL001W
YDR382W	YIL133C
YDR382W	YJL177W
YDR382W	YJL190C
YDR382W	YJR123W
YDR382W	YLL045C
YDR382W	YLR029C
YDR382W	YLR075W
YDR382W	YLR340W
YDR382W	YML073C
YDR382W	YMR242C
YDR382W	YNL069C
YDR382W	YOL039W
YDR382W	YOR096W
YDR382W	YOR234C
YDR382W	YPL220W
YDR382W	YPL249C-A
YDR383C	YGR179C
YDR383C	YJR135C
YDR383C	YPL018W
YDR388W	YPL249C
YDR404C	YGL070C
YDR404C	YGR063C
YDR404C	YGR186W
YDR404C	YIL021W
YDR404C	YOL005C
YDR404C	YOR151C
YDR404C	YPR187W
YDR405W	YKR006C
YDR405W	YLR439W
YDR405W	YML025C
YDR405W	YNL005C
YDR415C	YKL210W
YDR416W	YGL120C
YDR416W	YGL128C
YDR416W	YGR278W
YDR416W	YHR165C
YDR416W	YJR050W
YDR416W	YLR117C
YDR416W	YLR424W
YDR416W	YML049C
YDR416W	YMR288W
YDR416W	YPL151C
YDR425W	YJL036W
YDR427W	YFR010W
YDR427W	YHR027C
YDR427W	YHR200W
YDR427W	YOR117W
YDR427W	YOR261C
YDR429C	YMR309C
YDR429C	YNL244C
YDR432W	YGL049C
YDR432W	YMR125W
YDR432W	YPL178W
YDR443C	YGL025C
YDR443C	YGL151W
YDR443C	YGR104C
YDR443C	YNL236W
YDR443C	YOL051W
YDR443C	YOL135C
YDR443C	YPL042C
YDR443C	YPR070W
YDR448W	YGL151W
YDR448W	YLR055C
YDR448W	YML015C
YDR448W	YMR223W
YDR448W	YMR236W
YDR448W	YNL236W
YDR448W	YOL135C
YDR448W	YOL148C
YDR448W	YPL011C
YDR448W	YPR070W
YDR449C	YGR090W
YDR449C	YGR128C
YDR449C	YGR145W
YDR449C	YHR148W
YDR449C	YHR196W
YDR449C	YJL109C
YDR449C	YJR002W
YDR449C	YJR145C
YDR449C	YKR060W
YDR449C	YLR129W
YDR449C	YLR186W
YDR449C	YLR222C
YDR449C	YMR093W
YDR449C	YNL075W
YDR449C	YOR096W
YDR449C	YOR145C
YDR449C	YPL217C
YDR449C	YPL266W
YDR449C	YPR144C
YDR460W	YLR005W
YDR460W	YPR025C
YDR469W	YHR119W
YDR469W	YKL018W
YDR469W	YPL138C
YDR471W	YER006W
YDR471W	YER074W
YDR471W	YFR031C-A
YDR471W	YFR032C-A
YDR471W	YGL014W
YDR471W	YGL030W
YDR471W	YGL031C
YDR471W	YGL076C
YDR471W	YGL103W
YDR471W	YGL147C
YDR471W	YGR085C
YDR471W	YHL001W
YDR471W	YIL133C
