YAL001C	YPL007C
YBR081C	YHR099W
YBR081C	YML015C
YBR081C	YMR223W
YBR081C	YMR227C
YBR081C	YMR236W
YBR081C	YPL254W
YBR087W	YJR068W
YBR087W	YNL290W
YBR087W	YOL094C
YBR087W	YOR217W
YBR095C	YIL084C
YBR095C	YMR263W
YBR095C	YNL097C
YBR095C	YPL139C
YBR095C	YPL181W
YBR095C	YPR023C
YBR103W	YCR033W
YBR103W	YDR155C
YBR103W	YIL112W
YBR103W	YKR029C
YBR103W	YLR347C
YBR136W	YNL312W
YBR143C	YDR172W
YBR143C	YPL237W
YBR146W	YBR251W
YBR146W	YDR041W
YBR146W	YDR175C
YBR146W	YDR347W
YBR146W	YGR084C
YBR146W	YGR215W
YBR146W	YHL004W
YBR146W	YJR113C
YBR146W	YKL003C
YBR146W	YKL155C
YBR146W	YNL081C
YBR146W	YNL306W
YBR146W	YNR037C
YBR146W	YOR204W
YBR146W	YPL118W
YBR152W	YDL098C
YBR152W	YDR473C
YBR152W	YGR091W
YBR152W	YOR308C
YBR152W	YPR178W
YBR154C	YDL115C
YBR154C	YDL150W
YBR154C	YDR156W
YBR154C	YDR404C
YBR154C	YGL070C
YBR154C	YJL011C
YBR154C	YKL144C
YBR154C	YOR151C
YBR154C	YOR207C
YBR154C	YOR224C
YBR154C	YOR340C
YBR154C	YOR341W
YBR154C	YPL129W
YBR160W	YDL155W
YBR191W	YDL075W
YBR191W	YDL082W
YBR191W	YDL083C
YBR191W	YDR418W
YBR191W	YFR032C-A
YBR191W	YGL014W
YBR191W	YGL123W
YBR191W	YHL001W
YBR191W	YJL177W
YBR191W	YKL180W
YBR191W	YLR448W
YBR191W	YML073C
YBR191W	YMR242C
YBR191W	YNL069C
YBR191W	YNL178W
YBR191W	YOL127W
YBR191W	YOR063W
YBR195C	YPR018W
YBR215W	YOR038C
YBR221C	YNL071W
YBR229C	YDR221W
YBR251W	YDR041W
YBR251W	YDR175C
YBR251W	YDR347W
YBR251W	YGR084C
YBR251W	YGR215W
YBR251W	YHL004W
YBR251W	YJR113C
YBR251W	YKL003C
YBR251W	YKL155C
YBR251W	YNL306W
YBR251W	YNR037C
YBR251W	YPL118W
YBR253W	YCR081W
YBR253W	YDR308C
YBR253W	YER022W
YBR253W	YGL151W
YBR253W	YHR041C
YBR253W	YLR071C
YBR253W	YNL236W
YBR253W	YNR010W
YBR253W	YOL135C
YBR253W	YPL042C
YBR253W	YPR070W
YBR253W	YPR168W
YBR257W	YHR062C
YBR257W	YNL221C
YBR260C	YGR196C
YBR282W	YCR046C
YBR282W	YDR116C
YBR282W	YDR322W
YBR282W	YLR439W
YBR282W	YNL005C
YBR288C	YPL195W
YCL010C	YDR145W
YCL010C	YDR167W
YCL010C	YDR392W
YCL010C	YHR099W
YCL010C	YMR223W
YCL010C	YMR236W
YCL010C	YPL254W
YCL024W	YDR507C
YCL024W	YKR048C
YCL048W	YCR024C
YCL059C	YDL148C
YCL059C	YDL213C
YCL059C	YER082C
YCL059C	YJR145C
YCL059C	YLR175W
YCL059C	YLR197W
YCL059C	YMR229C
YCL059C	YMR290C
YCL059C	YNL308C
YCR002C	YDL225W
YCR002C	YJR076C
YCR002C	YLR314C
YCR012W	YHR174W
YCR014C	YDR108W
YCR014C	YFR052W
YCR014C	YOR259C
YCR020W-B	YDR303C
YCR020W-B	YFR037C
YCR020W-B	YIL126W
YCR020W-B	YKR008W
YCR020W-B	YML127W
YCR020W-B	YMR033W
YCR033W	YDR155C
YCR033W	YIL112W
YCR033W	YKR029C
YCR035C	YDL111C
YCR035C	YDR280W
YCR035C	YGR095C
YCR035C	YGR158C
YCR035C	YGR195W
YCR035C	YHR069C
YCR035C	YNL232W
YCR035C	YOL142W
YCR035C	YOR001W
YCR046C	YDR116C
YCR046C	YDR322W
YCR046C	YDR462W
YCR046C	YGR220C
YCR046C	YKR006C
YCR046C	YLR439W
YCR046C	YNL005C
YCR046C	YOR150W
YCR060W	YPL235W
YCR076C	YER094C
YCR077C	YDR378C
YCR077C	YDR473C
YCR077C	YER112W
YCR077C	YER146W
YCR077C	YGR091W
YCR077C	YHR165C
YCR077C	YJL124C
YCR077C	YKL173W
YCR077C	YLR147C
YCR077C	YMR268C
YCR077C	YOR308C
YCR077C	YPR178W
YCR081W	YDR308C
YCR081W	YER022W
YCR081W	YGL151W
YCR081W	YHR041C
YCR081W	YLR071C
YCR081W	YNL236W
YCR081W	YNR010W
YCR081W	YOL135C
YCR081W	YPL042C
YCR081W	YPR070W
YCR081W	YPR168W
YCR092C	YOL090W
YCR093W	YGR134W
YCR093W	YNL288W
YCR093W	YNR052C
YDL002C	YDR190C
YDL002C	YFL013C
YDL002C	YFL039C
YDL002C	YNL059C
YDL002C	YPL129W
YDL002C	YPL235W
YDL013W	YOR259C
YDL031W	YDR060W
YDL031W	YDR087C
YDL031W	YDR101C
YDL031W	YER006W
YDL031W	YER126C
YDL031W	YFL002C
YDL031W	YHR088W
YDL031W	YKL009W
YDL031W	YKL172W
YDL031W	YKR081C
YDL031W	YLL008W
YDL031W	YLL045C
YDL031W	YLR002C
YDL031W	YLR449W
YDL031W	YMR049C
YDL031W	YMR290C
YDL031W	YNL061W
YDL031W	YNL110C
YDL031W	YNL182C
YDL031W	YOL127W
YDL031W	YOR063W
YDL031W	YOR206W
YDL031W	YOR272W
YDL031W	YPL043W
YDL031W	YPL198W
YDL031W	YPL211W
YDL040C	YHR013C
YDL040C	YPL198W
YDL042C	YDR227W
YDL042C	YJL076W
YDL056W	YLR182W
YDL060W	YDR064W
YDL060W	YGR054W
YDL060W	YGR081C
YDL060W	YJR145C
YDL060W	YKL143W
YDL060W	YNL207W
YDL060W	YOR096W
YDL060W	YPL012W
YDL060W	YPL204W
YDL060W	YPL266W
YDL075W	YDL082W
YDL075W	YDL083C
YDL075W	YDR012W
YDL075W	YDR064W
YDL075W	YDR101C
YDL075W	YDR418W
YDL075W	YER006W
YDL075W	YFR032C-A
YDL075W	YGL014W
YDL075W	YHL001W
YDL075W	YIL133C
YDL075W	YJL177W
YDL075W	YJL190C
YDL075W	YKL180W
YDL075W	YLL045C
YDL075W	YLR340W
YDL075W	YLR448W
YDL075W	YML063W
YDL075W	YML073C
YDL075W	YMR242C
YDL075W	YNL069C
YDL075W	YNL110C
YDL075W	YOL127W
YDL075W	YOR063W
YDL075W	YOR096W
YDL075W	YOR234C
YDL075W	YPL012W
YDL075W	YPL090C
YDL075W	YPL198W
YDL075W	YPL249C-A
YDL077C	YLR148W
YDL082W	YDL083C
YDL082W	YDR012W
YDL082W	YDR064W
YDL082W	YDR418W
YDL082W	YEL054C
YDL082W	YFR032C-A
YDL082W	YGL014W
YDL082W	YHL001W
YDL082W	YHR010W
YDL082W	YIL133C
YDL082W	YJL177W
YDL082W	YJL190C
YDL082W	YJR145C
YDL082W	YKL172W
YDL082W	YKL180W
YDL082W	YLL045C
YDL082W	YLR340W
YDL082W	YLR448W
YDL082W	YML063W
YDL082W	YML073C
YDL082W	YMR142C
YDL082W	YMR242C
YDL082W	YMR290C
YDL082W	YNL069C
YDL082W	YNL110C
YDL082W	YNL178W
YDL082W	YOL041C
YDL082W	YOL120C
YDL082W	YOL127W
YDL082W	YOR063W
YDL082W	YOR096W
YDL082W	YOR234C
YDL082W	YOR272W
YDL082W	YPL090C
YDL082W	YPL198W
YDL082W	YPL249C-A
YDL083C	YDR064W
YDL083C	YDR418W
YDL083C	YEL026W
YDL083C	YFR032C-A
YDL083C	YGL120C
YDL083C	YGL123W
YDL083C	YHL001W
YDL083C	YIL133C
YDL083C	YJL177W
YDL083C	YJL190C
YDL083C	YJR145C
YDL083C	YKL180W
YDL083C	YLL045C
YDL083C	YLR340W
YDL083C	YLR448W
YDL083C	YML063W
YDL083C	YML073C
YDL083C	YMR142C
YDL083C	YMR242C
YDL083C	YNL069C
YDL083C	YNL178W
YDL083C	YOL127W
YDL083C	YOR063W
YDL083C	YOR096W
YDL083C	YOR204W
YDL083C	YPL249C-A
YDL084W	YDR138W
YDL087C	YGR013W
YDL087C	YGR074W
YDL087C	YHR165C
YDL087C	YKL173W
YDL087C	YLR147C
YDL087C	YML046W
YDL087C	YPL178W
YDL087C	YPR182W
YDL097C	YFR052W
YDL097C	YGR232W
YDL097C	YOR259C
YDL098C	YDR378C
YDL098C	YDR473C
YDL098C	YGR074W
YDL098C	YGR091W
YDL098C	YHR165C
YDL098C	YKL173W
YDL098C	YLR147C
YDL098C	YMR240C
YDL098C	YMR268C
YDL098C	YMR288W
YDL098C	YOR308C
YDL098C	YPL213W
YDL098C	YPR178W
YDL100C	YER083C
YDL111C	YDR280W
YDL111C	YGR095C
YDL111C	YGR158C
YDL111C	YGR195W
YDL111C	YHR069C
YDL111C	YNL232W
YDL111C	YOL142W
YDL111C	YOR001W
YDL115C	YDR404C
YDL115C	YGL070C
YDL115C	YOR151C
YDL115C	YOR224C
YDL116W	YGL100W
YDL116W	YKL057C
YDL134C	YDL188C
YDL134C	YMR273C
YDL145C	YFR051C
YDL145C	YIL076W
YDL145C	YNL287W
YDL145C	YPL010W
YDL148C	YDR064W
YDL148C	YDR324C
YDL148C	YDR449C
YDL148C	YER082C
YDL148C	YGR128C
YDL148C	YJL109C
YDL148C	YJR145C
YDL148C	YKR060W
YDL148C	YLR129W
YDL148C	YLR197W
YDL148C	YMR229C
YDL148C	YNL308C
YDL148C	YOL010W
YDL148C	YOR096W
YDL148C	YOR310C
YDL148C	YPL012W
YDL148C	YPL126W
YDL150W	YJL011C
YDL150W	YKL144C
YDL150W	YOR207C
YDL150W	YOR224C
YDL175C	YLR430W
YDL175C	YPL190C
YDL185W	YEL051W
YDL185W	YFR009W
YDL185W	YGR020C
YDL185W	YJR121W
YDL185W	YKL080W
YDL188C	YMR273C
YDL201W	YDR165W
YDL225W	YJR076C
YDL225W	YLR314C
YDR001C	YER177W
YDR012W	YDR418W
YDR012W	YIL133C
YDR012W	YJL177W
YDR012W	YJR145C
YDR012W	YKL180W
YDR012W	YKR081C
YDR012W	YLL045C
YDR012W	YLR340W
YDR012W	YLR448W
YDR012W	YML063W
YDR012W	YML073C
YDR012W	YMR242C
YDR012W	YMR290C
YDR012W	YNL061W
YDR012W	YNL069C
YDR012W	YNL178W
YDR012W	YOL041C
YDR012W	YOL120C
YDR012W	YOL127W
YDR012W	YOR063W
YDR012W	YOR096W
YDR012W	YPL090C
YDR012W	YPL198W
YDR028C	YDR477W
YDR028C	YER133W
YDR028C	YER177W
YDR041W	YDR175C
YDR041W	YDR347W
YDR041W	YGR084C
YDR041W	YGR215W
YDR041W	YHL004W
YDR041W	YJR113C
YDR041W	YKL155C
YDR041W	YNL306W
YDR041W	YNR037C
YDR041W	YOR204W
YDR041W	YPL118W
YDR060W	YDR087C
YDR060W	YER006W
YDR060W	YFL002C
YDR060W	YHR088W
YDR060W	YIL133C
YDR060W	YKL172W
YDR060W	YKR081C
YDR060W	YLL008W
YDR060W	YLL045C
YDR060W	YLR002C
YDR060W	YMR049C
YDR060W	YMR229C
YDR060W	YMR290C
YDR060W	YNL061W
YDR060W	YOL041C
YDR060W	YOR063W
YDR060W	YOR206W
YDR060W	YOR272W
YDR060W	YPL012W
YDR060W	YPL043W
YDR060W	YPL211W
YDR064W	YDR418W
YDR064W	YDR449C
YDR064W	YER082C
YDR064W	YGL014W
YDR064W	YGL120C
YDR064W	YGR054W
YDR064W	YHL001W
YDR064W	YIL133C
YDR064W	YJL177W
YDR064W	YJL190C
YDR064W	YJR145C
YDR064W	YKL180W
YDR064W	YLL045C
YDR064W	YLR129W
YDR064W	YLR197W
YDR064W	YLR264W
YDR064W	YLR432W
YDR064W	YLR448W
YDR064W	YML026C
YDR064W	YML063W
YDR064W	YML073C
YDR064W	YMR116C
YDR064W	YMR142C
YDR064W	YMR242C
YDR064W	YNL069C
YDR064W	YNL178W
YDR064W	YNL207W
YDR064W	YNL308C
YDR064W	YOL127W
YDR064W	YOR063W
YDR064W	YOR096W
YDR064W	YOR145C
YDR064W	YOR310C
YDR064W	YPL012W
YDR064W	YPL090C
YDR064W	YPL126W
YDR064W	YPL198W
YDR064W	YPL249C-A
YDR064W	YPL266W
YDR074W	YMR261C
YDR087C	YER006W
YDR087C	YFL002C
YDR087C	YHR088W
YDR087C	YKL009W
YDR087C	YKR081C
YDR087C	YLL008W
YDR087C	YMR049C
YDR087C	YMR290C
YDR087C	YNL061W
YDR087C	YOR206W
YDR087C	YOR272W
YDR087C	YPL211W
YDR101C	YER006W
YDR101C	YER126C
YDR101C	YGL099W
YDR101C	YGR245C
YDR101C	YKL009W
YDR101C	YKR081C
YDR101C	YLL045C
YDR101C	YLR106C
YDR101C	YNL110C
YDR101C	YNL182C
YDR101C	YOR063W
YDR101C	YPL211W
YDR101C	YPL249C-A
YDR108W	YML077W
YDR108W	YOR259C
YDR116C	YDR322W
YDR116C	YDR462W
YDR116C	YGR220C
YDR116C	YKR006C
YDR116C	YLR439W
YDR116C	YNL005C
YDR116C	YOR150W
YDR118W	YLR127C
YDR118W	YOR249C
YDR121W	YGL133W
YDR121W	YOR304W
YDR138W	YNL253W
YDR145W	YDR167W
YDR145W	YDR392W
YDR145W	YER148W
YDR145W	YGR274C
YDR145W	YHR099W
YDR145W	YML015C
YDR145W	YMR005W
YDR145W	YMR227C
YDR145W	YMR236W
YDR145W	YPL254W
YDR148C	YIL125W
YDR155C	YIL112W
YDR156W	YOR340C
YDR156W	YOR341W
YDR167W	YDR392W
YDR167W	YGR274C
YDR167W	YML015C
YDR167W	YMR005W
YDR167W	YMR223W
YDR167W	YMR227C
YDR167W	YMR236W
YDR167W	YPL254W
YDR170C	YLR342W
YDR174W	YJL177W
YDR174W	YMR242C
YDR175C	YDR347W
YDR175C	YGR084C
YDR175C	YGR215W
YDR175C	YHL004W
YDR175C	YJR113C
YDR175C	YKL155C
YDR175C	YNL081C
YDR175C	YNL306W
YDR175C	YNR037C
YDR175C	YPL118W
YDR188W	YFR009W
YDR188W	YIL142W
YDR188W	YOR281C
YDR190C	YDR334W
YDR190C	YFL013C
YDR190C	YFL039C
YDR190C	YGR002C
YDR190C	YHR034C
YDR190C	YLR085C
YDR190C	YLR385C
YDR190C	YML041C
YDR190C	YMR072W
YDR190C	YNL059C
YDR190C	YOR304W
YDR190C	YPL129W
YDR190C	YPL235W
YDR195W	YDR301W
YDR195W	YER133W
YDR195W	YGR156W
YDR195W	YJR093C
YDR195W	YLR448W
YDR195W	YMR242C
YDR195W	YNL222W
YDR195W	YOR179C
YDR201W	YKR037C
YDR201W	YKR083C
YDR211W	YER025W
YDR211W	YLR291C
YDR211W	YPL237W
YDR228C	YMR061W
YDR245W	YEL036C
YDR245W	YGR231C
YDR245W	YJL183W
YDR245W	YJR075W
YDR245W	YLR342W
YDR254W	YGR179C
YDR254W	YJR135C
YDR254W	YLR315W
YDR254W	YLR381W
YDR264C	YOR212W
YDR280W	YGR095C
YDR280W	YGR158C
YDR280W	YGR195W
YDR280W	YHR069C
YDR280W	YNL232W
YDR280W	YOL142W
YDR280W	YOR001W
YDR292C	YKL154W
YDR301W	YER133W
YDR301W	YGR156W
YDR301W	YJR093C
YDR301W	YMR061W
YDR301W	YNL222W
YDR303C	YFR037C
YDR303C	YIL126W
YDR303C	YKR001C
YDR303C	YKR008W
YDR303C	YML127W
YDR303C	YMR033W
YDR308C	YER022W
YDR308C	YGL151W
YDR308C	YHR041C
YDR308C	YLR071C
YDR308C	YNL236W
YDR308C	YNR010W
YDR308C	YOL135C
YDR308C	YPL042C
YDR308C	YPR070W
YDR308C	YPR168W
YDR311W	YLR005W
YDR311W	YPR056W
YDR322W	YDR462W
YDR322W	YGR220C
YDR322W	YKR006C
YDR322W	YLR439W
YDR322W	YNL005C
YDR322W	YOR150W
YDR324C	YDR398W
YDR324C	YDR449C
YDR324C	YEL055C
YDR324C	YER082C
YDR324C	YGR128C
YDR324C	YJL109C
YDR324C	YKR060W
YDR324C	YLR129W
YDR324C	YLR197W
YDR324C	YLR222C
YDR324C	YLR409C
YDR324C	YOR145C
YDR324C	YPL126W
YDR324C	YPL266W
YDR324C	YPR137W
YDR334W	YFL039C
YDR334W	YGR002C
YDR334W	YLR085C
YDR334W	YLR385C
YDR334W	YPL235W
YDR347W	YGR084C
YDR347W	YGR215W
YDR347W	YHL004W
YDR347W	YJR113C
YDR347W	YKL155C
YDR347W	YNL306W
YDR347W	YNR037C
YDR347W	YPL118W
YDR349C	YLR430W
YDR359C	YEL018W
YDR359C	YGR002C
YDR359C	YHR090C
YDR359C	YHR099W
YDR359C	YPR023C
YDR364C	YGR278W
YDR364C	YKL173W
YDR364C	YLL036C
YDR364C	YPL151C
YDR364C	YPR101W
YDR378C	YDR473C
YDR378C	YER112W
YDR378C	YER146W
YDR378C	YGR091W
YDR378C	YHR165C
YDR378C	YJL124C
YDR378C	YJR022W
YDR378C	YKL173W
YDR378C	YLR147C
YDR378C	YMR268C
YDR378C	YOR308C
YDR378C	YPR178W
YDR392W	YHR099W
YDR392W	YMR223W
YDR392W	YMR236W
YDR392W	YPL254W
YDR398W	YEL055C
YDR398W	YGR128C
YDR398W	YJL109C
YDR398W	YPL126W
YDR404C	YGL070C
YDR404C	YOR151C
YDR404C	YOR224C
YDR404C	YPL129W
YDR418W	YGL123W
YDR418W	YHL001W
YDR418W	YHR010W
YDR418W	YIL133C
YDR418W	YJL177W
YDR418W	YJL190C
YDR418W	YKL180W
YDR418W	YLL045C
YDR418W	YLR150W
YDR418W	YLR340W
YDR418W	YLR448W
YDR418W	YML063W
YDR418W	YML073C
YDR418W	YMR242C
YDR418W	YNL069C
YDR418W	YNL178W
YDR418W	YOL127W
YDR418W	YOR063W
YDR418W	YOR096W
YDR418W	YPL249C-A
YDR422C	YDR477W
YDR449C	YER082C
YDR449C	YGR128C
YDR449C	YJL109C
YDR449C	YJR145C
YDR449C	YKR060W
YDR449C	YLR129W
YDR449C	YLR197W
YDR449C	YLR222C
YDR449C	YLR409C
YDR449C	YOR096W
YDR449C	YOR145C
YDR449C	YPL126W
YDR449C	YPL266W
YDR449C	YPR137W
YDR462W	YGR220C
YDR462W	YKR006C
YDR462W	YLR439W
YDR462W	YNL005C
YDR462W	YOR150W
YDR473C	YER112W
YDR473C	YER146W
YDR473C	YGR074W
YDR473C	YGR091W
YDR473C	YHR165C
YDR473C	YJL124C
YDR473C	YKL173W
YDR473C	YLR147C
YDR473C	YMR240C
YDR473C	YMR288W
YDR473C	YOR159C
YDR473C	YOR308C
YDR473C	YPR178W
YDR477W	YGL208W
YDR489W	YOL146W
YDR507C	YKR048C
YEL002C	YMR149W
YEL003W	YJL179W
YEL003W	YLR200W
YEL003W	YML094W
YEL003W	YNL153C
YEL015W	YNL118C
YEL018W	YFL039C
YEL018W	YGR002C
YEL018W	YHR090C
YEL018W	YHR099W
YEL018W	YPR023C
YEL022W	YHR020W
YEL022W	YJR077C
YEL036C	YGR231C
YEL036C	YJL183W
YEL036C	YJR075W
YEL036C	YLR342W
YEL051W	YGR020C
YEL051W	YKL080W
YEL054C	YHR010W
YEL054C	YJR145C
YEL054C	YML063W
YEL054C	YOR063W
YEL054C	YPL249C-A
YEL054C	YPR102C
YEL055C	YGR128C
YEL055C	YPL126W
YEL056W	YNL030W
YEL056W	YOL054W
YER006W	YER126C
YER006W	YFL002C
YER006W	YGR245C
YER006W	YHR010W
YER006W	YHR088W
YER006W	YKL009W
YER006W	YKL172W
YER006W	YKR081C
YER006W	YLL008W
YER006W	YLL045C
YER006W	YLR002C
YER006W	YLR106C
YER006W	YLR406C
YER006W	YLR449W
YER006W	YMR049C
YER006W	YMR290C
YER006W	YNL061W
YER006W	YNL110C
YER006W	YNL182C
YER006W	YOL127W
YER006W	YOR063W
YER006W	YOR206W
YER006W	YOR272W
YER006W	YPL043W
YER006W	YPL198W
YER006W	YPL211W
YER006W	YPL249C-A
YER008C	YGL233W
YER008C	YIL068C
YER012W	YER094C
YER012W	YFL007W
YER012W	YFR052W
YER012W	YGL011C
YER012W	YML092C
YER012W	YOR157C
YER012W	YPR103W
YER017C	YMR089C
YER018C	YIL144W
YER022W	YGL151W
YER022W	YHR041C
YER022W	YLR071C
YER022W	YNL236W
YER022W	YNR010W
YER022W	YOL135C
YER022W	YPL042C
YER022W	YPR070W
YER022W	YPR168W
YER025W	YLR291C
YER025W	YMR146C
YER025W	YMR309C
YER025W	YPL237W
YER025W	YPR041W
YER082C	YGR128C
YER082C	YJL109C
YER082C	YKR060W
YER082C	YLR129W
YER082C	YLR197W
YER082C	YLR222C
YER082C	YLR409C
YER082C	YOR096W
YER082C	YPL126W
YER082C	YPL266W
YER082C	YPR137W
YER086W	YLR259C
YER086W	YOR133W
YER094C	YFL007W
YER094C	YGL011C
YER094C	YML092C
YER094C	YOR157C
YER094C	YPR103W
YER104W	YNL312W
YER107C	YJL061W
YER112W	YER146W
YER112W	YGR091W
YER112W	YHR165C
YER112W	YJL124C
YER112W	YKL173W
YER112W	YLR147C
YER112W	YOR308C
YER112W	YPR178W
YER120W	YHL020C
YER126C	YGR245C
YER126C	YKL009W
YER126C	YKR081C
YER126C	YLR074C
YER126C	YMR049C
YER126C	YMR290C
YER126C	YNL110C
YER126C	YOR063W
YER133W	YER177W
YER133W	YGR156W
YER133W	YJR093C
YER133W	YLR028C
YER133W	YNL222W
YER133W	YNL233W
YER136W	YLR262C
YER146W	YHR165C
YER146W	YJL124C
YER146W	YJR022W
YER146W	YKL173W
YER146W	YPR178W
YER148W	YGR274C
YER151C	YNR051C
YER157W	YGL005C
YER157W	YGL223C
YER157W	YML071C
YER157W	YNL041C
YER157W	YNL051W
YER157W	YPR105C
YER164W	YIL035C
YER164W	YOR039W
YER177W	YGL252C
YER177W	YLR028C
YFL002C	YHR088W
YFL002C	YKL009W
YFL002C	YKL172W
YFL002C	YLL008W
YFL002C	YLR002C
YFL002C	YLR449W
YFL002C	YMR049C
YFL002C	YMR290C
YFL002C	YNL061W
YFL002C	YNL110C
YFL002C	YOL127W
YFL002C	YOR063W
YFL002C	YOR206W
YFL002C	YOR272W
YFL002C	YPL211W
YFL007W	YGL011C
YFL007W	YML092C
YFL007W	YPR103W
YFL013C	YFL039C
YFL013C	YNL059C
YFL013C	YPL129W
YFL013C	YPL235W
YFL017W-A	YGR074W
YFL017W-A	YLR147C
YFL023W	YLR200W
YFL039C	YGR002C
YFL039C	YHR090C
YFL039C	YML041C
YFL039C	YMR072W
YFL039C	YNL059C
YFL039C	YNL138W
YFL039C	YPL129W
YFL039C	YPL235W
YFL039C	YPR171W
YFL045C	YGL195W
YFR002W	YGL172W
YFR002W	YGR119C
